Plot Title: SN_9735539_PHb2,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 2012375)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 2012378)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700886)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700897)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700898)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9719147)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9719458)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9721325)","RH, % (LGR S/N: 9735539, SEN S/N: 9721325)","Voltage, V (LGR S/N: 9735539, SEN S/N: 9725487)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734410)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734417)"
4819,7/21/17 12:50,0.1194,0.1245,621.2,13.7,18.7,60.818,34.4,81.376,35.3,-0.1988,321.9,58.1
4820,7/21/17 13:00,0.1201,0.1245,511.2,13.7,16.2,60.948,30.6,73.558,43.9,-0.1988,266.9,53.1
4821,7/21/17 13:10,0.1201,0.1245,478.7,13.7,13.7,61.162,30.6,71.49,49.4,-0.1988,253.1,51.9
4822,7/21/17 13:20,0.1201,0.1252,671.2,16.2,21.2,61.333,39.4,70.93,55,-0.1988,350.6,69.4
4823,7/21/17 13:30,0.1194,0.1245,751.2,18.7,21.2,61.506,44.4,70.072,57.1,-0.1988,386.9,75.6
4824,7/21/17 13:40,0.1194,0.1245,773.7,18.7,23.7,61.633,44.4,72.05,54.4,-0.1988,398.1,76.9
4825,7/21/17 13:50,0.1194,0.1245,2121.2,43.7,61.2,61.761,105.6,77.029,51,-0.1988,1109.4,174.4
4826,7/21/17 14:00,0.1194,0.1245,2338.7,46.2,66.2,61.891,113.1,81.73,40.3,-0.1988,1224.4,178.1
4827,7/21/17 14:10,0.1194,0.1238,2361.2,46.2,66.2,62.019,110.6,85.035,37.5,-0.1988,1241.9,175.6
4828,7/21/17 14:20,0.1194,0.1245,1751.2,33.7,48.7,62.105,79.4,77.859,43.6,-0.1988,885.6,125.6
4829,7/21/17 14:30,0.1201,0.1238,793.7,16.2,21.2,62.276,38.1,81.376,38.6,-0.1988,389.4,61.9
4830,7/21/17 14:40,0.1194,0.1238,1936.2,38.7,51.2,62.406,85.6,75.247,43.9,-0.1988,984.4,138.1
4831,7/21/17 14:50,0.1194,0.1238,2251.2,43.7,61.2,62.62,104.4,83.109,38.3,-0.1988,1178.1,159.4
4832,7/21/17 15:00,0.1194,0.1238,653.7,13.7,18.7,62.791,31.9,81.288,40.5,-0.1988,315.6,51.9
4833,7/21/17 15:10,0.1194,0.1238,606.2,13.7,16.2,62.919,33.1,76.768,41.7,-0.1988,309.4,55.6
4834,7/21/17 15:20,0.1194,0.1245,723.7,18.7,21.2,63.048,38.1,71.19,48.9,-0.1988,354.4,64.4
4835,7/21/17 15:30,0.1194,0.123,1921.2,38.7,51.2,63.176,90.6,76.942,45.8,-0.1988,1001.9,143.1
4836,7/21/17 15:40,0.1194,0.1238,726.2,16.2,21.2,63.304,38.1,74.727,47.4,-0.1988,366.9,65.6
4837,7/21/17 15:50,0.1187,0.1238,2246.2,51.2,63.7,63.433,111.9,81.642,39.8,-0.1988,1170.6,168.1
4838,7/21/17 16:00,0.1194,0.123,2228.7,48.7,63.7,63.518,113.1,83.601,39.3,-0.1988,1166.9,174.4
4839,7/21/17 16:10,0.1194,0.123,2221.2,51.2,61.2,63.648,113.1,87.939,34.6,-0.1988,1164.4,176.9
4840,7/21/17 16:20,0.1201,0.1223,2061.2,51.2,58.7,63.775,104.4,85.487,35.9,-0.1988,1065.6,160.6
4841,7/21/17 16:30,0.1194,0.123,413.7,11.2,13.7,63.903,25.6,78.033,38.7,-0.1988,196.9,46.9
4842,7/21/17 16:40,0.1194,0.1223,496.2,13.7,16.2,63.99,29.4,76.289,41.5,-0.1988,236.9,51.9
4843,7/21/17 16:50,0.1194,0.1223,1453.7,36.2,41.2,64.161,75.6,79.347,41.7,-0.1988,739.4,126.9
4844,7/21/17 17:00,0.1194,0.1223,1008.7,26.2,28.7,64.288,53.1,80.537,39.6,-0.1988,500.6,90.6
4845,7/21/17 17:10,0.1194,0.123,768.7,18.7,21.2,64.375,41.9,75.204,43.1,-0.1988,386.9,73.1
4846,7/21/17 17:20,0.1194,0.1223,678.7,18.7,18.7,64.459,39.4,75.42,42.3,-0.1988,349.4,65.6
4847,7/21/17 17:30,0.1194,0.1223,128.7,3.7,3.7,64.546,6.9,67.5,48.3,-0.1988,66.9,14.4
4848,7/21/17 17:40,0.1194,0.1216,118.7,1.2,1.2,64.589,5.6,58.712,73.1,-0.1988,64.4,11.9
4849,7/21/17 17:50,0.1187,0.1223,1021.2,28.7,26.2,64.632,51.9,57.85,82.3,-0.1988,528.1,96.9
4850,7/21/17 18:00,0.1194,0.123,841.2,23.7,23.7,64.674,45.6,63.39,71,-0.1988,425.6,84.4
4851,7/21/17 18:10,0.1194,0.123,583.7,16.2,16.2,64.632,30.6,63.862,69.9,-0.1988,280.6,58.1
4852,7/21/17 18:20,0.1187,0.1223,956.2,28.7,26.2,64.632,50.6,68.527,63.5,-0.1988,479.4,99.4
4853,7/21/17 18:30,0.1187,0.1223,666.2,21.2,18.7,64.589,34.4,63.347,70.9,-0.1988,333.1,70.6
4854,7/21/17 18:40,0.1194,0.1223,763.7,23.7,18.7,64.546,40.6,63.819,70.6,-0.1988,389.4,86.9
4855,7/21/17 18:50,0.1187,0.1223,308.7,8.7,8.7,64.503,18.1,60.39,74.9,-0.1988,154.4,33.1
4856,7/21/17 19:00,0.1187,0.1223,371.2,11.2,8.7,64.459,21.9,61.333,75.3,-0.1988,188.1,41.9
4857,7/21/17 19:10,0.1187,0.1223,241.2,6.2,6.2,64.375,14.4,60.904,76.8,-0.1988,121.9,24.4
4858,7/21/17 19:20,0.1187,0.1216,168.7,3.7,3.7,64.332,9.4,61.032,78.3,-0.1988,88.1,18.1
4859,7/21/17 19:30,0.1187,0.1216,108.7,1.2,1.2,64.288,5.6,60.604,80.8,-0.1988,58.1,10.6
4860,7/21/17 19:40,0.1187,0.1216,71.2,1.2,1.2,64.247,3.1,59.486,79,-0.1988,38.1,6.9
4861,7/21/17 19:50,0.1187,0.1216,38.7,1.2,1.2,64.161,1.9,58.712,81.5,-0.1988,19.4,3.1
4862,7/21/17 20:00,0.1187,0.1216,13.7,1.2,1.2,64.117,0.6,57.204,83.9,-0.1988,4.4,0.6
4863,7/21/17 20:10,0.1187,0.1216,6.2,1.2,1.2,64.033,0.6,56.426,85.6,-0.1988,0.6,0.6
4864,7/21/17 20:20,0.1187,0.1209,1.2,1.2,1.2,63.946,0.6,56.34,83.8,-0.1988,0.6,0.6
4865,7/21/17 20:30,0.1187,0.1216,1.2,1.2,1.2,63.862,0.6,55.992,84.1,-0.1988,0.6,0.6
4866,7/21/17 20:40,0.1187,0.1216,1.2,1.2,1.2,63.775,0.6,55.299,87.8,-0.1988,0.6,0.6
4867,7/21/17 20:50,0.1187,0.1209,1.2,1.2,1.2,63.689,0.6,54.952,88.5,-0.1988,0.6,0.6
4868,7/21/17 21:00,0.1187,0.1209,1.2,1.2,1.2,63.604,0.6,54.777,88.7,-0.1988,0.6,0.6
4869,7/21/17 21:10,0.1187,0.1209,1.2,1.2,1.2,63.518,0.6,54.126,89.6,-0.1988,0.6,0.6
4870,7/21/17 21:20,0.1187,0.1209,1.2,1.2,1.2,63.433,0.6,54.037,89.1,-0.1988,0.6,0.6
4871,7/21/17 21:30,0.1187,0.1209,1.2,1.2,1.2,63.304,0.6,53.69,91.5,-0.1988,0.6,0.6
4872,7/21/17 21:40,0.1187,0.1209,1.2,1.2,1.2,63.219,0.6,54.082,88.7,-0.1988,0.6,0.6
4873,7/21/17 21:50,0.1187,0.1209,1.2,1.2,1.2,63.133,0.6,53.298,90.2,-0.1988,0.6,0.6
4874,7/21/17 22:00,0.1187,0.1209,1.2,1.2,1.2,63.048,0.6,52.246,91.1,-0.1988,0.6,0.6
4875,7/21/17 22:10,0.1187,0.1209,1.2,1.2,1.2,62.919,0.6,51.37,92.9,-0.1988,0.6,0.6
4876,7/21/17 22:20,0.1187,0.1209,1.2,1.2,1.2,62.834,0.6,50.841,93,-0.1988,0.6,0.6
4877,7/21/17 22:30,0.1187,0.1209,1.2,1.2,1.2,62.748,0.6,50.621,93.9,-0.1988,0.6,0.6
4878,7/21/17 22:40,0.1187,0.1209,1.2,1.2,1.2,62.661,0.6,50.929,93.3,-0.1988,0.6,0.6
4879,7/21/17 22:50,0.1187,0.1209,1.2,1.2,1.2,62.49,0.6,50.974,92.9,-0.1988,0.6,0.6
4880,7/21/17 23:00,0.1187,0.1209,1.2,1.2,1.2,62.406,0.6,50.576,93.1,-0.1988,0.6,0.6
4881,7/21/17 23:10,0.1187,0.1209,1.2,1.2,1.2,62.319,0.6,50.886,92.8,-0.1988,0.6,0.6
4882,7/21/17 23:20,0.1187,0.1209,1.2,1.2,1.2,62.233,0.6,50.4,93.4,-0.1988,0.6,0.6
4883,7/21/17 23:30,0.118,0.1209,1.2,1.2,1.2,62.105,0.6,51.017,92,-0.1988,0.6,0.6
4884,7/21/17 23:40,0.1187,0.1201,1.2,1.2,1.2,61.977,0.6,51.148,92.2,-0.1988,0.6,0.6
4885,7/21/17 23:50,0.1187,0.1201,1.2,1.2,1.2,61.891,0.6,51.193,92.3,-0.1988,0.6,0.6
4886,7/22/17 0:00,0.1187,0.1201,1.2,1.2,1.2,61.804,0.6,50.841,91.8,-0.1988,0.6,0.6
4887,7/22/17 0:10,0.1187,0.1201,1.2,1.2,1.2,61.72,0.6,50.223,92.6,-0.1988,0.6,0.6
4888,7/22/17 0:20,0.118,0.1201,1.2,1.2,1.2,61.633,0.6,50.268,92.6,-0.1988,0.6,0.6
4889,7/22/17 0:30,0.118,0.1201,1.2,1.2,1.2,61.547,0.6,50.135,93.6,-0.1988,0.6,0.6
4890,7/22/17 0:40,0.1187,0.1201,1.2,1.2,1.2,61.462,0.6,50.576,92.5,-0.1988,0.6,0.6
4891,7/22/17 0:50,0.1187,0.1201,1.2,1.2,1.2,61.376,0.6,50.841,92.1,-0.1988,0.6,0.6
4892,7/22/17 1:00,0.118,0.1201,1.2,1.2,1.2,61.29,0.6,50.576,92.4,-0.1988,0.6,0.6
4893,7/22/17 1:10,0.118,0.1201,1.2,1.2,1.2,61.205,0.6,50.576,92.7,-0.1988,0.6,0.6
4894,7/22/17 1:20,0.118,0.1201,1.2,1.2,1.2,61.119,0.6,50.002,92.1,-0.1988,0.6,0.6
4895,7/22/17 1:30,0.118,0.1201,1.2,1.2,1.2,61.032,0.6,48.938,94.2,-0.1988,0.6,0.6
4896,7/22/17 1:40,0.118,0.1201,1.2,1.2,1.2,60.948,0.6,49.383,93.6,-0.1988,0.6,0.6
4897,7/22/17 1:50,0.118,0.1201,1.2,1.2,1.2,60.861,0.6,49.116,92.7,-0.1988,0.6,0.6
4898,7/22/17 2:00,0.118,0.1201,1.2,1.2,1.2,60.775,0.6,48.762,94.2,-0.1988,0.6,0.6
4899,7/22/17 2:10,0.118,0.1194,1.2,1.2,1.2,60.69,0.6,49.825,93,-0.1988,0.6,0.6
4900,7/22/17 2:20,0.118,0.1201,1.2,1.2,1.2,60.604,0.6,50.488,91.2,-0.1988,0.6,0.6
4901,7/22/17 2:30,0.118,0.1194,1.2,1.2,1.2,60.517,0.6,49.649,93.7,-0.1988,0.6,0.6
4902,7/22/17 2:40,0.118,0.1201,1.2,1.2,1.2,60.433,0.6,49.161,95,-0.1988,0.6,0.6
4903,7/22/17 2:50,0.118,0.1194,1.2,1.2,1.2,60.39,0.6,49.294,94.1,-0.1988,0.6,0.6
4904,7/22/17 3:00,0.118,0.1194,1.2,1.2,1.2,60.303,0.6,49.073,95.4,-0.1988,0.6,0.6
4905,7/22/17 3:10,0.118,0.1194,1.2,1.2,1.2,60.217,0.6,49.604,94.2,-0.1988,0.6,0.6
4906,7/22/17 3:20,0.118,0.1201,1.2,1.2,1.2,60.174,0.6,49.471,94.8,-0.1988,0.6,0.6
4907,7/22/17 3:30,0.118,0.1194,1.2,1.2,1.2,60.089,0.6,49.428,95.1,-0.1988,0.6,0.6
4908,7/22/17 3:40,0.1172,0.1201,1.2,1.2,1.2,60.003,0.6,49.737,94.8,-0.1988,0.6,0.6
4909,7/22/17 3:50,0.118,0.1194,1.2,1.2,1.2,59.916,0.6,49.692,94.4,-0.1988,0.6,0.6
4910,7/22/17 4:00,0.118,0.1201,1.2,1.2,1.2,59.873,0.6,49.516,95,-0.1988,0.6,0.6
4911,7/22/17 4:10,0.118,0.1194,1.2,1.2,1.2,59.788,0.6,49.825,93.9,-0.1988,0.6,0.6
4912,7/22/17 4:20,0.118,0.1201,1.2,1.2,1.2,59.745,0.6,49.561,94.2,-0.1988,0.6,0.6
4913,7/22/17 4:30,0.1172,0.1194,1.2,1.2,1.2,59.702,0.6,49.028,95,-0.1988,0.6,0.6
4914,7/22/17 4:40,0.1172,0.1194,1.2,1.2,1.2,59.616,0.6,48.628,96,-0.1988,0.6,0.6
4915,7/22/17 4:50,0.1172,0.1194,1.2,1.2,1.2,59.572,0.6,48.85,96,-0.1988,0.6,0.6
4916,7/22/17 5:00,0.1172,0.1194,1.2,1.2,1.2,59.486,0.6,49.604,92.8,-0.1988,0.6,0.6
4917,7/22/17 5:10,0.1172,0.1194,1.2,1.2,1.2,59.401,0.6,48.938,92.9,-0.1988,0.6,0.6
4918,7/22/17 5:20,0.1172,0.1194,1.2,1.2,1.2,59.358,0.6,47.914,94.7,-0.1988,0.6,0.6
4919,7/22/17 5:30,0.1172,0.1194,1.2,1.2,1.2,59.315,0.6,46.841,95.5,-0.1988,0.6,0.6
4920,7/22/17 5:40,0.1172,0.1194,1.2,1.2,1.2,59.229,0.6,46.481,95.8,-0.1988,0.6,0.6
4921,7/22/17 5:50,0.1172,0.1194,1.2,1.2,1.2,59.185,0.6,46.796,97.2,-0.1988,0.6,0.6
4922,7/22/17 6:00,0.1172,0.1194,1.2,1.2,1.2,59.099,0.6,48.049,96.1,-0.1988,0.6,0.6
4923,7/22/17 6:10,0.1172,0.1194,6.2,1.2,1.2,59.014,0.6,47.781,96.6,-0.1988,3.1,0.6
4924,7/22/17 6:20,0.1172,0.1194,13.7,1.2,1.2,58.971,0.6,48.094,96.4,-0.1988,8.1,0.6
4925,7/22/17 6:30,0.1172,0.1194,31.2,1.2,1.2,58.885,1.9,48.538,96.4,-0.1988,16.9,1.9
4926,7/22/17 6:40,0.1172,0.1194,58.7,1.2,1.2,58.842,3.1,48.85,95.8,-0.1988,29.4,5.6
4927,7/22/17 6:50,0.1172,0.1194,81.2,1.2,1.2,58.755,4.4,48.717,96,-0.1988,43.1,8.1
4928,7/22/17 7:00,0.1172,0.1194,106.2,1.2,1.2,58.712,5.6,49.204,96.1,-0.1988,54.4,10.6
4929,7/22/17 7:10,0.1165,0.1194,138.7,3.7,3.7,58.669,8.1,50.18,95.8,-0.1988,70.6,14.4
4930,7/22/17 7:20,0.1165,0.1187,163.7,3.7,3.7,58.582,9.4,51.282,94.7,-0.1988,83.1,16.9
4931,7/22/17 7:30,0.1165,0.1187,193.7,3.7,6.2,58.541,11.9,52.423,93.8,-0.1988,98.1,20.6
4932,7/22/17 7:40,0.1165,0.1187,211.2,6.2,6.2,58.541,13.1,53.559,92.7,-0.1988,106.9,23.1
4933,7/22/17 7:50,0.1165,0.1187,236.2,6.2,6.2,58.498,14.4,54.3,89.6,-0.1988,118.1,26.9
4934,7/22/17 8:00,0.1172,0.1187,266.2,8.7,8.7,58.455,18.1,55.69,89.7,-0.1988,134.4,30.6
4935,7/22/17 8:10,0.1165,0.1187,311.2,8.7,11.2,58.455,21.9,56.208,88.2,-0.1988,155.6,36.9
4936,7/22/17 8:20,0.1172,0.1187,368.7,11.2,13.7,58.411,25.6,58.195,84,-0.1988,186.9,44.4
4937,7/22/17 8:30,0.1165,0.1187,406.2,11.2,13.7,58.455,28.1,59.572,82,-0.1988,205.6,46.9
4938,7/22/17 8:40,0.1165,0.1187,406.2,11.2,13.7,58.455,25.6,60.991,79,-0.1988,206.9,44.4
4939,7/22/17 8:50,0.1165,0.1187,401.2,11.2,13.7,58.455,25.6,60.69,74.1,-0.1988,206.9,43.1
4940,7/22/17 9:00,0.1165,0.1187,528.7,16.2,18.7,58.455,36.9,61.119,74.3,-0.1988,270.6,61.9
4941,7/22/17 9:10,0.1172,0.1187,526.2,13.7,16.2,58.498,34.4,62.834,68.3,-0.1988,273.1,59.4
4942,7/22/17 9:20,0.1172,0.1187,601.2,16.2,18.7,58.541,39.4,64.332,70.2,-0.1988,313.1,68.1
4943,7/22/17 9:30,0.1172,0.1187,608.7,18.7,18.7,58.582,40.6,65.829,71,-0.1988,320.6,70.6
4944,7/22/17 9:40,0.1165,0.1187,608.7,16.2,18.7,58.626,39.4,65.23,71,-0.1988,320.6,69.4
4945,7/22/17 9:50,0.1165,0.1187,623.7,18.7,21.2,58.669,40.6,65.701,71.8,-0.1988,328.1,70.6
4946,7/22/17 10:00,0.1165,0.1194,728.7,21.2,23.7,58.755,46.9,66.472,66.5,-0.1988,379.4,81.9
4947,7/22/17 10:10,0.1165,0.1187,938.7,26.2,31.2,58.798,59.4,68.056,67.7,-0.1988,486.9,105.6
4948,7/22/17 10:20,0.1165,0.1187,1321.2,36.2,43.7,58.928,84.4,74.163,61.8,-0.1988,681.9,148.1
4949,7/22/17 10:30,0.1165,0.1187,1093.7,31.2,36.2,59.014,68.1,73.558,54.9,-0.1988,564.4,119.4
4950,7/22/17 10:40,0.1165,0.1187,1123.7,31.2,36.2,59.099,68.1,75.898,53.4,-0.1988,574.4,120.6
4951,7/22/17 10:50,0.1172,0.118,1096.2,28.7,36.2,59.272,64.4,77.639,45.6,-0.1988,559.4,114.4
4952,7/22/17 11:00,0.1165,0.118,1783.7,46.2,58.7,59.401,103.1,78.514,47,-0.1988,929.4,184.4
4953,7/22/17 11:10,0.1165,0.118,1593.7,41.2,51.2,59.572,89.4,80.316,40.3,-0.1988,820.6,160.6
4954,7/22/17 11:20,0.1172,0.118,1473.7,36.2,46.2,59.745,81.9,77.684,40.9,-0.1988,753.1,144.4
4955,7/22/17 11:30,0.1172,0.118,1316.2,33.7,41.2,59.959,73.1,77.421,40.8,-0.1988,674.4,128.1
4956,7/22/17 11:40,0.1172,0.118,1283.7,31.2,41.2,60.132,71.9,78.777,40.2,-0.1988,660.6,124.4
4957,7/22/17 11:50,0.1172,0.118,1053.7,26.2,33.7,60.346,61.9,78.251,38.4,-0.1988,548.1,106.9
4958,7/22/17 12:00,0.1172,0.118,933.7,23.7,28.7,60.517,53.1,75.767,46.4,-0.1988,486.9,91.9
4959,7/22/17 12:10,0.1172,0.118,613.7,16.2,18.7,60.69,39.4,72.48,45.6,-0.1988,330.6,65.6
4960,7/22/17 12:20,0.1172,0.118,698.7,18.7,21.2,60.818,43.1,71.361,50.4,-0.1988,370.6,73.1
4961,7/22/17 12:30,0.1165,0.118,883.7,21.2,26.2,60.991,50.6,71.791,48.2,-0.1988,460.6,86.9
4962,7/22/17 12:40,0.1172,0.118,1018.7,23.7,31.2,61.162,55.6,80.316,42.9,-0.1988,525.6,94.4
4963,7/22/17 12:50,0.1172,0.118,521.2,13.7,16.2,61.29,33.1,71.231,54.6,-0.1988,278.1,56.9
4964,7/22/17 13:00,0.1172,0.118,398.7,16.2,13.7,61.376,28.1,67.627,56.1,-0.1988,215.6,50.6
4965,7/22/17 13:10,0.1165,0.118,406.2,11.2,13.7,61.462,28.1,66.9,53.4,-0.1988,213.1,48.1
4966,7/22/17 13:20,0.1165,0.118,528.7,13.7,16.2,61.59,31.9,66.258,59.8,-0.1988,274.4,55.6
4967,7/22/17 13:30,0.1165,0.118,811.2,21.2,23.7,61.677,44.4,67.757,58.8,-0.1988,421.9,76.9
4968,7/22/17 13:40,0.1165,0.118,1603.7,36.2,46.2,61.761,81.9,71.49,58.1,-0.1988,849.4,139.4
4969,7/22/17 13:50,0.1165,0.118,903.7,23.7,28.7,61.804,51.9,71.49,59.3,-0.1988,464.4,90.6
4970,7/22/17 14:00,0.1165,0.1172,2496.2,51.2,71.2,61.891,120.6,79.392,45.8,-0.1988,1276.9,195.6
4971,7/22/17 14:10,0.1165,0.1172,1783.7,38.7,51.2,61.977,86.9,77.292,53.7,-0.1988,920.6,144.4
4972,7/22/17 14:20,0.1165,0.1172,1376.2,23.7,38.7,62.105,69.4,74.511,50.9,-0.1988,709.4,118.1
4973,7/22/17 14:30,0.1165,0.1172,896.2,21.2,26.2,62.191,49.4,70.158,54.8,-0.1988,460.6,84.4
4974,7/22/17 14:40,0.1165,0.118,746.2,18.7,21.2,62.319,40.6,69.213,55.3,-0.1988,384.4,70.6
4975,7/22/17 14:50,0.1158,0.118,501.2,13.7,13.7,62.406,29.4,67.5,57.8,-0.1988,266.9,51.9
4976,7/22/17 15:00,0.1165,0.118,546.2,16.2,16.2,62.533,34.4,67.028,59.6,-0.1988,288.1,59.4
4977,7/22/17 15:10,0.1165,0.118,1181.2,28.7,33.7,62.661,59.4,71.017,57.3,-0.1988,594.4,94.4
4978,7/22/17 15:20,0.1165,0.1172,2226.2,51.2,61.2,62.748,108.1,78.339,51,-0.1988,1175.6,155.6
4979,7/22/17 15:30,0.1165,0.1172,2178.7,51.2,61.2,62.875,105.6,82.976,40.8,-0.1988,1138.1,158.1
4980,7/22/17 15:40,0.1165,0.1165,2196.2,51.2,61.2,62.962,109.4,81.376,41.6,-0.1988,1159.4,166.9
4981,7/22/17 15:50,0.1165,0.1165,2328.7,51.2,63.7,63.09,113.1,82.218,40.5,-0.1988,1234.4,164.4
4982,7/22/17 16:00,0.1165,0.1172,216.2,3.7,3.7,63.219,10.6,75.724,43.4,-0.1988,111.9,19.4
4983,7/22/17 16:10,0.1172,0.1172,46.2,1.2,1.2,63.262,1.9,57.936,66.6,-0.1988,21.9,4.4
4984,7/22/17 16:20,0.1165,0.1172,41.2,1.2,1.2,63.433,1.9,52.817,85,-0.1988,18.1,4.4
4985,7/22/17 16:30,0.1165,0.1172,58.7,1.2,1.2,63.518,1.9,52.291,82.8,-0.1988,24.4,4.4
4986,7/22/17 16:40,0.1158,0.1172,53.7,1.2,1.2,63.561,1.9,51.589,87.7,-0.1988,21.9,3.1
4987,7/22/17 16:50,0.1165,0.1172,51.2,1.2,1.2,63.604,1.9,51.94,91.8,-0.1988,24.4,4.4
4988,7/22/17 17:00,0.1172,0.1172,81.2,1.2,1.2,63.518,4.4,52.423,88.3,-0.1988,39.4,8.1
4989,7/22/17 17:10,0.1165,0.1172,118.7,3.7,3.7,63.518,6.9,51.852,90.9,-0.1988,59.4,13.1
4990,7/22/17 17:20,0.1165,0.1172,198.7,6.2,6.2,63.433,11.9,52.729,90.7,-0.1988,103.1,21.9
4991,7/22/17 17:30,0.1172,0.1172,211.2,6.2,6.2,63.347,13.1,54.604,90.8,-0.1988,110.6,23.1
4992,7/22/17 17:40,0.1172,0.1172,173.7,3.7,3.7,63.262,10.6,55.038,88,-0.1988,90.6,19.4
4993,7/22/17 17:50,0.1172,0.1165,226.2,6.2,6.2,63.176,14.4,55.081,85.2,-0.1988,119.4,24.4
4994,7/22/17 18:00,0.1165,0.1165,266.2,6.2,6.2,63.09,15.6,56.383,86.9,-0.1988,140.6,28.1
4995,7/22/17 18:10,0.1158,0.1172,606.2,18.7,16.2,63.005,34.4,57.29,88.3,-0.1988,318.1,61.9
4996,7/22/17 18:20,0.1165,0.1165,1118.7,36.2,31.2,62.919,63.1,62.834,77.9,-0.1988,590.6,116.9
4997,7/22/17 18:30,0.1165,0.1165,943.7,31.2,26.2,62.875,54.4,64.717,69.3,-0.1988,516.9,104.4
4998,7/22/17 18:40,0.1165,0.1172,536.2,18.7,13.7,62.791,30.6,62.105,75.6,-0.1988,291.9,60.6
4999,7/22/17 18:50,0.1165,0.1165,698.7,23.7,18.7,62.748,41.9,60.174,78.3,-0.1988,391.9,84.4
5000,7/22/17 19:00,0.1165,0.1165,721.2,26.2,18.7,62.704,44.4,61.977,74.4,-0.1988,411.9,93.1
5001,7/22/17 19:10,0.1158,0.1165,621.2,23.7,16.2,62.661,39.4,61.761,74.6,-0.1988,361.9,84.4
5002,7/22/17 19:20,0.1158,0.1165,436.2,16.2,11.2,62.62,28.1,62.062,75.5,-0.1988,255.6,59.4
5003,7/22/17 19:30,0.1158,0.1165,233.7,6.2,6.2,62.577,14.4,60.733,73.7,-0.1988,128.1,26.9
5004,7/22/17 19:40,0.1158,0.1165,178.7,3.7,3.7,62.577,11.9,58.582,80.1,-0.1988,99.4,20.6
5005,7/22/17 19:50,0.115,0.1165,111.2,3.7,3.7,62.533,6.9,57.893,77.7,-0.1988,61.9,13.1
5006,7/22/17 20:00,0.1158,0.1165,56.2,1.2,1.2,62.49,3.1,56.251,84.4,-0.1988,33.1,6.9
5007,7/22/17 20:10,0.1158,0.1165,36.2,1.2,1.2,62.447,3.1,54.734,84,-0.1988,23.1,4.4
5008,7/22/17 20:20,0.1158,0.1158,16.2,1.2,1.2,62.406,0.6,54.255,86.3,-0.1988,13.1,3.1
5009,7/22/17 20:30,0.1158,0.1165,1.2,1.2,1.2,62.362,0.6,52.903,86.8,-0.1988,0.6,0.6
5010,7/22/17 20:40,0.1158,0.1165,1.2,1.2,1.2,62.319,0.6,52.335,90.1,-0.1988,0.6,0.6
5011,7/22/17 20:50,0.1158,0.1158,1.2,1.2,1.2,62.233,0.6,51.764,91.8,-0.1988,0.6,0.6
5012,7/22/17 21:00,0.1158,0.1158,1.2,1.2,1.2,62.148,0.6,51.678,88.7,-0.1988,0.6,0.6
5013,7/22/17 21:10,0.115,0.1158,1.2,1.2,1.2,62.062,0.6,51.413,89.2,-0.1988,0.6,0.6
5014,7/22/17 21:20,0.115,0.1158,1.2,1.2,1.2,62.019,0.6,51.282,90.4,-0.1988,0.6,0.6
5015,7/22/17 21:30,0.115,0.1158,1.2,1.2,1.2,61.934,0.6,50.311,92,-0.1988,0.6,0.6
5016,7/22/17 21:40,0.115,0.1158,1.2,1.2,1.2,61.804,0.6,49.471,94.6,-0.1988,0.6,0.6
5017,7/22/17 21:50,0.1158,0.1158,1.2,1.2,1.2,61.72,0.6,48.983,95.3,-0.1988,0.6,0.6
5018,7/22/17 22:00,0.1158,0.1158,1.2,1.2,1.2,61.633,0.6,48.717,95.2,-0.1988,0.6,0.6
5019,7/22/17 22:10,0.1158,0.1158,1.2,1.2,1.2,61.547,0.6,48.45,96.1,-0.1988,0.6,0.6
5020,7/22/17 22:20,0.1158,0.1158,1.2,1.2,1.2,61.462,0.6,47.467,96.2,-0.1988,0.6,0.6
5021,7/22/17 22:30,0.115,0.1158,1.2,1.2,1.2,61.333,0.6,47.736,96.8,-0.1988,0.6,0.6
5022,7/22/17 22:40,0.1158,0.1158,1.2,1.2,1.2,61.248,0.6,47.467,97.2,-0.1988,0.6,0.6
5023,7/22/17 22:50,0.1158,0.1158,1.2,1.2,1.2,61.119,0.6,46.841,96.9,-0.1988,0.6,0.6
5024,7/22/17 23:00,0.115,0.1165,1.2,1.2,1.2,61.032,0.6,45.761,97.3,-0.1988,0.6,0.6
5025,7/22/17 23:10,0.115,0.1158,1.2,1.2,1.2,60.948,0.6,45.941,97.9,-0.1988,0.6,0.6
5026,7/22/17 23:20,0.115,0.115,1.2,1.2,1.2,60.818,0.6,44.991,96.6,-0.1988,0.6,0.6
5027,7/22/17 23:30,0.115,0.1158,1.2,1.2,1.2,60.733,0.6,44.445,97.7,-0.1988,0.6,0.6
