Plot Title: Launch_9735547_PHb1,,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012371)","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012373)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700884)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700885)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9711280)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9719166)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9721330)","RH, % (LGR S/N: 9735547, SEN S/N: 9721330)","Voltage, V (LGR S/N: 9735547, SEN S/N: 9725497)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734394)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734402)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734405)","Batt, V (LGR S/N: 9735547)"
1,5/26/17 13:00,0.0896,0.2109,2553.7,2553.7,2553.7,55.949,69.728,26.3,-0.1835,741.9,50.6,58.1,4.393
2,5/26/17 14:00,0.0896,0.2124,1493.7,46.2,56.2,58.325,69.771,24.8,-0.1835,736.9,55.6,58.1,4.4
3,5/26/17 15:00,0.0933,0.2138,2143.7,66.2,81.2,60.046,79.435,23.5,-0.1835,1060.6,81.9,83.1,4.538
4,5/26/17 16:00,0.0983,0.2138,1711.2,56.2,68.7,61.119,74.381,20,-0.1835,853.1,70.6,73.1,4.4
5,5/26/17 17:00,0.0976,0.2138,1263.7,43.7,51.2,61.804,72.48,20,-0.1835,628.1,54.4,60.6,4.538
6,5/26/17 18:00,0.0969,0.2131,736.2,23.7,31.2,61.677,66.087,17.6,-0.1835,365.6,34.4,36.9,4.4
7,5/26/17 19:00,0.1005,0.2116,106.2,1.2,3.7,60.474,52.291,24.4,-0.1835,36.9,1.9,1.9,4.4
8,5/26/17 20:00,0.1005,0.2102,33.7,1.2,1.2,58.755,48.182,31.5,-0.1886,10.6,0.6,0.6,4.4
9,5/26/17 21:00,0.1012,0.2087,1.2,1.2,1.2,56.901,40.951,48.4,-0.1835,0.6,0.6,0.6,4.393
10,5/26/17 22:00,0.1005,0.2073,1.2,1.2,1.2,55.168,36.698,58.7,-0.1886,0.6,0.6,0.6,4.393
11,5/26/17 23:00,0.1005,0.2066,1.2,1.2,1.2,53.559,36.554,60.3,-0.1886,0.6,0.6,0.6,4.393
12,5/27/17 0:00,0.1012,0.2066,1.2,1.2,1.2,52.203,37.035,59.4,-0.1835,0.6,0.6,0.6,4.381
13,5/27/17 1:00,0.1005,0.2058,1.2,1.2,1.2,51.062,44.492,42.5,-0.1835,0.6,0.6,0.6,4.375
14,5/27/17 2:00,0.1005,0.2051,1.2,1.2,1.2,50.092,41.787,48.3,-0.1835,0.6,0.6,0.6,4.369
15,5/27/17 3:00,0.1005,0.2044,1.2,1.2,1.2,49.249,39.596,57.1,-0.1835,0.6,0.6,0.6,4.369
16,5/27/17 4:00,0.1005,0.2044,1.2,1.2,1.2,48.405,35.346,66.1,-0.1835,0.6,0.6,0.6,4.369
17,5/27/17 5:00,0.0998,0.2037,1.2,1.2,1.2,47.602,30.884,76.3,-0.1835,0.6,0.6,0.6,4.369
18,5/27/17 6:00,0.1005,0.2037,28.7,1.2,1.2,46.706,32.99,78.1,-0.1886,14.4,0.6,0.6,4.363
19,5/27/17 7:00,0.1005,0.2037,596.2,18.7,18.7,45.986,46.166,61,-0.1886,344.4,26.9,30.6,4.418
20,5/27/17 8:00,0.0991,0.2029,346.2,11.2,11.2,45.851,44.263,72.7,-0.1835,179.4,14.4,15.6,4.418
21,5/27/17 9:00,0.0998,0.2029,126.2,1.2,3.7,46.166,38.273,87.6,-0.1835,60.6,3.1,4.4,4.4
22,5/27/17 10:00,0.1012,0.2037,523.7,16.2,18.7,46.706,53.645,61.6,-0.1835,265.6,20.6,23.1,4.4
23,5/27/17 11:00,0.1056,0.2051,458.7,11.2,13.7,47.871,38.606,86.4,-0.1886,226.9,15.6,16.9,4.418
24,5/27/17 12:00,0.1063,0.2058,676.2,21.2,23.7,49.028,55.819,47.3,-0.1886,325.6,25.6,26.9,4.406
25,5/27/17 13:00,0.1063,0.2073,541.2,16.2,18.7,51.282,53.035,48.1,-0.1835,270.6,21.9,23.1,4.538
26,5/27/17 14:00,0.1042,0.2073,1263.7,41.2,46.2,52.86,49.604,67.1,-0.1886,611.9,48.1,51.9,4.418
27,5/27/17 15:00,0.102,0.208,458.7,13.7,16.2,53.602,47.467,60.5,-0.1886,228.1,18.1,19.4,4.418
28,5/27/17 16:00,0.1078,0.2073,533.7,16.2,18.7,54.037,51.678,45.9,-0.1886,255.6,19.4,21.9,4.4
29,5/27/17 17:00,0.1063,0.208,226.2,6.2,6.2,54.212,45.714,53.5,-0.1835,104.4,6.9,8.1,4.4
30,5/27/17 18:00,0.102,0.2073,858.7,23.7,36.2,53.645,46.886,63.3,-0.1835,440.6,40.6,40.6,4.418
31,5/27/17 19:00,0.1063,0.2066,331.2,6.2,13.7,52.641,53.951,48.5,-0.1835,171.9,16.9,10.6,4.4
32,5/27/17 20:00,0.1012,0.2051,33.7,1.2,1.2,51.633,38.511,54.8,-0.1835,9.4,0.6,0.6,4.418
33,5/27/17 21:00,0.102,0.2044,1.2,1.2,1.2,50.356,33.681,72.2,-0.1835,0.6,0.6,0.6,4.393
34,5/27/17 22:00,0.0998,0.2037,1.2,1.2,1.2,49.116,33.978,76.2,-0.1886,0.6,0.6,0.6,4.393
35,5/27/17 23:00,0.1071,0.2029,1.2,1.2,1.2,47.871,29.149,88.2,-0.1886,0.6,0.6,0.6,4.393
36,5/28/17 0:00,0.1034,0.2022,1.2,1.2,1.2,46.751,25.686,91.9,-0.1886,0.6,0.6,0.6,4.381
37,5/28/17 1:00,0.1042,0.2015,1.2,1.2,1.2,45.669,24.12,94.4,-0.1886,0.6,0.6,0.6,4.381
38,5/28/17 2:00,0.1027,0.2015,1.2,1.2,1.2,44.674,23.023,94.8,-0.1835,0.6,0.6,0.6,4.375
39,5/28/17 3:00,0.1092,0.2015,1.2,1.2,1.2,43.763,23.518,93.7,-0.1835,0.6,0.6,0.6,4.369
40,5/28/17 4:00,0.1129,0.2008,1.2,1.2,1.2,42.892,21.967,93.1,-0.1835,0.6,0.6,0.6,4.363
41,5/28/17 5:00,0.115,0.2,1.2,1.2,1.2,42.109,20.158,93.8,-0.1835,0.6,0.6,0.6,4.363
42,5/28/17 6:00,0.1049,0.1993,26.2,1.2,1.2,41.416,19.929,93.5,-0.1886,10.6,0.6,0.6,4.363
43,5/28/17 7:00,0.1034,0.1993,558.7,18.7,21.2,40.858,36.698,85.1,-0.1886,349.4,28.1,31.9,4.418
44,5/28/17 8:00,0.0998,0.1993,1053.7,33.7,33.7,40.579,50.533,52,-0.1835,556.9,41.9,49.4,4.4
45,5/28/17 9:00,0.0983,0.2,1428.7,48.7,48.7,41.322,55.038,37.1,-0.1835,734.4,56.9,68.1,4.4
46,5/28/17 10:00,0.0976,0.2015,1713.7,61.2,58.7,43.534,60.904,35.5,-0.1835,874.4,68.1,80.6,4.406
47,5/28/17 11:00,0.0976,0.2029,1898.7,66.2,68.7,46.571,57.679,34.5,-0.1835,984.4,74.4,86.9,4.538
48,5/28/17 12:00,0.1005,0.2044,1996.2,68.7,73.7,49.914,65.53,26.3,-0.1886,1046.9,78.1,89.4,4.4
49,5/28/17 13:00,0.0976,0.2058,1991.2,66.2,73.7,53.253,66.6,25.1,-0.1835,1030.6,76.9,84.4,4.43
50,5/28/17 14:00,0.0983,0.208,1891.2,61.2,71.2,56.295,69.771,22,-0.1835,951.9,73.1,74.4,4.4
51,5/28/17 15:00,0.0954,0.2095,1701.2,53.7,63.7,58.712,72.178,20.8,-0.1835,840.6,66.9,65.6,4.393
52,5/28/17 16:00,0.0976,0.2095,1431.2,46.2,56.2,60.433,71.748,17.8,-0.1835,704.4,59.4,60.6,4.406
53,5/28/17 17:00,0.1056,0.2095,1093.7,36.2,43.7,61.333,69.386,17.9,-0.1835,539.4,48.1,54.4,4.4
54,5/28/17 18:00,0.1129,0.2087,721.2,23.7,31.2,61.162,66.772,18.6,-0.1835,359.4,34.4,38.1,4.393
55,5/28/17 19:00,0.1121,0.208,363.7,6.2,16.2,60.089,61.032,27.4,-0.1835,186.9,19.4,13.1,4.418
56,5/28/17 20:00,0.1107,0.2058,41.2,1.2,1.2,58.498,42.064,54.3,-0.1835,14.4,0.6,0.6,4.4
57,5/28/17 21:00,0.1056,0.2044,1.2,1.2,1.2,56.685,38.273,64.7,-0.1835,0.6,0.6,0.6,4.393
58,5/28/17 22:00,0.1034,0.2029,1.2,1.2,1.2,54.909,32.891,80.9,-0.1835,0.6,0.6,0.6,4.393
59,5/28/17 23:00,0.1085,0.2029,1.2,1.2,1.2,53.298,32.142,83.4,-0.1886,0.6,0.6,0.6,4.393
60,5/29/17 0:00,0.102,0.2015,1.2,1.2,1.2,51.764,28.373,90.2,-0.1886,0.6,0.6,0.6,4.387
61,5/29/17 1:00,0.1107,0.2008,1.2,1.2,1.2,50.356,28.216,89.2,-0.1835,0.6,0.6,0.6,4.381
62,5/29/17 2:00,0.1136,0.2,1.2,1.2,1.2,49.116,26.589,91.4,-0.1886,0.6,0.6,0.6,4.381
63,5/29/17 3:00,0.1136,0.1993,1.2,1.2,1.2,47.959,25.255,93.9,-0.1886,0.6,0.6,0.6,4.369
64,5/29/17 4:00,0.11,0.1986,1.2,1.2,1.2,46.886,25.417,93.3,-0.1835,0.6,0.6,0.6,4.363
65,5/29/17 5:00,0.118,0.1986,1.2,1.2,1.2,45.896,23.792,95.4,-0.1886,0.6,0.6,0.6,4.363
66,5/29/17 6:00,0.1187,0.1978,31.2,1.2,1.2,44.991,23.902,95,-0.1835,11.9,0.6,0.6,4.393
67,5/29/17 7:00,0.1172,0.1978,596.2,16.2,18.7,44.218,42.156,77.6,-0.1835,338.1,26.9,29.4,4.442
68,5/29/17 8:00,0.1172,0.1978,1053.7,33.7,33.7,44.127,51.721,55.3,-0.1835,548.1,43.1,51.9,4.4
69,5/29/17 9:00,0.1158,0.1986,1426.2,48.7,48.7,45.262,62.233,36.2,-0.1835,724.4,56.9,69.4,4.4
70,5/29/17 10:00,0.115,0.2,1713.7,61.2,58.7,47.422,67.372,28,-0.1835,866.9,68.1,81.9,4.406
71,5/29/17 11:00,0.1143,0.2015,1938.7,68.7,68.7,50.311,64.546,26.7,-0.1835,1003.1,76.9,89.4,4.442
72,5/29/17 12:00,0.1158,0.2037,2043.7,71.2,73.7,53.341,81.154,24.2,-0.1835,1068.1,80.6,91.9,4.418
73,5/29/17 13:00,0.1121,0.2058,2003.7,68.7,73.7,56.426,66.301,25.1,-0.1835,1040.6,78.1,85.6,4.4
74,5/29/17 14:00,0.1143,0.2073,1898.7,61.2,71.2,59.401,67.885,24.7,-0.1835,953.1,74.4,76.9,4.393
75,5/29/17 15:00,0.1158,0.2087,1718.7,56.2,66.2,61.761,66.173,18.9,-0.1835,841.9,66.9,69.4,4.412
76,5/29/17 16:00,0.1165,0.2095,1453.7,48.7,56.2,63.39,67.543,23.2,-0.1835,709.4,60.6,65.6,4.393
77,5/29/17 17:00,0.115,0.2087,1143.7,38.7,46.2,64.288,67.071,22.7,-0.1835,559.4,50.6,58.1,4.393
78,5/29/17 18:00,0.1158,0.208,741.2,23.7,31.2,64.204,64.503,25.5,-0.1835,364.4,35.6,38.1,4.418
79,5/29/17 19:00,0.1158,0.2066,363.7,6.2,16.2,63.09,56.469,31,-0.1835,184.4,19.4,13.1,4.406
80,5/29/17 20:00,0.1209,0.2044,41.2,1.2,1.2,61.419,43.853,54,-0.1886,14.4,0.6,0.6,4.4
81,5/29/17 21:00,0.1172,0.2037,1.2,1.2,1.2,59.572,41.787,57.8,-0.1835,0.6,0.6,0.6,4.393
82,5/29/17 22:00,0.1187,0.2015,1.2,1.2,1.2,57.679,36.217,71.5,-0.1886,0.6,0.6,0.6,4.393
83,5/29/17 23:00,0.1201,0.2,1.2,1.2,1.2,55.949,32.092,81.8,-0.1886,0.6,0.6,0.6,4.418
84,5/30/17 0:00,0.1252,0.2,1.2,1.2,1.2,54.343,33.287,80.8,-0.1886,0.6,0.6,0.6,4.393
85,5/30/17 1:00,0.1274,0.1993,1.2,1.2,1.2,52.903,30.326,90.5,-0.1835,0.6,0.6,0.6,4.381
86,5/30/17 2:00,0.139,0.1978,1.2,1.2,1.2,51.589,28.476,92.2,-0.1835,0.6,0.6,0.6,4.381
87,5/30/17 3:00,0.1325,0.1971,1.2,1.2,1.2,50.356,26.802,93.7,-0.1886,0.6,0.6,0.6,4.369
88,5/30/17 4:00,0.131,0.1964,1.2,1.2,1.2,49.249,26.377,95.1,-0.1886,0.6,0.6,0.6,4.369
89,5/30/17 5:00,0.131,0.1957,1.2,1.2,1.2,48.182,27.694,93,-0.1835,0.6,0.6,0.6,4.363
90,5/30/17 6:00,0.1303,0.1957,31.2,1.2,1.2,47.244,26.058,95,-0.1886,11.9,0.6,0.6,4.363
91,5/30/17 7:00,0.1354,0.1957,576.2,16.2,18.7,46.436,42.064,78.2,-0.1886,323.1,26.9,30.6,4.418
92,5/30/17 8:00,0.1347,0.1949,1043.7,36.2,33.7,46.301,52.817,50.2,-0.1835,540.6,43.1,53.1,4.418
93,5/30/17 9:00,0.1332,0.1964,1418.7,48.7,46.2,47.289,61.633,38.8,-0.1886,718.1,58.1,69.4,4.472
94,5/30/17 10:00,0.1325,0.1978,1703.7,61.2,58.7,49.383,64.204,39.4,-0.1835,856.9,68.1,81.9,4.4
95,5/30/17 11:00,0.1347,0.1993,2131.2,76.2,76.2,52.291,67.285,29.2,-0.1835,1103.1,85.6,100.6,4.418
96,5/30/17 12:00,0.1354,0.2015,2176.2,76.2,78.7,55.515,70.543,26.1,-0.1886,1133.1,85.6,99.4,4.4
97,5/30/17 13:00,0.1368,0.2029,2398.7,81.2,88.7,58.541,70.201,27.5,-0.1835,1239.4,94.4,104.4,4.393
98,5/30/17 14:00,0.1288,0.2044,2133.7,68.7,78.7,61.162,72.351,27.4,-0.1835,1070.6,84.4,88.1,4.418
99,5/30/17 15:00,0.1252,0.2051,1823.7,58.7,68.7,63.048,70.587,25.4,-0.1835,895.6,73.1,74.4,4.4
100,5/30/17 16:00,0.1259,0.2058,1488.7,48.7,58.7,64.717,70.201,22.1,-0.1835,726.9,63.1,66.9,4.393
101,5/30/17 17:00,0.1252,0.2051,271.2,6.2,8.7,65.658,58.195,31.2,-0.1835,115.6,9.4,9.4,4.406
102,5/30/17 18:00,0.1245,0.2044,858.7,28.7,33.7,65.273,61.419,31.4,-0.1835,440.6,41.9,45.6,4.538
103,5/30/17 19:00,0.1245,0.2029,366.2,6.2,16.2,63.99,58.842,30.6,-0.1835,186.9,20.6,13.1,4.4
104,5/30/17 20:00,0.1383,0.2008,43.7,1.2,1.2,62.49,47.154,49.4,-0.1835,14.4,0.6,0.6,4.4
105,5/30/17 21:00,0.1376,0.1993,1.2,1.2,1.2,60.69,40.298,65.2,-0.1835,0.6,0.6,0.6,4.393
106,5/30/17 22:00,0.1339,0.1971,1.2,1.2,1.2,58.885,36.939,76,-0.1835,0.6,0.6,0.6,4.393
107,5/30/17 23:00,0.1426,0.1964,1.2,1.2,1.2,57.204,35.103,79.8,-0.1835,0.6,0.6,0.6,4.393
108,5/31/17 0:00,0.1412,0.1949,1.2,1.2,1.2,55.647,33.831,83.9,-0.1835,0.6,0.6,0.6,4.381
109,5/31/17 1:00,0.1354,0.1942,1.2,1.2,1.2,54.3,33.584,88.7,-0.1835,0.6,0.6,0.6,4.381
110,5/31/17 2:00,0.1354,0.1935,1.2,1.2,1.2,53.121,35.055,81.5,-0.1835,0.6,0.6,0.6,4.375
111,5/31/17 3:00,0.1383,0.1935,1.2,1.2,1.2,52.072,30.632,91.9,-0.1835,0.6,0.6,0.6,4.369
112,5/31/17 4:00,0.1368,0.1928,1.2,1.2,1.2,51.062,29.406,93.8,-0.1835,0.6,0.6,0.6,4.369
113,5/31/17 5:00,0.1368,0.192,1.2,1.2,1.2,50.047,29.764,92.1,-0.1835,0.6,0.6,0.6,4.363
114,5/31/17 6:00,0.1354,0.1913,43.7,1.2,1.2,49.116,29.304,93.9,-0.1886,23.1,0.6,1.9,4.393
115,5/31/17 7:00,0.1339,0.1913,548.7,16.2,16.2,48.36,43.579,73.7,-0.1886,304.4,25.6,29.4,4.43
116,5/31/17 8:00,0.1325,0.1913,1021.2,33.7,33.7,48.227,56.469,50.7,-0.1835,525.6,43.1,51.9,4.393
117,5/31/17 9:00,0.1332,0.192,1113.7,38.7,36.2,49.161,61.59,38.2,-0.1835,541.9,43.1,53.1,4.4
118,5/31/17 10:00,0.1397,0.1935,1678.7,58.7,56.2,51.062,65.017,32.4,-0.1835,836.9,68.1,79.4,4.4
119,5/31/17 11:00,0.1521,0.1957,1908.7,66.2,66.2,53.82,68.013,31.7,-0.1835,974.4,76.9,89.4,4.393
120,5/31/17 12:00,0.1426,0.1971,783.7,26.2,26.2,56.988,72.007,27.8,-0.1835,390.6,31.9,35.6,4.418
121,5/31/17 13:00,0.1426,0.1971,741.2,23.7,26.2,59.099,62.148,29.4,-0.1835,358.1,29.4,33.1,4.4
122,5/31/17 14:00,0.1383,0.1978,2071.2,66.2,76.2,59.83,69.343,26.3,-0.1835,1039.4,83.1,88.1,4.4
123,5/31/17 15:00,0.1303,0.1993,903.7,28.7,31.2,60.948,66.429,28.5,-0.1835,435.6,36.9,39.4,4.393
124,5/31/17 16:00,0.1274,0.2,1306.2,41.2,48.7,62.447,68.999,26.2,-0.1835,635.6,55.6,59.4,4.412
125,5/31/17 17:00,0.1259,0.2,813.7,26.2,28.7,63.262,65.872,31.1,-0.1835,399.4,34.4,39.4,4.4
126,5/31/17 18:00,0.1274,0.1986,771.2,23.7,28.7,63.347,65.916,31.6,-0.1835,390.6,36.9,40.6,4.393
127,5/31/17 19:00,0.1252,0.1978,273.7,6.2,8.7,62.875,59.572,42.7,-0.1835,136.9,11.9,13.1,4.393
128,5/31/17 20:00,0.1259,0.1964,46.2,1.2,1.2,61.977,53.341,45.5,-0.1835,26.9,1.9,1.9,4.4
129,5/31/17 21:00,0.1238,0.1942,1.2,1.2,1.2,60.733,51.017,53.8,-0.1835,0.6,0.6,0.6,4.393
130,5/31/17 22:00,0.1078,0.1935,1.2,1.2,1.2,59.401,42.847,77.3,-0.1835,0.6,0.6,0.6,4.393
131,5/31/17 23:00,0.1201,0.1928,1.2,1.2,1.2,58.066,41.184,78.8,-0.1835,0.6,0.6,0.6,4.393
132,6/1/17 0:00,0.1187,0.1906,1.2,1.2,1.2,56.815,37.465,88.7,-0.1835,0.6,0.6,0.6,4.387
133,6/1/17 1:00,0.1201,0.1899,1.2,1.2,1.2,55.602,36.12,90.1,-0.1835,0.6,0.6,0.6,4.381
134,6/1/17 2:00,0.1267,0.1891,1.2,1.2,1.2,54.473,33.435,94.7,-0.1886,0.6,0.6,0.6,4.381
135,6/1/17 3:00,0.1252,0.1891,1.2,1.2,1.2,53.341,36.41,93.1,-0.1835,0.6,0.6,0.6,4.369
136,6/1/17 4:00,0.123,0.1884,1.2,1.2,1.2,52.423,35.638,94.4,-0.1886,0.6,0.6,0.6,4.393
137,6/1/17 5:00,0.1339,0.187,1.2,1.2,1.2,51.678,34.174,96.5,-0.1886,0.6,0.6,0.6,4.363
138,6/1/17 6:00,0.1274,0.187,23.7,1.2,1.2,50.929,34.907,94.8,-0.1835,11.9,0.6,0.6,4.363
139,6/1/17 7:00,0.1267,0.1862,186.2,3.7,6.2,50.311,39.267,94,-0.1835,91.9,6.9,8.1,4.406
140,6/1/17 8:00,0.1216,0.1862,591.2,18.7,18.7,50.135,48.493,74,-0.1835,291.9,24.4,28.1,4.418
141,6/1/17 9:00,0.1223,0.1862,856.2,28.7,28.7,50.664,57.636,56.5,-0.1835,424.4,35.6,41.9,4.418
142,6/1/17 10:00,0.1267,0.1877,2283.7,78.7,76.2,51.895,66.943,39.1,-0.1835,1161.9,95.6,113.1,4.4
143,6/1/17 11:00,0.1238,0.1891,2036.2,68.7,71.2,54.037,68.27,40.6,-0.1835,1040.6,83.1,96.9,4.418
144,6/1/17 12:00,0.1121,0.1913,1283.7,38.7,43.7,56.944,70.587,32.7,-0.1835,630.6,49.4,51.9,4.375
145,6/1/17 13:00,0.123,0.1935,501.2,13.7,16.2,60.003,69.427,32.1,-0.1835,225.6,19.4,20.6,4.393
146,6/1/17 14:00,0.1216,0.1935,536.2,16.2,18.7,62.406,64.204,33,-0.1835,255.6,21.9,24.4,4.43
147,6/1/17 15:00,0.2291,0.1993,131.2,1.2,3.7,63.005,45.851,73.9,-0.1835,63.1,3.1,4.4,4.442
148,6/1/17 16:00,0.163,0.1913,713.7,18.7,21.2,61.891,52.947,74.9,-0.1886,360.6,28.1,30.6,4.4
149,6/1/17 17:00,0.1666,0.1906,753.7,21.2,26.2,61.248,57.936,59.1,-0.1886,341.9,30.6,33.1,4.393
150,6/1/17 18:00,0.1623,0.1899,296.2,6.2,8.7,61.29,57.376,54.4,-0.1835,135.6,10.6,11.9,4.393
151,6/1/17 19:00,0.1623,0.1891,103.7,1.2,1.2,60.775,53.951,58.7,-0.1835,53.1,3.1,4.4,4.418
152,6/1/17 20:00,0.1601,0.1877,23.7,1.2,1.2,59.788,51.148,63,-0.1886,10.6,0.6,0.6,4.418
153,6/1/17 21:00,0.1623,0.187,1.2,1.2,1.2,58.541,46.436,74.6,-0.1835,0.6,0.6,0.6,4.393
154,6/1/17 22:00,0.1601,0.1862,1.2,1.2,1.2,57.247,45.217,82.7,-0.1886,0.6,0.6,0.6,4.393
155,6/1/17 23:00,0.1601,0.1855,1.2,1.2,1.2,56.079,42.017,89.1,-0.1835,0.6,0.6,0.6,4.393
156,6/2/17 0:00,0.1572,0.1848,1.2,1.2,1.2,55.038,42.57,86.2,-0.1835,0.6,0.6,0.6,4.381
157,6/2/17 1:00,0.1485,0.184,1.2,1.2,1.2,54.126,41.322,88.7,-0.1835,0.6,0.6,0.6,4.381
158,6/2/17 2:00,0.1535,0.1833,1.2,1.2,1.2,53.253,39.877,90.1,-0.1835,0.6,0.6,0.6,4.381
159,6/2/17 3:00,0.1499,0.1826,1.2,1.2,1.2,52.423,39.031,92,-0.1886,0.6,0.6,0.6,4.381
160,6/2/17 4:00,0.1477,0.1833,1.2,1.2,1.2,51.544,36.025,94.5,-0.1835,0.6,0.6,0.6,4.369
161,6/2/17 5:00,0.1463,0.1826,1.2,1.2,1.2,50.664,34.223,96.4,-0.1835,0.6,0.6,0.6,4.369
162,6/2/17 6:00,0.147,0.1819,16.2,1.2,1.2,49.825,35.733,96.9,-0.1886,6.9,0.6,0.6,4.393
163,6/2/17 7:00,0.1456,0.1819,181.2,3.7,3.7,49.204,41.832,93.3,-0.1835,93.1,6.9,6.9,4.478
164,6/2/17 8:00,0.1456,0.1819,266.2,6.2,6.2,49.116,45.579,84.7,-0.1835,125.6,9.4,10.6,4.4
165,6/2/17 9:00,0.1368,0.1826,1041.2,33.7,33.7,49.959,56.642,65.8,-0.1835,513.1,43.1,49.4,4.4
166,6/2/17 10:00,0.1368,0.1848,1861.2,63.7,58.7,51.764,60.818,50.2,-0.1835,923.1,76.9,89.4,4.418
167,6/2/17 11:00,0.1477,0.1862,1551.2,51.2,53.7,54.037,64.247,41.7,-0.1835,770.6,63.1,71.9,4.4
168,6/2/17 12:00,0.1463,0.1884,1736.2,56.2,58.7,56.901,67.798,43.3,-0.1835,856.9,69.4,76.9,4.393
169,6/2/17 13:00,0.1456,0.187,766.2,23.7,26.2,59.056,59.142,47.7,-0.1835,370.6,31.9,34.4,4.418
170,6/2/17 14:00,0.1463,0.187,538.7,16.2,18.7,59.315,51.282,63.3,-0.1835,269.4,23.1,25.6,4.418
171,6/2/17 15:00,0.1441,0.1877,1886.2,56.2,66.2,59.358,64.117,41.7,-0.1835,919.4,76.9,79.4,4.406
172,6/2/17 16:00,0.1441,0.1877,753.7,23.7,26.2,60.775,52.729,57.7,-0.1835,350.6,31.9,34.4,4.4
173,6/2/17 17:00,0.1477,0.1877,1368.7,43.7,51.2,61.205,61.677,44.9,-0.1835,675.6,64.4,71.9,4.4
174,6/2/17 18:00,0.1499,0.187,193.7,3.7,6.2,61.376,60.433,40.5,-0.1835,69.4,5.6,5.6,4.393
175,6/2/17 19:00,0.1412,0.1862,376.2,6.2,16.2,60.818,59.616,42,-0.1835,190.6,23.1,14.4,4.418
176,6/2/17 20:00,0.1521,0.1848,48.7,1.2,1.2,59.702,48.85,57.6,-0.1835,15.6,0.6,0.6,4.406
177,6/2/17 21:00,0.1506,0.184,1.2,1.2,1.2,58.282,43.99,68.7,-0.1835,0.6,0.6,0.6,4.393
178,6/2/17 22:00,0.1485,0.1819,1.2,1.2,1.2,56.728,37.225,83.4,-0.1835,0.6,0.6,0.6,4.393
179,6/2/17 23:00,0.1485,0.1811,1.2,1.2,1.2,55.256,36.747,84.1,-0.1835,0.6,0.6,0.6,4.393
180,6/3/17 0:00,0.1456,0.1804,1.2,1.2,1.2,53.865,34.272,87.9,-0.1835,0.6,0.6,0.6,4.393
181,6/3/17 1:00,0.1448,0.1797,1.2,1.2,1.2,52.554,32.592,89.5,-0.1835,0.6,0.6,0.6,4.381
182,6/3/17 2:00,0.1456,0.179,1.2,1.2,1.2,51.37,32.79,88.7,-0.1835,0.6,0.6,0.6,4.381
183,6/3/17 3:00,0.1456,0.179,1.2,1.2,1.2,50.311,30.429,91.3,-0.1835,0.6,0.6,0.6,4.369
184,6/3/17 4:00,0.1441,0.1782,1.2,1.2,1.2,49.294,30.733,89.7,-0.1835,0.6,0.6,0.6,4.369
185,6/3/17 5:00,0.1426,0.1782,1.2,1.2,1.2,48.315,28.787,92.1,-0.1835,0.6,0.6,0.6,4.363
186,6/3/17 6:00,0.1485,0.1768,36.2,1.2,1.2,47.467,28.942,91.8,-0.1835,14.4,0.6,0.6,4.369
187,6/3/17 7:00,0.1426,0.1775,591.2,16.2,16.2,46.751,37.609,87,-0.1835,333.1,29.4,31.9,4.4
188,6/3/17 8:00,0.1426,0.1768,1041.2,33.7,31.2,46.751,49.561,58.9,-0.1835,543.1,46.9,55.6,4.4
189,6/3/17 9:00,0.1434,0.1782,1418.7,48.7,43.7,47.959,60.003,40.9,-0.1835,723.1,61.9,73.1,4.406
190,6/3/17 10:00,0.1419,0.1797,1708.7,58.7,53.7,50.135,62.919,31.8,-0.1835,866.9,73.1,85.6,4.393
191,6/3/17 11:00,0.1463,0.1819,1893.7,63.7,63.7,52.992,65.316,30,-0.1835,981.9,78.1,93.1,4.406
192,6/3/17 12:00,0.1492,0.1833,1986.2,66.2,66.2,56.295,66.985,31,-0.1835,1039.4,80.6,93.1,4.393
193,6/3/17 13:00,0.1477,0.1855,1991.2,63.7,68.7,59.702,68.443,31.9,-0.1835,1035.6,80.6,89.4,4.43
194,6/3/17 14:00,0.147,0.1877,1893.7,58.7,66.2,62.962,69.643,27.5,-0.1835,951.9,76.9,80.6,4.4
195,6/3/17 15:00,0.1477,0.1891,1713.7,51.2,58.7,65.574,70.716,26.5,-0.1835,840.6,70.6,71.9,4.393
196,6/3/17 16:00,0.1456,0.1899,1443.7,46.2,53.7,67.456,69.256,28.9,-0.1835,706.9,64.4,69.4,4.418
197,6/3/17 17:00,0.139,0.1891,1113.7,36.2,41.2,68.443,69.256,27.3,-0.1835,545.6,54.4,60.6,4.4
198,6/3/17 18:00,0.1412,0.1877,746.2,21.2,28.7,68.356,68.785,26.9,-0.1835,366.9,40.6,41.9,4.393
