Plot Title: 9735539_PHb2,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700886)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700897)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700898)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9719147)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9719458)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9721325)","RH, % (LGR S/N: 9735539, SEN S/N: 9721325)","Voltage, V (LGR S/N: 9735539, SEN S/N: 9725487)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734410)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734417)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 20145934)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 20145936)"
1,4/26/18 16:00,1676.2,46.2,63.7,43.716,51.9,56.34,26.8,-0.1988,873.1,48.1,0.277,0.2715
2,4/26/18 16:10,1616.2,46.2,58.7,43.624,49.4,56.599,25.8,-0.1988,844.4,46.9,0.2776,0.2736
3,4/26/18 16:20,1563.7,43.7,56.2,43.443,48.1,56.165,27,-0.1988,814.4,45.6,0.278,0.2746
4,4/26/18 16:30,1508.7,43.7,53.7,43.214,44.4,56.426,25.2,-0.1988,783.1,43.1,0.2783,0.2759
5,4/26/18 16:40,1443.7,41.2,51.2,42.984,41.9,56.901,26.3,-0.1988,751.9,41.9,0.279,0.2763
6,4/26/18 16:50,1378.7,41.2,48.7,42.708,39.4,55.992,25.9,-0.1988,718.1,41.9,0.279,0.277
7,4/26/18 17:00,1311.2,38.7,43.7,42.433,36.9,57.031,25.4,-0.1988,685.6,39.4,0.2793,0.2776
8,4/26/18 17:10,1246.2,36.2,41.2,42.202,34.4,54.777,24.5,-0.1988,650.6,38.1,0.2796,0.278
9,4/26/18 17:20,1171.2,36.2,38.7,41.925,31.9,56.165,27,-0.1988,616.9,36.9,0.28,0.2783
10,4/26/18 17:30,1101.2,33.7,33.7,41.648,29.4,56.122,25.7,-0.1988,579.4,35.6,0.28,0.2786
11,4/26/18 17:40,1026.2,31.2,31.2,41.369,25.6,55.602,26.1,-0.1988,541.9,33.1,0.2803,0.2793
12,4/26/18 17:50,941.2,28.7,28.7,41.09,23.1,55.558,25.9,-0.1988,501.9,30.6,0.2803,0.2796
13,4/26/18 18:00,861.2,26.2,26.2,40.764,20.6,55.081,25.2,-0.1988,461.9,28.1,0.2806,0.2796
14,4/26/18 18:10,778.7,23.7,21.2,40.485,18.1,54.169,23,-0.1988,420.6,26.9,0.2806,0.2803
15,4/26/18 18:20,693.7,23.7,16.2,40.204,14.4,54.3,27.2,-0.1988,379.4,24.4,0.281,0.2803
16,4/26/18 18:30,608.7,21.2,13.7,39.877,11.9,53.078,26.6,-0.1988,338.1,21.9,0.281,0.2806
17,4/26/18 18:40,523.7,16.2,8.7,39.596,8.1,52.466,27.5,-0.1988,296.9,19.4,0.2813,0.281
18,4/26/18 18:50,436.2,13.7,6.2,39.36,5.6,51.282,28.7,-0.1988,254.4,16.9,0.2813,0.281
19,4/26/18 19:00,91.2,1.2,3.7,39.078,1.9,47.289,33,-0.1988,31.9,1.9,0.2813,0.2813
20,4/26/18 19:10,78.7,1.2,1.2,38.795,0.6,41.416,41.8,-0.1988,26.9,0.6,0.2813,0.2817
21,4/26/18 19:20,63.7,1.2,1.2,38.464,0.6,39.736,43.7,-0.1988,23.1,0.6,0.2813,0.2817
22,4/26/18 19:30,48.7,1.2,1.2,38.084,0.6,39.22,46.3,-0.1988,18.1,0.6,0.2813,0.2821
23,4/26/18 19:40,31.2,1.2,1.2,37.702,0.6,38.368,46.7,-0.1988,13.1,0.6,0.2813,0.2821
24,4/26/18 19:50,16.2,1.2,1.2,37.274,0.6,37.989,47.7,-0.1988,6.9,0.6,0.2813,0.2824
25,4/26/18 20:00,3.7,1.2,1.2,36.939,0.6,36.842,52,-0.1988,1.9,0.6,0.2813,0.2824
26,4/26/18 20:10,1.2,1.2,1.2,36.554,0.6,36.12,53,-0.1988,0.6,0.6,0.2813,0.2824
27,4/26/18 20:20,1.2,1.2,1.2,36.217,0.6,36.072,53.6,-0.1988,0.6,0.6,0.2817,0.2827
28,4/26/18 20:30,1.2,1.2,1.2,35.879,0.6,35.152,55.2,-0.1988,0.6,0.6,0.2817,0.2827
29,4/26/18 20:40,1.2,1.2,1.2,35.541,0.6,35.589,53.7,-0.1988,0.6,0.6,0.2813,0.2827
30,4/26/18 20:50,1.2,1.2,1.2,35.249,0.6,33.831,57.1,-0.1988,0.6,0.6,0.2817,0.283
31,4/26/18 21:00,1.2,1.2,1.2,34.957,0.6,32.392,59.3,-0.1988,0.6,0.6,0.2817,0.283
32,4/26/18 21:10,1.2,1.2,1.2,34.664,0.6,31.942,60.1,-0.1988,0.6,0.6,0.2817,0.283
33,4/26/18 21:20,1.2,1.2,1.2,34.371,0.6,30.326,65.3,-0.1988,0.6,0.6,0.2817,0.283
34,4/26/18 21:30,1.2,1.2,1.2,34.174,0.6,30.225,66.3,-0.1988,0.6,0.6,0.2813,0.283
35,4/26/18 21:40,1.2,1.2,1.2,33.978,0.6,29.867,65.7,-0.1988,0.6,0.6,0.2813,0.283
36,4/26/18 21:50,1.2,1.2,1.2,33.78,0.6,29.304,68.2,-0.1988,0.6,0.6,0.2813,0.283
37,4/26/18 22:00,1.2,1.2,1.2,33.633,0.6,29.764,66,-0.1988,0.6,0.6,0.2813,0.2834
38,4/26/18 22:10,1.2,1.2,1.2,33.485,0.6,28.269,70.4,-0.1988,0.6,0.6,0.2813,0.2834
39,4/26/18 22:20,1.2,1.2,1.2,33.336,0.6,26.748,75.8,-0.1988,0.6,0.6,0.2813,0.2834
40,4/26/18 22:30,1.2,1.2,1.2,33.237,0.6,26.431,76.4,-0.1988,0.6,0.6,0.2813,0.2834
41,4/26/18 22:40,1.2,1.2,1.2,33.089,0.6,26.377,75.7,-0.1988,0.6,0.6,0.2813,0.2834
42,4/26/18 22:50,1.2,1.2,1.2,32.99,0.6,25.686,77.5,-0.1988,0.6,0.6,0.281,0.2834
43,4/26/18 23:00,1.2,1.2,1.2,32.891,0.6,25.363,78.8,-0.1988,0.6,0.6,0.281,0.2834
44,4/26/18 23:10,1.2,1.2,1.2,32.841,0.6,25.632,77.9,-0.1988,0.6,0.6,0.281,0.2834
45,4/26/18 23:20,1.2,1.2,1.2,32.79,0.6,25.578,78,-0.1988,0.6,0.6,0.281,0.2834
46,4/26/18 23:30,1.2,1.2,1.2,32.691,0.6,24.717,80.1,-0.1988,0.6,0.6,0.281,0.2834
47,4/26/18 23:40,1.2,1.2,1.2,32.641,0.6,24.879,79.6,-0.1988,0.6,0.6,0.281,0.2834
48,4/26/18 23:50,1.2,1.2,1.2,32.592,0.6,23.956,81.8,-0.1988,0.6,0.6,0.281,0.2834
49,4/27/18 0:00,1.2,1.2,1.2,32.542,0.6,24.499,80.6,-0.1988,0.6,0.6,0.281,0.2834
50,4/27/18 0:10,1.2,1.2,1.2,32.491,0.6,25.952,76.8,-0.1988,0.6,0.6,0.281,0.2834
51,4/27/18 0:20,1.2,1.2,1.2,32.443,0.6,24.553,78.3,-0.1988,0.6,0.6,0.2806,0.2834
52,4/27/18 0:30,1.2,1.2,1.2,32.392,0.6,24.391,80.3,-0.1988,0.6,0.6,0.2806,0.2834
53,4/27/18 0:40,1.2,1.2,1.2,32.392,0.6,24.12,79.7,-0.1988,0.6,0.6,0.2806,0.2834
54,4/27/18 0:50,1.2,1.2,1.2,32.342,0.6,23.077,80.5,-0.1988,0.6,0.6,0.2806,0.2834
55,4/27/18 1:00,1.2,1.2,1.2,32.293,0.6,23.463,80,-0.1988,0.6,0.6,0.2806,0.2834
56,4/27/18 1:10,1.2,1.2,1.2,32.293,0.6,23.409,79.2,-0.1988,0.6,0.6,0.2803,0.2834
57,4/27/18 1:20,1.2,1.2,1.2,32.293,0.6,24.391,76.5,-0.1988,0.6,0.6,0.2803,0.2834
58,4/27/18 1:30,1.2,1.2,1.2,32.243,0.6,23.133,78.2,-0.1988,0.6,0.6,0.2803,0.2834
59,4/27/18 1:40,1.2,1.2,1.2,32.243,0.6,21.855,82.2,-0.1988,0.6,0.6,0.2803,0.2834
60,4/27/18 1:50,1.2,1.2,1.2,32.193,0.6,21.351,81.8,-0.1988,0.6,0.6,0.2803,0.2834
61,4/27/18 2:00,1.2,1.2,1.2,32.193,0.6,21.294,82.2,-0.1988,0.6,0.6,0.28,0.283
62,4/27/18 2:10,1.2,1.2,1.2,32.193,0.6,21.519,84,-0.1988,0.6,0.6,0.28,0.283
63,4/27/18 2:20,1.2,1.2,1.2,32.142,0.6,21.855,83,-0.1988,0.6,0.6,0.28,0.283
64,4/27/18 2:30,1.2,1.2,1.2,32.142,0.6,21.911,81.9,-0.1988,0.6,0.6,0.28,0.283
65,4/27/18 2:40,1.2,1.2,1.2,32.142,0.6,21.855,81,-0.1988,0.6,0.6,0.28,0.283
66,4/27/18 2:50,1.2,1.2,1.2,32.142,0.6,21.238,82.5,-0.1988,0.6,0.6,0.28,0.283
67,4/27/18 3:00,1.2,1.2,1.2,32.092,0.6,21.855,81.3,-0.1988,0.6,0.6,0.28,0.283
68,4/27/18 3:10,1.2,1.2,1.2,32.092,0.6,21.744,81.9,-0.1988,0.6,0.6,0.2796,0.2827
69,4/27/18 3:20,1.2,1.2,1.2,32.092,0.6,21.351,83.9,-0.1988,0.6,0.6,0.2796,0.2827
70,4/27/18 3:30,1.2,1.2,1.2,32.092,0.6,21.799,79.4,-0.1988,0.6,0.6,0.2796,0.2827
71,4/27/18 3:40,1.2,1.2,1.2,32.092,0.6,22.858,80.3,-0.1988,0.6,0.6,0.2796,0.2827
72,4/27/18 3:50,1.2,1.2,1.2,32.092,0.6,23.628,77.3,-0.1988,0.6,0.6,0.2793,0.2827
73,4/27/18 4:00,1.2,1.2,1.2,32.092,0.6,23.792,76.4,-0.1988,0.6,0.6,0.2793,0.2827
74,4/27/18 4:10,1.2,1.2,1.2,32.092,0.6,22.248,77.7,-0.1988,0.6,0.6,0.2793,0.2827
75,4/27/18 4:20,1.2,1.2,1.2,32.043,0.6,20.386,81.5,-0.1988,0.6,0.6,0.2793,0.2827
76,4/27/18 4:30,1.2,1.2,1.2,32.043,0.6,19.641,83.7,-0.1988,0.6,0.6,0.2793,0.2827
77,4/27/18 4:40,1.2,1.2,1.2,32.043,0.6,20.331,83.5,-0.1988,0.6,0.6,0.279,0.2824
78,4/27/18 4:50,1.2,1.2,1.2,32.043,0.6,19.006,84.7,-0.1988,0.6,0.6,0.279,0.2824
79,4/27/18 5:00,1.2,1.2,1.2,32.043,0.6,18.657,84.5,-0.1988,0.6,0.6,0.279,0.2824
80,4/27/18 5:10,1.2,1.2,1.2,32.043,0.6,21.069,83.6,-0.1988,0.6,0.6,0.279,0.2821
81,4/27/18 5:20,1.2,1.2,1.2,32.043,0.6,22.357,80.2,-0.1988,0.6,0.6,0.279,0.2821
82,4/27/18 5:30,1.2,1.2,1.2,32.043,0.6,19.468,82.1,-0.1988,0.6,0.6,0.2786,0.2821
83,4/27/18 5:40,1.2,1.2,1.2,32.043,0.6,20.615,81.8,-0.1988,0.6,0.6,0.279,0.2821
84,4/27/18 5:50,1.2,1.2,1.2,31.993,0.6,20.671,80,-0.1988,0.6,0.6,0.2786,0.2821
85,4/27/18 6:00,1.2,1.2,1.2,32.043,0.6,19.006,83.1,-0.1988,0.6,0.6,0.2786,0.2821
86,4/27/18 6:10,3.7,1.2,1.2,32.043,0.6,19.584,82,-0.1988,1.9,0.6,0.2786,0.2817
87,4/27/18 6:20,13.7,1.2,1.2,31.993,0.6,19.584,83.5,-0.1988,5.6,0.6,0.2783,0.2817
88,4/27/18 6:30,28.7,1.2,1.2,32.043,0.6,20.158,83.2,-0.1988,11.9,0.6,0.2783,0.2817
89,4/27/18 6:40,43.7,1.2,1.2,32.043,0.6,21.688,80.7,-0.1988,15.6,0.6,0.2783,0.2817
90,4/27/18 6:50,58.7,1.2,3.7,32.043,1.9,22.08,79.1,-0.1988,20.6,0.6,0.2783,0.2817
91,4/27/18 7:00,76.2,8.7,16.2,32.043,15.6,21.463,82.7,-0.1988,29.4,14.4,0.2783,0.2817
92,4/27/18 7:10,96.2,13.7,21.2,32.043,23.1,28.373,78.4,-0.1988,40.6,20.6,0.2783,0.2813
93,4/27/18 7:20,146.2,18.7,26.2,32.043,25.6,30.173,74.3,-0.1988,68.1,23.1,0.2786,0.2813
94,4/27/18 7:30,211.2,18.7,28.7,32.092,28.1,32.99,71.7,-0.1988,104.4,25.6,0.2786,0.2817
95,4/27/18 7:40,283.7,21.2,31.2,32.092,31.9,34.419,69.7,-0.1988,148.1,28.1,0.2786,0.2813
96,4/27/18 7:50,343.7,23.7,36.2,32.092,34.4,35.152,63.8,-0.1988,183.1,30.6,0.279,0.2817
97,4/27/18 8:00,406.2,26.2,41.2,32.193,36.9,39.22,56.8,-0.1988,216.9,31.9,0.279,0.2817
98,4/27/18 8:10,471.2,28.7,43.7,32.193,40.6,43.351,46.5,-0.1988,253.1,33.1,0.2793,0.2813
99,4/27/18 8:20,543.7,28.7,48.7,32.193,43.1,43.03,46.5,-0.1988,288.1,35.6,0.2793,0.2813
100,4/27/18 8:30,613.7,31.2,51.2,32.243,45.6,44.991,43.4,-0.1988,325.6,38.1,0.2796,0.2817
101,4/27/18 8:40,686.2,33.7,53.7,32.293,48.1,46.481,40.5,-0.1988,363.1,39.4,0.2796,0.2817
102,4/27/18 8:50,758.7,36.2,56.2,32.293,50.6,49.116,39.6,-0.1988,403.1,41.9,0.2796,0.2817
103,4/27/18 9:00,833.7,36.2,61.2,32.293,53.1,50.135,37.1,-0.1988,440.6,43.1,0.2796,0.2817
104,4/27/18 9:10,903.7,38.7,63.7,32.342,54.4,52.509,34.2,-0.1988,476.9,45.6,0.28,0.2817
105,4/27/18 9:20,976.2,41.2,66.2,32.342,56.9,53.166,33.5,-0.1988,514.4,46.9,0.28,0.2817
106,4/27/18 9:30,1046.2,41.2,68.7,32.342,59.4,55.515,27,-0.1988,550.6,48.1,0.28,0.2817
107,4/27/18 9:40,1116.2,43.7,71.2,32.342,61.9,56.642,26.7,-0.1988,589.4,50.6,0.28,0.2817
108,4/27/18 9:50,1186.2,43.7,73.7,32.392,63.1,57.333,25.9,-0.1988,623.1,51.9,0.28,0.2817
109,4/27/18 10:00,1253.7,46.2,76.2,32.443,64.4,59.185,27.8,-0.1988,658.1,53.1,0.28,0.2817
110,4/27/18 10:10,1321.2,48.7,76.2,32.443,66.9,60.089,24.3,-0.1988,694.4,55.6,0.2803,0.2821
111,4/27/18 10:20,1378.7,48.7,78.7,32.443,68.1,60.69,23.2,-0.1988,719.4,55.6,0.2803,0.2821
112,4/27/18 10:30,1448.7,51.2,81.2,32.443,69.4,60.089,25.4,-0.1988,759.4,56.9,0.2803,0.2824
113,4/27/18 10:40,1511.2,51.2,83.7,32.443,70.6,59.185,27.5,-0.1988,791.9,58.1,0.2803,0.2824
114,4/27/18 10:50,1603.7,53.7,86.2,32.443,73.1,57.42,26.1,-0.1988,838.1,60.6,0.2803,0.2824
115,4/27/18 11:00,1626.2,53.7,86.2,32.491,73.1,60.433,26.7,-0.1988,855.6,60.6,0.28,0.2824
116,4/27/18 11:10,1463.7,46.2,76.2,32.79,64.4,61.248,24.9,-0.1988,765.6,54.4,0.2803,0.2827
117,4/27/18 11:20,1623.7,51.2,83.7,33.336,70.6,63.347,22.6,-0.1988,855.6,59.4,0.2803,0.2827
118,4/27/18 11:30,1566.2,48.7,78.7,33.978,68.1,63.475,23.3,-0.1988,825.6,56.9,0.2803,0.283
119,4/27/18 11:40,1686.2,53.7,83.7,34.761,71.9,62.791,27.3,-0.1988,890.6,59.4,0.2803,0.283
120,4/27/18 11:50,1876.2,58.7,91.2,35.638,78.1,60.174,24.8,-0.1988,999.4,65.6,0.2806,0.283
121,4/27/18 12:00,1846.2,56.2,88.7,36.505,75.6,60.561,23.9,-0.1988,985.6,63.1,0.2806,0.283
122,4/27/18 12:10,1933.7,58.7,91.2,37.416,79.4,64.204,22,-0.1988,1044.4,66.9,0.2806,0.283
123,4/27/18 12:20,1701.2,51.2,78.7,38.322,68.1,63.648,22.7,-0.1988,910.6,56.9,0.2806,0.283
124,4/27/18 12:30,2018.7,61.2,93.7,39.173,79.4,62.191,24.7,-0.1988,1101.9,68.1,0.2806,0.2834
125,4/27/18 12:40,1963.7,58.7,88.7,39.924,75.6,62.362,22.4,-0.1988,1069.4,65.6,0.281,0.2834
126,4/27/18 12:50,2026.2,58.7,91.2,40.579,76.9,62.319,23.6,-0.1988,1103.1,65.6,0.2806,0.2834
127,4/27/18 13:00,2006.2,58.7,88.7,41.09,75.6,62.661,22.4,-0.1988,1090.6,65.6,0.281,0.2834
128,4/27/18 13:10,1993.7,56.2,86.2,41.508,73.1,60.818,22,-0.1988,1079.4,63.1,0.281,0.2834
129,4/27/18 13:20,2071.2,58.7,88.7,41.878,75.6,61.075,21,-0.1988,1124.4,65.6,0.281,0.2834
130,4/27/18 13:30,1761.2,51.2,76.2,42.156,63.1,61.205,21.4,-0.1988,948.1,55.6,0.281,0.2834
131,4/27/18 13:40,1963.7,56.2,83.7,42.433,70.6,61.506,19.3,-0.1988,1063.1,60.6,0.281,0.2834
132,4/27/18 13:50,1966.2,56.2,83.7,42.616,69.4,62.962,19.5,-0.1988,1064.4,60.6,0.2813,0.2834
133,4/27/18 14:00,1971.2,56.2,83.7,42.847,69.4,64.288,18.8,-0.1988,1070.6,60.6,0.2813,0.2837
134,4/27/18 14:10,2008.7,56.2,83.7,43.122,70.6,62.406,20,-0.1988,1088.1,60.6,0.2817,0.2834
135,4/27/18 14:20,2016.2,56.2,83.7,43.351,70.6,62.276,22.6,-0.1988,1094.4,60.6,0.2817,0.2834
136,4/27/18 14:30,1981.2,56.2,81.2,43.579,68.1,63.819,21,-0.1988,1070.6,59.4,0.2817,0.2837
137,4/27/18 14:40,1953.7,56.2,78.7,43.808,66.9,63.39,24.7,-0.1988,1055.6,58.1,0.2817,0.2837
138,4/27/18 14:50,1921.2,53.7,78.7,43.99,65.6,64.332,23.7,-0.1988,1036.9,56.9,0.2821,0.2837
139,4/27/18 15:00,1896.2,53.7,76.2,44.127,64.4,62.791,21.1,-0.1988,1014.4,55.6,0.2821,0.2837
140,4/27/18 15:10,1868.7,53.7,73.7,44.263,61.9,64.332,21.4,-0.1988,990.6,55.6,0.2824,0.2837
141,4/27/18 15:20,1833.7,51.2,73.7,44.355,60.6,63.09,20.7,-0.1988,969.4,53.1,0.2821,0.2837
142,4/27/18 15:30,1798.7,51.2,71.2,44.445,58.1,64.375,20.3,-0.1988,945.6,51.9,0.2824,0.2837
143,4/27/18 15:40,1758.7,48.7,68.7,44.537,56.9,63.262,23.7,-0.1988,919.4,51.9,0.2824,0.284
144,4/27/18 15:50,1706.2,46.2,66.2,44.582,54.4,62.661,21.8,-0.1988,889.4,49.4,0.2824,0.284
145,4/27/18 16:00,1661.2,46.2,63.7,44.582,51.9,62.62,22.2,-0.1988,868.1,48.1,0.2827,0.284
146,4/27/18 16:10,1608.7,46.2,61.2,44.537,50.6,62.447,21.1,-0.1988,838.1,46.9,0.2827,0.284
147,4/27/18 16:20,1553.7,43.7,56.2,44.445,48.1,62.62,22.3,-0.1988,808.1,44.4,0.2827,0.284
148,4/27/18 16:30,1491.2,41.2,53.7,44.355,44.4,63.347,22.4,-0.1988,774.4,43.1,0.2827,0.284
149,4/27/18 16:40,1433.7,41.2,51.2,44.263,41.9,61.419,23.6,-0.1988,743.1,41.9,0.2827,0.284
150,4/27/18 16:50,1296.2,38.7,43.7,44.082,38.1,61.59,22.9,-0.1988,674.4,39.4,0.283,0.284
151,4/27/18 17:00,1221.2,36.2,41.2,43.9,35.6,61.248,21.2,-0.1988,631.9,38.1,0.283,0.284
152,4/27/18 17:10,1261.2,36.2,43.7,43.716,36.9,61.333,21.8,-0.1988,659.4,39.4,0.283,0.284
153,4/27/18 17:20,1178.7,36.2,38.7,43.488,33.1,61.376,21.9,-0.1988,615.6,38.1,0.283,0.2844
154,4/27/18 17:30,763.7,23.7,23.7,43.306,19.4,60.217,22.6,-0.1988,386.9,24.4,0.283,0.2844
155,4/27/18 17:40,1033.7,31.2,31.2,43.075,26.9,60.003,21.5,-0.1988,545.6,33.1,0.283,0.2844
156,4/27/18 17:50,961.2,28.7,28.7,42.8,24.4,62.362,21.4,-0.1988,510.6,31.9,0.283,0.2844
157,4/27/18 18:00,756.2,23.7,21.2,42.57,18.1,60.26,22,-0.1988,399.4,25.6,0.2834,0.2844
158,4/27/18 18:10,743.7,23.7,18.7,42.294,16.9,61.075,20.6,-0.1988,400.6,25.6,0.2834,0.2844
159,4/27/18 18:20,208.7,6.2,6.2,42.064,4.4,56.383,22,-0.1988,95.6,5.6,0.2834,0.2844
160,4/27/18 18:30,358.7,11.2,8.7,41.787,6.9,54.604,21.7,-0.1988,190.6,11.9,0.2834,0.2844
161,4/27/18 18:40,466.2,16.2,8.7,41.463,8.1,55.515,24.2,-0.1988,260.6,16.9,0.2834,0.2844
162,4/27/18 18:50,276.2,8.7,6.2,41.137,5.6,53.341,27,-0.1988,148.1,9.4,0.283,0.2844
163,4/27/18 19:00,163.7,3.7,6.2,40.858,4.4,48.938,31.5,-0.1988,81.9,4.4,0.2834,0.2844
164,4/27/18 19:10,133.7,3.7,3.7,40.579,3.1,47.377,33.2,-0.1988,63.1,4.4,0.2834,0.2844
165,4/27/18 19:20,98.7,3.7,3.7,40.298,3.1,45.399,37.2,-0.1988,46.9,3.1,0.283,0.2844
166,4/27/18 19:30,68.7,1.2,1.2,39.97,1.9,45.579,34.2,-0.1988,33.1,1.9,0.283,0.2844
167,4/27/18 19:40,46.2,1.2,1.2,39.643,0.6,43.853,37.3,-0.1988,24.4,0.6,0.283,0.2844
168,4/27/18 19:50,23.7,1.2,1.2,39.313,0.6,43.259,37.3,-0.1988,14.4,0.6,0.283,0.2844
169,4/27/18 20:00,6.2,1.2,1.2,38.984,0.6,41.97,38.6,-0.1988,3.1,0.6,0.283,0.2844
170,4/27/18 20:10,1.2,1.2,1.2,38.606,0.6,41.601,39.9,-0.1988,0.6,0.6,0.283,0.2844
171,4/27/18 20:20,1.2,1.2,1.2,38.273,0.6,40.064,43,-0.1988,0.6,0.6,0.283,0.2847
172,4/27/18 20:30,1.2,1.2,1.2,37.942,0.6,38.889,44.4,-0.1988,0.6,0.6,0.283,0.2844
173,4/27/18 20:40,1.2,1.2,1.2,37.56,0.6,37.369,47.4,-0.1988,0.6,0.6,0.283,0.2844
174,4/27/18 20:50,1.2,1.2,1.2,37.179,0.6,35.541,53.3,-0.1988,0.6,0.6,0.283,0.2844
175,4/27/18 21:00,1.2,1.2,1.2,36.795,0.6,34.907,55.7,-0.1988,0.6,0.6,0.283,0.2844
176,4/27/18 21:10,1.2,1.2,1.2,36.41,0.6,33.928,58.9,-0.1988,0.6,0.6,0.283,0.2844
177,4/27/18 21:20,1.2,1.2,1.2,36.12,0.6,34.419,57.8,-0.1988,0.6,0.6,0.283,0.2844
178,4/27/18 21:30,1.2,1.2,1.2,35.782,0.6,33.879,57.5,-0.1988,0.6,0.6,0.283,0.2844
179,4/27/18 21:40,1.2,1.2,1.2,35.443,0.6,32.592,60.9,-0.1988,0.6,0.6,0.283,0.2844
180,4/27/18 21:50,1.2,1.2,1.2,35.2,0.6,31.892,63.8,-0.1988,0.6,0.6,0.2827,0.2844
181,4/27/18 22:00,1.2,1.2,1.2,34.957,0.6,30.834,65.8,-0.1988,0.6,0.6,0.2827,0.2844
182,4/27/18 22:10,1.2,1.2,1.2,34.713,0.6,29.97,67.4,-0.1988,0.6,0.6,0.283,0.2844
183,4/27/18 22:20,1.2,1.2,1.2,34.468,0.6,29.662,68.5,-0.1988,0.6,0.6,0.2827,0.2844
184,4/27/18 22:30,1.2,1.2,1.2,34.32,0.6,29.251,70,-0.1988,0.6,0.6,0.2827,0.2844
185,4/27/18 22:40,1.2,1.2,1.2,34.174,0.6,29.097,70.2,-0.1988,0.6,0.6,0.2827,0.2844
186,4/27/18 22:50,1.2,1.2,1.2,34.027,0.6,29.764,69,-0.1988,0.6,0.6,0.2827,0.2844
187,4/27/18 23:00,1.2,1.2,1.2,33.879,0.6,28.269,72.4,-0.1988,0.6,0.6,0.2827,0.2844
188,4/27/18 23:10,1.2,1.2,1.2,33.681,0.6,28.58,70.9,-0.1988,0.6,0.6,0.2824,0.2844
189,4/27/18 23:20,1.2,1.2,1.2,33.584,0.6,27.799,72.5,-0.1988,0.6,0.6,0.2824,0.2844
190,4/27/18 23:30,1.2,1.2,1.2,33.485,0.6,27.118,76.8,-0.1988,0.6,0.6,0.2824,0.2844
191,4/27/18 23:40,1.2,1.2,1.2,33.386,0.6,29.559,71.9,-0.1988,0.6,0.6,0.2824,0.2844
192,4/27/18 23:50,1.2,1.2,1.2,33.287,0.6,29.199,71.8,-0.1988,0.6,0.6,0.2824,0.2844
193,4/28/18 0:00,1.2,1.2,1.2,33.188,0.6,27.486,74.7,-0.1988,0.6,0.6,0.2824,0.2844
194,4/28/18 0:10,1.2,1.2,1.2,33.138,0.6,28.321,73.2,-0.1988,0.6,0.6,0.2824,0.2844
195,4/28/18 0:20,1.2,1.2,1.2,33.089,0.6,28.269,72.4,-0.1988,0.6,0.6,0.2821,0.2844
196,4/28/18 0:30,1.2,1.2,1.2,32.99,0.6,27.747,72.8,-0.1988,0.6,0.6,0.2821,0.2844
197,4/28/18 0:40,1.2,1.2,1.2,32.891,0.6,27.642,73.4,-0.1988,0.6,0.6,0.2821,0.2844
198,4/28/18 0:50,1.2,1.2,1.2,32.891,0.6,25.686,76.7,-0.1988,0.6,0.6,0.2821,0.2844
199,4/28/18 1:00,1.2,1.2,1.2,32.79,0.6,25.309,77.5,-0.1988,0.6,0.6,0.2821,0.2844
200,4/28/18 1:10,1.2,1.2,1.2,32.79,0.6,25.041,77.5,-0.1988,0.6,0.6,0.2821,0.2844
201,4/28/18 1:20,1.2,1.2,1.2,32.691,0.6,25.524,75.8,-0.1988,0.6,0.6,0.2821,0.2844
202,4/28/18 1:30,1.2,1.2,1.2,32.691,0.6,24.879,76.7,-0.1988,0.6,0.6,0.2817,0.2844
203,4/28/18 1:40,1.2,1.2,1.2,32.641,0.6,24.987,78.8,-0.1988,0.6,0.6,0.2817,0.2844
204,4/28/18 1:50,1.2,1.2,1.2,32.592,0.6,24.771,77.8,-0.1988,0.6,0.6,0.2817,0.2844
205,4/28/18 2:00,1.2,1.2,1.2,32.542,0.6,24.066,78.7,-0.1988,0.6,0.6,0.2817,0.284
206,4/28/18 2:10,1.2,1.2,1.2,32.491,0.6,24.066,78.9,-0.1988,0.6,0.6,0.2817,0.284
207,4/28/18 2:20,1.2,1.2,1.2,32.491,0.6,25.147,80.5,-0.1988,0.6,0.6,0.2817,0.284
208,4/28/18 2:30,1.2,1.2,1.2,32.491,0.6,26.96,76.2,-0.1988,0.6,0.6,0.2817,0.284
209,4/28/18 2:40,1.2,1.2,1.2,32.443,0.6,28.476,72.4,-0.1988,0.6,0.6,0.2817,0.284
210,4/28/18 2:50,1.2,1.2,1.2,32.392,0.6,26.96,73,-0.1988,0.6,0.6,0.2813,0.284
211,4/28/18 3:00,1.2,1.2,1.2,32.392,0.6,27.327,73.8,-0.1988,0.6,0.6,0.2813,0.284
212,4/28/18 3:10,1.2,1.2,1.2,32.392,0.6,26.112,75,-0.1988,0.6,0.6,0.2813,0.284
213,4/28/18 3:20,1.2,1.2,1.2,32.342,0.6,27.064,72.7,-0.1988,0.6,0.6,0.2813,0.284
