Plot Title: 9735539_PHb2,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700886)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700897)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700898)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9719147)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9719458)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9721325)","RH, % (LGR S/N: 9735539, SEN S/N: 9721325)","Voltage, V (LGR S/N: 9735539, SEN S/N: 9725487)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734410)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734417)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 20145934)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 20145936)"
725,5/1/18 16:40,603.7,18.7,28.7,41.601,24.4,45.761,41.9,-0.1988,309.4,21.9,0.2806,0.2834
726,5/1/18 16:50,693.7,23.7,33.7,41.601,28.1,46.076,41.4,-0.1988,353.1,24.4,0.2806,0.283
727,5/1/18 17:00,656.2,21.2,31.2,41.601,25.6,45.624,43.9,-0.1988,334.4,23.1,0.281,0.283
728,5/1/18 17:10,751.2,23.7,33.7,41.508,28.1,47.377,39.1,-0.1988,383.1,26.9,0.2806,0.283
729,5/1/18 17:20,523.7,16.2,23.7,41.508,20.6,47.334,38.4,-0.1988,263.1,19.4,0.2806,0.2834
730,5/1/18 17:30,618.7,21.2,28.7,41.463,23.1,46.706,37.3,-0.1988,316.9,21.9,0.281,0.283
731,5/1/18 17:40,576.2,18.7,26.2,41.416,21.9,46.571,39.2,-0.1988,296.9,20.6,0.2817,0.283
732,5/1/18 17:50,1071.2,33.7,41.2,41.322,36.9,48.405,38.3,-0.1988,576.9,38.1,0.2821,0.283
733,5/1/18 18:00,556.2,18.7,23.7,41.322,19.4,47.602,35.8,-0.1988,288.1,19.4,0.284,0.2834
734,5/1/18 18:10,466.2,16.2,18.7,41.277,16.9,46.974,35,-0.1988,240.6,16.9,0.2853,0.2834
735,5/1/18 18:20,371.2,11.2,16.2,41.23,13.1,45.624,36,-0.1988,189.4,13.1,0.285,0.283
736,5/1/18 18:30,343.7,11.2,13.7,41.09,10.6,44.31,38.1,-0.1988,175.6,11.9,0.2857,0.2834
737,5/1/18 18:40,271.2,8.7,8.7,40.905,6.9,43.9,38.3,-0.1988,136.9,9.4,0.285,0.2834
738,5/1/18 18:50,233.7,6.2,8.7,40.672,6.9,43.808,37.5,-0.1988,116.9,8.1,0.2861,0.283
739,5/1/18 19:00,213.7,6.2,8.7,40.438,8.1,42.247,39.8,-0.1988,111.9,6.9,0.2847,0.2834
740,5/1/18 19:10,143.7,3.7,6.2,40.204,5.6,42.064,38.7,-0.1988,79.4,4.4,0.2847,0.2834
741,5/1/18 19:20,108.7,3.7,3.7,39.97,4.4,41.23,40.8,-0.1988,60.6,4.4,0.2834,0.2834
742,5/1/18 19:30,61.2,1.2,1.2,39.783,1.9,39.83,42.9,-0.1988,34.4,1.9,0.285,0.283
743,5/1/18 19:40,31.2,1.2,1.2,39.549,0.6,38.415,45.9,-0.1988,16.9,0.6,0.2844,0.283
744,5/1/18 19:50,13.7,1.2,1.2,39.267,0.6,36.891,48.8,-0.1988,6.9,0.6,0.2844,0.2834
745,5/1/18 20:00,3.7,1.2,1.2,39.078,0.6,36.603,49.1,-0.1988,0.6,0.6,0.284,0.283
746,5/1/18 20:10,1.2,1.2,1.2,38.795,0.6,36.698,51.6,-0.1988,0.6,0.6,0.2844,0.283
747,5/1/18 20:20,1.2,1.2,1.2,38.511,0.6,36.41,53.3,-0.1988,0.6,0.6,0.2837,0.283
748,5/1/18 20:30,1.2,1.2,1.2,38.322,0.6,36.651,53.5,-0.1988,0.6,0.6,0.2844,0.283
749,5/1/18 20:40,1.2,1.2,1.2,38.084,0.6,36.12,54.8,-0.1988,0.6,0.6,0.2847,0.283
750,5/1/18 20:50,1.2,1.2,1.2,37.846,0.6,35.443,56.2,-0.1988,0.6,0.6,0.285,0.283
751,5/1/18 21:00,1.2,1.2,1.2,37.656,0.6,34.81,61.4,-0.1988,0.6,0.6,0.2847,0.283
752,5/1/18 21:10,1.2,1.2,1.2,37.465,0.6,34.371,62.3,-0.1988,0.6,0.6,0.2847,0.283
753,5/1/18 21:20,1.2,1.2,1.2,37.321,0.6,35.782,58.4,-0.1988,0.6,0.6,0.2847,0.283
754,5/1/18 21:30,1.2,1.2,1.2,37.179,0.6,35.492,55.8,-0.1988,0.6,0.6,0.285,0.283
755,5/1/18 21:40,1.2,1.2,1.2,36.986,0.6,34.761,57.6,-0.1988,0.6,0.6,0.2847,0.283
756,5/1/18 21:50,1.2,1.2,1.2,36.795,0.6,33.485,58.3,-0.1988,0.6,0.6,0.2847,0.283
757,5/1/18 22:00,1.2,1.2,1.2,36.603,0.6,31.791,61.6,-0.1988,0.6,0.6,0.2847,0.283
758,5/1/18 22:10,1.2,1.2,1.2,36.41,0.6,29.867,67.2,-0.1988,0.6,0.6,0.2844,0.283
759,5/1/18 22:20,1.2,1.2,1.2,36.217,0.6,30.276,65.5,-0.1988,0.6,0.6,0.2844,0.283
760,5/1/18 22:30,1.2,1.2,1.2,35.976,0.6,30.072,66.7,-0.1988,0.6,0.6,0.285,0.2827
761,5/1/18 22:40,1.2,1.2,1.2,35.733,0.6,30.173,67.2,-0.1988,0.6,0.6,0.2827,0.2827
762,5/1/18 22:50,1.2,1.2,1.2,35.541,0.6,29.149,70.3,-0.1988,0.6,0.6,0.2837,0.2827
763,5/1/18 23:00,1.2,1.2,1.2,35.298,0.6,29.559,70.8,-0.1988,0.6,0.6,0.2847,0.2827
764,5/1/18 23:10,1.2,1.2,1.2,35.152,0.6,30.173,70,-0.1988,0.6,0.6,0.2844,0.2827
765,5/1/18 23:20,1.2,1.2,1.2,34.957,0.6,29.046,72.2,-0.1988,0.6,0.6,0.2844,0.283
766,5/1/18 23:30,1.2,1.2,1.2,34.858,0.6,30.326,69.9,-0.1988,0.6,0.6,0.2844,0.2827
767,5/1/18 23:40,1.2,1.2,1.2,34.713,0.6,30.02,70.7,-0.1988,0.6,0.6,0.2847,0.2827
768,5/1/18 23:50,1.2,1.2,1.2,34.615,0.6,30.429,69.8,-0.1988,0.6,0.6,0.2871,0.2827
769,5/2/18 0:00,1.2,1.2,1.2,34.516,0.6,28.58,76.3,-0.1988,0.6,0.6,0.2847,0.2827
770,5/2/18 0:10,1.2,1.2,1.2,34.419,0.6,28.735,77.2,-0.1988,0.6,0.6,0.2864,0.2827
771,5/2/18 0:20,1.2,1.2,1.2,34.32,0.6,29.559,74.6,-0.1988,0.6,0.6,0.2871,0.2827
772,5/2/18 0:30,1.2,1.2,1.2,34.272,0.6,29.406,76.2,-0.1988,0.6,0.6,0.2864,0.2827
773,5/2/18 0:40,1.2,1.2,1.2,34.174,0.6,29.714,75.8,-0.1988,0.6,0.6,0.2877,0.2827
774,5/2/18 0:50,1.2,1.2,1.2,34.075,0.6,29.509,78.7,-0.1988,0.6,0.6,0.2871,0.2827
775,5/2/18 1:00,1.2,1.2,1.2,34.075,0.6,30.225,76.5,-0.1988,0.6,0.6,0.2857,0.2827
776,5/2/18 1:10,1.2,1.2,1.2,34.027,0.6,30.276,78.9,-0.1988,0.6,0.6,0.2871,0.2827
777,5/2/18 1:20,1.2,1.2,1.2,33.978,0.6,31.037,75.1,-0.1988,0.6,0.6,0.2871,0.2827
778,5/2/18 1:30,1.2,1.2,1.2,33.978,0.6,32.142,69.5,-0.1988,0.6,0.6,0.2857,0.2827
779,5/2/18 1:40,1.2,1.2,1.2,33.928,0.6,31.993,71.3,-0.1988,0.6,0.6,0.2861,0.2827
780,5/2/18 1:50,1.2,1.2,1.2,33.879,0.6,30.834,75.1,-0.1988,0.6,0.6,0.2857,0.2827
781,5/2/18 2:00,1.2,1.2,1.2,33.879,0.6,31.239,73.2,-0.1988,0.6,0.6,0.285,0.2827
782,5/2/18 2:10,1.2,1.2,1.2,33.831,0.6,31.188,73,-0.1988,0.6,0.6,0.2861,0.2827
783,5/2/18 2:20,1.2,1.2,1.2,33.78,0.6,31.44,72.2,-0.1988,0.6,0.6,0.2871,0.2827
784,5/2/18 2:30,1.2,1.2,1.2,33.78,0.6,31.892,71.2,-0.1988,0.6,0.6,0.2864,0.2827
785,5/2/18 2:40,1.2,1.2,1.2,33.732,0.6,32.542,69.5,-0.1988,0.6,0.6,0.2861,0.2827
786,5/2/18 2:50,1.2,1.2,1.2,33.681,0.6,32.142,69.2,-0.1988,0.6,0.6,0.2857,0.2827
787,5/2/18 3:00,1.2,1.2,1.2,33.681,0.6,32.841,68.5,-0.1988,0.6,0.6,0.2853,0.2827
788,5/2/18 3:10,1.2,1.2,1.2,33.633,0.6,32.392,70.1,-0.1988,0.6,0.6,0.2853,0.2827
789,5/2/18 3:20,1.2,1.2,1.2,33.633,0.6,32.891,66.1,-0.1988,0.6,0.6,0.2853,0.2827
790,5/2/18 3:30,1.2,1.2,1.2,33.584,0.6,33.287,67.8,-0.1988,0.6,0.6,0.2847,0.2827
791,5/2/18 3:40,1.2,1.2,1.2,33.584,0.6,33.534,68,-0.1988,0.6,0.6,0.2847,0.2827
792,5/2/18 3:50,1.2,1.2,1.2,33.584,0.6,33.336,67.5,-0.1988,0.6,0.6,0.2847,0.2827
793,5/2/18 4:00,1.2,1.2,1.2,33.584,0.6,33.188,68.1,-0.1988,0.6,0.6,0.285,0.2827
794,5/2/18 4:10,1.2,1.2,1.2,33.534,0.6,33.039,70.1,-0.1988,0.6,0.6,0.285,0.2827
795,5/2/18 4:20,1.2,1.2,1.2,33.534,0.6,32.891,70.4,-0.1988,0.6,0.6,0.2853,0.2827
796,5/2/18 4:30,1.2,1.2,1.2,33.485,0.6,32.443,73.2,-0.1988,0.6,0.6,0.2847,0.2827
797,5/2/18 4:40,1.2,1.2,1.2,33.485,0.6,33.287,69.6,-0.1988,0.6,0.6,0.285,0.2827
798,5/2/18 4:50,1.2,1.2,1.2,33.485,0.6,33.336,71.2,-0.1988,0.6,0.6,0.285,0.2827
799,5/2/18 5:00,1.2,1.2,1.2,33.485,0.6,33.534,73.4,-0.1988,0.6,0.6,0.2853,0.2827
800,5/2/18 5:10,1.2,1.2,1.2,33.485,0.6,33.78,72.9,-0.1988,0.6,0.6,0.2853,0.2827
801,5/2/18 5:20,1.2,1.2,1.2,33.485,0.6,33.534,74.7,-0.1988,0.6,0.6,0.2853,0.2827
802,5/2/18 5:30,1.2,1.2,1.2,33.435,0.6,33.188,78.1,-0.1988,0.6,0.6,0.285,0.2827
803,5/2/18 5:40,1.2,1.2,1.2,33.435,0.6,32.342,80.6,-0.1988,0.6,0.6,0.2857,0.2827
804,5/2/18 5:50,1.2,1.2,1.2,33.435,0.6,32.243,81.5,-0.1988,0.6,0.6,0.2853,0.2827
805,5/2/18 6:00,1.2,1.2,1.2,33.386,0.6,32.193,84.1,-0.1988,0.6,0.6,0.2861,0.2827
806,5/2/18 6:10,1.2,1.2,1.2,33.386,0.6,31.993,85.8,-0.1988,0.6,0.6,0.2857,0.2827
807,5/2/18 6:20,6.2,1.2,1.2,33.336,0.6,31.591,87.2,-0.1988,1.9,0.6,0.2861,0.2827
808,5/2/18 6:30,16.2,1.2,1.2,33.287,0.6,31.289,88.7,-0.1988,5.6,0.6,0.2857,0.2827
809,5/2/18 6:40,31.2,1.2,1.2,33.287,0.6,30.987,89.7,-0.1988,13.1,0.6,0.2861,0.2827
810,5/2/18 6:50,56.2,1.2,3.7,33.287,1.9,31.087,90.6,-0.1988,28.1,0.6,0.2868,0.2827
811,5/2/18 7:00,63.7,1.2,3.7,33.287,3.1,31.239,90.4,-0.1988,30.6,1.9,0.2868,0.2827
812,5/2/18 7:10,73.7,1.2,3.7,33.237,3.1,30.783,91.3,-0.1988,6.9,1.9,0.2871,0.2827
813,5/2/18 7:20,66.2,1.2,3.7,33.237,3.1,30.276,91.5,-0.1988,26.9,1.9,0.2861,0.2827
814,5/2/18 7:30,108.7,3.7,6.2,33.188,5.6,29.867,91.8,-0.1988,43.1,4.4,0.2861,0.2827
815,5/2/18 7:40,343.7,26.2,38.7,33.188,36.9,35.976,88.6,-0.1988,175.6,30.6,0.2861,0.2827
816,5/2/18 7:50,433.7,28.7,46.2,33.188,41.9,38.557,81.7,-0.1988,229.4,35.6,0.2861,0.2827
817,5/2/18 8:00,466.2,28.7,43.7,33.336,39.4,41.832,75,-0.1988,244.4,33.1,0.2861,0.2827
818,5/2/18 8:10,688.7,38.7,61.2,33.584,55.6,44.445,68.1,-0.1988,370.6,45.6,0.2864,0.2827
819,5/2/18 8:20,831.2,41.2,66.2,33.978,60.6,48.895,58.9,-0.1988,450.6,49.4,0.2864,0.2827
820,5/2/18 8:30,528.7,23.7,36.2,34.468,30.6,47.289,56,-0.1988,273.1,25.6,0.2874,0.2827
821,5/2/18 8:40,471.2,18.7,28.7,35.103,24.4,41.925,60.9,-0.1988,238.1,19.4,0.2864,0.2827
822,5/2/18 8:50,511.2,18.7,28.7,35.589,24.4,44.263,57.2,-0.1988,255.6,20.6,0.2864,0.2827
823,5/2/18 9:00,471.2,18.7,28.7,35.928,23.1,42.984,59.9,-0.1988,234.4,19.4,0.2868,0.2827
824,5/2/18 9:10,413.7,16.2,23.7,36.217,19.4,42.892,57.5,-0.1988,205.6,16.9,0.2864,0.2827
825,5/2/18 9:20,423.7,13.7,21.2,36.459,19.4,42.017,58.9,-0.1988,210.6,15.6,0.2864,0.2827
826,5/2/18 9:30,453.7,16.2,23.7,36.651,19.4,43.259,57.8,-0.1988,226.9,16.9,0.2864,0.2827
827,5/2/18 9:40,681.2,23.7,36.2,36.795,30.6,43.945,57.5,-0.1988,345.6,26.9,0.2857,0.2827
828,5/2/18 9:50,621.2,21.2,33.7,37.035,28.1,45.851,54.4,-0.1988,313.1,24.4,0.2864,0.2827
829,5/2/18 10:00,833.7,31.2,46.2,37.274,39.4,46.481,51.2,-0.1988,421.9,33.1,0.2853,0.2827
830,5/2/18 10:10,676.2,23.7,36.2,37.56,30.6,46.211,51.2,-0.1988,339.4,25.6,0.2864,0.2827
831,5/2/18 10:20,676.2,23.7,36.2,37.846,29.4,46.346,51.4,-0.1988,335.6,25.6,0.2847,0.2827
832,5/2/18 10:30,603.7,21.2,31.2,38.131,25.6,43.99,56.2,-0.1988,301.9,21.9,0.2874,0.2827
833,5/2/18 10:40,973.7,36.2,53.7,38.415,45.6,48.938,51.2,-0.1988,490.6,38.1,0.2881,0.2827
834,5/2/18 10:50,1478.7,51.2,81.2,38.7,69.4,48.762,52.3,-0.1988,761.9,56.9,0.2887,0.2827
835,5/2/18 11:00,1498.7,51.2,81.2,39.078,68.1,51.852,46.4,-0.1988,768.1,56.9,0.2871,0.2827
836,5/2/18 11:10,1638.7,56.2,88.7,39.643,75.6,52.86,47.2,-0.1988,841.9,63.1,0.2868,0.2827
837,5/2/18 11:20,1783.7,61.2,96.2,40.298,81.9,51.809,47.1,-0.1988,919.4,68.1,0.2864,0.2827
838,5/2/18 11:30,736.2,26.2,41.2,40.951,34.4,50.533,44.3,-0.1988,369.4,29.4,0.2864,0.2827
839,5/2/18 11:40,1331.2,46.2,71.2,41.508,59.4,51.282,44.6,-0.1988,680.6,50.6,0.2864,0.2827
840,5/2/18 11:50,1716.2,56.2,88.7,41.97,75.6,54.082,38.9,-0.1988,888.1,63.1,0.2864,0.2827
841,5/2/18 12:00,1721.2,56.2,88.7,42.433,74.4,55.819,37,-0.1988,890.6,63.1,0.2861,0.2827
842,5/2/18 12:10,1173.7,41.2,61.2,42.984,50.6,56.383,35.7,-0.1988,595.6,43.1,0.2861,0.2827
843,5/2/18 12:20,841.2,31.2,46.2,43.488,38.1,52.817,36.6,-0.1988,415.6,33.1,0.2864,0.2827
844,5/2/18 12:30,266.2,8.7,13.7,43.763,11.9,47.289,45.8,-0.1988,129.4,9.4,0.2871,0.2827
845,5/2/18 12:40,288.7,8.7,13.7,43.716,11.9,43.167,54.1,-0.1988,143.1,9.4,0.289,0.2824
846,5/2/18 12:50,1601.2,51.2,78.7,43.443,66.9,47.781,57.6,-0.1988,826.9,56.9,0.2884,0.2827
847,5/2/18 13:00,1338.7,43.7,66.2,43.167,55.6,49.604,52.6,-0.1988,673.1,48.1,0.2887,0.2824
848,5/2/18 13:10,1913.7,61.2,93.7,43.259,78.1,55.429,41.2,-0.1988,999.4,66.9,0.2898,0.2824
849,5/2/18 13:20,1751.2,56.2,86.2,43.534,71.9,54.865,37,-0.1988,908.1,60.6,0.2901,0.2827
850,5/2/18 13:30,758.7,28.7,43.7,43.808,35.6,52.947,38.2,-0.1988,374.4,30.6,0.2877,0.2824
851,5/2/18 13:40,708.7,23.7,38.7,44.082,31.9,50.797,40.6,-0.1988,354.4,26.9,0.2871,0.2827
852,5/2/18 13:50,518.7,18.7,28.7,44.173,24.4,50.002,40.5,-0.1988,253.1,20.6,0.2853,0.2827
853,5/2/18 14:00,583.7,18.7,28.7,44.173,23.1,48.805,44.9,-0.1988,285.6,19.4,0.2857,0.2827
854,5/2/18 14:10,811.2,28.7,43.7,44.037,36.9,50.311,44.6,-0.1988,405.6,31.9,0.2868,0.2827
855,5/2/18 14:20,981.2,33.7,51.2,43.945,43.1,51.544,42.3,-0.1988,489.4,38.1,0.2861,0.2827
856,5/2/18 14:30,801.2,28.7,43.7,43.945,36.9,51.852,40.5,-0.1988,403.1,31.9,0.2868,0.2824
857,5/2/18 14:40,1068.7,36.2,56.2,44.037,45.6,53.515,41.3,-0.1988,540.6,39.4,0.2857,0.2824
858,5/2/18 14:50,421.2,16.2,21.2,44.173,19.4,51.413,41.9,-0.1988,204.4,15.6,0.2837,0.2824
859,5/2/18 15:00,668.7,23.7,36.2,44.263,28.1,50.752,42.4,-0.1988,330.6,24.4,0.285,0.2827
860,5/2/18 15:10,833.7,28.7,41.2,44.263,34.4,49.692,45.9,-0.1988,419.4,29.4,0.2853,0.2824
861,5/2/18 15:20,366.2,13.7,18.7,44.263,14.4,48.405,44.1,-0.1988,174.4,13.1,0.2844,0.2824
862,5/2/18 15:30,191.2,6.2,8.7,44.218,6.9,44.31,51.1,-0.1988,86.9,5.6,0.2837,0.2824
863,5/2/18 15:40,191.2,6.2,8.7,43.99,6.9,43.853,54.7,-0.1988,88.1,5.6,0.2834,0.2824
864,5/2/18 15:50,66.2,1.2,1.2,43.716,1.9,38.889,68.7,-0.1988,29.4,0.6,0.2837,0.2824
865,5/2/18 16:00,501.2,18.7,26.2,43.306,21.9,37.798,78.1,-0.1988,253.1,19.4,0.2834,0.2824
866,5/2/18 16:10,898.7,28.7,41.2,42.8,35.6,40.998,78.5,-0.1988,456.9,30.6,0.284,0.2824
867,5/2/18 16:20,698.7,23.7,36.2,42.433,30.6,43.534,72.2,-0.1988,350.6,26.9,0.2837,0.2824
868,5/2/18 16:30,716.2,23.7,36.2,42.341,30.6,44.809,64.4,-0.1988,358.1,25.6,0.2837,0.2824
869,5/2/18 16:40,416.2,13.7,21.2,42.341,19.4,43.488,67.6,-0.1988,205.6,15.6,0.2834,0.2824
870,5/2/18 16:50,448.7,16.2,23.7,42.386,20.6,42.755,71.2,-0.1988,223.1,16.9,0.2834,0.2824
871,5/2/18 17:00,216.2,6.2,11.2,42.341,10.6,41.369,70.5,-0.1988,105.6,8.1,0.2834,0.2824
872,5/2/18 17:10,118.7,3.7,6.2,42.247,4.4,40.345,71.1,-0.1988,56.9,4.4,0.283,0.2824
873,5/2/18 17:20,111.2,3.7,3.7,42.064,3.1,39.83,71.5,-0.1988,49.4,1.9,0.283,0.2824
874,5/2/18 17:30,31.2,1.2,1.2,41.787,0.6,37.369,74.1,-0.1988,13.1,0.6,0.283,0.2824
875,5/2/18 17:40,93.7,3.7,6.2,41.463,5.6,33.928,83.6,-0.1988,45.6,3.1,0.283,0.2824
876,5/2/18 17:50,176.2,11.2,21.2,40.905,13.1,33.584,85.7,-0.1988,89.4,9.4,0.283,0.2821
877,5/2/18 18:00,276.2,16.2,28.7,40.345,19.4,34.957,82,-0.1988,144.4,14.4,0.2837,0.2821
878,5/2/18 18:10,311.2,16.2,28.7,39.877,20.6,36.986,80.8,-0.1988,163.1,15.6,0.2834,0.2824
879,5/2/18 18:20,238.7,8.7,16.2,39.549,13.1,35.638,78.8,-0.1988,125.6,9.4,0.2834,0.2824
880,5/2/18 18:30,238.7,8.7,13.7,39.267,10.6,36.072,78.4,-0.1988,124.4,9.4,0.2834,0.2824
881,5/2/18 18:40,153.7,3.7,6.2,39.078,6.9,36.361,76.6,-0.1988,79.4,4.4,0.2834,0.2824
882,5/2/18 18:50,126.2,3.7,6.2,38.889,5.6,35.928,76.8,-0.1988,65.6,4.4,0.2837,0.2821
883,5/2/18 19:00,71.2,1.2,3.7,38.795,3.1,35.733,73.2,-0.1988,36.9,1.9,0.2834,0.2824
884,5/2/18 19:10,46.2,1.2,1.2,38.606,1.9,35.103,74,-0.1988,24.4,0.6,0.283,0.2821
885,5/2/18 19:20,18.7,1.2,1.2,38.464,0.6,34.858,73.7,-0.1988,10.6,0.6,0.283,0.2824
886,5/2/18 19:30,6.2,1.2,1.2,38.322,0.6,34.81,73.6,-0.1988,3.1,0.6,0.2837,0.2821
887,5/2/18 19:40,1.2,1.2,1.2,38.179,0.6,34.713,74.5,-0.1988,0.6,0.6,0.283,0.2824
888,5/2/18 19:50,1.2,1.2,1.2,38.037,0.6,34.124,76.7,-0.1988,0.6,0.6,0.283,0.2821
889,5/2/18 20:00,1.2,1.2,1.2,37.846,0.6,33.879,78.5,-0.1988,0.6,0.6,0.2834,0.2821
890,5/2/18 20:10,1.2,1.2,1.2,37.656,0.6,32.193,86.7,-0.1988,0.6,0.6,0.2834,0.2817
891,5/2/18 20:20,1.2,1.2,1.2,37.513,0.6,31.591,88.7,-0.1988,0.6,0.6,0.2834,0.2821
892,5/2/18 20:30,1.2,1.2,1.2,37.369,0.6,31.491,87.9,-0.1988,0.6,0.6,0.2837,0.2821
893,5/2/18 20:40,1.2,1.2,1.2,37.179,0.6,31.289,87.8,-0.1988,0.6,0.6,0.2834,0.2821
894,5/2/18 20:50,1.2,1.2,1.2,37.081,0.6,30.326,91,-0.1988,0.6,0.6,0.2837,0.2821
895,5/2/18 21:00,1.2,1.2,1.2,36.891,0.6,30.173,92.4,-0.1988,0.6,0.6,0.285,0.2821
896,5/2/18 21:10,1.2,1.2,1.2,36.795,0.6,30.173,92.1,-0.1988,0.6,0.6,0.284,0.2821
897,5/2/18 21:20,1.2,1.2,1.2,36.603,0.6,29.764,92.3,-0.1988,0.6,0.6,0.2827,0.2821
898,5/2/18 21:30,1.2,1.2,1.2,36.505,0.6,29.406,93.3,-0.1988,0.6,0.6,0.2834,0.2821
899,5/2/18 21:40,1.2,1.2,1.2,36.361,0.6,29.509,93.7,-0.1988,0.6,0.6,0.283,0.2821
900,5/2/18 21:50,1.2,1.2,1.2,36.217,0.6,29.611,93.3,-0.1988,0.6,0.6,0.283,0.2821
901,5/2/18 22:00,1.2,1.2,1.2,36.12,0.6,30.429,91,-0.1988,0.6,0.6,0.285,0.2821
902,5/2/18 22:10,1.2,1.2,1.2,36.025,0.6,31.289,88.4,-0.1988,0.6,0.6,0.2847,0.2821
903,5/2/18 22:20,1.2,1.2,1.2,35.928,0.6,31.541,87.7,-0.1988,0.6,0.6,0.284,0.2821
904,5/2/18 22:30,1.2,1.2,1.2,35.83,0.6,31.842,86.6,-0.1988,0.6,0.6,0.2847,0.2821
905,5/2/18 22:40,1.2,1.2,1.2,35.782,0.6,31.188,88,-0.1988,0.6,0.6,0.283,0.2821
906,5/2/18 22:50,1.2,1.2,1.2,35.733,0.6,31.087,89.4,-0.1988,0.6,0.6,0.2827,0.2821
907,5/2/18 23:00,1.2,1.2,1.2,35.638,0.6,30.987,88.5,-0.1988,0.6,0.6,0.2834,0.2821
908,5/2/18 23:10,1.2,1.2,1.2,35.589,0.6,32.392,75.5,-0.1988,0.6,0.6,0.2821,0.2821
909,5/2/18 23:20,1.2,1.2,1.2,35.492,0.6,32.243,72.6,-0.1988,0.6,0.6,0.2834,0.2821
910,5/2/18 23:30,1.2,1.2,1.2,35.443,0.6,31.993,72.5,-0.1988,0.6,0.6,0.2834,0.2821
911,5/2/18 23:40,1.2,1.2,1.2,35.346,0.6,31.743,73.3,-0.1988,0.6,0.6,0.2834,0.2821
912,5/2/18 23:50,1.2,1.2,1.2,35.249,0.6,31.44,73.1,-0.1988,0.6,0.6,0.2837,0.2821
913,5/3/18 0:00,1.2,1.2,1.2,35.152,0.6,30.58,76.1,-0.1988,0.6,0.6,0.2844,0.2821
914,5/3/18 0:10,1.2,1.2,1.2,35.055,0.6,29.662,81.3,-0.1988,0.6,0.6,0.285,0.2821
915,5/3/18 0:20,1.2,1.2,1.2,35.006,0.6,28.787,85.7,-0.1988,0.6,0.6,0.285,0.2821
916,5/3/18 0:30,1.2,1.2,1.2,34.907,0.6,28.425,89.3,-0.1988,0.6,0.6,0.2864,0.2821
917,5/3/18 0:40,1.2,1.2,1.2,34.858,0.6,28.164,90.4,-0.1988,0.6,0.6,0.2861,0.2821
918,5/3/18 0:50,1.2,1.2,1.2,34.761,0.6,27.955,91.4,-0.1988,0.6,0.6,0.2847,0.2821
919,5/3/18 1:00,1.2,1.2,1.2,34.713,0.6,27.851,92.5,-0.1988,0.6,0.6,0.2847,0.2821
920,5/3/18 1:10,1.2,1.2,1.2,34.664,0.6,27.851,93,-0.1988,0.6,0.6,0.2844,0.2821
921,5/3/18 1:20,1.2,1.2,1.2,34.615,0.6,27.694,93,-0.1988,0.6,0.6,0.2844,0.2821
922,5/3/18 1:30,1.2,1.2,1.2,34.565,0.6,27.642,94,-0.1988,0.6,0.6,0.2844,0.2821
923,5/3/18 1:40,1.2,1.2,1.2,34.468,0.6,27.694,94.1,-0.1988,0.6,0.6,0.2844,0.2821
924,5/3/18 1:50,1.2,1.2,1.2,34.468,0.6,27.747,94.2,-0.1988,0.6,0.6,0.285,0.2821
925,5/3/18 2:00,1.2,1.2,1.2,34.468,0.6,27.799,94.7,-0.1988,0.6,0.6,0.285,0.2821
926,5/3/18 2:10,1.2,1.2,1.2,34.419,0.6,27.851,95.1,-0.1988,0.6,0.6,0.2847,0.2821
927,5/3/18 2:20,1.2,1.2,1.2,34.371,0.6,27.799,95.2,-0.1988,0.6,0.6,0.285,0.2817
928,5/3/18 2:30,1.2,1.2,1.2,34.32,0.6,27.694,95.3,-0.1988,0.6,0.6,0.2857,0.2821
929,5/3/18 2:40,1.2,1.2,1.2,34.272,0.6,27.59,95.3,-0.1988,0.6,0.6,0.285,0.2821
930,5/3/18 2:50,1.2,1.2,1.2,34.272,0.6,27.538,95.5,-0.1988,0.6,0.6,0.285,0.2821
931,5/3/18 3:00,1.2,1.2,1.2,34.223,0.6,27.59,95.5,-0.1988,0.6,0.6,0.2844,0.2817
932,5/3/18 3:10,1.2,1.2,1.2,34.174,0.6,27.538,95.6,-0.1988,0.6,0.6,0.2844,0.2821
933,5/3/18 3:20,1.2,1.2,1.2,34.174,0.6,27.486,95.7,-0.1988,0.6,0.6,0.2847,0.2817
934,5/3/18 3:30,1.2,1.2,1.2,34.174,0.6,27.538,95.7,-0.1988,0.6,0.6,0.2844,0.2821
935,5/3/18 3:40,1.2,1.2,1.2,34.124,0.6,27.381,95.7,-0.1988,0.6,0.6,0.285,0.2821
936,5/3/18 3:50,1.2,1.2,1.2,34.075,0.6,27.275,95.9,-0.1988,0.6,0.6,0.2847,0.2821
937,5/3/18 4:00,1.2,1.2,1.2,34.075,0.6,27.327,95.7,-0.1988,0.6,0.6,0.2847,0.2817
