Plot Title: 9735547_PHb1,,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00",,"Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012371)","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012373)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700884)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700885)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9711280)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9719166)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9721330)","RH, % (LGR S/N: 9735547, SEN S/N: 9721330)","Voltage, V (LGR S/N: 9735547, SEN S/N: 9725497)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734394)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734405)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734418)","Batt, V (LGR S/N: 9735547)"
Site,Treatment,Date,Time,SWC.right,SWC.left,PAR.up,PAR.left,PAR.right,ST,Air.T,RH,V,SR.up,SR.left,SR.right,V
LM,control,9/20/2018,17:00,0.0439,0.0896,708.7,21.2,26.2,63.99,66.214,29.1,-0.1835,354.4,26.9,33.1,4.418
LM,control,9/20/2018,17:10,0.0439,0.0896,633.7,18.7,23.7,63.903,64.332,30.1,-0.1835,318.1,24.4,30.6,4.4
LM,control,9/20/2018,17:20,0.0439,0.0889,571.2,16.2,21.2,63.819,64.717,29.9,-0.1835,286.9,21.9,28.1,4.4
LM,control,9/20/2018,17:30,0.0431,0.0889,506.2,13.7,18.7,63.648,63.219,30.9,-0.1835,255.6,19.4,25.6,4.393
LM,control,9/20/2018,17:40,0.0431,0.0882,438.7,11.2,18.7,63.475,62.834,29.7,-0.1835,224.4,16.9,23.1,4.418
LM,control,9/20/2018,17:50,0.0431,0.0882,376.2,8.7,16.2,63.262,62.919,31.3,-0.1835,194.4,13.1,20.6,4.412
LM,control,9/20/2018,18:00,0.0424,0.0874,268.7,3.7,6.2,63.005,61.419,31,-0.1835,108.1,5.6,8.1,4.4
LM,control,9/20/2018,18:10,0.0424,0.0874,76.2,1.2,1.2,62.748,57.204,33.5,-0.1835,23.1,0.6,0.6,4.4
LM,control,9/20/2018,18:20,0.0424,0.0874,68.7,1.2,1.2,62.49,56.383,35.1,-0.1835,20.6,0.6,0.6,4.442
LM,control,9/20/2018,18:30,0.0417,0.0867,58.7,1.2,1.2,62.191,55.906,34.3,-0.1835,16.9,0.6,0.6,4.4
LM,control,9/20/2018,18:40,0.0417,0.0867,48.7,1.2,1.2,61.891,55.081,36,-0.1835,14.4,0.6,0.6,4.412
LM,control,9/20/2018,18:50,0.0424,0.086,36.2,1.2,1.2,61.547,55.125,34.6,-0.1835,10.6,0.6,0.6,4.4
LM,control,9/20/2018,19:00,0.0424,0.0853,21.2,1.2,1.2,61.248,54.82,34.4,-0.1835,6.9,0.6,0.6,4.4
LM,control,9/20/2018,19:10,0.0424,0.0853,8.7,1.2,1.2,60.904,54.3,34.5,-0.1835,3.1,0.6,0.6,4.4
LM,control,9/20/2018,19:20,0.0424,0.0853,1.2,1.2,1.2,60.604,53.645,34.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,19:30,0.0417,0.0845,1.2,1.2,1.2,60.26,53.209,34,-0.1835,0.6,0.6,0.6,4.4
LM,control,9/20/2018,19:40,0.0417,0.0845,1.2,1.2,1.2,59.916,48.004,45.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,19:50,0.0417,0.0838,1.2,1.2,1.2,59.572,45.986,51.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,20:00,0.0417,0.0845,1.2,1.2,1.2,59.272,46.436,48.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,20:10,0.0417,0.0838,1.2,1.2,1.2,58.971,46.571,48.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,20:20,0.0417,0.0838,1.2,1.2,1.2,58.626,45.127,53.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,20:30,0.0417,0.0838,1.2,1.2,1.2,58.325,45.307,52.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,20:40,0.0417,0.0831,1.2,1.2,1.2,58.023,43.671,56.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,20:50,0.0417,0.0831,1.2,1.2,1.2,57.679,41.322,63.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,21:00,0.0417,0.0831,1.2,1.2,1.2,57.42,39.924,67,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,21:10,0.0417,0.0824,1.2,1.2,1.2,57.117,40.064,66.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,21:20,0.0417,0.0816,1.2,1.2,1.2,56.858,39.97,65.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,21:30,0.0417,0.0816,1.2,1.2,1.2,56.556,39.267,67.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,21:40,0.0417,0.0816,1.2,1.2,1.2,56.251,38.842,68.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,21:50,0.041,0.0816,1.2,1.2,1.2,55.992,36.986,73.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,22:00,0.0417,0.0816,1.2,1.2,1.2,55.733,38.464,70.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,22:10,0.041,0.0816,1.2,1.2,1.2,55.429,36.025,76.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,22:20,0.041,0.0816,1.2,1.2,1.2,55.168,36.217,73.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,22:30,0.0402,0.0809,1.2,1.2,1.2,54.909,34.81,77.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,22:40,0.0402,0.0816,1.2,1.2,1.2,54.648,35.879,75.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,22:50,0.041,0.0809,1.2,1.2,1.2,54.387,36.12,72.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,23:00,0.041,0.0809,1.2,1.2,1.2,54.126,36.986,68.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,23:10,0.041,0.0802,1.2,1.2,1.2,53.865,36.651,68.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,23:20,0.0417,0.0802,1.2,1.2,1.2,53.645,34.957,70.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/20/2018,23:30,0.0402,0.0802,1.2,1.2,1.2,53.427,35.782,68.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,23:40,0.041,0.0802,1.2,1.2,1.2,53.166,34.81,70.9,-0.1835,0.6,0.6,0.6,4.418
LM,control,9/20/2018,23:50,0.041,0.0802,1.2,1.2,1.2,52.947,34.468,71.9,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/21/2018,0:00,0.0417,0.0802,1.2,1.2,1.2,52.686,33.978,71.9,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/21/2018,0:10,0.041,0.0802,1.2,1.2,1.2,52.466,34.272,70.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/21/2018,0:20,0.041,0.0802,1.2,1.2,1.2,52.246,31.942,77,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/21/2018,0:30,0.041,0.0802,1.2,1.2,1.2,52.029,33.485,71.9,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/21/2018,0:40,0.041,0.0802,1.2,1.2,1.2,51.764,31.541,76.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/21/2018,0:50,0.041,0.0802,1.2,1.2,1.2,51.544,31.39,77.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,1:00,0.041,0.0802,1.2,1.2,1.2,51.325,31.239,76.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/21/2018,1:10,0.041,0.0802,1.2,1.2,1.2,51.148,32.193,74.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/21/2018,1:20,0.0402,0.0809,1.2,1.2,1.2,50.886,32.142,74.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/21/2018,1:30,0.0402,0.0809,1.2,1.2,1.2,50.709,30.225,81,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/21/2018,1:40,0.0402,0.0802,1.2,1.2,1.2,50.488,30.834,77.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/21/2018,1:50,0.0402,0.0802,1.2,1.2,1.2,50.268,29.097,81.6,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/21/2018,2:00,0.0402,0.0802,1.2,1.2,1.2,50.092,29.406,81.8,-0.1835,0.6,0.6,0.6,4.4
LM,control,9/21/2018,2:10,0.0402,0.0802,1.2,1.2,1.2,49.87,29.457,81.9,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/21/2018,2:20,0.0395,0.0795,1.2,1.2,1.2,49.649,29.611,79.9,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/21/2018,2:30,0.0395,0.0795,1.2,1.2,1.2,49.471,29.764,80.4,-0.1886,0.6,0.6,0.6,4.369
LM,control,9/21/2018,2:40,0.0395,0.0795,1.2,1.2,1.2,49.294,29.917,78.8,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/21/2018,2:50,0.0395,0.0795,1.2,1.2,1.2,49.116,29.764,78.4,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/21/2018,3:00,0.0395,0.0795,1.2,1.2,1.2,48.895,27.694,85.4,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/21/2018,3:10,0.0395,0.0795,1.2,1.2,1.2,48.717,28.373,83,-0.1886,0.6,0.6,0.6,4.381
LM,control,9/21/2018,3:20,0.0395,0.0795,1.2,1.2,1.2,48.538,29.611,79.3,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,3:30,0.0395,0.0795,1.2,1.2,1.2,48.36,29.509,79,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,3:40,0.0395,0.0787,1.2,1.2,1.2,48.182,29.046,80.1,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,3:50,0.0395,0.0795,1.2,1.2,1.2,47.959,29.559,78.6,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,4:00,0.0395,0.0795,1.2,1.2,1.2,47.826,29.509,77.4,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,4:10,0.0395,0.0787,1.2,1.2,1.2,47.647,29.817,77.8,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,4:20,0.0395,0.0787,1.2,1.2,1.2,47.467,28.425,78.6,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,4:30,0.0395,0.0787,1.2,1.2,1.2,47.289,28.684,79.4,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,4:40,0.0381,0.0787,1.2,1.2,1.2,47.154,27.59,82.3,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,4:50,0.0381,0.0787,1.2,1.2,1.2,46.974,26.748,82.4,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,5:00,0.0373,0.0787,1.2,1.2,1.2,46.796,26.271,85.3,-0.1886,0.6,0.6,0.6,4.363
LM,control,9/21/2018,5:10,0.0373,0.0787,1.2,1.2,1.2,46.661,28.269,82.7,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,5:20,0.0373,0.078,1.2,1.2,1.2,46.526,28.321,81.2,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,5:30,0.0373,0.0787,1.2,1.2,1.2,46.346,27.903,81.4,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,5:40,0.0373,0.078,1.2,1.2,1.2,46.211,27.642,82.2,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,5:50,0.0373,0.078,1.2,1.2,1.2,46.076,25.846,85.6,-0.1886,0.6,0.6,0.6,4.363
LM,control,9/21/2018,6:00,0.0373,0.078,1.2,1.2,1.2,45.896,26.906,85.7,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,6:10,0.0366,0.078,1.2,1.2,1.2,45.806,26.854,85.7,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,6:20,0.0366,0.078,1.2,1.2,1.2,45.624,27.642,83.9,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,6:30,0.0366,0.078,1.2,1.2,1.2,45.489,27.955,82.3,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,6:40,0.0366,0.078,1.2,1.2,1.2,45.354,25.898,88.2,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/21/2018,6:50,0.0366,0.0773,6.2,1.2,1.2,45.217,26.112,86,-0.1835,1.9,0.6,0.6,4.363
LM,control,9/21/2018,7:00,0.0366,0.0773,18.7,1.2,1.2,45.082,27.064,86.1,-0.1835,6.9,0.6,0.6,4.363
LM,control,9/21/2018,7:10,0.0373,0.0773,33.7,1.2,1.2,44.991,27.275,84.6,-0.1835,10.6,0.6,0.6,4.363
LM,control,9/21/2018,7:20,0.0373,0.0773,46.2,1.2,1.2,44.856,27.59,85.6,-0.1835,13.1,0.6,0.6,4.381
LM,control,9/21/2018,7:30,0.0366,0.0773,58.7,1.2,1.2,44.719,27.642,84.7,-0.1886,18.1,0.6,0.6,4.4
LM,control,9/21/2018,7:40,0.0366,0.078,293.7,8.7,8.7,44.627,33.386,81.1,-0.1835,183.1,13.1,15.6,4.43
LM,control,9/21/2018,7:50,0.0373,0.0787,366.2,11.2,11.2,44.537,36.41,76.4,-0.1835,219.4,15.6,19.4,4.4
LM,control,9/21/2018,8:00,0.0373,0.0787,441.2,13.7,13.7,44.445,36.651,75.3,-0.1835,254.4,19.4,23.1,4.418
LM,control,9/21/2018,8:10,0.0366,0.078,513.7,16.2,16.2,44.355,38.415,73.1,-0.1835,289.4,21.9,26.9,4.4
LM,control,9/21/2018,8:20,0.0366,0.0795,588.7,16.2,21.2,44.355,40.485,67.1,-0.1835,323.1,24.4,29.4,4.418
LM,control,9/21/2018,8:30,0.0359,0.0795,656.2,18.7,21.2,44.31,43.122,64.6,-0.1835,356.9,26.9,31.9,4.4
LM,control,9/21/2018,8:40,0.0359,0.0795,728.7,23.7,23.7,44.31,45.036,61.3,-0.1835,389.4,30.6,34.4,4.418
LM,control,9/21/2018,8:50,0.0366,0.0802,796.2,26.2,26.2,44.355,47.154,52.9,-0.1835,420.6,33.1,36.9,4.4
LM,control,9/21/2018,9:00,0.0366,0.0787,861.2,28.7,28.7,44.492,49.338,51.3,-0.1835,453.1,35.6,39.4,4.418
LM,control,9/21/2018,9:10,0.0359,0.0787,926.2,31.2,31.2,44.627,50.709,46.6,-0.1835,484.4,38.1,41.9,4.4
LM,control,9/21/2018,9:20,0.0366,0.0795,988.7,33.7,33.7,44.809,51.105,46.3,-0.1835,514.4,40.6,44.4,4.418
LM,control,9/21/2018,9:30,0.0366,0.0795,1046.2,36.2,36.2,45.036,53.253,43.3,-0.1835,543.1,43.1,46.9,4.406
LM,control,9/21/2018,9:40,0.0359,0.0795,1101.2,38.7,38.7,45.262,54.995,41.2,-0.1835,570.6,45.6,49.4,4.4
LM,control,9/21/2018,9:50,0.0359,0.0795,1158.7,41.2,41.2,45.579,56.426,39.4,-0.1835,596.9,48.1,50.6,4.418
LM,control,9/21/2018,10:00,0.0352,0.0795,1208.7,43.7,41.2,45.896,57.42,36.2,-0.1835,621.9,50.6,51.9,4.4
LM,control,9/21/2018,10:10,0.0352,0.0802,1256.2,46.2,43.7,46.301,59.445,35.2,-0.1835,644.4,51.9,53.1,4.538
LM,control,9/21/2018,10:20,0.0352,0.0809,1301.2,48.7,43.7,46.706,61.248,29.5,-0.1835,666.9,54.4,55.6,4.418
LM,control,9/21/2018,10:30,0.0352,0.0816,1346.2,48.7,46.2,47.199,62.105,29.6,-0.1835,686.9,55.6,56.9,4.4
LM,control,9/21/2018,10:40,0.0344,0.0809,1386.2,51.2,46.2,47.691,63.176,29.8,-0.1835,706.9,58.1,58.1,4.393
LM,control,9/21/2018,10:50,0.0337,0.0809,1423.7,53.7,48.7,48.227,63.09,30.7,-0.1835,725.6,58.1,59.4,4.418
LM,control,9/21/2018,11:00,0.0337,0.0809,1448.7,53.7,48.7,48.805,63.304,29.4,-0.1835,739.4,58.1,60.6,4.4
LM,control,9/21/2018,11:10,0.0337,0.0816,1483.7,53.7,48.7,49.338,65.017,30,-0.1835,753.1,58.1,60.6,4.393
LM,control,9/21/2018,11:20,0.033,0.0816,1513.7,53.7,51.2,49.959,64.589,26.1,-0.1835,764.4,59.4,60.6,4.418
LM,control,9/21/2018,11:30,0.0322,0.0824,1533.7,53.7,51.2,50.533,65.658,26.9,-0.1835,778.1,59.4,60.6,4.418
LM,control,9/21/2018,11:40,0.0322,0.0838,1561.2,53.7,51.2,51.105,67.543,27.3,-0.1835,789.4,60.6,61.9,4.4
LM,control,9/21/2018,11:50,0.0322,0.0838,1578.7,56.2,51.2,51.678,67.114,26.2,-0.1835,796.9,61.9,60.6,4.393
LM,control,9/21/2018,12:00,0.0315,0.0853,1598.7,53.7,51.2,52.291,68.785,27.6,-0.1835,805.6,61.9,60.6,4.43
LM,control,9/21/2018,12:10,0.0315,0.0853,1608.7,53.7,51.2,52.86,67.971,25,-0.1835,811.9,60.6,60.6,4.418
LM,control,9/21/2018,12:20,0.0315,0.086,1616.2,53.7,51.2,53.427,69.985,25.2,-0.1835,815.6,59.4,60.6,4.4
LM,control,9/21/2018,12:30,0.0315,0.086,1621.2,53.7,51.2,54.037,67.627,24.9,-0.1835,819.4,59.4,60.6,4.393
LM,control,9/21/2018,12:40,0.0315,0.0867,1626.2,51.2,51.2,54.604,70.63,22.1,-0.1835,816.9,58.1,60.6,4.43
LM,control,9/21/2018,12:50,0.0315,0.0874,1633.7,51.2,51.2,55.213,70.93,25.5,-0.1835,819.4,58.1,59.4,4.418
LM,control,9/21/2018,13:00,0.0315,0.0874,1626.2,51.2,51.2,55.776,68.785,23.8,-0.1835,816.9,55.6,58.1,4.4
LM,control,9/21/2018,13:10,0.0308,0.0882,1616.2,48.7,51.2,56.34,69.814,23.5,-0.1835,811.9,54.4,56.9,4.393
LM,control,9/21/2018,13:20,0.0308,0.0889,1611.2,48.7,51.2,56.901,70.286,24,-0.1835,804.4,54.4,56.9,4.418
LM,control,9/21/2018,13:30,0.0301,0.0896,1596.2,48.7,48.7,57.463,72.523,20.7,-0.1835,795.6,51.9,55.6,4.418
LM,control,9/21/2018,13:40,0.0301,0.0896,1578.7,46.2,48.7,57.979,72.307,21.8,-0.1835,786.9,50.6,55.6,4.4
LM,control,9/21/2018,13:50,0.0301,0.0896,1573.7,46.2,48.7,58.498,72.523,21.4,-0.1835,783.1,49.4,55.6,4.393
LM,control,9/21/2018,14:00,0.0301,0.0904,1546.2,43.7,48.7,58.971,71.834,22.7,-0.1835,764.4,46.9,54.4,4.393
LM,control,9/21/2018,14:10,0.0293,0.0904,1518.7,43.7,46.2,59.401,70.673,20.9,-0.1835,753.1,45.6,53.1,4.418
LM,control,9/21/2018,14:20,0.0293,0.0911,1498.7,41.2,46.2,59.873,73.083,18.5,-0.1835,744.4,44.4,53.1,4.406
LM,control,9/21/2018,14:30,0.0286,0.0918,1463.7,41.2,46.2,60.26,72.783,19.7,-0.1835,728.1,43.1,51.9,4.393
LM,control,9/21/2018,14:40,0.0286,0.0918,1426.2,38.7,43.7,60.647,71.361,18.2,-0.1835,708.1,41.9,50.6,4.393
LM,control,9/21/2018,14:50,0.0286,0.0918,1391.2,38.7,43.7,60.991,72.523,20.1,-0.1835,691.9,40.6,49.4,4.418
LM,control,9/21/2018,15:00,0.0279,0.0918,1351.2,36.2,43.7,61.333,71.274,19.3,-0.1835,670.6,39.4,49.4,4.406
LM,control,9/21/2018,15:10,0.0279,0.0918,1303.7,36.2,41.2,61.633,72.61,19.1,-0.1835,650.6,38.1,48.1,4.4
LM,control,9/21/2018,15:20,0.0279,0.0925,1263.7,36.2,41.2,61.934,73.774,18.6,-0.1835,630.6,36.9,46.9,4.393
LM,control,9/21/2018,15:30,0.0279,0.0925,1213.7,33.7,38.7,62.191,71.49,18.9,-0.1835,605.6,35.6,45.6,4.442
LM,control,9/21/2018,15:40,0.0272,0.0925,1163.7,33.7,38.7,62.447,72.394,18.7,-0.1835,581.9,35.6,43.1,4.418
LM,control,9/21/2018,15:50,0.0272,0.0925,1113.7,33.7,36.2,62.704,74.295,17.3,-0.1835,555.6,34.4,41.9,4.4
LM,control,9/21/2018,16:00,0.0272,0.0925,1061.2,33.7,33.7,62.875,72.307,18.6,-0.1835,531.9,35.6,40.6,4.393
LM,control,9/21/2018,16:10,0.0272,0.0925,1006.2,31.2,33.7,63.048,71.361,18.6,-0.1835,503.1,34.4,39.4,4.442
LM,control,9/21/2018,16:20,0.0264,0.0925,948.7,31.2,31.2,63.219,72.007,18.8,-0.1835,475.6,34.4,38.1,4.418
LM,control,9/21/2018,16:30,0.0264,0.0925,888.7,28.7,31.2,63.347,69.771,17.5,-0.1835,448.1,33.1,38.1,4.4
LM,control,9/21/2018,16:40,0.0264,0.0918,826.2,26.2,28.7,63.433,71.533,16.4,-0.1835,415.6,31.9,36.9,4.393
LM,control,9/21/2018,16:50,0.0257,0.0918,763.7,23.7,28.7,63.475,69.213,17.8,-0.1835,385.6,29.4,35.6,4.393
LM,control,9/21/2018,17:00,0.0257,0.0911,698.7,21.2,26.2,63.475,68.657,17.5,-0.1835,353.1,26.9,33.1,4.418
LM,control,9/21/2018,17:10,0.0257,0.0911,633.7,18.7,23.7,63.433,67.413,18,-0.1835,321.9,25.6,30.6,4.4
LM,control,9/21/2018,17:20,0.0257,0.0911,568.7,16.2,21.2,63.347,67.413,18.1,-0.1835,289.4,23.1,28.1,4.4
LM,control,9/21/2018,17:30,0.025,0.0904,498.7,13.7,21.2,63.219,66.643,19.1,-0.1835,255.6,19.4,25.6,4.393
LM,control,9/21/2018,17:40,0.025,0.0904,433.7,11.2,18.7,63.048,66.515,19,-0.1835,223.1,16.9,23.1,4.418
LM,control,9/21/2018,17:50,0.025,0.0896,333.7,6.2,13.7,62.834,65.658,20.7,-0.1835,171.9,10.6,16.9,4.4
LM,control,9/21/2018,18:00,0.025,0.0896,106.2,1.2,1.2,62.577,61.075,23.3,-0.1835,44.4,0.6,1.9,4.4
LM,control,9/21/2018,18:10,0.025,0.0896,71.2,1.2,1.2,62.319,58.928,24,-0.1835,20.6,0.6,0.6,4.4
LM,control,9/21/2018,18:20,0.025,0.0889,66.2,1.2,1.2,62.019,54.516,30.2,-0.1835,18.1,0.6,0.6,4.442
LM,control,9/21/2018,18:30,0.025,0.0889,56.2,1.2,1.2,61.761,55.038,31.7,-0.1835,15.6,0.6,0.6,4.4
LM,control,9/21/2018,18:40,0.025,0.0882,46.2,1.2,1.2,61.462,54.212,30,-0.1835,13.1,0.6,0.6,4.406
LM,control,9/21/2018,18:50,0.0243,0.0882,33.7,1.2,1.2,61.119,56.035,29.8,-0.1835,9.4,0.6,0.6,4.4
LM,control,9/21/2018,19:00,0.0243,0.0874,18.7,1.2,1.2,60.775,54.777,27.9,-0.1835,5.6,0.6,0.6,4.4
LM,control,9/21/2018,19:10,0.0243,0.0874,6.2,1.2,1.2,60.433,55.386,29.8,-0.1835,1.9,0.6,0.6,4.4
LM,control,9/21/2018,19:20,0.025,0.0867,1.2,1.2,1.2,60.132,50.092,36.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,19:30,0.025,0.0867,1.2,1.2,1.2,59.788,49.428,37.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,19:40,0.025,0.0867,1.2,1.2,1.2,59.486,49.294,37,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,19:50,0.025,0.086,1.2,1.2,1.2,59.142,47.334,41.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,20:00,0.025,0.086,1.2,1.2,1.2,58.798,47.289,42.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,20:10,0.025,0.086,1.2,1.2,1.2,58.498,48.762,37.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,20:20,0.025,0.086,1.2,1.2,1.2,58.152,48.628,38.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,20:30,0.025,0.086,1.2,1.2,1.2,57.85,48.628,37.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,20:40,0.025,0.0853,1.2,1.2,1.2,57.506,47.289,39.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,20:50,0.0243,0.0853,1.2,1.2,1.2,57.204,46.301,41.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,21:00,0.025,0.0853,1.2,1.2,1.2,56.901,44.263,46.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,21:10,0.025,0.0845,1.2,1.2,1.2,56.642,44.218,44.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,21:20,0.025,0.0845,1.2,1.2,1.2,56.295,41.693,49.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,21:30,0.025,0.0845,1.2,1.2,1.2,56.035,41.832,47.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,21:40,0.0257,0.0831,1.2,1.2,1.2,55.733,39.643,53.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,21:50,0.025,0.0831,1.2,1.2,1.2,55.472,37.846,57.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,22:00,0.0257,0.0831,1.2,1.2,1.2,55.168,37.989,57.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,22:10,0.0257,0.0831,1.2,1.2,1.2,54.909,38.653,56.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,22:20,0.0257,0.0831,1.2,1.2,1.2,54.648,37.846,57.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,22:30,0.0257,0.0838,1.2,1.2,1.2,54.387,38.557,55.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,22:40,0.0257,0.0831,1.2,1.2,1.2,54.082,38.7,55.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,22:50,0.025,0.0831,1.2,1.2,1.2,53.865,37.846,55.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,23:00,0.025,0.0831,1.2,1.2,1.2,53.602,36.747,57.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,23:10,0.025,0.0824,1.2,1.2,1.2,53.341,37.321,56,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,23:20,0.0257,0.0824,1.2,1.2,1.2,53.078,38.179,53.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,23:30,0.0257,0.0831,1.2,1.2,1.2,52.817,36.651,58,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/21/2018,23:40,0.0257,0.0824,1.2,1.2,1.2,52.597,37.56,54.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/21/2018,23:50,0.0257,0.0824,1.2,1.2,1.2,52.378,39.313,50.2,-0.1835,0.6,0.6,0.6,4.387
LM,control,9/22/2018,0:00,0.0257,0.0831,1.2,1.2,1.2,52.115,36.217,59.6,-0.1835,0.6,0.6,0.6,4.381
