Plot Title: 9735540_Pfeiler_B1,,,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735540, SEN S/N: 2012372)","Temp, °F (LGR S/N: 9735540, SEN S/N: 9680600)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700883)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700893)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700900)","Temp, °F (LGR S/N: 9735540, SEN S/N: 9721335)","RH, % (LGR S/N: 9735540, SEN S/N: 9721335)","Voltage, V (LGR S/N: 9735540, SEN S/N: 9725488)","Current, mA (LGR S/N: 9735540, SEN S/N: 9725488)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734398)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734403)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734407)","Water Content, m³/m³ (LGR S/N: 9735540, SEN S/N: 10769153)","Batt, V (LGR S/N: 9735540)"
52,6/12/17 14:07,0.0853,68.828,88.7,68.7,2056.2,69.514,19.1,-0.2039,0,85.6,1019.4,98.1,0.033,4.369
53,6/12/17 15:07,0.0838,70.93,78.7,56.2,1828.7,64.803,20.9,-0.2039,0,70.6,886.9,89.4,0.0322,4.4
54,6/12/17 16:07,0.0824,70.887,11.2,8.7,301.2,66.429,18,-0.2039,0,11.9,138.1,13.1,0.0315,4.375
55,6/12/17 17:07,0.0802,70.716,41.2,31.2,693.7,65.487,16.3,-0.2039,0,45.6,461.9,56.9,0.0301,4.393
56,6/12/17 18:07,0.0787,68.871,8.7,6.2,248.7,60.904,19.6,-0.2039,0,11.9,120.6,11.9,0.0293,4.393
57,6/12/17 19:07,0.0773,66.643,13.7,8.7,181.2,61.205,16.6,-0.2039,0,23.1,103.1,25.6,0.0286,4.381
58,6/12/17 20:07,0.0758,64.033,1.2,1.2,38.7,54.473,20,-0.2039,0,0.6,13.1,0.6,0.0279,4.418
59,6/12/17 21:07,0.0751,60.904,1.2,1.2,1.2,50.841,24.7,-0.2039,0,0.6,0.6,0.6,0.0279,4.369
60,6/12/17 22:07,0.0751,58.109,1.2,1.2,1.2,45.354,30.1,-0.2039,0,0.6,0.6,0.6,0.0264,4.369
61,6/12/17 23:07,0.0751,55.647,1.2,1.2,1.2,43.396,29,-0.2039,0,0.6,0.6,0.6,0.0279,4.369
62,6/13/17 0:07,0.0758,53.384,1.2,1.2,1.2,37.893,39.4,-0.2039,0,0.6,0.6,0.6,0.0272,4.363
63,6/13/17 1:07,0.0751,51.282,1.2,1.2,1.2,38.037,31,-0.2039,0,0.6,0.6,0.6,0.0264,4.363
64,6/13/17 2:07,0.0758,49.428,1.2,1.2,1.2,34.81,38,-0.2039,0,0.6,0.6,0.6,0.0257,4.363
65,6/13/17 3:07,0.0766,47.736,1.2,1.2,1.2,35.83,34.7,-0.2039,0,0.6,0.6,0.6,0.0264,4.363
66,6/13/17 4:07,0.0766,46.346,1.2,1.2,1.2,38.179,22.4,-0.2039,0,0.6,0.6,0.6,0.0257,4.363
67,6/13/17 5:07,0.0758,45.036,1.2,1.2,1.2,33.386,28.1,-0.2039,0,0.6,0.6,0.6,0.0264,4.363
68,6/13/17 6:07,0.0758,43.808,1.2,1.2,33.7,37.179,21.4,-0.2039,0,0.6,8.1,0.6,0.0264,4.363
69,6/13/17 7:07,0.0766,42.892,1.2,1.2,68.7,37.513,21.4,-0.2039,0,0.6,16.9,0.6,0.0257,4.393
70,6/13/17 8:07,0.0766,42.202,1.2,1.2,93.7,36.313,26.8,-0.2039,0,0.6,25.6,0.6,0.0257,4.4
71,6/13/17 9:07,0.0766,43.763,51.2,53.7,1588.7,47.289,24.4,-0.2039,0,75.6,810.6,71.9,0.0264,4.393
72,6/13/17 10:07,0.0766,47.826,66.2,66.2,1866.2,47.959,23,-0.2039,0,86.9,950.6,83.1,0.0264,4.393
73,6/13/17 11:07,0.0758,52.686,78.7,76.2,2051.2,50.223,26,-0.2039,0,91.9,1054.4,90.6,0.0264,4.393
74,6/13/17 12:07,0.0751,57.936,86.2,76.2,2096.2,52.947,28.2,-0.2039,0,91.9,1065.6,94.4,0.0272,4.393
75,6/13/17 13:07,0.0744,62.791,83.7,71.2,2036.2,51.852,32,-0.2039,0,86.9,1018.1,93.1,0.0272,4.381
76,6/13/17 14:07,0.0736,66.515,78.7,61.2,1883.7,53.209,30.7,-0.2039,0,75.6,918.1,88.1,0.0272,4.381
77,6/13/17 15:07,0.0729,68.785,68.7,48.7,1638.7,54.343,31.2,-0.2039,0,60.6,789.4,80.6,0.0264,4.381
78,6/13/17 16:07,0.0722,69.685,56.2,36.2,1306.2,54.43,30.8,-0.2039,0,49.4,629.4,68.1,0.025,4.387
79,6/13/17 17:07,0.07,69.085,41.2,31.2,651.2,52.641,30.4,-0.2039,0,46.9,461.9,58.1,0.0243,4.393
80,6/13/17 18:07,0.0686,67.413,21.2,16.2,451.2,52.641,29.7,-0.2039,0,31.9,220.6,34.4,0.0235,4.393
81,6/13/17 19:07,0.0671,65.059,3.7,1.2,76.2,48.983,33.4,-0.2039,0,5.6,30.6,5.6,0.0221,4.381
82,6/13/17 20:07,0.0664,61.977,1.2,1.2,36.2,45.761,35.8,-0.2039,0,0.6,10.6,0.6,0.0221,4.393
83,6/13/17 21:07,0.0657,58.798,1.2,1.2,1.2,43.306,40.8,-0.2039,0,0.6,0.6,0.6,0.0214,4.381
84,6/13/17 22:07,0.0664,56.079,1.2,1.2,1.2,39.549,50.1,-0.2039,0,0.6,0.6,0.6,0.0214,4.369
85,6/13/17 23:07,0.0657,53.733,1.2,1.2,1.2,37.656,55.8,-0.2039,0,0.6,0.6,0.6,0.0206,4.369
86,6/14/17 0:07,0.0671,51.678,1.2,1.2,1.2,34.174,65.4,-0.2039,0,0.6,0.6,0.6,0.0206,4.363
87,6/14/17 1:07,0.0657,49.825,1.2,1.2,1.2,32.841,69.1,-0.2039,0,0.6,0.6,0.6,0.0206,4.363
88,6/14/17 2:07,0.0664,48.182,1.2,1.2,1.2,33.485,65.2,-0.2039,0,0.6,0.6,0.6,0.0206,4.363
89,6/14/17 3:07,0.0664,46.751,1.2,1.2,1.2,32.342,68.3,-0.2039,0,0.6,0.6,0.6,0.0206,4.363
90,6/14/17 4:07,0.0671,45.489,1.2,1.2,1.2,31.39,71.9,-0.2039,0,0.6,0.6,0.6,0.0206,4.363
91,6/14/17 5:07,0.0678,44.31,1.2,1.2,1.2,31.892,67,-0.2039,0,0.6,0.6,0.6,0.0214,4.357
92,6/14/17 6:07,0.0678,43.306,1.2,1.2,33.7,31.339,71.5,-0.2039,0,0.6,8.1,0.6,0.0214,4.363
93,6/14/17 7:07,0.0678,42.478,1.2,1.2,63.7,32.392,70.6,-0.2039,0,0.6,15.6,0.6,0.0214,4.393
94,6/14/17 8:07,0.0678,41.925,1.2,1.2,86.2,36.939,58.2,-0.2039,0,0.6,21.9,0.6,0.0214,4.412
95,6/14/17 9:07,0.0686,43.945,51.2,51.2,1593.7,53.427,35.5,-0.2039,0,74.4,799.4,70.6,0.0214,4.393
96,6/14/17 10:07,0.0686,48.672,66.2,66.2,1858.7,57.333,33.9,-0.2039,0,86.9,943.1,83.1,0.0214,4.381
97,6/14/17 11:07,0.0678,54.169,78.7,73.7,2028.7,58.152,32.6,-0.2039,0,91.9,1038.1,90.6,0.0214,4.381
98,6/14/17 12:07,0.0671,59.445,83.7,73.7,2091.2,57.85,32,-0.2039,0,93.1,1064.4,94.4,0.0221,4.381
99,6/14/17 13:07,0.0657,64.375,83.7,71.2,2033.7,61.848,31.3,-0.2039,0,88.1,1025.6,94.4,0.0214,4.381
100,6/14/17 14:07,0.0657,68.484,78.7,58.7,1876.2,61.761,31.1,-0.2039,0,76.9,915.6,89.4,0.0206,4.393
101,6/14/17 15:07,0.0642,71.231,66.2,46.2,1611.2,63.048,26.5,-0.2039,0,61.9,780.6,80.6,0.0199,4.393
102,6/14/17 16:07,0.0635,72.437,53.7,36.2,1276.2,61.977,24.1,-0.2039,0,50.6,619.4,69.4,0.0192,4.369
103,6/14/17 17:07,0.0613,71.964,38.7,31.2,573.7,61.59,23.3,-0.2039,0,46.9,440.6,56.9,0.0184,4.393
104,6/14/17 18:07,0.0598,70.459,23.7,18.7,501.2,61.376,22.7,-0.2039,0,39.4,253.1,41.9,0.0177,4.381
105,6/14/17 19:07,0.0584,68.142,11.2,6.2,118.7,57.807,24.2,-0.2039,0,23.1,65.6,24.4,0.017,4.381
106,6/14/17 20:07,0.0569,65.017,1.2,1.2,36.2,49.471,36,-0.2039,0,0.6,10.6,0.6,0.0163,4.393
107,6/14/17 21:07,0.0569,61.633,1.2,1.2,1.2,42.386,53.1,-0.2039,0,0.6,0.6,0.6,0.0163,4.381
108,6/14/17 22:07,0.0577,58.626,1.2,1.2,1.2,40.905,53.6,-0.2039,0,0.6,0.6,0.6,0.0163,4.375
109,6/14/17 23:07,0.0577,56.122,1.2,1.2,1.2,38.748,60.1,-0.2039,0,0.6,0.6,0.6,0.0163,4.369
110,6/15/17 0:07,0.0569,53.994,1.2,1.2,1.2,38.415,58.5,-0.2039,0,0.6,0.6,0.6,0.0155,4.363
111,6/15/17 1:07,0.0569,52.16,1.2,1.2,1.2,37.989,56.6,-0.2039,0,0.6,0.6,0.6,0.0163,4.363
112,6/15/17 2:07,0.0569,50.533,1.2,1.2,1.2,36.554,64.5,-0.2039,0,0.6,0.6,0.6,0.017,4.363
113,6/15/17 3:07,0.0577,49.116,1.2,1.2,1.2,36.939,60.5,-0.2039,0,0.6,0.6,0.6,0.017,4.363
114,6/15/17 4:07,0.0584,47.914,1.2,1.2,1.2,36.266,60.8,-0.2039,0,0.6,0.6,0.6,0.017,4.381
115,6/15/17 5:07,0.0584,46.751,1.2,1.2,1.2,36.698,60.6,-0.2039,0,0.6,0.6,0.6,0.0177,4.363
116,6/15/17 6:07,0.0591,45.761,1.2,1.2,31.2,35.249,67,-0.2039,0,0.6,8.1,0.6,0.0177,4.363
117,6/15/17 7:07,0.0584,44.946,1.2,1.2,63.7,34.32,74.8,-0.2039,0,0.6,14.4,0.6,0.0177,4.4
118,6/15/17 8:07,0.0584,44.31,1.2,1.2,88.7,38.7,62.2,-0.2039,0,0.6,21.9,0.6,0.0177,4.418
119,6/15/17 9:07,0.0591,46.301,48.7,48.7,1576.2,58.712,39.8,-0.2039,0,76.9,798.1,70.6,0.0184,4.381
120,6/15/17 10:07,0.0584,51.282,63.7,63.7,1843.7,61.59,30.2,-0.2039,0,85.6,943.1,83.1,0.0177,4.393
121,6/15/17 11:07,0.0577,56.772,76.2,71.2,2006.2,62.704,28.5,-0.2039,0,94.4,1039.4,90.6,0.0184,4.418
122,6/15/17 12:07,0.0569,62.191,81.2,71.2,2073.7,63.475,28.1,-0.2039,0,95.6,1065.6,95.6,0.0177,4.418
123,6/15/17 13:07,0.0562,66.943,81.2,66.2,2026.2,65.145,22.8,-0.2039,0,90.6,1034.4,95.6,0.0163,4.381
124,6/15/17 14:07,0.0555,70.673,76.2,56.2,1868.7,66.472,20.9,-0.2039,0,79.4,926.9,90.6,0.0155,4.381
125,6/15/17 15:07,0.054,73.213,66.2,43.7,1613.7,67.885,19.1,-0.2039,0,66.9,791.9,83.1,0.0148,4.393
126,6/15/17 16:07,0.0533,74.295,53.7,36.2,1273.7,67.285,16.9,-0.2039,0,56.9,628.1,70.6,0.0141,4.393
127,6/15/17 17:07,0.0511,74.034,41.2,33.7,668.7,69.728,17.8,-0.2039,0,59.4,499.4,65.6,0.0134,4.418
128,6/15/17 18:07,0.0504,72.783,13.7,11.2,331.2,64.589,17.7,-0.2039,0,26.9,163.1,25.6,0.0119,4.381
129,6/15/17 19:07,0.0482,70.543,11.2,8.7,188.7,64.717,22.8,-0.2039,0,29.4,103.1,26.9,0.0119,4.393
130,6/15/17 20:07,0.0468,67.413,1.2,1.2,36.2,49.028,44.6,-0.2039,0,0.6,14.4,0.6,0.0112,4.387
131,6/15/17 21:07,0.0468,63.946,1.2,1.2,1.2,45.761,45.5,-0.2039,0,0.6,0.6,0.6,0.0112,4.381
132,6/15/17 22:07,0.0475,60.861,1.2,1.2,1.2,47.377,36.8,-0.2039,0,0.6,0.6,0.6,0.0112,4.375
133,6/15/17 23:07,0.0468,58.325,1.2,1.2,1.2,44.173,43.6,-0.2039,0,0.6,0.6,0.6,0.0105,4.369
134,6/16/17 0:07,0.0468,56.208,1.2,1.2,1.2,43.624,43.5,-0.2039,0,0.6,0.6,0.6,0.0112,4.369
135,6/16/17 1:07,0.0468,54.516,1.2,1.2,1.2,41.277,50.7,-0.2039,0,0.6,0.6,0.6,0.0105,4.393
136,6/16/17 2:07,0.0468,52.947,1.2,1.2,1.2,41.508,49.8,-0.2039,0,0.6,0.6,0.6,0.0105,4.363
137,6/16/17 3:07,0.0475,51.589,1.2,1.2,1.2,40.017,54.5,-0.2039,0,0.6,0.6,0.6,0.0112,4.363
138,6/16/17 4:07,0.0475,50.4,1.2,1.2,1.2,38.795,62.6,-0.2039,0,0.6,0.6,0.6,0.0112,4.363
139,6/16/17 5:07,0.0475,49.294,1.2,1.2,1.2,37.751,65,-0.2039,0,0.6,0.6,0.6,0.0112,4.363
140,6/16/17 6:07,0.0475,48.272,1.2,1.2,33.7,38.984,61.7,-0.2039,0,0.6,8.1,0.6,0.0112,4.363
141,6/16/17 7:07,0.0475,47.467,1.2,1.2,63.7,39.549,62.9,-0.2039,0,0.6,14.4,0.6,0.0126,4.393
142,6/16/17 8:07,0.0482,46.886,1.2,1.2,88.7,44.991,48.4,-0.2039,0,0.6,21.9,0.6,0.0126,4.4
143,6/16/17 9:07,0.0482,48.938,46.2,46.2,1576.2,63.433,28.9,-0.2039,0,75.6,793.1,70.6,0.0126,4.393
144,6/16/17 10:07,0.0475,53.427,61.2,58.7,1843.7,63.475,27.4,-0.2039,0,86.9,935.6,83.1,0.0134,4.393
145,6/16/17 11:07,0.0475,58.282,73.7,66.2,2006.2,65.701,26.9,-0.2039,0,94.4,1025.6,90.6,0.0119,4.502
146,6/16/17 12:07,0.046,63.133,78.7,66.2,2063.7,65.403,29.2,-0.2039,0,93.1,1046.9,94.4,0.0105,4.369
147,6/16/17 13:07,0.0453,67.798,78.7,61.2,2016.2,68.871,30.9,-0.2039,0,90.6,1010.6,94.4,0.0097,4.393
148,6/16/17 14:07,0.0446,71.49,73.7,53.7,1866.2,67.885,29.1,-0.2039,0,80.6,908.1,90.6,0.0097,4.496
149,6/16/17 15:07,0.0439,73.99,63.7,41.2,1608.7,69.643,24.9,-0.2039,0,68.1,775.6,81.9,0.009,4.496
150,6/16/17 16:07,0.0431,75.029,51.2,36.2,1308.7,70.543,24.8,-0.2039,0,64.4,634.4,73.1,0.0083,4.369
151,6/16/17 17:07,0.0417,74.727,36.2,28.7,571.2,70.329,25.8,-0.2039,0,59.4,436.9,59.4,0.0076,4.381
152,6/16/17 18:07,0.0402,73.472,21.2,16.2,491.2,68.571,26.6,-0.2039,0,49.4,248.1,44.4,0.0076,4.49
153,6/16/17 19:07,0.0388,71.49,11.2,8.7,123.7,66.9,29.1,-0.2039,0,31.9,68.1,26.9,0.0068,4.375
154,6/16/17 20:07,0.0373,68.614,1.2,1.2,36.2,52.686,47,-0.2039,0,0.6,10.6,0.6,0.0061,4.393
155,6/16/17 21:07,0.0373,65.359,1.2,1.2,1.2,49.204,50.5,-0.2039,0,0.6,0.6,0.6,0.0061,4.375
156,6/16/17 22:07,0.0373,62.533,1.2,1.2,1.2,45.669,57,-0.2039,0,0.6,0.6,0.6,0.0061,4.369
157,6/16/17 23:07,0.0373,60.089,1.2,1.2,1.2,46.931,53.5,-0.2039,0,0.6,0.6,0.6,0.0061,4.369
158,6/17/17 0:07,0.0373,58.152,1.2,1.2,1.2,44.445,59.8,-0.2039,0,0.6,0.6,0.6,0.0054,4.363
159,6/17/17 1:07,0.0366,56.512,1.2,1.2,1.2,44.901,57.1,-0.2039,0,0.6,0.6,0.6,0.0054,4.363
160,6/17/17 2:07,0.0366,55.038,1.2,1.2,1.2,43.488,62.1,-0.2039,0,0.6,0.6,0.6,0.0054,4.363
161,6/17/17 3:07,0.0366,53.776,1.2,1.2,1.2,42.525,65.1,-0.2039,0,0.6,0.6,0.6,0.0054,4.363
162,6/17/17 4:07,0.0373,52.641,1.2,1.2,1.2,42.294,64.9,-0.2039,0,0.6,0.6,0.6,0.0054,4.363
163,6/17/17 5:07,0.0366,51.678,1.2,1.2,1.2,45.896,54.5,-0.2039,0,0.6,0.6,0.6,0.0054,4.363
164,6/17/17 6:07,0.0373,50.929,1.2,1.2,26.2,49.028,49.5,-0.2039,0,0.6,8.1,0.6,0.0061,4.363
165,6/17/17 7:07,0.0373,50.311,1.2,1.2,116.2,48.85,52.7,-0.2039,0,4.4,44.4,3.1,0.0061,4.393
166,6/17/17 8:07,0.0373,50.135,3.7,3.7,221.2,50.356,53.4,-0.2039,0,9.4,101.9,9.4,0.0054,4.393
167,6/17/17 9:07,0.0373,52.115,36.2,36.2,1308.7,61.547,37.3,-0.2039,0,60.6,645.6,59.4,0.0054,4.4
168,6/17/17 10:07,0.0381,55.992,58.7,56.2,1861.2,66.6,31.3,-0.2039,0,88.1,940.6,85.6,0.0054,4.381
169,6/17/17 11:07,0.0373,60.433,68.7,61.2,1981.2,67.456,37,-0.2039,0,96.9,1009.4,90.6,0.0054,4.381
170,6/17/17 12:07,0.0359,64.888,73.7,63.7,2053.7,68.785,31.7,-0.2039,0,96.9,1038.1,94.4,0.0046,4.381
171,6/17/17 13:07,0.0359,68.871,66.2,53.7,1816.2,70.072,33.9,-0.2039,0,84.4,900.6,86.9,0.0046,4.393
172,6/17/17 14:07,0.0359,72.05,21.2,16.2,618.7,68.614,32.1,-0.2039,0,33.1,301.9,33.1,0.0039,4.363
173,6/17/17 15:07,0.0344,72.61,66.2,46.2,1751.2,71.19,31,-0.2039,0,81.9,851.9,93.1,0.0039,4.375
174,6/17/17 16:07,0.0337,73.213,21.2,16.2,588.7,66.9,30,-0.2039,0,31.9,284.4,31.9,0.0032,4.393
175,6/17/17 17:07,0.0322,72.178,18.7,13.7,446.2,70.372,28,-0.2039,0,33.1,251.9,33.1,0.0032,4.406
176,6/17/17 18:07,0.0301,70.887,8.7,6.2,263.7,64.161,34,-0.2039,0,14.4,124.4,13.1,0.0025,4.496
177,6/17/17 19:07,0.0301,68.828,1.2,1.2,61.2,61.848,36.3,-0.2039,0,1.9,28.1,1.9,0.0025,4.381
178,6/17/17 20:07,0.0301,66.729,1.2,1.2,26.2,58.971,45.2,-0.2039,0,0.6,13.1,0.6,0.0017,4.393
179,6/17/17 21:07,0.0286,64.632,1.2,1.2,1.2,54.604,52.5,-0.2039,0,0.6,0.6,0.6,0.0017,4.375
180,6/17/17 22:07,0.0286,62.834,1.2,1.2,1.2,50.929,57.3,-0.2039,0,0.6,0.6,0.6,0.001,4.369
181,6/17/17 23:07,0.0286,60.904,1.2,1.2,1.2,48.049,66.8,-0.2039,0,0.6,0.6,0.6,0.001,4.369
182,6/18/17 0:07,0.0286,59.099,1.2,1.2,1.2,48.137,68.5,-0.2039,0,0.6,0.6,0.6,0.001,4.363
183,6/18/17 1:07,0.0286,57.506,1.2,1.2,1.2,45.669,75.3,-0.2039,0,0.6,0.6,0.6,0.0017,4.363
184,6/18/17 2:07,0.0293,56.079,1.2,1.2,1.2,42.663,80.4,-0.2039,0,0.6,0.6,0.6,0.0017,4.363
185,6/18/17 3:07,0.0301,54.734,1.2,1.2,1.2,48.538,68.5,-0.2039,0,0.6,0.6,0.6,0.0017,4.363
