Plot Title: 9735540_Pfeiler_B1,,,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735540, SEN S/N: 2012372)","Temp, °F (LGR S/N: 9735540, SEN S/N: 9680600)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700883)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700893)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700900)","Temp, °F (LGR S/N: 9735540, SEN S/N: 9721335)","RH, % (LGR S/N: 9735540, SEN S/N: 9721335)","Voltage, V (LGR S/N: 9735540, SEN S/N: 9725488)","Current, mA (LGR S/N: 9735540, SEN S/N: 9725488)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734398)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734403)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734407)","Water Content, m³/m³ (LGR S/N: 9735540, SEN S/N: 10769153)","Batt, V (LGR S/N: 9735540)"
1,5/15/18 17:00,0.1688,60.303,38.7,28.7,1011.2,61.376,24.8,-0.1937,0,28.1,489.4,35.6,0.1259,4.442
2,5/15/18 17:10,0.1681,60.089,3.7,3.7,148.7,56.556,27.1,-0.1988,0,1.9,51.9,1.9,0.1259,4.351
3,5/15/18 17:20,0.1681,59.702,33.7,23.7,891.2,59.315,26.2,-0.1988,0,25.6,431.9,31.9,0.1259,4.496
4,5/15/18 17:30,0.1681,59.272,23.7,16.2,636.2,55.429,26.9,-0.2039,0,18.1,296.9,21.9,0.1252,4.375
5,5/15/18 17:40,0.1673,58.885,28.7,21.2,758.7,58.066,25.4,-0.2039,0,23.1,371.9,28.1,0.1252,4.363
6,5/15/18 17:50,0.171,58.411,28.7,18.7,711.2,56.901,28.9,-0.2039,0,21.9,349.4,26.9,0.1245,4.369
7,5/15/18 18:00,0.1673,57.979,6.2,3.7,211.2,52.729,28.1,-0.2039,0,4.4,86.9,5.6,0.1245,4.357
8,5/15/18 18:10,0.1717,57.463,8.7,6.2,243.7,52.903,27.5,-0.2039,0,5.6,109.4,6.9,0.1245,4.393
9,5/15/18 18:20,0.1717,56.988,23.7,13.7,578.7,55.69,28.2,-0.2039,0,16.9,295.6,23.1,0.1245,4.363
10,5/15/18 18:30,0.171,56.556,13.7,11.2,413.7,54.952,27,-0.2039,0,11.9,208.1,14.4,0.1245,4.4
11,5/15/18 18:40,0.1724,56.122,11.2,8.7,371.2,54.952,28.6,-0.2039,0,10.6,191.9,11.9,0.1245,4.363
12,5/15/18 18:50,0.1681,55.69,8.7,3.7,123.7,50.488,36,-0.2039,0,3.1,48.1,8.1,0.1238,4.514
13,5/15/18 19:00,0.1666,55.256,6.2,3.7,181.2,50.092,37.7,-0.2039,0,5.6,95.6,5.6,0.1238,4.363
14,5/15/18 19:10,0.1659,54.82,6.2,3.7,138.7,47.826,42,-0.2039,0,5.6,70.6,6.9,0.123,4.502
15,5/15/18 19:20,0.171,54.343,1.2,1.2,68.7,45.354,37.3,-0.2039,0,0.6,23.1,0.6,0.1216,4.369
16,5/15/18 19:30,0.171,53.865,1.2,1.2,58.7,46.571,35.3,-0.2039,0,0.6,19.4,0.6,0.123,4.381
17,5/15/18 19:40,0.171,53.341,1.2,1.2,48.7,44.627,37.4,-0.2039,0,0.6,15.6,0.6,0.1223,4.393
18,5/15/18 19:50,0.1695,52.86,1.2,1.2,38.7,43.808,37.2,-0.2039,0,0.6,11.9,0.6,0.1223,4.387
19,5/15/18 20:00,0.1695,52.335,1.2,1.2,26.2,41.693,48.8,-0.2039,0,0.6,8.1,0.6,0.1223,4.369
20,5/15/18 20:10,0.1688,51.852,1.2,1.2,13.7,40.064,50.2,-0.2039,0,0.6,4.4,0.6,0.1223,4.363
21,5/15/18 20:20,0.1688,51.37,1.2,1.2,3.7,39.502,50.1,-0.2039,0,0.6,0.6,0.6,0.1223,4.363
22,5/15/18 20:30,0.1681,50.929,1.2,1.2,1.2,42.478,39.7,-0.2039,0,0.6,0.6,0.6,0.1223,4.363
23,5/15/18 20:40,0.1673,50.445,1.2,1.2,1.2,40.719,43.8,-0.2039,0,0.6,0.6,0.6,0.1223,4.357
24,5/15/18 20:50,0.1695,50.002,1.2,1.2,1.2,38.273,49.4,-0.2039,0,0.6,0.6,0.6,0.1216,4.351
25,5/15/18 21:00,0.1695,49.516,1.2,1.2,1.2,37.369,52,-0.2039,0,0.6,0.6,0.6,0.1216,4.351
26,5/15/18 21:10,0.1695,49.073,1.2,1.2,1.2,36.025,59.2,-0.2039,0,0.6,0.6,0.6,0.1216,4.351
27,5/15/18 21:20,0.1695,48.672,1.2,1.2,1.2,35.589,58.5,-0.2039,0,0.6,0.6,0.6,0.1216,4.351
28,5/15/18 21:30,0.1695,48.272,1.2,1.2,1.2,33.78,61.4,-0.2039,0,0.6,0.6,0.6,0.1209,4.351
29,5/15/18 21:40,0.1695,47.826,1.2,1.2,1.2,34.907,59,-0.2039,0,0.6,0.6,0.6,0.1209,4.351
30,5/15/18 21:50,0.1688,47.422,1.2,1.2,1.2,33.681,60,-0.2039,0,0.6,0.6,0.6,0.1209,4.351
31,5/15/18 22:00,0.1688,47.064,1.2,1.2,1.2,34.419,58.8,-0.2039,0,0.6,0.6,0.6,0.1209,4.345
32,5/15/18 22:10,0.1688,46.661,1.2,1.2,1.2,34.32,58.2,-0.2039,0,0.6,0.6,0.6,0.1209,4.345
33,5/15/18 22:20,0.1688,46.301,1.2,1.2,1.2,32.99,61.1,-0.2039,0,0.6,0.6,0.6,0.1209,4.345
34,5/15/18 22:30,0.1688,45.941,1.2,1.2,1.2,34.713,57.3,-0.2039,0,0.6,0.6,0.6,0.1209,4.345
35,5/15/18 22:40,0.1688,45.624,1.2,1.2,1.2,35.103,54.8,-0.2039,0,0.6,0.6,0.6,0.1201,4.345
36,5/15/18 22:50,0.1688,45.262,1.2,1.2,1.2,34.713,56.5,-0.2039,0,0.6,0.6,0.6,0.1201,4.339
37,5/15/18 23:00,0.1688,44.946,1.2,1.2,1.2,33.435,59.9,-0.2039,0,0.6,0.6,0.6,0.1201,4.339
38,5/15/18 23:10,0.1681,44.627,1.2,1.2,1.2,33.534,58,-0.2039,0,0.6,0.6,0.6,0.1201,4.339
39,5/15/18 23:20,0.1681,44.31,1.2,1.2,1.2,33.732,59.3,-0.2039,0,0.6,0.6,0.6,0.1201,4.339
40,5/15/18 23:30,0.1681,43.99,1.2,1.2,1.2,34.272,56.8,-0.2039,0,0.6,0.6,0.6,0.1201,4.339
41,5/15/18 23:40,0.1681,43.716,1.2,1.2,1.2,32.293,61.6,-0.2039,0,0.6,0.6,0.6,0.1201,4.339
42,5/15/18 23:50,0.1681,43.443,1.2,1.2,1.2,32.491,61.3,-0.2039,0,0.6,0.6,0.6,0.1201,4.339
43,5/16/18 0:00,0.1681,43.167,1.2,1.2,1.2,31.541,64,-0.2039,0,0.6,0.6,0.6,0.1194,4.339
44,5/16/18 0:10,0.1681,42.892,1.2,1.2,1.2,32.841,59.2,-0.2039,0,0.6,0.6,0.6,0.1194,4.339
45,5/16/18 0:20,0.1681,42.616,1.2,1.2,1.2,31.642,62.8,-0.2039,0,0.6,0.6,0.6,0.1194,4.339
46,5/16/18 0:30,0.1681,42.386,1.2,1.2,1.2,31.138,64.7,-0.2039,0,0.6,0.6,0.6,0.1194,4.339
47,5/16/18 0:40,0.1673,42.109,1.2,1.2,1.2,30.884,66,-0.2039,0,0.6,0.6,0.6,0.1194,4.339
48,5/16/18 0:50,0.1673,41.878,1.2,1.2,1.2,30.884,66.1,-0.2039,0,0.6,0.6,0.6,0.1194,4.339
49,5/16/18 1:00,0.1673,41.648,1.2,1.2,1.2,31.791,61.5,-0.2039,0,0.6,0.6,0.6,0.1194,4.339
50,5/16/18 1:10,0.1673,41.369,1.2,1.2,1.2,29.97,68.4,-0.2039,0,0.6,0.6,0.6,0.1194,4.339
51,5/16/18 1:20,0.1673,41.184,1.2,1.2,1.2,30.884,65.3,-0.2039,0,0.6,0.6,0.6,0.1194,4.339
52,5/16/18 1:30,0.1673,40.905,1.2,1.2,1.2,30.376,65.9,-0.2039,0,0.6,0.6,0.6,0.1194,4.339
53,5/16/18 1:40,0.1673,40.719,1.2,1.2,1.2,30.123,67.3,-0.2039,0,0.6,0.6,0.6,0.1194,4.339
54,5/16/18 1:50,0.1673,40.485,1.2,1.2,1.2,30.429,64.1,-0.2039,0,0.6,0.6,0.6,0.1194,4.339
55,5/16/18 2:00,0.1673,40.345,1.2,1.2,1.2,31.541,59.6,-0.2039,0,0.6,0.6,0.6,0.1187,4.339
56,5/16/18 2:10,0.1673,40.158,1.2,1.2,1.2,29.662,67,-0.2039,0,0.6,0.6,0.6,0.1187,4.339
57,5/16/18 2:20,0.1673,39.97,1.2,1.2,1.2,29.764,67.4,-0.2039,0,0.6,0.6,0.6,0.1187,4.333
58,5/16/18 2:30,0.1666,39.783,1.2,1.2,1.2,28.787,69,-0.2039,0,0.6,0.6,0.6,0.1187,4.333
59,5/16/18 2:40,0.1673,39.596,1.2,1.2,1.2,28.891,68.4,-0.2039,0,0.6,0.6,0.6,0.1187,4.333
60,5/16/18 2:50,0.1673,39.454,1.2,1.2,1.2,29.509,68,-0.2039,0,0.6,0.6,0.6,0.1187,4.333
61,5/16/18 3:00,0.1666,39.267,1.2,1.2,1.2,29.611,66.4,-0.2039,0,0.6,0.6,0.6,0.1187,4.333
62,5/16/18 3:10,0.1666,39.124,1.2,1.2,1.2,27.799,73.2,-0.2039,0,0.6,0.6,0.6,0.1187,4.333
63,5/16/18 3:20,0.1673,38.984,1.2,1.2,1.2,28.476,70.3,-0.2039,0,0.6,0.6,0.6,0.1187,4.333
64,5/16/18 3:30,0.1666,38.842,1.2,1.2,1.2,28.06,73.6,-0.2039,0,0.6,0.6,0.6,0.118,4.333
65,5/16/18 3:40,0.1666,38.653,1.2,1.2,1.2,27.486,75.8,-0.2039,0,0.6,0.6,0.6,0.118,4.333
66,5/16/18 3:50,0.1673,38.511,1.2,1.2,1.2,27.538,71.9,-0.2039,0,0.6,0.6,0.6,0.1187,4.333
67,5/16/18 4:00,0.1666,38.368,1.2,1.2,1.2,27.851,72.3,-0.2039,0,0.6,0.6,0.6,0.118,4.333
68,5/16/18 4:10,0.1637,38.226,1.2,1.2,1.2,28.528,71.4,-0.2039,0,0.6,0.6,0.6,0.118,4.333
69,5/16/18 4:20,0.1637,38.084,1.2,1.2,1.2,27.903,71.1,-0.2039,0,0.6,0.6,0.6,0.118,4.333
70,5/16/18 4:30,0.1608,37.942,1.2,1.2,1.2,26.96,78,-0.2039,0,0.6,0.6,0.6,0.118,4.333
71,5/16/18 4:40,0.1608,37.846,1.2,1.2,1.2,27.118,74.7,-0.2039,0,0.6,0.6,0.6,0.118,4.333
72,5/16/18 4:50,0.1644,37.702,1.2,1.2,1.2,27.171,73.1,-0.2039,0,0.6,0.6,0.6,0.1172,4.333
73,5/16/18 5:00,0.1637,37.609,1.2,1.2,1.2,26.218,76.1,-0.2039,0,0.6,0.6,0.6,0.118,4.333
74,5/16/18 5:10,0.1659,37.465,1.2,1.2,1.2,27.903,69.4,-0.2039,0,0.6,0.6,0.6,0.1172,4.327
75,5/16/18 5:20,0.1652,37.369,1.2,1.2,1.2,26.006,77.2,-0.2039,0,0.6,0.6,0.6,0.1172,4.333
76,5/16/18 5:30,0.1637,37.225,1.2,1.2,1.2,26.802,73,-0.2039,0,0.6,0.6,0.6,0.1172,4.321
77,5/16/18 5:40,0.1644,37.13,1.2,1.2,1.2,27.275,72.4,-0.2039,0,0.6,0.6,0.6,0.1172,4.321
78,5/16/18 5:50,0.1608,37.035,1.2,1.2,3.7,26.112,74.4,-0.2039,0,0.6,0.6,0.6,0.1172,4.321
79,5/16/18 6:00,0.1637,36.939,1.2,1.2,13.7,26.695,73.1,-0.2039,0,0.6,4.4,0.6,0.1165,4.321
80,5/16/18 6:10,0.1644,36.842,1.2,1.2,26.2,26.483,75.3,-0.2039,0,0.6,8.1,0.6,0.1172,4.321
81,5/16/18 6:20,0.163,36.747,1.2,1.2,36.2,27.171,73.2,-0.2039,0,0.6,9.4,0.6,0.1165,4.333
82,5/16/18 6:30,0.1601,36.651,1.2,1.2,46.2,27.064,70.8,-0.2039,0,0.6,11.9,0.6,0.1172,4.339
83,5/16/18 6:40,0.1601,36.554,1.2,1.2,53.7,26.96,74.5,-0.2039,0,0.6,13.1,0.6,0.1165,4.351
84,5/16/18 6:50,0.1608,36.459,1.2,1.2,58.7,27.486,74,-0.2039,0,0.6,14.4,0.6,0.1165,4.363
85,5/16/18 7:00,0.1652,36.361,1.2,1.2,63.7,27.381,74,-0.2039,0,0.6,15.6,0.6,0.1165,4.381
86,5/16/18 7:10,0.1637,36.313,1.2,1.2,71.2,28.58,70,-0.2039,0,0.6,16.9,0.6,0.115,4.393
87,5/16/18 7:20,0.1601,36.217,1.2,1.2,76.2,28.216,72.7,-0.2039,0,0.6,18.1,0.6,0.1172,4.406
88,5/16/18 7:30,0.1601,36.169,1.2,1.2,78.7,28.216,72,-0.2039,0,0.6,19.4,0.6,0.1165,4.393
89,5/16/18 7:40,0.1601,36.12,1.2,1.2,83.7,28.528,71,-0.2039,0,0.6,20.6,0.6,0.1158,4.43
90,5/16/18 7:50,0.1615,36.072,1.2,1.2,88.7,30.225,64.8,-0.2039,0,0.6,21.9,0.6,0.1165,4.393
91,5/16/18 8:00,0.1637,35.976,1.2,1.2,93.7,31.138,63,-0.2039,0,0.6,23.1,0.6,0.1158,4.418
92,5/16/18 8:10,0.1623,35.976,13.7,13.7,446.2,31.892,63.2,-0.2039,0,14.4,210.6,14.4,0.1158,4.393
93,5/16/18 8:20,0.1652,35.976,28.7,31.2,1138.7,38.511,55.4,-0.2039,0,40.6,573.1,33.1,0.1187,4.393
94,5/16/18 8:30,0.1652,36.072,33.7,36.2,1213.7,41.97,54.7,-0.2039,0,43.1,609.4,35.6,0.118,4.393
95,5/16/18 8:40,0.1652,36.169,36.2,38.7,1286.2,46.616,44.1,-0.2039,0,46.9,644.4,38.1,0.118,4.526
96,5/16/18 8:50,0.1644,36.41,38.7,41.2,1351.2,50.488,44.6,-0.2039,0,49.4,675.6,40.6,0.1187,4.393
97,5/16/18 9:00,0.1637,36.891,41.2,41.2,1413.7,51.94,35.7,-0.2039,0,51.9,705.6,43.1,0.1187,4.369
98,5/16/18 9:10,0.1644,37.56,43.7,43.7,1473.7,52.686,35.2,-0.2039,0,54.4,735.6,45.6,0.1187,4.381
99,5/16/18 9:20,0.1644,38.368,46.2,46.2,1528.7,53.776,32.1,-0.2039,0,55.6,763.1,48.1,0.1187,4.369
100,5/16/18 9:30,0.1652,39.313,48.7,48.7,1583.7,54.387,30.2,-0.2039,0,56.9,788.1,49.4,0.1187,4.387
101,5/16/18 9:40,0.1652,40.251,51.2,48.7,1638.7,55.733,28.7,-0.2039,0,59.4,814.4,51.9,0.1187,4.381
102,5/16/18 9:50,0.1652,41.23,53.7,51.2,1686.2,56.208,26.9,-0.2039,0,60.6,838.1,54.4,0.1187,4.393
103,5/16/18 10:00,0.1652,42.202,56.2,53.7,1733.7,57.16,28.3,-0.2039,0,61.9,861.9,55.6,0.1187,4.363
104,5/16/18 10:10,0.1652,43.167,56.2,53.7,1776.2,56.251,25.7,-0.2039,0,63.1,881.9,56.9,0.1187,4.393
105,5/16/18 10:20,0.1659,44.127,58.7,56.2,1818.7,56.815,22.9,-0.2039,0,64.4,901.9,59.4,0.1187,4.369
106,5/16/18 10:30,0.1659,45.082,61.2,56.2,1853.7,58.885,24.5,-0.2039,0,65.6,921.9,60.6,0.1187,4.375
107,5/16/18 10:40,0.1652,45.986,63.7,58.7,1888.7,57.679,27.7,-0.2039,0,66.9,936.9,61.9,0.118,4.375
108,5/16/18 10:50,0.1659,46.931,63.7,58.7,1913.7,60.39,26.3,-0.2039,0,68.1,959.4,63.1,0.1194,4.4
109,5/16/18 11:00,0.1659,47.871,66.2,58.7,1941.2,63.347,26.1,-0.2039,0,69.4,973.1,64.4,0.1201,4.393
110,5/16/18 11:10,0.1659,48.762,66.2,61.2,1971.2,61.462,22.6,-0.2039,0,70.6,990.6,65.6,0.1201,4.363
111,5/16/18 11:20,0.1659,49.649,68.7,61.2,1996.2,62.577,24.6,-0.2039,0,70.6,1006.9,66.9,0.1209,4.393
112,5/16/18 11:30,0.1659,50.488,71.2,61.2,2011.2,61.032,24.4,-0.2039,0,70.6,1020.6,68.1,0.1209,4.363
113,5/16/18 11:40,0.1644,51.37,71.2,61.2,2023.7,62.704,21.7,-0.2039,0,70.6,1026.9,69.4,0.1209,4.393
114,5/16/18 11:50,0.1644,52.16,71.2,61.2,2038.7,64.117,23.4,-0.2039,0,70.6,1036.9,70.6,0.1209,4.363
115,5/16/18 12:00,0.1652,52.903,73.7,63.7,2043.7,64.503,19.7,-0.2039,0,70.6,1039.4,70.6,0.1209,4.514
116,5/16/18 12:10,0.1652,53.69,73.7,63.7,2056.2,61.804,21.6,-0.2039,0,70.6,1044.4,71.9,0.1209,4.369
117,5/16/18 12:20,0.1652,54.343,73.7,63.7,2061.2,62.577,23.2,-0.2039,0,70.6,1044.4,71.9,0.1209,4.393
118,5/16/18 12:30,0.1652,55.081,76.2,63.7,2056.2,66.772,21.8,-0.2039,0,69.4,1039.4,71.9,0.1209,4.381
119,5/16/18 12:40,0.1652,55.733,76.2,63.7,2056.2,66,21.5,-0.2039,0,68.1,1041.9,71.9,0.1209,4.363
120,5/16/18 12:50,0.1659,56.34,76.2,61.2,2048.7,65.145,21,-0.2039,0,68.1,1035.6,71.9,0.1216,4.393
121,5/16/18 13:00,0.1659,56.988,76.2,61.2,2093.7,66.985,20.7,-0.2039,0,68.1,1050.6,73.1,0.1216,4.363
122,5/16/18 13:10,0.1702,57.549,76.2,61.2,2056.2,65.574,19.7,-0.2039,0,65.6,1035.6,73.1,0.1201,4.514
123,5/16/18 13:20,0.171,58.195,76.2,58.7,2013.7,68.828,21.2,-0.2039,0,64.4,1010.6,71.9,0.1216,4.363
124,5/16/18 13:30,0.1681,58.755,76.2,58.7,1998.7,66.857,19.9,-0.2039,0,61.9,996.9,70.6,0.1216,4.442
125,5/16/18 13:40,0.1688,59.315,73.7,56.2,1981.2,69.256,21.2,-0.2039,0,60.6,983.1,70.6,0.1216,4.363
126,5/16/18 13:50,0.1688,59.83,73.7,56.2,1951.2,67.372,21.7,-0.2039,0,59.4,963.1,69.4,0.1216,4.502
127,5/16/18 14:00,0.1681,60.217,73.7,53.7,1923.7,67.714,20.4,-0.2039,0,58.1,948.1,68.1,0.1216,4.375
128,5/16/18 14:10,0.1681,60.647,71.2,51.2,1903.7,68.27,20.9,-0.2039,0,56.9,931.9,68.1,0.1216,4.363
129,5/16/18 14:20,0.1681,61.032,71.2,48.7,1866.2,70.286,17.1,-0.2039,0,54.4,913.1,66.9,0.1216,4.393
130,5/16/18 14:30,0.1666,61.419,68.7,48.7,1836.2,67.627,20.7,-0.2039,0,53.1,891.9,65.6,0.1216,4.363
131,5/16/18 14:40,0.1666,61.72,68.7,46.2,1798.7,68.484,21.1,-0.2039,0,51.9,871.9,64.4,0.1216,4.418
132,5/16/18 14:50,0.1666,62.062,66.2,46.2,1761.2,69.213,17.7,-0.2039,0,49.4,856.9,63.1,0.1216,4.369
133,5/16/18 15:00,0.1673,62.362,66.2,43.7,1703.7,68.785,17.4,-0.2039,0,48.1,828.1,60.6,0.1216,4.508
134,5/16/18 15:10,0.1673,62.577,63.7,41.2,1663.7,70.502,19.3,-0.2039,0,46.9,809.4,59.4,0.1209,4.381
135,5/16/18 15:20,0.1666,62.791,61.2,41.2,1636.2,65.829,14.4,-0.2039,0,45.6,793.1,58.1,0.1209,4.363
136,5/16/18 15:30,0.1666,62.962,58.7,38.7,1578.7,69.256,16.7,-0.2039,0,43.1,766.9,55.6,0.1209,4.381
137,5/16/18 15:40,0.1681,63.048,58.7,38.7,1541.2,68.571,18,-0.2039,0,41.9,749.4,54.4,0.1209,4.496
138,5/16/18 15:50,0.1666,63.133,53.7,36.2,1448.7,66,17,-0.2039,0,39.4,705.6,51.9,0.1209,4.381
139,5/16/18 16:00,0.1673,63.176,53.7,33.7,1401.2,65.916,16.8,-0.2039,0,38.1,681.9,49.4,0.1194,4.363
140,5/16/18 16:10,0.1673,63.176,51.2,33.7,1343.7,67.242,20.5,-0.2039,0,35.6,653.1,48.1,0.1187,4.387
141,5/16/18 16:20,0.1666,63.09,48.7,31.2,1281.2,68.443,19.3,-0.2039,0,34.4,623.1,45.6,0.1187,4.363
142,5/16/18 16:30,0.1666,62.962,46.2,31.2,1241.2,66.043,16.6,-0.2039,0,33.1,604.4,44.4,0.1187,4.393
143,5/16/18 16:40,0.1666,62.875,43.7,31.2,1158.7,67.114,18.4,-0.2039,0,31.9,564.4,41.9,0.1187,4.363
144,5/16/18 16:50,0.1666,62.704,23.7,18.7,711.2,65.017,18.8,-0.2039,0,19.4,331.9,23.1,0.1187,4.4
145,5/16/18 17:00,0.1688,62.319,41.2,28.7,1101.2,63.862,20.8,-0.2039,0,31.9,538.1,40.6,0.1194,4.363
146,5/16/18 17:10,0.1695,62.191,36.2,26.2,976.2,66.686,19.9,-0.2039,0,28.1,480.6,35.6,0.1194,4.514
147,5/16/18 17:20,0.1673,61.934,33.7,23.7,876.2,64.459,18,-0.2039,0,26.9,429.4,31.9,0.1194,4.363
148,5/16/18 17:30,0.1673,61.677,31.2,21.2,806.2,63.819,18.4,-0.2039,0,24.4,395.6,30.6,0.1194,4.484
149,5/16/18 17:40,0.1717,61.376,28.7,21.2,746.2,63.433,25.3,-0.2039,0,23.1,368.1,28.1,0.1187,4.363
150,5/16/18 17:50,0.1702,61.075,26.2,18.7,656.2,63.09,18,-0.2039,0,21.9,335.6,25.6,0.1187,4.363
151,5/16/18 18:00,0.1702,60.69,23.7,16.2,351.2,62.962,21.8,-0.2039,0,18.1,299.4,23.1,0.1194,4.363
152,5/16/18 18:10,0.1702,60.346,21.2,13.7,538.7,60.991,19.8,-0.2039,0,15.6,270.6,21.9,0.1187,4.369
153,5/16/18 18:20,0.1702,59.916,18.7,11.2,468.7,61.205,23,-0.2039,0,13.1,235.6,19.4,0.1187,4.363
154,5/16/18 18:30,0.1702,59.486,16.2,11.2,403.7,59.83,24.3,-0.2039,0,11.9,205.6,15.6,0.1187,4.375
155,5/16/18 18:40,0.1652,59.014,13.7,8.7,348.7,58.842,21.7,-0.2039,0,10.6,180.6,13.1,0.118,4.381
156,5/16/18 18:50,0.1673,58.541,6.2,3.7,126.2,55.558,21.9,-0.2039,0,3.1,51.9,6.9,0.118,4.381
157,5/16/18 19:00,0.1637,58.066,6.2,6.2,201.2,52.729,36,-0.2039,0,5.6,106.9,5.6,0.118,4.381
158,5/16/18 19:10,0.1681,57.592,6.2,3.7,141.2,51.282,36.1,-0.2039,0,5.6,71.9,8.1,0.1172,4.393
159,5/16/18 19:20,0.1673,57.117,1.2,1.2,66.2,46.166,43.9,-0.2039,0,0.6,19.4,0.6,0.1172,4.393
160,5/16/18 19:30,0.1688,56.599,1.2,1.2,53.7,44.719,47.1,-0.2039,0,0.6,15.6,0.6,0.1172,4.393
161,5/16/18 19:40,0.1688,56.079,1.2,1.2,48.7,42.294,54.5,-0.2039,0,0.6,15.6,0.6,0.1158,4.393
162,5/16/18 19:50,0.1695,55.515,1.2,1.2,38.7,41.74,55.6,-0.2039,0,0.6,13.1,0.6,0.115,4.393
163,5/16/18 20:00,0.1695,54.952,1.2,1.2,26.2,41.322,57.2,-0.2039,0,0.6,9.4,0.6,0.1165,4.393
164,5/16/18 20:10,0.1688,54.43,1.2,1.2,13.7,39.97,58.2,-0.2039,0,0.6,5.6,0.6,0.1158,4.381
165,5/16/18 20:20,0.1652,53.865,1.2,1.2,3.7,39.031,60.7,-0.2039,0,0.6,0.6,0.6,0.1165,4.369
166,5/16/18 20:30,0.1681,53.341,1.2,1.2,1.2,39.313,57,-0.2039,0,0.6,0.6,0.6,0.1165,4.369
167,5/16/18 20:40,0.1681,52.86,1.2,1.2,1.2,38.7,58.4,-0.2039,0,0.6,0.6,0.6,0.1165,4.363
168,5/16/18 20:50,0.1681,52.335,1.2,1.2,1.2,38.464,58.9,-0.2039,0,0.6,0.6,0.6,0.1158,4.363
169,5/16/18 21:00,0.1681,51.852,1.2,1.2,1.2,39.173,54.4,-0.2039,0,0.6,0.6,0.6,0.1158,4.363
170,5/16/18 21:10,0.1681,51.37,1.2,1.2,1.2,38.511,56.5,-0.2039,0,0.6,0.6,0.6,0.1158,4.363
171,5/16/18 21:20,0.1681,50.929,1.2,1.2,1.2,39.078,53.4,-0.2039,0,0.6,0.6,0.6,0.1158,4.363
172,5/16/18 21:30,0.1681,50.488,1.2,1.2,1.2,38.653,54.1,-0.2039,0,0.6,0.6,0.6,0.1158,4.363
173,5/16/18 21:40,0.1681,50.092,1.2,1.2,1.2,37.13,58.7,-0.2039,0,0.6,0.6,0.6,0.1158,4.363
174,5/16/18 21:50,0.1681,49.692,1.2,1.2,1.2,36.313,61,-0.2039,0,0.6,0.6,0.6,0.1158,4.363
175,5/16/18 22:00,0.1681,49.294,1.2,1.2,1.2,35.879,61.1,-0.2039,0,0.6,0.6,0.6,0.115,4.363
176,5/16/18 22:10,0.1673,48.938,1.2,1.2,1.2,41.09,44.6,-0.2039,0,0.6,0.6,0.6,0.115,4.363
177,5/16/18 22:20,0.1673,48.538,1.2,1.2,1.2,40.532,41.7,-0.2039,0,0.6,0.6,0.6,0.115,4.357
178,5/16/18 22:30,0.1666,48.227,1.2,1.2,1.2,39.031,47.1,-0.2039,0,0.6,0.6,0.6,0.115,4.381
179,5/16/18 22:40,0.1666,47.914,1.2,1.2,1.2,37.751,52.6,-0.2039,0,0.6,0.6,0.6,0.115,4.351
180,5/16/18 22:50,0.1666,47.557,1.2,1.2,1.2,37.798,49.2,-0.2039,0,0.6,0.6,0.6,0.1143,4.351
181,5/16/18 23:00,0.1673,47.244,1.2,1.2,1.2,36.651,56,-0.2039,0,0.6,0.6,0.6,0.1143,4.351
182,5/16/18 23:10,0.1673,46.931,1.2,1.2,1.2,38.084,47.5,-0.2039,0,0.6,0.6,0.6,0.1143,4.351
183,5/16/18 23:20,0.1673,46.661,1.2,1.2,1.2,37.035,52.1,-0.2039,0,0.6,0.6,0.6,0.1143,4.351
184,5/16/18 23:30,0.1666,46.346,1.2,1.2,1.2,37.035,49.8,-0.2039,0,0.6,0.6,0.6,0.1143,4.351
185,5/16/18 23:40,0.1666,46.076,1.2,1.2,1.2,36.025,52.4,-0.2039,0,0.6,0.6,0.6,0.1143,4.351
186,5/16/18 23:50,0.1666,45.806,1.2,1.2,1.2,36.072,49.9,-0.2039,0,0.6,0.6,0.6,0.1143,4.351
187,5/17/18 0:00,0.1666,45.534,1.2,1.2,1.2,35.638,53.4,-0.2039,0,0.6,0.6,0.6,0.1143,4.351
188,5/17/18 0:10,0.1666,45.262,1.2,1.2,1.2,35.055,55.1,-0.2039,0,0.6,0.6,0.6,0.1136,4.345
189,5/17/18 0:20,0.1666,45.036,1.2,1.2,1.2,35.443,52.6,-0.2039,0,0.6,0.6,0.6,0.1136,4.351
190,5/17/18 0:30,0.1659,44.719,1.2,1.2,1.2,35.103,52.1,-0.2039,0,0.6,0.6,0.6,0.1136,4.345
191,5/17/18 0:40,0.1659,44.492,1.2,1.2,1.2,34.075,54.3,-0.2039,0,0.6,0.6,0.6,0.1136,4.345
192,5/17/18 0:50,0.1659,44.218,1.2,1.2,1.2,34.174,55.2,-0.2039,0,0.6,0.6,0.6,0.1136,4.345
193,5/17/18 1:00,0.1659,43.945,1.2,1.2,1.2,33.534,55.7,-0.2039,0,0.6,0.6,0.6,0.1136,4.345
