"Plot Title: 2021995_SM_LSA_C2_trmt"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 2021995, SEN S/N: 9719173)","Water Content, m³/m³ (LGR S/N: 2021995, SEN S/N: 20152220)"
2497,10/10/19 02:00:00 PM,40.951,0.1779
2498,10/10/19 03:00:00 PM,40.905,0.1775
2499,10/10/19 04:00:00 PM,40.764,0.1779
2500,10/10/19 05:00:00 PM,40.579,0.1783
2501,10/10/19 06:00:00 PM,40.204,0.1789
2502,10/10/19 07:00:00 PM,39.830,0.1797
2503,10/10/19 08:00:00 PM,39.454,0.1803
2504,10/10/19 09:00:00 PM,38.984,0.1807
2505,10/10/19 10:00:00 PM,38.511,0.1807
2506,10/10/19 11:00:00 PM,38.037,0.1807
2507,10/11/19 12:00:00 AM,37.560,0.1813
2508,10/11/19 01:00:00 AM,36.986,0.1813
2509,10/11/19 02:00:00 AM,36.361,0.1813
2510,10/11/19 03:00:00 AM,35.830,0.1807
2511,10/11/19 04:00:00 AM,35.541,0.1807
2512,10/11/19 05:00:00 AM,35.200,0.1807
2513,10/11/19 06:00:00 AM,34.858,0.1807
2514,10/11/19 07:00:00 AM,34.664,0.1807
2515,10/11/19 08:00:00 AM,34.468,0.1807
2516,10/11/19 09:00:00 AM,34.371,0.1807
2517,10/11/19 10:00:00 AM,34.468,0.1803
2518,10/11/19 11:00:00 AM,34.761,0.1797
2519,10/11/19 12:00:00 PM,35.395,0.1789
2520,10/11/19 01:00:00 PM,37.081,0.1779
2521,10/11/19 02:00:00 PM,38.606,0.1803
2522,10/11/19 03:00:00 PM,39.549,0.1813
2523,10/11/19 04:00:00 PM,39.970,0.1807
2524,10/11/19 05:00:00 PM,39.736,0.1807
2525,10/11/19 06:00:00 PM,39.031,0.1803
2526,10/11/19 07:00:00 PM,38.226,0.1807
2527,10/11/19 08:00:00 PM,37.369,0.1807
2528,10/11/19 09:00:00 PM,36.795,0.1813
2529,10/11/19 10:00:00 PM,36.025,0.1813
2530,10/11/19 11:00:00 PM,35.443,0.1816
2531,10/12/19 12:00:00 AM,34.664,0.1813
2532,10/12/19 01:00:00 AM,33.978,0.1813
2533,10/12/19 02:00:00 AM,33.287,0.1813
2534,10/12/19 03:00:00 AM,32.491,0.1813
2535,10/12/19 04:00:00 AM,31.842,0.1813
2536,10/12/19 05:00:00 AM,31.188,0.1813
2537,10/12/19 06:00:00 AM,30.682,0.1813
2538,10/12/19 07:00:00 AM,30.173,0.1807
2539,10/12/19 08:00:00 AM,29.817,0.1807
2540,10/12/19 09:00:00 AM,30.225,0.1803
2541,10/12/19 10:00:00 AM,30.479,0.1807
