"Plot Title: 20393603_BaldyA1"
"#","Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 20393603, SEN S/N: 20399031, LBL: A1_R)","Temp, °F (LGR S/N: 20393603, SEN S/N: 20399280, LBL: A1_R)"
704,07/12/18 02:00:01 AM,0.2925,52.641
705,07/12/18 03:00:01 AM,0.2922,52.160
706,07/12/18 04:00:01 AM,0.2922,51.764
707,07/12/18 05:00:01 AM,0.2922,51.325
708,07/12/18 06:00:01 AM,0.2919,50.886
709,07/12/18 07:00:01 AM,0.2919,50.445
710,07/12/18 08:00:01 AM,0.2914,50.092
711,07/12/18 09:00:01 AM,0.2911,50.002
712,07/12/18 10:00:01 AM,0.2908,50.223
713,07/12/18 11:00:01 AM,0.2904,50.841
714,07/12/18 12:00:01 PM,0.2901,51.895
715,07/12/18 01:00:01 PM,0.2895,53.166
716,07/12/18 02:00:01 PM,0.2890,54.300
717,07/12/18 03:00:01 PM,0.2887,55.256
718,07/12/18 04:00:01 PM,0.2946,56.295
719,07/12/18 05:00:01 PM,0.2949,56.685
720,07/12/18 06:00:01 PM,0.2949,57.160
721,07/12/18 07:00:01 PM,0.2955,57.420
722,07/12/18 08:00:01 PM,0.2963,57.247
723,07/12/18 09:00:01 PM,0.2963,56.815
724,07/12/18 10:00:01 PM,0.2976,56.165
725,07/12/18 11:00:01 PM,0.2984,55.472
726,07/13/18 12:00:01 AM,0.2994,54.820
727,07/13/18 01:00:01 AM,0.3005,54.126
728,07/13/18 02:00:01 AM,0.3011,53.472
729,07/13/18 03:00:01 AM,0.3019,52.817
730,07/13/18 04:00:01 AM,0.3022,52.203
731,07/13/18 05:00:01 AM,0.3026,51.678
732,07/13/18 06:00:01 AM,0.3029,51.148
733,07/13/18 07:00:01 AM,0.3033,50.533
734,07/13/18 08:00:01 AM,0.3029,50.092
735,07/13/18 09:00:01 AM,0.3037,49.870
736,07/13/18 10:00:01 AM,0.3037,50.135
737,07/13/18 11:00:01 AM,0.3040,50.974
738,07/13/18 12:00:01 PM,0.3037,52.115
739,07/13/18 01:00:01 PM,0.3033,53.384
740,07/13/18 02:00:01 PM,0.3033,54.604
741,07/13/18 03:00:01 PM,0.3033,55.558
742,07/13/18 04:00:01 PM,0.3029,56.208
743,07/13/18 05:00:01 PM,0.3026,56.685
744,07/13/18 06:00:01 PM,0.3022,57.031
745,07/13/18 07:00:01 PM,0.3026,57.074
746,07/13/18 08:00:01 PM,0.3022,56.901
747,07/13/18 09:00:01 PM,0.3022,56.512
748,07/13/18 10:00:01 PM,0.3019,56.079
749,07/13/18 11:00:01 PM,0.3015,55.558
750,07/14/18 12:00:01 AM,0.3015,54.995
751,07/14/18 01:00:01 AM,0.3015,54.473
752,07/14/18 02:00:01 AM,0.3011,53.865
753,07/14/18 03:00:01 AM,0.3008,53.253
754,07/14/18 04:00:01 AM,0.3008,52.686
755,07/14/18 05:00:01 AM,0.3008,52.115
756,07/14/18 06:00:01 AM,0.3005,51.501
757,07/14/18 07:00:01 AM,0.3005,50.929
758,07/14/18 08:00:01 AM,0.3001,50.445
759,07/14/18 09:00:01 AM,0.2997,50.268
760,07/14/18 10:00:01 AM,0.2997,50.621
761,07/14/18 11:00:01 AM,0.2994,51.458
762,07/14/18 12:00:01 PM,0.2990,52.860
763,07/14/18 01:00:01 PM,0.2979,54.734
764,07/14/18 02:00:01 PM,0.2973,56.944
765,07/14/18 03:00:01 PM,0.2973,58.885
766,07/14/18 04:00:01 PM,0.2966,60.260
767,07/14/18 05:00:01 PM,0.2959,61.376
768,07/14/18 06:00:01 PM,0.2952,61.977
769,07/14/18 07:00:01 PM,0.2949,61.891
770,07/14/18 08:00:01 PM,0.2946,61.248
771,07/14/18 09:00:01 PM,0.2942,60.390
772,07/14/18 10:00:01 PM,0.2942,59.486
773,07/14/18 11:00:01 PM,0.2938,58.626
774,07/15/18 12:00:01 AM,0.2938,57.807
775,07/15/18 01:00:01 AM,0.2938,57.074
776,07/15/18 02:00:01 AM,0.2935,56.426
777,07/15/18 03:00:01 AM,0.2935,55.819
778,07/15/18 04:00:01 AM,0.2932,55.299
779,07/15/18 05:00:01 AM,0.2932,54.820
780,07/15/18 06:00:01 AM,0.2928,54.387
781,07/15/18 07:00:01 AM,0.2932,53.994
782,07/15/18 08:00:01 AM,0.2928,53.645
783,07/15/18 09:00:01 AM,0.2928,53.427
784,07/15/18 10:00:01 AM,0.2925,53.384
785,07/15/18 11:00:01 AM,0.2925,53.427
786,07/15/18 12:00:01 PM,0.2919,53.690
787,07/15/18 01:00:01 PM,0.2919,54.169
788,07/15/18 02:00:01 PM,0.2914,54.952
789,07/15/18 03:00:01 PM,0.2908,55.949
790,07/15/18 04:00:01 PM,0.2901,57.074
791,07/15/18 05:00:01 PM,0.2898,57.936
792,07/15/18 06:00:01 PM,0.2976,57.979
793,07/15/18 07:00:01 PM,0.2976,57.549
794,07/15/18 08:00:01 PM,0.2979,56.988
795,07/15/18 09:00:01 PM,0.2984,56.512
796,07/15/18 10:00:01 PM,0.2987,55.992
797,07/15/18 11:00:01 PM,0.2987,55.386
798,07/16/18 12:00:01 AM,0.2987,54.734
799,07/16/18 01:00:01 AM,0.2990,54.126
800,07/16/18 02:00:01 AM,0.2987,53.472
801,07/16/18 03:00:01 AM,0.2987,52.947
802,07/16/18 04:00:01 AM,0.2990,52.291
803,07/16/18 05:00:01 AM,0.2987,51.678
804,07/16/18 06:00:01 AM,0.2987,50.974
805,07/16/18 07:00:01 AM,0.2987,50.400
806,07/16/18 08:00:01 AM,0.2987,49.914
807,07/16/18 09:00:01 AM,0.2990,49.737
808,07/16/18 10:00:01 AM,0.2990,50.092
809,07/16/18 11:00:01 AM,0.2990,50.974
810,07/16/18 12:00:01 PM,0.2987,52.466
811,07/16/18 01:00:01 PM,0.2984,54.212
812,07/16/18 02:00:01 PM,0.2976,55.776
813,07/16/18 03:00:01 PM,0.2976,57.333
814,07/16/18 04:00:01 PM,0.2970,58.669
815,07/16/18 05:00:01 PM,0.2963,59.229
816,07/16/18 06:00:01 PM,0.2963,59.358
817,07/16/18 07:00:01 PM,0.2970,59.142
818,07/16/18 08:00:01 PM,0.2976,58.582
819,07/16/18 09:00:01 PM,0.2973,57.893
820,07/16/18 10:00:01 PM,0.2970,57.160
821,07/16/18 11:00:01 PM,0.2966,56.383
822,07/17/18 12:00:01 AM,0.2966,55.602
823,07/17/18 01:00:01 AM,0.2963,54.952
824,07/17/18 02:00:01 AM,0.2963,54.387
825,07/17/18 03:00:01 AM,0.2963,53.820
826,07/17/18 04:00:01 AM,0.2963,53.253
827,07/17/18 05:00:01 AM,0.2963,52.772
828,07/17/18 06:00:01 AM,0.2959,52.291
829,07/17/18 07:00:01 AM,0.2959,51.852
830,07/17/18 08:00:01 AM,0.2952,51.501
831,07/17/18 09:00:01 AM,0.2952,51.370
832,07/17/18 10:00:01 AM,0.2949,51.633
833,07/17/18 11:00:01 AM,0.2949,52.378
834,07/17/18 12:00:01 PM,0.2938,53.645
835,07/17/18 01:00:01 PM,0.2935,55.299
836,07/17/18 02:00:01 PM,0.2928,57.247
837,07/17/18 03:00:01 PM,0.2919,59.185
838,07/17/18 04:00:01 PM,0.2911,60.775
839,07/17/18 05:00:01 PM,0.2908,61.677
840,07/17/18 06:00:01 PM,0.2919,61.804
841,07/17/18 07:00:01 PM,0.2919,61.205
842,07/17/18 08:00:01 PM,0.2914,60.433
843,07/17/18 09:00:01 PM,0.2911,59.572
844,07/17/18 10:00:01 PM,0.2908,58.626
845,07/17/18 11:00:01 PM,0.2904,57.636
846,07/18/18 12:00:01 AM,0.2904,56.642
847,07/18/18 01:00:01 AM,0.2901,55.733
848,07/18/18 02:00:01 AM,0.2901,54.865
849,07/18/18 03:00:01 AM,0.2901,54.037
850,07/18/18 04:00:01 AM,0.2901,53.341
851,07/18/18 05:00:01 AM,0.2898,52.686
852,07/18/18 06:00:01 AM,0.2898,52.072
853,07/18/18 07:00:01 AM,0.2898,51.589
854,07/18/18 08:00:01 AM,0.2895,51.193
855,07/18/18 09:00:01 AM,0.2890,51.062
856,07/18/18 10:00:01 AM,0.2887,51.370
857,07/18/18 11:00:01 AM,0.2884,52.160
858,07/18/18 12:00:01 PM,0.2874,53.472
859,07/18/18 01:00:01 PM,0.2871,55.299
860,07/18/18 02:00:01 PM,0.2861,57.247
861,07/18/18 03:00:01 PM,0.2853,58.928
862,07/18/18 04:00:01 PM,0.2844,60.174
863,07/18/18 05:00:01 PM,0.2837,61.075
864,07/18/18 06:00:01 PM,0.2827,61.462
865,07/18/18 07:00:01 PM,0.2821,61.333
866,07/18/18 08:00:01 PM,0.2824,60.775
867,07/18/18 09:00:01 PM,0.2817,59.959
868,07/18/18 10:00:01 PM,0.2817,59.014
869,07/18/18 11:00:01 PM,0.2813,58.109
870,07/19/18 12:00:01 AM,0.2813,57.160
871,07/19/18 01:00:01 AM,0.2813,56.295
872,07/19/18 02:00:01 AM,0.2813,55.515
873,07/19/18 03:00:01 AM,0.2813,54.734
874,07/19/18 04:00:01 AM,0.2810,53.994
875,07/19/18 05:00:01 AM,0.2813,53.341
876,07/19/18 06:00:01 AM,0.2813,52.686
877,07/19/18 07:00:01 AM,0.2806,52.115
878,07/19/18 08:00:01 AM,0.2810,51.678
879,07/19/18 09:00:01 AM,0.2806,51.589
880,07/19/18 10:00:01 AM,0.2800,51.984
881,07/19/18 11:00:01 AM,0.2793,52.860
882,07/19/18 12:00:01 PM,0.2783,54.126
883,07/19/18 01:00:01 PM,0.2776,55.776
884,07/19/18 02:00:01 PM,0.2766,57.549
885,07/19/18 03:00:01 PM,0.2753,59.401
886,07/19/18 04:00:01 PM,0.2739,60.861
887,07/19/18 05:00:01 PM,0.2732,61.633
888,07/19/18 06:00:01 PM,0.2722,61.761
889,07/19/18 07:00:01 PM,0.2715,61.547
890,07/19/18 08:00:01 PM,0.2712,61.032
891,07/19/18 09:00:01 PM,0.2708,60.260
892,07/19/18 10:00:01 PM,0.2712,59.358
893,07/19/18 11:00:01 PM,0.2705,58.455
894,07/20/18 12:00:01 AM,0.2708,57.592
895,07/20/18 01:00:01 AM,0.2701,56.815
896,07/20/18 02:00:01 AM,0.2705,56.079
897,07/20/18 03:00:01 AM,0.2701,55.429
898,07/20/18 04:00:01 AM,0.2698,54.777
899,07/20/18 05:00:01 AM,0.2698,54.126
900,07/20/18 06:00:01 AM,0.2698,53.515
901,07/20/18 07:00:01 AM,0.2698,53.035
902,07/20/18 08:00:01 AM,0.2698,52.729
903,07/20/18 09:00:01 AM,0.2691,52.729
904,07/20/18 10:00:01 AM,0.2687,53.078
905,07/20/18 11:00:01 AM,0.2694,53.865
906,07/20/18 12:00:01 PM,0.2684,54.909
907,07/20/18 01:00:01 PM,0.2673,56.251
908,07/20/18 02:00:01 PM,0.2660,57.807
909,07/20/18 03:00:01 PM,0.2650,59.014
910,07/20/18 04:00:01 PM,0.2642,59.572
911,07/20/18 05:00:01 PM,0.2635,59.616
912,07/20/18 06:00:01 PM,0.2632,59.486
913,07/20/18 07:00:01 PM,0.2632,59.229
914,07/20/18 08:00:01 PM,0.2628,58.928
915,07/20/18 09:00:01 PM,0.2635,58.368
916,07/20/18 10:00:01 PM,0.2632,57.679
917,07/20/18 11:00:01 PM,0.2632,56.901
918,07/21/18 12:00:01 AM,0.2632,56.122
919,07/21/18 01:00:01 AM,0.2635,55.342
920,07/21/18 02:00:01 AM,0.2632,54.561
921,07/21/18 03:00:01 AM,0.2635,53.908
922,07/21/18 04:00:01 AM,0.2635,53.253
923,07/21/18 05:00:01 AM,0.2635,52.641
924,07/21/18 06:00:01 AM,0.2632,52.072
925,07/21/18 07:00:01 AM,0.2632,51.544
926,07/21/18 08:00:01 AM,0.2624,51.237
927,07/21/18 09:00:01 AM,0.2624,51.193
928,07/21/18 10:00:01 AM,0.2621,51.633
929,07/21/18 11:00:01 AM,0.2615,52.554
930,07/21/18 12:00:01 PM,0.2600,53.951
931,07/21/18 01:00:01 PM,0.2585,55.863
932,07/21/18 02:00:01 PM,0.2571,58.109
933,07/21/18 03:00:01 PM,0.2557,60.303
934,07/21/18 04:00:01 PM,0.2546,62.019
935,07/21/18 05:00:01 PM,0.2532,63.048
936,07/21/18 06:00:01 PM,0.2528,63.433
937,07/21/18 07:00:01 PM,0.2524,63.219
938,07/21/18 08:00:01 PM,0.2528,62.704
939,07/21/18 09:00:01 PM,0.2528,61.934
940,07/21/18 10:00:01 PM,0.2528,61.032
941,07/21/18 11:00:01 PM,0.2532,60.003
942,07/22/18 12:00:01 AM,0.2532,59.056
943,07/22/18 01:00:01 AM,0.2532,58.195
944,07/22/18 02:00:01 AM,0.2534,57.506
945,07/22/18 03:00:01 AM,0.2532,56.944
946,07/22/18 04:00:01 AM,0.2532,56.469
947,07/22/18 05:00:01 AM,0.2532,55.992
948,07/22/18 06:00:01 AM,0.2534,55.429
949,07/22/18 07:00:01 AM,0.2532,54.820
950,07/22/18 08:00:01 AM,0.2528,54.387
951,07/22/18 09:00:01 AM,0.2524,54.255
952,07/22/18 10:00:01 AM,0.2520,54.604
953,07/22/18 11:00:01 AM,0.2509,55.299
954,07/22/18 12:00:01 PM,0.2498,56.469
955,07/22/18 01:00:01 PM,0.2483,58.109
956,07/22/18 02:00:01 PM,0.2468,60.089
957,07/22/18 03:00:01 PM,0.2452,62.148
958,07/22/18 04:00:01 PM,0.2441,63.775
959,07/22/18 05:00:01 PM,0.2430,64.845
960,07/22/18 06:00:01 PM,0.2421,65.188
961,07/22/18 07:00:01 PM,0.2414,64.974
962,07/22/18 08:00:01 PM,0.2418,64.418
963,07/22/18 09:00:01 PM,0.2425,63.604
964,07/22/18 10:00:01 PM,0.2456,62.704
965,07/22/18 11:00:01 PM,0.2471,61.761
966,07/23/18 12:00:01 AM,0.2471,60.861
967,07/23/18 01:00:01 AM,0.2471,60.003
968,07/23/18 02:00:01 AM,0.2475,59.142
969,07/23/18 03:00:01 AM,0.2475,58.368
970,07/23/18 04:00:01 AM,0.2475,57.549
971,07/23/18 05:00:01 AM,0.2475,56.772
972,07/23/18 06:00:01 AM,0.2475,55.949
973,07/23/18 07:00:01 AM,0.2471,55.213
974,07/23/18 08:00:01 AM,0.2468,54.648
975,07/23/18 09:00:01 AM,0.2464,54.387
976,07/23/18 10:00:01 AM,0.2460,54.604
977,07/23/18 11:00:01 AM,0.2452,55.386
978,07/23/18 12:00:01 PM,0.2441,56.556
979,07/23/18 01:00:01 PM,0.2425,58.109
980,07/23/18 02:00:01 PM,0.2418,59.830
981,07/23/18 03:00:01 PM,0.2399,61.506
982,07/23/18 04:00:01 PM,0.2387,62.919
983,07/23/18 05:00:01 PM,0.2379,63.819
984,07/23/18 06:00:01 PM,0.2371,63.990
985,07/23/18 07:00:01 PM,0.2367,63.732
986,07/23/18 08:00:01 PM,0.2367,63.176
987,07/23/18 09:00:01 PM,0.2367,62.406
988,07/23/18 10:00:01 PM,0.2371,61.547
989,07/23/18 11:00:01 PM,0.2371,60.647
990,07/24/18 12:00:01 AM,0.2371,59.745
991,07/24/18 01:00:01 AM,0.2379,58.885
992,07/24/18 02:00:01 AM,0.2379,58.066
993,07/24/18 03:00:01 AM,0.2383,57.333
994,07/24/18 04:00:01 AM,0.2387,56.599
995,07/24/18 05:00:01 AM,0.2387,55.992
996,07/24/18 06:00:01 AM,0.2387,55.429
997,07/24/18 07:00:01 AM,0.2394,54.909
998,07/24/18 08:00:01 AM,0.2394,54.516
999,07/24/18 09:00:01 AM,0.2383,54.387
1000,07/24/18 10:00:01 AM,0.2374,54.691
1001,07/24/18 11:00:01 AM,0.2367,55.386
1002,07/24/18 12:00:01 PM,0.2358,56.469
1003,07/24/18 01:00:01 PM,0.2351,57.979
1004,07/24/18 02:00:01 PM,0.2330,60.046
1005,07/24/18 03:00:01 PM,0.2315,62.062
1006,07/24/18 04:00:01 PM,0.2311,63.304
1007,07/24/18 05:00:01 PM,0.2306,63.648
1008,07/24/18 06:00:01 PM,0.2306,63.648
1009,07/24/18 07:00:01 PM,0.2303,63.433
1010,07/24/18 08:00:01 PM,0.2303,62.875
1011,07/24/18 09:00:01 PM,0.2306,62.105
1012,07/24/18 10:00:01 PM,0.2303,61.205
1013,07/24/18 11:00:01 PM,0.2311,60.303
1014,07/25/18 12:00:01 AM,0.2327,59.486
1015,07/25/18 01:00:01 AM,0.2327,58.798
1016,07/25/18 02:00:01 AM,0.2327,58.152
1017,07/25/18 03:00:01 AM,0.2327,57.506
1018,07/25/18 04:00:01 AM,0.2330,56.772
1019,07/25/18 05:00:01 AM,0.2330,56.079
1020,07/25/18 06:00:01 AM,0.2330,55.342
1021,07/25/18 07:00:01 AM,0.2335,54.691
1022,07/25/18 08:00:01 AM,0.2318,54.212
1023,07/25/18 09:00:01 AM,0.2318,53.994
1024,07/25/18 10:00:01 AM,0.2311,54.169
1025,07/25/18 11:00:01 AM,0.2311,54.648
1026,07/25/18 12:00:01 PM,0.2299,55.558
1027,07/25/18 01:00:01 PM,0.2291,56.642
1028,07/25/18 02:00:01 PM,0.2282,57.936
1029,07/25/18 03:00:01 PM,0.2269,59.529
1030,07/25/18 04:00:01 PM,0.2257,61.119
1031,07/25/18 05:00:01 PM,0.2306,61.891
1032,07/25/18 06:00:01 PM,0.2291,61.891
1033,07/25/18 07:00:01 PM,0.2291,61.547
1034,07/25/18 08:00:01 PM,0.2294,60.991
1035,07/25/18 09:00:01 PM,0.2303,60.132
1036,07/25/18 10:00:01 PM,0.2303,59.229
1037,07/25/18 11:00:01 PM,0.2303,58.368
1038,07/26/18 12:00:01 AM,0.2306,57.636
1039,07/26/18 01:00:01 AM,0.2306,56.858
1040,07/26/18 02:00:01 AM,0.2303,56.079
1041,07/26/18 03:00:01 AM,0.2306,55.342
1042,07/26/18 04:00:01 AM,0.2306,54.648
1043,07/26/18 05:00:01 AM,0.2306,54.037
1044,07/26/18 06:00:01 AM,0.2306,53.472
1045,07/26/18 07:00:01 AM,0.2306,52.947
1046,07/26/18 08:00:01 AM,0.2303,52.597
1047,07/26/18 09:00:01 AM,0.2299,52.554
1048,07/26/18 10:00:01 AM,0.2291,52.903
1049,07/26/18 11:00:01 AM,0.2286,53.776
1050,07/26/18 12:00:01 PM,0.2277,54.909
1051,07/26/18 01:00:01 PM,0.2282,56.165
1052,07/26/18 02:00:01 PM,0.2269,57.420
1053,07/26/18 03:00:01 PM,0.2262,58.541
1054,07/26/18 04:00:01 PM,0.2254,59.616
1055,07/26/18 05:00:01 PM,0.2249,60.433
1056,07/26/18 06:00:01 PM,0.2241,60.861
1057,07/26/18 07:00:01 PM,0.2241,60.861
1058,07/26/18 08:00:01 PM,0.2237,60.346
1059,07/26/18 09:00:01 PM,0.2241,59.572
1060,07/26/18 10:00:01 PM,0.2241,58.626
1061,07/26/18 11:00:01 PM,0.2245,57.636
1062,07/27/18 12:00:01 AM,0.2249,56.685
1063,07/27/18 01:00:01 AM,0.2249,55.819
1064,07/27/18 02:00:01 AM,0.2249,54.995
1065,07/27/18 03:00:01 AM,0.2257,54.300
1066,07/27/18 04:00:01 AM,0.2257,53.602
1067,07/27/18 05:00:01 AM,0.2266,52.903
1068,07/27/18 06:00:01 AM,0.2269,52.203
1069,07/27/18 07:00:01 AM,0.2266,51.589
1070,07/27/18 08:00:01 AM,0.2257,51.148
1071,07/27/18 09:00:01 AM,0.2257,51.105
1072,07/27/18 10:00:01 AM,0.2254,51.501
1073,07/27/18 11:00:01 AM,0.2245,52.335
1074,07/27/18 12:00:01 PM,0.2241,53.384
1075,07/27/18 01:00:01 PM,0.2237,54.604
1076,07/27/18 02:00:01 PM,0.2219,56.208
1077,07/27/18 03:00:01 PM,0.2216,57.936
1078,07/27/18 04:00:01 PM,0.2219,59.315
1079,07/27/18 05:00:01 PM,0.2262,60.046
1080,07/27/18 06:00:01 PM,0.2266,59.959
1081,07/27/18 07:00:01 PM,0.2266,59.529
1082,07/27/18 08:00:01 PM,0.2318,58.971
1083,07/27/18 09:00:01 PM,0.2327,58.152
1084,07/27/18 10:00:01 PM,0.2327,57.204
1085,07/27/18 11:00:01 PM,0.2330,56.295
1086,07/28/18 12:00:01 AM,0.2330,55.429
1087,07/28/18 01:00:01 AM,0.2330,54.561
1088,07/28/18 02:00:01 AM,0.2330,53.690
1089,07/28/18 03:00:01 AM,0.2327,52.860
1090,07/28/18 04:00:01 AM,0.2330,52.072
1091,07/28/18 05:00:01 AM,0.2327,51.370
1092,07/28/18 06:00:01 AM,0.2330,50.709
1093,07/28/18 07:00:01 AM,0.2330,50.092
1094,07/28/18 08:00:01 AM,0.2327,49.604
1095,07/28/18 09:00:01 AM,0.2330,49.471
1096,07/28/18 10:00:01 AM,0.2323,49.870
1097,07/28/18 11:00:01 AM,0.2315,50.797
1098,07/28/18 12:00:01 PM,0.2306,51.940
1099,07/28/18 01:00:01 PM,0.2318,52.860
1100,07/28/18 02:00:01 PM,0.2315,53.865
1101,07/28/18 03:00:01 PM,0.2294,55.558
1102,07/28/18 04:00:01 PM,0.2282,57.376
1103,07/28/18 05:00:01 PM,0.2277,58.498
1104,07/28/18 06:00:01 PM,0.2291,58.798
1105,07/28/18 07:00:01 PM,0.2739,57.636
1106,07/28/18 08:00:01 PM,0.2756,56.556
1107,07/28/18 09:00:01 PM,0.2766,55.558
1108,07/28/18 10:00:01 PM,0.2770,54.734
1109,07/28/18 11:00:01 PM,0.2773,53.951
1110,07/29/18 12:00:01 AM,0.2776,53.078
1111,07/29/18 01:00:01 AM,0.2776,52.291
1112,07/29/18 02:00:01 AM,0.2776,51.501
1113,07/29/18 03:00:01 AM,0.2776,50.752
1114,07/29/18 04:00:01 AM,0.2776,50.047
1115,07/29/18 05:00:01 AM,0.2776,49.383
1116,07/29/18 06:00:01 AM,0.2773,48.805
1117,07/29/18 07:00:01 AM,0.2776,48.272
1118,07/29/18 08:00:01 AM,0.2776,47.871
1119,07/29/18 09:00:01 AM,0.2776,47.781
1120,07/29/18 10:00:01 AM,0.2770,48.182
1121,07/29/18 11:00:01 AM,0.2766,49.116
1122,07/29/18 12:00:01 PM,0.2756,50.621
1123,07/29/18 01:00:01 PM,0.2749,52.423
1124,07/29/18 02:00:01 PM,0.2739,53.951
1125,07/29/18 03:00:01 PM,0.2732,55.038
1126,07/29/18 04:00:01 PM,0.2732,55.558
1127,07/29/18 05:00:01 PM,0.2726,55.602
1128,07/29/18 06:00:01 PM,0.2715,55.558
1129,07/29/18 07:00:01 PM,0.2712,55.472
1130,07/29/18 08:00:01 PM,0.2708,55.213
1131,07/29/18 09:00:01 PM,0.2705,54.734
1132,07/29/18 10:00:01 PM,0.2708,54.037
1133,07/29/18 11:00:01 PM,0.2705,53.298
1134,07/30/18 12:00:01 AM,0.2701,52.509
1135,07/30/18 01:00:01 AM,0.2701,51.764
1136,07/30/18 02:00:01 AM,0.2698,51.017
1137,07/30/18 03:00:01 AM,0.2698,50.311
1138,07/30/18 04:00:01 AM,0.2691,49.692
1139,07/30/18 05:00:01 AM,0.2691,49.161
1140,07/30/18 06:00:01 AM,0.2687,48.672
1141,07/30/18 07:00:01 AM,0.2684,48.227
1142,07/30/18 08:00:01 AM,0.2684,47.914
1143,07/30/18 09:00:01 AM,0.2677,47.826
1144,07/30/18 10:00:01 AM,0.2673,48.137
1145,07/30/18 11:00:01 AM,0.2660,48.895
1146,07/30/18 12:00:01 PM,0.2650,50.092
1147,07/30/18 01:00:01 PM,0.2632,51.940
1148,07/30/18 02:00:01 PM,0.2618,54.169
1149,07/30/18 03:00:01 PM,0.2604,56.556
1150,07/30/18 04:00:01 PM,0.2592,58.282
1151,07/30/18 05:00:01 PM,0.2582,59.099
1152,07/30/18 06:00:01 PM,0.2571,59.272
1153,07/30/18 07:00:01 PM,0.2564,59.014
1154,07/30/18 08:00:01 PM,0.2560,58.411
1155,07/30/18 09:00:01 PM,0.2560,57.463
1156,07/30/18 10:00:01 PM,0.2557,56.340
1157,07/30/18 11:00:01 PM,0.2553,55.256
1158,07/31/18 12:00:01 AM,0.2553,54.255
1159,07/31/18 01:00:01 AM,0.2550,53.341
1160,07/31/18 02:00:01 AM,0.2546,52.423
1161,07/31/18 03:00:01 AM,0.2546,51.501
1162,07/31/18 04:00:01 AM,0.2550,50.621
1163,07/31/18 05:00:01 AM,0.2546,49.782
1164,07/31/18 06:00:01 AM,0.2538,49.028
1165,07/31/18 07:00:01 AM,0.2534,48.360
1166,07/31/18 08:00:01 AM,0.2534,47.959
1167,07/31/18 09:00:01 AM,0.2524,47.871
1168,07/31/18 10:00:01 AM,0.2516,48.182
1169,07/31/18 11:00:01 AM,0.2505,49.028
1170,07/31/18 12:00:01 PM,0.2483,50.400
1171,07/31/18 01:00:01 PM,0.2468,52.554
1172,07/31/18 02:00:01 PM,0.2441,55.038
1173,07/31/18 03:00:01 PM,0.2421,57.247
1174,07/31/18 04:00:01 PM,0.2418,58.885
1175,07/31/18 05:00:01 PM,0.2406,59.830
1176,07/31/18 06:00:01 PM,0.2390,60.132
1177,07/31/18 07:00:01 PM,0.2390,59.959
1178,07/31/18 08:00:01 PM,0.2390,59.358
1179,07/31/18 09:00:01 PM,0.2390,58.498
1180,07/31/18 10:00:01 PM,0.2387,57.420
1181,07/31/18 11:00:01 PM,0.2387,56.383
1182,08/01/18 12:00:01 AM,0.2387,55.386
1183,08/01/18 01:00:01 AM,0.2387,54.516
1184,08/01/18 02:00:01 AM,0.2383,53.645
1185,08/01/18 03:00:01 AM,0.2387,52.772
1186,08/01/18 04:00:01 AM,0.2383,51.940
1187,08/01/18 05:00:01 AM,0.2383,51.193
1188,08/01/18 06:00:01 AM,0.2383,50.445
1189,08/01/18 07:00:01 AM,0.2379,49.825
1190,08/01/18 08:00:01 AM,0.2374,49.383
1191,08/01/18 09:00:01 AM,0.2371,49.338
1192,08/01/18 10:00:01 AM,0.2367,49.737
1193,08/01/18 11:00:01 AM,0.2351,50.621
1194,08/01/18 12:00:01 PM,0.2335,51.852
1195,08/01/18 01:00:01 PM,0.2323,53.209
1196,08/01/18 02:00:01 PM,0.2306,54.516
1197,08/01/18 03:00:01 PM,0.2303,55.472
1198,08/01/18 04:00:01 PM,0.2299,55.992
1199,08/01/18 05:00:01 PM,0.2291,56.426
1200,08/01/18 06:00:01 PM,0.2282,56.815
1201,08/01/18 07:00:01 PM,0.2282,56.772
1202,08/01/18 08:00:01 PM,0.2282,56.426
1203,08/01/18 09:00:01 PM,0.2286,55.863
1204,08/01/18 10:00:01 PM,0.2286,55.168
1205,08/01/18 11:00:01 PM,0.2282,54.561
1206,08/02/18 12:00:01 AM,0.2286,53.951
1207,08/02/18 01:00:01 AM,0.2286,53.341
1208,08/02/18 02:00:01 AM,0.2286,52.772
1209,08/02/18 03:00:01 AM,0.2286,52.246
1210,08/02/18 04:00:01 AM,0.2286,51.678
1211,08/02/18 05:00:01 AM,0.2286,51.148
1212,08/02/18 06:00:01 AM,0.2286,50.576
1213,08/02/18 07:00:01 AM,0.2286,50.092
1214,08/02/18 08:00:01 AM,0.2282,49.782
1215,08/02/18 09:00:01 AM,0.2282,49.782
1216,08/02/18 10:00:01 AM,0.2277,50.223
1217,08/02/18 11:00:01 AM,0.2269,51.148
1218,08/02/18 12:00:01 PM,0.2249,52.554
1219,08/02/18 01:00:01 PM,0.2249,54.126
1220,08/02/18 02:00:01 PM,0.2241,55.472
1221,08/02/18 03:00:01 PM,0.2232,56.556
1222,08/02/18 04:00:01 PM,0.2219,57.549
1223,08/02/18 05:00:01 PM,0.2219,58.282
1224,08/02/18 06:00:01 PM,0.2219,58.582
1225,08/02/18 07:00:01 PM,0.2216,58.582
1226,08/02/18 08:00:01 PM,0.2219,58.282
1227,08/02/18 09:00:01 PM,0.2224,57.679
