"Plot Title: 20393600_BaldyB2"
"#","Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 20393600, SEN S/N: 20399030, LBL: B2_R)","Temp, °F (LGR S/N: 20393600, SEN S/N: 20399279, LBL: B2_R)"
515,07/04/18 05:00:01 AM,0.2666,51.895
516,07/04/18 06:00:01 AM,0.2666,51.193
517,07/04/18 07:00:01 AM,0.2666,50.533
518,07/04/18 08:00:01 AM,0.2666,50.223
519,07/04/18 09:00:01 AM,0.2666,50.664
520,07/04/18 10:00:01 AM,0.2664,51.852
521,07/04/18 11:00:01 AM,0.2653,53.733
522,07/04/18 12:00:01 PM,0.2650,55.776
523,07/04/18 01:00:01 PM,0.2642,57.333
524,07/04/18 02:00:01 PM,0.2632,58.455
525,07/04/18 03:00:01 PM,0.2628,59.272
526,07/04/18 04:00:01 PM,0.2621,60.260
527,07/04/18 05:00:01 PM,0.2615,60.775
528,07/04/18 06:00:01 PM,0.2611,60.818
529,07/04/18 07:00:01 PM,0.2600,60.517
530,07/04/18 08:00:01 PM,0.2592,59.873
531,07/04/18 09:00:01 PM,0.2592,58.928
532,07/04/18 10:00:01 PM,0.2589,57.893
533,07/04/18 11:00:01 PM,0.2592,56.944
534,07/05/18 12:00:01 AM,0.2589,56.079
535,07/05/18 01:00:01 AM,0.2589,55.342
536,07/05/18 02:00:01 AM,0.2589,54.691
537,07/05/18 03:00:01 AM,0.2589,53.908
538,07/05/18 04:00:01 AM,0.2585,53.209
539,07/05/18 05:00:01 AM,0.2589,52.466
540,07/05/18 06:00:01 AM,0.2589,51.809
541,07/05/18 07:00:01 AM,0.2592,51.237
542,07/05/18 08:00:01 AM,0.2585,51.062
543,07/05/18 09:00:01 AM,0.2585,51.501
544,07/05/18 10:00:01 AM,0.2582,52.554
545,07/05/18 11:00:01 AM,0.2579,54.343
546,07/05/18 12:00:01 PM,0.2564,56.512
547,07/05/18 01:00:01 PM,0.2560,57.765
548,07/05/18 02:00:01 PM,0.2560,58.195
549,07/05/18 03:00:01 PM,0.2550,58.885
550,07/05/18 04:00:01 PM,0.2546,59.014
551,07/05/18 05:00:01 PM,0.2546,58.626
552,07/05/18 06:00:01 PM,0.2546,58.239
553,07/05/18 07:00:01 PM,0.2538,57.893
554,07/05/18 08:00:01 PM,0.2534,57.506
555,07/05/18 09:00:01 PM,0.2534,56.944
556,07/05/18 10:00:01 PM,0.2528,56.340
557,07/05/18 11:00:01 PM,0.2532,55.647
558,07/06/18 12:00:01 AM,0.2532,54.820
559,07/06/18 01:00:01 AM,0.2532,53.994
560,07/06/18 02:00:01 AM,0.2534,53.209
561,07/06/18 03:00:01 AM,0.2534,52.509
562,07/06/18 04:00:01 AM,0.2532,51.895
563,07/06/18 05:00:01 AM,0.2534,51.237
564,07/06/18 06:00:01 AM,0.2532,50.664
565,07/06/18 07:00:01 AM,0.2538,50.092
566,07/06/18 08:00:01 AM,0.2534,49.914
567,07/06/18 09:00:01 AM,0.2534,50.488
568,07/06/18 10:00:01 AM,0.2532,51.764
569,07/06/18 11:00:01 AM,0.2524,53.776
570,07/06/18 12:00:01 PM,0.2516,55.906
571,07/06/18 01:00:01 PM,0.2512,57.333
572,07/06/18 02:00:01 PM,0.2509,58.498
573,07/06/18 03:00:01 PM,0.2502,59.830
574,07/06/18 04:00:01 PM,0.2494,60.948
575,07/06/18 05:00:01 PM,0.2490,61.290
576,07/06/18 06:00:01 PM,0.2487,61.248
577,07/06/18 07:00:01 PM,0.2479,60.904
578,07/06/18 08:00:01 PM,0.2479,60.346
579,07/06/18 09:00:01 PM,0.2475,59.659
580,07/06/18 10:00:01 PM,0.2471,58.755
581,07/06/18 11:00:01 PM,0.2471,57.722
582,07/07/18 12:00:01 AM,0.2471,56.685
583,07/07/18 01:00:01 AM,0.2468,55.690
584,07/07/18 02:00:01 AM,0.2471,54.777
585,07/07/18 03:00:01 AM,0.2471,53.994
586,07/07/18 04:00:01 AM,0.2468,53.209
587,07/07/18 05:00:01 AM,0.2471,52.466
588,07/07/18 06:00:01 AM,0.2471,51.809
589,07/07/18 07:00:01 AM,0.2475,51.193
590,07/07/18 08:00:01 AM,0.2471,50.974
591,07/07/18 09:00:01 AM,0.2475,51.501
592,07/07/18 10:00:01 AM,0.2471,52.729
593,07/07/18 11:00:01 AM,0.2460,54.561
594,07/07/18 12:00:01 PM,0.2452,56.251
595,07/07/18 01:00:01 PM,0.2445,57.850
596,07/07/18 02:00:01 PM,0.2437,59.959
597,07/07/18 03:00:01 PM,0.2434,61.290
598,07/07/18 04:00:01 PM,0.2425,61.633
599,07/07/18 05:00:01 PM,0.2421,61.248
600,07/07/18 06:00:01 PM,0.2406,60.561
601,07/07/18 07:00:01 PM,0.2387,59.616
602,07/07/18 08:00:01 PM,0.2387,58.582
603,07/07/18 09:00:01 PM,0.2387,57.549
604,07/07/18 10:00:01 PM,0.2390,56.642
605,07/07/18 11:00:01 PM,0.2399,55.733
606,07/08/18 12:00:01 AM,0.2394,54.777
607,07/08/18 01:00:01 AM,0.2394,53.908
608,07/08/18 02:00:01 AM,0.2399,53.078
609,07/08/18 03:00:01 AM,0.2399,52.378
610,07/08/18 04:00:01 AM,0.2399,51.678
611,07/08/18 05:00:01 AM,0.2403,51.062
612,07/08/18 06:00:01 AM,0.2403,50.445
613,07/08/18 07:00:01 AM,0.2406,49.959
614,07/08/18 08:00:01 AM,0.2403,49.737
615,07/08/18 09:00:01 AM,0.2399,50.311
616,07/08/18 10:00:01 AM,0.2403,51.544
617,07/08/18 11:00:01 AM,0.2394,53.690
618,07/08/18 12:00:01 PM,0.2390,56.251
619,07/08/18 01:00:01 PM,0.2387,58.885
620,07/08/18 02:00:01 PM,0.2383,60.904
621,07/08/18 03:00:01 PM,0.2383,61.633
622,07/08/18 04:00:01 PM,0.2379,61.162
623,07/08/18 05:00:01 PM,0.2387,60.132
624,07/08/18 06:00:01 PM,0.2387,59.014
625,07/08/18 07:00:01 PM,0.2387,57.936
626,07/08/18 08:00:01 PM,0.2387,57.074
627,07/08/18 09:00:01 PM,0.2390,56.383
628,07/08/18 10:00:01 PM,0.2394,55.647
629,07/08/18 11:00:01 PM,0.2399,54.995
630,07/09/18 12:00:01 AM,0.2403,54.343
631,07/09/18 01:00:01 AM,0.2399,53.776
632,07/09/18 02:00:01 AM,0.2403,53.253
633,07/09/18 03:00:01 AM,0.2399,52.641
634,07/09/18 04:00:01 AM,0.2403,51.940
635,07/09/18 05:00:01 AM,0.2403,51.237
636,07/09/18 06:00:01 AM,0.2403,50.533
637,07/09/18 07:00:01 AM,0.2410,49.825
638,07/09/18 08:00:01 AM,0.2410,49.516
639,07/09/18 09:00:01 AM,0.2406,50.047
640,07/09/18 10:00:01 AM,0.2406,51.458
641,07/09/18 11:00:01 AM,0.2394,53.733
642,07/09/18 12:00:01 PM,0.2394,56.426
643,07/09/18 01:00:01 PM,0.2387,59.142
644,07/09/18 02:00:01 PM,0.2387,61.506
645,07/09/18 03:00:01 PM,0.2387,63.219
646,07/09/18 04:00:01 PM,0.2387,64.033
647,07/09/18 05:00:01 PM,0.2387,64.033
648,07/09/18 06:00:01 PM,0.2383,63.475
649,07/09/18 07:00:01 PM,0.2379,62.577
650,07/09/18 08:00:01 PM,0.2379,61.633
651,07/09/18 09:00:01 PM,0.2379,60.647
652,07/09/18 10:00:01 PM,0.2383,59.616
653,07/09/18 11:00:01 PM,0.2379,58.582
654,07/10/18 12:00:01 AM,0.2387,57.463
655,07/10/18 01:00:01 AM,0.2383,56.426
656,07/10/18 02:00:01 AM,0.2387,55.515
657,07/10/18 03:00:01 AM,0.2390,54.648
658,07/10/18 04:00:01 AM,0.2390,53.820
659,07/10/18 05:00:01 AM,0.2387,53.078
660,07/10/18 06:00:01 AM,0.2390,52.423
661,07/10/18 07:00:01 AM,0.2390,51.852
662,07/10/18 08:00:01 AM,0.2394,51.589
663,07/10/18 09:00:01 AM,0.2394,52.160
664,07/10/18 10:00:01 AM,0.2390,53.515
665,07/10/18 11:00:01 AM,0.2383,55.558
666,07/10/18 12:00:01 PM,0.2374,58.152
667,07/10/18 01:00:01 PM,0.2374,60.647
668,07/10/18 02:00:01 PM,0.2367,62.276
669,07/10/18 03:00:01 PM,0.2363,62.919
670,07/10/18 04:00:01 PM,0.2335,62.148
671,07/10/18 05:00:01 PM,0.2379,60.561
672,07/10/18 06:00:01 PM,0.2374,59.272
673,07/10/18 07:00:01 PM,0.2374,58.455
674,07/10/18 08:00:01 PM,0.2351,57.807
675,07/10/18 09:00:01 PM,0.2358,57.204
676,07/10/18 10:00:01 PM,0.2421,56.426
677,07/10/18 11:00:01 PM,0.2418,55.819
678,07/11/18 12:00:01 AM,0.2421,54.995
679,07/11/18 01:00:01 AM,0.2418,54.255
680,07/11/18 02:00:01 AM,0.2418,53.427
681,07/11/18 03:00:01 AM,0.2418,52.686
682,07/11/18 04:00:01 AM,0.2418,51.984
683,07/11/18 05:00:01 AM,0.2421,51.370
684,07/11/18 06:00:01 AM,0.2418,50.797
685,07/11/18 07:00:01 AM,0.2421,50.268
686,07/11/18 08:00:01 AM,0.2430,50.047
687,07/11/18 09:00:01 AM,0.2421,50.488
688,07/11/18 10:00:01 AM,0.2425,51.809
689,07/11/18 11:00:01 AM,0.2414,53.994
690,07/11/18 12:00:01 PM,0.2406,56.512
691,07/11/18 01:00:01 PM,0.2403,58.368
692,07/11/18 02:00:01 PM,0.2403,59.486
693,07/11/18 03:00:01 PM,0.2379,59.788
694,07/11/18 04:00:01 PM,0.2406,59.185
695,07/11/18 05:00:01 PM,0.2410,58.582
696,07/11/18 06:00:01 PM,0.2410,58.152
697,07/11/18 07:00:01 PM,0.2410,57.636
698,07/11/18 08:00:01 PM,0.2406,57.031
699,07/11/18 09:00:01 PM,0.2410,56.251
700,07/11/18 10:00:01 PM,0.2406,55.558
701,07/11/18 11:00:01 PM,0.2403,54.952
702,07/12/18 12:00:01 AM,0.2403,54.255
703,07/12/18 01:00:01 AM,0.2406,53.690
704,07/12/18 02:00:01 AM,0.2406,53.121
705,07/12/18 03:00:01 AM,0.2418,52.641
706,07/12/18 04:00:01 AM,0.2421,52.246
707,07/12/18 05:00:01 AM,0.2418,51.809
708,07/12/18 06:00:01 AM,0.2418,51.325
709,07/12/18 07:00:01 AM,0.2421,50.841
710,07/12/18 08:00:01 AM,0.2421,50.576
711,07/12/18 09:00:01 AM,0.2418,50.841
712,07/12/18 10:00:01 AM,0.2421,51.764
713,07/12/18 11:00:01 AM,0.2418,52.947
714,07/12/18 12:00:01 PM,0.2410,54.430
715,07/12/18 01:00:01 PM,0.2406,56.079
716,07/12/18 02:00:01 PM,0.2410,56.901
717,07/12/18 03:00:01 PM,0.2406,57.463
718,07/12/18 04:00:01 PM,0.2479,58.023
719,07/12/18 05:00:01 PM,0.2471,58.023
720,07/12/18 06:00:01 PM,0.2468,58.152
721,07/12/18 07:00:01 PM,0.2464,58.109
722,07/12/18 08:00:01 PM,0.2456,57.807
723,07/12/18 09:00:01 PM,0.2464,57.247
724,07/12/18 10:00:01 PM,0.2475,56.556
725,07/12/18 11:00:01 PM,0.2471,55.906
726,07/13/18 12:00:01 AM,0.2471,55.168
727,07/13/18 01:00:01 AM,0.2475,54.430
728,07/13/18 02:00:01 AM,0.2475,53.645
729,07/13/18 03:00:01 AM,0.2475,52.947
730,07/13/18 04:00:01 AM,0.2475,52.335
731,07/13/18 05:00:01 AM,0.2479,51.809
732,07/13/18 06:00:01 AM,0.2487,51.193
733,07/13/18 07:00:01 AM,0.2487,50.576
734,07/13/18 08:00:01 AM,0.2490,50.223
735,07/13/18 09:00:01 AM,0.2494,50.621
736,07/13/18 10:00:01 AM,0.2487,51.895
737,07/13/18 11:00:01 AM,0.2483,53.908
738,07/13/18 12:00:01 PM,0.2479,55.863
739,07/13/18 01:00:01 PM,0.2479,57.247
740,07/13/18 02:00:01 PM,0.2471,58.325
741,07/13/18 03:00:01 PM,0.2475,58.842
742,07/13/18 04:00:01 PM,0.2471,58.971
743,07/13/18 05:00:01 PM,0.2471,59.099
744,07/13/18 06:00:01 PM,0.2475,59.099
745,07/13/18 07:00:01 PM,0.2468,58.885
746,07/13/18 08:00:01 PM,0.2471,58.498
747,07/13/18 09:00:01 PM,0.2475,57.936
748,07/13/18 10:00:01 PM,0.2471,57.333
749,07/13/18 11:00:01 PM,0.2475,56.685
750,07/14/18 12:00:01 AM,0.2475,55.992
751,07/14/18 01:00:01 AM,0.2471,55.386
752,07/14/18 02:00:01 AM,0.2468,54.691
753,07/14/18 03:00:01 AM,0.2475,53.951
754,07/14/18 04:00:01 AM,0.2475,53.298
755,07/14/18 05:00:01 AM,0.2475,52.641
756,07/14/18 06:00:01 AM,0.2479,51.984
757,07/14/18 07:00:01 AM,0.2479,51.282
758,07/14/18 08:00:01 AM,0.2487,50.929
759,07/14/18 09:00:01 AM,0.2490,51.282
760,07/14/18 10:00:01 AM,0.2483,52.641
761,07/14/18 11:00:01 AM,0.2479,54.691
762,07/14/18 12:00:01 PM,0.2471,57.074
763,07/14/18 01:00:01 PM,0.2464,59.358
764,07/14/18 02:00:01 PM,0.2460,61.462
765,07/14/18 03:00:01 PM,0.2452,62.704
766,07/14/18 04:00:01 PM,0.2452,63.005
767,07/14/18 05:00:01 PM,0.2449,63.133
768,07/14/18 06:00:01 PM,0.2441,62.962
769,07/14/18 07:00:01 PM,0.2445,62.406
770,07/14/18 08:00:01 PM,0.2441,61.590
771,07/14/18 09:00:01 PM,0.2445,60.647
772,07/14/18 10:00:01 PM,0.2445,59.702
773,07/14/18 11:00:01 PM,0.2449,58.842
774,07/15/18 12:00:01 AM,0.2441,58.023
775,07/15/18 01:00:01 AM,0.2445,57.376
776,07/15/18 02:00:01 AM,0.2445,56.685
777,07/15/18 03:00:01 AM,0.2441,56.122
778,07/15/18 04:00:01 AM,0.2437,55.647
779,07/15/18 05:00:01 AM,0.2441,55.168
780,07/15/18 06:00:01 AM,0.2449,54.691
781,07/15/18 07:00:01 AM,0.2445,54.300
782,07/15/18 08:00:01 AM,0.2445,53.951
783,07/15/18 09:00:01 AM,0.2445,53.776
784,07/15/18 10:00:01 AM,0.2445,53.776
785,07/15/18 11:00:01 AM,0.2449,53.908
786,07/15/18 12:00:01 PM,0.2449,54.212
787,07/15/18 01:00:01 PM,0.2449,54.865
788,07/15/18 02:00:01 PM,0.2449,55.819
789,07/15/18 03:00:01 PM,0.2445,56.901
790,07/15/18 04:00:01 PM,0.2441,57.979
791,07/15/18 05:00:01 PM,0.2434,58.712
792,07/15/18 06:00:01 PM,0.2479,58.282
793,07/15/18 07:00:01 PM,0.2456,57.893
794,07/15/18 08:00:01 PM,0.2479,57.333
795,07/15/18 09:00:01 PM,0.2475,56.815
796,07/15/18 10:00:01 PM,0.2479,56.251
797,07/15/18 11:00:01 PM,0.2483,55.558
798,07/16/18 12:00:01 AM,0.2483,54.865
799,07/16/18 01:00:01 AM,0.2479,54.169
800,07/16/18 02:00:01 AM,0.2479,53.559
801,07/16/18 03:00:01 AM,0.2487,52.947
802,07/16/18 04:00:01 AM,0.2483,52.335
803,07/16/18 05:00:01 AM,0.2487,51.633
804,07/16/18 06:00:01 AM,0.2490,51.017
805,07/16/18 07:00:01 AM,0.2490,50.356
806,07/16/18 08:00:01 AM,0.2494,50.002
807,07/16/18 09:00:01 AM,0.2494,50.400
808,07/16/18 10:00:01 AM,0.2494,51.633
809,07/16/18 11:00:01 AM,0.2487,53.733
810,07/16/18 12:00:01 PM,0.2479,56.426
811,07/16/18 01:00:01 PM,0.2475,58.411
812,07/16/18 02:00:01 PM,0.2471,59.788
813,07/16/18 03:00:01 PM,0.2471,60.948
814,07/16/18 04:00:01 PM,0.2479,61.506
815,07/16/18 05:00:01 PM,0.2479,61.462
816,07/16/18 06:00:01 PM,0.2479,61.205
817,07/16/18 07:00:01 PM,0.2479,60.733
818,07/16/18 08:00:01 PM,0.2483,59.959
819,07/16/18 09:00:01 PM,0.2483,59.099
820,07/16/18 10:00:01 PM,0.2479,58.195
821,07/16/18 11:00:01 PM,0.2483,57.247
822,07/17/18 12:00:01 AM,0.2487,56.340
823,07/17/18 01:00:01 AM,0.2479,55.647
824,07/17/18 02:00:01 AM,0.2483,54.995
825,07/17/18 03:00:01 AM,0.2487,54.343
826,07/17/18 04:00:01 AM,0.2487,53.776
827,07/17/18 05:00:01 AM,0.2483,53.209
828,07/17/18 06:00:01 AM,0.2487,52.729
829,07/17/18 07:00:01 AM,0.2487,52.203
830,07/17/18 08:00:01 AM,0.2487,51.852
831,07/17/18 09:00:01 AM,0.2490,52.072
832,07/17/18 10:00:01 AM,0.2483,53.121
833,07/17/18 11:00:01 AM,0.2475,54.820
834,07/17/18 12:00:01 PM,0.2475,57.117
835,07/17/18 01:00:01 PM,0.2471,59.185
836,07/17/18 02:00:01 PM,0.2468,60.948
837,07/17/18 03:00:01 PM,0.2464,62.533
838,07/17/18 04:00:01 PM,0.2456,63.347
839,07/17/18 05:00:01 PM,0.2452,63.390
840,07/17/18 06:00:01 PM,0.2456,62.791
841,07/17/18 07:00:01 PM,0.2452,61.891
842,07/17/18 08:00:01 PM,0.2452,60.948
843,07/17/18 09:00:01 PM,0.2452,59.959
844,07/17/18 10:00:01 PM,0.2452,58.928
845,07/17/18 11:00:01 PM,0.2456,57.850
846,07/18/18 12:00:01 AM,0.2452,56.772
847,07/18/18 01:00:01 AM,0.2452,55.819
848,07/18/18 02:00:01 AM,0.2456,54.952
849,07/18/18 03:00:01 AM,0.2456,54.082
850,07/18/18 04:00:01 AM,0.2456,53.384
851,07/18/18 05:00:01 AM,0.2456,52.729
852,07/18/18 06:00:01 AM,0.2460,52.072
853,07/18/18 07:00:01 AM,0.2460,51.544
854,07/18/18 08:00:01 AM,0.2456,51.325
855,07/18/18 09:00:01 AM,0.2452,51.721
856,07/18/18 10:00:01 AM,0.2452,52.860
857,07/18/18 11:00:01 AM,0.2449,54.777
858,07/18/18 12:00:01 PM,0.2441,57.117
859,07/18/18 01:00:01 PM,0.2437,59.529
860,07/18/18 02:00:01 PM,0.2430,61.547
861,07/18/18 03:00:01 PM,0.2425,62.791
862,07/18/18 04:00:01 PM,0.2421,63.219
863,07/18/18 05:00:01 PM,0.2418,63.219
864,07/18/18 06:00:01 PM,0.2418,62.875
865,07/18/18 07:00:01 PM,0.2414,62.362
866,07/18/18 08:00:01 PM,0.2414,61.506
867,07/18/18 09:00:01 PM,0.2410,60.561
868,07/18/18 10:00:01 PM,0.2410,59.529
869,07/18/18 11:00:01 PM,0.2414,58.541
870,07/19/18 12:00:01 AM,0.2414,57.549
871,07/19/18 01:00:01 AM,0.2418,56.685
872,07/19/18 02:00:01 AM,0.2414,55.863
873,07/19/18 03:00:01 AM,0.2418,55.038
874,07/19/18 04:00:01 AM,0.2414,54.300
875,07/19/18 05:00:01 AM,0.2414,53.645
876,07/19/18 06:00:01 AM,0.2414,52.992
877,07/19/18 07:00:01 AM,0.2418,52.335
878,07/19/18 08:00:01 AM,0.2414,52.029
879,07/19/18 09:00:01 AM,0.2418,52.335
880,07/19/18 10:00:01 AM,0.2406,53.472
881,07/19/18 11:00:01 AM,0.2403,55.472
882,07/19/18 12:00:01 PM,0.2390,57.893
883,07/19/18 01:00:01 PM,0.2390,60.174
884,07/19/18 02:00:01 PM,0.2383,61.761
885,07/19/18 03:00:01 PM,0.2379,63.219
886,07/19/18 04:00:01 PM,0.2371,63.946
887,07/19/18 05:00:01 PM,0.2371,63.862
888,07/19/18 06:00:01 PM,0.2371,63.390
889,07/19/18 07:00:01 PM,0.2363,62.704
890,07/19/18 08:00:01 PM,0.2358,61.934
891,07/19/18 09:00:01 PM,0.2363,60.948
892,07/19/18 10:00:01 PM,0.2363,59.916
893,07/19/18 11:00:01 PM,0.2363,58.928
894,07/20/18 12:00:01 AM,0.2363,57.979
895,07/20/18 01:00:01 AM,0.2363,57.160
896,07/20/18 02:00:01 AM,0.2363,56.426
897,07/20/18 03:00:01 AM,0.2367,55.733
898,07/20/18 04:00:01 AM,0.2363,55.038
899,07/20/18 05:00:01 AM,0.2363,54.343
900,07/20/18 06:00:01 AM,0.2363,53.690
901,07/20/18 07:00:01 AM,0.2367,53.166
902,07/20/18 08:00:01 AM,0.2358,52.903
903,07/20/18 09:00:01 AM,0.2358,53.209
904,07/20/18 10:00:01 AM,0.2355,54.126
905,07/20/18 11:00:01 AM,0.2347,55.647
906,07/20/18 12:00:01 PM,0.2339,57.420
907,07/20/18 01:00:01 PM,0.2335,59.185
908,07/20/18 02:00:01 PM,0.2323,61.075
909,07/20/18 03:00:01 PM,0.2318,62.191
910,07/20/18 04:00:01 PM,0.2315,62.319
911,07/20/18 05:00:01 PM,0.2311,62.019
912,07/20/18 06:00:01 PM,0.2311,61.590
913,07/20/18 07:00:01 PM,0.2311,61.162
914,07/20/18 08:00:01 PM,0.2306,60.604
915,07/20/18 09:00:01 PM,0.2311,59.916
916,07/20/18 10:00:01 PM,0.2311,59.014
917,07/20/18 11:00:01 PM,0.2311,58.023
918,07/21/18 12:00:01 AM,0.2315,57.117
919,07/21/18 01:00:01 AM,0.2315,56.251
920,07/21/18 02:00:01 AM,0.2315,55.429
921,07/21/18 03:00:01 AM,0.2315,54.691
922,07/21/18 04:00:01 AM,0.2318,53.994
923,07/21/18 05:00:01 AM,0.2315,53.341
924,07/21/18 06:00:01 AM,0.2318,52.729
925,07/21/18 07:00:01 AM,0.2318,52.160
926,07/21/18 08:00:01 AM,0.2315,51.895
927,07/21/18 09:00:01 AM,0.2311,52.378
928,07/21/18 10:00:01 AM,0.2303,53.690
929,07/21/18 11:00:01 AM,0.2294,55.733
930,07/21/18 12:00:01 PM,0.2286,58.411
931,07/21/18 01:00:01 PM,0.2277,61.205
932,07/21/18 02:00:01 PM,0.2266,63.648
933,07/21/18 03:00:01 PM,0.2262,65.403
934,07/21/18 04:00:01 PM,0.2254,66.173
935,07/21/18 05:00:01 PM,0.2245,66.173
936,07/21/18 06:00:01 PM,0.2245,65.788
937,07/21/18 07:00:01 PM,0.2241,65.059
938,07/21/18 08:00:01 PM,0.2245,64.161
939,07/21/18 09:00:01 PM,0.2241,63.133
940,07/21/18 10:00:01 PM,0.2245,62.105
941,07/21/18 11:00:01 PM,0.2245,60.991
942,07/22/18 12:00:01 AM,0.2245,59.959
943,07/22/18 01:00:01 AM,0.2245,59.014
944,07/22/18 02:00:01 AM,0.2245,58.325
945,07/22/18 03:00:01 AM,0.2241,57.765
946,07/22/18 04:00:01 AM,0.2245,57.290
947,07/22/18 05:00:01 AM,0.2249,56.815
948,07/22/18 06:00:01 AM,0.2254,56.208
949,07/22/18 07:00:01 AM,0.2249,55.515
950,07/22/18 08:00:01 AM,0.2241,55.125
951,07/22/18 09:00:01 AM,0.2237,55.515
952,07/22/18 10:00:01 AM,0.2229,56.599
953,07/22/18 11:00:01 AM,0.2219,58.411
954,07/22/18 12:00:01 PM,0.2216,60.690
955,07/22/18 01:00:01 PM,0.2203,63.176
956,07/22/18 02:00:01 PM,0.2195,65.359
957,07/22/18 03:00:01 PM,0.2182,66.900
958,07/22/18 04:00:01 PM,0.2182,67.586
959,07/22/18 05:00:01 PM,0.2174,67.500
960,07/22/18 06:00:01 PM,0.2174,66.857
961,07/22/18 07:00:01 PM,0.2164,66.087
962,07/22/18 08:00:01 PM,0.2169,65.273
963,07/22/18 09:00:01 PM,0.2169,64.332
964,07/22/18 10:00:01 PM,0.2153,63.390
965,07/22/18 11:00:01 PM,0.2134,62.447
966,07/23/18 12:00:01 AM,0.2143,61.506
967,07/23/18 01:00:01 AM,0.2143,60.604
968,07/23/18 02:00:01 AM,0.2148,59.702
969,07/23/18 03:00:01 AM,0.2153,58.842
970,07/23/18 04:00:01 AM,0.2153,57.979
971,07/23/18 05:00:01 AM,0.2153,57.117
972,07/23/18 06:00:01 AM,0.2156,56.251
973,07/23/18 07:00:01 AM,0.2161,55.429
974,07/23/18 08:00:01 AM,0.2153,54.952
975,07/23/18 09:00:01 AM,0.2153,55.299
976,07/23/18 10:00:01 AM,0.2148,56.556
977,07/23/18 11:00:01 AM,0.2139,58.455
978,07/23/18 12:00:01 PM,0.2134,60.690
979,07/23/18 01:00:01 PM,0.2131,62.875
980,07/23/18 02:00:01 PM,0.2122,64.632
981,07/23/18 03:00:01 PM,0.2109,65.788
982,07/23/18 04:00:01 PM,0.2104,66.385
983,07/23/18 05:00:01 PM,0.2109,66.301
984,07/23/18 06:00:01 PM,0.2104,65.745
985,07/23/18 07:00:01 PM,0.2109,65.017
986,07/23/18 08:00:01 PM,0.2109,64.161
987,07/23/18 09:00:01 PM,0.2109,63.262
988,07/23/18 10:00:01 PM,0.2112,62.276
989,07/23/18 11:00:01 PM,0.2112,61.333
990,07/24/18 12:00:01 AM,0.2117,60.390
991,07/24/18 01:00:01 AM,0.2117,59.445
992,07/24/18 02:00:01 AM,0.2122,58.582
993,07/24/18 03:00:01 AM,0.2122,57.807
994,07/24/18 04:00:01 AM,0.2122,57.031
995,07/24/18 05:00:01 AM,0.2126,56.340
996,07/24/18 06:00:01 AM,0.2122,55.776
997,07/24/18 07:00:01 AM,0.2122,55.256
998,07/24/18 08:00:01 AM,0.2117,54.952
999,07/24/18 09:00:01 AM,0.2112,55.256
1000,07/24/18 10:00:01 AM,0.2109,56.340
1001,07/24/18 11:00:01 AM,0.2104,57.893
1002,07/24/18 12:00:01 PM,0.2095,59.788
1003,07/24/18 01:00:01 PM,0.2087,61.977
1004,07/24/18 02:00:01 PM,0.2083,64.204
1005,07/24/18 03:00:01 PM,0.2073,66.000
1006,07/24/18 04:00:01 PM,0.2078,66.643
1007,07/24/18 05:00:01 PM,0.2073,66.301
1008,07/24/18 06:00:01 PM,0.2078,65.745
1009,07/24/18 07:00:01 PM,0.2078,64.931
1010,07/24/18 08:00:01 PM,0.2073,63.990
1011,07/24/18 09:00:01 PM,0.2078,63.005
1012,07/24/18 10:00:01 PM,0.2078,62.019
1013,07/24/18 11:00:01 PM,0.2078,61.032
1014,07/25/18 12:00:01 AM,0.2078,60.174
1015,07/25/18 01:00:01 AM,0.2083,59.486
1016,07/25/18 02:00:01 AM,0.2083,58.798
1017,07/25/18 03:00:01 AM,0.2083,58.066
1018,07/25/18 04:00:01 AM,0.2083,57.333
1019,07/25/18 05:00:01 AM,0.2092,56.512
1020,07/25/18 06:00:01 AM,0.2092,55.733
1021,07/25/18 07:00:01 AM,0.2087,54.995
1022,07/25/18 08:00:01 AM,0.2087,54.561
1023,07/25/18 09:00:01 AM,0.2083,54.691
1024,07/25/18 10:00:01 AM,0.2083,55.125
1025,07/25/18 11:00:01 AM,0.2078,55.819
1026,07/25/18 12:00:01 PM,0.2070,57.204
1027,07/25/18 01:00:01 PM,0.2064,58.928
1028,07/25/18 02:00:01 PM,0.2056,60.132
1029,07/25/18 03:00:01 PM,0.2052,61.590
1030,07/25/18 04:00:01 PM,0.2047,62.875
1031,07/25/18 05:00:01 PM,0.2038,63.219
1032,07/25/18 06:00:01 PM,0.2038,62.620
1033,07/25/18 07:00:01 PM,0.2038,61.891
1034,07/25/18 08:00:01 PM,0.2043,61.075
1035,07/25/18 09:00:01 PM,0.2047,60.089
1036,07/25/18 10:00:01 PM,0.2047,59.099
1037,07/25/18 11:00:01 PM,0.2047,58.239
1038,07/26/18 12:00:01 AM,0.2052,57.549
1039,07/26/18 01:00:01 AM,0.2056,56.815
1040,07/26/18 02:00:01 AM,0.2056,55.992
1041,07/26/18 03:00:01 AM,0.2056,55.213
1042,07/26/18 04:00:01 AM,0.2061,54.473
1043,07/26/18 05:00:01 AM,0.2061,53.820
1044,07/26/18 06:00:01 AM,0.2061,53.253
1045,07/26/18 07:00:01 AM,0.2061,52.729
