Plot Title: 9735537_SM_USA_C2_trmt,,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","PAR, uE (LGR S/N: 9735537, SEN S/N: 9700890, LBL: C2_L)","PAR, uE (LGR S/N: 9735537, SEN S/N: 9700891, LBL: C2_L)","PAR, uE (LGR S/N: 9735537, SEN S/N: 9700896, LBL: C2_R)","Temp, °F (LGR S/N: 9735537, SEN S/N: 9719165, LBL: C2)","Temp, °F (LGR S/N: 9735537, SEN S/N: 9721324, LBL: C2)","RH, % (LGR S/N: 9735537, SEN S/N: 9721324, LBL: C2)","Voltage, V (LGR S/N: 9735537, SEN S/N: 9725485)","Solar Radiation, W/m² (LGR S/N: 9735537, SEN S/N: 9734409, LBL: C2_L)","Solar Radiation, W/m² (LGR S/N: 9735537, SEN S/N: 9734412, LBL: C2_L)","Solar Radiation, W/m² (LGR S/N: 9735537, SEN S/N: 9734416, LBL: C2_R)","Water Content, m³/m³ (LGR S/N: 9735537, SEN S/N: 20152214, LBL: C2_R)","Water Content, m³/m³ (LGR S/N: 9735537, SEN S/N: 20152224, LBL: C2_L)","Batt, V (LGR S/N: 9735537)"
7802,7/24/18 16:10,21.2,596.2,21.2,69.728,65.658,1,-0.2039,296.9,29.4,34.4,0.0722,0.1361,4.363
7803,7/24/18 16:20,21.2,568.7,18.7,69.814,66.344,1,-0.2039,284.4,28.1,33.1,0.0722,0.1361,4.363
7804,7/24/18 16:30,18.7,528.7,18.7,69.858,65.444,1,-0.2039,265.6,26.9,30.6,0.0722,0.1361,4.381
7805,7/24/18 16:40,21.2,568.7,18.7,69.858,65.615,1,-0.2039,289.4,29.4,34.4,0.0722,0.1361,4.363
7806,7/24/18 16:50,23.7,626.2,21.2,69.858,66.173,1,-0.2039,316.9,31.9,35.6,0.0722,0.1361,4.363
7807,7/24/18 17:00,18.7,521.2,16.2,69.858,65.188,1,-0.2039,253.1,25.6,29.4,0.0722,0.1361,4.381
7808,7/24/18 17:10,18.7,621.2,11.2,69.814,65.574,1,-0.2039,281.9,24.4,20.6,0.0722,0.1357,4.369
7809,7/24/18 17:20,11.2,348.7,8.7,69.771,65.444,1,-0.2039,154.4,14.4,13.1,0.0722,0.1361,4.363
7810,7/24/18 17:30,6.2,193.7,6.2,69.728,64.247,1,-0.2039,73.1,9.4,9.4,0.0715,0.1357,4.369
7811,7/24/18 17:40,8.7,498.7,6.2,69.643,64.503,1,-0.2039,233.1,11.9,11.9,0.0722,0.1361,4.363
7812,7/24/18 17:50,3.7,133.7,3.7,69.6,62.704,1,-0.2039,45.6,4.4,5.6,0.0715,0.1357,4.4
7813,7/24/18 18:00,3.7,216.2,3.7,69.514,62.533,1,-0.2039,89.4,5.6,6.9,0.0715,0.1357,4.393
7814,7/24/18 18:10,3.7,168.7,3.7,69.427,61.119,1,-0.2039,70.6,5.6,6.9,0.0715,0.1361,4.4
7815,7/24/18 18:20,6.2,188.7,3.7,69.3,60.775,1,-0.2039,84.4,8.1,8.1,0.0715,0.1357,4.375
7816,7/24/18 18:30,6.2,201.2,6.2,69.17,60.69,1,-0.2039,94.4,9.4,10.6,0.0715,0.1361,4.393
7817,7/24/18 18:40,3.7,113.7,1.2,68.999,60.517,1,-0.2039,53.1,4.4,5.6,0.0708,0.1357,4.4
7818,7/24/18 18:50,1.2,76.2,1.2,68.828,59.572,1,-0.2039,36.9,3.1,3.1,0.0708,0.1357,4.393
7819,7/24/18 19:00,1.2,51.2,1.2,68.657,58.885,1,-0.2039,25.6,1.9,1.9,0.0708,0.1357,4.387
7820,7/24/18 19:10,1.2,41.2,1.2,68.484,58.669,1,-0.2039,20.6,1.9,1.9,0.0708,0.1361,4.381
7821,7/24/18 19:20,1.2,31.2,1.2,68.313,58.798,1,-0.2039,16.9,0.6,0.6,0.0708,0.1357,4.363
7822,7/24/18 19:30,3.7,106.2,1.2,68.099,58.455,1,-0.2039,61.9,5.6,6.9,0.0708,0.1357,4.393
7823,7/24/18 19:40,1.2,88.7,1.2,67.928,57.893,1,-0.2039,48.1,4.4,5.6,0.0708,0.1352,4.369
7824,7/24/18 19:50,1.2,76.2,1.2,67.714,57.376,1,-0.2039,41.9,4.4,4.4,0.0708,0.1352,4.363
7825,7/24/18 20:00,1.2,48.7,1.2,67.543,55.863,1,-0.2039,26.9,1.9,1.9,0.0708,0.1352,4.375
7826,7/24/18 20:10,1.2,26.2,1.2,67.329,53.776,1,-0.2039,13.1,0.6,0.6,0.0708,0.1352,4.381
7827,7/24/18 20:20,1.2,8.7,1.2,67.158,52.947,1,-0.2039,3.1,0.6,0.6,0.0708,0.1357,4.381
7828,7/24/18 20:30,1.2,3.7,1.2,66.943,51.764,1,-0.2039,0.6,0.6,0.6,0.0708,0.1357,4.381
7829,7/24/18 20:40,1.2,1.2,1.2,66.772,50.929,1,-0.2039,0.6,0.6,0.6,0.0702,0.1357,4.393
7830,7/24/18 20:50,1.2,1.2,1.2,66.558,52.423,1,-0.2039,0.6,0.6,0.6,0.0702,0.1357,4.381
7831,7/24/18 21:00,1.2,1.2,1.2,66.344,51.544,1,-0.2039,0.6,0.6,0.6,0.0702,0.1357,4.369
7832,7/24/18 21:10,1.2,1.2,1.2,66.173,51.633,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.369
7833,7/24/18 21:20,1.2,1.2,1.2,65.916,52.686,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.351
7834,7/24/18 21:30,1.2,1.2,1.2,65.701,54.082,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.375
7835,7/24/18 21:40,1.2,1.2,1.2,65.53,53.69,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.351
7836,7/24/18 21:50,1.2,1.2,1.2,65.316,53.427,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.351
7837,7/24/18 22:00,1.2,1.2,1.2,65.102,52.641,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.351
7838,7/24/18 22:10,1.2,1.2,1.2,64.888,52.378,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.345
7839,7/24/18 22:20,1.2,1.2,1.2,64.674,51.544,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.345
7840,7/24/18 22:30,1.2,1.2,1.2,64.503,51.062,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.345
7841,7/24/18 22:40,1.2,1.2,1.2,64.288,51.764,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.345
7842,7/24/18 22:50,1.2,1.2,1.2,64.117,50.929,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.339
7843,7/24/18 23:00,1.2,1.2,1.2,63.903,51.325,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.339
7844,7/24/18 23:10,1.2,1.2,1.2,63.689,53.035,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.339
7845,7/24/18 23:20,1.2,1.2,1.2,63.518,53.078,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.339
7846,7/24/18 23:30,1.2,1.2,1.2,63.347,51.895,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.339
7847,7/24/18 23:40,1.2,1.2,1.2,63.176,51.282,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.339
7848,7/24/18 23:50,1.2,1.2,1.2,63.005,51.325,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.339
7849,7/25/18 0:00,1.2,1.2,1.2,62.834,49.825,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.339
7850,7/25/18 0:10,1.2,1.2,1.2,62.661,49.471,1,-0.2039,0.6,0.6,0.6,0.0702,0.1357,4.339
7851,7/25/18 0:20,1.2,1.2,1.2,62.49,48.717,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.339
7852,7/25/18 0:30,1.2,1.2,1.2,62.319,49.428,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.339
7853,7/25/18 0:40,1.2,1.2,1.2,62.191,48.983,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.339
7854,7/25/18 0:50,1.2,1.2,1.2,62.019,49.516,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.339
7855,7/25/18 1:00,1.2,1.2,1.2,61.891,50.664,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.339
7856,7/25/18 1:10,1.2,1.2,1.2,61.72,49.782,1,-0.2039,0.6,0.6,0.6,0.0702,0.1352,4.339
7857,7/25/18 1:20,1.2,1.2,1.2,61.59,49.338,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.339
7858,7/25/18 1:30,1.2,1.2,1.2,61.462,49.204,1,-0.2039,0.6,0.6,0.6,0.0695,0.1357,4.339
7859,7/25/18 1:40,1.2,1.2,1.2,61.29,48.805,1,-0.2039,0.6,0.6,0.6,0.0695,0.1357,4.339
7860,7/25/18 1:50,1.2,1.2,1.2,61.162,46.526,1,-0.2039,0.6,0.6,0.6,0.0695,0.1357,4.339
7861,7/25/18 2:00,1.2,1.2,1.2,61.032,45.714,1,-0.2039,0.6,0.6,0.6,0.0695,0.1357,4.339
7862,7/25/18 2:10,1.2,1.2,1.2,60.861,45.399,1,-0.2039,0.6,0.6,0.6,0.0695,0.1357,4.339
7863,7/25/18 2:20,1.2,1.2,1.2,60.733,46.796,1,-0.2039,0.6,0.6,0.6,0.0695,0.1357,4.339
7864,7/25/18 2:30,1.2,1.2,1.2,60.604,47.334,1,-0.2039,0.6,0.6,0.6,0.0695,0.1357,4.333
7865,7/25/18 2:40,1.2,1.2,1.2,60.433,46.391,1,-0.2039,0.6,0.6,0.6,0.0695,0.1357,4.333
7866,7/25/18 2:50,1.2,1.2,1.2,60.303,45.806,1,-0.2039,0.6,0.6,0.6,0.0695,0.1357,4.333
7867,7/25/18 3:00,1.2,1.2,1.2,60.174,46.256,1,-0.2039,0.6,0.6,0.6,0.0695,0.1357,4.333
7868,7/25/18 3:10,1.2,1.2,1.2,60.003,46.121,1,-0.2039,0.6,0.6,0.6,0.0695,0.1357,4.333
7869,7/25/18 3:20,1.2,1.2,1.2,59.873,45.489,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.333
7870,7/25/18 3:30,1.2,1.2,1.2,59.745,45.307,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.333
7871,7/25/18 3:40,1.2,1.2,1.2,59.572,45.579,1,-0.2039,0.6,0.6,0.6,0.0691,0.1352,4.333
7872,7/25/18 3:50,1.2,1.2,1.2,59.401,44.991,1,-0.2039,0.6,0.6,0.6,0.0695,0.1352,4.333
7873,7/25/18 4:00,1.2,1.2,1.2,59.272,44.946,1,-0.2039,0.6,0.6,0.6,0.0691,0.1357,4.333
7874,7/25/18 4:10,1.2,1.2,1.2,59.142,45.534,1,-0.2039,0.6,0.6,0.6,0.0691,0.1357,4.333
7875,7/25/18 4:20,1.2,1.2,1.2,58.971,44.355,1,-0.2039,0.6,0.6,0.6,0.0691,0.1357,4.333
7876,7/25/18 4:30,1.2,1.2,1.2,58.798,43.808,1,-0.2039,0.6,0.6,0.6,0.0691,0.1352,4.333
7877,7/25/18 4:40,1.2,1.2,1.2,58.669,42.939,1,-0.2039,0.6,0.6,0.6,0.0691,0.1357,4.333
7878,7/25/18 4:50,1.2,1.2,1.2,58.541,40.626,1,-0.2039,0.6,0.6,0.6,0.0691,0.1357,4.333
7879,7/25/18 5:00,1.2,1.2,1.2,58.368,42.341,1,-0.2039,0.6,0.6,0.6,0.0691,0.1357,4.333
7880,7/25/18 5:10,1.2,1.2,1.2,58.195,42.708,1,-0.2039,0.6,0.6,0.6,0.0691,0.1352,4.333
7881,7/25/18 5:20,1.2,1.2,1.2,58.066,44.263,1,-0.2039,0.6,0.6,0.6,0.0691,0.1352,4.333
7882,7/25/18 5:30,1.2,1.2,1.2,57.936,43.99,1,-0.2039,0.6,0.6,0.6,0.0684,0.1357,4.333
7883,7/25/18 5:40,1.2,1.2,1.2,57.765,43.99,1,-0.2039,0.6,0.6,0.6,0.0691,0.1357,4.327
7884,7/25/18 5:50,1.2,1.2,1.2,57.636,43.351,1,-0.2039,0.6,0.6,0.6,0.0684,0.1352,4.339
7885,7/25/18 6:00,1.2,8.7,1.2,57.463,40.345,1,-0.2039,3.1,0.6,0.6,0.0684,0.1357,4.339
7886,7/25/18 6:10,1.2,21.2,1.2,57.333,42.847,1,-0.2039,8.1,0.6,0.6,0.0684,0.1357,4.321
7887,7/25/18 6:20,1.2,38.7,1.2,57.16,43.075,1,-0.2039,14.4,0.6,0.6,0.0684,0.1357,4.333
7888,7/25/18 6:30,1.2,81.2,1.2,57.031,43.075,1,-0.2039,43.1,4.4,5.6,0.0684,0.1357,4.339
7889,7/25/18 6:40,6.2,218.7,6.2,56.901,50.311,1,-0.2039,136.9,16.9,21.9,0.0684,0.1352,4.363
7890,7/25/18 6:50,8.7,301.2,8.7,56.815,55.342,1,-0.2039,175.6,21.9,28.1,0.0684,0.1352,4.4
7891,7/25/18 7:00,11.2,378.7,11.2,56.685,58.712,1,-0.2039,208.1,24.4,31.9,0.0684,0.1352,4.381
7892,7/25/18 7:10,13.7,456.2,16.2,56.599,61.162,1,-0.2039,241.9,29.4,35.6,0.0684,0.1352,4.363
7893,7/25/18 7:20,18.7,538.7,18.7,56.512,60.174,1,-0.2039,276.9,33.1,40.6,0.0684,0.1352,4.369
7894,7/25/18 7:30,21.2,626.2,21.2,56.426,61.804,1,-0.2039,314.4,36.9,44.4,0.0684,0.1352,4.363
7895,7/25/18 7:40,26.2,733.7,23.7,56.383,63.133,1,-0.2039,366.9,41.9,50.6,0.0684,0.1352,4.369
7896,7/25/18 7:50,28.7,826.2,28.7,56.34,62.919,1,-0.2039,411.9,46.9,55.6,0.0691,0.1352,4.363
7897,7/25/18 8:00,18.7,526.2,16.2,56.295,60.39,1,-0.2039,243.1,26.9,30.6,0.0691,0.1352,4.381
7898,7/25/18 8:10,16.2,433.7,13.7,56.295,58.626,1,-0.2039,201.9,21.9,25.6,0.0684,0.1352,4.363
7899,7/25/18 8:20,13.7,403.7,13.7,56.295,57.85,1,-0.2039,196.9,20.6,24.4,0.0684,0.1352,4.381
7900,7/25/18 8:30,11.2,308.7,8.7,56.295,57.636,1,-0.2039,151.9,15.6,18.1,0.0684,0.1352,4.363
7901,7/25/18 8:40,11.2,308.7,8.7,56.383,56.944,1,-0.2039,151.9,15.6,18.1,0.0684,0.1352,4.393
7902,7/25/18 8:50,11.2,306.2,8.7,56.383,55.949,1,-0.2039,150.6,14.4,16.9,0.0684,0.1352,4.369
7903,7/25/18 9:00,11.2,308.7,8.7,56.469,55.733,1,-0.2039,151.9,15.6,18.1,0.0684,0.1352,4.484
7904,7/25/18 9:10,13.7,401.2,13.7,56.512,56.556,1,-0.2039,196.9,19.4,23.1,0.0684,0.1352,4.369
7905,7/25/18 9:20,21.2,541.2,18.7,56.556,58.368,1,-0.2039,264.4,26.9,30.6,0.0684,0.1352,4.363
7906,7/25/18 9:30,21.2,551.2,18.7,56.642,60.089,1,-0.2039,268.1,26.9,31.9,0.0684,0.1347,4.381
7907,7/25/18 9:40,33.7,838.7,28.7,56.728,61.376,1,-0.2039,404.4,41.9,48.1,0.0684,0.1347,4.369
7908,7/25/18 9:50,26.2,676.2,23.7,56.815,61.162,1,-0.2039,331.9,34.4,39.4,0.0691,0.1347,4.496
7909,7/25/18 10:00,28.7,731.2,26.2,56.901,60.39,1,-0.2039,344.4,36.9,43.1,0.0684,0.1347,4.375
7910,7/25/18 10:10,31.2,801.2,28.7,57.031,60.818,1,-0.2039,389.4,39.4,45.6,0.0684,0.1347,4.363
7911,7/25/18 10:20,28.7,736.2,26.2,57.117,61.506,1,-0.2039,359.4,36.9,43.1,0.0684,0.1347,4.393
7912,7/25/18 10:30,18.7,528.7,18.7,57.247,59.83,1,-0.2039,261.9,26.9,30.6,0.0684,0.1347,4.369
7913,7/25/18 10:40,16.2,463.7,16.2,57.376,58.498,1,-0.2039,224.4,23.1,26.9,0.0684,0.1347,4.363
7914,7/25/18 10:50,76.2,1816.2,66.2,57.506,60.303,1,-0.2039,884.4,94.4,103.1,0.0684,0.1347,4.393
7915,7/25/18 11:00,76.2,1841.2,66.2,57.679,68.443,1,-0.2039,894.4,94.4,103.1,0.0691,0.1342,4.369
7916,7/25/18 11:10,78.7,1881.2,68.7,57.893,70.329,1,-0.2039,920.6,95.6,105.6,0.0691,0.1347,4.363
7917,7/25/18 11:20,18.7,488.7,16.2,58.066,68.142,1,-0.2039,206.9,19.4,23.1,0.0691,0.1342,4.381
7918,7/25/18 11:30,28.7,718.7,23.7,58.239,66.258,1,-0.2039,316.9,31.9,35.6,0.0691,0.1347,4.363
7919,7/25/18 11:40,91.2,2216.2,81.2,58.455,69.514,1,-0.2039,1124.4,113.1,124.4,0.0695,0.1347,4.363
7920,7/25/18 11:50,88.7,2126.2,78.7,58.755,73.558,1,-0.2039,1094.4,108.1,121.9,0.0695,0.1342,4.369
7921,7/25/18 12:00,101.2,2398.7,86.2,59.056,73.083,1,-0.2039,1241.9,121.9,134.4,0.0695,0.1342,4.363
7922,7/25/18 12:10,21.2,578.7,18.7,59.358,65.359,1,-0.2039,291.9,28.1,34.4,0.0691,0.1342,4.393
7923,7/25/18 12:20,38.7,978.7,36.2,59.659,63.304,1,-0.2039,493.1,46.9,55.6,0.0695,0.1342,4.369
7924,7/25/18 12:30,28.7,726.2,26.2,60.003,64.418,1,-0.2039,355.6,34.4,39.4,0.0691,0.1342,4.363
7925,7/25/18 12:40,33.7,878.7,31.2,60.346,64.589,1,-0.2039,431.9,41.9,48.1,0.0691,0.1342,4.387
7926,7/25/18 12:50,21.2,593.7,21.2,60.647,62.875,1,-0.2039,279.4,29.4,34.4,0.0691,0.1342,4.369
7927,7/25/18 13:00,18.7,488.7,16.2,60.948,61.677,1,-0.2039,243.1,24.4,28.1,0.0691,0.1342,4.363
7928,7/25/18 13:10,26.2,693.7,23.7,61.248,62.276,1,-0.2039,344.4,34.4,38.1,0.0691,0.1342,4.393
7929,7/25/18 13:20,23.7,658.7,21.2,61.506,62.875,1,-0.2039,318.1,30.6,35.6,0.0691,0.1342,4.369
7930,7/25/18 13:30,73.7,1991.2,73.7,61.72,67.798,1,-0.2039,1010.6,86.9,105.6,0.0695,0.1342,4.363
7931,7/25/18 13:40,71.2,1943.7,71.2,61.977,69.557,1,-0.2039,976.9,81.9,103.1,0.0695,0.1342,4.393
7932,7/25/18 13:50,68.7,1896.2,68.7,62.191,71.49,1,-0.2039,950.6,80.6,99.4,0.0695,0.1342,4.369
7933,7/25/18 14:00,66.2,1878.7,68.7,62.362,71.317,1,-0.2039,938.1,79.4,99.4,0.0695,0.1342,4.363
7934,7/25/18 14:10,66.2,1883.7,68.7,62.577,71.231,1,-0.2039,934.4,78.1,99.4,0.0702,0.1342,4.381
7935,7/25/18 14:20,63.7,1846.2,68.7,62.791,71.274,1,-0.2039,909.4,76.9,98.1,0.0702,0.1342,4.363
7936,7/25/18 14:30,66.2,1898.7,68.7,63.005,72.696,1,-0.2039,936.9,80.6,100.6,0.0695,0.1342,4.363
7937,7/25/18 14:40,66.2,1871.2,68.7,63.219,73.083,1,-0.2039,919.4,79.4,99.4,0.0702,0.1342,4.375
7938,7/25/18 14:50,71.2,1968.7,73.7,63.475,74.943,1,-0.2039,974.4,85.6,106.9,0.0702,0.1342,4.363
7939,7/25/18 15:00,56.2,1513.7,56.2,63.732,74.163,1,-0.2039,729.4,65.6,81.9,0.0695,0.1335,4.496
7940,7/25/18 15:10,71.2,1981.2,73.7,63.99,74.64,1,-0.2039,980.6,88.1,109.4,0.0702,0.1342,4.381
7941,7/25/18 15:20,18.7,478.7,16.2,64.247,75.898,1,-0.2039,220.6,21.9,25.6,0.0702,0.1342,4.369
7942,7/25/18 15:30,71.2,1931.2,71.2,64.503,74.295,1,-0.2039,951.9,86.9,106.9,0.0702,0.1342,4.381
7943,7/25/18 15:40,26.2,688.7,23.7,64.803,74.467,1,-0.2039,328.1,31.9,38.1,0.0702,0.1342,4.363
7944,7/25/18 15:50,8.7,238.7,6.2,65.059,65.487,1,-0.2039,115.6,11.9,13.1,0.0695,0.1342,4.363
7945,7/25/18 16:00,6.2,168.7,3.7,65.316,62.49,1,-0.2039,83.1,8.1,8.1,0.0695,0.1335,4.363
7946,7/25/18 16:10,1.2,83.7,1.2,65.574,59.659,1,-0.2039,40.6,3.1,4.4,0.0691,0.1342,4.363
7947,7/25/18 16:20,1.2,86.2,1.2,65.829,56.512,1,-0.2039,41.9,3.1,4.4,0.0695,0.1342,4.381
7948,7/25/18 16:30,1.2,111.2,1.2,66.043,53.645,1,-0.2039,54.4,4.4,4.4,0.0702,0.1342,4.363
7949,7/25/18 16:40,3.7,186.2,3.7,66.214,54.037,1,-0.2039,99.4,8.1,10.6,0.0702,0.1342,4.393
7950,7/25/18 16:50,13.7,491.2,13.7,66.301,56.642,1,-0.2039,255.6,21.9,25.6,0.0695,0.1335,4.369
7951,7/25/18 17:00,11.2,363.7,8.7,66.385,58.885,1,-0.2039,159.4,16.9,16.9,0.0702,0.1335,4.363
7952,7/25/18 17:10,8.7,283.7,6.2,66.385,59.358,1,-0.2039,119.4,10.6,9.4,0.0702,0.1335,4.381
7953,7/25/18 17:20,8.7,351.2,8.7,66.385,58.971,1,-0.2039,164.4,14.4,16.9,0.0702,0.1335,4.369
7954,7/25/18 17:30,8.7,321.2,8.7,66.344,60.003,1,-0.2039,143.1,13.1,15.6,0.0702,0.1335,4.363
7955,7/25/18 17:40,8.7,371.2,11.2,66.258,60.003,1,-0.2039,163.1,13.1,20.6,0.0695,0.1335,4.381
7956,7/25/18 17:50,3.7,191.2,3.7,66.173,58.582,1,-0.2039,70.6,6.9,6.9,0.0695,0.1335,4.369
7957,7/25/18 18:00,6.2,231.2,6.2,66.087,58.368,1,-0.2039,99.4,8.1,9.4,0.0695,0.1335,4.363
7958,7/25/18 18:10,8.7,301.2,8.7,65.959,58.109,1,-0.2039,146.9,13.1,15.6,0.0695,0.1335,4.381
7959,7/25/18 18:20,8.7,256.2,6.2,65.829,58.325,1,-0.2039,124.4,11.9,13.1,0.0695,0.1342,4.369
7960,7/25/18 18:30,6.2,233.7,6.2,65.701,58.109,1,-0.2039,104.4,9.4,10.6,0.0695,0.1342,4.363
7961,7/25/18 18:40,3.7,171.2,3.7,65.574,57.636,1,-0.2039,65.6,5.6,6.9,0.0695,0.1335,4.381
7962,7/25/18 18:50,1.2,118.7,1.2,65.403,56.858,1,-0.2039,36.9,1.9,3.1,0.0695,0.1342,4.363
7963,7/25/18 19:00,1.2,108.7,1.2,65.23,56.208,1,-0.2039,33.1,1.9,3.1,0.0691,0.1342,4.381
7964,7/25/18 19:10,1.2,93.7,1.2,65.059,54.952,1,-0.2039,28.1,1.9,1.9,0.0695,0.1342,4.369
7965,7/25/18 19:20,1.2,76.2,1.2,64.888,54.037,1,-0.2039,23.1,0.6,0.6,0.0691,0.1342,4.363
7966,7/25/18 19:30,1.2,76.2,1.2,64.717,54.43,1,-0.2039,23.1,1.9,0.6,0.0691,0.1342,4.369
7967,7/25/18 19:40,1.2,51.2,1.2,64.546,52.509,1,-0.2039,15.6,0.6,0.6,0.0691,0.1342,4.363
7968,7/25/18 19:50,1.2,46.2,1.2,64.375,53.472,1,-0.2039,13.1,0.6,0.6,0.0691,0.1342,4.381
7969,7/25/18 20:00,1.2,33.7,1.2,64.161,52.817,1,-0.2039,10.6,0.6,0.6,0.0691,0.1342,4.369
7970,7/25/18 20:10,1.2,26.2,1.2,63.946,52.686,1,-0.2039,10.6,0.6,0.6,0.0691,0.1342,4.363
7971,7/25/18 20:20,1.2,11.2,1.2,63.775,51.984,1,-0.2039,3.1,0.6,0.6,0.0691,0.1342,4.363
7972,7/25/18 20:30,1.2,3.7,1.2,63.518,51.544,1,-0.2039,0.6,0.6,0.6,0.0691,0.1335,4.363
7973,7/25/18 20:40,1.2,1.2,1.2,63.347,51.017,1,-0.2039,0.6,0.6,0.6,0.0691,0.1342,4.363
7974,7/25/18 20:50,1.2,1.2,1.2,63.133,49.028,1,-0.2039,0.6,0.6,0.6,0.0691,0.1335,4.363
7975,7/25/18 21:00,1.2,1.2,1.2,62.919,48.628,1,-0.2039,0.6,0.6,0.6,0.0691,0.1342,4.357
7976,7/25/18 21:10,1.2,1.2,1.2,62.704,49.383,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.357
7977,7/25/18 21:20,1.2,1.2,1.2,62.49,48.85,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.351
7978,7/25/18 21:30,1.2,1.2,1.2,62.319,48.717,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.351
7979,7/25/18 21:40,1.2,1.2,1.2,62.105,48.805,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.351
7980,7/25/18 21:50,1.2,1.2,1.2,61.891,49.825,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.351
7981,7/25/18 22:00,1.2,1.2,1.2,61.72,49.914,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.351
7982,7/25/18 22:10,1.2,1.2,1.2,61.506,50.488,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.345
7983,7/25/18 22:20,1.2,1.2,1.2,61.29,50.488,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.345
7984,7/25/18 22:30,1.2,1.2,1.2,61.119,50.974,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.345
7985,7/25/18 22:40,1.2,1.2,1.2,60.948,50.223,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.339
7986,7/25/18 22:50,1.2,1.2,1.2,60.775,50.752,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.357
7987,7/25/18 23:00,1.2,1.2,1.2,60.604,50.356,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.351
7988,7/25/18 23:10,1.2,1.2,1.2,60.433,50.223,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.339
7989,7/25/18 23:20,1.2,1.2,1.2,60.303,49.471,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.339
7990,7/25/18 23:30,1.2,1.2,1.2,60.174,47.422,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.339
7991,7/25/18 23:40,1.2,1.2,1.2,60.003,45.444,1,-0.2039,0.6,0.6,0.6,0.0684,0.1335,4.339
7992,7/25/18 23:50,1.2,1.2,1.2,59.873,44.674,1,-0.2039,0.6,0.6,0.6,0.0678,0.1335,4.339
7993,7/26/18 0:00,1.2,1.2,1.2,59.745,45.761,1,-0.2039,0.6,0.6,0.6,0.0678,0.1335,4.339
7994,7/26/18 0:10,1.2,1.2,1.2,59.572,47.199,1,-0.2039,0.6,0.6,0.6,0.0678,0.1335,4.339
7995,7/26/18 0:20,1.2,1.2,1.2,59.401,46.301,1,-0.2039,0.6,0.6,0.6,0.0678,0.1335,4.339
7996,7/26/18 0:30,1.2,1.2,1.2,59.272,44.764,1,-0.2039,0.6,0.6,0.6,0.0678,0.1335,4.339
7997,7/26/18 0:40,1.2,1.2,1.2,59.142,45.806,1,-0.2039,0.6,0.6,0.6,0.0678,0.1335,4.339
7998,7/26/18 0:50,1.2,1.2,1.2,58.971,47.019,1,-0.2039,0.6,0.6,0.6,0.0678,0.1335,4.339
7999,7/26/18 1:00,1.2,1.2,1.2,58.798,46.841,1,-0.2039,0.6,0.6,0.6,0.0678,0.1335,4.339
8000,7/26/18 1:10,1.2,1.2,1.2,58.626,46.706,1,-0.2039,0.6,0.6,0.6,0.0678,0.1335,4.339
8001,7/26/18 1:20,1.2,1.2,1.2,58.498,46.436,1,-0.2039,0.6,0.6,0.6,0.0678,0.1335,4.339
