Plot Title: 9735534_SM_USA_C1_ctrl,,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","PAR, uE (LGR S/N: 9735534, SEN S/N: 9700888, LBL: C1_L)","PAR, uE (LGR S/N: 9735534, SEN S/N: 9700901, LBL: C1_L)","PAR, uE (LGR S/N: 9735534, SEN S/N: 9700904, LBL: C1_L)","Temp, °F (LGR S/N: 9735534, SEN S/N: 9713846, LBL: C1)","Temp, °F (LGR S/N: 9735534, SEN S/N: 9721329, LBL: C1)","RH, % (LGR S/N: 9735534, SEN S/N: 9721329, LBL: C1)","Voltage, V (LGR S/N: 9735534, SEN S/N: 9725481)","Solar Radiation, W/m² (LGR S/N: 9735534, SEN S/N: 9734404, LBL: C1_L)","Solar Radiation, W/m² (LGR S/N: 9735534, SEN S/N: 9734406, LBL: C1_L)","Solar Radiation, W/m² (LGR S/N: 9735534, SEN S/N: 9734408, LBL: C1_L)","Water Content, m³/m³ (LGR S/N: 9735534, SEN S/N: 20152216, LBL: C1_R)","Water Content, m³/m³ (LGR S/N: 9735534, SEN S/N: 20152227, LBL: C1_L)","Batt, V (LGR S/N: 9735534)"
1,5/31/18 12:00,78.7,103.7,1983.7,33.237,62.962,1,-0.1886,101.9,1151.9,85.6,0.316,0.3069,4.249
2,5/31/18 12:10,86.2,116.2,2191.2,33.485,60.69,1,-0.1886,111.9,1276.9,95.6,0.3163,0.3072,4.267
3,5/31/18 12:20,48.7,61.2,1208.7,33.732,62.062,1,-0.1886,56.9,665.6,49.4,0.3168,0.3072,4.2
4,5/31/18 12:30,91.2,118.7,2256.2,34.027,59.873,1,-0.1886,114.4,1276.9,98.1,0.3168,0.3072,4.291
5,5/31/18 12:40,78.7,106.2,1981.2,34.371,63.561,1,-0.1886,101.9,1150.6,86.9,0.3168,0.3072,4.267
6,5/31/18 12:50,83.7,108.7,2043.7,34.907,65.145,1,-0.1886,103.1,1186.9,84.4,0.3175,0.3072,4.279
7,5/31/18 13:00,81.2,111.2,2063.7,35.443,63.862,1,-0.1886,104.4,1195.6,81.9,0.3183,0.3072,4.285
8,5/31/18 13:10,83.7,111.2,2058.7,36.266,63.819,1,-0.1886,104.4,1191.9,80.6,0.3195,0.3077,4.291
9,5/31/18 13:20,16.2,23.7,458.7,37.225,66.729,1,-0.1886,20.6,240.6,16.9,0.324,0.308,4.17
10,5/31/18 13:30,101.2,106.2,1963.7,38.226,64.589,1,-0.1886,99.4,1134.4,76.9,0.3317,0.308,4.291
11,5/31/18 13:40,98.7,106.2,1983.7,39.124,63.09,1,-0.1886,100.6,1145.6,78.1,0.3437,0.3084,4.303
12,5/31/18 13:50,88.7,103.7,1911.2,39.924,64.717,1,-0.1886,96.9,1099.4,80.6,0.3542,0.3084,4.297
13,5/31/18 14:00,98.7,103.7,1901.2,40.719,65.403,1,-0.1886,95.6,1089.4,95.6,0.3557,0.3087,4.303
14,5/31/18 14:10,103.7,101.2,1871.2,41.416,65.017,1,-0.1886,94.4,1065.6,80.6,0.3542,0.3092,4.309
15,5/31/18 14:20,83.7,98.7,1843.7,42.156,63.819,1,-0.1886,93.1,1041.9,81.9,0.3521,0.3092,4.315
16,5/31/18 14:30,78.7,98.7,1798.7,42.984,65.658,1,-0.1886,90.6,1009.4,81.9,0.3496,0.3095,4.315
17,5/31/18 14:40,73.7,98.7,1801.2,43.808,65.444,1,-0.1886,90.6,1000.6,84.4,0.3476,0.3102,4.321
18,5/31/18 14:50,71.2,98.7,1786.2,44.445,65.872,1,-0.1886,90.6,983.1,75.6,0.3457,0.3102,4.321
19,5/31/18 15:00,66.2,93.7,1711.2,44.719,66.344,1,-0.1886,86.9,941.9,70.6,0.3422,0.3106,4.321
20,5/31/18 15:10,68.7,98.7,1793.7,44.809,68.527,1,-0.1886,93.1,983.1,76.9,0.3403,0.3106,4.333
21,5/31/18 15:20,71.2,96.2,1728.7,44.856,67.671,1,-0.1886,90.6,941.9,76.9,0.3384,0.311,4.333
22,5/31/18 15:30,68.7,93.7,1643.7,44.809,66.729,1,-0.1886,86.9,890.6,74.4,0.3371,0.3113,4.321
23,5/31/18 15:40,68.7,91.2,1601.2,44.764,66.472,1,-0.1886,84.4,865.6,73.1,0.3361,0.3113,4.333
24,5/31/18 15:50,66.2,88.7,1518.7,44.719,65.658,1,-0.1886,81.9,819.4,70.6,0.3352,0.3113,4.321
25,5/31/18 16:00,66.2,86.2,1473.7,44.627,64.332,1,-0.1886,80.6,794.4,70.6,0.3343,0.3113,4.321
26,5/31/18 16:10,66.2,83.7,1423.7,44.627,65.959,1,-0.1886,78.1,766.9,69.4,0.3343,0.3113,4.327
27,5/31/18 16:20,63.7,81.2,1368.7,44.582,65.017,1,-0.1886,76.9,739.4,68.1,0.3339,0.3113,4.321
28,5/31/18 16:30,56.2,71.2,1201.2,44.537,64.459,1,-0.1886,66.9,645.6,59.4,0.3335,0.3113,4.309
29,5/31/18 16:40,58.7,73.7,1241.2,44.537,64.503,1,-0.1886,69.4,666.9,61.9,0.333,0.311,4.315
30,5/31/18 16:50,61.2,76.2,1293.7,44.492,57.463,1,-0.1886,74.4,695.6,65.6,0.3326,0.3113,4.321
31,5/31/18 17:00,56.2,68.7,1156.2,44.492,64.161,1,-0.1886,66.9,624.4,59.4,0.3326,0.3113,4.321
32,5/31/18 17:10,51.2,63.7,1073.7,44.445,63.133,1,-0.1886,63.1,579.4,55.6,0.3326,0.3113,4.315
33,5/31/18 17:20,36.2,46.2,781.2,44.4,63.903,1,-0.1886,44.4,413.1,40.6,0.3326,0.3113,4.285
34,5/31/18 17:30,43.7,56.2,933.7,44.355,58.411,1,-0.1886,55.6,504.4,49.4,0.3321,0.311,4.297
35,5/31/18 17:40,43.7,53.7,866.2,44.31,59.659,1,-0.1886,53.1,466.9,48.1,0.3317,0.3113,4.291
36,5/31/18 17:50,41.2,48.7,801.2,44.263,59.401,1,-0.1886,49.4,431.9,45.6,0.3321,0.311,4.291
37,5/31/18 18:00,36.2,43.7,708.7,44.173,60.003,1,-0.1886,43.1,380.6,40.6,0.3321,0.3113,4.273
38,5/31/18 18:10,6.2,13.7,123.7,44.127,58.411,1,-0.1886,11.9,55.6,6.9,0.3317,0.311,4.224
39,5/31/18 18:20,1.2,3.7,93.7,43.99,50.002,1,-0.1886,3.1,34.4,1.9,0.3312,0.311,4.17
40,5/31/18 18:30,16.2,11.2,158.7,43.9,47.871,1,-0.1886,9.4,70.6,18.1,0.3308,0.311,4.17
41,5/31/18 18:40,1.2,6.2,93.7,43.808,50.18,1,-0.1886,4.4,35.6,1.9,0.3312,0.311,4.2
42,5/31/18 18:50,1.2,1.2,68.7,43.671,45.307,1,-0.1886,0.6,20.6,0.6,0.3308,0.311,4.158
43,5/31/18 19:00,1.2,1.2,63.7,43.488,45.714,1,-0.1937,0.6,19.4,0.6,0.3308,0.3106,4.158
44,5/31/18 19:10,1.2,1.2,58.7,43.306,44.445,1,-0.1886,0.6,15.6,0.6,0.3308,0.3106,4.152
45,5/31/18 19:20,1.2,1.2,56.2,43.122,42.663,1,-0.1886,0.6,15.6,0.6,0.3308,0.3106,4.152
46,5/31/18 19:30,1.2,1.2,51.2,42.892,41.97,1,-0.1937,0.6,15.6,0.6,0.3308,0.3106,4.152
47,5/31/18 19:40,1.2,1.2,43.7,42.663,38.653,1,-0.1886,0.6,11.9,0.6,0.3308,0.3106,4.152
48,5/31/18 19:50,1.2,1.2,33.7,42.386,37.846,1,-0.1886,0.6,9.4,0.6,0.3304,0.3102,4.152
49,5/31/18 20:00,1.2,1.2,26.2,42.156,38.653,1,-0.1886,0.6,6.9,0.6,0.3304,0.3102,4.152
50,5/31/18 20:10,1.2,1.2,18.7,41.878,37.56,1,-0.1886,0.6,5.6,0.6,0.3304,0.3102,4.14
51,5/31/18 20:20,1.2,1.2,8.7,41.601,36.842,1,-0.1886,0.6,3.1,0.6,0.3304,0.3102,4.14
52,5/31/18 20:30,1.2,1.2,3.7,41.322,39.924,1,-0.1937,0.6,0.6,0.6,0.3299,0.3102,4.14
53,5/31/18 20:40,1.2,1.2,1.2,41.043,40.251,1,-0.1886,0.6,0.6,0.6,0.3299,0.3102,4.14
54,5/31/18 20:50,1.2,1.2,1.2,40.764,41.832,1,-0.1886,0.6,0.6,0.6,0.3299,0.3102,4.14
55,5/31/18 21:00,1.2,1.2,1.2,40.485,40.719,1,-0.1886,0.6,0.6,0.6,0.3299,0.3102,4.14
56,5/31/18 21:10,1.2,1.2,1.2,40.204,40.764,1,-0.1886,0.6,0.6,0.6,0.3295,0.3098,4.14
57,5/31/18 21:20,1.2,1.2,1.2,39.97,37.846,1,-0.1886,0.6,0.6,0.6,0.3295,0.3102,4.134
58,5/31/18 21:30,1.2,1.2,1.2,39.69,39.69,1,-0.1886,0.6,0.6,0.6,0.3295,0.3098,4.134
59,5/31/18 21:40,1.2,1.2,1.2,39.407,39.877,1,-0.1937,0.6,0.6,0.6,0.3295,0.3102,4.128
60,5/31/18 21:50,1.2,1.2,1.2,39.173,38.368,1,-0.1937,0.6,0.6,0.6,0.329,0.3098,4.128
61,5/31/18 22:00,1.2,1.2,1.2,38.889,35.733,1,-0.1886,0.6,0.6,0.6,0.329,0.3098,4.128
62,5/31/18 22:10,1.2,1.2,1.2,38.653,37.656,1,-0.1886,0.6,0.6,0.6,0.3286,0.3098,4.128
63,5/31/18 22:20,1.2,1.2,1.2,38.415,40.579,1,-0.1886,0.6,0.6,0.6,0.3286,0.3098,4.128
64,5/31/18 22:30,1.2,1.2,1.2,38.179,40.111,1,-0.1886,0.6,0.6,0.6,0.3286,0.3098,4.128
65,5/31/18 22:40,1.2,1.2,1.2,37.942,40.158,1,-0.1886,0.6,0.6,0.6,0.3286,0.3098,4.128
66,5/31/18 22:50,1.2,1.2,1.2,37.702,39.783,1,-0.1886,0.6,0.6,0.6,0.3282,0.3095,4.128
67,5/31/18 23:00,1.2,1.2,1.2,37.513,35.298,1,-0.1886,0.6,0.6,0.6,0.3282,0.3095,4.128
68,5/31/18 23:10,1.2,1.2,1.2,37.274,37.274,1,-0.1886,0.6,0.6,0.6,0.3282,0.3095,4.128
69,5/31/18 23:20,1.2,1.2,1.2,37.081,35.782,1,-0.1937,0.6,0.6,0.6,0.3277,0.3095,4.128
70,5/31/18 23:30,1.2,1.2,1.2,36.891,35.589,1,-0.1886,0.6,0.6,0.6,0.3277,0.3092,4.128
71,5/31/18 23:40,1.2,1.2,1.2,36.698,37.13,1,-0.1886,0.6,0.6,0.6,0.3274,0.3095,4.128
72,5/31/18 23:50,1.2,1.2,1.2,36.459,37.465,1,-0.1886,0.6,0.6,0.6,0.3274,0.3095,4.128
73,6/1/18 0:00,1.2,1.2,1.2,36.266,39.69,1,-0.1886,0.6,0.6,0.6,0.3274,0.3092,4.128
74,6/1/18 0:10,1.2,1.2,1.2,36.12,40.204,1,-0.1886,0.6,0.6,0.6,0.3274,0.3092,4.128
75,6/1/18 0:20,1.2,1.2,1.2,35.928,38.937,1,-0.1886,0.6,0.6,0.6,0.3274,0.3092,4.128
76,6/1/18 0:30,1.2,1.2,1.2,35.782,38.937,1,-0.1886,0.6,0.6,0.6,0.3269,0.3092,4.128
77,6/1/18 0:40,1.2,1.2,1.2,35.638,38.653,1,-0.1937,0.6,0.6,0.6,0.3269,0.3092,4.128
78,6/1/18 0:50,1.2,1.2,1.2,35.443,39.031,1,-0.1886,0.6,0.6,0.6,0.3269,0.3092,4.128
79,6/1/18 1:00,1.2,1.2,1.2,35.298,37.846,1,-0.1937,0.6,0.6,0.6,0.3269,0.3087,4.128
80,6/1/18 1:10,1.2,1.2,1.2,35.2,36.313,1,-0.1937,0.6,0.6,0.6,0.3265,0.3087,4.152
81,6/1/18 1:20,1.2,1.2,1.2,35.055,38.606,1,-0.1937,0.6,0.6,0.6,0.3265,0.3087,4.128
82,6/1/18 1:30,1.2,1.2,1.2,34.907,37.942,1,-0.1937,0.6,0.6,0.6,0.3265,0.3087,4.128
83,6/1/18 1:40,1.2,1.2,1.2,34.761,37.035,1,-0.1886,0.6,0.6,0.6,0.3261,0.3087,4.122
84,6/1/18 1:50,1.2,1.2,1.2,34.664,37.13,1,-0.1937,0.6,0.6,0.6,0.3261,0.3087,4.128
85,6/1/18 2:00,1.2,1.2,1.2,34.565,37.56,1,-0.1937,0.6,0.6,0.6,0.3261,0.3087,4.122
86,6/1/18 2:10,1.2,1.2,1.2,34.468,36.939,1,-0.1886,0.6,0.6,0.6,0.3256,0.3087,4.122
87,6/1/18 2:20,1.2,1.2,1.2,34.371,37.321,1,-0.1886,0.6,0.6,0.6,0.3256,0.3087,4.122
88,6/1/18 2:30,1.2,1.2,1.2,34.272,36.986,1,-0.1937,0.6,0.6,0.6,0.3256,0.3087,4.122
89,6/1/18 2:40,1.2,1.2,1.2,34.174,37.321,1,-0.1937,0.6,0.6,0.6,0.3256,0.3087,4.122
90,6/1/18 2:50,1.2,1.2,1.2,34.075,36.986,1,-0.1937,0.6,0.6,0.6,0.3252,0.3087,4.122
91,6/1/18 3:00,1.2,1.2,1.2,33.978,36.554,1,-0.1937,0.6,0.6,0.6,0.3252,0.3084,4.122
92,6/1/18 3:10,1.2,1.2,1.2,33.879,36.891,1,-0.1886,0.6,0.6,0.6,0.3252,0.3084,4.122
93,6/1/18 3:20,1.2,1.2,1.2,33.831,37.274,1,-0.1937,0.6,0.6,0.6,0.3252,0.3084,4.116
94,6/1/18 3:30,1.2,1.2,1.2,33.732,36.459,1,-0.1886,0.6,0.6,0.6,0.3252,0.3084,4.116
95,6/1/18 3:40,1.2,1.2,1.2,33.681,36.12,1,-0.1886,0.6,0.6,0.6,0.3249,0.3084,4.116
96,6/1/18 3:50,1.2,1.2,1.2,33.584,36.12,1,-0.1886,0.6,0.6,0.6,0.3249,0.3084,4.116
97,6/1/18 4:00,1.2,1.2,1.2,33.534,35.928,1,-0.1937,0.6,0.6,0.6,0.3249,0.3084,4.116
98,6/1/18 4:10,1.2,1.2,1.2,33.485,36.025,1,-0.1886,0.6,0.6,0.6,0.3244,0.308,4.116
99,6/1/18 4:20,1.2,1.2,1.2,33.386,35.589,1,-0.1886,0.6,0.6,0.6,0.3244,0.308,4.116
100,6/1/18 4:30,1.2,1.2,1.2,33.336,34.761,1,-0.1937,0.6,0.6,0.6,0.3244,0.308,4.116
101,6/1/18 4:40,1.2,1.2,1.2,33.287,34.371,1,-0.1937,0.6,0.6,0.6,0.324,0.308,4.116
102,6/1/18 4:50,1.2,1.2,1.2,33.237,34.858,1,-0.1886,0.6,0.6,0.6,0.324,0.308,4.116
103,6/1/18 5:00,1.2,1.2,1.2,33.188,33.386,1,-0.1886,0.6,0.6,0.6,0.324,0.308,4.116
104,6/1/18 5:10,1.2,1.2,1.2,33.138,33.633,1,-0.1937,0.6,0.6,0.6,0.324,0.308,4.116
105,6/1/18 5:20,1.2,1.2,1.2,33.089,33.287,1,-0.1937,0.6,0.6,0.6,0.324,0.308,4.11
106,6/1/18 5:30,1.2,1.2,1.2,33.039,33.188,1,-0.1886,0.6,0.6,0.6,0.3235,0.308,4.116
107,6/1/18 5:40,1.2,1.2,3.7,32.99,33.237,1,-0.1886,0.6,1.9,0.6,0.3235,0.308,4.11
108,6/1/18 5:50,1.2,1.2,13.7,32.891,33.534,1,-0.1886,0.6,5.6,0.6,0.3235,0.3077,4.11
109,6/1/18 6:00,1.2,1.2,26.2,32.891,33.386,1,-0.1886,0.6,9.4,0.6,0.3235,0.308,4.11
110,6/1/18 6:10,1.2,1.2,38.7,32.891,32.99,1,-0.1937,0.6,13.1,0.6,0.3231,0.308,4.116
111,6/1/18 6:20,8.7,8.7,163.7,32.841,38.131,1,-0.1937,11.9,105.6,11.9,0.3231,0.3077,4.128
112,6/1/18 6:30,11.2,11.2,236.2,32.79,40.811,1,-0.1886,15.6,151.9,15.6,0.3231,0.3077,4.14
113,6/1/18 6:40,13.7,13.7,296.2,32.79,42.386,1,-0.1937,19.4,184.4,19.4,0.3231,0.3077,4.152
114,6/1/18 6:50,16.2,18.7,356.2,32.79,43.9,1,-0.1886,21.9,216.9,21.9,0.3231,0.3077,4.176
115,6/1/18 7:00,18.7,21.2,413.7,32.742,43.396,1,-0.1886,24.4,248.1,24.4,0.3228,0.3077,4.2
116,6/1/18 7:10,23.7,23.7,481.2,32.691,46.076,1,-0.1886,28.1,285.6,28.1,0.3228,0.3077,4.224
117,6/1/18 7:20,26.2,28.7,551.2,32.691,45.986,1,-0.1886,31.9,325.6,31.9,0.3228,0.3072,4.261
118,6/1/18 7:30,28.7,31.2,621.2,32.691,48.004,1,-0.1937,35.6,361.9,34.4,0.3228,0.3077,4.291
119,6/1/18 7:40,33.7,36.2,688.7,32.641,47.736,1,-0.1886,39.4,399.4,36.9,0.3228,0.3072,4.327
120,6/1/18 7:50,33.7,38.7,753.7,32.641,50.576,1,-0.1937,41.9,434.4,40.6,0.3231,0.3072,4.363
121,6/1/18 8:00,38.7,41.2,818.7,32.641,50.4,1,-0.1937,44.4,468.1,41.9,0.3231,0.3077,4.255
122,6/1/18 8:10,41.2,46.2,886.2,32.592,50.664,1,-0.1886,48.1,504.4,45.6,0.3228,0.3077,4.249
123,6/1/18 8:20,43.7,48.7,953.7,32.592,52.903,1,-0.1937,51.9,540.6,48.1,0.3235,0.3077,4.303
124,6/1/18 8:30,46.2,53.7,1016.2,32.592,55.602,1,-0.1886,54.4,575.6,50.6,0.3235,0.3077,4.442
125,6/1/18 8:40,48.7,56.2,1078.7,32.592,53.253,1,-0.1886,58.1,609.4,53.1,0.3231,0.3077,4.466
126,6/1/18 8:50,51.2,58.7,1143.7,32.542,55.081,1,-0.1886,61.9,644.4,55.6,0.324,0.3077,4.472
127,6/1/18 9:00,53.7,63.7,1203.7,32.542,47.691,1,-0.1886,64.4,676.9,59.4,0.324,0.3077,4.472
128,6/1/18 9:10,56.2,66.2,1261.2,32.542,43.716,1,-0.1886,66.9,708.1,60.6,0.324,0.3077,4.472
129,6/1/18 9:20,58.7,68.7,1321.2,32.542,43.534,1,-0.1886,70.6,741.9,64.4,0.324,0.3077,4.285
130,6/1/18 9:30,63.7,73.7,1373.7,32.542,43.214,1,-0.1886,74.4,770.6,66.9,0.324,0.3077,4.267
131,6/1/18 9:40,66.2,76.2,1436.2,32.592,43.579,1,-0.1886,76.9,803.1,69.4,0.324,0.3077,4.255
132,6/1/18 9:50,66.2,78.7,1481.2,32.592,45.036,1,-0.1886,80.6,831.9,71.9,0.324,0.3077,4.285
133,6/1/18 10:00,68.7,81.2,1526.2,32.592,46.841,1,-0.1886,83.1,856.9,74.4,0.324,0.3077,4.249
134,6/1/18 10:10,71.2,83.7,1573.7,32.592,50.709,1,-0.1886,84.4,881.9,75.6,0.3244,0.3077,4.267
135,6/1/18 10:20,73.7,86.2,1613.7,32.641,54.734,1,-0.1886,86.9,908.1,78.1,0.3244,0.3077,4.448
136,6/1/18 10:30,76.2,88.7,1658.7,32.641,57.204,1,-0.1886,89.4,933.1,80.6,0.324,0.3072,4.454
137,6/1/18 10:40,78.7,91.2,1691.2,32.691,56.383,1,-0.1886,90.6,958.1,81.9,0.324,0.3077,4.454
138,6/1/18 10:50,78.7,93.7,1733.7,32.691,56.815,1,-0.1886,93.1,986.9,83.1,0.3244,0.3072,4.46
139,6/1/18 11:00,81.2,96.2,1761.2,32.79,58.066,1,-0.1886,94.4,1008.1,85.6,0.3244,0.3072,4.454
140,6/1/18 11:10,83.7,96.2,1793.7,32.841,57.463,1,-0.1886,95.6,1030.6,86.9,0.324,0.3077,4.321
141,6/1/18 11:20,83.7,98.7,1818.7,32.99,57.506,1,-0.1886,96.9,1048.1,88.1,0.324,0.3072,4.285
142,6/1/18 11:30,86.2,101.2,1838.7,33.138,61.59,1,-0.1886,98.1,1069.4,89.4,0.3244,0.3077,4.267
143,6/1/18 11:40,86.2,101.2,1858.7,33.336,59.014,1,-0.1886,98.1,1084.4,89.4,0.3244,0.3077,4.255
144,6/1/18 11:50,88.7,103.7,1876.2,33.584,61.119,1,-0.1886,98.1,1096.9,90.6,0.324,0.3072,4.249
145,6/1/18 12:00,88.7,103.7,1888.7,33.879,58.152,1,-0.1886,98.1,1105.6,90.6,0.324,0.3072,4.249
146,6/1/18 12:10,88.7,103.7,1903.7,34.223,58.842,1,-0.1886,98.1,1111.9,91.9,0.324,0.3077,4.375
147,6/1/18 12:20,91.2,106.2,1918.7,34.565,61.506,1,-0.1886,99.4,1124.4,91.9,0.324,0.3077,4.442
148,6/1/18 12:30,93.7,106.2,1931.2,34.907,60.733,1,-0.1886,99.4,1131.9,93.1,0.324,0.3072,4.448
149,6/1/18 12:40,91.2,106.2,1946.2,35.298,63.946,1,-0.1886,100.6,1140.6,93.1,0.324,0.3072,4.448
150,6/1/18 12:50,96.2,108.7,2003.7,35.685,63.99,1,-0.1886,103.1,1175.6,96.9,0.324,0.3072,4.448
151,6/1/18 13:00,93.7,106.2,1961.2,36.072,62.577,1,-0.1886,100.6,1136.9,94.4,0.324,0.3072,4.448
152,6/1/18 13:10,93.7,106.2,1946.2,36.505,63.005,1,-0.1886,99.4,1130.6,94.4,0.324,0.3072,4.315
153,6/1/18 13:20,101.2,111.2,2051.2,36.891,66,1,-0.1886,105.6,1195.6,100.6,0.324,0.3072,4.291
154,6/1/18 13:30,96.2,106.2,1958.7,37.321,66.043,1,-0.1886,99.4,1129.4,95.6,0.324,0.3077,4.273
155,6/1/18 13:40,96.2,106.2,1928.7,37.751,68.099,1,-0.1886,98.1,1109.4,94.4,0.324,0.3077,4.267
156,6/1/18 13:50,98.7,106.2,1951.2,38.179,65.487,1,-0.1886,99.4,1120.6,95.6,0.324,0.3077,4.267
157,6/1/18 14:00,98.7,108.7,1983.7,38.606,64.503,1,-0.1886,101.9,1130.6,98.1,0.324,0.3072,4.255
158,6/1/18 14:10,98.7,108.7,1966.2,39.031,64.161,1,-0.1886,99.4,1113.1,96.9,0.3235,0.3072,4.43
159,6/1/18 14:20,96.2,106.2,1911.2,39.454,62.704,1,-0.1886,95.6,1074.4,94.4,0.3235,0.3072,4.442
160,6/1/18 14:30,96.2,106.2,1883.7,39.877,61.506,1,-0.1886,95.6,1050.6,94.4,0.3235,0.3072,4.448
161,6/1/18 14:40,103.7,113.7,2036.2,40.251,60.69,1,-0.1886,105.6,1133.1,103.1,0.3235,0.3072,4.255
162,6/1/18 14:50,91.2,98.7,1773.7,40.672,68.056,1,-0.1886,90.6,978.1,88.1,0.3235,0.3072,4.267
163,6/1/18 15:00,96.2,106.2,1861.2,40.998,62.748,1,-0.1886,98.1,1025.6,95.6,0.3235,0.3072,4.267
164,6/1/18 15:10,93.7,101.2,1791.2,41.369,61.633,1,-0.1886,94.4,973.1,90.6,0.3235,0.3069,4.442
165,6/1/18 15:20,91.2,98.7,1728.7,41.74,62.49,1,-0.1886,90.6,943.1,88.1,0.3235,0.3069,4.448
166,6/1/18 15:30,88.7,98.7,1696.2,42.064,61.761,1,-0.1886,90.6,919.4,88.1,0.3235,0.3069,4.297
167,6/1/18 15:40,83.7,93.7,1601.2,42.341,61.977,1,-0.1886,85.6,865.6,83.1,0.3235,0.3069,4.285
168,6/1/18 15:50,98.7,111.2,1886.2,42.616,56.295,1,-0.1886,103.1,1034.4,99.4,0.3235,0.3069,4.273
169,6/1/18 16:00,8.7,8.7,196.2,42.892,63.819,1,-0.1886,6.9,85.6,6.9,0.3235,0.3069,4.273
170,6/1/18 16:10,38.7,43.7,781.2,43.122,59.315,1,-0.1886,39.4,391.9,36.9,0.3235,0.3069,4.363
171,6/1/18 16:20,73.7,83.7,1398.7,43.351,60.517,1,-0.1886,79.4,755.6,74.4,0.3235,0.3069,4.303
172,6/1/18 16:30,73.7,81.2,1368.7,43.534,61.119,1,-0.1886,78.1,739.4,74.4,0.3231,0.3069,4.291
173,6/1/18 16:40,66.2,73.7,1236.2,43.716,59.702,1,-0.1937,70.6,668.1,66.9,0.3235,0.3069,4.291
174,6/1/18 16:50,13.7,16.2,303.7,43.808,53.951,1,-0.1886,14.4,141.9,13.1,0.3231,0.3069,4.273
175,6/1/18 17:00,36.2,38.7,691.2,43.945,58.455,1,-0.1886,36.9,358.1,35.6,0.3231,0.3069,4.297
176,6/1/18 17:10,46.2,48.7,838.7,44.082,58.755,1,-0.1886,48.1,445.6,46.9,0.3231,0.3069,4.321
177,6/1/18 17:20,56.2,63.7,1038.7,44.173,60.174,1,-0.1886,61.9,563.1,59.4,0.3231,0.3069,4.46
178,6/1/18 17:30,51.2,58.7,963.7,44.218,57.204,1,-0.1886,58.1,521.9,55.6,0.3231,0.3069,4.297
179,6/1/18 17:40,51.2,58.7,941.2,44.263,57.506,1,-0.1886,58.1,515.6,55.6,0.3231,0.3069,4.279
180,6/1/18 17:50,53.7,58.7,958.7,44.31,55.819,1,-0.1886,59.4,533.1,56.9,0.3231,0.3069,4.291
181,6/1/18 18:00,6.2,8.7,163.7,44.355,49.516,1,-0.1886,6.9,78.1,6.9,0.3228,0.3069,4.267
182,6/1/18 18:10,13.7,13.7,278.7,44.355,50.135,1,-0.1886,14.4,148.1,14.4,0.3228,0.3069,4.309
183,6/1/18 18:20,6.2,6.2,136.2,44.355,47.557,1,-0.1886,4.4,56.9,4.4,0.3231,0.3069,4.267
184,6/1/18 18:30,11.2,11.2,218.7,44.31,46.166,1,-0.1886,11.9,113.1,10.6,0.3228,0.3069,4.291
185,6/1/18 18:40,6.2,8.7,171.2,44.263,46.751,1,-0.1886,8.1,83.1,8.1,0.3231,0.3069,4.291
186,6/1/18 18:50,6.2,6.2,143.7,44.173,44.445,1,-0.1886,6.9,68.1,6.9,0.3223,0.3069,4.267
187,6/1/18 19:00,3.7,3.7,103.7,44.082,43.945,1,-0.1937,4.4,41.9,3.1,0.3223,0.3069,4.255
188,6/1/18 19:10,1.2,3.7,83.7,43.9,43.122,1,-0.1886,1.9,30.6,1.9,0.3228,0.3066,4.249
189,6/1/18 19:20,1.2,1.2,71.2,43.763,42.708,1,-0.1886,0.6,23.1,0.6,0.3223,0.3066,4.249
190,6/1/18 19:30,1.2,1.2,68.7,43.579,41.787,1,-0.1886,1.9,24.4,0.6,0.3228,0.3069,4.249
191,6/1/18 19:40,1.2,1.2,53.7,43.396,42.064,1,-0.1886,0.6,16.9,0.6,0.3223,0.3066,4.237
192,6/1/18 19:50,1.2,1.2,46.2,43.214,40.158,1,-0.1937,0.6,15.6,0.6,0.3223,0.3066,4.231
193,6/1/18 20:00,1.2,1.2,38.7,42.984,39.22,1,-0.1886,0.6,13.1,0.6,0.3223,0.3066,4.224
194,6/1/18 20:10,1.2,1.2,26.2,42.755,39.407,1,-0.1937,0.6,10.6,0.6,0.3223,0.3062,4.224
195,6/1/18 20:20,1.2,1.2,16.2,42.525,38.748,1,-0.1886,0.6,6.9,0.6,0.3223,0.3062,4.224
196,6/1/18 20:30,1.2,1.2,6.2,42.247,35.2,1,-0.1886,0.6,3.1,0.6,0.3223,0.3062,4.218
197,6/1/18 20:40,1.2,1.2,1.2,42.017,35.395,1,-0.1937,0.6,0.6,0.6,0.3223,0.3062,4.212
198,6/1/18 20:50,1.2,1.2,1.2,41.787,33.584,1,-0.1886,0.6,0.6,0.6,0.3223,0.3062,4.212
199,6/1/18 21:00,1.2,1.2,1.2,41.508,33.879,1,-0.1937,0.6,0.6,0.6,0.3223,0.3062,4.206
200,6/1/18 21:10,1.2,1.2,1.2,41.277,35.249,1,-0.1886,0.6,0.6,0.6,0.3223,0.3062,4.206
201,6/1/18 21:20,1.2,1.2,1.2,41.043,33.287,1,-0.1886,0.6,0.6,0.6,0.3223,0.3062,4.206
202,6/1/18 21:30,1.2,1.2,1.2,40.764,32.293,1,-0.1886,0.6,0.6,0.6,0.3223,0.3062,4.206
