Plot Title: 9735534_SM_USA_C1_ctrl,,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","PAR, uE (LGR S/N: 9735534, SEN S/N: 9700888, LBL: C1_L)","PAR, uE (LGR S/N: 9735534, SEN S/N: 9700901, LBL: C1_L)","PAR, uE (LGR S/N: 9735534, SEN S/N: 9700904, LBL: C1_L)","Temp, °F (LGR S/N: 9735534, SEN S/N: 9713846, LBL: C1)","Temp, °F (LGR S/N: 9735534, SEN S/N: 9721329, LBL: C1)","RH, % (LGR S/N: 9735534, SEN S/N: 9721329, LBL: C1)","Voltage, V (LGR S/N: 9735534, SEN S/N: 9725481)","Solar Radiation, W/m² (LGR S/N: 9735534, SEN S/N: 9734404, LBL: C1_L)","Solar Radiation, W/m² (LGR S/N: 9735534, SEN S/N: 9734406, LBL: C1_L)","Solar Radiation, W/m² (LGR S/N: 9735534, SEN S/N: 9734408, LBL: C1_L)","Water Content, m³/m³ (LGR S/N: 9735534, SEN S/N: 20152216, LBL: C1_R)","Water Content, m³/m³ (LGR S/N: 9735534, SEN S/N: 20152227, LBL: C1_L)","Batt, V (LGR S/N: 9735534)"
14459,9/8/18 22:00,1.2,1.2,1.2,52.203,40.764,1,-0.1937,0.6,0.6,0.6,0.1985,0.2318,4.339
14460,9/8/18 22:10,1.2,1.2,1.2,52.072,39.877,1,-0.1937,0.6,0.6,0.6,0.1994,0.2315,4.333
14461,9/8/18 22:20,1.2,1.2,1.2,51.94,39.22,1,-0.1937,0.6,0.6,0.6,0.199,0.2327,4.327
14462,9/8/18 22:30,1.2,1.2,1.2,51.764,38.322,1,-0.1886,0.6,0.6,0.6,0.199,0.2315,4.321
14463,9/8/18 22:40,1.2,1.2,1.2,51.633,37.465,1,-0.1886,0.6,0.6,0.6,0.1994,0.2311,4.321
14464,9/8/18 22:50,1.2,1.2,1.2,51.501,38.368,1,-0.1886,0.6,0.6,0.6,0.199,0.2315,4.321
14465,9/8/18 23:00,1.2,1.2,1.2,51.37,39.407,1,-0.1937,0.6,0.6,0.6,0.1994,0.2318,4.321
14466,9/8/18 23:10,1.2,1.2,1.2,51.237,40.064,1,-0.1886,0.6,0.6,0.6,0.199,0.2315,4.321
14467,9/8/18 23:20,1.2,1.2,1.2,51.062,40.998,1,-0.1886,0.6,0.6,0.6,0.1994,0.2311,4.321
14468,9/8/18 23:30,1.2,1.2,1.2,50.929,41.322,1,-0.1886,0.6,0.6,0.6,0.199,0.2311,4.321
14469,9/8/18 23:40,1.2,1.2,1.2,50.841,42.892,1,-0.1886,0.6,0.6,0.6,0.199,0.2318,4.321
14470,9/8/18 23:50,1.2,1.2,1.2,50.709,43.716,1,-0.1886,0.6,0.6,0.6,0.199,0.2311,4.321
14471,9/9/18 0:00,1.2,1.2,1.2,50.576,40.485,1,-0.1886,0.6,0.6,0.6,0.1994,0.2315,4.321
14472,9/9/18 0:10,1.2,1.2,1.2,50.488,40.719,1,-0.1937,0.6,0.6,0.6,0.1994,0.2315,4.321
14473,9/9/18 0:20,1.2,1.2,1.2,50.356,39.924,1,-0.1886,0.6,0.6,0.6,0.2003,0.2318,4.321
14474,9/9/18 0:30,1.2,1.2,1.2,50.268,39.454,1,-0.1937,0.6,0.6,0.6,0.1999,0.2315,4.315
14475,9/9/18 0:40,1.2,1.2,1.2,50.18,39.36,1,-0.1937,0.6,0.6,0.6,0.2003,0.2323,4.315
14476,9/9/18 0:50,1.2,1.2,1.2,50.047,39.078,1,-0.1937,0.6,0.6,0.6,0.2003,0.2323,4.315
14477,9/9/18 1:00,1.2,1.2,1.2,49.959,39.643,1,-0.1886,0.6,0.6,0.6,0.2003,0.2323,4.315
14478,9/9/18 1:10,1.2,1.2,1.2,49.87,39.502,1,-0.1886,0.6,0.6,0.6,0.1999,0.2318,4.315
14479,9/9/18 1:20,1.2,1.2,1.2,49.782,39.124,1,-0.1886,0.6,0.6,0.6,0.2003,0.2318,4.315
14480,9/9/18 1:30,1.2,1.2,1.2,49.692,39.078,1,-0.1886,0.6,0.6,0.6,0.2003,0.2318,4.309
14481,9/9/18 1:40,1.2,1.2,1.2,49.604,38.7,1,-0.1886,0.6,0.6,0.6,0.2026,0.2367,4.309
14482,9/9/18 1:50,1.2,1.2,1.2,49.516,37.989,1,-0.1886,0.6,0.6,0.6,0.202,0.2374,4.309
14483,9/9/18 2:00,1.2,1.2,1.2,49.428,36.12,1,-0.1886,0.6,0.6,0.6,0.2017,0.2367,4.309
14484,9/9/18 2:10,1.2,1.2,1.2,49.294,36.025,1,-0.1886,0.6,0.6,0.6,0.2012,0.2344,4.309
14485,9/9/18 2:20,1.2,1.2,1.2,49.249,37.416,1,-0.1886,0.6,0.6,0.6,0.2012,0.2344,4.309
14486,9/9/18 2:30,1.2,1.2,1.2,49.116,37.989,1,-0.1886,0.6,0.6,0.6,0.2012,0.2335,4.303
14487,9/9/18 2:40,1.2,1.2,1.2,49.073,38.179,1,-0.1886,0.6,0.6,0.6,0.2008,0.2339,4.303
14488,9/9/18 2:50,1.2,1.2,1.2,48.938,38.511,1,-0.1886,0.6,0.6,0.6,0.2012,0.2327,4.303
14489,9/9/18 3:00,1.2,1.2,1.2,48.895,38.795,1,-0.1937,0.6,0.6,0.6,0.2008,0.233,4.303
14490,9/9/18 3:10,1.2,1.2,1.2,48.805,39.078,1,-0.1937,0.6,0.6,0.6,0.202,0.2374,4.303
14491,9/9/18 3:20,1.2,1.2,1.2,48.717,38.795,1,-0.1886,0.6,0.6,0.6,0.2056,0.2387,4.303
14492,9/9/18 3:30,1.2,1.2,1.2,48.583,38.557,1,-0.1886,0.6,0.6,0.6,0.2038,0.2387,4.303
14493,9/9/18 3:40,1.2,1.2,1.2,48.538,38.084,1,-0.1886,0.6,0.6,0.6,0.2026,0.239,4.303
14494,9/9/18 3:50,1.2,1.2,1.2,48.493,37.989,1,-0.1886,0.6,0.6,0.6,0.202,0.2371,4.297
14495,9/9/18 4:00,1.2,1.2,1.2,48.405,38.037,1,-0.1886,0.6,0.6,0.6,0.202,0.2358,4.303
14496,9/9/18 4:10,1.2,1.2,1.2,48.315,37.989,1,-0.1886,0.6,0.6,0.6,0.202,0.2355,4.297
14497,9/9/18 4:20,1.2,1.2,1.2,48.227,37.13,1,-0.1886,0.6,0.6,0.6,0.202,0.2371,4.297
14498,9/9/18 4:30,1.2,1.2,1.2,48.137,37.513,1,-0.1886,0.6,0.6,0.6,0.202,0.2358,4.297
14499,9/9/18 4:40,1.2,1.2,1.2,48.049,36.986,1,-0.1886,0.6,0.6,0.6,0.202,0.2351,4.297
14500,9/9/18 4:50,1.2,1.2,1.2,48.004,37.179,1,-0.1937,0.6,0.6,0.6,0.202,0.2347,4.297
14501,9/9/18 5:00,1.2,1.2,1.2,47.959,37.179,1,-0.1886,0.6,0.6,0.6,0.202,0.2344,4.297
14502,9/9/18 5:10,1.2,1.2,1.2,47.871,36.939,1,-0.1937,0.6,0.6,0.6,0.2017,0.2339,4.297
14503,9/9/18 5:20,1.2,1.2,1.2,47.781,36.842,1,-0.1886,0.6,0.6,0.6,0.202,0.2335,4.297
14504,9/9/18 5:30,1.2,1.2,1.2,47.691,36.459,1,-0.1886,0.6,0.6,0.6,0.2017,0.2339,4.297
14505,9/9/18 5:40,1.2,1.2,1.2,47.647,36.12,1,-0.1937,0.6,0.6,0.6,0.2012,0.2335,4.297
14506,9/9/18 5:50,1.2,1.2,1.2,47.557,36.12,1,-0.1886,0.6,0.6,0.6,0.2017,0.2339,4.291
14507,9/9/18 6:00,1.2,1.2,1.2,47.512,35.492,1,-0.1886,0.6,0.6,0.6,0.2017,0.233,4.291
14508,9/9/18 6:10,1.2,1.2,1.2,47.422,33.831,1,-0.1937,0.6,0.6,0.6,0.2017,0.2335,4.291
14509,9/9/18 6:20,1.2,1.2,1.2,47.334,32.79,1,-0.1937,0.6,0.6,0.6,0.202,0.2335,4.291
14510,9/9/18 6:30,1.2,1.2,1.2,47.289,31.591,1,-0.1937,0.6,0.6,0.6,0.2017,0.2335,4.291
14511,9/9/18 6:40,1.2,1.2,3.7,47.199,31.289,1,-0.1886,0.6,0.6,0.6,0.2017,0.2335,4.291
14512,9/9/18 6:50,1.2,1.2,8.7,47.154,30.834,1,-0.1886,0.6,3.1,0.6,0.2017,0.2335,4.291
14513,9/9/18 7:00,1.2,1.2,21.2,47.064,30.376,1,-0.1937,0.6,5.6,0.6,0.2012,0.233,4.291
14514,9/9/18 7:10,1.2,1.2,36.2,46.974,30.376,1,-0.1886,0.6,11.9,0.6,0.2012,0.2335,4.297
14515,9/9/18 7:20,1.2,1.2,58.7,46.886,30.834,1,-0.1937,0.6,24.4,1.9,0.2012,0.233,4.321
14516,9/9/18 7:30,3.7,3.7,148.7,46.796,31.791,1,-0.1886,6.9,81.9,8.1,0.2017,0.2335,4.4
14517,9/9/18 7:40,11.2,11.2,356.2,46.706,35.298,1,-0.1937,19.4,224.4,23.1,0.2012,0.2335,4.363
14518,9/9/18 7:50,16.2,13.7,463.7,46.616,38.131,1,-0.1886,25.6,288.1,31.9,0.2017,0.2335,4.351
14519,9/9/18 8:00,16.2,16.2,491.2,46.526,40.111,1,-0.1937,28.1,301.9,33.1,0.2017,0.233,4.375
14520,9/9/18 8:10,16.2,16.2,538.7,46.436,40.626,1,-0.1937,29.4,315.6,34.4,0.2017,0.2335,4.363
14521,9/9/18 8:20,21.2,21.2,661.2,46.346,41.97,1,-0.1937,35.6,379.4,39.4,0.2017,0.2335,4.375
14522,9/9/18 8:30,23.7,21.2,748.7,46.301,43.351,1,-0.1886,38.1,414.4,41.9,0.202,0.2339,4.363
14523,9/9/18 8:40,26.2,23.7,843.7,46.211,43.808,1,-0.1886,41.9,454.4,45.6,0.2017,0.233,4.357
14524,9/9/18 8:50,28.7,28.7,931.2,46.166,42.892,1,-0.1886,46.9,498.1,50.6,0.2012,0.233,4.363
14525,9/9/18 9:00,33.7,33.7,1053.7,46.121,44.4,1,-0.1886,53.1,564.4,56.9,0.2017,0.233,4.351
14526,9/9/18 9:10,36.2,38.7,1171.2,46.076,44.719,1,-0.1886,59.4,621.9,63.1,0.2012,0.233,4.369
14527,9/9/18 9:20,36.2,38.7,1148.7,46.076,46.256,1,-0.1886,58.1,605.6,60.6,0.2012,0.233,4.363
14528,9/9/18 9:30,38.7,41.2,1268.7,46.031,49.692,1,-0.1886,64.4,671.9,65.6,0.2012,0.2323,4.369
14529,9/9/18 9:40,38.7,43.7,1268.7,46.031,51.237,1,-0.1886,64.4,668.1,64.4,0.2012,0.2327,4.357
14530,9/9/18 9:50,41.2,46.2,1341.2,46.031,54.387,1,-0.1886,68.1,704.4,68.1,0.2008,0.2323,4.514
14531,9/9/18 10:00,41.2,46.2,1338.7,46.076,57.074,1,-0.1886,68.1,700.6,66.9,0.2012,0.2327,4.363
14532,9/9/18 10:10,46.2,51.2,1426.2,46.076,57.722,1,-0.1886,73.1,746.9,70.6,0.2008,0.2318,4.351
14533,9/9/18 10:20,46.2,53.7,1483.7,46.121,65.316,1,-0.1886,75.6,773.1,73.1,0.2003,0.2315,4.363
14534,9/9/18 10:30,48.7,56.2,1526.2,46.166,70.502,1,-0.1886,78.1,795.6,74.4,0.2008,0.2318,4.351
14535,9/9/18 10:40,48.7,56.2,1578.7,46.211,69.771,1,-0.1886,80.6,825.6,76.9,0.2003,0.2311,4.369
14536,9/9/18 10:50,51.2,58.7,1631.2,46.301,71.62,1,-0.1886,81.9,854.4,78.1,0.2008,0.2315,4.357
14537,9/9/18 11:00,51.2,61.2,1661.2,46.391,72.48,1,-0.1886,83.1,868.1,79.4,0.2003,0.2311,4.393
14538,9/9/18 11:10,53.7,63.7,1716.2,46.526,73.645,1,-0.1886,85.6,899.4,83.1,0.1999,0.2306,4.351
14539,9/9/18 11:20,61.2,68.7,1873.7,46.661,79.788,1,-0.1886,94.4,988.1,91.9,0.2003,0.2306,4.375
14540,9/9/18 11:30,16.2,18.7,551.2,46.841,71.834,1,-0.1886,25.6,259.4,25.6,0.1999,0.2303,4.363
14541,9/9/18 11:40,68.7,78.7,2121.2,47.064,82.441,1,-0.1886,105.6,1133.1,103.1,0.1994,0.2303,4.351
14542,9/9/18 11:50,11.2,13.7,376.2,47.289,67.199,1,-0.1886,18.1,184.4,18.1,0.1994,0.2299,4.363
14543,9/9/18 12:00,13.7,16.2,473.7,47.557,82.575,1,-0.1886,20.6,225.6,20.6,0.199,0.2294,4.351
14544,9/9/18 12:10,16.2,16.2,458.7,47.826,70.286,1,-0.1886,23.1,230.6,23.1,0.1999,0.2294,4.369
14545,9/9/18 12:20,13.7,16.2,478.7,48.094,67.714,1,-0.1886,19.4,219.4,19.4,0.1994,0.2291,4.351
14546,9/9/18 12:30,66.2,76.2,2041.2,48.45,83.109,1,-0.1886,98.1,1094.4,96.9,0.199,0.2294,4.381
14547,9/9/18 12:40,68.7,78.7,2106.2,48.762,88.122,1,-0.1886,100.6,1124.4,99.4,0.1994,0.2291,4.351
14548,9/9/18 12:50,16.2,18.7,496.2,49.073,76.246,1,-0.1886,24.4,249.4,24.4,0.199,0.2291,4.381
14549,9/9/18 13:00,66.2,76.2,2051.2,49.383,72.567,1,-0.1886,98.1,1100.6,98.1,0.1985,0.2286,4.363
14550,9/9/18 13:10,8.7,11.2,306.2,49.737,61.462,1,-0.1886,14.4,145.6,14.4,0.199,0.2282,4.351
14551,9/9/18 13:20,66.2,73.7,1996.2,50.092,77.464,1,-0.1886,94.4,1055.6,94.4,0.1985,0.2282,4.363
14552,9/9/18 13:30,81.2,88.7,2346.2,50.488,84.857,1,-0.1937,115.6,1245.6,115.6,0.199,0.2282,4.351
14553,9/9/18 13:40,31.2,33.7,846.2,50.797,70.502,1,-0.1886,45.6,439.4,45.6,0.1985,0.2282,4.363
14554,9/9/18 13:50,28.7,31.2,836.2,51.148,68.185,1,-0.1886,43.1,438.1,43.1,0.199,0.2282,4.363
14555,9/9/18 14:00,13.7,13.7,396.2,51.501,58.541,1,-0.1886,19.4,208.1,19.4,0.1981,0.2277,4.351
14556,9/9/18 14:10,6.2,8.7,246.2,51.809,54.516,1,-0.1886,11.9,126.9,11.9,0.1981,0.2277,4.363
14557,9/9/18 14:20,6.2,6.2,176.2,52.072,53.035,1,-0.1886,8.1,89.4,8.1,0.1985,0.2282,4.357
14558,9/9/18 14:30,6.2,6.2,176.2,52.335,51.589,1,-0.1937,8.1,88.1,9.4,0.1985,0.2282,4.381
14559,9/9/18 14:40,11.2,11.2,328.7,52.509,52.947,1,-0.1886,19.4,171.9,18.1,0.1985,0.2277,4.363
14560,9/9/18 14:50,38.7,43.7,1133.7,52.641,59.659,1,-0.1886,55.6,588.1,58.1,0.1985,0.2282,4.393
14561,9/9/18 15:00,63.7,68.7,1793.7,52.772,83.242,1,-0.1886,89.4,935.6,91.9,0.1981,0.2282,4.363
14562,9/9/18 15:10,36.2,38.7,998.7,52.86,73.99,1,-0.1886,49.4,504.4,50.6,0.1981,0.2274,4.393
14563,9/9/18 15:20,61.2,66.2,1686.2,52.947,75.204,1,-0.1886,86.9,880.6,88.1,0.1985,0.2277,4.357
14564,9/9/18 15:30,58.7,66.2,1593.7,53.078,84.99,1,-0.1886,84.4,823.1,86.9,0.1981,0.2274,4.418
14565,9/9/18 15:40,46.2,51.2,1233.7,53.209,81.333,1,-0.1886,65.6,631.9,68.1,0.1981,0.2274,4.357
14566,9/9/18 15:50,48.7,53.7,1298.7,53.341,83.332,1,-0.1886,70.6,669.4,71.9,0.1985,0.2274,4.484
14567,9/9/18 16:00,41.2,43.7,1066.2,53.515,76.986,1,-0.1886,59.4,548.1,60.6,0.1985,0.2269,4.357
14568,9/9/18 16:10,58.7,66.2,1521.2,53.69,75.29,1,-0.1886,88.1,799.4,88.1,0.1981,0.2269,4.544
14569,9/9/18 16:20,23.7,26.2,671.2,53.908,68.527,1,-0.1886,38.1,350.6,38.1,0.1981,0.2266,4.357
14570,9/9/18 16:30,11.2,11.2,336.2,54.082,59.529,1,-0.1886,18.1,181.9,18.1,0.1976,0.2266,4.351
14571,9/9/18 16:40,6.2,6.2,188.7,54.255,53.908,1,-0.1886,10.6,103.1,10.6,0.1981,0.2269,4.363
14572,9/9/18 16:50,8.7,8.7,251.2,54.43,53.341,1,-0.1886,13.1,128.1,14.4,0.1981,0.2266,4.351
14573,9/9/18 17:00,8.7,8.7,248.7,54.561,52.423,1,-0.1886,11.9,121.9,11.9,0.1976,0.2266,4.363
14574,9/9/18 17:10,3.7,3.7,161.2,54.648,49.825,1,-0.1886,5.6,66.9,5.6,0.1972,0.2262,4.357
14575,9/9/18 17:20,1.2,1.2,96.2,54.691,46.886,1,-0.1937,1.9,30.6,1.9,0.1976,0.2269,4.369
14576,9/9/18 17:30,1.2,1.2,86.2,54.691,45.399,1,-0.1886,0.6,24.4,0.6,0.1972,0.2266,4.363
14577,9/9/18 17:40,1.2,1.2,81.2,54.648,45.534,1,-0.1886,0.6,21.9,0.6,0.1972,0.2266,4.4
14578,9/9/18 17:50,1.2,1.2,76.2,54.604,44.445,1,-0.1937,0.6,20.6,0.6,0.1963,0.2262,4.363
14579,9/9/18 18:00,1.2,1.2,73.7,54.516,43.167,1,-0.1886,0.6,19.4,0.6,0.1972,0.2266,4.369
14580,9/9/18 18:10,1.2,1.2,71.2,54.43,42.478,1,-0.1886,0.6,18.1,0.6,0.1967,0.2269,4.375
14581,9/9/18 18:20,1.2,1.2,68.7,54.3,43.03,1,-0.1937,0.6,18.1,0.6,0.1967,0.2269,4.363
14582,9/9/18 18:30,1.2,1.2,61.2,54.169,40.764,1,-0.1886,0.6,16.9,0.6,0.1972,0.2266,4.393
14583,9/9/18 18:40,1.2,1.2,56.2,54.037,40.017,1,-0.1886,0.6,15.6,0.6,0.1976,0.2266,4.363
14584,9/9/18 18:50,1.2,1.2,48.7,53.908,39.313,1,-0.1937,0.6,11.9,0.6,0.1972,0.2269,4.363
14585,9/9/18 19:00,1.2,1.2,38.7,53.776,38.037,1,-0.1886,0.6,10.6,0.6,0.1972,0.2269,4.363
14586,9/9/18 19:10,1.2,1.2,28.7,53.602,36.505,1,-0.1886,0.6,8.1,0.6,0.1972,0.2274,4.363
14587,9/9/18 19:20,1.2,1.2,13.7,53.472,38.415,1,-0.1886,0.6,4.4,0.6,0.1976,0.2269,4.357
14588,9/9/18 19:30,1.2,1.2,3.7,53.298,36.41,1,-0.1886,0.6,0.6,0.6,0.1976,0.2266,4.351
14589,9/9/18 19:40,1.2,1.2,1.2,53.166,34.075,1,-0.1886,0.6,0.6,0.6,0.1972,0.2269,4.351
14590,9/9/18 19:50,1.2,1.2,1.2,52.992,34.174,1,-0.1886,0.6,0.6,0.6,0.1972,0.2269,4.351
14591,9/9/18 20:00,1.2,1.2,1.2,52.817,33.435,1,-0.1886,0.6,0.6,0.6,0.1972,0.2269,4.345
14592,9/9/18 20:10,1.2,1.2,1.2,52.641,33.831,1,-0.1886,0.6,0.6,0.6,0.1972,0.2269,4.345
14593,9/9/18 20:20,1.2,1.2,1.2,52.466,33.633,1,-0.1886,0.6,0.6,0.6,0.1972,0.2266,4.339
14594,9/9/18 20:30,1.2,1.2,1.2,52.291,34.615,1,-0.1886,0.6,0.6,0.6,0.1972,0.2269,4.339
14595,9/9/18 20:40,1.2,1.2,1.2,52.115,34.468,1,-0.1886,0.6,0.6,0.6,0.1976,0.2269,4.339
14596,9/9/18 20:50,1.2,1.2,1.2,51.94,36.459,1,-0.1886,0.6,0.6,0.6,0.1972,0.2266,4.339
14597,9/9/18 21:00,1.2,1.2,1.2,51.809,38.322,1,-0.1886,0.6,0.6,0.6,0.1976,0.2269,4.339
14598,9/9/18 21:10,1.2,1.2,1.2,51.633,38.368,1,-0.1886,0.6,0.6,0.6,0.1972,0.2266,4.339
14599,9/9/18 21:20,1.2,1.2,1.2,51.458,38.511,1,-0.1937,0.6,0.6,0.6,0.1972,0.2277,4.339
14600,9/9/18 21:30,1.2,1.2,1.2,51.325,37.609,1,-0.1937,0.6,0.6,0.6,0.1967,0.2262,4.333
14601,9/9/18 21:40,1.2,1.2,1.2,51.148,36.459,1,-0.1937,0.6,0.6,0.6,0.1976,0.2266,4.333
14602,9/9/18 21:50,1.2,1.2,1.2,50.974,37.321,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.333
14603,9/9/18 22:00,1.2,1.2,1.2,50.841,38.131,1,-0.1937,0.6,0.6,0.6,0.1972,0.2262,4.357
14604,9/9/18 22:10,1.2,1.2,1.2,50.709,37.225,1,-0.1886,0.6,0.6,0.6,0.1976,0.2266,4.333
14605,9/9/18 22:20,1.2,1.2,1.2,50.533,38.179,1,-0.1937,0.6,0.6,0.6,0.1972,0.2262,4.327
14606,9/9/18 22:30,1.2,1.2,1.2,50.4,36.12,1,-0.1886,0.6,0.6,0.6,0.1972,0.2266,4.321
14607,9/9/18 22:40,1.2,1.2,1.2,50.268,37.416,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.321
14608,9/9/18 22:50,1.2,1.2,1.2,50.092,37.369,1,-0.1937,0.6,0.6,0.6,0.1972,0.2262,4.321
14609,9/9/18 23:00,1.2,1.2,1.2,49.959,37.369,1,-0.1886,0.6,0.6,0.6,0.1976,0.2266,4.321
14610,9/9/18 23:10,1.2,1.2,1.2,49.825,36.891,1,-0.1886,0.6,0.6,0.6,0.1976,0.2266,4.321
14611,9/9/18 23:20,1.2,1.2,1.2,49.692,36.603,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.321
14612,9/9/18 23:30,1.2,1.2,1.2,49.561,36.072,1,-0.1886,0.6,0.6,0.6,0.1976,0.2266,4.321
14613,9/9/18 23:40,1.2,1.2,1.2,49.428,36.361,1,-0.1937,0.6,0.6,0.6,0.1976,0.2262,4.321
14614,9/9/18 23:50,1.2,1.2,1.2,49.294,33.732,1,-0.1886,0.6,0.6,0.6,0.1972,0.2257,4.321
14615,9/10/18 0:00,1.2,1.2,1.2,49.161,34.124,1,-0.1886,0.6,0.6,0.6,0.1967,0.2257,4.321
14616,9/10/18 0:10,1.2,1.2,1.2,49.073,33.831,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.321
14617,9/10/18 0:20,1.2,1.2,1.2,48.938,35.685,1,-0.1886,0.6,0.6,0.6,0.1972,0.2257,4.321
14618,9/10/18 0:30,1.2,1.2,1.2,48.805,35.152,1,-0.1937,0.6,0.6,0.6,0.1972,0.2257,4.321
14619,9/10/18 0:40,1.2,1.2,1.2,48.672,33.831,1,-0.1886,0.6,0.6,0.6,0.1976,0.2262,4.315
14620,9/10/18 0:50,1.2,1.2,1.2,48.583,34.419,1,-0.1937,0.6,0.6,0.6,0.1972,0.2257,4.315
14621,9/10/18 1:00,1.2,1.2,1.2,48.45,33.287,1,-0.1937,0.6,0.6,0.6,0.1976,0.2262,4.315
14622,9/10/18 1:10,1.2,1.2,1.2,48.315,30.987,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.315
14623,9/10/18 1:20,1.2,1.2,1.2,48.227,29.406,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.315
14624,9/10/18 1:30,1.2,1.2,1.2,48.094,28.528,1,-0.1886,0.6,0.6,0.6,0.1972,0.2257,4.309
14625,9/10/18 1:40,1.2,1.2,1.2,48.004,28.425,1,-0.1937,0.6,0.6,0.6,0.1967,0.2257,4.315
14626,9/10/18 1:50,1.2,1.2,1.2,47.871,27.955,1,-0.1886,0.6,0.6,0.6,0.1967,0.2254,4.309
14627,9/10/18 2:00,1.2,1.2,1.2,47.736,28.216,1,-0.1886,0.6,0.6,0.6,0.1967,0.2257,4.309
14628,9/10/18 2:10,1.2,1.2,1.2,47.647,28.425,1,-0.1886,0.6,0.6,0.6,0.1976,0.2262,4.327
14629,9/10/18 2:20,1.2,1.2,1.2,47.512,28.216,1,-0.1937,0.6,0.6,0.6,0.1976,0.2266,4.303
14630,9/10/18 2:30,1.2,1.2,1.2,47.422,27.171,1,-0.1886,0.6,0.6,0.6,0.1976,0.2262,4.303
14631,9/10/18 2:40,1.2,1.2,1.2,47.289,27.012,1,-0.1937,0.6,0.6,0.6,0.1976,0.2262,4.303
14632,9/10/18 2:50,1.2,1.2,1.2,47.154,26.906,1,-0.1937,0.6,0.6,0.6,0.1972,0.2262,4.303
14633,9/10/18 3:00,1.2,1.2,1.2,47.019,27.851,1,-0.1937,0.6,0.6,0.6,0.1976,0.2262,4.303
14634,9/10/18 3:10,1.2,1.2,1.2,46.931,27.642,1,-0.1886,0.6,0.6,0.6,0.1972,0.2257,4.303
14635,9/10/18 3:20,1.2,1.2,1.2,46.796,28.008,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.303
14636,9/10/18 3:30,1.2,1.2,1.2,46.706,30.072,1,-0.1937,0.6,0.6,0.6,0.1972,0.2262,4.303
14637,9/10/18 3:40,1.2,1.2,1.2,46.571,30.529,1,-0.1886,0.6,0.6,0.6,0.1976,0.2266,4.303
14638,9/10/18 3:50,1.2,1.2,1.2,46.436,29.917,1,-0.1937,0.6,0.6,0.6,0.1981,0.2266,4.297
14639,9/10/18 4:00,1.2,1.2,1.2,46.346,28.164,1,-0.1937,0.6,0.6,0.6,0.1976,0.2262,4.297
14640,9/10/18 4:10,1.2,1.2,1.2,46.256,27.275,1,-0.1886,0.6,0.6,0.6,0.1976,0.2262,4.297
14641,9/10/18 4:20,1.2,1.2,1.2,46.166,27.433,1,-0.1937,0.6,0.6,0.6,0.1972,0.2262,4.297
14642,9/10/18 4:30,1.2,1.2,1.2,46.031,27.171,1,-0.1937,0.6,0.6,0.6,0.1976,0.2266,4.297
14643,9/10/18 4:40,1.2,1.2,1.2,45.941,27.012,1,-0.1886,0.6,0.6,0.6,0.1976,0.2266,4.297
14644,9/10/18 4:50,1.2,1.2,1.2,45.851,26.643,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.297
14645,9/10/18 5:00,1.2,1.2,1.2,45.714,27.275,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.297
14646,9/10/18 5:10,1.2,1.2,1.2,45.624,26.695,1,-0.1937,0.6,0.6,0.6,0.1972,0.2262,4.291
14647,9/10/18 5:20,1.2,1.2,1.2,45.534,26.058,1,-0.1886,0.6,0.6,0.6,0.1972,0.2257,4.297
14648,9/10/18 5:30,1.2,1.2,1.2,45.444,26.112,1,-0.1937,0.6,0.6,0.6,0.1976,0.2266,4.291
14649,9/10/18 5:40,1.2,1.2,1.2,45.354,26.537,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.291
14650,9/10/18 5:50,1.2,1.2,1.2,45.217,26.854,1,-0.1937,0.6,0.6,0.6,0.1967,0.2257,4.291
14651,9/10/18 6:00,1.2,1.2,1.2,45.127,26.537,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.291
14652,9/10/18 6:10,1.2,1.2,1.2,44.991,26.854,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.291
14653,9/10/18 6:20,1.2,1.2,1.2,44.946,27.327,1,-0.1886,0.6,0.6,0.6,0.1972,0.2262,4.291
14654,9/10/18 6:30,1.2,1.2,1.2,44.809,27.012,1,-0.1937,0.6,0.6,0.6,0.1972,0.2262,4.291
14655,9/10/18 6:40,1.2,1.2,6.2,44.719,26.643,1,-0.1886,0.6,5.6,0.6,0.1976,0.2262,4.291
14656,9/10/18 6:50,1.2,1.2,18.7,44.627,26.377,1,-0.1886,0.6,9.4,0.6,0.1967,0.2257,4.291
14657,9/10/18 7:00,1.2,1.2,36.2,44.537,26.164,1,-0.1886,0.6,15.6,0.6,0.1972,0.2262,4.291
14658,9/10/18 7:10,1.2,1.2,66.2,44.445,27.433,1,-0.1937,3.1,35.6,4.4,0.1967,0.2257,4.315
