"Plot Title: 20411607_SM_USA_A2_ctrl"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 20411607, SEN S/N: 20391816, LBL: A2_R)","Water Content, m³/m³ (LGR S/N: 20411607, SEN S/N: 20399029, LBL: A2_R)"
690,08/03/18 07:00:01 AM,50.841,0.2078
691,08/03/18 08:00:01 AM,50.621,0.2073
692,08/03/18 09:00:01 AM,50.488,0.2070
693,08/03/18 10:00:01 AM,50.445,0.2064
694,08/03/18 11:00:01 AM,50.576,0.2061
695,08/03/18 12:00:01 PM,50.797,0.2064
696,08/03/18 01:00:01 PM,50.929,0.2073
697,08/03/18 02:00:01 PM,49.959,0.4486
698,08/03/18 03:00:01 PM,49.914,0.3048
699,08/03/18 04:00:01 PM,50.621,0.2976
700,08/03/18 05:00:01 PM,52.115,0.2938
701,08/03/18 06:00:01 PM,53.472,0.2908
702,08/03/18 07:00:01 PM,54.169,0.2884
703,08/03/18 08:00:01 PM,54.255,0.2871
704,08/03/18 09:00:01 PM,53.908,0.2861
705,08/03/18 10:00:01 PM,53.341,0.2850
706,08/03/18 11:00:01 PM,52.686,0.2840
707,08/04/18 12:00:01 AM,51.984,0.2830
708,08/04/18 01:00:01 AM,51.325,0.2824
709,08/04/18 02:00:01 AM,50.621,0.2813
710,08/04/18 03:00:01 AM,49.959,0.2810
711,08/04/18 04:00:01 AM,49.338,0.2803
712,08/04/18 05:00:01 AM,48.717,0.2796
713,08/04/18 06:00:01 AM,48.182,0.2793
714,08/04/18 07:00:01 AM,47.691,0.2790
715,08/04/18 08:00:01 AM,47.289,0.2790
716,08/04/18 09:00:01 AM,47.109,0.2780
717,08/04/18 10:00:01 AM,47.244,0.2776
718,08/04/18 11:00:01 AM,47.871,0.2763
719,08/04/18 12:00:01 PM,48.983,0.2749
720,08/04/18 01:00:01 PM,50.400,0.2732
721,08/04/18 02:00:01 PM,51.764,0.2729
722,08/04/18 03:00:01 PM,53.035,0.2712
723,08/04/18 04:00:01 PM,54.343,0.2701
724,08/04/18 05:00:01 PM,55.168,0.2691
725,08/04/18 06:00:01 PM,55.386,0.2677
726,08/04/18 07:00:01 PM,55.213,0.2670
727,08/04/18 08:00:01 PM,54.777,0.2673
728,08/04/18 09:00:01 PM,54.169,0.2680
729,08/04/18 10:00:01 PM,53.472,0.2673
730,08/04/18 11:00:01 PM,52.686,0.2670
731,08/05/18 12:00:01 AM,51.984,0.2666
732,08/05/18 01:00:01 AM,51.282,0.2664
733,08/05/18 02:00:01 AM,50.664,0.2660
734,08/05/18 03:00:01 AM,50.047,0.2660
735,08/05/18 04:00:01 AM,49.471,0.2642
736,08/05/18 05:00:01 AM,49.073,0.2635
737,08/05/18 06:00:01 AM,48.805,0.2639
738,08/05/18 07:00:01 AM,48.405,0.2650
739,08/05/18 08:00:01 AM,48.315,0.2670
740,08/05/18 09:00:01 AM,48.315,0.2680
741,08/05/18 10:00:01 AM,48.450,0.2691
742,08/05/18 11:00:01 AM,48.983,0.2684
743,08/05/18 12:00:01 PM,49.914,0.2677
744,08/05/18 01:00:01 PM,51.062,0.2670
745,08/05/18 02:00:01 PM,52.335,0.2657
746,08/05/18 03:00:01 PM,53.690,0.2650
747,08/05/18 04:00:01 PM,54.909,0.2642
748,08/05/18 05:00:01 PM,55.863,0.2632
749,08/05/18 06:00:01 PM,56.556,0.2621
750,08/05/18 07:00:01 PM,56.685,0.2618
751,08/05/18 08:00:01 PM,56.340,0.2611
752,08/05/18 09:00:01 PM,55.647,0.2611
753,08/05/18 10:00:01 PM,54.952,0.2607
754,08/05/18 11:00:01 PM,54.212,0.2604
755,08/06/18 12:00:01 AM,53.472,0.2600
756,08/06/18 01:00:01 AM,52.729,0.2600
757,08/06/18 02:00:01 AM,51.984,0.2596
758,08/06/18 03:00:01 AM,51.370,0.2592
759,08/06/18 04:00:01 AM,50.797,0.2596
760,08/06/18 05:00:01 AM,50.223,0.2592
761,08/06/18 06:00:01 AM,49.649,0.2589
762,08/06/18 07:00:01 AM,49.116,0.2589
763,08/06/18 08:00:01 AM,48.672,0.2589
764,08/06/18 09:00:01 AM,48.360,0.2585
765,08/06/18 10:00:01 AM,48.538,0.2579
766,08/06/18 11:00:01 AM,49.116,0.2564
767,08/06/18 12:00:01 PM,50.223,0.2553
768,08/06/18 01:00:01 PM,51.589,0.2542
