Plot Title: 20139118_Baldy_SnowmeltB1,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20139118, SEN S/N: 9713850)","Water Content, m³/m³ (LGR S/N: 20139118, SEN S/N: 20152217)"
1578,8/3/18 6:00,52.291,0.081
1579,8/3/18 7:00,51.984,0.0803
1580,8/3/18 8:00,51.764,0.0803
1581,8/3/18 9:00,51.852,0.081
1582,8/3/18 10:00,52.378,0.0803
1583,8/3/18 11:00,53.298,0.081
1584,8/3/18 12:00,53.733,0.081
1585,8/3/18 13:00,53.515,0.0835
1586,8/3/18 14:00,52.115,0.1312
1587,8/3/18 15:00,53.472,0.1412
1588,8/3/18 16:00,58.541,0.1382
1589,8/3/18 17:00,62.019,0.1361
1590,8/3/18 18:00,62.019,0.1347
1591,8/3/18 19:00,60.346,0.1331
1592,8/3/18 20:00,58.455,0.1317
1593,8/3/18 21:00,56.295,0.1307
1594,8/3/18 22:00,54.43,0.1297
1595,8/3/18 23:00,52.729,0.1285
1596,8/4/18 0:00,51.148,0.1276
1597,8/4/18 1:00,49.649,0.1271
1598,8/4/18 2:00,48.36,0.1261
1599,8/4/18 3:00,47.154,0.1256
1600,8/4/18 4:00,46.076,0.1246
1601,8/4/18 5:00,45.354,0.1242
1602,8/4/18 6:00,44.719,0.1237
1603,8/4/18 7:00,44.263,0.1224
1604,8/4/18 8:00,45.172,0.1214
1605,8/4/18 9:00,46.436,0.1204
1606,8/4/18 10:00,50.002,0.1189
1607,8/4/18 11:00,55.038,0.1174
1608,8/4/18 12:00,59.83,0.1153
1609,8/4/18 13:00,62.362,0.1138
1610,8/4/18 14:00,63.304,0.1128
1611,8/4/18 15:00,66.472,0.1107
1612,8/4/18 16:00,66.558,0.1091
1613,8/4/18 17:00,64.974,0.108
1614,8/4/18 18:00,63.048,0.1064
1615,8/4/18 19:00,60.647,0.1058
1616,8/4/18 20:00,58.712,0.108
1617,8/4/18 21:00,56.642,0.108
1618,8/4/18 22:00,54.734,0.1075
1619,8/4/18 23:00,52.903,0.1069
1620,8/5/18 0:00,51.413,0.1064
1621,8/5/18 1:00,50.18,0.1058
1622,8/5/18 2:00,48.938,0.1058
1623,8/5/18 3:00,47.871,0.1053
1624,8/5/18 4:00,47.602,0.1064
1625,8/5/18 5:00,47.557,0.1064
1626,8/5/18 6:00,47.602,0.1058
1627,8/5/18 7:00,47.512,0.1091
1628,8/5/18 8:00,47.826,0.1085
1629,8/5/18 9:00,48.805,0.108
1630,8/5/18 10:00,51.544,0.1075
1631,8/5/18 11:00,55.386,0.1069
1632,8/5/18 12:00,58.066,0.1069
1633,8/5/18 13:00,61.162,0.1064
1634,8/5/18 14:00,63.433,0.1053
1635,8/5/18 15:00,64.717,0.1047
1636,8/5/18 16:00,65.316,0.1042
1637,8/5/18 17:00,65.444,0.1042
1638,8/5/18 18:00,64.204,0.1036
1639,8/5/18 19:00,61.677,0.1031
1640,8/5/18 20:00,59.358,0.1031
1641,8/5/18 21:00,57.42,0.1025
1642,8/5/18 22:00,55.949,0.102
1643,8/5/18 23:00,54.473,0.1014
1644,8/6/18 0:00,52.947,0.102
1645,8/6/18 1:00,51.501,0.1014
1646,8/6/18 2:00,50.533,0.1014
1647,8/6/18 3:00,49.428,0.1009
1648,8/6/18 4:00,48.672,0.1009
1649,8/6/18 5:00,47.691,0.1009
1650,8/6/18 6:00,46.706,0.1003
1651,8/6/18 7:00,46.166,0.1003
1652,8/6/18 8:00,46.751,0.1003
1653,8/6/18 9:00,47.781,0.1003
1654,8/6/18 10:00,51.105,0.0998
1655,8/6/18 11:00,55.558,0.0992
1656,8/6/18 12:00,61.333,0.0992
