"Plot Title: 20290164_SM_UM_A2_ctrl"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 20290164, SEN S/N: 9719170, LBL: A2_Lmeadow)","Water Content, m³/m³ (LGR S/N: 20290164, SEN S/N: 20152228, LBL: A2_Lmeadow)","Water Content, m³/m³ (LGR S/N: 20290164, SEN S/N: 20152229, LBL: A2_Rshrub)"
415,06/27/19 05:00:01 PM,57.807,0.2182,0.2269
416,06/27/19 06:00:01 PM,58.582,0.2182,0.2257
417,06/27/19 07:00:01 PM,58.755,0.2182,0.2254
418,06/27/19 08:00:01 PM,58.282,0.2177,0.2241
419,06/27/19 09:00:01 PM,57.333,0.2174,0.2241
420,06/27/19 10:00:01 PM,56.208,0.2174,0.2245
421,06/27/19 11:00:01 PM,55.081,0.2169,0.2245
422,06/28/19 12:00:01 AM,54.037,0.2169,0.2249
423,06/28/19 01:00:01 AM,53.078,0.2169,0.2249
424,06/28/19 02:00:01 AM,52.115,0.2169,0.2254
425,06/28/19 03:00:01 AM,51.325,0.2164,0.2254
426,06/28/19 04:00:01 AM,50.488,0.2161,0.2257
427,06/28/19 05:00:01 AM,49.737,0.2156,0.2257
428,06/28/19 06:00:01 AM,49.073,0.2161,0.2266
429,06/28/19 07:00:01 AM,48.405,0.2156,0.2266
430,06/28/19 08:00:01 AM,48.137,0.2164,0.2274
431,06/28/19 09:00:01 AM,48.315,0.2161,0.2269
432,06/28/19 10:00:01 AM,49.073,0.2148,0.2257
433,06/28/19 11:00:01 AM,50.268,0.2139,0.2245
434,06/28/19 12:00:01 PM,51.721,0.2131,0.2229
435,06/28/19 01:00:01 PM,53.472,0.2117,0.2216
436,06/28/19 02:00:01 PM,55.386,0.2104,0.2195
437,06/28/19 03:00:01 PM,56.944,0.2095,0.2182
438,06/28/19 04:00:01 PM,58.066,0.2087,0.2169
439,06/28/19 05:00:01 PM,59.185,0.2087,0.2156
440,06/28/19 06:00:01 PM,59.873,0.2078,0.2148
441,06/28/19 07:00:01 PM,59.959,0.2078,0.2134
442,06/28/19 08:00:01 PM,59.401,0.2073,0.2122
443,06/28/19 09:00:01 PM,58.498,0.2073,0.2122
444,06/28/19 10:00:01 PM,57.549,0.2073,0.2126
445,06/28/19 11:00:01 PM,56.728,0.2064,0.2122
446,06/29/19 12:00:01 AM,55.992,0.2064,0.2117
447,06/29/19 01:00:01 AM,55.213,0.2064,0.2126
448,06/29/19 02:00:01 AM,54.516,0.2061,0.2122
449,06/29/19 03:00:01 AM,53.865,0.2061,0.2126
450,06/29/19 04:00:01 AM,53.253,0.2061,0.2131
451,06/29/19 05:00:01 AM,52.729,0.2056,0.2126
452,06/29/19 06:00:01 AM,52.115,0.2056,0.2126
453,06/29/19 07:00:01 AM,51.633,0.2056,0.2126
454,06/29/19 08:00:01 AM,51.458,0.2056,0.2134
455,06/29/19 09:00:01 AM,51.764,0.2047,0.2134
456,06/29/19 10:00:01 AM,52.378,0.2043,0.2122
457,06/29/19 11:00:01 AM,53.078,0.2029,0.2112
458,06/29/19 12:00:01 PM,53.994,0.2020,0.2100
459,06/29/19 01:00:01 PM,55.342,0.2003,0.2083
460,06/29/19 02:00:01 PM,56.815,0.1981,0.2061
461,06/29/19 03:00:01 PM,58.195,0.1972,0.2047
462,06/29/19 04:00:01 PM,59.315,0.1958,0.2038
463,06/29/19 05:00:01 PM,59.745,0.1963,0.2029
464,06/29/19 06:00:01 PM,59.788,0.1958,0.2012
465,06/29/19 07:00:01 PM,59.659,0.1954,0.2008
466,06/29/19 08:00:01 PM,59.401,0.1958,0.2003
467,06/29/19 09:00:01 PM,58.885,0.1963,0.2003
468,06/29/19 10:00:01 PM,58.023,0.1958,0.1999
469,06/29/19 11:00:01 PM,57.160,0.1958,0.1999
470,06/30/19 12:00:01 AM,56.208,0.1958,0.1999
471,06/30/19 01:00:01 AM,55.342,0.1954,0.1999
472,06/30/19 02:00:01 AM,54.691,0.1948,0.1999
473,06/30/19 03:00:01 AM,54.037,0.1945,0.2003
474,06/30/19 04:00:01 AM,53.384,0.1945,0.2008
475,06/30/19 05:00:01 AM,52.772,0.1948,0.2008
476,06/30/19 06:00:01 AM,52.160,0.1945,0.2012
477,06/30/19 07:00:01 AM,51.633,0.1948,0.2017
478,06/30/19 08:00:01 AM,51.544,0.1939,0.2017
479,06/30/19 09:00:01 AM,51.721,0.1935,0.2012
480,06/30/19 10:00:01 AM,52.246,0.1926,0.2003
481,06/30/19 11:00:01 AM,53.209,0.1913,0.1994
482,06/30/19 12:00:01 PM,54.473,0.1895,0.1981
483,06/30/19 01:00:01 PM,55.863,0.1872,0.1967
484,06/30/19 02:00:01 PM,57.204,0.1862,0.1948
485,06/30/19 03:00:01 PM,58.541,0.1826,0.1932
486,06/30/19 04:00:01 PM,59.788,0.1816,0.1917
487,06/30/19 05:00:01 PM,60.474,0.1807,0.1904
488,06/30/19 06:00:01 PM,60.303,0.1816,0.1895
489,06/30/19 07:00:01 PM,59.659,0.1836,0.1891
490,06/30/19 08:00:01 PM,58.928,0.1836,0.1891
491,06/30/19 09:00:01 PM,58.239,0.1836,0.1891
492,06/30/19 10:00:01 PM,57.506,0.1862,0.1881
493,06/30/19 11:00:01 PM,56.728,0.1862,0.1885
494,07/01/19 12:00:01 AM,55.906,0.1866,0.1891
495,07/01/19 01:00:01 AM,55.256,0.1866,0.1891
496,07/01/19 02:00:01 AM,54.648,0.1866,0.1895
497,07/01/19 03:00:01 AM,54.082,0.1862,0.1895
498,07/01/19 04:00:01 AM,53.472,0.1862,0.1898
499,07/01/19 05:00:01 AM,52.817,0.1859,0.1895
500,07/01/19 06:00:01 AM,52.160,0.1859,0.1895
501,07/01/19 07:00:01 AM,51.544,0.1859,0.1898
502,07/01/19 08:00:01 AM,51.148,0.1866,0.1898
503,07/01/19 09:00:01 AM,51.193,0.1866,0.1898
504,07/01/19 10:00:01 AM,51.852,0.1862,0.1895
505,07/01/19 11:00:01 AM,53.078,0.1843,0.1881
506,07/01/19 12:00:01 PM,54.212,0.1830,0.1872
507,07/01/19 01:00:01 PM,55.602,0.1813,0.1859
508,07/01/19 02:00:01 PM,57.376,0.1797,0.1843
509,07/01/19 03:00:01 PM,58.971,0.1769,0.1826
510,07/01/19 04:00:01 PM,60.132,0.1765,0.1820
511,07/01/19 05:00:01 PM,60.991,0.1762,0.1813
512,07/01/19 06:00:01 PM,61.290,0.1752,0.1793
513,07/01/19 07:00:01 PM,60.733,0.1746,0.1783
514,07/01/19 08:00:01 PM,59.959,0.1752,0.1783
515,07/01/19 09:00:01 PM,59.142,0.1746,0.1775
516,07/01/19 10:00:01 PM,58.152,0.1746,0.1779
517,07/01/19 11:00:01 PM,56.988,0.1752,0.1775
518,07/02/19 12:00:01 AM,55.949,0.1752,0.1779
519,07/02/19 01:00:01 AM,54.909,0.1752,0.1783
520,07/02/19 02:00:01 AM,53.994,0.1752,0.1783
521,07/02/19 03:00:01 AM,53.078,0.1746,0.1783
522,07/02/19 04:00:01 AM,52.291,0.1752,0.1789
523,07/02/19 05:00:01 AM,51.589,0.1746,0.1793
524,07/02/19 06:00:01 AM,50.886,0.1752,0.1793
525,07/02/19 07:00:01 AM,50.268,0.1752,0.1797
526,07/02/19 08:00:01 AM,50.180,0.1746,0.1807
527,07/02/19 09:00:01 AM,50.533,0.1742,0.1813
528,07/02/19 10:00:01 AM,51.193,0.1724,0.1803
529,07/02/19 11:00:01 AM,51.984,0.1709,0.1779
530,07/02/19 12:00:01 PM,53.209,0.1689,0.1765
531,07/02/19 01:00:01 PM,54.952,0.1671,0.1752
532,07/02/19 02:00:01 PM,56.815,0.1638,0.1728
533,07/02/19 03:00:01 PM,58.455,0.1619,0.1714
534,07/02/19 04:00:01 PM,59.702,0.1608,0.1703
535,07/02/19 05:00:01 PM,60.690,0.1600,0.1681
536,07/02/19 06:00:01 PM,61.248,0.1581,0.1677
537,07/02/19 07:00:01 PM,61.032,0.1585,0.1663
538,07/02/19 08:00:01 PM,60.517,0.1585,0.1663
539,07/02/19 09:00:01 PM,59.745,0.1590,0.1667
540,07/02/19 10:00:01 PM,58.712,0.1596,0.1663
541,07/02/19 11:00:01 PM,57.636,0.1585,0.1652
542,07/03/19 12:00:01 AM,56.642,0.1585,0.1663
543,07/03/19 01:00:01 AM,55.690,0.1590,0.1663
544,07/03/19 02:00:01 AM,54.820,0.1590,0.1663
545,07/03/19 03:00:01 AM,54.037,0.1585,0.1663
546,07/03/19 04:00:01 AM,53.253,0.1581,0.1667
547,07/03/19 05:00:01 AM,52.509,0.1581,0.1667
548,07/03/19 06:00:01 AM,51.764,0.1581,0.1667
549,07/03/19 07:00:01 AM,51.148,0.1581,0.1671
550,07/03/19 08:00:01 AM,50.797,0.1581,0.1681
551,07/03/19 09:00:01 AM,50.974,0.1577,0.1677
552,07/03/19 10:00:01 AM,51.678,0.1558,0.1667
553,07/03/19 11:00:01 AM,52.947,0.1532,0.1652
554,07/03/19 12:00:01 PM,54.300,0.1514,0.1638
555,07/03/19 01:00:01 PM,55.515,0.1490,0.1629
556,07/03/19 02:00:01 PM,56.858,0.1459,0.1604
557,07/03/19 03:00:01 PM,58.411,0.1441,0.1600
558,07/03/19 04:00:01 PM,59.659,0.1416,0.1585
559,07/03/19 05:00:01 PM,60.775,0.1412,0.1570
560,07/03/19 06:00:01 PM,61.376,0.1405,0.1558
561,07/03/19 07:00:01 PM,61.248,0.1400,0.1547
562,07/03/19 08:00:01 PM,60.604,0.1400,0.1542
563,07/03/19 09:00:01 PM,59.616,0.1405,0.1538
564,07/03/19 10:00:01 PM,58.498,0.1396,0.1532
565,07/03/19 11:00:01 PM,57.333,0.1400,0.1538
566,07/04/19 12:00:01 AM,56.251,0.1400,0.1538
567,07/04/19 01:00:01 AM,55.213,0.1400,0.1538
568,07/04/19 02:00:01 AM,54.212,0.1396,0.1538
569,07/04/19 03:00:01 AM,53.298,0.1391,0.1547
570,07/04/19 04:00:01 AM,52.423,0.1391,0.1547
571,07/04/19 05:00:01 AM,51.633,0.1391,0.1547
572,07/04/19 06:00:01 AM,50.886,0.1391,0.1551
573,07/04/19 07:00:01 AM,50.223,0.1396,0.1551
574,07/04/19 08:00:01 AM,49.914,0.1400,0.1562
575,07/04/19 09:00:01 AM,50.047,0.1391,0.1558
576,07/04/19 10:00:01 AM,50.797,0.1370,0.1542
577,07/04/19 11:00:01 AM,52.029,0.1357,0.1538
578,07/04/19 12:00:01 PM,53.690,0.1326,0.1519
579,07/04/19 01:00:01 PM,55.386,0.1307,0.1503
580,07/04/19 02:00:01 PM,56.988,0.1276,0.1495
581,07/04/19 03:00:01 PM,58.411,0.1266,0.1475
582,07/04/19 04:00:01 PM,59.445,0.1251,0.1475
583,07/04/19 05:00:01 PM,60.433,0.1246,0.1459
584,07/04/19 06:00:01 PM,60.991,0.1242,0.1459
585,07/04/19 07:00:01 PM,60.904,0.1237,0.1441
586,07/04/19 08:00:01 PM,60.260,0.1224,0.1430
587,07/04/19 09:00:01 PM,59.315,0.1229,0.1416
588,07/04/19 10:00:01 PM,58.152,0.1224,0.1421
589,07/04/19 11:00:01 PM,56.988,0.1219,0.1421
590,07/05/19 12:00:01 AM,55.906,0.1219,0.1421
591,07/05/19 01:00:01 AM,54.820,0.1214,0.1425
592,07/05/19 02:00:01 AM,53.865,0.1214,0.1425
593,07/05/19 03:00:01 AM,52.992,0.1219,0.1425
594,07/05/19 04:00:01 AM,52.115,0.1219,0.1430
595,07/05/19 05:00:01 AM,51.370,0.1214,0.1430
596,07/05/19 06:00:01 AM,50.664,0.1214,0.1434
597,07/05/19 07:00:01 AM,50.002,0.1219,0.1434
598,07/05/19 08:00:01 AM,49.692,0.1224,0.1450
599,07/05/19 09:00:01 AM,49.870,0.1214,0.1441
600,07/05/19 10:00:01 AM,50.576,0.1199,0.1430
601,07/05/19 11:00:01 AM,51.852,0.1184,0.1421
602,07/05/19 12:00:01 PM,53.427,0.1174,0.1412
603,07/05/19 01:00:01 PM,55.081,0.1138,0.1400
604,07/05/19 02:00:01 PM,56.901,0.1128,0.1387
605,07/05/19 03:00:01 PM,58.541,0.1117,0.1382
606,07/05/19 04:00:01 PM,59.788,0.1101,0.1375
607,07/05/19 05:00:01 PM,60.861,0.1101,0.1352
608,07/05/19 06:00:01 PM,61.419,0.1091,0.1347
609,07/05/19 07:00:01 PM,61.290,0.1091,0.1342
610,07/05/19 08:00:01 PM,60.647,0.1085,0.1331
611,07/05/19 09:00:01 PM,59.659,0.1080,0.1326
612,07/05/19 10:00:01 PM,58.455,0.1080,0.1321
613,07/05/19 11:00:01 PM,57.247,0.1080,0.1326
614,07/06/19 12:00:01 AM,56.079,0.1075,0.1326
615,07/06/19 01:00:01 AM,54.995,0.1075,0.1331
616,07/06/19 02:00:01 AM,53.994,0.1075,0.1331
617,07/06/19 03:00:01 AM,53.078,0.1069,0.1331
618,07/06/19 04:00:01 AM,52.203,0.1069,0.1335
619,07/06/19 05:00:01 AM,51.413,0.1064,0.1335
620,07/06/19 06:00:01 AM,50.709,0.1064,0.1335
621,07/06/19 07:00:01 AM,50.135,0.1075,0.1342
622,07/06/19 08:00:01 AM,49.870,0.1075,0.1347
623,07/06/19 09:00:01 AM,50.092,0.1075,0.1347
624,07/06/19 10:00:01 AM,50.797,0.1064,0.1342
625,07/06/19 11:00:01 AM,52.072,0.1053,0.1331
626,07/06/19 12:00:01 PM,53.602,0.1042,0.1321
627,07/06/19 01:00:01 PM,54.820,0.1036,0.1312
628,07/06/19 02:00:01 PM,56.035,0.1025,0.1312
629,07/06/19 03:00:01 PM,57.204,0.1020,0.1307
630,07/06/19 04:00:01 PM,58.325,0.1009,0.1297
631,07/06/19 05:00:01 PM,59.486,0.0998,0.1285
632,07/06/19 06:00:01 PM,60.089,0.0992,0.1290
633,07/06/19 07:00:01 PM,59.830,0.0992,0.1285
634,07/06/19 08:00:01 PM,59.185,0.0992,0.1276
635,07/06/19 09:00:01 PM,58.325,0.0986,0.1271
636,07/06/19 10:00:01 PM,57.333,0.0986,0.1271
637,07/06/19 11:00:01 PM,56.295,0.0986,0.1271
638,07/07/19 12:00:01 AM,55.256,0.0986,0.1271
639,07/07/19 01:00:01 AM,54.300,0.0981,0.1271
640,07/07/19 02:00:01 AM,53.427,0.0981,0.1271
641,07/07/19 03:00:01 AM,52.641,0.0981,0.1271
642,07/07/19 04:00:01 AM,51.940,0.0981,0.1271
643,07/07/19 05:00:01 AM,51.325,0.0981,0.1271
644,07/07/19 06:00:01 AM,50.797,0.0981,0.1276
645,07/07/19 07:00:01 AM,50.488,0.0986,0.1281
646,07/07/19 08:00:01 AM,50.400,0.0986,0.1281
647,07/07/19 09:00:01 AM,50.709,0.0986,0.1285
648,07/07/19 10:00:01 AM,51.458,0.0981,0.1285
649,07/07/19 11:00:01 AM,52.641,0.0969,0.1276
650,07/07/19 12:00:01 PM,54.126,0.0963,0.1276
651,07/07/19 01:00:01 PM,55.299,0.0955,0.1266
652,07/07/19 02:00:01 PM,56.079,0.0955,0.1266
653,07/07/19 03:00:01 PM,57.160,0.0943,0.1261
654,07/07/19 04:00:01 PM,58.023,0.0937,0.1256
655,07/07/19 05:00:01 PM,58.325,0.0932,0.1251
656,07/07/19 06:00:01 PM,58.282,0.0926,0.1246
657,07/07/19 07:00:01 PM,57.979,0.0937,0.1246
658,07/07/19 08:00:01 PM,57.506,0.0932,0.1242
659,07/07/19 09:00:01 PM,56.728,0.0932,0.1242
660,07/07/19 10:00:01 PM,55.863,0.0926,0.1242
661,07/07/19 11:00:01 PM,54.995,0.0932,0.1242
662,07/08/19 12:00:01 AM,54.212,0.0926,0.1242
663,07/08/19 01:00:01 AM,53.515,0.0926,0.1242
664,07/08/19 02:00:01 AM,52.817,0.0926,0.1242
665,07/08/19 03:00:01 AM,52.115,0.0932,0.1246
666,07/08/19 04:00:01 AM,51.544,0.0932,0.1251
667,07/08/19 05:00:01 AM,51.062,0.0932,0.1251
668,07/08/19 06:00:01 AM,50.797,0.0932,0.1251
669,07/08/19 07:00:01 AM,50.533,0.0932,0.1251
670,07/08/19 08:00:01 AM,50.445,0.0961,0.1246
671,07/08/19 09:00:01 AM,50.445,0.0969,0.1237
672,07/08/19 10:00:01 AM,50.929,0.0969,0.1242
673,07/08/19 11:00:01 AM,51.721,0.0969,0.1242
674,07/08/19 12:00:01 PM,52.729,0.0963,0.1246
675,07/08/19 01:00:01 PM,53.908,0.0961,0.1246
676,07/08/19 02:00:01 PM,55.342,0.0949,0.1242
677,07/08/19 03:00:01 PM,56.858,0.0949,0.1237
678,07/08/19 04:00:01 PM,57.979,0.0943,0.1242
679,07/08/19 05:00:01 PM,58.541,0.0943,0.1229
680,07/08/19 06:00:01 PM,58.798,0.0937,0.1229
681,07/08/19 07:00:01 PM,58.712,0.0937,0.1224
682,07/08/19 08:00:01 PM,58.066,0.0932,0.1219
683,07/08/19 09:00:01 PM,57.160,0.0926,0.1214
684,07/08/19 10:00:01 PM,56.079,0.0926,0.1214
685,07/08/19 11:00:01 PM,54.909,0.0926,0.1214
686,07/09/19 12:00:01 AM,53.820,0.0926,0.1214
687,07/09/19 01:00:01 AM,52.772,0.0926,0.1214
688,07/09/19 02:00:01 AM,51.809,0.0920,0.1214
689,07/09/19 03:00:01 AM,50.886,0.0926,0.1229
690,07/09/19 04:00:01 AM,50.047,0.0920,0.1214
691,07/09/19 05:00:01 AM,49.249,0.0920,0.1219
692,07/09/19 06:00:01 AM,48.538,0.0920,0.1219
693,07/09/19 07:00:01 AM,47.871,0.0914,0.1219
694,07/09/19 08:00:01 AM,47.467,0.0920,0.1219
695,07/09/19 09:00:01 AM,47.602,0.0926,0.1224
696,07/09/19 10:00:01 AM,48.315,0.0926,0.1224
697,07/09/19 11:00:01 AM,49.782,0.0920,0.1219
698,07/09/19 12:00:01 PM,51.633,0.0914,0.1214
699,07/09/19 01:00:01 PM,53.645,0.0902,0.1214
700,07/09/19 02:00:01 PM,55.558,0.0896,0.1214
701,07/09/19 03:00:01 PM,57.247,0.0893,0.1209
702,07/09/19 04:00:01 PM,58.669,0.0893,0.1209
703,07/09/19 05:00:01 PM,59.745,0.0887,0.1204
704,07/09/19 06:00:01 PM,60.260,0.0875,0.1204
705,07/09/19 07:00:01 PM,60.089,0.0887,0.1194
706,07/09/19 08:00:01 PM,59.445,0.0869,0.1184
707,07/09/19 09:00:01 PM,58.368,0.0863,0.1169
708,07/09/19 10:00:01 PM,57.160,0.0863,0.1174
709,07/09/19 11:00:01 PM,55.949,0.0863,0.1174
710,07/10/19 12:00:01 AM,54.777,0.0857,0.1169
711,07/10/19 01:00:01 AM,53.690,0.0850,0.1169
712,07/10/19 02:00:01 AM,52.729,0.0850,0.1174
713,07/10/19 03:00:01 AM,51.809,0.0850,0.1174
714,07/10/19 04:00:01 AM,50.974,0.0850,0.1174
715,07/10/19 05:00:01 AM,50.223,0.0850,0.1179
716,07/10/19 06:00:01 AM,49.516,0.0850,0.1179
717,07/10/19 07:00:01 AM,48.895,0.0850,0.1179
718,07/10/19 08:00:01 AM,48.583,0.0850,0.1184
719,07/10/19 09:00:01 AM,48.762,0.0857,0.1184
720,07/10/19 10:00:01 AM,49.604,0.0857,0.1189
721,07/10/19 11:00:01 AM,51.105,0.0850,0.1184
722,07/10/19 12:00:01 PM,52.947,0.0850,0.1179
723,07/10/19 01:00:01 PM,55.213,0.0841,0.1184
724,07/10/19 02:00:01 PM,57.376,0.0841,0.1174
725,07/10/19 03:00:01 PM,59.315,0.0835,0.1174
726,07/10/19 04:00:01 PM,60.861,0.0829,0.1169
727,07/10/19 05:00:01 PM,61.977,0.0822,0.1164
728,07/10/19 06:00:01 PM,62.533,0.0810,0.1164
729,07/10/19 07:00:01 PM,62.319,0.0816,0.1159
730,07/10/19 08:00:01 PM,61.590,0.0816,0.1169
731,07/10/19 09:00:01 PM,60.517,0.0803,0.1143
732,07/10/19 10:00:01 PM,59.272,0.0797,0.1133
733,07/10/19 11:00:01 PM,58.023,0.0794,0.1128
734,07/11/19 12:00:01 AM,56.815,0.0787,0.1128
735,07/11/19 01:00:01 AM,55.733,0.0781,0.1122
736,07/11/19 02:00:01 AM,54.734,0.0781,0.1117
737,07/11/19 03:00:01 AM,53.776,0.0787,0.1128
738,07/11/19 04:00:01 AM,52.860,0.0781,0.1128
739,07/11/19 05:00:01 AM,52.072,0.0781,0.1128
740,07/11/19 06:00:01 AM,51.325,0.0781,0.1128
741,07/11/19 07:00:01 AM,50.621,0.0781,0.1128
742,07/11/19 08:00:01 AM,50.311,0.0787,0.1138
743,07/11/19 09:00:01 AM,50.533,0.0794,0.1138
744,07/11/19 10:00:01 AM,51.370,0.0794,0.1138
745,07/11/19 11:00:01 AM,52.686,0.0797,0.1133
746,07/11/19 12:00:01 PM,54.516,0.0794,0.1133
747,07/11/19 01:00:01 PM,56.599,0.0781,0.1133
748,07/11/19 02:00:01 PM,58.669,0.0781,0.1138
749,07/11/19 03:00:01 PM,60.303,0.0775,0.1122
750,07/11/19 04:00:01 PM,61.506,0.0768,0.1128
751,07/11/19 05:00:01 PM,62.447,0.0762,0.1117
752,07/11/19 06:00:01 PM,62.791,0.0758,0.1112
753,07/11/19 07:00:01 PM,62.490,0.0752,0.1107
754,07/11/19 08:00:01 PM,61.804,0.0752,0.1096
755,07/11/19 09:00:01 PM,60.775,0.0745,0.1091
756,07/11/19 10:00:01 PM,59.572,0.0738,0.1080
757,07/11/19 11:00:01 PM,58.325,0.0732,0.1080
758,07/12/19 12:00:01 AM,57.117,0.0725,0.1075
759,07/12/19 01:00:01 AM,55.992,0.0725,0.1075
760,07/12/19 02:00:01 AM,54.995,0.0732,0.1075
761,07/12/19 03:00:01 AM,54.037,0.0725,0.1080
762,07/12/19 04:00:01 AM,53.209,0.0725,0.1075
763,07/12/19 05:00:01 AM,52.423,0.0725,0.1080
764,07/12/19 06:00:01 AM,51.678,0.0725,0.1085
765,07/12/19 07:00:01 AM,51.062,0.0725,0.1085
766,07/12/19 08:00:01 AM,50.752,0.0732,0.1091
767,07/12/19 09:00:01 AM,50.974,0.0732,0.1091
768,07/12/19 10:00:01 AM,51.809,0.0738,0.1096
769,07/12/19 11:00:01 AM,53.078,0.0725,0.1096
770,07/12/19 12:00:01 PM,54.865,0.0738,0.1107
771,07/12/19 01:00:01 PM,56.858,0.0738,0.1101
772,07/12/19 02:00:01 PM,58.885,0.0738,0.1112
773,07/12/19 03:00:01 PM,60.775,0.0732,0.1101
774,07/12/19 04:00:01 PM,62.406,0.0732,0.1107
775,07/12/19 05:00:01 PM,63.819,0.0725,0.1091
776,07/12/19 06:00:01 PM,64.632,0.0715,0.1075
777,07/12/19 07:00:01 PM,64.546,0.0708,0.1069
778,07/12/19 08:00:01 PM,63.775,0.0708,0.1064
779,07/12/19 09:00:01 PM,62.620,0.0702,0.1047
780,07/12/19 10:00:01 PM,61.290,0.0691,0.1047
781,07/12/19 11:00:01 PM,59.916,0.0684,0.1036
782,07/13/19 12:00:01 AM,58.669,0.0684,0.1042
783,07/13/19 01:00:01 AM,57.506,0.0678,0.1036
784,07/13/19 02:00:01 AM,56.426,0.0678,0.1036
785,07/13/19 03:00:01 AM,55.429,0.0678,0.1036
786,07/13/19 04:00:01 AM,54.516,0.0671,0.1036
787,07/13/19 05:00:01 AM,53.690,0.0671,0.1036
788,07/13/19 06:00:01 AM,52.947,0.0671,0.1042
789,07/13/19 07:00:01 AM,52.291,0.0671,0.1042
790,07/13/19 08:00:01 AM,52.029,0.0678,0.1047
791,07/13/19 09:00:01 AM,52.203,0.0684,0.1053
792,07/13/19 10:00:01 AM,52.947,0.0684,0.1053
793,07/13/19 11:00:01 AM,54.255,0.0691,0.1058
794,07/13/19 12:00:01 PM,56.079,0.0702,0.1069
795,07/13/19 01:00:01 PM,57.807,0.0695,0.1069
796,07/13/19 02:00:01 PM,58.971,0.0695,0.1058
797,07/13/19 03:00:01 PM,60.046,0.0691,0.1064
798,07/13/19 04:00:01 PM,60.991,0.0684,0.1047
799,07/13/19 05:00:01 PM,61.376,0.0684,0.1053
800,07/13/19 06:00:01 PM,61.333,0.0678,0.1042
801,07/13/19 07:00:01 PM,61.119,0.0671,0.1042
802,07/13/19 08:00:01 PM,60.604,0.0671,0.1020
803,07/13/19 09:00:01 PM,59.916,0.0664,0.1025
804,07/13/19 10:00:01 PM,59.056,0.0664,0.1014
805,07/13/19 11:00:01 PM,58.152,0.0653,0.1014
806,07/14/19 12:00:01 AM,57.290,0.0653,0.1009
807,07/14/19 01:00:01 AM,56.512,0.0653,0.1009
808,07/14/19 02:00:01 AM,55.733,0.0646,0.1009
809,07/14/19 03:00:01 AM,54.909,0.0646,0.1009
810,07/14/19 04:00:01 AM,54.212,0.0646,0.1009
811,07/14/19 05:00:01 AM,53.602,0.0646,0.1009
812,07/14/19 06:00:01 AM,53.121,0.0646,0.1009
813,07/14/19 07:00:01 AM,52.817,0.0646,0.1014
814,07/14/19 08:00:01 AM,52.772,0.0646,0.1020
815,07/14/19 09:00:01 AM,53.035,0.0660,0.1031
816,07/14/19 10:00:01 AM,53.733,0.0664,0.1031
817,07/14/19 11:00:01 AM,54.734,0.0671,0.1031
818,07/14/19 12:00:01 PM,55.906,0.0671,0.1036
819,07/14/19 01:00:01 PM,57.592,0.0678,0.1036
820,07/14/19 02:00:01 PM,59.358,0.0671,0.1042
821,07/14/19 03:00:01 PM,60.775,0.0678,0.1036
822,07/14/19 04:00:01 PM,61.934,0.0671,0.1031
823,07/14/19 05:00:01 PM,62.962,0.0671,0.1025
824,07/14/19 06:00:01 PM,63.347,0.0660,0.1025
825,07/14/19 07:00:01 PM,63.005,0.0660,0.1009
826,07/14/19 08:00:01 PM,62.319,0.0653,0.1014
827,07/14/19 09:00:01 PM,61.376,0.0646,0.1009
828,07/14/19 10:00:01 PM,60.346,0.0632,0.0992
829,07/14/19 11:00:01 PM,59.315,0.0632,0.0998
830,07/15/19 12:00:01 AM,58.282,0.0628,0.0998
831,07/15/19 01:00:01 AM,57.290,0.0628,0.0992
832,07/15/19 02:00:01 AM,56.340,0.0621,0.0992
833,07/15/19 03:00:01 AM,55.472,0.0621,0.0992
834,07/15/19 04:00:01 AM,54.604,0.0621,0.0992
835,07/15/19 05:00:01 AM,53.820,0.0621,0.0992
836,07/15/19 06:00:01 AM,53.121,0.0621,0.0992
837,07/15/19 07:00:01 AM,52.509,0.0614,0.0992
838,07/15/19 08:00:01 AM,52.246,0.0628,0.1003
839,07/15/19 09:00:01 AM,52.466,0.0632,0.1003
840,07/15/19 10:00:01 AM,53.253,0.0632,0.1009
841,07/15/19 11:00:01 AM,54.473,0.0646,0.1014
842,07/15/19 12:00:01 PM,55.992,0.0653,0.1014
843,07/15/19 01:00:01 PM,57.979,0.0653,0.1025
844,07/15/19 02:00:01 PM,60.174,0.0653,0.1025
845,07/15/19 03:00:01 PM,61.934,0.0646,0.1020
846,07/15/19 04:00:01 PM,63.133,0.0653,0.1020
847,07/15/19 05:00:01 PM,64.117,0.0639,0.1003
848,07/15/19 06:00:01 PM,64.332,0.0628,0.1003
849,07/15/19 07:00:01 PM,63.819,0.0628,0.0998
850,07/15/19 08:00:01 PM,63.005,0.0621,0.0986
851,07/15/19 09:00:01 PM,62.019,0.0621,0.0986
852,07/15/19 10:00:01 PM,60.861,0.0607,0.0981
853,07/15/19 11:00:01 PM,59.659,0.0607,0.0969
854,07/16/19 12:00:01 AM,58.498,0.0599,0.0969
855,07/16/19 01:00:01 AM,57.420,0.0599,0.0963
856,07/16/19 02:00:01 AM,56.383,0.0599,0.0963
857,07/16/19 03:00:01 AM,55.429,0.0588,0.0961
858,07/16/19 04:00:01 AM,54.648,0.0596,0.0961
859,07/16/19 05:00:01 AM,53.951,0.0588,0.0963
