"Plot Title: 20290165_SM_UM_C2_ctrl"
"#","Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 20290165, SEN S/N: 20145933, LBL: UM_Lmeadow)","Water Content, m³/m³ (LGR S/N: 20290165, SEN S/N: 20152221, LBL: UM_Rshrub)","Temp, °F (LGR S/N: 20290165, SEN S/N: 20399282, LBL: UM_Lmeadow)"
421,07/02/19 11:00:01 PM,0.2670,0.1775,62.105
422,07/03/19 12:00:01 AM,0.2670,0.1732,60.861
423,07/03/19 01:00:01 AM,0.2670,0.1703,59.745
424,07/03/19 02:00:01 AM,0.2666,0.1742,58.712
425,07/03/19 03:00:01 AM,0.2670,0.1738,57.765
426,07/03/19 04:00:01 AM,0.2670,0.1724,56.858
427,07/03/19 05:00:01 AM,0.2670,0.1738,55.949
428,07/03/19 06:00:01 AM,0.2670,0.1742,55.038
429,07/03/19 07:00:01 AM,0.2673,0.1709,54.212
430,07/03/19 08:00:01 AM,0.2673,0.1738,53.645
431,07/03/19 09:00:01 AM,0.2666,0.1685,54.082
432,07/03/19 10:00:01 AM,0.2664,0.1656,55.472
433,07/03/19 11:00:01 AM,0.2653,0.1566,57.592
434,07/03/19 12:00:01 PM,0.2639,0.1600,59.745
435,07/03/19 01:00:01 PM,0.2632,0.1585,61.761
436,07/03/19 02:00:01 PM,0.2621,0.1619,63.775
437,07/03/19 03:00:01 PM,0.2607,0.1547,65.745
438,07/03/19 04:00:01 PM,0.2600,0.1570,67.158
439,07/03/19 05:00:01 PM,0.2592,0.1619,67.885
440,07/03/19 06:00:01 PM,0.2585,0.1547,67.842
441,07/03/19 07:00:01 PM,0.2582,0.1634,67.028
442,07/03/19 08:00:01 PM,0.2582,0.1604,65.745
443,07/03/19 09:00:01 PM,0.2579,0.1566,64.418
444,07/03/19 10:00:01 PM,0.2579,0.1562,63.005
445,07/03/19 11:00:01 PM,0.2579,0.1570,61.677
446,07/04/19 12:00:01 AM,0.2579,0.1566,60.390
447,07/04/19 01:00:01 AM,0.2579,0.1570,59.185
448,07/04/19 02:00:01 AM,0.2582,0.1570,58.023
449,07/04/19 03:00:01 AM,0.2582,0.1577,56.901
450,07/04/19 04:00:01 AM,0.2582,0.1585,55.863
451,07/04/19 05:00:01 AM,0.2582,0.1585,54.865
452,07/04/19 06:00:01 AM,0.2582,0.1581,53.951
453,07/04/19 07:00:01 AM,0.2585,0.1585,53.078
454,07/04/19 08:00:01 AM,0.2585,0.1590,52.554
455,07/04/19 09:00:01 AM,0.2582,0.1577,52.992
456,07/04/19 10:00:01 AM,0.2575,0.1558,54.387
457,07/04/19 11:00:01 AM,0.2560,0.1542,56.383
458,07/04/19 12:00:01 PM,0.2546,0.1542,58.842
459,07/04/19 01:00:01 PM,0.2532,0.1514,61.462
460,07/04/19 02:00:01 PM,0.2516,0.1527,63.990
461,07/04/19 03:00:01 PM,0.2509,0.1475,65.872
462,07/04/19 04:00:01 PM,0.2498,0.1450,66.900
463,07/04/19 05:00:01 PM,0.2487,0.1450,67.543
464,07/04/19 06:00:01 PM,0.2483,0.1430,67.456
465,07/04/19 07:00:01 PM,0.2479,0.1441,66.600
466,07/04/19 08:00:01 PM,0.2475,0.1466,65.359
467,07/04/19 09:00:01 PM,0.2475,0.1450,64.033
468,07/04/19 10:00:01 PM,0.2475,0.1455,62.620
469,07/04/19 11:00:01 PM,0.2475,0.1375,61.248
470,07/05/19 12:00:01 AM,0.2475,0.1366,59.959
471,07/05/19 01:00:01 AM,0.2475,0.1466,58.755
472,07/05/19 02:00:01 AM,0.2475,0.1470,57.592
473,07/05/19 03:00:01 AM,0.2475,0.1519,56.556
474,07/05/19 04:00:01 AM,0.2475,0.1490,55.515
475,07/05/19 05:00:01 AM,0.2479,0.1446,54.604
476,07/05/19 06:00:01 AM,0.2479,0.1441,53.690
477,07/05/19 07:00:01 AM,0.2479,0.1484,52.860
478,07/05/19 08:00:01 AM,0.2483,0.1499,52.378
479,07/05/19 09:00:01 AM,0.2479,0.1527,52.817
480,07/05/19 10:00:01 AM,0.2468,0.1514,54.212
481,07/05/19 11:00:01 AM,0.2452,0.1495,56.383
482,07/05/19 12:00:01 PM,0.2437,0.1484,58.971
483,07/05/19 01:00:01 PM,0.2430,0.1470,61.633
484,07/05/19 02:00:01 PM,0.2410,0.1441,64.204
485,07/05/19 03:00:01 PM,0.2394,0.1416,66.214
486,07/05/19 04:00:01 PM,0.2383,0.1400,67.543
487,07/05/19 05:00:01 PM,0.2374,0.1387,68.227
488,07/05/19 06:00:01 PM,0.2367,0.1387,68.099
489,07/05/19 07:00:01 PM,0.2363,0.1361,67.199
490,07/05/19 08:00:01 PM,0.2363,0.1366,65.959
491,07/05/19 09:00:01 PM,0.2363,0.1375,64.589
492,07/05/19 10:00:01 PM,0.2358,0.1366,63.133
493,07/05/19 11:00:01 PM,0.2358,0.1361,61.720
494,07/06/19 12:00:01 AM,0.2363,0.1370,60.390
495,07/06/19 01:00:01 AM,0.2363,0.1382,59.142
496,07/06/19 02:00:01 AM,0.2367,0.1366,57.936
497,07/06/19 03:00:01 AM,0.2363,0.1382,56.858
498,07/06/19 04:00:01 AM,0.2363,0.1382,55.819
499,07/06/19 05:00:01 AM,0.2363,0.1396,54.865
500,07/06/19 06:00:01 AM,0.2371,0.1396,53.994
501,07/06/19 07:00:01 AM,0.2371,0.1375,53.166
502,07/06/19 08:00:01 AM,0.2374,0.1375,52.729
503,07/06/19 09:00:01 AM,0.2367,0.1366,53.166
504,07/06/19 10:00:01 AM,0.2358,0.1357,54.387
505,07/06/19 11:00:01 AM,0.2351,0.1361,56.251
506,07/06/19 12:00:01 PM,0.2330,0.1342,58.411
507,07/06/19 01:00:01 PM,0.2327,0.1331,60.003
508,07/06/19 02:00:01 PM,0.2315,0.1321,61.205
509,07/06/19 03:00:01 PM,0.2311,0.1317,62.276
510,07/06/19 04:00:01 PM,0.2299,0.1302,63.304
511,07/06/19 05:00:01 PM,0.2291,0.1290,64.117
512,07/06/19 06:00:01 PM,0.2282,0.1281,64.375
513,07/06/19 07:00:01 PM,0.2282,0.1276,63.819
514,07/06/19 08:00:01 PM,0.2282,0.1276,63.005
515,07/06/19 09:00:01 PM,0.2282,0.1285,61.977
516,07/06/19 10:00:01 PM,0.2286,0.1256,60.904
517,07/06/19 11:00:01 PM,0.2282,0.1246,59.745
518,07/07/19 12:00:01 AM,0.2286,0.1271,58.626
519,07/07/19 01:00:01 AM,0.2286,0.1246,57.549
520,07/07/19 02:00:01 AM,0.2291,0.1261,56.512
521,07/07/19 03:00:01 AM,0.2286,0.1266,55.602
522,07/07/19 04:00:01 AM,0.2291,0.1261,54.734
523,07/07/19 05:00:01 AM,0.2291,0.1266,53.994
524,07/07/19 06:00:01 AM,0.2294,0.1266,53.341
525,07/07/19 07:00:01 AM,0.2294,0.1266,52.817
526,07/07/19 08:00:01 AM,0.2294,0.1266,52.597
527,07/07/19 09:00:01 AM,0.2294,0.1271,52.860
528,07/07/19 10:00:01 AM,0.2291,0.1219,53.908
529,07/07/19 11:00:01 AM,0.2282,0.1276,55.515
530,07/07/19 12:00:01 PM,0.2277,0.1256,57.506
531,07/07/19 01:00:01 PM,0.2257,0.1189,59.229
532,07/07/19 02:00:01 PM,0.2254,0.1179,60.346
533,07/07/19 03:00:01 PM,0.2245,0.1169,61.547
534,07/07/19 04:00:01 PM,0.2237,0.1174,62.533
535,07/07/19 05:00:01 PM,0.2232,0.1199,62.704
536,07/07/19 06:00:01 PM,0.2232,0.1209,62.661
537,07/07/19 07:00:01 PM,0.2237,0.1199,62.148
538,07/07/19 08:00:01 PM,0.2232,0.1209,61.462
539,07/07/19 09:00:01 PM,0.2237,0.1194,60.561
540,07/07/19 10:00:01 PM,0.2232,0.1189,59.486
541,07/07/19 11:00:01 PM,0.2237,0.1194,58.455
542,07/08/19 12:00:01 AM,0.2237,0.1204,57.463
543,07/08/19 01:00:01 AM,0.2241,0.1174,56.642
544,07/08/19 02:00:01 AM,0.2237,0.1179,55.819
545,07/08/19 03:00:01 AM,0.2237,0.1174,54.995
546,07/08/19 04:00:01 AM,0.2237,0.1214,54.212
547,07/08/19 05:00:01 AM,0.2241,0.1199,53.602
548,07/08/19 06:00:01 AM,0.2241,0.1174,53.166
549,07/08/19 07:00:01 AM,0.2245,0.1148,52.817
550,07/08/19 08:00:01 AM,0.2274,0.1169,52.641
551,07/08/19 09:00:01 AM,0.2282,0.1174,52.554
552,07/08/19 10:00:01 AM,0.2282,0.1179,53.121
553,07/08/19 11:00:01 AM,0.2277,0.1189,54.212
554,07/08/19 12:00:01 PM,0.2269,0.1281,55.776
555,07/08/19 01:00:01 PM,0.2257,0.1164,57.807
556,07/08/19 02:00:01 PM,0.2245,0.1159,59.959
557,07/08/19 03:00:01 PM,0.2237,0.1148,62.062
558,07/08/19 04:00:01 PM,0.2229,0.1138,63.390
559,07/08/19 05:00:01 PM,0.2224,0.1128,63.689
560,07/08/19 06:00:01 PM,0.2219,0.1128,63.648
561,07/08/19 07:00:01 PM,0.2216,0.1128,63.090
562,07/08/19 08:00:01 PM,0.2211,0.1128,62.105
563,07/08/19 09:00:01 PM,0.2216,0.1112,60.904
564,07/08/19 10:00:01 PM,0.2219,0.1122,59.572
565,07/08/19 11:00:01 PM,0.2219,0.1122,58.239
566,07/09/19 12:00:01 AM,0.2219,0.1122,56.901
567,07/09/19 01:00:01 AM,0.2219,0.1214,55.690
568,07/09/19 02:00:01 AM,0.2219,0.1096,54.516
569,07/09/19 03:00:01 AM,0.2224,0.1075,53.427
570,07/09/19 04:00:01 AM,0.2229,0.1075,52.378
571,07/09/19 05:00:01 AM,0.2224,0.1080,51.413
572,07/09/19 06:00:01 AM,0.2229,0.1080,50.533
573,07/09/19 07:00:01 AM,0.2229,0.1085,49.692
574,07/09/19 08:00:01 AM,0.2229,0.1096,49.161
575,07/09/19 09:00:01 AM,0.2224,0.1085,49.604
576,07/09/19 10:00:01 AM,0.2216,0.1031,51.105
577,07/09/19 11:00:01 AM,0.2203,0.1014,53.472
578,07/09/19 12:00:01 PM,0.2185,0.1003,56.295
579,07/09/19 01:00:01 PM,0.2174,0.0992,59.229
580,07/09/19 02:00:01 PM,0.2161,0.0981,61.977
581,07/09/19 03:00:01 PM,0.2153,0.1020,64.161
582,07/09/19 04:00:01 PM,0.2139,0.1014,65.574
583,07/09/19 05:00:01 PM,0.2131,0.1003,66.173
584,07/09/19 06:00:01 PM,0.2131,0.0992,65.959
585,07/09/19 07:00:01 PM,0.2112,0.1003,65.017
586,07/09/19 08:00:01 PM,0.2112,0.1009,63.819
587,07/09/19 09:00:01 PM,0.2117,0.1085,62.447
588,07/09/19 10:00:01 PM,0.2117,0.1091,60.991
589,07/09/19 11:00:01 PM,0.2117,0.1080,59.616
590,07/10/19 12:00:01 AM,0.2117,0.1075,58.325
591,07/10/19 01:00:01 AM,0.2126,0.0986,57.074
592,07/10/19 02:00:01 AM,0.2126,0.0949,55.949
593,07/10/19 03:00:01 AM,0.2126,0.0943,54.909
594,07/10/19 04:00:01 AM,0.2122,0.0943,53.951
595,07/10/19 05:00:01 AM,0.2131,0.0943,53.035
596,07/10/19 06:00:01 AM,0.2126,0.0943,52.160
597,07/10/19 07:00:01 AM,0.2131,0.0943,51.370
598,07/10/19 08:00:01 AM,0.2134,0.0961,50.886
599,07/10/19 09:00:01 AM,0.2131,0.0943,51.325
600,07/10/19 10:00:01 AM,0.2122,0.0937,52.860
601,07/10/19 11:00:01 AM,0.2126,0.0943,55.125
602,07/10/19 12:00:01 PM,0.2100,0.0926,57.893
603,07/10/19 01:00:01 PM,0.2100,0.0926,60.861
604,07/10/19 02:00:01 PM,0.2087,0.0908,63.689
605,07/10/19 03:00:01 PM,0.2073,0.0902,66.000
606,07/10/19 04:00:01 PM,0.2061,0.0893,67.586
607,07/10/19 05:00:01 PM,0.2056,0.0881,68.270
608,07/10/19 06:00:01 PM,0.2052,0.0875,68.099
609,07/10/19 07:00:01 PM,0.2043,0.0863,67.242
610,07/10/19 08:00:01 PM,0.2038,0.0857,66.087
611,07/10/19 09:00:01 PM,0.2038,0.0857,64.717
612,07/10/19 10:00:01 PM,0.2043,0.0857,63.304
613,07/10/19 11:00:01 PM,0.2047,0.0850,61.934
614,07/11/19 12:00:01 AM,0.2047,0.0850,60.561
615,07/11/19 01:00:01 AM,0.2047,0.0844,59.315
616,07/11/19 02:00:01 AM,0.2047,0.0844,58.195
617,07/11/19 03:00:01 AM,0.2047,0.0844,57.160
618,07/11/19 04:00:01 AM,0.2052,0.0844,56.165
619,07/11/19 05:00:01 AM,0.2052,0.0844,55.213
620,07/11/19 06:00:01 AM,0.2056,0.0844,54.343
621,07/11/19 07:00:01 AM,0.2056,0.0844,53.515
622,07/11/19 08:00:01 AM,0.2061,0.0850,52.992
623,07/11/19 09:00:01 AM,0.2056,0.0844,53.515
624,07/11/19 10:00:01 AM,0.2061,0.0850,54.909
625,07/11/19 11:00:01 AM,0.2052,0.0841,57.031
626,07/11/19 12:00:01 PM,0.2029,0.0829,59.529
627,07/11/19 01:00:01 PM,0.2012,0.0810,62.233
628,07/11/19 02:00:01 PM,0.1994,0.0797,64.803
629,07/11/19 03:00:01 PM,0.1990,0.0794,66.643
630,07/11/19 04:00:01 PM,0.1976,0.0781,67.885
631,07/11/19 05:00:01 PM,0.1972,0.0775,68.742
632,07/11/19 06:00:01 PM,0.1967,0.0762,68.742
633,07/11/19 07:00:01 PM,0.1976,0.0762,68.099
634,07/11/19 08:00:01 PM,0.1994,0.0768,67.114
635,07/11/19 09:00:01 PM,0.1994,0.0762,65.916
636,07/11/19 10:00:01 PM,0.1990,0.0762,64.503
637,07/11/19 11:00:01 PM,0.1999,0.0762,63.090
638,07/12/19 12:00:01 AM,0.1994,0.0762,61.720
639,07/12/19 01:00:01 AM,0.1994,0.0762,60.433
640,07/12/19 02:00:01 AM,0.2003,0.0758,59.229
641,07/12/19 03:00:01 AM,0.2003,0.0758,58.152
642,07/12/19 04:00:01 AM,0.1994,0.0758,57.117
643,07/12/19 05:00:01 AM,0.1999,0.0758,56.165
644,07/12/19 06:00:01 AM,0.2008,0.0752,55.256
645,07/12/19 07:00:01 AM,0.2012,0.0752,54.430
646,07/12/19 08:00:01 AM,0.2003,0.0762,53.951
647,07/12/19 09:00:01 AM,0.1999,0.0758,54.343
648,07/12/19 10:00:01 AM,0.1999,0.0758,55.776
649,07/12/19 11:00:01 AM,0.1985,0.0752,57.850
650,07/12/19 12:00:01 PM,0.1976,0.0745,60.346
651,07/12/19 01:00:01 PM,0.1948,0.0725,63.048
652,07/12/19 02:00:01 PM,0.1939,0.0722,65.658
653,07/12/19 03:00:01 PM,0.1945,0.0715,67.798
654,07/12/19 04:00:01 PM,0.1935,0.0708,69.427
655,07/12/19 05:00:01 PM,0.1932,0.0702,70.372
656,07/12/19 06:00:01 PM,0.1908,0.0695,70.543
657,07/12/19 07:00:01 PM,0.1917,0.0695,69.901
658,07/12/19 08:00:01 PM,0.1923,0.0691,68.785
659,07/12/19 09:00:01 PM,0.1923,0.0691,67.500
660,07/12/19 10:00:01 PM,0.1926,0.0691,66.043
661,07/12/19 11:00:01 PM,0.1926,0.0684,64.589
662,07/13/19 12:00:01 AM,0.1917,0.0684,63.219
663,07/13/19 01:00:01 AM,0.1917,0.0678,61.934
664,07/13/19 02:00:01 AM,0.1923,0.0678,60.775
665,07/13/19 03:00:01 AM,0.1917,0.0678,59.659
666,07/13/19 04:00:01 AM,0.1923,0.0671,58.582
667,07/13/19 05:00:01 AM,0.1923,0.0671,57.636
668,07/13/19 06:00:01 AM,0.1923,0.0671,56.728
669,07/13/19 07:00:01 AM,0.1926,0.0671,55.906
670,07/13/19 08:00:01 AM,0.1935,0.0684,55.386
671,07/13/19 09:00:01 AM,0.1926,0.0671,55.819
672,07/13/19 10:00:01 AM,0.1932,0.0678,57.204
673,07/13/19 11:00:01 AM,0.1908,0.0664,59.315
674,07/13/19 12:00:01 PM,0.1904,0.0664,61.804
675,07/13/19 01:00:01 PM,0.1891,0.0660,64.117
676,07/13/19 02:00:01 PM,0.1885,0.0660,65.574
677,07/13/19 03:00:01 PM,0.1898,0.0653,66.600
678,07/13/19 04:00:01 PM,0.1895,0.0646,67.456
679,07/13/19 05:00:01 PM,0.1885,0.0646,67.586
680,07/13/19 06:00:01 PM,0.1885,0.0646,67.199
681,07/13/19 07:00:01 PM,0.1895,0.0632,66.729
682,07/13/19 08:00:01 PM,0.1895,0.0632,66.000
683,07/13/19 09:00:01 PM,0.1898,0.0632,65.102
684,07/13/19 10:00:01 PM,0.1876,0.0632,64.117
685,07/13/19 11:00:01 PM,0.1881,0.0632,63.048
686,07/14/19 12:00:01 AM,0.1881,0.0632,62.019
687,07/14/19 01:00:01 AM,0.1881,0.0628,61.032
688,07/14/19 02:00:01 AM,0.1885,0.0628,60.089
689,07/14/19 03:00:01 AM,0.1885,0.0628,59.185
690,07/14/19 04:00:01 AM,0.1885,0.0621,58.282
691,07/14/19 05:00:01 AM,0.1885,0.0621,57.463
692,07/14/19 06:00:01 AM,0.1885,0.0628,56.772
693,07/14/19 07:00:01 AM,0.1895,0.0628,56.295
694,07/14/19 08:00:01 AM,0.1891,0.0628,56.079
695,07/14/19 09:00:01 AM,0.1891,0.0628,56.251
696,07/14/19 10:00:01 AM,0.1913,0.0621,57.117
697,07/14/19 11:00:01 AM,0.1881,0.0628,58.712
698,07/14/19 12:00:01 PM,0.1891,0.0632,60.561
699,07/14/19 01:00:01 PM,0.1859,0.0621,62.834
700,07/14/19 02:00:01 PM,0.1859,0.0621,65.188
701,07/14/19 03:00:01 PM,0.1849,0.0621,66.857
702,07/14/19 04:00:01 PM,0.1843,0.0614,68.227
703,07/14/19 05:00:01 PM,0.1840,0.0614,69.085
704,07/14/19 06:00:01 PM,0.1849,0.0614,69.129
705,07/14/19 07:00:01 PM,0.1853,0.0607,68.400
706,07/14/19 08:00:01 PM,0.1859,0.0596,67.329
707,07/14/19 09:00:01 PM,0.1866,0.0596,66.214
708,07/14/19 10:00:01 PM,0.1862,0.0588,65.017
709,07/14/19 11:00:01 PM,0.1862,0.0599,63.819
710,07/15/19 12:00:01 AM,0.1853,0.0599,62.661
711,07/15/19 01:00:01 AM,0.1872,0.0581,61.506
712,07/15/19 02:00:01 AM,0.1876,0.0574,60.433
713,07/15/19 03:00:01 AM,0.1876,0.0581,59.445
714,07/15/19 04:00:01 AM,0.1859,0.0588,58.498
715,07/15/19 05:00:01 AM,0.1862,0.0588,57.592
716,07/15/19 06:00:01 AM,0.1859,0.0581,56.685
717,07/15/19 07:00:01 AM,0.1859,0.0581,55.906
718,07/15/19 08:00:01 AM,0.1862,0.0588,55.429
719,07/15/19 09:00:01 AM,0.1866,0.0596,55.863
720,07/15/19 10:00:01 AM,0.1872,0.0581,57.376
721,07/15/19 11:00:01 AM,0.1862,0.0581,59.445
722,07/15/19 12:00:01 PM,0.1840,0.0596,61.891
723,07/15/19 01:00:01 PM,0.1830,0.0588,64.589
724,07/15/19 02:00:01 PM,0.1816,0.0581,67.285
725,07/15/19 03:00:01 PM,0.1813,0.0574,69.386
726,07/15/19 04:00:01 PM,0.1807,0.0574,70.630
727,07/15/19 05:00:01 PM,0.1797,0.0570,71.190
728,07/15/19 06:00:01 PM,0.1803,0.0570,71.060
729,07/15/19 07:00:01 PM,0.1793,0.0570,70.243
730,07/15/19 08:00:01 PM,0.1797,0.0562,69.085
731,07/15/19 09:00:01 PM,0.1797,0.0555,67.885
732,07/15/19 10:00:01 PM,0.1803,0.0555,66.472
733,07/15/19 11:00:01 PM,0.1807,0.0555,65.059
734,07/16/19 12:00:01 AM,0.1807,0.0555,63.732
735,07/16/19 01:00:01 AM,0.1803,0.0547,62.447
736,07/16/19 02:00:01 AM,0.1807,0.0544,61.290
737,07/16/19 03:00:01 AM,0.1807,0.0547,60.174
738,07/16/19 04:00:01 AM,0.1807,0.0544,59.142
739,07/16/19 05:00:01 AM,0.1813,0.0544,58.239
740,07/16/19 06:00:01 AM,0.1813,0.0544,57.463
741,07/16/19 07:00:01 AM,0.1816,0.0536,56.728
742,07/16/19 08:00:01 AM,0.1820,0.0544,56.251
743,07/16/19 09:00:01 AM,0.1816,0.0544,56.772
744,07/16/19 10:00:01 AM,0.1813,0.0544,58.282
745,07/16/19 11:00:01 AM,0.1803,0.0547,60.433
746,07/16/19 12:00:01 PM,0.1793,0.0547,62.875
747,07/16/19 01:00:01 PM,0.1789,0.0547,65.444
748,07/16/19 02:00:01 PM,0.1779,0.0544,67.798
749,07/16/19 03:00:01 PM,0.1769,0.0544,69.085
750,07/16/19 04:00:01 PM,0.1769,0.0536,70.029
751,07/16/19 05:00:01 PM,0.1762,0.0536,70.543
752,07/16/19 06:00:01 PM,0.1762,0.0536,70.459
753,07/16/19 07:00:01 PM,0.1765,0.0528,69.814
754,07/16/19 08:00:01 PM,0.1769,0.0536,68.871
755,07/16/19 09:00:01 PM,0.1913,0.0599,64.845
756,07/16/19 10:00:01 PM,0.1876,0.0588,66.000
757,07/16/19 11:00:01 PM,0.1876,0.0588,64.546
758,07/17/19 12:00:01 AM,0.1872,0.0581,63.304
759,07/17/19 01:00:01 AM,0.1876,0.0574,62.148
760,07/17/19 02:00:01 AM,0.1885,0.0599,61.205
761,07/17/19 03:00:01 AM,0.1876,0.0574,60.303
762,07/17/19 04:00:01 AM,0.1891,0.0599,59.529
763,07/17/19 05:00:01 AM,0.1885,0.0574,58.798
764,07/17/19 06:00:01 AM,0.1885,0.0574,58.066
765,07/17/19 07:00:01 AM,0.1891,0.0574,57.333
766,07/17/19 08:00:01 AM,0.1885,0.0574,56.685
767,07/17/19 09:00:01 AM,0.1881,0.0574,56.772
768,07/17/19 10:00:01 AM,0.1876,0.0574,58.023
769,07/17/19 11:00:01 AM,0.1872,0.0574,60.089
770,07/17/19 12:00:01 PM,0.1872,0.0574,62.319
771,07/17/19 01:00:01 PM,0.1866,0.0574,64.546
772,07/17/19 02:00:01 PM,0.1859,0.0570,66.729
773,07/17/19 03:00:01 PM,0.1849,0.0555,68.400
774,07/17/19 04:00:01 PM,0.1826,0.0547,69.300
775,07/17/19 05:00:01 PM,0.1820,0.0544,69.557
776,07/17/19 06:00:01 PM,0.1816,0.0536,69.300
777,07/17/19 07:00:01 PM,0.1813,0.0536,68.484
778,07/17/19 08:00:01 PM,0.1820,0.0528,67.372
779,07/17/19 09:00:01 PM,0.1840,0.0536,66.043
780,07/17/19 10:00:01 PM,0.1826,0.0528,64.546
781,07/17/19 11:00:01 PM,0.1826,0.0521,63.090
782,07/18/19 12:00:01 AM,0.1849,0.0521,61.720
783,07/18/19 01:00:01 AM,0.1836,0.0521,60.390
784,07/18/19 02:00:01 AM,0.1830,0.0521,59.142
785,07/18/19 03:00:01 AM,0.1830,0.0517,58.023
786,07/18/19 04:00:01 AM,0.1830,0.0509,56.944
787,07/18/19 05:00:01 AM,0.1830,0.0501,55.949
788,07/18/19 06:00:01 AM,0.1836,0.0501,54.995
789,07/18/19 07:00:01 AM,0.1830,0.0501,54.126
790,07/18/19 08:00:01 AM,0.1853,0.0517,53.515
791,07/18/19 09:00:01 AM,0.1830,0.0509,53.733
792,07/18/19 10:00:01 AM,0.1826,0.0509,55.038
793,07/18/19 11:00:01 AM,0.1830,0.0521,57.290
794,07/18/19 12:00:01 PM,0.1826,0.0517,60.003
795,07/18/19 01:00:01 PM,0.1797,0.0517,62.704
796,07/18/19 02:00:01 PM,0.1803,0.0517,65.230
797,07/18/19 03:00:01 PM,0.1797,0.0509,67.242
798,07/18/19 04:00:01 PM,0.1793,0.0509,68.571
799,07/18/19 05:00:01 PM,0.1789,0.0501,69.085
800,07/18/19 06:00:01 PM,0.1789,0.0494,68.871
801,07/18/19 07:00:01 PM,0.1783,0.0490,68.099
802,07/18/19 08:00:01 PM,0.1789,0.0490,66.943
803,07/18/19 09:00:01 PM,0.1793,0.0490,65.615
804,07/18/19 10:00:01 PM,0.1793,0.0482,64.204
805,07/18/19 11:00:01 PM,0.1793,0.0482,62.791
806,07/19/19 12:00:01 AM,0.1793,0.0474,61.419
807,07/19/19 01:00:01 AM,0.1797,0.0474,60.174
808,07/19/19 02:00:01 AM,0.1797,0.0470,58.971
809,07/19/19 03:00:01 AM,0.1803,0.0462,57.850
810,07/19/19 04:00:01 AM,0.1803,0.0462,56.815
811,07/19/19 05:00:01 AM,0.1803,0.0470,55.819
812,07/19/19 06:00:01 AM,0.1803,0.0462,54.909
813,07/19/19 07:00:01 AM,0.1807,0.0454,54.037
814,07/19/19 08:00:01 AM,0.1813,0.0462,53.472
815,07/19/19 09:00:01 AM,0.1807,0.0474,53.865
816,07/19/19 10:00:01 AM,0.1783,0.0482,55.429
817,07/19/19 11:00:01 AM,0.1793,0.0474,57.936
818,07/19/19 12:00:01 PM,0.1783,0.0474,60.775
819,07/19/19 01:00:01 PM,0.1775,0.0482,63.689
820,07/19/19 02:00:01 PM,0.1762,0.0490,66.515
821,07/19/19 03:00:01 PM,0.1756,0.0470,68.785
822,07/19/19 04:00:01 PM,0.1756,0.0470,70.286
823,07/19/19 05:00:01 PM,0.1746,0.0474,70.887
824,07/19/19 06:00:01 PM,0.1746,0.0462,70.630
825,07/19/19 07:00:01 PM,0.1742,0.0462,69.728
826,07/19/19 08:00:01 PM,0.1746,0.0454,68.571
827,07/19/19 09:00:01 PM,0.1752,0.0454,67.199
828,07/19/19 10:00:01 PM,0.1752,0.0446,65.745
829,07/19/19 11:00:01 PM,0.1752,0.0446,64.332
830,07/20/19 12:00:01 AM,0.1746,0.0462,63.005
831,07/20/19 01:00:01 AM,0.1752,0.0454,61.761
832,07/20/19 02:00:01 AM,0.1752,0.0442,60.604
833,07/20/19 03:00:01 AM,0.1752,0.0442,59.486
834,07/20/19 04:00:01 AM,0.1756,0.0425,58.498
835,07/20/19 05:00:01 AM,0.1752,0.0446,57.549
836,07/20/19 06:00:01 AM,0.1746,0.0446,56.642
837,07/20/19 07:00:01 AM,0.1752,0.0446,55.863
838,07/20/19 08:00:01 AM,0.1765,0.0434,55.386
839,07/20/19 09:00:01 AM,0.1762,0.0434,55.776
840,07/20/19 10:00:01 AM,0.1762,0.0446,57.247
841,07/20/19 11:00:01 AM,0.1742,0.0454,59.272
842,07/20/19 12:00:01 PM,0.1742,0.0446,61.290
843,07/20/19 01:00:01 PM,0.1732,0.0446,63.689
844,07/20/19 02:00:01 PM,0.1728,0.0442,66.214
845,07/20/19 03:00:01 PM,0.1718,0.0442,67.757
846,07/20/19 04:00:01 PM,0.1703,0.0446,67.757
847,07/20/19 05:00:01 PM,0.1709,0.0446,66.900
848,07/20/19 06:00:01 PM,0.1709,0.0446,66.301
849,07/20/19 07:00:01 PM,0.1703,0.0446,65.745
850,07/20/19 08:00:01 PM,0.1699,0.0446,64.888
851,07/20/19 09:00:01 PM,0.1699,0.0442,63.819
852,07/20/19 10:00:01 PM,0.1699,0.0442,62.577
853,07/20/19 11:00:01 PM,0.1709,0.0434,61.376
854,07/21/19 12:00:01 AM,0.1709,0.0442,60.260
855,07/21/19 01:00:01 AM,0.1709,0.0434,59.229
856,07/21/19 02:00:01 AM,0.1703,0.0434,58.195
857,07/21/19 03:00:01 AM,0.1709,0.0425,57.204
858,07/21/19 04:00:01 AM,0.1709,0.0425,56.295
859,07/21/19 05:00:01 AM,0.1709,0.0425,55.429
860,07/21/19 06:00:01 AM,0.1709,0.0421,54.561
861,07/21/19 07:00:01 AM,0.1709,0.0421,53.820
862,07/21/19 08:00:01 AM,0.1714,0.0425,53.298
863,07/21/19 09:00:01 AM,0.1714,0.0425,53.733
864,07/21/19 10:00:01 AM,0.1714,0.0434,55.386
865,07/21/19 11:00:01 AM,0.1709,0.0434,57.936
