Plot Title: 9735543_UpperMontaneB1,,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735543, SEN S/N: 2012369)","PAR, uE (LGR S/N: 9735543, SEN S/N: 9700887)","PAR, uE (LGR S/N: 9735543, SEN S/N: 9700895)","PAR, uE (LGR S/N: 9735543, SEN S/N: 9700903)","Temp, °F (LGR S/N: 9735543, SEN S/N: 9713844)","Temp, °F (LGR S/N: 9735543, SEN S/N: 9721336)","RH, % (LGR S/N: 9735543, SEN S/N: 9721336)","Voltage, V (LGR S/N: 9735543, SEN S/N: 9725493)","Solar Radiation, W/m² (LGR S/N: 9735543, SEN S/N: 9734401)","Solar Radiation, W/m² (LGR S/N: 9735543, SEN S/N: 9734413)","Solar Radiation, W/m² (LGR S/N: 9735543, SEN S/N: 9734414)","Water Content, m³/m³ (LGR S/N: 9735543, SEN S/N: 10769159)","Batt, V (LGR S/N: 9735543)"
1,6/3/17 13:00,0.1259,2553.7,2553.7,2553.7,50.664,66.472,30.8,-0.2039,65.6,1013.1,91.9,0.1899,4.418
2,6/3/17 14:00,0.1259,1861.2,68.7,71.2,52.554,66.258,28.1,-0.2039,61.9,961.9,85.6,0.1906,4.381
3,6/3/17 15:00,0.1259,1703.7,61.2,63.7,54.561,68.571,29.1,-0.2039,55.6,863.1,79.4,0.1906,4.381
4,6/3/17 16:00,0.1259,1451.2,53.7,53.7,56.079,67.671,27.4,-0.2039,49.4,730.6,73.1,0.1913,4.387
5,6/3/17 17:00,0.1259,1131.2,38.7,43.7,56.426,68.698,24.7,-0.2039,40.6,565.6,61.9,0.1913,4.387
6,6/3/17 18:00,0.1252,763.7,23.7,31.2,56.122,66.943,25.5,-0.2039,29.4,380.6,43.1,0.1906,4.393
7,6/3/17 19:00,0.1245,391.2,8.7,16.2,55.472,64.033,30.6,-0.2039,15.6,200.6,21.9,0.1906,4.393
8,6/3/17 20:00,0.1238,48.7,1.2,1.2,54.734,46.076,55.6,-0.2039,0.6,15.6,0.6,0.1899,4.393
9,6/3/17 21:00,0.1238,1.2,1.2,1.2,53.776,40.951,68.2,-0.1988,0.6,0.6,0.6,0.1891,4.393
10,6/3/17 22:00,0.1238,1.2,1.2,1.2,52.772,38.464,73.1,-0.1988,0.6,0.6,0.6,0.1884,4.387
11,6/3/17 23:00,0.1238,1.2,1.2,1.2,51.809,37.13,73.3,-0.1988,0.6,0.6,0.6,0.1884,4.381
12,6/4/17 0:00,0.123,1.2,1.2,1.2,50.886,36.747,75.6,-0.1988,0.6,0.6,0.6,0.1877,4.375
13,6/4/17 1:00,0.1245,1.2,1.2,1.2,50.002,33.732,83.6,-0.1988,0.6,0.6,0.6,0.187,4.369
14,6/4/17 2:00,0.1252,1.2,1.2,1.2,49.204,33.485,84.5,-0.1988,0.6,0.6,0.6,0.187,4.363
15,6/4/17 3:00,0.1245,1.2,1.2,1.2,48.45,32.79,85.4,-0.1988,0.6,0.6,0.6,0.187,4.363
16,6/4/17 4:00,0.1245,1.2,1.2,1.2,47.781,31.993,87.7,-0.1988,0.6,0.6,0.6,0.1855,4.363
17,6/4/17 5:00,0.1245,1.2,1.2,1.2,47.109,31.339,90,-0.1988,0.6,0.6,0.6,0.187,4.363
18,6/4/17 6:00,0.123,33.7,1.2,1.2,46.481,31.642,90.7,-0.1988,0.6,11.9,0.6,0.184,4.363
19,6/4/17 7:00,0.1223,83.7,1.2,1.2,45.941,33.732,90.4,-0.1988,0.6,23.1,0.6,0.184,4.393
20,6/4/17 8:00,0.1238,988.7,33.7,31.2,45.806,52.772,61.5,-0.1988,33.1,499.4,53.1,0.187,4.4
21,6/4/17 9:00,0.123,1246.2,46.2,41.2,46.166,60.517,44.5,-0.1988,43.1,614.4,68.1,0.1899,4.393
22,6/4/17 10:00,0.1223,1603.7,63.7,58.7,47.289,65.701,38.1,-0.2039,56.9,800.6,86.9,0.1964,4.393
23,6/4/17 11:00,0.1238,1803.7,68.7,68.7,48.805,69.427,34,-0.2039,63.1,911.9,93.1,0.1957,4.393
24,6/4/17 12:00,0.1238,1913.7,73.7,73.7,50.621,70.587,27.9,-0.2039,66.9,993.1,95.6,0.1949,4.393
25,6/4/17 13:00,0.1238,1956.2,71.2,76.2,52.466,70.543,27.6,-0.2039,66.9,1020.6,93.1,0.1949,4.381
26,6/4/17 14:00,0.1223,1696.2,61.2,63.7,54.343,70.072,25.7,-0.2039,56.9,863.1,78.1,0.1957,4.381
27,6/4/17 15:00,0.1223,1763.7,61.2,63.7,56.251,70.329,27.3,-0.2039,58.1,885.6,81.9,0.1949,4.387
28,6/4/17 16:00,0.1238,1016.2,36.2,36.2,57.679,68.999,28.3,-0.2039,33.1,480.6,48.1,0.1942,4.393
29,6/4/17 17:00,0.1216,1153.7,38.7,43.7,58.066,71.834,27.9,-0.2039,43.1,569.4,63.1,0.1949,4.393
30,6/4/17 18:00,0.1216,771.2,23.7,31.2,57.722,71.361,27.7,-0.2039,30.6,379.4,44.4,0.1935,4.381
31,6/4/17 19:00,0.1209,391.2,8.7,13.7,57.16,68.013,30.4,-0.2039,15.6,200.6,23.1,0.1928,4.381
32,6/4/17 20:00,0.1194,51.2,1.2,1.2,56.383,50.18,56.5,-0.2039,0.6,19.4,0.6,0.1913,4.4
33,6/4/17 21:00,0.1194,1.2,1.2,1.2,55.429,43.763,69.9,-0.1988,0.6,0.6,0.6,0.1906,4.393
34,6/4/17 22:00,0.1187,1.2,1.2,1.2,54.473,41.508,72.4,-0.1988,0.6,0.6,0.6,0.1906,4.381
35,6/4/17 23:00,0.1187,1.2,1.2,1.2,53.515,40.392,75.1,-0.1988,0.6,0.6,0.6,0.1891,4.381
36,6/5/17 0:00,0.118,1.2,1.2,1.2,52.641,39.36,78.1,-0.1988,0.6,0.6,0.6,0.1884,4.375
37,6/5/17 1:00,0.1172,1.2,1.2,1.2,51.809,39.173,80.5,-0.1988,0.6,0.6,0.6,0.1884,4.369
38,6/5/17 2:00,0.1172,1.2,1.2,1.2,51.105,38.889,80.1,-0.1988,0.6,0.6,0.6,0.187,4.363
39,6/5/17 3:00,0.1172,1.2,1.2,1.2,50.4,37.081,83.7,-0.1988,0.6,0.6,0.6,0.1862,4.363
40,6/5/17 4:00,0.1172,1.2,1.2,1.2,49.737,35.443,86.9,-0.1988,0.6,0.6,0.6,0.1899,4.363
41,6/5/17 5:00,0.1172,1.2,1.2,1.2,49.161,34.907,87.8,-0.1988,0.6,0.6,0.6,0.1891,4.363
42,6/5/17 6:00,0.1172,26.2,1.2,1.2,48.538,35.685,89.1,-0.1988,0.6,6.9,0.6,0.1913,4.363
43,6/5/17 7:00,0.1172,106.2,1.2,1.2,48.004,36.795,88.6,-0.1988,0.6,30.6,0.6,0.1891,4.4
44,6/5/17 8:00,0.1172,893.7,31.2,26.2,47.826,50.135,70.2,-0.1988,29.4,438.1,48.1,0.1899,4.4
45,6/5/17 9:00,0.1172,1293.7,46.2,43.7,48.315,66.301,45,-0.1988,45.6,645.6,73.1,0.192,4.406
46,6/5/17 10:00,0.1172,1701.2,63.7,61.2,49.516,72.136,42.2,-0.2039,60.6,848.1,93.1,0.1884,4.442
47,6/5/17 11:00,0.1172,1913.7,71.2,71.2,50.974,72.739,29.2,-0.2039,68.1,969.4,100.6,0.1957,4.381
48,6/5/17 12:00,0.118,1966.2,71.2,73.7,52.686,73.17,27.7,-0.2039,70.6,1018.1,99.4,0.1942,4.387
49,6/5/17 13:00,0.118,2126.2,76.2,81.2,54.43,73.688,28.9,-0.2039,74.4,1109.4,104.4,0.1957,4.393
50,6/5/17 14:00,0.1172,653.7,21.2,21.2,56.079,67.971,29.5,-0.2039,21.9,311.9,30.6,0.1964,4.4
51,6/5/17 15:00,0.1165,1781.2,61.2,63.7,57.807,71.317,30.6,-0.2039,60.6,890.6,85.6,0.1964,4.381
52,6/5/17 16:00,0.1165,1463.7,48.7,53.7,58.885,71.06,29.6,-0.2039,50.6,725.6,75.6,0.1957,4.387
53,6/5/17 17:00,0.115,811.2,26.2,28.7,59.014,65.788,31.7,-0.2039,28.1,383.1,41.9,0.1957,4.393
54,6/5/17 18:00,0.1143,781.2,23.7,31.2,58.498,68.27,28.7,-0.2039,33.1,390.6,48.1,0.1957,4.448
55,6/5/17 19:00,0.1136,58.7,1.2,1.2,57.807,56.728,46.3,-0.2039,0.6,26.9,1.9,0.1935,4.393
56,6/5/17 20:00,0.115,8.7,1.2,1.2,56.988,50.047,64.6,-0.1988,0.6,4.4,0.6,0.1928,4.393
57,6/5/17 21:00,0.1143,1.2,1.2,1.2,56.122,51.501,55.6,-0.1988,0.6,0.6,0.6,0.1877,4.381
58,6/5/17 22:00,0.1136,1.2,1.2,1.2,55.256,46.571,73.2,-0.1988,0.6,0.6,0.6,0.1928,4.381
59,6/5/17 23:00,0.1129,1.2,1.2,1.2,54.473,42.8,78.3,-0.1988,0.6,0.6,0.6,0.184,4.381
60,6/6/17 0:00,0.1129,1.2,1.2,1.2,53.776,42.57,83.5,-0.1988,0.6,0.6,0.6,0.192,4.369
61,6/6/17 1:00,0.1121,1.2,1.2,1.2,53.121,41.787,85.2,-0.1988,0.6,0.6,0.6,0.1913,4.369
62,6/6/17 2:00,0.1114,1.2,1.2,1.2,52.466,38.179,89.2,-0.1988,0.6,0.6,0.6,0.1935,4.369
63,6/6/17 3:00,0.1114,1.2,1.2,1.2,51.764,35.541,92.8,-0.1988,0.6,0.6,0.6,0.1913,4.363
64,6/6/17 4:00,0.1114,1.2,1.2,1.2,51.062,38.273,90.7,-0.1988,0.6,0.6,0.6,0.1891,4.363
65,6/6/17 5:00,0.1121,1.2,1.2,1.2,50.488,38.557,90.2,-0.1988,0.6,0.6,0.6,0.1877,4.363
66,6/6/17 6:00,0.1129,21.2,1.2,1.2,49.914,34.957,93.8,-0.1988,0.6,5.6,0.6,0.1877,4.363
67,6/6/17 7:00,0.1129,103.7,1.2,1.2,49.294,35.83,95.2,-0.1988,0.6,34.4,1.9,0.1862,4.418
68,6/6/17 8:00,0.1129,916.2,28.7,26.2,49.073,54.691,66.8,-0.1988,31.9,464.4,51.9,0.1877,4.49
69,6/6/17 9:00,0.1121,1331.2,46.2,43.7,49.516,63.648,47.5,-0.1988,48.1,664.4,76.9,0.1884,4.387
70,6/6/17 10:00,0.1107,1586.2,56.2,56.2,50.709,66.729,44.1,-0.2039,58.1,785.6,89.4,0.1884,4.387
71,6/6/17 11:00,0.1107,1861.2,66.2,68.7,52.203,69.514,36.1,-0.2039,68.1,939.4,99.4,0.192,4.387
72,6/6/17 12:00,0.11,853.7,28.7,28.7,53.865,65.701,39,-0.2039,29.4,420.6,43.1,0.1906,4.393
73,6/6/17 13:00,0.1092,1308.7,43.7,46.2,55.256,64.674,34.2,-0.2039,45.6,661.9,66.9,0.1928,4.466
74,6/6/17 14:00,0.11,1841.2,63.7,66.2,56.599,70.93,28.1,-0.2039,64.4,941.9,88.1,0.1906,4.381
75,6/6/17 15:00,0.11,1821.2,61.2,63.7,58.239,72.136,25.1,-0.2039,63.1,914.4,90.6,0.1913,4.393
76,6/6/17 16:00,0.1085,791.2,23.7,26.2,59.358,65.658,29.7,-0.2039,28.1,391.9,40.6,0.1899,4.393
77,6/6/17 17:00,0.1078,1246.2,41.2,43.7,59.572,69.6,30.7,-0.2039,48.1,633.1,71.9,0.1906,4.393
78,6/6/17 18:00,0.1071,298.7,8.7,8.7,59.229,60.561,32.6,-0.2039,9.4,136.9,14.4,0.1942,4.393
79,6/6/17 19:00,0.1056,361.2,8.7,13.7,58.582,60.904,36.8,-0.2039,15.6,185.6,23.1,0.1899,4.393
80,6/6/17 20:00,0.1056,68.7,1.2,1.2,57.807,51.458,59,-0.1988,1.9,36.9,3.1,0.1899,4.393
81,6/6/17 21:00,0.1049,1.2,1.2,1.2,56.988,45.127,67.2,-0.1988,0.6,0.6,0.6,0.1891,4.393
82,6/6/17 22:00,0.1049,1.2,1.2,1.2,56.035,39.643,81.6,-0.1988,0.6,0.6,0.6,0.1891,4.387
83,6/6/17 23:00,0.1049,1.2,1.2,1.2,55.038,37.989,84.7,-0.1988,0.6,0.6,0.6,0.1884,4.381
84,6/7/17 0:00,0.1042,1.2,1.2,1.2,54.082,37.893,87.4,-0.1988,0.6,0.6,0.6,0.1877,4.375
85,6/7/17 1:00,0.1042,1.2,1.2,1.2,53.253,37.13,88.3,-0.1988,0.6,0.6,0.6,0.1884,4.369
86,6/7/17 2:00,0.1027,1.2,1.2,1.2,52.466,35.492,91.1,-0.1988,0.6,0.6,0.6,0.1782,4.363
87,6/7/17 3:00,0.1027,1.2,1.2,1.2,51.764,34.419,91,-0.1988,0.6,0.6,0.6,0.1775,4.363
88,6/7/17 4:00,0.1027,1.2,1.2,1.2,51.062,34.32,92.4,-0.1988,0.6,0.6,0.6,0.187,4.363
89,6/7/17 5:00,0.1027,1.2,1.2,1.2,50.4,35.346,90.5,-0.1988,0.6,0.6,0.6,0.187,4.363
90,6/7/17 6:00,0.1027,38.7,1.2,1.2,49.782,33.534,94.7,-0.1988,0.6,18.1,0.6,0.1761,4.369
91,6/7/17 7:00,0.1027,113.7,1.2,1.2,49.249,35.733,94.1,-0.1988,0.6,36.9,1.9,0.1862,4.393
92,6/7/17 8:00,0.1034,921.2,28.7,26.2,49.073,54.343,65.8,-0.1988,33.1,459.4,54.4,0.1855,4.393
93,6/7/17 9:00,0.1027,1293.7,43.7,41.2,49.561,63.219,47.2,-0.1988,48.1,641.9,76.9,0.1782,4.393
94,6/7/17 10:00,0.1027,1598.7,56.2,56.2,50.709,67.242,41.2,-0.2039,59.4,793.1,91.9,0.1782,4.393
95,6/7/17 11:00,0.1027,1736.2,61.2,61.2,52.16,68.999,42,-0.2039,63.1,874.4,94.4,0.1775,4.393
96,6/7/17 12:00,0.1034,1918.7,66.2,71.2,53.951,71.317,31.1,-0.2039,70.6,998.1,101.9,0.179,4.381
97,6/7/17 13:00,0.1027,1941.2,66.2,71.2,55.776,73.472,34.8,-0.2039,70.6,1010.6,99.4,0.179,4.381
98,6/7/17 14:00,0.1012,838.7,26.2,28.7,57.376,63.475,33.4,-0.2039,29.4,419.4,44.4,0.179,4.393
99,6/7/17 15:00,0.1005,701.2,21.2,23.7,58.582,62.875,31.7,-0.2039,24.4,344.4,38.1,0.1797,4.478
100,6/7/17 16:00,0.0998,406.2,11.2,13.7,58.971,62.062,32.7,-0.2039,14.4,204.4,21.9,0.1811,4.393
101,6/7/17 17:00,0.0998,311.2,6.2,8.7,58.626,53.69,59.1,-0.1988,11.9,159.4,16.9,0.1775,4.478
102,6/7/17 18:00,0.0991,288.7,6.2,8.7,58.109,59.272,43.5,-0.1988,9.4,139.4,14.4,0.179,4.418
103,6/7/17 19:00,0.1049,23.7,1.2,1.2,57.506,46.796,81.4,-0.1988,0.6,11.9,0.6,0.187,4.393
104,6/7/17 20:00,0.1042,98.7,1.2,1.2,56.815,46.841,89.5,-0.1988,3.1,58.1,5.6,0.1768,4.4
105,6/7/17 21:00,0.1034,1.2,1.2,1.2,55.992,40.626,94.3,-0.1988,0.6,0.6,0.6,0.1761,4.393
106,6/7/17 22:00,0.1027,1.2,1.2,1.2,55.081,37.656,95.2,-0.1988,0.6,0.6,0.6,0.1746,4.381
107,6/7/17 23:00,0.102,1.2,1.2,1.2,54.126,36.554,96,-0.1988,0.6,0.6,0.6,0.1761,4.381
108,6/8/17 0:00,0.1027,1.2,1.2,1.2,53.166,36.217,95.5,-0.1988,0.6,0.6,0.6,0.1753,4.369
109,6/8/17 1:00,0.102,1.2,1.2,1.2,52.378,38.179,96.7,-0.1988,0.6,0.6,0.6,0.1746,4.369
110,6/8/17 2:00,0.102,1.2,1.2,1.2,51.764,39.407,95.5,-0.1988,0.6,0.6,0.6,0.1753,4.363
111,6/8/17 3:00,0.102,1.2,1.2,1.2,51.148,35.541,97.1,-0.1988,0.6,0.6,0.6,0.1739,4.363
112,6/8/17 4:00,0.1012,1.2,1.2,1.2,50.533,34.419,97,-0.1988,0.6,0.6,0.6,0.1732,4.363
113,6/8/17 5:00,0.1012,1.2,1.2,1.2,49.914,35.395,97.4,-0.1988,0.6,0.6,0.6,0.1724,4.363
114,6/8/17 6:00,0.1012,28.7,1.2,1.2,49.383,34.761,97.2,-0.1988,0.6,13.1,0.6,0.1724,4.369
115,6/8/17 7:00,0.102,91.2,1.2,1.2,48.85,35.782,96.4,-0.1988,0.6,30.6,0.6,0.1724,4.393
116,6/8/17 8:00,0.1005,831.2,26.2,23.7,48.672,52.378,81.6,-0.1988,31.9,451.9,54.4,0.1761,4.393
117,6/8/17 9:00,0.0991,1086.2,36.2,31.2,49.204,61.205,57.2,-0.1988,39.4,541.9,64.4,0.1775,4.4
118,6/8/17 10:00,0.0983,1368.7,46.2,46.2,50.4,65.188,46.5,-0.1988,51.9,685.6,79.4,0.1782,4.412
119,6/8/17 11:00,0.0983,1641.2,56.2,56.2,51.94,67.285,35.6,-0.2039,61.9,840.6,93.1,0.1804,4.387
120,6/8/17 12:00,0.0976,1748.7,58.7,61.2,53.602,69.17,36.4,-0.2039,65.6,911.9,95.6,0.1797,4.393
121,6/8/17 13:00,0.0969,1946.2,66.2,71.2,55.299,70.63,33.3,-0.2039,71.9,1023.1,101.9,0.187,4.393
122,6/8/17 14:00,0.0962,1863.7,61.2,66.2,57.031,72.178,33.6,-0.2039,66.9,960.6,94.4,0.1811,4.381
123,6/8/17 15:00,0.0954,1713.7,53.7,56.2,58.971,70.803,28.4,-0.2039,59.4,863.1,89.4,0.1811,4.393
124,6/8/17 16:00,0.0947,1376.2,43.7,48.7,60.303,73.083,30.5,-0.2039,50.6,681.9,76.9,0.1819,4.393
125,6/8/17 17:00,0.094,1026.2,31.2,36.2,60.561,70.673,29.2,-0.2039,40.6,509.4,63.1,0.1811,4.381
126,6/8/17 18:00,0.0925,888.7,26.2,33.7,60.174,70.459,27.2,-0.2039,39.4,449.4,61.9,0.1804,4.393
127,6/8/17 19:00,0.0911,398.7,8.7,13.7,59.529,65.017,26,-0.2039,18.1,205.6,28.1,0.1804,4.393
128,6/8/17 20:00,0.0904,53.7,1.2,1.2,58.712,51.237,56.9,-0.2039,1.9,28.1,1.9,0.1797,4.393
129,6/8/17 21:00,0.0904,1.2,1.2,1.2,57.765,43.579,62.6,-0.1988,0.6,0.6,0.6,0.179,4.393
130,6/8/17 22:00,0.0904,1.2,1.2,1.2,56.728,41.184,71.7,-0.1988,0.6,0.6,0.6,0.1782,4.387
131,6/8/17 23:00,0.0896,1.2,1.2,1.2,55.69,38.606,68.1,-0.1988,0.6,0.6,0.6,0.1775,4.381
132,6/9/17 0:00,0.0896,1.2,1.2,1.2,54.648,38.226,62.6,-0.1988,0.6,0.6,0.6,0.1761,4.381
133,6/9/17 1:00,0.0889,1.2,1.2,1.2,53.69,34.957,69.3,-0.1988,0.6,0.6,0.6,0.1855,4.369
134,6/9/17 2:00,0.0889,1.2,1.2,1.2,52.729,33.188,72.9,-0.1988,0.6,0.6,0.6,0.1848,4.363
135,6/9/17 3:00,0.0889,1.2,1.2,1.2,51.852,33.928,69.2,-0.1988,0.6,0.6,0.6,0.1826,4.363
136,6/9/17 4:00,0.0889,1.2,1.2,1.2,51.062,32.691,72.8,-0.1988,0.6,0.6,0.6,0.1826,4.363
137,6/9/17 5:00,0.0889,1.2,1.2,1.2,50.268,31.339,77.7,-0.1988,0.6,0.6,0.6,0.1833,4.363
138,6/9/17 6:00,0.0889,31.2,1.2,1.2,49.604,31.239,81.4,-0.1988,0.6,13.1,0.6,0.1833,4.363
139,6/9/17 7:00,0.0882,173.7,3.7,3.7,49.028,35.976,77.2,-0.1988,5.6,81.9,8.1,0.1833,4.393
140,6/9/17 8:00,0.0889,958.7,31.2,28.7,48.85,54.691,48.4,-0.1988,38.1,506.9,63.1,0.1811,4.393
141,6/9/17 9:00,0.0874,958.7,31.2,31.2,49.249,55.125,53.5,-0.1988,36.9,488.1,60.6,0.1826,4.393
142,6/9/17 10:00,0.0874,1341.2,43.7,43.7,50.002,63.262,44.5,-0.1988,50.6,688.1,83.1,0.184,4.393
143,6/9/17 11:00,0.0889,1028.7,31.2,33.7,51.148,63.819,34.4,-0.2039,40.6,525.6,60.6,0.1833,4.393
144,6/9/17 12:00,0.0867,2023.7,66.2,71.2,52.423,67.885,27.2,-0.2039,79.4,1061.9,114.4,0.1826,4.387
145,6/9/17 13:00,0.0867,1926.2,63.7,68.7,53.69,68.828,27.8,-0.2039,73.1,1014.4,103.1,0.184,4.393
146,6/9/17 14:00,0.0867,1858.7,61.2,63.7,55.342,71.017,22.9,-0.2039,68.1,961.9,95.6,0.1833,4.393
147,6/9/17 15:00,0.0853,1698.7,53.7,56.2,57.376,71.404,25.1,-0.2039,61.9,858.1,90.6,0.1833,4.381
148,6/9/17 16:00,0.0845,1456.2,43.7,51.2,58.842,72.739,25.5,-0.2039,55.6,729.4,85.6,0.1833,4.381
149,6/9/17 17:00,0.0838,1133.7,33.7,41.2,59.229,71.577,21.9,-0.2039,48.1,565.6,74.4,0.1819,4.418
150,6/9/17 18:00,0.0824,773.7,21.2,28.7,58.971,69.901,23.5,-0.2039,35.6,389.4,56.9,0.1819,4.381
151,6/9/17 19:00,0.0809,381.2,8.7,13.7,58.325,66.686,22.2,-0.2039,19.4,200.6,30.6,0.1826,4.393
152,6/9/17 20:00,0.0802,56.2,1.2,1.2,57.592,58.239,30.2,-0.2039,0.6,19.4,0.6,0.1833,4.393
153,6/9/17 21:00,0.0802,1.2,1.2,1.2,56.728,55.949,34.5,-0.1988,0.6,0.6,0.6,0.179,4.393
154,6/9/17 22:00,0.0795,1.2,1.2,1.2,55.776,47.019,48,-0.1988,0.6,0.6,0.6,0.179,4.387
155,6/9/17 23:00,0.0795,1.2,1.2,1.2,54.909,42.708,59.8,-0.1988,0.6,0.6,0.6,0.1811,4.381
156,6/10/17 0:00,0.0802,1.2,1.2,1.2,54.037,40.204,66.4,-0.1988,0.6,0.6,0.6,0.1782,4.381
157,6/10/17 1:00,0.0795,1.2,1.2,1.2,53.298,44.082,53.9,-0.1988,0.6,0.6,0.6,0.1782,4.4
158,6/10/17 2:00,0.0795,1.2,1.2,1.2,52.641,55.429,32.9,-0.1988,0.6,0.6,0.6,0.1782,4.363
159,6/10/17 3:00,0.0787,1.2,1.2,1.2,52.115,55.558,31.8,-0.1988,0.6,0.6,0.6,0.1782,4.363
160,6/10/17 4:00,0.078,1.2,1.2,1.2,51.678,55.081,30.9,-0.1988,0.6,0.6,0.6,0.1761,4.369
161,6/10/17 5:00,0.078,1.2,1.2,1.2,51.193,52.115,34.6,-0.1988,0.6,0.6,0.6,0.1768,4.363
162,6/10/17 6:00,0.078,21.2,1.2,1.2,50.752,44.946,45.5,-0.1988,0.6,4.4,0.6,0.1702,4.363
163,6/10/17 7:00,0.0773,81.2,1.2,1.2,50.268,42.525,55.1,-0.1988,0.6,21.9,0.6,0.1702,4.418
164,6/10/17 8:00,0.0773,963.7,28.7,26.2,50.18,59.572,35.3,-0.1988,39.4,493.1,64.4,0.1768,4.393
165,6/10/17 9:00,0.0766,1321.2,41.2,41.2,50.709,63.347,27.6,-0.1988,53.1,664.4,85.6,0.1768,4.393
166,6/10/17 10:00,0.0758,1601.2,51.2,53.7,51.852,64.375,25,-0.2039,64.4,804.4,98.1,0.1775,4.393
167,6/10/17 11:00,0.0758,1798.7,58.7,61.2,53.253,67.5,29.1,-0.2039,70.6,923.1,105.6,0.1768,4.393
168,6/10/17 12:00,0.0758,1911.2,63.7,68.7,54.82,69.129,27.1,-0.2039,74.4,1009.4,108.1,0.1775,4.381
169,6/10/17 13:00,0.0751,1933.7,61.2,68.7,56.383,70.329,25,-0.2039,74.4,1028.1,104.4,0.1775,4.393
170,6/10/17 14:00,0.0744,1868.7,58.7,63.7,58.066,70.803,28.8,-0.2039,70.6,970.6,98.1,0.1768,4.393
171,6/10/17 15:00,0.0736,1723.7,53.7,56.2,59.959,72.997,25.3,-0.2039,64.4,873.1,93.1,0.1768,4.393
172,6/10/17 16:00,0.0722,1536.2,46.2,53.7,61.248,73.126,22.7,-0.2039,60.6,771.9,91.9,0.1761,4.381
173,6/10/17 17:00,0.0707,706.2,18.7,23.7,61.506,72.696,19.8,-0.2039,29.4,345.6,44.4,0.1775,4.418
174,6/10/17 18:00,0.07,783.7,21.2,28.7,61.119,68.913,22.2,-0.2039,36.9,391.9,59.4,0.1782,4.381
175,6/10/17 19:00,0.0686,411.2,8.7,16.2,60.39,67.928,21.7,-0.2039,21.9,213.1,34.4,0.1753,4.393
176,6/10/17 20:00,0.0678,48.7,1.2,1.2,59.486,60.26,22.8,-0.2039,0.6,15.6,0.6,0.1753,4.393
177,6/10/17 21:00,0.0671,1.2,1.2,1.2,58.498,53.166,24.1,-0.1988,0.6,0.6,0.6,0.1739,4.4
178,6/10/17 22:00,0.0671,1.2,1.2,1.2,57.506,54.777,25.7,-0.1988,0.6,0.6,0.6,0.1724,4.381
179,6/10/17 23:00,0.0664,1.2,1.2,1.2,56.556,53.427,22,-0.1988,0.6,0.6,0.6,0.1724,4.381
180,6/11/17 0:00,0.0664,1.2,1.2,1.2,55.602,45.851,32.8,-0.1988,0.6,0.6,0.6,0.1724,4.381
181,6/11/17 1:00,0.0664,1.2,1.2,1.2,54.777,49.161,27.6,-0.1988,0.6,0.6,0.6,0.1732,4.375
182,6/11/17 2:00,0.0657,1.2,1.2,1.2,54.037,54.516,27,-0.1988,0.6,0.6,0.6,0.171,4.363
183,6/11/17 3:00,0.0649,1.2,1.2,1.2,53.427,52.291,31.5,-0.1988,0.6,0.6,0.6,0.1717,4.369
184,6/11/17 4:00,0.0649,1.2,1.2,1.2,52.86,51.413,33.5,-0.1988,0.6,0.6,0.6,0.171,4.363
185,6/11/17 5:00,0.0649,1.2,1.2,1.2,52.291,40.017,57.2,-0.1988,0.6,0.6,0.6,0.1695,4.369
186,6/11/17 6:00,0.0642,61.2,1.2,1.2,51.678,36.459,74.7,-0.1988,1.9,35.6,4.4,0.1702,4.418
187,6/11/17 7:00,0.0642,88.7,1.2,1.2,51.148,37.702,74.3,-0.1988,0.6,25.6,0.6,0.1695,4.4
188,6/11/17 8:00,0.0642,931.2,28.7,26.2,50.974,55.863,47.2,-0.1988,38.1,469.4,64.4,0.1695,4.406
189,6/11/17 9:00,0.0635,1326.2,41.2,41.2,51.501,62.875,32.6,-0.1988,54.4,668.1,88.1,0.1695,4.478
190,6/11/17 10:00,0.0628,378.7,8.7,11.2,52.597,60.904,32.4,-0.2039,14.4,180.6,20.6,0.1695,4.387
191,6/11/17 11:00,0.062,963.7,28.7,31.2,53.865,65.273,26.9,-0.2039,39.4,495.6,59.4,0.1688,4.393
192,6/11/17 12:00,0.0613,1681.2,53.7,56.2,55.038,64.332,34.4,-0.2039,66.9,878.1,100.6,0.1702,4.393
193,6/11/17 13:00,0.062,1656.2,51.2,56.2,56.34,69.901,29.7,-0.2039,65.6,874.4,94.4,0.1695,4.381
194,6/11/17 14:00,0.0606,1871.2,58.7,63.7,57.807,70.587,30.1,-0.2039,71.9,971.9,100.6,0.1688,4.393
195,6/11/17 15:00,0.0598,1716.2,51.2,56.2,59.572,72.307,29.7,-0.2039,64.4,870.6,95.6,0.1681,4.393
196,6/11/17 16:00,0.0584,1466.2,43.7,51.2,60.733,72.264,24.2,-0.2039,59.4,736.9,90.6,0.1688,4.381
197,6/11/17 17:00,0.0577,1256.2,36.2,43.7,60.991,72.912,26.6,-0.2039,55.6,631.9,86.9,0.1681,4.387
198,6/11/17 18:00,0.0562,801.2,21.2,28.7,60.647,71.661,22.7,-0.2039,38.1,400.6,63.1,0.1688,4.393
