"Plot Title: 9735544_SM_UM_B2_ctrl"
"#","Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735544, SEN S/N: 2010179, LBL: B2_Rmead)","Water Content, m³/m³ (LGR S/N: 9735544, SEN S/N: 2012377, LBL: B2_Lshrub)","PAR, uE (LGR S/N: 9735544, SEN S/N: 9700892, LBL: B2_Lshrub)","PAR, uE (LGR S/N: 9735544, SEN S/N: 9700894, LBL: B2_Rmeadow)","PAR, uE (LGR S/N: 9735544, SEN S/N: 9700902, LBL: B2_Rmeadow)","Temp, °F (LGR S/N: 9735544, SEN S/N: 9719148, LBL: UM_B2)","Temp, °F (LGR S/N: 9735544, SEN S/N: 9721322, LBL: UM_B2)","RH, % (LGR S/N: 9735544, SEN S/N: 9721322, LBL: UM_B2)","Voltage, V (LGR S/N: 9735544, SEN S/N: 9725494)","Current, mA (LGR S/N: 9735544, SEN S/N: 9725494)","Solar Radiation, W/m² (LGR S/N: 9735544, SEN S/N: 9734397, LBL: B2_Rmeadow)","Solar Radiation, W/m² (LGR S/N: 9735544, SEN S/N: 9734399, LBL: B2_Rmeadow)","Solar Radiation, W/m² (LGR S/N: 9735544, SEN S/N: 9734400, LBL: B2_Lshrub)","Batt, V (LGR S/N: 9735544)"
2704,06/29/19 06:30:00 AM,0.1303,0.1840,1.2,1.2,88.7,51.458,41.554,94.300,-0.2039,0.0000,5.6,45.6,4.4,4.393
2705,06/29/19 06:40:00 AM,0.1310,0.1840,1.2,1.2,98.7,51.370,42.294,94.600,-0.2039,0.0000,5.6,49.4,4.4,4.363
2706,06/29/19 06:50:00 AM,0.1318,0.1840,1.2,1.2,131.2,51.370,42.525,93.900,-0.2039,0.0000,8.1,65.6,5.6,4.369
2707,06/29/19 07:00:00 AM,0.1310,0.1840,3.7,1.2,173.7,51.325,43.488,94.100,-0.2039,0.0000,10.6,88.1,8.1,4.363
2708,06/29/19 07:10:00 AM,0.1310,0.1833,3.7,1.2,203.7,51.370,44.901,93.800,-0.2039,0.0000,13.1,101.9,10.6,4.387
2709,06/29/19 07:20:00 AM,0.1310,0.1840,6.2,3.7,266.2,51.370,46.076,92.700,-0.2039,0.0000,18.1,130.6,14.4,4.363
2710,06/29/19 07:30:00 AM,0.1310,0.1840,16.2,11.2,586.2,51.544,49.825,90.000,-0.2039,0.0000,48.1,306.9,36.9,4.363
2711,06/29/19 07:40:00 AM,0.1310,0.1840,23.7,16.2,816.2,51.852,55.515,84.400,-0.2039,0.0000,68.1,429.4,51.9,4.381
2712,06/29/19 07:50:00 AM,0.1310,0.1840,23.7,18.7,843.7,52.335,60.433,70.500,-0.2039,0.0000,68.1,444.4,51.9,4.369
2713,06/29/19 08:00:00 AM,0.1310,0.1840,18.7,13.7,703.7,52.817,62.533,80.000,-0.2039,0.0000,53.1,368.1,40.6,4.363
2714,06/29/19 08:10:00 AM,0.1310,0.1840,21.2,16.2,788.7,53.209,64.247,75.400,-0.2039,0.0000,59.4,413.1,45.6,4.393
2715,06/29/19 08:20:00 AM,0.1310,0.1840,21.2,16.2,786.2,53.733,65.745,73.200,-0.2039,0.0000,58.1,411.9,44.4,4.369
2716,06/29/19 08:30:00 AM,0.1310,0.1840,16.2,11.2,606.2,54.082,65.701,71.400,-0.2039,0.0000,41.9,316.9,33.1,4.363
2717,06/29/19 08:40:00 AM,0.1310,0.1840,13.7,8.7,523.7,54.343,64.803,74.500,-0.2039,0.0000,35.6,273.1,26.9,4.363
2718,06/29/19 08:50:00 AM,0.1310,0.1840,13.7,8.7,531.2,54.516,64.332,74.700,-0.2039,0.0000,35.6,273.1,26.9,4.381
2719,06/29/19 09:00:00 AM,0.1310,0.1840,13.7,8.7,563.7,54.734,63.819,70.600,-0.2039,0.0000,36.9,290.6,29.4,4.363
2720,06/29/19 09:10:00 AM,0.1310,0.1840,16.2,11.2,623.7,54.909,63.990,75.300,-0.2039,0.0000,41.9,319.4,33.1,4.363
2721,06/29/19 09:20:00 AM,0.1310,0.1840,18.7,13.7,796.2,55.168,65.615,75.200,-0.2039,0.0000,53.1,406.9,43.1,4.363
2722,06/29/19 09:30:00 AM,0.1310,0.1840,33.7,26.2,1288.7,55.515,67.413,75.800,-0.2039,0.0000,88.1,666.9,69.4,4.381
2723,06/29/19 09:40:00 AM,0.1303,0.1840,26.2,18.7,993.7,56.122,71.317,73.300,-0.2039,0.0000,66.9,520.6,53.1,4.363
2724,06/29/19 09:50:00 AM,0.1310,0.1840,21.2,16.2,848.7,56.556,72.739,61.900,-0.2039,0.0000,56.9,446.9,45.6,4.363
2725,06/29/19 10:00:00 AM,0.1303,0.1833,21.2,16.2,876.2,56.772,69.514,59.700,-0.2039,0.0000,58.1,458.1,46.9,4.357
2726,06/29/19 10:10:00 AM,0.1303,0.1840,21.2,16.2,901.2,57.031,70.329,59.900,-0.2039,0.0000,59.4,468.1,46.9,4.381
2727,06/29/19 10:20:00 AM,0.1303,0.1840,26.2,21.2,1066.2,57.290,70.759,55.700,-0.2039,0.0000,70.6,551.9,55.6,4.363
2728,06/29/19 10:30:00 AM,0.1303,0.1840,26.2,21.2,1051.2,57.549,69.343,52.100,-0.2039,0.0000,69.4,541.9,54.4,4.393
2729,06/29/19 10:40:00 AM,0.1303,0.1833,36.2,28.7,1421.2,57.765,67.158,53.900,-0.2039,0.0000,91.9,729.4,73.1,4.357
2730,06/29/19 10:50:00 AM,0.1303,0.1833,31.2,23.7,1206.2,58.109,68.614,50.600,-0.2039,0.0000,76.9,614.4,61.9,4.387
2731,06/29/19 11:00:00 AM,0.1303,0.1833,21.2,16.2,868.7,58.325,67.842,49.200,-0.2039,0.0000,55.6,436.9,44.4,4.363
2732,06/29/19 11:10:00 AM,0.1296,0.1826,46.2,33.7,1788.7,58.712,68.657,48.900,-0.2039,0.0000,111.9,914.4,89.4,4.363
2733,06/29/19 11:20:00 AM,0.1296,0.1826,51.2,38.7,1998.7,59.401,71.404,51.900,-0.2039,0.0000,121.9,1028.1,98.1,4.363
2734,06/29/19 11:30:00 AM,0.1296,0.1826,48.7,36.2,1916.2,60.260,74.424,48.100,-0.2039,0.0000,114.4,988.1,93.1,4.387
2735,06/29/19 11:40:00 AM,0.1296,0.1826,48.7,36.2,1916.2,60.991,74.424,44.700,-0.2039,0.0000,111.9,991.9,91.9,4.363
2736,06/29/19 11:50:00 AM,0.1303,0.1826,48.7,36.2,1923.7,61.633,73.602,46.800,-0.2039,0.0000,110.6,998.1,91.9,4.363
2737,06/29/19 12:00:00 PM,0.1296,0.1819,48.7,36.2,1926.2,62.406,75.508,45.100,-0.2039,0.0000,109.4,1005.6,90.6,4.381
2738,06/29/19 12:10:00 PM,0.1296,0.1819,48.7,36.2,1936.2,63.005,73.774,44.200,-0.2039,0.0000,108.1,1019.4,89.4,4.393
2739,06/29/19 12:20:00 PM,0.1288,0.1826,48.7,36.2,1943.7,63.862,77.596,61.700,-0.2039,0.0000,108.1,1028.1,89.4,4.363
2740,06/29/19 12:30:00 PM,0.1288,0.1819,48.7,36.2,1973.7,64.632,79.347,60.900,-0.2039,0.0000,108.1,1044.4,90.6,4.363
2741,06/29/19 12:40:00 PM,0.1281,0.1819,48.7,38.7,2001.2,65.316,79.743,46.400,-0.2039,0.0000,109.4,1064.4,91.9,4.357
2742,06/29/19 12:50:00 PM,0.1281,0.1819,48.7,36.2,2001.2,65.829,77.247,43.500,-0.2039,0.0000,108.1,1066.9,90.6,4.412
2743,06/29/19 01:00:00 PM,0.1281,0.1819,53.7,41.2,2146.2,66.344,77.902,55.700,-0.2039,0.0000,116.9,1145.6,98.1,4.363
2744,06/29/19 01:10:00 PM,0.1281,0.1819,41.2,33.7,1741.2,66.985,84.362,47.300,-0.2039,0.0000,95.6,903.1,79.4,4.363
2745,06/29/19 01:20:00 PM,0.1274,0.1819,31.2,23.7,1306.2,67.242,84.632,36.100,-0.2039,0.0000,71.9,664.4,59.4,4.357
2746,06/29/19 01:30:00 PM,0.1267,0.1811,38.7,28.7,1591.2,66.985,76.464,45.800,-0.2039,0.0000,86.9,821.9,73.1,4.357
2747,06/29/19 01:40:00 PM,0.1267,0.1811,53.7,43.7,2271.2,67.671,81.333,47.700,-0.2039,0.0000,124.4,1225.6,104.4,4.369
2748,06/29/19 01:50:00 PM,0.1259,0.1811,48.7,38.7,2033.7,68.227,83.154,39.000,-0.2039,0.0000,109.4,1090.6,91.9,4.363
2749,06/29/19 02:00:00 PM,0.1259,0.1811,43.7,33.7,1828.7,68.484,79.655,51.300,-0.2039,0.0000,98.1,980.6,81.9,4.357
2750,06/29/19 02:10:00 PM,0.1252,0.1811,38.7,31.2,1708.7,68.657,76.768,49.700,-0.2039,0.0000,91.9,911.9,76.9,4.351
2751,06/29/19 02:20:00 PM,0.1252,0.1804,46.2,36.2,2018.7,68.956,77.203,44.800,-0.2039,0.0000,109.4,1085.6,89.4,4.460
2752,06/29/19 02:30:00 PM,0.1252,0.1804,46.2,36.2,1988.7,69.514,81.288,45.500,-0.2039,0.0000,108.1,1068.1,88.1,4.363
2753,06/29/19 02:40:00 PM,0.1245,0.1804,48.7,38.7,2086.2,69.643,81.288,44.900,-0.2039,0.0000,114.4,1119.4,91.9,4.363
2754,06/29/19 02:50:00 PM,0.1238,0.1797,43.7,33.7,1868.7,69.942,79.567,53.300,-0.2039,0.0000,103.1,995.6,83.1,4.351
2755,06/29/19 03:00:00 PM,0.1238,0.1797,41.2,33.7,1763.7,70.029,80.316,36.200,-0.2039,0.0000,98.1,935.6,79.4,4.351
2756,06/29/19 03:10:00 PM,0.1230,0.1797,48.7,38.7,2126.2,70.115,79.876,38.700,-0.2039,0.0000,119.4,1131.9,94.4,4.375
2757,06/29/19 03:20:00 PM,0.1223,0.1797,43.7,36.2,1928.7,70.201,78.427,52.500,-0.2039,0.0000,109.4,1018.1,86.9,4.363
2758,06/29/19 03:30:00 PM,0.1223,0.1797,33.7,26.2,1458.7,70.329,82.085,49.600,-0.2039,0.0000,83.1,753.1,65.6,4.357
2759,06/29/19 03:40:00 PM,0.1223,0.1790,23.7,18.7,991.2,69.728,77.160,44.000,-0.2039,0.0063,58.1,506.9,45.6,4.357
2760,06/29/19 03:50:00 PM,0.1216,0.1790,18.7,13.7,806.2,69.042,72.869,40.100,-0.2039,0.0000,50.6,418.1,39.4,4.448
2761,06/29/19 04:00:00 PM,0.1216,0.1790,18.7,16.2,833.7,68.484,72.050,44.100,-0.2039,0.0000,51.9,433.1,40.6,4.363
2762,06/29/19 04:10:00 PM,0.1216,0.1790,16.2,11.2,658.7,68.013,72.007,49.100,-0.2039,0.0000,40.6,341.9,33.1,4.363
2763,06/29/19 04:20:00 PM,0.1209,0.1782,16.2,11.2,671.2,67.543,70.029,46.200,-0.2039,0.0000,41.9,346.9,33.1,4.363
2764,06/29/19 04:30:00 PM,0.1209,0.1782,16.2,11.2,688.7,67.285,71.404,57.800,-0.2039,0.0000,43.1,359.4,33.1,4.363
2765,06/29/19 04:40:00 PM,0.1201,0.1782,11.2,8.7,526.2,67.028,72.955,53.400,-0.2039,0.0000,33.1,274.4,26.9,4.363
2766,06/29/19 04:50:00 PM,0.1201,0.1775,13.7,8.7,581.2,66.686,70.416,45.600,-0.2039,0.0000,36.9,301.9,29.4,4.393
2767,06/29/19 05:00:00 PM,0.1201,0.1775,16.2,13.7,758.7,66.385,68.571,52.500,-0.2039,0.0000,48.1,394.4,36.9,4.363
2768,06/29/19 05:10:00 PM,0.1201,0.1775,18.7,13.7,833.7,66.258,70.243,47.800,-0.2039,0.0000,53.1,430.6,40.6,4.363
2769,06/29/19 05:20:00 PM,0.1194,0.1775,13.7,11.2,648.7,66.130,71.146,52.600,-0.2039,0.0000,40.6,333.1,31.9,4.363
2770,06/29/19 05:30:00 PM,0.1194,0.1768,13.7,11.2,646.2,65.959,72.050,58.500,-0.2039,0.0000,40.6,334.4,31.9,4.363
2771,06/29/19 05:40:00 PM,0.1194,0.1768,13.7,8.7,563.7,65.829,72.050,48.200,-0.2039,0.0000,35.6,291.9,28.1,4.393
2772,06/29/19 05:50:00 PM,0.1194,0.1768,11.2,8.7,486.2,65.574,69.771,53.200,-0.2039,0.0000,30.6,251.9,24.4,4.369
2773,06/29/19 06:00:00 PM,0.1194,0.1768,11.2,6.2,451.2,65.359,68.614,54.700,-0.2039,0.0000,28.1,234.4,23.1,4.363
2774,06/29/19 06:10:00 PM,0.1194,0.1768,8.7,6.2,396.2,65.145,67.714,66.700,-0.2039,0.0000,25.6,206.9,19.4,4.363
2775,06/29/19 06:20:00 PM,0.1194,0.1768,6.2,3.7,343.7,64.888,67.372,60.600,-0.2039,0.0000,21.9,180.6,16.9,4.363
2776,06/29/19 06:30:00 PM,0.1187,0.1768,6.2,3.7,318.7,64.674,66.515,64.700,-0.2039,0.0000,20.6,169.4,15.6,4.363
2777,06/29/19 06:40:00 PM,0.1187,0.1768,6.2,3.7,293.7,64.459,66.214,69.900,-0.2039,0.0000,19.4,159.4,15.6,4.369
2778,06/29/19 06:50:00 PM,0.1187,0.1768,3.7,3.7,238.7,64.288,65.102,67.000,-0.2039,0.0000,15.6,128.1,11.9,4.363
2779,06/29/19 07:00:00 PM,0.1187,0.1768,6.2,3.7,256.2,64.033,64.375,68.200,-0.2039,0.0000,15.6,140.6,13.1,4.363
2780,06/29/19 07:10:00 PM,0.1187,0.1768,11.2,6.2,491.2,63.862,65.444,72.700,-0.2039,0.0000,25.6,286.9,25.6,4.363
2781,06/29/19 07:20:00 PM,0.1187,0.1768,11.2,6.2,526.2,63.775,67.586,70.500,-0.2039,0.0000,26.9,314.4,28.1,4.393
2782,06/29/19 07:30:00 PM,0.1187,0.1768,6.2,3.7,298.7,63.604,67.114,70.200,-0.2039,0.0000,18.1,168.1,15.6,4.369
2783,06/29/19 07:40:00 PM,0.1187,0.1768,6.2,3.7,266.2,63.475,65.959,70.300,-0.2039,0.0000,15.6,154.4,14.4,4.363
2784,06/29/19 07:50:00 PM,0.1187,0.1768,3.7,1.2,203.7,63.262,64.845,72.600,-0.2039,0.0000,10.6,126.9,11.9,4.363
2785,06/29/19 08:00:00 PM,0.1180,0.1761,1.2,1.2,93.7,62.962,61.934,75.100,-0.2039,0.0000,5.6,53.1,4.4,4.363
2786,06/29/19 08:10:00 PM,0.1180,0.1761,1.2,1.2,66.2,62.661,59.445,75.800,-0.2039,0.0000,4.4,38.1,3.1,4.363
2787,06/29/19 08:20:00 PM,0.1180,0.1761,1.2,1.2,36.2,62.319,57.376,78.600,-0.2039,0.0000,1.9,20.6,1.9,4.363
2788,06/29/19 08:30:00 PM,0.1180,0.1761,1.2,1.2,18.7,61.977,55.168,78.800,-0.2039,0.0000,0.6,10.6,0.6,4.363
2789,06/29/19 08:40:00 PM,0.1180,0.1768,1.2,1.2,3.7,61.677,53.427,78.200,-0.2039,0.0000,0.6,1.9,0.6,4.363
2790,06/29/19 08:50:00 PM,0.1180,0.1761,1.2,1.2,1.2,61.290,51.984,81.100,-0.2039,0.0000,0.6,0.6,0.6,4.363
2791,06/29/19 09:00:00 PM,0.1180,0.1761,1.2,1.2,1.2,60.991,50.488,84.900,-0.2039,0.0000,0.6,0.6,0.6,4.363
2792,06/29/19 09:10:00 PM,0.1180,0.1753,1.2,1.2,1.2,60.647,49.516,83.200,-0.2039,0.0000,0.6,0.6,0.6,4.363
2793,06/29/19 09:20:00 PM,0.1180,0.1761,1.2,1.2,1.2,60.346,48.717,86.000,-0.2039,0.0000,0.6,0.6,0.6,4.363
2794,06/29/19 09:30:00 PM,0.1180,0.1761,1.2,1.2,1.2,60.046,48.583,87.800,-0.2039,0.0000,0.6,0.6,0.6,4.363
2795,06/29/19 09:40:00 PM,0.1180,0.1761,1.2,1.2,1.2,59.788,48.227,87.800,-0.2039,0.0000,0.6,0.6,0.6,4.363
2796,06/29/19 09:50:00 PM,0.1180,0.1761,1.2,1.2,1.2,59.529,47.691,88.600,-0.2039,0.0000,0.6,0.6,0.6,4.363
2797,06/29/19 10:00:00 PM,0.1180,0.1753,1.2,1.2,1.2,59.272,46.796,90.200,-0.2039,0.0000,0.6,0.6,0.6,4.363
2798,06/29/19 10:10:00 PM,0.1180,0.1753,1.2,1.2,1.2,58.971,45.806,86.600,-0.2039,0.0000,0.6,0.6,0.6,4.363
2799,06/29/19 10:20:00 PM,0.1187,0.1761,1.2,1.2,1.2,58.712,45.127,88.100,-0.2039,0.0000,0.6,0.6,0.6,4.363
2800,06/29/19 10:30:00 PM,0.1180,0.1753,1.2,1.2,1.2,58.411,44.355,88.500,-0.2039,0.0000,0.6,0.6,0.6,4.363
2801,06/29/19 10:40:00 PM,0.1180,0.1753,1.2,1.2,1.2,58.152,43.900,92.200,-0.2039,0.0000,0.6,0.6,0.6,4.363
2802,06/29/19 10:50:00 PM,0.1180,0.1753,1.2,1.2,1.2,57.893,43.306,90.300,-0.2039,0.0000,0.6,0.6,0.6,4.363
2803,06/29/19 11:00:00 PM,0.1180,0.1753,1.2,1.2,1.2,57.636,42.708,91.700,-0.2039,0.0000,0.6,0.6,0.6,4.363
2804,06/29/19 11:10:00 PM,0.1180,0.1753,1.2,1.2,1.2,57.376,42.525,91.700,-0.2039,0.0000,0.6,0.6,0.6,4.363
2805,06/29/19 11:20:00 PM,0.1180,0.1753,1.2,1.2,1.2,57.117,41.554,91.300,-0.2039,0.0000,0.6,0.6,0.6,4.363
2806,06/29/19 11:30:00 PM,0.1180,0.1761,1.2,1.2,1.2,56.901,41.878,91.900,-0.2039,0.0000,0.6,0.6,0.6,4.363
2807,06/29/19 11:40:00 PM,0.1180,0.1761,1.2,1.2,1.2,56.642,41.369,91.300,-0.2039,0.0000,0.6,0.6,0.6,4.363
2808,06/29/19 11:50:00 PM,0.1180,0.1753,1.2,1.2,1.2,56.469,41.554,93.200,-0.2039,0.0000,0.6,0.6,0.6,4.363
2809,06/30/19 12:00:00 AM,0.1180,0.1753,1.2,1.2,1.2,56.251,42.064,93.700,-0.2039,0.0000,0.6,0.6,0.6,4.363
2810,06/30/19 12:10:00 AM,0.1180,0.1753,1.2,1.2,1.2,56.079,41.970,93.400,-0.2039,0.0000,0.6,0.6,0.6,4.381
2811,06/30/19 12:20:00 AM,0.1180,0.1753,1.2,1.2,1.2,55.949,42.800,93.900,-0.2039,0.0000,0.6,0.6,0.6,4.363
2812,06/30/19 12:30:00 AM,0.1180,0.1753,1.2,1.2,1.2,55.819,43.808,92.700,-0.2039,0.0000,0.6,0.6,0.6,4.357
2813,06/30/19 12:40:00 AM,0.1180,0.1753,1.2,1.2,1.2,55.690,44.492,93.900,-0.2039,0.0000,0.6,0.6,0.6,4.357
2814,06/30/19 12:50:00 AM,0.1180,0.1753,1.2,1.2,1.2,55.602,44.856,93.100,-0.2039,0.0000,0.6,0.6,0.6,4.357
2815,06/30/19 01:00:00 AM,0.1180,0.1753,1.2,1.2,1.2,55.472,45.036,92.000,-0.2039,0.0000,0.6,0.6,0.6,4.357
2816,06/30/19 01:10:00 AM,0.1180,0.1753,1.2,1.2,1.2,55.386,45.399,92.200,-0.2039,0.0000,0.6,0.6,0.6,4.351
2817,06/30/19 01:20:00 AM,0.1180,0.1753,1.2,1.2,1.2,55.299,45.579,91.500,-0.2039,0.0000,0.6,0.6,0.6,4.357
2818,06/30/19 01:30:00 AM,0.1180,0.1753,1.2,1.2,1.2,55.213,45.896,92.100,-0.2039,0.0000,0.6,0.6,0.6,4.351
2819,06/30/19 01:40:00 AM,0.1180,0.1753,1.2,1.2,1.2,55.125,45.806,92.300,-0.2039,0.0000,0.6,0.6,0.6,4.351
2820,06/30/19 01:50:00 AM,0.1180,0.1753,1.2,1.2,1.2,55.038,45.669,92.200,-0.2039,0.0000,0.6,0.6,0.6,4.351
2821,06/30/19 02:00:00 AM,0.1180,0.1753,1.2,1.2,1.2,54.909,44.946,92.600,-0.2039,0.0000,0.6,0.6,0.6,4.351
2822,06/30/19 02:10:00 AM,0.1172,0.1753,1.2,1.2,1.2,54.734,43.579,91.500,-0.2039,0.0000,0.6,0.6,0.6,4.351
2823,06/30/19 02:20:00 AM,0.1180,0.1753,1.2,1.2,1.2,54.561,42.525,93.800,-0.2039,0.0000,0.6,0.6,0.6,4.351
2824,06/30/19 02:30:00 AM,0.1180,0.1753,1.2,1.2,1.2,54.387,41.463,91.200,-0.2039,0.0000,0.6,0.6,0.6,4.351
2825,06/30/19 02:40:00 AM,0.1187,0.1753,1.2,1.2,1.2,54.169,40.298,92.500,-0.2039,0.0000,0.6,0.6,0.6,4.351
2826,06/30/19 02:50:00 AM,0.1180,0.1746,1.2,1.2,1.2,53.994,40.111,94.400,-0.2039,0.0000,0.6,0.6,0.6,4.363
2827,06/30/19 03:00:00 AM,0.1172,0.1746,1.2,1.2,1.2,53.820,40.017,94.800,-0.2039,0.0000,0.6,0.6,0.6,4.357
2828,06/30/19 03:10:00 AM,0.1172,0.1746,1.2,1.2,1.2,53.645,40.017,94.500,-0.2039,0.0000,0.6,0.6,0.6,4.351
2829,06/30/19 03:20:00 AM,0.1180,0.1746,1.2,1.2,1.2,53.472,39.877,95.000,-0.2039,0.0000,0.6,0.6,0.6,4.351
2830,06/30/19 03:30:00 AM,0.1172,0.1746,1.2,1.2,1.2,53.384,40.392,95.700,-0.2039,0.0000,0.6,0.6,0.6,4.351
2831,06/30/19 03:40:00 AM,0.1172,0.1746,1.2,1.2,1.2,53.253,40.719,95.800,-0.2039,0.0000,0.6,0.6,0.6,4.351
2832,06/30/19 03:50:00 AM,0.1172,0.1746,1.2,1.2,1.2,53.166,41.648,96.300,-0.2039,0.0000,0.6,0.6,0.6,4.351
2833,06/30/19 04:00:00 AM,0.1172,0.1746,1.2,1.2,1.2,53.121,42.341,96.500,-0.2039,0.0000,0.6,0.6,0.6,4.351
2834,06/30/19 04:10:00 AM,0.1172,0.1746,1.2,1.2,1.2,52.992,41.925,95.800,-0.2039,0.0000,0.6,0.6,0.6,4.351
2835,06/30/19 04:20:00 AM,0.1172,0.1746,1.2,1.2,1.2,52.860,40.579,93.700,-0.2039,0.0000,0.6,0.6,0.6,4.351
2836,06/30/19 04:30:00 AM,0.1172,0.1746,1.2,1.2,1.2,52.729,40.438,95.400,-0.2039,0.0000,0.6,0.6,0.6,4.351
2837,06/30/19 04:40:00 AM,0.1180,0.1746,1.2,1.2,1.2,52.597,39.924,94.900,-0.2039,0.0000,0.6,0.6,0.6,4.351
2838,06/30/19 04:50:00 AM,0.1180,0.1746,1.2,1.2,1.2,52.466,39.454,94.800,-0.2039,0.0000,0.6,0.6,0.6,4.351
2839,06/30/19 05:00:00 AM,0.1172,0.1746,1.2,1.2,1.2,52.335,39.267,94.500,-0.2039,0.0000,0.6,0.6,0.6,4.351
2840,06/30/19 05:10:00 AM,0.1172,0.1746,1.2,1.2,1.2,52.203,39.031,95.300,-0.2039,0.0000,0.6,0.6,0.6,4.351
2841,06/30/19 05:20:00 AM,0.1172,0.1746,1.2,1.2,1.2,52.029,38.700,94.600,-0.2039,0.0000,0.6,0.6,0.6,4.351
2842,06/30/19 05:30:00 AM,0.1172,0.1746,1.2,1.2,1.2,51.895,38.700,95.800,-0.2039,0.0000,0.6,0.6,0.6,4.351
2843,06/30/19 05:40:00 AM,0.1172,0.1746,1.2,1.2,3.7,51.764,38.842,96.600,-0.2039,0.0000,0.6,1.9,0.6,4.351
2844,06/30/19 05:50:00 AM,0.1172,0.1746,1.2,1.2,11.2,51.633,38.179,94.800,-0.2039,0.0000,0.6,5.6,0.6,4.351
2845,06/30/19 06:00:00 AM,0.1172,0.1746,1.2,1.2,21.2,51.501,38.273,95.700,-0.2039,0.0000,0.6,8.1,0.6,4.351
2846,06/30/19 06:10:00 AM,0.1165,0.1746,1.2,1.2,33.7,51.413,39.267,96.400,-0.2039,0.0000,0.6,15.6,0.6,4.363
2847,06/30/19 06:20:00 AM,0.1172,0.1746,1.2,1.2,61.2,51.325,39.830,96.300,-0.2039,0.0000,3.1,29.4,1.9,4.387
2848,06/30/19 06:30:00 AM,0.1172,0.1739,1.2,1.2,66.2,51.325,41.043,96.700,-0.2039,0.0000,3.1,28.1,1.9,4.369
2849,06/30/19 06:40:00 AM,0.1172,0.1739,1.2,1.2,83.7,51.282,41.369,96.200,-0.2039,0.0000,4.4,36.9,3.1,4.363
2850,06/30/19 06:50:00 AM,0.1172,0.1746,3.7,1.2,146.2,51.237,42.294,96.600,-0.2039,0.0000,9.4,70.6,6.9,4.363
2851,06/30/19 07:00:00 AM,0.1172,0.1739,6.2,3.7,233.7,51.325,44.263,97.300,-0.2039,0.0000,15.6,114.4,11.9,4.369
2852,06/30/19 07:10:00 AM,0.1180,0.1746,6.2,3.7,291.2,51.458,47.871,97.500,-0.2039,0.0000,19.4,145.6,15.6,4.363
2853,06/30/19 07:20:00 AM,0.1180,0.1746,21.2,16.2,658.7,51.633,51.017,97.100,-0.2039,0.0000,63.1,360.6,48.1,4.381
2854,06/30/19 07:30:00 AM,0.1172,0.1746,8.7,6.2,371.2,52.029,56.383,95.900,-0.2039,0.0000,29.4,193.1,21.9,4.369
2855,06/30/19 07:40:00 AM,0.1172,0.1739,6.2,3.7,301.2,52.291,55.125,83.200,-0.2039,0.0000,20.6,153.1,15.6,4.363
2856,06/30/19 07:50:00 AM,0.1172,0.1746,6.2,3.7,271.2,52.466,54.430,88.600,-0.2039,0.0000,18.1,139.4,14.4,4.430
2857,06/30/19 08:00:00 AM,0.1172,0.1739,3.7,3.7,223.7,52.641,54.561,82.900,-0.2039,0.0000,15.6,116.9,11.9,4.369
2858,06/30/19 08:10:00 AM,0.1172,0.1746,3.7,1.2,208.7,52.729,53.994,86.500,-0.2039,0.0000,13.1,106.9,10.6,4.363
2859,06/30/19 08:20:00 AM,0.1172,0.1739,3.7,1.2,223.7,52.817,54.300,85.200,-0.2039,0.0000,13.1,113.1,10.6,4.363
2860,06/30/19 08:30:00 AM,0.1172,0.1739,6.2,3.7,281.2,52.903,53.515,83.400,-0.2039,0.0000,16.9,138.1,13.1,4.375
2861,06/30/19 08:40:00 AM,0.1172,0.1746,8.7,3.7,351.2,53.035,55.081,87.800,-0.2039,0.0000,20.6,166.9,16.9,4.363
2862,06/30/19 08:50:00 AM,0.1172,0.1746,13.7,11.2,593.7,53.166,55.690,83.900,-0.2039,0.0000,38.1,283.1,30.6,4.363
2863,06/30/19 09:00:00 AM,0.1172,0.1739,41.2,33.7,1546.2,53.559,59.358,82.600,-0.2039,0.0000,116.9,788.1,89.4,4.387
2864,06/30/19 09:10:00 AM,0.1172,0.1739,13.7,8.7,563.7,54.082,63.732,80.400,-0.2039,0.0000,36.9,265.6,28.1,4.369
2865,06/30/19 09:20:00 AM,0.1172,0.1739,18.7,13.7,763.7,54.561,65.273,80.000,-0.2039,0.0000,50.6,365.6,40.6,4.363
2866,06/30/19 09:30:00 AM,0.1172,0.1739,23.7,18.7,908.7,55.081,65.615,76.700,-0.2039,0.0000,60.6,440.6,48.1,4.363
2867,06/30/19 09:40:00 AM,0.1172,0.1739,41.2,31.2,1551.2,55.949,70.029,68.800,-0.2039,0.0000,106.9,786.9,84.4,4.381
2868,06/30/19 09:50:00 AM,0.1165,0.1739,21.2,16.2,856.2,56.383,69.942,69.300,-0.2039,0.0000,55.6,409.4,43.1,4.363
2869,06/30/19 10:00:00 AM,0.1165,0.1739,18.7,13.7,781.2,56.815,69.600,73.400,-0.2039,0.0000,49.4,373.1,39.4,4.363
2870,06/30/19 10:10:00 AM,0.1165,0.1739,21.2,16.2,851.2,57.160,69.386,78.700,-0.2039,0.0000,51.9,395.6,41.9,4.393
2871,06/30/19 10:20:00 AM,0.1165,0.1746,36.2,28.7,1423.7,57.850,71.274,75.400,-0.2039,0.0000,90.6,701.9,71.9,4.369
