"Plot Title: 9735544_SM_UM_B2_ctrl"
"#","Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735544, SEN S/N: 2010179, LBL: B2_Rmead)","Water Content, m³/m³ (LGR S/N: 9735544, SEN S/N: 2012377, LBL: B2_Lshrub)","PAR, uE (LGR S/N: 9735544, SEN S/N: 9700892, LBL: B2_Lshrub)","PAR, uE (LGR S/N: 9735544, SEN S/N: 9700894, LBL: B2_Rmeadow)","PAR, uE (LGR S/N: 9735544, SEN S/N: 9700902, LBL: B2_Rmeadow)","Temp, °F (LGR S/N: 9735544, SEN S/N: 9719148, LBL: UM_B2)","Temp, °F (LGR S/N: 9735544, SEN S/N: 9721322, LBL: UM_B2)","RH, % (LGR S/N: 9735544, SEN S/N: 9721322, LBL: UM_B2)","Voltage, V (LGR S/N: 9735544, SEN S/N: 9725494)","Current, mA (LGR S/N: 9735544, SEN S/N: 9725494)","Solar Radiation, W/m² (LGR S/N: 9735544, SEN S/N: 9734397, LBL: B2_Rmeadow)","Solar Radiation, W/m² (LGR S/N: 9735544, SEN S/N: 9734399, LBL: B2_Rmeadow)","Solar Radiation, W/m² (LGR S/N: 9735544, SEN S/N: 9734400, LBL: B2_Lshrub)","Batt, V (LGR S/N: 9735544)"
1,06/10/19 12:00:00 PM,0.1899,0.2204,2553.7,1071.2,2553.7,58.455,69.514,31.400,-0.1631,0.0000,85.6,1053.1,73.1,4.363
2,06/10/19 12:10:00 PM,0.1899,0.2204,36.2,31.2,1156.2,59.056,70.543,27.200,-0.1478,0.0000,48.1,601.9,40.6,4.339
3,06/10/19 12:20:00 PM,0.1899,0.2204,66.2,61.2,2136.2,59.486,71.231,27.700,-0.1478,0.0000,90.6,1145.6,78.1,4.369
4,06/10/19 12:30:00 PM,0.1906,0.2211,58.7,51.2,1851.2,59.916,72.869,37.500,-0.1478,0.0000,78.1,991.9,66.9,4.345
5,06/10/19 12:40:00 PM,0.1891,0.2211,58.7,51.2,1873.7,60.217,70.803,30.500,-0.1529,0.0000,78.1,1006.9,66.9,4.381
6,06/10/19 12:50:00 PM,0.1899,0.2211,66.2,58.7,2111.2,60.561,70.846,26.400,-0.1580,0.0000,88.1,1139.4,75.6,4.351
7,06/10/19 01:00:00 PM,0.1899,0.2211,61.2,53.7,1993.7,60.948,73.083,25.800,-0.1580,0.0000,81.9,1079.4,71.9,4.393
8,06/10/19 01:10:00 PM,0.1899,0.2218,63.7,56.2,2088.7,61.333,74.511,31.600,-0.1580,0.0000,85.6,1131.9,74.4,4.351
9,06/10/19 01:20:00 PM,0.1899,0.2218,63.7,56.2,2066.2,61.761,75.898,24.800,-0.1580,0.0000,84.4,1120.6,73.1,4.448
10,06/10/19 01:30:00 PM,0.1899,0.2218,58.7,51.2,1883.7,62.191,81.023,32.200,-0.1631,0.0000,75.6,1004.4,64.4,4.351
11,06/10/19 01:40:00 PM,0.1899,0.2218,56.2,51.2,1853.7,62.191,81.066,30.300,-0.1631,0.0000,73.1,976.9,63.1,4.345
12,06/10/19 01:50:00 PM,0.1899,0.2218,58.7,53.7,1961.2,62.319,75.160,28.900,-0.1682,0.0000,79.4,1055.6,68.1,4.363
13,06/10/19 02:00:00 PM,0.1899,0.2225,66.2,58.7,2171.2,62.661,78.865,28.900,-0.1631,0.0000,88.1,1181.9,75.6,4.345
14,06/10/19 02:10:00 PM,0.1899,0.2225,66.2,58.7,2163.7,63.005,77.902,24.900,-0.1631,0.0000,88.1,1181.9,75.6,4.363
15,06/10/19 02:20:00 PM,0.1899,0.2225,61.2,53.7,2048.7,63.347,78.777,22.600,-0.1631,0.0000,83.1,1114.4,70.6,4.351
16,06/10/19 02:30:00 PM,0.1899,0.2225,58.7,53.7,2003.7,63.518,72.136,25.700,-0.1682,0.0000,80.6,1086.9,68.1,4.369
17,06/10/19 02:40:00 PM,0.1891,0.2233,56.2,51.2,1903.7,63.732,75.681,28.400,-0.1682,0.0000,75.6,1034.4,64.4,4.351
18,06/10/19 02:50:00 PM,0.1891,0.2225,56.2,53.7,1971.2,63.819,75.333,34.500,-0.1682,0.0000,78.1,1061.9,65.6,4.393
19,06/10/19 03:00:00 PM,0.1891,0.2218,53.7,48.7,1863.7,63.946,75.551,25.300,-0.1682,0.0000,74.4,1001.9,60.6,4.351
20,06/10/19 03:10:00 PM,0.1891,0.2225,31.2,28.7,1123.7,63.946,78.690,25.900,-0.1733,0.0000,44.4,588.1,35.6,4.345
21,06/10/19 03:20:00 PM,0.1877,0.2233,53.7,51.2,1868.7,63.604,68.657,38.400,-0.1733,0.0000,75.6,995.6,60.6,4.363
22,06/10/19 03:30:00 PM,0.1877,0.2225,51.2,48.7,1828.7,63.732,73.731,25.000,-0.1733,0.0000,73.1,976.9,58.1,4.351
23,06/10/19 03:40:00 PM,0.1870,0.2225,31.2,31.2,1133.7,63.561,69.600,28.200,-0.1733,0.0000,44.4,590.6,35.6,4.369
24,06/10/19 03:50:00 PM,0.1877,0.2225,48.7,48.7,1823.7,63.518,73.818,30.700,-0.1733,0.0000,74.4,973.1,58.1,4.351
25,06/10/19 04:00:00 PM,0.1877,0.2233,43.7,43.7,1616.2,63.390,72.610,26.100,-0.1733,0.0000,65.6,856.9,50.6,4.387
26,06/10/19 04:10:00 PM,0.1877,0.2233,46.2,46.2,1716.2,63.347,72.869,27.300,-0.1733,0.0000,70.6,909.4,53.1,4.357
27,06/10/19 04:20:00 PM,0.1870,0.2225,18.7,16.2,676.2,63.176,72.480,26.000,-0.1733,0.0000,26.9,349.4,20.6,4.345
28,06/10/19 04:30:00 PM,0.1870,0.2225,16.2,16.2,643.7,62.791,65.829,26.100,-0.1733,0.0000,25.6,330.6,20.6,4.363
29,06/10/19 04:40:00 PM,0.1862,0.2225,46.2,48.7,1746.2,62.362,65.959,31.600,-0.1784,0.0000,76.9,934.4,55.6,4.357
30,06/10/19 04:50:00 PM,0.1870,0.2225,41.2,43.7,1556.2,62.362,76.768,28.500,-0.1733,0.0000,68.1,825.6,49.4,4.369
31,06/10/19 05:00:00 PM,0.1870,0.2225,38.7,38.7,1458.7,62.233,72.307,28.400,-0.1733,0.0000,64.4,775.6,45.6,4.351
32,06/10/19 05:10:00 PM,0.1862,0.2225,21.2,21.2,836.2,61.977,69.600,29.700,-0.1733,0.0000,35.6,434.4,25.6,4.393
33,06/10/19 05:20:00 PM,0.1862,0.2225,28.7,28.7,1146.2,61.720,68.571,33.700,-0.1733,0.0000,49.4,606.9,35.6,4.363
34,06/10/19 05:30:00 PM,0.1862,0.2218,28.7,28.7,1138.7,61.462,66.814,28.800,-0.1733,0.0000,49.4,606.9,35.6,4.351
35,06/10/19 05:40:00 PM,0.1862,0.2225,28.7,28.7,1138.7,61.119,66.772,27.900,-0.1733,0.0000,49.4,611.9,35.6,4.369
36,06/10/19 05:50:00 PM,0.1855,0.2218,23.7,21.2,931.2,60.690,66.385,30.900,-0.1733,0.0000,39.4,493.1,29.4,4.351
37,06/10/19 06:00:00 PM,0.1855,0.2218,16.2,13.7,668.7,60.260,64.288,30.800,-0.1733,0.0000,26.9,348.1,20.6,4.381
38,06/10/19 06:10:00 PM,0.1848,0.2218,8.7,6.2,366.2,59.745,59.272,33.700,-0.1784,0.0000,14.4,181.9,10.6,4.363
39,06/10/19 06:20:00 PM,0.1848,0.2218,21.2,18.7,878.7,59.315,60.046,36.500,-0.1784,0.0000,33.1,466.9,26.9,4.357
40,06/10/19 06:30:00 PM,0.1848,0.2218,18.7,13.7,788.7,59.014,62.533,33.500,-0.1784,0.0000,26.9,428.1,23.1,4.363
41,06/10/19 06:40:00 PM,0.1848,0.2211,16.2,11.2,703.7,58.669,61.977,39.600,-0.1784,0.0000,23.1,381.9,20.6,4.357
42,06/10/19 06:50:00 PM,0.1840,0.2218,11.2,6.2,503.7,58.239,58.368,37.300,-0.1784,0.0000,15.6,269.4,14.4,4.418
43,06/10/19 07:00:00 PM,0.1840,0.2218,13.7,6.2,543.7,57.850,60.046,35.500,-0.1784,0.0000,15.6,303.1,15.6,4.363
44,06/10/19 07:10:00 PM,0.1840,0.2211,11.2,6.2,501.2,57.420,59.745,40.300,-0.1784,0.0000,13.1,284.4,15.6,4.351
45,06/10/19 07:20:00 PM,0.1833,0.2204,3.7,1.2,143.7,56.988,55.949,36.600,-0.1784,0.0000,3.1,65.6,3.1,4.363
46,06/10/19 07:30:00 PM,0.1826,0.2204,3.7,1.2,193.7,56.599,53.690,41.000,-0.1835,0.0000,3.1,105.6,5.6,4.363
47,06/10/19 07:40:00 PM,0.1833,0.2204,6.2,1.2,283.7,56.122,53.515,39.400,-0.1835,0.0000,4.4,179.4,9.4,4.381
48,06/10/19 07:50:00 PM,0.1826,0.2204,3.7,1.2,221.2,55.733,53.951,38.800,-0.1835,0.0000,3.1,145.6,6.9,4.363
49,06/10/19 08:00:00 PM,0.1826,0.2196,1.2,1.2,68.7,55.299,51.370,42.500,-0.1835,0.0000,0.6,29.4,0.6,4.363
50,06/10/19 08:10:00 PM,0.1826,0.2204,1.2,1.2,48.7,54.909,48.405,49.100,-0.1835,0.0000,0.6,20.6,0.6,4.363
51,06/10/19 08:20:00 PM,0.1826,0.2204,1.2,1.2,26.2,54.473,46.526,53.100,-0.1886,0.0000,0.6,11.9,0.6,4.363
52,06/10/19 08:30:00 PM,0.1819,0.2196,1.2,1.2,11.2,54.082,45.444,55.200,-0.1886,0.0000,0.6,4.4,0.6,4.357
53,06/10/19 08:40:00 PM,0.1819,0.2196,1.2,1.2,1.2,53.690,44.218,58.300,-0.1886,0.0000,0.6,0.6,0.6,4.357
54,06/10/19 08:50:00 PM,0.1819,0.2204,1.2,1.2,1.2,53.298,45.851,50.600,-0.1886,0.0000,0.6,0.6,0.6,4.357
55,06/10/19 09:00:00 PM,0.1819,0.2196,1.2,1.2,1.2,52.947,44.537,54.300,-0.1937,0.0000,0.6,0.6,0.6,4.351
56,06/10/19 09:10:00 PM,0.1819,0.2196,1.2,1.2,1.2,52.554,41.508,60.700,-0.1937,0.0000,0.6,0.6,0.6,4.351
57,06/10/19 09:20:00 PM,0.1819,0.2196,1.2,1.2,1.2,52.203,39.924,65.100,-0.1937,0.0000,0.6,0.6,0.6,4.351
58,06/10/19 09:30:00 PM,0.1819,0.2196,1.2,1.2,1.2,51.809,37.702,74.500,-0.1937,0.0000,0.6,0.6,0.6,4.351
59,06/10/19 09:40:00 PM,0.1819,0.2196,1.2,1.2,1.2,51.458,36.313,81.000,-0.1937,0.0000,0.6,0.6,0.6,4.351
60,06/10/19 09:50:00 PM,0.1811,0.2196,1.2,1.2,1.2,51.105,34.664,79.800,-0.1937,0.0000,0.6,0.6,0.6,4.351
61,06/10/19 10:00:00 PM,0.1811,0.2189,1.2,1.2,1.2,50.752,34.075,82.700,-0.1988,0.0000,0.6,0.6,0.6,4.351
62,06/10/19 10:10:00 PM,0.1811,0.2196,1.2,1.2,1.2,50.400,34.027,81.000,-0.1988,0.0000,0.6,0.6,0.6,4.351
63,06/10/19 10:20:00 PM,0.1811,0.2196,1.2,1.2,1.2,50.047,33.584,83.100,-0.1988,0.0000,0.6,0.6,0.6,4.351
64,06/10/19 10:30:00 PM,0.1811,0.2189,1.2,1.2,1.2,49.737,32.491,84.400,-0.1988,0.0000,0.6,0.6,0.6,4.351
65,06/10/19 10:40:00 PM,0.1804,0.2189,1.2,1.2,1.2,49.428,31.993,85.000,-0.1988,0.0000,0.6,0.6,0.6,4.351
66,06/10/19 10:50:00 PM,0.1811,0.2189,1.2,1.2,1.2,49.073,31.692,86.700,-0.1988,0.0000,0.6,0.6,0.6,4.363
67,06/10/19 11:00:00 PM,0.1804,0.2189,1.2,1.2,1.2,48.805,31.339,84.500,-0.1988,0.0000,0.6,0.6,0.6,4.351
68,06/10/19 11:10:00 PM,0.1804,0.2189,1.2,1.2,1.2,48.493,31.087,88.200,-0.1988,0.0000,0.6,0.6,0.6,4.351
69,06/10/19 11:20:00 PM,0.1804,0.2189,1.2,1.2,1.2,48.227,30.834,89.500,-0.1988,0.0000,0.6,0.6,0.6,4.351
70,06/10/19 11:30:00 PM,0.1804,0.2182,1.2,1.2,1.2,47.914,30.429,85.600,-0.1988,0.0000,0.6,0.6,0.6,4.351
71,06/10/19 11:40:00 PM,0.1804,0.2182,1.2,1.2,1.2,47.691,30.479,88.900,-0.1988,0.0000,0.6,0.6,0.6,4.351
72,06/10/19 11:50:00 PM,0.1804,0.2182,1.2,1.2,1.2,47.422,29.867,87.500,-0.1988,0.0000,0.6,0.6,0.6,4.345
73,06/11/19 12:00:00 AM,0.1804,0.2182,1.2,1.2,1.2,47.199,30.429,84.700,-0.1988,0.0000,0.6,0.6,0.6,4.351
74,06/11/19 12:10:00 AM,0.1804,0.2182,1.2,1.2,1.2,46.931,30.123,85.100,-0.1988,0.0000,0.6,0.6,0.6,4.345
75,06/11/19 12:20:00 AM,0.1804,0.2182,1.2,1.2,1.2,46.661,30.173,86.500,-0.1988,0.0000,0.6,0.6,0.6,4.345
76,06/11/19 12:30:00 AM,0.1804,0.2182,1.2,1.2,1.2,46.481,30.376,81.200,-0.1988,0.0000,0.6,0.6,0.6,4.345
77,06/11/19 12:40:00 AM,0.1797,0.2182,1.2,1.2,1.2,46.211,29.817,84.000,-0.1988,0.0000,0.6,0.6,0.6,4.345
78,06/11/19 12:50:00 AM,0.1797,0.2182,1.2,1.2,1.2,46.031,29.457,89.400,-0.1988,0.0000,0.6,0.6,0.6,4.345
79,06/11/19 01:00:00 AM,0.1797,0.2182,1.2,1.2,1.2,45.761,29.199,85.000,-0.1988,0.0000,0.6,0.6,0.6,4.339
80,06/11/19 01:10:00 AM,0.1797,0.2182,1.2,1.2,1.2,45.579,28.994,85.500,-0.1988,0.0000,0.6,0.6,0.6,4.345
81,06/11/19 01:20:00 AM,0.1797,0.2182,1.2,1.2,1.2,45.354,28.891,85.000,-0.1988,0.0000,0.6,0.6,0.6,4.339
82,06/11/19 01:30:00 AM,0.1790,0.2182,1.2,1.2,1.2,45.172,28.839,89.700,-0.1988,0.0000,0.6,0.6,0.6,4.345
83,06/11/19 01:40:00 AM,0.1797,0.2182,1.2,1.2,1.2,44.946,28.684,86.800,-0.1988,0.0000,0.6,0.6,0.6,4.339
84,06/11/19 01:50:00 AM,0.1797,0.2182,1.2,1.2,1.2,44.764,28.112,86.200,-0.1988,0.0000,0.6,0.6,0.6,4.339
85,06/11/19 02:00:00 AM,0.1790,0.2175,1.2,1.2,1.2,44.537,27.433,87.300,-0.1988,0.0000,0.6,0.6,0.6,4.339
86,06/11/19 02:10:00 AM,0.1790,0.2175,1.2,1.2,1.2,44.355,27.433,92.700,-0.1988,0.0000,0.6,0.6,0.6,4.339
87,06/11/19 02:20:00 AM,0.1797,0.2175,1.2,1.2,1.2,44.173,27.327,89.700,-0.1988,0.0000,0.6,0.6,0.6,4.339
88,06/11/19 02:30:00 AM,0.1797,0.2167,1.2,1.2,1.2,43.990,28.321,85.500,-0.1988,0.0000,0.6,0.6,0.6,4.339
89,06/11/19 02:40:00 AM,0.1797,0.2167,1.2,1.2,1.2,43.763,27.747,85.700,-0.1988,0.0000,0.6,0.6,0.6,4.339
90,06/11/19 02:50:00 AM,0.1797,0.2167,1.2,1.2,1.2,43.624,27.903,85.500,-0.1988,0.0000,0.6,0.6,0.6,4.339
91,06/11/19 03:00:00 AM,0.1797,0.2167,1.2,1.2,1.2,43.443,28.216,84.600,-0.1988,0.0000,0.6,0.6,0.6,4.339
92,06/11/19 03:10:00 AM,0.1790,0.2167,1.2,1.2,1.2,43.306,28.425,84.500,-0.1988,0.0000,0.6,0.6,0.6,4.339
93,06/11/19 03:20:00 AM,0.1790,0.2167,1.2,1.2,1.2,43.122,28.008,85.700,-0.1988,0.0000,0.6,0.6,0.6,4.339
94,06/11/19 03:30:00 AM,0.1790,0.2167,1.2,1.2,1.2,42.939,27.747,85.700,-0.1988,0.0000,0.6,0.6,0.6,4.339
95,06/11/19 03:40:00 AM,0.1790,0.2160,1.2,1.2,1.2,42.800,27.538,86.900,-0.1988,0.0000,0.6,0.6,0.6,4.339
96,06/11/19 03:50:00 AM,0.1790,0.2167,1.2,1.2,1.2,42.663,27.327,89.900,-0.1988,0.0000,0.6,0.6,0.6,4.339
97,06/11/19 04:00:00 AM,0.1790,0.2167,1.2,1.2,1.2,42.478,26.960,87.300,-0.1988,0.0000,0.6,0.6,0.6,4.339
98,06/11/19 04:10:00 AM,0.1790,0.2167,1.2,1.2,1.2,42.341,27.381,85.200,-0.1988,0.0000,0.6,0.6,0.6,4.345
99,06/11/19 04:20:00 AM,0.1790,0.2167,1.2,1.2,1.2,42.202,26.589,86.900,-0.1988,0.0000,0.6,0.6,0.6,4.339
100,06/11/19 04:30:00 AM,0.1790,0.2160,1.2,1.2,1.2,42.017,26.377,88.500,-0.1988,0.0000,0.6,0.6,0.6,4.339
101,06/11/19 04:40:00 AM,0.1790,0.2160,1.2,1.2,1.2,41.878,26.325,90.300,-0.1988,0.0000,0.6,0.6,0.6,4.339
102,06/11/19 04:50:00 AM,0.1790,0.2160,1.2,1.2,1.2,41.740,25.846,88.400,-0.1988,0.0000,0.6,0.6,0.6,4.339
103,06/11/19 05:00:00 AM,0.1790,0.2160,1.2,1.2,1.2,41.601,25.632,88.200,-0.1988,0.0000,0.6,0.6,0.6,4.339
104,06/11/19 05:10:00 AM,0.1790,0.2160,1.2,1.2,1.2,41.463,25.471,89.000,-0.1988,0.0000,0.6,0.6,0.6,4.339
105,06/11/19 05:20:00 AM,0.1790,0.2160,1.2,1.2,1.2,41.277,25.309,89.300,-0.1988,0.0000,0.6,0.6,0.6,4.339
106,06/11/19 05:30:00 AM,0.1790,0.2160,1.2,1.2,1.2,41.184,25.363,88.700,-0.1988,0.0000,0.6,0.6,0.6,4.339
107,06/11/19 05:40:00 AM,0.1790,0.2153,1.2,1.2,3.7,40.998,25.309,88.900,-0.1988,0.0000,0.6,0.6,0.6,4.339
108,06/11/19 05:50:00 AM,0.1790,0.2160,1.2,1.2,13.7,40.905,25.846,89.100,-0.1988,0.0000,0.6,4.4,0.6,4.339
109,06/11/19 06:00:00 AM,0.1790,0.2153,1.2,1.2,26.2,40.764,26.271,85.500,-0.1988,0.0000,0.6,8.1,0.6,4.339
110,06/11/19 06:10:00 AM,0.1782,0.2153,1.2,1.2,41.2,40.626,26.325,88.600,-0.1988,0.0000,0.6,11.9,0.6,4.339
111,06/11/19 06:20:00 AM,0.1790,0.2153,1.2,1.2,51.2,40.532,27.327,85.500,-0.1988,0.0000,0.6,15.6,0.6,4.351
112,06/11/19 06:30:00 AM,0.1782,0.2153,1.2,1.2,61.2,40.438,27.538,87.200,-0.1988,0.0000,0.6,16.9,0.6,4.369
113,06/11/19 06:40:00 AM,0.1782,0.2153,1.2,1.2,68.7,40.392,27.642,85.300,-0.1988,0.0000,0.6,19.4,0.6,4.375
114,06/11/19 06:50:00 AM,0.1782,0.2153,1.2,1.2,73.7,40.298,27.955,88.000,-0.1988,0.0000,0.6,20.6,0.6,4.363
115,06/11/19 07:00:00 AM,0.1782,0.2153,1.2,1.2,81.2,40.251,29.149,85.200,-0.1988,0.0000,0.6,23.1,0.6,4.393
116,06/11/19 07:10:00 AM,0.1782,0.2153,1.2,1.2,86.2,40.158,30.529,83.400,-0.1988,0.0000,0.6,24.4,0.6,4.363
117,06/11/19 07:20:00 AM,0.1782,0.2153,18.7,13.7,541.2,40.251,36.459,80.300,-0.1988,0.0000,29.4,284.4,26.9,4.381
118,06/11/19 07:30:00 AM,0.1782,0.2153,21.2,13.7,608.7,40.485,43.122,70.400,-0.1937,0.0000,31.9,318.1,28.1,4.363
119,06/11/19 07:40:00 AM,0.1790,0.2153,23.7,16.2,681.2,40.858,46.346,65.100,-0.1937,0.0000,35.6,353.1,30.6,4.400
120,06/11/19 07:50:00 AM,0.1790,0.2153,23.7,18.7,751.2,41.369,49.204,59.100,-0.1886,0.0000,38.1,386.9,33.1,4.363
121,06/11/19 08:00:00 AM,0.1790,0.2153,26.2,21.2,818.7,42.017,52.335,56.400,-0.1886,0.0000,41.9,420.6,35.6,4.478
122,06/11/19 08:10:00 AM,0.1797,0.2160,28.7,23.7,883.7,42.663,53.994,52.900,-0.1835,0.0000,45.6,454.4,38.1,4.363
123,06/11/19 08:20:00 AM,0.1797,0.2160,31.2,26.2,956.2,43.351,55.690,42.500,-0.1835,0.0000,48.1,489.4,40.6,4.357
124,06/11/19 08:30:00 AM,0.1797,0.2160,33.7,28.7,1021.2,43.990,56.901,34.300,-0.1784,0.0000,50.6,521.9,43.1,4.363
125,06/11/19 08:40:00 AM,0.1804,0.2160,33.7,28.7,1083.7,44.627,57.893,31.700,-0.1784,0.0000,53.1,554.4,44.4,4.357
126,06/11/19 08:50:00 AM,0.1804,0.2153,36.2,31.2,1148.7,45.262,59.185,31.500,-0.1784,0.0000,55.6,585.6,46.9,4.369
127,06/11/19 09:00:00 AM,0.1804,0.2160,38.7,33.7,1213.7,45.851,58.109,28.500,-0.1784,0.0000,58.1,616.9,49.4,4.363
128,06/11/19 09:10:00 AM,0.1870,0.2153,41.2,33.7,1271.2,46.391,58.582,32.700,-0.1784,0.0000,60.6,644.4,50.6,4.381
129,06/11/19 09:20:00 AM,0.1906,0.2153,41.2,36.2,1333.7,46.974,59.229,28.400,-0.1784,0.0000,63.1,675.6,53.1,4.363
130,06/11/19 09:30:00 AM,0.1906,0.2153,43.7,38.7,1386.2,47.512,58.885,29.400,-0.1784,0.0000,65.6,703.1,54.4,4.351
131,06/11/19 09:40:00 AM,0.1906,0.2160,46.2,38.7,1443.7,48.227,61.290,28.600,-0.1784,0.0000,68.1,731.9,56.9,4.369
132,06/11/19 09:50:00 AM,0.1884,0.2160,48.7,41.2,1501.2,48.805,60.733,30.900,-0.1784,0.0000,70.6,759.4,58.1,4.357
133,06/11/19 10:00:00 AM,0.1884,0.2160,48.7,43.7,1568.7,49.471,61.506,26.600,-0.1784,0.0000,73.1,793.1,60.6,4.387
134,06/11/19 10:10:00 AM,0.1877,0.2160,48.7,43.7,1581.2,50.002,60.991,28.600,-0.1784,0.0000,73.1,796.9,60.6,4.363
135,06/11/19 10:20:00 AM,0.1877,0.2160,51.2,46.2,1641.2,50.797,65.230,32.500,-0.1784,0.0000,75.6,834.4,64.4,4.351
136,06/11/19 10:30:00 AM,0.1870,0.2160,53.7,48.7,1701.2,51.544,67.500,29.100,-0.1784,0.0000,78.1,865.6,65.6,4.369
137,06/11/19 10:40:00 AM,0.1870,0.2160,53.7,46.2,1658.7,52.291,68.099,30.900,-0.1784,0.0000,75.6,849.4,64.4,4.363
138,06/11/19 10:50:00 AM,0.1870,0.2160,53.7,48.7,1731.2,52.817,63.689,29.400,-0.1784,0.0000,78.1,881.9,65.6,4.393
139,06/11/19 11:00:00 AM,0.1877,0.2153,58.7,51.2,1826.2,53.427,64.247,28.600,-0.1784,0.0000,81.9,935.6,69.4,4.363
140,06/11/19 11:10:00 AM,0.1884,0.2160,58.7,51.2,1843.7,54.082,67.028,31.700,-0.1784,0.0000,81.9,949.4,70.6,4.351
141,06/11/19 11:20:00 AM,0.1877,0.2160,58.7,51.2,1848.7,54.820,71.190,29.000,-0.1784,0.0000,81.9,956.9,70.6,4.381
142,06/11/19 11:30:00 AM,0.1884,0.2167,58.7,53.7,1886.2,55.429,67.671,27.600,-0.1784,0.0000,83.1,983.1,70.6,4.363
143,06/11/19 11:40:00 AM,0.1884,0.2160,61.2,53.7,1911.2,55.949,67.714,28.700,-0.1784,0.0000,83.1,1000.6,71.9,4.448
144,06/11/19 11:50:00 AM,0.1877,0.2160,61.2,53.7,1938.7,56.599,70.329,34.300,-0.1784,0.0000,84.4,1019.4,71.9,4.363
145,06/11/19 12:00:00 PM,0.1877,0.2160,61.2,53.7,1941.2,57.247,71.964,30.600,-0.1784,0.0000,84.4,1031.9,71.9,4.357
146,06/11/19 12:10:00 PM,0.1906,0.2167,61.2,53.7,1963.7,57.850,74.554,34.700,-0.1784,0.0000,84.4,1046.9,73.1,4.381
147,06/11/19 12:20:00 PM,0.1899,0.2175,58.7,53.7,1906.2,58.455,75.420,32.900,-0.1784,0.0000,81.9,1016.9,69.4,4.363
148,06/11/19 12:30:00 PM,0.1913,0.2175,61.2,53.7,1983.7,59.014,78.427,31.600,-0.1784,0.0000,84.4,1063.1,71.9,4.351
149,06/11/19 12:40:00 PM,0.1906,0.2175,61.2,53.7,2006.2,59.572,80.537,26.400,-0.1784,0.0000,84.4,1080.6,73.1,4.363
150,06/11/19 12:50:00 PM,0.1877,0.2175,61.2,53.7,1973.7,60.089,82.130,29.200,-0.1835,0.0000,81.9,1060.6,70.6,4.357
151,06/11/19 01:00:00 PM,0.1906,0.2175,61.2,53.7,1971.2,60.561,81.819,26.900,-0.1784,0.0000,81.9,1061.9,70.6,4.381
152,06/11/19 01:10:00 PM,0.1920,0.2175,61.2,53.7,2018.7,61.032,84.272,28.900,-0.1835,0.0000,83.1,1086.9,71.9,4.363
153,06/11/19 01:20:00 PM,0.1906,0.2175,58.7,51.2,1918.7,61.462,80.492,26.700,-0.1835,0.0000,78.1,1033.1,68.1,4.351
154,06/11/19 01:30:00 PM,0.1906,0.2182,58.7,51.2,1976.2,61.804,75.204,34.000,-0.1835,0.0000,80.6,1064.4,69.4,4.363
155,06/11/19 01:40:00 PM,0.1884,0.2175,58.7,51.2,1921.2,62.105,73.558,27.900,-0.1835,0.0000,78.1,1036.9,66.9,4.357
156,06/11/19 01:50:00 PM,0.1899,0.2189,56.2,51.2,1908.7,62.362,74.206,27.500,-0.1835,0.0000,76.9,1029.4,66.9,4.393
157,06/11/19 02:00:00 PM,0.1891,0.2189,56.2,51.2,1933.7,62.704,82.130,35.000,-0.1835,0.0000,76.9,1044.4,66.9,4.363
158,06/11/19 02:10:00 PM,0.1913,0.2189,58.7,51.2,1958.7,62.919,81.244,28.000,-0.1835,0.0000,78.1,1059.4,66.9,4.351
159,06/11/19 02:20:00 PM,0.1906,0.2196,56.2,48.7,1908.7,63.219,80.008,33.000,-0.1835,0.0000,75.6,1028.1,64.4,4.375
160,06/11/19 02:30:00 PM,0.1899,0.2196,53.7,48.7,1871.2,63.475,79.261,26.900,-0.1835,0.0000,74.4,1006.9,63.1,4.363
161,06/11/19 02:40:00 PM,0.1891,0.2189,53.7,48.7,1836.2,63.561,78.471,27.000,-0.1835,0.0000,71.9,983.1,60.6,4.351
162,06/11/19 02:50:00 PM,0.1884,0.2189,51.2,46.2,1806.2,63.732,76.203,29.400,-0.1835,0.0000,71.9,963.1,59.4,4.363
163,06/11/19 03:00:00 PM,0.1884,0.2189,51.2,46.2,1813.7,63.862,79.347,28.000,-0.1835,0.0000,71.9,965.6,59.4,4.357
164,06/11/19 03:10:00 PM,0.1899,0.2196,48.7,46.2,1758.7,63.990,80.404,31.800,-0.1835,0.0000,69.4,929.4,56.9,4.393
165,06/11/19 03:20:00 PM,0.1884,0.2196,46.2,43.7,1676.2,63.946,73.386,36.400,-0.1835,0.0000,66.9,883.1,54.4,4.363
166,06/11/19 03:30:00 PM,0.1884,0.2196,48.7,46.2,1788.7,64.033,77.203,28.800,-0.1835,0.0000,71.9,939.4,58.1,4.351
167,06/11/19 03:40:00 PM,0.1891,0.2204,43.7,41.2,1608.7,64.033,78.033,32.100,-0.1835,0.0000,64.4,841.9,51.9,4.381
168,06/11/19 03:50:00 PM,0.1891,0.2196,38.7,38.7,1471.2,63.990,79.963,28.700,-0.1835,0.0000,59.4,768.1,46.9,4.357
169,06/11/19 04:00:00 PM,0.1870,0.2196,41.2,41.2,1591.2,63.862,77.117,28.900,-0.1835,0.0000,64.4,830.6,49.4,4.351
