Plot Title: 9735544_UpperMontaneB2,,,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735544, SEN S/N: 2010179)","Water Content, m³/m³ (LGR S/N: 9735544, SEN S/N: 2012377)","PAR, uE (LGR S/N: 9735544, SEN S/N: 9700892)","PAR, uE (LGR S/N: 9735544, SEN S/N: 9700894)","PAR, uE (LGR S/N: 9735544, SEN S/N: 9700902)","Temp, °F (LGR S/N: 9735544, SEN S/N: 9719148)","Temp, °F (LGR S/N: 9735544, SEN S/N: 9721322)","RH, % (LGR S/N: 9735544, SEN S/N: 9721322)","Voltage, V (LGR S/N: 9735544, SEN S/N: 9725494)","Current, mA (LGR S/N: 9735544, SEN S/N: 9725494)","Solar Radiation, W/m² (LGR S/N: 9735544, SEN S/N: 9734397)","Solar Radiation, W/m² (LGR S/N: 9735544, SEN S/N: 9734399)","Solar Radiation, W/m² (LGR S/N: 9735544, SEN S/N: 9734400)","Batt, V (LGR S/N: 9735544)"
1,5/9/18 12:00,0.1732,0.2247,61.2,56.2,1976.2,49.116,67.199,22.9,-0.2039,0,70.6,1016.9,64.4,4.448
2,5/9/18 12:10,0.1732,0.2204,68.7,61.2,2163.7,49.471,66.385,21.5,-0.2039,0,76.9,1119.4,69.4,4.345
3,5/9/18 12:20,0.1732,0.2218,53.7,48.7,1756.2,49.914,69.858,23.3,-0.2039,0,60.6,900.6,55.6,4.339
4,5/9/18 12:30,0.1732,0.2225,58.7,53.7,1866.2,50.4,68.742,21.9,-0.2039,0,65.6,956.9,59.4,4.345
5,5/9/18 12:40,0.1732,0.2218,53.7,48.7,1766.2,50.974,70.286,22.4,-0.2039,0,60.6,900.6,54.4,4.339
6,5/9/18 12:50,0.1739,0.2225,36.2,33.7,1188.7,51.237,67.071,24.9,-0.2039,0,40.6,596.9,36.9,4.393
7,5/9/18 13:00,0.1732,0.2204,46.2,41.2,1486.2,51.589,68.185,22.6,-0.2039,0,50.6,755.6,45.6,4.351
8,5/9/18 13:10,0.1732,0.2204,51.2,46.2,1691.2,51.895,68.657,24.9,-0.2039,0,58.1,866.9,51.9,4.339
9,5/9/18 13:20,0.1739,0.2211,43.7,38.7,1386.2,52.203,67.456,23.7,-0.2039,0,48.1,703.1,43.1,4.351
10,5/9/18 13:30,0.1724,0.2218,31.2,28.7,1033.7,52.16,64.247,28,-0.2039,0,35.6,515.6,30.6,4.363
11,5/9/18 13:40,0.1732,0.2204,31.2,28.7,1018.7,52.203,64.247,25.5,-0.2039,0,35.6,511.9,30.6,4.351
12,5/9/18 13:50,0.1732,0.2218,28.7,26.2,918.7,52.203,65.017,26.8,-0.2039,0,30.6,456.9,26.9,4.339
13,5/9/18 14:00,0.1732,0.2218,33.7,31.2,1126.2,52.115,63.39,26.6,-0.2039,0,38.1,565.6,33.1,4.351
14,5/9/18 14:10,0.1732,0.2218,33.7,31.2,1101.2,52.115,64.332,27.3,-0.2039,0,38.1,554.4,33.1,4.345
15,5/9/18 14:20,0.1732,0.2218,28.7,26.2,931.2,52.115,62.704,28,-0.2039,0,31.9,468.1,28.1,4.357
16,5/9/18 14:30,0.1724,0.2218,28.7,26.2,976.2,52.072,63.133,26.2,-0.2039,0,33.1,491.9,29.4,4.345
17,5/9/18 14:40,0.1724,0.2225,26.2,23.7,843.7,52.115,64.117,25.1,-0.2039,0,28.1,420.6,25.6,4.363
18,5/9/18 14:50,0.1717,0.2211,41.2,38.7,1401.2,51.984,61.205,27.3,-0.2039,0,48.1,714.4,41.9,4.351
19,5/9/18 15:00,0.1724,0.2218,46.2,43.7,1576.2,52.246,66.13,27.1,-0.2039,0,53.1,805.6,46.9,4.363
20,5/9/18 15:10,0.1717,0.2204,33.7,31.2,1136.2,52.423,63.604,25.4,-0.2039,0,38.1,575.6,33.1,4.345
21,5/9/18 15:20,0.1717,0.2204,38.7,36.2,1323.7,52.509,63.604,27.6,-0.2039,0,44.4,674.4,39.4,4.363
22,5/9/18 15:30,0.1717,0.2218,33.7,33.7,1168.7,52.772,65.829,24.2,-0.2039,0,39.4,588.1,33.1,4.345
23,5/9/18 15:40,0.1717,0.2218,28.7,28.7,1001.2,52.817,64.76,26.2,-0.2039,0,34.4,505.6,29.4,4.363
24,5/9/18 15:50,0.1717,0.2218,26.2,23.7,873.7,52.903,64.845,24.9,-0.2039,0,29.4,439.4,25.6,4.351
25,5/9/18 16:00,0.1717,0.2218,33.7,33.7,1138.7,52.992,65.829,27.4,-0.2039,0,39.4,580.6,33.1,4.369
26,5/9/18 16:10,0.1717,0.2218,21.2,18.7,683.7,52.947,62.447,26.4,-0.2039,0,23.1,340.6,20.6,4.351
27,5/9/18 16:20,0.171,0.2218,23.7,23.7,863.7,52.772,61.633,26.6,-0.2039,0,29.4,430.6,24.4,4.381
28,5/9/18 16:30,0.171,0.2218,38.7,38.7,1366.2,52.817,65.017,24.8,-0.2039,0,48.1,705.6,39.4,4.351
29,5/9/18 16:40,0.1717,0.2218,21.2,21.2,806.2,52.992,65.487,24.8,-0.2039,0,26.9,404.4,23.1,4.393
30,5/9/18 16:50,0.171,0.2211,31.2,31.2,1118.7,52.86,62.62,27.7,-0.2039,0,39.4,573.1,30.6,4.351
31,5/9/18 17:00,0.171,0.2211,18.7,18.7,663.7,52.772,61.59,27.9,-0.2039,0,21.9,330.6,18.1,4.351
32,5/9/18 17:10,0.1717,0.2218,26.2,28.7,1023.7,52.686,61.462,28.1,-0.2039,0,35.6,528.1,28.1,4.357
33,5/9/18 17:20,0.171,0.2211,11.2,11.2,443.7,52.554,60.647,28.3,-0.2039,0,14.4,218.1,11.9,4.351
34,5/9/18 17:30,0.171,0.2211,11.2,11.2,416.2,52.335,59.401,28.8,-0.2039,0,14.4,210.6,11.9,4.363
35,5/9/18 17:40,0.1702,0.2211,16.2,16.2,593.7,52.115,59.572,29.3,-0.2039,0,20.6,300.6,16.9,4.351
36,5/9/18 17:50,0.1702,0.2211,11.2,11.2,416.2,51.94,59.745,31.4,-0.2039,0,14.4,205.6,11.9,4.363
37,5/9/18 18:00,0.1702,0.2204,8.7,8.7,356.2,51.764,59.959,29.2,-0.2039,0,11.9,178.1,10.6,4.363
38,5/9/18 18:10,0.1695,0.2204,8.7,6.2,296.2,51.678,61.462,29.4,-0.2039,0,9.4,140.6,8.1,4.369
39,5/9/18 18:20,0.1702,0.2204,6.2,3.7,228.7,51.37,57.506,31.9,-0.2039,0,6.9,109.4,5.6,4.357
40,5/9/18 18:30,0.1695,0.2204,6.2,3.7,253.7,51.105,56.512,34.1,-0.2039,0,6.9,125.6,5.6,4.363
41,5/9/18 18:40,0.1702,0.2211,3.7,1.2,223.7,50.886,55.386,35.9,-0.2039,0,4.4,109.4,4.4,4.363
42,5/9/18 18:50,0.1695,0.2204,11.2,6.2,486.2,50.621,58.195,33.3,-0.2039,0,9.4,266.9,11.9,4.357
43,5/9/18 19:00,0.1695,0.2189,1.2,1.2,98.7,50.356,58.066,31.6,-0.2039,0,0.6,35.6,0.6,4.363
44,5/9/18 19:10,0.1695,0.2196,1.2,1.2,81.2,50.002,51.193,41.8,-0.2039,0,0.6,26.9,0.6,4.363
45,5/9/18 19:20,0.1695,0.2189,1.2,1.2,68.7,49.649,49.294,45.2,-0.2039,0,0.6,24.4,0.6,4.369
46,5/9/18 19:30,0.1688,0.2189,1.2,1.2,58.7,49.294,45.399,54.1,-0.2039,0,0.6,21.9,0.6,4.363
47,5/9/18 19:40,0.1688,0.2189,1.2,1.2,36.2,48.895,43.671,58.5,-0.2039,0,0.6,10.6,0.6,4.369
48,5/9/18 19:50,0.1688,0.2182,1.2,1.2,23.7,48.538,43.122,61.3,-0.2039,0,0.6,8.1,0.6,4.363
49,5/9/18 20:00,0.1688,0.2182,1.2,1.2,13.7,48.182,42.294,62.9,-0.2039,0,0.6,4.4,0.6,4.351
50,5/9/18 20:10,0.1681,0.2182,1.2,1.2,3.7,47.826,40.532,65.7,-0.2039,0,0.6,1.9,0.6,4.357
51,5/9/18 20:20,0.1681,0.2182,1.2,1.2,1.2,47.512,38.464,71,-0.2039,0,0.6,0.6,0.6,4.357
52,5/9/18 20:30,0.1688,0.2182,1.2,1.2,1.2,47.154,38.889,70.4,-0.2039,0,0.6,0.6,0.6,4.351
53,5/9/18 20:40,0.1681,0.2182,1.2,1.2,1.2,46.841,38.464,69.8,-0.2039,0,0.6,0.6,0.6,4.351
54,5/9/18 20:50,0.1688,0.2189,1.2,1.2,1.2,46.526,38.226,71.4,-0.2039,0,0.6,0.6,0.6,4.351
55,5/9/18 21:00,0.1681,0.2189,1.2,1.2,1.2,46.256,36.747,74.7,-0.2039,0,0.6,0.6,0.6,4.351
56,5/9/18 21:10,0.1681,0.2189,1.2,1.2,1.2,45.941,36.41,74.7,-0.2039,0,0.6,0.6,0.6,4.351
57,5/9/18 21:20,0.1673,0.2182,1.2,1.2,1.2,45.669,36.361,74.8,-0.2039,0,0.6,0.6,0.6,4.351
58,5/9/18 21:30,0.1673,0.2182,1.2,1.2,1.2,45.399,36.698,73.6,-0.2039,0,0.6,0.6,0.6,4.351
59,5/9/18 21:40,0.1681,0.2189,1.2,1.2,1.2,45.127,35.733,75.4,-0.2039,0,0.6,0.6,0.6,4.351
60,5/9/18 21:50,0.1673,0.2189,1.2,1.2,1.2,44.901,35.928,76.9,-0.2039,0,0.6,0.6,0.6,4.351
61,5/9/18 22:00,0.1673,0.2189,1.2,1.2,1.2,44.674,36.939,71.1,-0.2039,0,0.6,0.6,0.6,4.351
62,5/9/18 22:10,0.1673,0.2189,1.2,1.2,1.2,44.4,34.907,77.8,-0.2039,0,0.6,0.6,0.6,4.369
63,5/9/18 22:20,0.1673,0.2189,1.2,1.2,1.2,44.173,34.419,78.7,-0.2039,0,0.6,0.6,0.6,4.351
64,5/9/18 22:30,0.1673,0.2189,1.2,1.2,1.2,43.945,34.615,78.9,-0.2039,0,0.6,0.6,0.6,4.351
65,5/9/18 22:40,0.1673,0.2189,1.2,1.2,1.2,43.716,36.747,73.3,-0.2039,0,0.6,0.6,0.6,4.351
66,5/9/18 22:50,0.1666,0.2189,1.2,1.2,1.2,43.488,33.732,78,-0.2039,0,0.6,0.6,0.6,4.351
67,5/9/18 23:00,0.1673,0.2182,1.2,1.2,1.2,43.259,34.075,77.8,-0.2039,0,0.6,0.6,0.6,4.345
68,5/9/18 23:10,0.1673,0.2189,1.2,1.2,1.2,43.03,34.81,76.2,-0.2039,0,0.6,0.6,0.6,4.351
69,5/9/18 23:20,0.1673,0.2182,1.2,1.2,1.2,42.847,34.174,76.8,-0.2039,0,0.6,0.6,0.6,4.345
70,5/9/18 23:30,0.1673,0.2182,1.2,1.2,1.2,42.663,33.584,78.6,-0.2039,0,0.6,0.6,0.6,4.351
71,5/9/18 23:40,0.1666,0.2182,1.2,1.2,1.2,42.433,32.99,80.4,-0.2039,0,0.6,0.6,0.6,4.345
72,5/9/18 23:50,0.1673,0.2182,1.2,1.2,1.2,42.247,32.79,80.9,-0.2039,0,0.6,0.6,0.6,4.345
73,5/10/18 0:00,0.1673,0.2182,1.2,1.2,1.2,42.064,32.94,80.5,-0.2039,0,0.6,0.6,0.6,4.345
74,5/10/18 0:10,0.1673,0.2182,1.2,1.2,1.2,41.878,32.243,83.4,-0.2039,0,0.6,0.6,0.6,4.345
75,5/10/18 0:20,0.1673,0.2182,1.2,1.2,1.2,41.693,33.336,78.9,-0.2039,0,0.6,0.6,0.6,4.345
76,5/10/18 0:30,0.1673,0.2182,1.2,1.2,1.2,41.508,31.491,83,-0.2039,0,0.6,0.6,0.6,4.345
77,5/10/18 0:40,0.1673,0.2182,1.2,1.2,1.2,41.369,33.78,78.6,-0.2039,0,0.6,0.6,0.6,4.339
78,5/10/18 0:50,0.1666,0.2182,1.2,1.2,1.2,41.184,33.188,79.4,-0.2039,0,0.6,0.6,0.6,4.345
79,5/10/18 1:00,0.1666,0.2182,1.2,1.2,1.2,41.043,32.641,79.9,-0.2039,0,0.6,0.6,0.6,4.339
80,5/10/18 1:10,0.1666,0.2182,1.2,1.2,1.2,40.858,32.742,81.1,-0.2039,0,0.6,0.6,0.6,4.339
81,5/10/18 1:20,0.1673,0.2182,1.2,1.2,1.2,40.719,33.336,80.7,-0.2039,0,0.6,0.6,0.6,4.339
82,5/10/18 1:30,0.1666,0.2182,1.2,1.2,1.2,40.626,32.691,81,-0.2039,0,0.6,0.6,0.6,4.339
83,5/10/18 1:40,0.1666,0.2182,1.2,1.2,1.2,40.438,32.592,80.8,-0.2039,0,0.6,0.6,0.6,4.339
84,5/10/18 1:50,0.1666,0.2182,1.2,1.2,1.2,40.298,33.336,78.1,-0.2039,0,0.6,0.6,0.6,4.339
85,5/10/18 2:00,0.1666,0.2182,1.2,1.2,1.2,40.158,31.692,82.2,-0.2039,0,0.6,0.6,0.6,4.339
86,5/10/18 2:10,0.1666,0.2182,1.2,1.2,1.2,40.017,31.842,80.7,-0.2039,0,0.6,0.6,0.6,4.339
87,5/10/18 2:20,0.1666,0.2182,1.2,1.2,1.2,39.877,31.942,81.6,-0.2039,0,0.6,0.6,0.6,4.339
88,5/10/18 2:30,0.1666,0.2175,1.2,1.2,1.2,39.69,31.491,81.3,-0.2039,0,0.6,0.6,0.6,4.351
89,5/10/18 2:40,0.1666,0.2175,1.2,1.2,1.2,39.596,31.087,83.9,-0.2039,0,0.6,0.6,0.6,4.339
90,5/10/18 2:50,0.1666,0.2175,1.2,1.2,1.2,39.454,31.339,82.7,-0.2039,0,0.6,0.6,0.6,4.339
91,5/10/18 3:00,0.1666,0.2175,1.2,1.2,1.2,39.313,30.987,82.7,-0.2039,0,0.6,0.6,0.6,4.339
92,5/10/18 3:10,0.1666,0.2175,1.2,1.2,1.2,39.173,31.39,81.4,-0.2039,0,0.6,0.6,0.6,4.339
93,5/10/18 3:20,0.1666,0.2175,1.2,1.2,1.2,39.031,31.44,81.8,-0.2039,0,0.6,0.6,0.6,4.339
94,5/10/18 3:30,0.1666,0.2175,1.2,1.2,1.2,38.889,30.884,83.4,-0.2039,0,0.6,0.6,0.6,4.339
95,5/10/18 3:40,0.1666,0.216,1.2,1.2,1.2,38.748,30.682,82.4,-0.2039,0,0.6,0.6,0.6,4.339
96,5/10/18 3:50,0.1666,0.216,1.2,1.2,1.2,38.653,30.783,83.7,-0.2039,0,0.6,0.6,0.6,4.339
97,5/10/18 4:00,0.1666,0.2153,1.2,1.2,1.2,38.511,30.123,83.2,-0.2039,0,0.6,0.6,0.6,4.339
98,5/10/18 4:10,0.1659,0.2153,1.2,1.2,1.2,38.368,29.817,85.8,-0.2039,0,0.6,0.6,0.6,4.339
99,5/10/18 4:20,0.1659,0.2153,1.2,1.2,1.2,38.273,30.276,84,-0.2039,0,0.6,0.6,0.6,4.339
100,5/10/18 4:30,0.1659,0.2153,1.2,1.2,1.2,38.179,30.376,84.4,-0.2039,0,0.6,0.6,0.6,4.339
101,5/10/18 4:40,0.1659,0.2153,1.2,1.2,1.2,38.037,28.942,86.8,-0.2039,0,0.6,0.6,0.6,4.339
102,5/10/18 4:50,0.1659,0.2146,1.2,1.2,1.2,37.942,30.276,85.6,-0.2039,0,0.6,0.6,0.6,4.339
103,5/10/18 5:00,0.1659,0.2146,1.2,1.2,1.2,37.846,29.662,86.1,-0.2039,0,0.6,0.6,0.6,4.339
104,5/10/18 5:10,0.1659,0.2146,1.2,1.2,1.2,37.702,29.097,86.6,-0.2039,0,0.6,0.6,0.6,4.339
105,5/10/18 5:20,0.1659,0.2146,1.2,1.2,1.2,37.609,29.662,86.4,-0.2039,0,0.6,0.6,0.6,4.339
106,5/10/18 5:30,0.1659,0.2146,1.2,1.2,1.2,37.513,29.917,83.1,-0.2039,0,0.6,0.6,0.6,4.339
107,5/10/18 5:40,0.1659,0.2138,1.2,1.2,1.2,37.416,29.251,86.4,-0.2039,0,0.6,0.6,0.6,4.339
108,5/10/18 5:50,0.1659,0.2138,1.2,1.2,1.2,37.321,29.046,86.3,-0.2039,0,0.6,0.6,0.6,4.339
109,5/10/18 6:00,0.1659,0.2131,1.2,1.2,8.7,37.225,29.457,84.7,-0.2039,0,0.6,3.1,0.6,4.339
110,5/10/18 6:10,0.1659,0.2131,1.2,1.2,21.2,37.13,28.994,84.7,-0.2039,0,0.6,6.9,0.6,4.339
111,5/10/18 6:20,0.1652,0.2131,1.2,1.2,33.7,37.035,28.942,85.8,-0.2039,0,0.6,10.6,0.6,4.339
112,5/10/18 6:30,0.1659,0.2131,1.2,1.2,48.7,36.939,29.917,84.2,-0.2039,0,0.6,14.4,0.6,4.351
113,5/10/18 6:40,0.1659,0.2131,1.2,1.2,58.7,36.842,29.304,85,-0.2039,0,0.6,16.9,0.6,4.363
114,5/10/18 6:50,0.1659,0.2124,1.2,1.2,68.7,36.747,30.173,85,-0.2039,0,0.6,20.6,0.6,4.375
115,5/10/18 7:00,0.1652,0.2124,1.2,1.2,78.7,36.698,30.58,84.9,-0.2039,0,0.6,24.4,0.6,4.363
116,5/10/18 7:10,0.1652,0.2124,1.2,1.2,88.7,36.651,31.138,84.1,-0.2039,0,0.6,26.9,0.6,4.393
117,5/10/18 7:20,0.1652,0.2124,1.2,1.2,96.2,36.554,31.037,85.7,-0.2039,0,0.6,29.4,0.6,4.363
118,5/10/18 7:30,0.1652,0.2124,1.2,1.2,98.7,36.505,31.491,85.7,-0.2039,0,0.6,30.6,0.6,4.375
119,5/10/18 7:40,0.1652,0.2131,21.2,18.7,591.2,36.505,33.681,82.7,-0.2039,0,25.6,304.4,21.9,4.369
120,5/10/18 7:50,0.1652,0.2138,21.2,16.2,663.7,36.603,42.478,70.6,-0.2039,0,25.6,340.6,24.4,4.363
121,5/10/18 8:00,0.1659,0.216,23.7,18.7,741.2,36.747,44.674,61.2,-0.2039,0,28.1,378.1,25.6,4.363
122,5/10/18 8:10,0.1666,0.2175,26.2,21.2,811.2,37.035,46.796,60.8,-0.2039,0,30.6,410.6,28.1,4.363
123,5/10/18 8:20,0.1673,0.2167,28.7,23.7,878.7,37.513,50.709,54.8,-0.2039,0,34.4,444.4,30.6,4.363
124,5/10/18 8:30,0.1681,0.2167,28.7,26.2,946.2,38.037,51.764,50.4,-0.2039,0,36.9,478.1,31.9,4.363
125,5/10/18 8:40,0.1681,0.2175,31.2,28.7,1013.7,38.653,52.597,45.3,-0.2039,0,39.4,510.6,34.4,4.369
126,5/10/18 8:50,0.1681,0.2175,33.7,31.2,1078.7,39.36,56.208,44.2,-0.2039,0,40.6,545.6,36.9,4.363
127,5/10/18 9:00,0.1681,0.2175,36.2,33.7,1143.7,40.111,57.333,39.3,-0.2039,0,43.1,576.9,38.1,4.369
128,5/10/18 9:10,0.1681,0.2175,38.7,33.7,1201.2,40.764,57.117,40,-0.2039,0,45.6,606.9,40.6,4.363
129,5/10/18 9:20,0.1681,0.2182,41.2,36.2,1261.2,41.554,60.517,35.4,-0.2039,0,46.9,638.1,41.9,4.369
130,5/10/18 9:30,0.1681,0.2175,41.2,38.7,1321.2,42.341,61.677,37.7,-0.2039,0,49.4,665.6,44.4,4.357
131,5/10/18 9:40,0.1688,0.2182,43.7,38.7,1376.2,42.984,63.005,33.6,-0.2039,0,50.6,691.9,45.6,4.381
132,5/10/18 9:50,0.1688,0.2189,46.2,41.2,1428.7,43.808,64.717,32.2,-0.2039,0,53.1,719.4,48.1,4.357
133,5/10/18 10:00,0.1688,0.2182,46.2,43.7,1481.2,44.445,61.506,34.3,-0.2039,0,55.6,743.1,49.4,4.46
134,5/10/18 10:10,0.1688,0.2182,48.7,43.7,1528.7,45.082,64.546,31.6,-0.2039,0,56.9,768.1,50.6,4.363
135,5/10/18 10:20,0.1688,0.2175,48.7,46.2,1578.7,45.714,65.658,33.3,-0.2039,0,59.4,791.9,51.9,4.381
136,5/10/18 10:30,0.1688,0.2175,51.2,46.2,1623.7,46.076,64.375,27.5,-0.2039,0,60.6,816.9,53.1,4.363
137,5/10/18 10:40,0.1688,0.2175,53.7,48.7,1686.2,46.301,64.717,26.5,-0.2039,0,63.1,846.9,55.6,4.351
138,5/10/18 10:50,0.1688,0.2182,53.7,51.2,1738.7,46.526,64.161,27.3,-0.2039,0,64.4,880.6,56.9,4.363
139,5/10/18 11:00,0.1695,0.2175,56.2,51.2,1791.2,46.796,66.258,24.8,-0.2039,0,65.6,908.1,59.4,4.351
140,5/10/18 11:10,0.1688,0.2167,6.2,6.2,266.2,47.019,63.775,27.2,-0.2039,0,5.6,109.4,5.6,4.369
141,5/10/18 11:20,0.1688,0.2175,58.7,53.7,1886.2,47.512,66.729,24.9,-0.2039,0,68.1,959.4,61.9,4.351
142,5/10/18 11:30,0.1695,0.2182,63.7,56.2,2001.2,47.871,65.788,25.5,-0.2039,0,71.9,1023.1,65.6,4.375
143,5/10/18 11:40,0.1695,0.2182,8.7,8.7,353.7,48.315,66,27.5,-0.2039,0,9.4,148.1,8.1,4.351
144,5/10/18 11:50,0.1695,0.2189,63.7,56.2,1996.2,48.805,65.829,27.4,-0.2039,0,71.9,1028.1,64.4,4.418
145,5/10/18 12:00,0.1695,0.2175,63.7,56.2,2016.2,49.383,66.043,22.7,-0.2039,0,71.9,1041.9,65.6,4.351
146,5/10/18 12:10,0.1695,0.2175,11.2,8.7,426.2,50.002,69.17,28.3,-0.2039,0,10.6,183.1,10.6,4.393
147,5/10/18 12:20,0.1695,0.2167,63.7,56.2,2018.7,50.621,66.13,23.9,-0.2039,0,71.9,1049.4,64.4,4.351
148,5/10/18 12:30,0.1695,0.2204,63.7,56.2,2053.7,51.148,67.627,24.1,-0.2039,0,71.9,1070.6,65.6,4.345
149,5/10/18 12:40,0.1695,0.2196,63.7,58.7,2071.2,51.764,68.484,24.9,-0.2039,0,71.9,1084.4,65.6,4.357
150,5/10/18 12:50,0.1695,0.2189,68.7,63.7,2268.7,52.423,69.042,24.1,-0.2039,0,79.4,1198.1,71.9,4.345
151,5/10/18 13:00,0.1695,0.2189,16.2,13.7,586.2,52.86,67.158,23.7,-0.2039,0,16.9,265.6,15.6,4.363
152,5/10/18 13:10,0.1695,0.2189,71.2,63.7,2308.7,53.253,70.416,25.6,-0.2039,0,79.4,1216.9,73.1,4.351
153,5/10/18 13:20,0.1702,0.2189,36.2,33.7,1251.2,53.994,69.858,25.5,-0.2039,0,39.4,613.1,35.6,4.363
154,5/10/18 13:30,0.1702,0.2189,63.7,58.7,2178.7,54.387,70.502,24.4,-0.2039,0,73.1,1145.6,66.9,4.351
155,5/10/18 13:40,0.1702,0.2196,28.7,26.2,966.2,54.909,68.913,21.5,-0.2039,0,30.6,471.9,26.9,4.363
156,5/10/18 13:50,0.1695,0.2196,68.7,63.7,2321.2,54.82,64.888,27.1,-0.2039,0,78.1,1215.6,70.6,4.351
157,5/10/18 14:00,0.1695,0.2233,21.2,21.2,763.7,54.865,64.503,26.3,-0.2039,0,24.4,373.1,21.9,4.381
158,5/10/18 14:10,0.1702,0.2233,46.2,43.7,1636.2,55.256,70.201,22.7,-0.2039,0,53.1,835.6,46.9,4.351
159,5/10/18 14:20,0.1695,0.2189,68.7,63.7,2308.7,55.168,66.472,22.7,-0.2039,0,78.1,1211.9,69.4,4.448
160,5/10/18 14:30,0.1695,0.224,58.7,56.2,2081.2,55.602,69.814,21.3,-0.2039,0,68.1,1084.4,60.6,4.357
161,5/10/18 14:40,0.1695,0.2218,58.7,56.2,2038.7,55.992,70.158,24,-0.2039,0,66.9,1063.1,59.4,4.345
162,5/10/18 14:50,0.1688,0.2204,53.7,53.7,1941.2,56.208,68.657,22,-0.2039,0,63.1,1004.4,55.6,4.363
163,5/10/18 15:00,0.1688,0.2204,56.2,56.2,2008.7,56.642,70.329,20.5,-0.2039,0,65.6,1041.9,56.9,4.351
164,5/10/18 15:10,0.1688,0.224,53.7,53.7,1963.7,56.901,70.158,21.1,-0.2039,0,65.6,1016.9,54.4,4.363
165,5/10/18 15:20,0.1688,0.2247,48.7,51.2,1861.2,57.204,69.343,19.7,-0.2039,0,60.6,963.1,51.9,4.351
166,5/10/18 15:30,0.1688,0.2247,51.2,51.2,1886.2,57.42,71.017,21.2,-0.2039,0,61.9,978.1,51.9,4.381
167,5/10/18 15:40,0.1688,0.2196,11.2,11.2,463.7,57.636,68.356,20.3,-0.2039,0,13.1,215.6,11.9,4.351
168,5/10/18 15:50,0.1688,0.224,43.7,46.2,1666.2,57.636,67.627,21.4,-0.2039,0,55.6,861.9,45.6,4.363
169,5/10/18 16:00,0.1688,0.224,13.7,11.2,493.7,57.549,65.829,22,-0.2039,0,15.6,233.1,13.1,4.357
170,5/10/18 16:10,0.1688,0.2247,41.2,46.2,1626.2,57.506,69.728,18.8,-0.2039,0,55.6,846.9,43.1,4.351
171,5/10/18 16:20,0.1688,0.2247,41.2,46.2,1641.2,57.42,69.386,22.6,-0.2039,0,56.9,859.4,44.4,4.363
172,5/10/18 16:30,0.1681,0.2247,36.2,38.7,1403.7,57.074,65.145,20.4,-0.2039,0,49.4,728.1,38.1,4.351
173,5/10/18 16:40,0.1681,0.2247,11.2,11.2,438.7,56.901,64.845,21,-0.2039,0,13.1,206.9,10.6,4.363
174,5/10/18 16:50,0.1681,0.2247,36.2,41.2,1478.7,56.642,67.285,20.3,-0.2039,0,53.1,773.1,39.4,4.351
175,5/10/18 17:00,0.1673,0.224,21.2,21.2,793.7,56.426,64.204,22.7,-0.2039,0,25.6,395.6,20.6,4.387
176,5/10/18 17:10,0.1673,0.224,11.2,11.2,473.7,56.122,63.475,23.2,-0.2039,0,15.6,230.6,11.9,4.357
177,5/10/18 17:20,0.1673,0.224,11.2,8.7,381.2,55.819,62.834,21.2,-0.2039,0,11.9,185.6,10.6,4.351
178,5/10/18 17:30,0.1673,0.224,13.7,13.7,503.7,55.515,63.005,21.1,-0.2039,0,16.9,251.9,14.4,4.363
179,5/10/18 17:40,0.1673,0.2233,8.7,6.2,293.7,55.213,61.934,21.8,-0.2039,0,9.4,143.1,8.1,4.357
180,5/10/18 17:50,0.1666,0.2233,8.7,8.7,343.7,54.82,61.761,22.1,-0.2039,0,10.6,171.9,9.4,4.363
181,5/10/18 18:00,0.1666,0.224,11.2,8.7,411.2,54.561,62.577,23.8,-0.2039,0,13.1,209.4,11.9,4.357
182,5/10/18 18:10,0.1666,0.2233,8.7,6.2,301.2,54.3,61.506,24.6,-0.2039,0,9.4,149.4,8.1,4.369
183,5/10/18 18:20,0.1666,0.2233,6.2,3.7,238.7,53.994,60.647,24,-0.2039,0,8.1,119.4,6.9,4.357
184,5/10/18 18:30,0.1666,0.2218,3.7,3.7,193.7,53.69,60.433,25.5,-0.2039,0,5.6,94.4,5.6,4.387
185,5/10/18 18:40,0.1659,0.2225,3.7,1.2,141.2,53.341,59.616,24.9,-0.2039,0,3.1,61.9,3.1,4.369
186,5/10/18 18:50,0.1659,0.2225,1.2,1.2,111.2,52.992,59.616,22.9,-0.2039,0,1.9,51.9,1.9,4.357
187,5/10/18 19:00,0.1659,0.2204,1.2,1.2,98.7,52.686,57.936,25.1,-0.2039,0,1.9,45.6,1.9,4.363
188,5/10/18 19:10,0.1659,0.2218,1.2,1.2,78.7,52.378,57.636,28.1,-0.2039,0,1.9,38.1,1.9,4.357
189,5/10/18 19:20,0.1659,0.2225,1.2,1.2,76.2,52.072,58.368,27.5,-0.2039,0,1.9,40.6,1.9,4.363
190,5/10/18 19:30,0.1659,0.2225,1.2,1.2,48.7,51.809,55.647,32.5,-0.2039,0,0.6,21.9,0.6,4.363
191,5/10/18 19:40,0.1659,0.2218,1.2,1.2,31.2,51.544,54.212,31.3,-0.2039,0,0.6,15.6,0.6,4.363
192,5/10/18 19:50,0.1659,0.2218,1.2,1.2,18.7,51.282,58.152,26.7,-0.2039,0,0.6,6.9,0.6,4.357
