"Plot Title: 20139116_SM_UM_C1_trmt"
"#","Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 20139116, SEN S/N: 20145938, LBL: UM_Lshrub)","Water Content, m³/m³ (LGR S/N: 20139116, SEN S/N: 20152219, LBL: UM_Rmeadow)","Temp, °F (LGR S/N: 20139116, SEN S/N: 20391814, LBL: UM_Rmeadow)"
421,06/03/19 09:00:01 PM,0.3037,0.2966,53.602
422,06/03/19 10:00:01 PM,0.3037,0.2966,52.291
423,06/03/19 11:00:01 PM,0.3037,0.2966,51.148
424,06/04/19 12:00:01 AM,0.3037,0.2966,49.959
425,06/04/19 01:00:01 AM,0.3037,0.2966,48.672
426,06/04/19 02:00:01 AM,0.3033,0.2963,47.422
427,06/04/19 03:00:01 AM,0.3033,0.2963,46.256
428,06/04/19 04:00:01 AM,0.3033,0.2963,45.217
429,06/04/19 05:00:01 AM,0.3033,0.2963,44.310
430,06/04/19 06:00:01 AM,0.3029,0.2963,43.534
431,06/04/19 07:00:01 AM,0.3029,0.2959,42.800
432,06/04/19 08:00:01 AM,0.3029,0.2966,42.708
433,06/04/19 09:00:01 AM,0.3033,0.2970,44.856
434,06/04/19 10:00:01 AM,0.3033,0.2970,48.405
435,06/04/19 11:00:01 AM,0.3029,0.2970,52.160
436,06/04/19 12:00:01 PM,0.3029,0.2966,53.951
437,06/04/19 01:00:01 PM,0.3033,0.2970,54.995
438,06/04/19 02:00:01 PM,0.3029,0.2963,56.944
439,06/04/19 03:00:01 PM,0.3029,0.2963,57.807
440,06/04/19 04:00:01 PM,0.3029,0.2963,57.893
441,06/04/19 05:00:01 PM,0.3029,0.2963,57.722
442,06/04/19 06:00:01 PM,0.3026,0.2963,57.549
443,06/04/19 07:00:01 PM,0.3026,0.2955,56.944
444,06/04/19 08:00:01 PM,0.3022,0.2952,55.776
445,06/04/19 09:00:01 PM,0.3022,0.2952,54.169
446,06/04/19 10:00:01 PM,0.3022,0.2949,52.466
447,06/04/19 11:00:01 PM,0.3022,0.2949,50.886
448,06/05/19 12:00:01 AM,0.3022,0.2949,49.428
449,06/05/19 01:00:01 AM,0.3022,0.2949,48.137
450,06/05/19 02:00:01 AM,0.3022,0.2949,46.931
451,06/05/19 03:00:01 AM,0.3019,0.2949,45.851
452,06/05/19 04:00:01 AM,0.3019,0.2946,44.991
453,06/05/19 05:00:01 AM,0.3019,0.2949,44.218
454,06/05/19 06:00:01 AM,0.3019,0.2949,43.443
455,06/05/19 07:00:01 AM,0.3019,0.2949,42.800
456,06/05/19 08:00:01 AM,0.3019,0.2952,42.800
457,06/05/19 09:00:01 AM,0.3019,0.2955,45.082
458,06/05/19 10:00:01 AM,0.3019,0.2952,48.628
459,06/05/19 11:00:01 AM,0.3019,0.2952,52.423
460,06/05/19 12:00:01 PM,0.3019,0.2955,55.819
461,06/05/19 01:00:01 PM,0.3015,0.2952,58.498
462,06/05/19 02:00:01 PM,0.3015,0.2952,60.604
463,06/05/19 03:00:01 PM,0.3015,0.2949,62.062
464,06/05/19 04:00:01 PM,0.3015,0.2949,62.875
465,06/05/19 05:00:01 PM,0.3011,0.2946,63.176
466,06/05/19 06:00:01 PM,0.3011,0.2949,62.962
467,06/05/19 07:00:01 PM,0.3008,0.2946,62.406
468,06/05/19 08:00:01 PM,0.3008,0.2942,60.948
469,06/05/19 09:00:01 PM,0.3008,0.2938,59.229
470,06/05/19 10:00:01 PM,0.3005,0.2942,57.549
471,06/05/19 11:00:01 PM,0.3005,0.2938,56.251
472,06/06/19 12:00:01 AM,0.3005,0.2935,54.995
473,06/06/19 01:00:01 AM,0.3005,0.2935,53.645
474,06/06/19 02:00:01 AM,0.3001,0.2938,52.335
475,06/06/19 03:00:01 AM,0.3005,0.2935,51.062
476,06/06/19 04:00:01 AM,0.3005,0.2932,49.825
477,06/06/19 05:00:01 AM,0.3001,0.2932,48.672
478,06/06/19 06:00:01 AM,0.3005,0.2932,47.602
479,06/06/19 07:00:01 AM,0.3001,0.2932,46.661
480,06/06/19 08:00:01 AM,0.3001,0.2935,46.481
481,06/06/19 09:00:01 AM,0.3001,0.2942,48.672
482,06/06/19 10:00:01 AM,0.3005,0.2942,52.029
483,06/06/19 11:00:01 AM,0.3001,0.2938,55.733
484,06/06/19 12:00:01 PM,0.3001,0.2942,58.885
485,06/06/19 01:00:01 PM,0.3001,0.2938,61.376
486,06/06/19 02:00:01 PM,0.2997,0.2935,63.732
487,06/06/19 03:00:01 PM,0.2994,0.2935,65.444
488,06/06/19 04:00:01 PM,0.2994,0.2932,66.385
489,06/06/19 05:00:01 PM,0.2994,0.2928,66.729
490,06/06/19 06:00:01 PM,0.2990,0.2928,66.385
491,06/06/19 07:00:01 PM,0.2990,0.2925,65.788
492,06/06/19 08:00:01 PM,0.2987,0.2925,64.503
493,06/06/19 09:00:01 PM,0.2987,0.2925,62.704
494,06/06/19 10:00:01 PM,0.2987,0.2922,60.733
495,06/06/19 11:00:01 PM,0.2987,0.2922,58.885
496,06/07/19 12:00:01 AM,0.2987,0.2919,57.204
497,06/07/19 01:00:01 AM,0.2984,0.2919,55.647
498,06/07/19 02:00:01 AM,0.2984,0.2919,54.343
499,06/07/19 03:00:01 AM,0.2984,0.2919,53.078
500,06/07/19 04:00:01 AM,0.2984,0.2914,51.895
501,06/07/19 05:00:01 AM,0.2979,0.2914,50.752
502,06/07/19 06:00:01 AM,0.2979,0.2919,49.782
503,06/07/19 07:00:01 AM,0.2979,0.2914,49.294
504,06/07/19 08:00:01 AM,0.2979,0.2922,49.649
505,06/07/19 09:00:01 AM,0.2979,0.2922,51.370
506,06/07/19 10:00:01 AM,0.2984,0.2925,54.255
507,06/07/19 11:00:01 AM,0.2979,0.2922,57.031
508,06/07/19 12:00:01 PM,0.2979,0.2922,58.282
509,06/07/19 01:00:01 PM,0.2976,0.2922,60.260
510,06/07/19 02:00:01 PM,0.2976,0.2922,61.119
511,06/07/19 03:00:01 PM,0.2976,0.2919,61.934
512,06/07/19 04:00:01 PM,0.2976,0.2914,62.620
513,06/07/19 05:00:01 PM,0.2973,0.2914,63.090
514,06/07/19 06:00:01 PM,0.2973,0.2911,63.048
515,06/07/19 07:00:01 PM,0.2970,0.2911,62.620
516,06/07/19 08:00:01 PM,0.2970,0.2911,61.633
517,06/07/19 09:00:01 PM,0.2966,0.2904,60.217
518,06/07/19 10:00:01 PM,0.2966,0.2904,58.582
519,06/07/19 11:00:01 PM,0.2966,0.2901,56.944
520,06/08/19 12:00:01 AM,0.2966,0.2901,55.429
521,06/08/19 01:00:01 AM,0.2966,0.2901,54.300
522,06/08/19 02:00:01 AM,0.2966,0.2901,53.298
523,06/08/19 03:00:01 AM,0.2966,0.2901,52.335
524,06/08/19 04:00:01 AM,0.2966,0.2898,51.458
525,06/08/19 05:00:01 AM,0.2963,0.2901,50.752
526,06/08/19 06:00:01 AM,0.2963,0.2898,50.092
527,06/08/19 07:00:01 AM,0.2963,0.2901,49.471
528,06/08/19 08:00:01 AM,0.2963,0.2904,49.604
529,06/08/19 09:00:01 AM,0.2963,0.2908,51.193
530,06/08/19 10:00:01 AM,0.2963,0.2904,52.903
531,06/08/19 11:00:01 AM,0.2963,0.2904,55.949
532,06/08/19 12:00:01 PM,0.2959,0.2904,58.755
533,06/08/19 01:00:01 PM,0.2955,0.2904,61.547
534,06/08/19 02:00:01 PM,0.2955,0.2901,63.990
535,06/08/19 03:00:01 PM,0.2952,0.2908,65.530
536,06/08/19 04:00:01 PM,0.2952,0.2901,66.385
537,06/08/19 05:00:01 PM,0.2952,0.2901,66.429
538,06/08/19 06:00:01 PM,0.2952,0.2898,65.701
539,06/08/19 07:00:01 PM,0.2949,0.2895,64.674
540,06/08/19 08:00:01 PM,0.2949,0.2898,63.304
541,06/08/19 09:00:01 PM,0.2949,0.2895,61.677
542,06/08/19 10:00:01 PM,0.2946,0.2895,59.916
543,06/08/19 11:00:01 PM,0.2946,0.2895,58.239
544,06/09/19 12:00:01 AM,0.2946,0.2895,56.685
545,06/09/19 01:00:01 AM,0.2946,0.2895,55.256
546,06/09/19 02:00:01 AM,0.2946,0.2890,53.908
547,06/09/19 03:00:01 AM,0.2946,0.2887,52.641
548,06/09/19 04:00:01 AM,0.2942,0.2890,51.413
549,06/09/19 05:00:01 AM,0.2942,0.2887,50.311
550,06/09/19 06:00:01 AM,0.2942,0.2887,49.249
551,06/09/19 07:00:01 AM,0.2942,0.2890,48.315
552,06/09/19 08:00:01 AM,0.2946,0.2895,48.094
553,06/09/19 09:00:01 AM,0.2942,0.2895,50.002
554,06/09/19 10:00:01 AM,0.2942,0.2901,52.903
555,06/09/19 11:00:01 AM,0.2942,0.2895,55.733
556,06/09/19 12:00:01 PM,0.2942,0.2890,58.152
557,06/09/19 01:00:01 PM,0.2938,0.2887,60.604
558,06/09/19 02:00:01 PM,0.2935,0.2887,62.875
559,06/09/19 03:00:01 PM,0.2935,0.2884,64.503
560,06/09/19 04:00:01 PM,0.2935,0.2881,65.273
561,06/09/19 05:00:01 PM,0.2932,0.2877,65.615
562,06/09/19 06:00:01 PM,0.2932,0.2881,65.444
563,06/09/19 07:00:01 PM,0.2928,0.2874,64.803
564,06/09/19 08:00:01 PM,0.2928,0.2877,63.475
565,06/09/19 09:00:01 PM,0.2928,0.2874,61.761
566,06/09/19 10:00:01 PM,0.2928,0.2874,59.916
567,06/09/19 11:00:01 PM,0.2925,0.2871,58.152
568,06/10/19 12:00:01 AM,0.2925,0.2868,56.642
569,06/10/19 01:00:01 AM,0.2925,0.2871,55.342
570,06/10/19 02:00:01 AM,0.2925,0.2874,54.126
571,06/10/19 03:00:01 AM,0.2922,0.2871,52.817
572,06/10/19 04:00:01 AM,0.2925,0.2871,51.721
573,06/10/19 05:00:01 AM,0.2922,0.2871,50.709
574,06/10/19 06:00:01 AM,0.2922,0.2868,49.737
575,06/10/19 07:00:01 AM,0.2922,0.2871,48.762
576,06/10/19 08:00:01 AM,0.2922,0.2871,48.493
577,06/10/19 09:00:01 AM,0.2922,0.2877,50.400
578,06/10/19 10:00:01 AM,0.2922,0.2877,53.427
579,06/10/19 11:00:01 AM,0.2919,0.2877,56.815
580,06/10/19 12:00:01 PM,0.2919,0.2871,59.916
581,06/10/19 01:00:01 PM,0.2914,0.2868,62.533
582,06/10/19 02:00:01 PM,0.2911,0.2864,64.717
583,06/10/19 03:00:01 PM,0.2911,0.2857,66.344
584,06/10/19 04:00:01 PM,0.2911,0.2857,67.071
585,06/10/19 05:00:01 PM,0.2911,0.2853,67.158
586,06/10/19 06:00:01 PM,0.2908,0.2853,66.857
587,06/10/19 07:00:01 PM,0.2904,0.2850,66.043
588,06/10/19 08:00:01 PM,0.2901,0.2850,64.717
589,06/10/19 09:00:01 PM,0.2901,0.2847,62.962
590,06/10/19 10:00:01 PM,0.2901,0.2847,61.119
591,06/10/19 11:00:01 PM,0.2901,0.2847,59.272
592,06/11/19 12:00:01 AM,0.2898,0.2847,57.506
593,06/11/19 01:00:01 AM,0.2901,0.2847,55.863
594,06/11/19 02:00:01 AM,0.2901,0.2844,54.387
595,06/11/19 03:00:01 AM,0.2901,0.2847,53.035
596,06/11/19 04:00:01 AM,0.2898,0.2844,51.764
597,06/11/19 05:00:01 AM,0.2898,0.2844,50.621
598,06/11/19 06:00:01 AM,0.2898,0.2844,49.561
599,06/11/19 07:00:01 AM,0.2895,0.2847,48.583
600,06/11/19 08:00:01 AM,0.2898,0.2847,48.538
601,06/11/19 09:00:01 AM,0.2898,0.2853,50.576
602,06/11/19 10:00:01 AM,0.2895,0.2850,53.384
603,06/11/19 11:00:01 AM,0.2895,0.2847,56.340
604,06/11/19 12:00:01 PM,0.2890,0.2844,59.358
605,06/11/19 01:00:01 PM,0.2890,0.2844,62.191
606,06/11/19 02:00:01 PM,0.2887,0.2840,64.589
607,06/11/19 03:00:01 PM,0.2887,0.2837,66.173
608,06/11/19 04:00:01 PM,0.2884,0.2830,67.071
609,06/11/19 05:00:01 PM,0.2884,0.2827,67.329
610,06/11/19 06:00:01 PM,0.2881,0.2824,67.071
611,06/11/19 07:00:01 PM,0.2877,0.2824,66.385
612,06/11/19 08:00:01 PM,0.2877,0.2821,65.145
613,06/11/19 09:00:01 PM,0.2877,0.2817,63.475
614,06/11/19 10:00:01 PM,0.2877,0.2821,61.720
615,06/11/19 11:00:01 PM,0.2874,0.2817,60.132
616,06/12/19 12:00:01 AM,0.2874,0.2817,58.541
617,06/12/19 01:00:01 AM,0.2874,0.2817,57.031
618,06/12/19 02:00:01 AM,0.2874,0.2817,55.602
619,06/12/19 03:00:01 AM,0.2874,0.2817,54.300
620,06/12/19 04:00:01 AM,0.2871,0.2817,53.121
621,06/12/19 05:00:01 AM,0.2871,0.2817,52.029
622,06/12/19 06:00:01 AM,0.2871,0.2821,51.017
623,06/12/19 07:00:01 AM,0.2871,0.2817,50.135
624,06/12/19 08:00:01 AM,0.2874,0.2824,50.047
625,06/12/19 09:00:01 AM,0.2871,0.2824,52.072
626,06/12/19 10:00:01 AM,0.2871,0.2824,55.038
627,06/12/19 11:00:01 AM,0.2868,0.2824,58.152
628,06/12/19 12:00:01 PM,0.2868,0.2817,61.075
629,06/12/19 01:00:01 PM,0.2864,0.2837,63.732
630,06/12/19 02:00:01 PM,0.2861,0.2810,65.872
631,06/12/19 03:00:01 PM,0.2857,0.2821,67.372
632,06/12/19 04:00:01 PM,0.2857,0.2837,68.356
633,06/12/19 05:00:01 PM,0.2857,0.2827,68.698
634,06/12/19 06:00:01 PM,0.2853,0.2824,68.356
635,06/12/19 07:00:01 PM,0.2850,0.2821,67.671
636,06/12/19 08:00:01 PM,0.2850,0.2813,66.600
637,06/12/19 09:00:01 PM,0.2850,0.2810,65.102
638,06/12/19 10:00:01 PM,0.2847,0.2821,63.390
639,06/12/19 11:00:01 PM,0.2847,0.2813,61.761
640,06/13/19 12:00:01 AM,0.2847,0.2770,60.260
641,06/13/19 01:00:01 AM,0.2847,0.2790,58.842
642,06/13/19 02:00:01 AM,0.2847,0.2776,57.420
643,06/13/19 03:00:01 AM,0.2847,0.2736,56.079
644,06/13/19 04:00:01 AM,0.2844,0.2732,54.865
645,06/13/19 05:00:01 AM,0.2844,0.2732,53.733
646,06/13/19 06:00:01 AM,0.2844,0.2732,52.686
647,06/13/19 07:00:01 AM,0.2844,0.2726,51.809
648,06/13/19 08:00:01 AM,0.2847,0.2729,51.678
649,06/13/19 09:00:01 AM,0.2847,0.2736,53.472
650,06/13/19 10:00:01 AM,0.2840,0.2732,56.208
651,06/13/19 11:00:01 AM,0.2840,0.2726,59.185
652,06/13/19 12:00:01 PM,0.2840,0.2722,61.848
653,06/13/19 01:00:01 PM,0.2837,0.2719,64.247
654,06/13/19 02:00:01 PM,0.2834,0.2715,66.515
655,06/13/19 03:00:01 PM,0.2827,0.2708,67.971
656,06/13/19 04:00:01 PM,0.2827,0.2701,68.484
657,06/13/19 05:00:01 PM,0.2827,0.2698,69.042
658,06/13/19 06:00:01 PM,0.2824,0.2694,69.042
659,06/13/19 07:00:01 PM,0.2821,0.2691,68.356
660,06/13/19 08:00:01 PM,0.2817,0.2691,66.900
661,06/13/19 09:00:01 PM,0.2821,0.2691,65.188
662,06/13/19 10:00:01 PM,0.2827,0.2694,63.475
663,06/13/19 11:00:01 PM,0.2827,0.2691,61.761
664,06/14/19 12:00:01 AM,0.2827,0.2687,60.217
665,06/14/19 01:00:01 AM,0.2824,0.2687,58.669
666,06/14/19 02:00:01 AM,0.2827,0.2687,57.247
667,06/14/19 03:00:01 AM,0.2824,0.2684,55.906
668,06/14/19 04:00:01 AM,0.2824,0.2684,54.865
669,06/14/19 05:00:01 AM,0.2824,0.2687,54.037
670,06/14/19 06:00:01 AM,0.2824,0.2694,53.166
671,06/14/19 07:00:01 AM,0.2821,0.2743,52.246
672,06/14/19 08:00:01 AM,0.2821,0.2732,51.940
673,06/14/19 09:00:01 AM,0.2821,0.2736,53.472
674,06/14/19 10:00:01 AM,0.2821,0.2698,55.776
675,06/14/19 11:00:01 AM,0.2821,0.2712,58.712
676,06/14/19 12:00:01 PM,0.2817,0.2680,60.561
677,06/14/19 01:00:01 PM,0.2817,0.2666,61.934
678,06/14/19 02:00:01 PM,0.2810,0.2673,63.133
679,06/14/19 03:00:01 PM,0.2806,0.2666,64.503
680,06/14/19 04:00:01 PM,0.2803,0.2664,65.316
681,06/14/19 05:00:01 PM,0.2800,0.2673,65.444
682,06/14/19 06:00:01 PM,0.2796,0.2666,65.145
683,06/14/19 07:00:01 PM,0.2796,0.2673,64.418
684,06/14/19 08:00:01 PM,0.2793,0.2653,63.347
685,06/14/19 09:00:01 PM,0.2793,0.2653,62.019
686,06/14/19 10:00:01 PM,0.2793,0.2650,60.604
687,06/14/19 11:00:01 PM,0.2790,0.2653,59.185
688,06/15/19 12:00:01 AM,0.2793,0.2657,57.893
689,06/15/19 01:00:01 AM,0.2790,0.2657,56.642
690,06/15/19 02:00:01 AM,0.2793,0.2660,55.515
691,06/15/19 03:00:01 AM,0.2790,0.2660,54.473
692,06/15/19 04:00:01 AM,0.2790,0.2657,53.384
693,06/15/19 05:00:01 AM,0.2790,0.2660,52.291
694,06/15/19 06:00:01 AM,0.2786,0.2660,51.282
695,06/15/19 07:00:01 AM,0.2790,0.2660,50.445
696,06/15/19 08:00:01 AM,0.2786,0.2677,50.400
697,06/15/19 09:00:01 AM,0.2786,0.2673,52.160
698,06/15/19 10:00:01 AM,0.2786,0.2691,54.126
699,06/15/19 11:00:01 AM,0.2786,0.2684,55.733
700,06/15/19 12:00:01 PM,0.2783,0.2687,57.979
701,06/15/19 01:00:01 PM,0.2780,0.2684,60.474
702,06/15/19 02:00:01 PM,0.2780,0.2677,62.748
703,06/15/19 03:00:01 PM,0.2780,0.2677,64.375
704,06/15/19 04:00:01 PM,0.2773,0.2666,65.615
705,06/15/19 05:00:01 PM,0.2770,0.2664,66.087
706,06/15/19 06:00:01 PM,0.2766,0.2664,65.701
707,06/15/19 07:00:01 PM,0.2773,0.2660,64.974
708,06/15/19 08:00:01 PM,0.2756,0.2660,63.946
709,06/15/19 09:00:01 PM,0.2756,0.2657,62.577
710,06/15/19 10:00:01 PM,0.2756,0.2660,61.205
711,06/15/19 11:00:01 PM,0.2756,0.2664,59.745
712,06/16/19 12:00:01 AM,0.2753,0.2664,58.195
713,06/16/19 01:00:01 AM,0.2753,0.2664,56.728
714,06/16/19 02:00:01 AM,0.2753,0.2664,55.386
715,06/16/19 03:00:01 AM,0.2753,0.2664,54.169
716,06/16/19 04:00:01 AM,0.2753,0.2666,53.121
717,06/16/19 05:00:01 AM,0.2753,0.2666,52.291
718,06/16/19 06:00:01 AM,0.2749,0.2664,51.325
719,06/16/19 07:00:01 AM,0.2749,0.2664,50.488
720,06/16/19 08:00:01 AM,0.2749,0.2666,50.400
721,06/16/19 09:00:01 AM,0.2759,0.2712,51.852
722,06/16/19 10:00:01 AM,0.2763,0.2701,53.865
723,06/16/19 11:00:01 AM,0.2763,0.2701,57.074
724,06/16/19 12:00:01 PM,0.2759,0.2694,60.089
725,06/16/19 01:00:01 PM,0.2759,0.2722,61.848
726,06/16/19 02:00:01 PM,0.2749,0.2719,63.475
727,06/16/19 03:00:01 PM,0.2753,0.2712,64.845
728,06/16/19 04:00:01 PM,0.2746,0.2729,65.701
729,06/16/19 05:00:01 PM,0.2743,0.2722,65.959
730,06/16/19 06:00:01 PM,0.2743,0.2729,65.615
731,06/16/19 07:00:01 PM,0.2736,0.2722,65.102
732,06/16/19 08:00:01 PM,0.2736,0.2722,64.117
733,06/16/19 09:00:01 PM,0.2736,0.2719,62.620
734,06/16/19 10:00:01 PM,0.2736,0.2719,61.248
735,06/16/19 11:00:01 PM,0.2736,0.2722,59.873
736,06/17/19 12:00:01 AM,0.2736,0.2722,58.498
737,06/17/19 01:00:01 AM,0.2736,0.2726,57.463
738,06/17/19 02:00:01 AM,0.2732,0.2722,56.642
739,06/17/19 03:00:01 AM,0.2736,0.2722,55.863
740,06/17/19 04:00:01 AM,0.2736,0.2722,55.081
741,06/17/19 05:00:01 AM,0.2732,0.2719,54.343
742,06/17/19 06:00:01 AM,0.2729,0.2736,53.690
743,06/17/19 07:00:01 AM,0.2732,0.2729,53.209
744,06/17/19 08:00:01 AM,0.2736,0.2729,53.078
745,06/17/19 09:00:01 AM,0.2732,0.2732,54.430
746,06/17/19 10:00:01 AM,0.2732,0.2726,56.599
747,06/17/19 11:00:01 AM,0.2732,0.2736,57.636
748,06/17/19 12:00:01 PM,0.2739,0.2729,57.376
749,06/17/19 01:00:01 PM,0.2739,0.2732,58.669
750,06/17/19 02:00:01 PM,0.2732,0.2729,61.162
751,06/17/19 03:00:01 PM,0.2732,0.2726,61.677
752,06/17/19 04:00:01 PM,0.2732,0.2732,61.075
753,06/17/19 05:00:01 PM,0.2729,0.2722,60.260
754,06/17/19 06:00:01 PM,0.2726,0.2719,59.873
755,06/17/19 07:00:01 PM,0.2722,0.2719,59.486
756,06/17/19 08:00:01 PM,0.2726,0.2715,58.928
757,06/17/19 09:00:01 PM,0.2722,0.2719,57.979
758,06/17/19 10:00:01 PM,0.2719,0.2722,56.988
759,06/17/19 11:00:01 PM,0.2719,0.2722,55.992
760,06/18/19 12:00:01 AM,0.2715,0.2719,55.168
761,06/18/19 01:00:01 AM,0.2715,0.2719,54.343
762,06/18/19 02:00:01 AM,0.2715,0.2719,53.602
763,06/18/19 03:00:01 AM,0.2722,0.2715,52.903
764,06/18/19 04:00:01 AM,0.2715,0.2722,52.072
765,06/18/19 05:00:01 AM,0.2715,0.2719,51.193
766,06/18/19 06:00:01 AM,0.2715,0.2715,50.445
767,06/18/19 07:00:01 AM,0.2719,0.2719,49.870
768,06/18/19 08:00:01 AM,0.2719,0.2722,49.914
769,06/18/19 09:00:01 AM,0.2722,0.2722,50.664
770,06/18/19 10:00:01 AM,0.2719,0.2719,51.678
771,06/18/19 11:00:01 AM,0.2712,0.2722,52.509
772,06/18/19 12:00:01 PM,0.2708,0.2726,53.384
773,06/18/19 01:00:01 PM,0.2712,0.2722,54.734
774,06/18/19 02:00:01 PM,0.2722,0.2719,55.386
775,06/18/19 03:00:01 PM,0.2712,0.2719,55.949
776,06/18/19 04:00:01 PM,0.2715,0.2719,56.556
777,06/18/19 05:00:01 PM,0.2715,0.2719,56.469
778,06/18/19 06:00:01 PM,0.2719,0.2715,56.079
779,06/18/19 07:00:01 PM,0.2726,0.2715,55.429
780,06/18/19 08:00:01 PM,0.2729,0.2719,54.473
781,06/18/19 09:00:01 PM,0.2732,0.2729,53.427
782,06/18/19 10:00:01 PM,0.2726,0.2739,52.423
783,06/18/19 11:00:01 PM,0.2729,0.2739,51.633
784,06/19/19 12:00:01 AM,0.2726,0.2739,50.752
785,06/19/19 01:00:01 AM,0.2722,0.2739,49.870
786,06/19/19 02:00:01 AM,0.2732,0.2729,49.294
787,06/19/19 03:00:01 AM,0.2729,0.2736,48.762
788,06/19/19 04:00:01 AM,0.2722,0.2743,48.227
789,06/19/19 05:00:01 AM,0.2722,0.2743,47.602
790,06/19/19 06:00:01 AM,0.2722,0.2743,46.796
791,06/19/19 07:00:01 AM,0.2722,0.2746,46.121
792,06/19/19 08:00:01 AM,0.2722,0.2743,45.986
793,06/19/19 09:00:01 AM,0.2726,0.2749,47.512
794,06/19/19 10:00:01 AM,0.2729,0.2753,50.311
795,06/19/19 11:00:01 AM,0.2726,0.2746,53.166
796,06/19/19 12:00:01 PM,0.2726,0.2746,56.642
797,06/19/19 01:00:01 PM,0.2722,0.2743,59.315
798,06/19/19 02:00:01 PM,0.2722,0.2743,61.590
799,06/19/19 03:00:01 PM,0.2722,0.2739,63.133
800,06/19/19 04:00:01 PM,0.2726,0.2736,63.946
801,06/19/19 05:00:01 PM,0.2726,0.2736,63.990
802,06/19/19 06:00:01 PM,0.2729,0.2732,63.561
803,06/19/19 07:00:01 PM,0.2729,0.2729,62.406
804,06/19/19 08:00:01 PM,0.2726,0.2729,60.818
805,06/19/19 09:00:01 PM,0.2732,0.2732,59.056
806,06/19/19 10:00:01 PM,0.2729,0.2729,57.420
807,06/19/19 11:00:01 PM,0.2726,0.2729,55.863
808,06/20/19 12:00:01 AM,0.2732,0.2729,54.430
809,06/20/19 01:00:01 AM,0.2736,0.2729,53.121
810,06/20/19 02:00:01 AM,0.2736,0.2729,52.072
811,06/20/19 03:00:01 AM,0.2739,0.2729,51.237
812,06/20/19 04:00:01 AM,0.2739,0.2726,50.311
813,06/20/19 05:00:01 AM,0.2743,0.2729,49.428
814,06/20/19 06:00:01 AM,0.2739,0.2726,48.717
815,06/20/19 07:00:01 AM,0.2743,0.2729,48.227
816,06/20/19 08:00:01 AM,0.2739,0.2732,48.538
817,06/20/19 09:00:01 AM,0.2739,0.2732,50.356
818,06/20/19 10:00:01 AM,0.2739,0.2732,53.035
819,06/20/19 11:00:01 AM,0.2736,0.2729,56.340
820,06/20/19 12:00:01 PM,0.2736,0.2729,59.315
821,06/20/19 01:00:01 PM,0.2736,0.2726,61.462
822,06/20/19 02:00:01 PM,0.2739,0.2722,63.048
823,06/20/19 03:00:01 PM,0.2732,0.2719,63.604
824,06/20/19 04:00:01 PM,0.2732,0.2715,63.133
825,06/20/19 05:00:01 PM,0.2732,0.2715,62.620
826,06/20/19 06:00:01 PM,0.2732,0.2712,62.319
827,06/20/19 07:00:01 PM,0.2729,0.2708,61.290
828,06/20/19 08:00:01 PM,0.2732,0.2708,60.003
829,06/20/19 09:00:01 PM,0.2736,0.2708,58.798
830,06/20/19 10:00:01 PM,0.2736,0.2712,57.420
831,06/20/19 11:00:01 PM,0.2732,0.2712,55.992
832,06/21/19 12:00:01 AM,0.2739,0.2712,54.734
833,06/21/19 01:00:01 AM,0.2739,0.2712,53.733
834,06/21/19 02:00:01 AM,0.2739,0.2712,52.903
835,06/21/19 03:00:01 AM,0.2736,0.2708,51.984
836,06/21/19 04:00:01 AM,0.2739,0.2708,50.929
837,06/21/19 05:00:01 AM,0.2739,0.2708,49.870
838,06/21/19 06:00:01 AM,0.2739,0.2708,48.938
839,06/21/19 07:00:01 AM,0.2739,0.2712,48.137
840,06/21/19 08:00:01 AM,0.2739,0.2708,47.736
841,06/21/19 09:00:01 AM,0.2746,0.2712,48.004
842,06/21/19 10:00:01 AM,0.2743,0.2715,49.782
843,06/21/19 11:00:01 AM,0.2736,0.2708,52.378
844,06/21/19 12:00:01 PM,0.2732,0.2705,55.515
845,06/21/19 01:00:01 PM,0.2732,0.2701,57.979
846,06/21/19 02:00:01 PM,0.2739,0.2698,59.873
847,06/21/19 03:00:01 PM,0.2729,0.2698,61.804
848,06/21/19 04:00:01 PM,0.2729,0.2691,63.048
849,06/21/19 05:00:01 PM,0.2726,0.2687,63.946
850,06/21/19 06:00:01 PM,0.2722,0.2684,64.332
851,06/21/19 07:00:01 PM,0.2719,0.2684,63.990
852,06/21/19 08:00:01 PM,0.2719,0.2680,62.875
853,06/21/19 09:00:01 PM,0.2719,0.2680,61.205
854,06/21/19 10:00:01 PM,0.2719,0.2680,59.572
855,06/21/19 11:00:01 PM,0.2719,0.2684,58.239
856,06/22/19 12:00:01 AM,0.2719,0.2684,57.074
857,06/22/19 01:00:01 AM,0.2719,0.2680,55.949
858,06/22/19 02:00:01 AM,0.2719,0.2680,54.865
859,06/22/19 03:00:01 AM,0.2722,0.2680,53.951
860,06/22/19 04:00:01 AM,0.2726,0.2680,52.903
861,06/22/19 05:00:01 AM,0.2729,0.2680,51.678
862,06/22/19 06:00:01 AM,0.2726,0.2677,50.576
863,06/22/19 07:00:01 AM,0.2729,0.2677,49.737
864,06/22/19 08:00:01 AM,0.2732,0.2677,49.204
865,06/22/19 09:00:01 AM,0.2736,0.2680,49.516
