Plot Title: 20290164_A2,,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20290164, SEN S/N: 9719170)","Water Content, m³/m³ (LGR S/N: 20290164, SEN S/N: 20152228)","Water Content, m³/m³ (LGR S/N: 20290164, SEN S/N: 20152229)"
526,6/7/18 8:29,47.602,0.0722,0.1042
527,6/7/18 9:29,48.272,0.0722,0.1042
528,6/7/18 10:29,49.737,0.0722,0.1042
529,6/7/18 11:29,51.764,0.0722,0.1036
530,6/7/18 12:29,54.212,0.0715,0.1031
531,6/7/18 13:29,56.599,0.0722,0.1025
532,6/7/18 14:29,58.669,0.0722,0.1031
533,6/7/18 15:29,60.39,0.0722,0.1025
534,6/7/18 16:29,61.677,0.0722,0.1031
535,6/7/18 17:29,62.447,0.0722,0.102
536,6/7/18 18:29,62.577,0.0722,0.1014
537,6/7/18 19:29,61.934,0.0715,0.1009
538,6/7/18 20:29,60.69,0.0708,0.0998
539,6/7/18 21:29,59.185,0.0702,0.0986
540,6/7/18 22:29,57.679,0.0702,0.0986
541,6/7/18 23:29,56.208,0.0695,0.0986
542,6/8/18 0:29,54.82,0.0684,0.0986
543,6/8/18 1:29,53.515,0.0678,0.0986
544,6/8/18 2:29,52.291,0.0671,0.0981
545,6/8/18 3:29,51.148,0.0664,0.0981
546,6/8/18 4:29,50.092,0.066,0.0981
547,6/8/18 5:29,49.161,0.066,0.0981
548,6/8/18 6:29,48.315,0.066,0.0981
549,6/8/18 7:29,47.781,0.0664,0.0986
550,6/8/18 8:29,47.691,0.0671,0.0986
551,6/8/18 9:29,48.315,0.0671,0.0986
552,6/8/18 10:29,49.87,0.0664,0.0981
553,6/8/18 11:29,51.94,0.0664,0.0981
554,6/8/18 12:29,54.255,0.0671,0.0981
555,6/8/18 13:29,56.599,0.0671,0.0975
556,6/8/18 14:29,58.842,0.0671,0.0975
557,6/8/18 15:29,60.604,0.0671,0.0975
558,6/8/18 16:29,62.019,0.0671,0.0981
559,6/8/18 17:29,62.834,0.0678,0.0975
560,6/8/18 18:29,63.005,0.0671,0.0969
561,6/8/18 19:29,62.362,0.0671,0.0963
562,6/8/18 20:29,61.075,0.066,0.0949
563,6/8/18 21:29,59.529,0.0653,0.0949
564,6/8/18 22:29,57.936,0.0646,0.0943
565,6/8/18 23:29,56.383,0.0632,0.0943
566,6/9/18 0:29,54.909,0.0632,0.0943
567,6/9/18 1:29,53.602,0.0599,0.092
568,6/9/18 2:29,52.378,0.0596,0.092
569,6/9/18 3:29,51.237,0.0588,0.0914
570,6/9/18 4:29,50.18,0.0581,0.0914
571,6/9/18 5:29,49.204,0.0581,0.0914
572,6/9/18 6:29,48.315,0.0581,0.0914
573,6/9/18 7:29,47.781,0.0581,0.0926
574,6/9/18 8:29,47.691,0.0614,0.0943
575,6/9/18 9:29,48.36,0.0621,0.0943
576,6/9/18 10:29,49.959,0.0621,0.0937
577,6/9/18 11:29,52.115,0.0621,0.0937
578,6/9/18 12:29,54.43,0.0628,0.0949
579,6/9/18 13:29,56.728,0.0628,0.0943
580,6/9/18 14:29,58.798,0.0632,0.0943
581,6/9/18 15:29,60.604,0.0632,0.0943
582,6/9/18 16:29,62.062,0.0639,0.0943
583,6/9/18 17:29,63.005,0.0607,0.0932
584,6/9/18 18:29,63.262,0.0632,0.0932
585,6/9/18 19:29,62.748,0.0628,0.0926
586,6/9/18 20:29,61.506,0.0596,0.0902
587,6/9/18 21:29,60.003,0.0588,0.0893
588,6/9/18 22:29,58.498,0.0581,0.0893
589,6/9/18 23:29,56.988,0.0574,0.0887
590,6/10/18 0:29,55.602,0.0562,0.0887
591,6/10/18 1:29,54.343,0.0555,0.0881
592,6/10/18 2:29,53.253,0.0555,0.0881
593,6/10/18 3:29,52.291,0.0555,0.0881
594,6/10/18 4:29,51.413,0.0555,0.0881
595,6/10/18 5:29,50.621,0.0547,0.0875
596,6/10/18 6:29,49.825,0.0547,0.0875
597,6/10/18 7:29,49.383,0.0547,0.0887
598,6/10/18 8:29,49.294,0.0588,0.0908
599,6/10/18 9:29,49.825,0.0588,0.0908
600,6/10/18 10:29,51.062,0.0588,0.0908
601,6/10/18 11:29,52.903,0.0588,0.0908
602,6/10/18 12:29,54.952,0.0562,0.0896
603,6/10/18 13:29,57.117,0.0596,0.0908
604,6/10/18 14:29,58.971,0.0599,0.0914
605,6/10/18 15:29,60.775,0.057,0.0902
606,6/10/18 16:29,62.148,0.0588,0.0902
607,6/10/18 17:29,62.919,0.0588,0.0902
608,6/10/18 18:29,63.09,0.0588,0.0902
609,6/10/18 19:29,62.49,0.0574,0.0893
610,6/10/18 20:29,61.29,0.057,0.0887
611,6/10/18 21:29,59.959,0.0547,0.0869
612,6/10/18 22:29,58.626,0.0544,0.0863
613,6/10/18 23:29,57.29,0.0536,0.0857
614,6/11/18 0:29,56.035,0.0528,0.0857
615,6/11/18 1:29,54.82,0.0521,0.085
616,6/11/18 2:29,53.69,0.0521,0.085
617,6/11/18 3:29,52.729,0.0517,0.085
618,6/11/18 4:29,51.678,0.0509,0.0844
619,6/11/18 5:29,50.664,0.0509,0.0841
620,6/11/18 6:29,49.782,0.0509,0.0835
621,6/11/18 7:29,49.204,0.0517,0.085
622,6/11/18 8:29,49.073,0.0521,0.0857
623,6/11/18 9:29,49.692,0.0521,0.0863
624,6/11/18 10:29,51.105,0.0528,0.0863
625,6/11/18 11:29,52.817,0.0536,0.0863
626,6/11/18 12:29,54.865,0.0536,0.0869
627,6/11/18 13:29,57.16,0.0544,0.0875
628,6/11/18 14:29,59.315,0.0547,0.0881
629,6/11/18 15:29,61.162,0.0547,0.0881
630,6/11/18 16:29,62.577,0.0547,0.0881
631,6/11/18 17:29,63.518,0.0547,0.0881
632,6/11/18 18:29,63.775,0.0544,0.0863
633,6/11/18 19:29,63.133,0.0536,0.0863
634,6/11/18 20:29,61.804,0.0528,0.0844
635,6/11/18 21:29,60.217,0.0517,0.0835
636,6/11/18 22:29,58.582,0.0501,0.0822
637,6/11/18 23:29,56.988,0.0501,0.0816
638,6/12/18 0:29,55.558,0.0494,0.0816
639,6/12/18 1:29,54.255,0.049,0.0816
640,6/12/18 2:29,53.078,0.049,0.0816
641,6/12/18 3:29,51.94,0.049,0.081
642,6/12/18 4:29,50.886,0.0482,0.081
643,6/12/18 5:29,49.959,0.0482,0.081
644,6/12/18 6:29,49.073,0.0474,0.0803
645,6/12/18 7:29,48.583,0.0482,0.0822
646,6/12/18 8:29,48.538,0.049,0.0829
647,6/12/18 9:29,49.338,0.0494,0.0829
648,6/12/18 10:29,50.886,0.0501,0.0835
649,6/12/18 11:29,52.947,0.0509,0.0841
650,6/12/18 12:29,55.472,0.0509,0.0841
651,6/12/18 13:29,58.023,0.0517,0.085
652,6/12/18 14:29,60.26,0.0521,0.0844
653,6/12/18 15:29,62.191,0.0521,0.085
654,6/12/18 16:29,63.518,0.0528,0.085
655,6/12/18 17:29,63.99,0.0521,0.0844
656,6/12/18 18:29,63.732,0.0521,0.0841
657,6/12/18 19:29,63.133,0.0517,0.0829
658,6/12/18 20:29,62.148,0.0501,0.0816
659,6/12/18 21:29,60.775,0.049,0.0816
660,6/12/18 22:29,59.315,0.0482,0.081
661,6/12/18 23:29,57.85,0.0474,0.0797
662,6/13/18 0:29,56.469,0.0474,0.0797
663,6/13/18 1:29,55.213,0.0474,0.0794
664,6/13/18 2:29,54.037,0.047,0.0787
665,6/13/18 3:29,52.903,0.0462,0.0787
666,6/13/18 4:29,51.94,0.0462,0.0787
667,6/13/18 5:29,50.974,0.0454,0.0781
668,6/13/18 6:29,50.18,0.0454,0.0781
669,6/13/18 7:29,49.649,0.047,0.0797
670,6/13/18 8:29,49.737,0.047,0.081
671,6/13/18 9:29,50.576,0.0474,0.0816
672,6/13/18 10:29,52.115,0.0482,0.0822
673,6/13/18 11:29,54.3,0.049,0.0816
674,6/13/18 12:29,56.728,0.0494,0.0829
675,6/13/18 13:29,59.229,0.0501,0.0835
676,6/13/18 14:29,61.506,0.0501,0.0835
677,6/13/18 15:29,63.347,0.0509,0.0841
678,6/13/18 16:29,64.632,0.0517,0.0841
679,6/13/18 17:29,65.487,0.0517,0.0835
680,6/13/18 18:29,65.701,0.0501,0.0822
681,6/13/18 19:29,65.145,0.0501,0.0816
682,6/13/18 20:29,64.117,0.049,0.0803
683,6/13/18 21:29,62.704,0.0474,0.0794
684,6/13/18 22:29,61.29,0.0462,0.0794
685,6/13/18 23:29,60.089,0.0462,0.0787
686,6/14/18 0:29,58.928,0.0454,0.0787
687,6/14/18 1:29,57.936,0.0454,0.0781
688,6/14/18 2:29,57.074,0.0454,0.0781
689,6/14/18 3:29,56.295,0.0446,0.0775
690,6/14/18 4:29,55.515,0.0446,0.0775
691,6/14/18 5:29,54.909,0.0446,0.0775
692,6/14/18 6:29,54.43,0.047,0.0787
693,6/14/18 7:29,54.255,0.0482,0.0803
694,6/14/18 8:29,54.387,0.0482,0.0803
695,6/14/18 9:29,55.038,0.0482,0.0797
696,6/14/18 10:29,56.165,0.047,0.081
697,6/14/18 11:29,57.592,0.0474,0.0803
698,6/14/18 12:29,59.445,0.0482,0.081
699,6/14/18 13:29,61.333,0.0482,0.081
700,6/14/18 14:29,62.661,0.0482,0.081
701,6/14/18 15:29,63.689,0.049,0.081
702,6/14/18 16:29,64.375,0.049,0.0803
703,6/14/18 17:29,64.803,0.0482,0.081
704,6/14/18 18:29,64.845,0.0474,0.0803
705,6/14/18 19:29,64.375,0.0474,0.0794
706,6/14/18 20:29,63.433,0.0462,0.0787
707,6/14/18 21:29,62.233,0.0482,0.0794
708,6/14/18 22:29,61.032,0.0482,0.0787
709,6/14/18 23:29,59.788,0.047,0.0781
710,6/15/18 0:29,58.541,0.0462,0.0775
711,6/15/18 1:29,57.29,0.0462,0.0768
712,6/15/18 2:29,56.165,0.0454,0.0768
713,6/15/18 3:29,55.168,0.0454,0.0762
714,6/15/18 4:29,54.212,0.0454,0.0762
715,6/15/18 5:29,53.253,0.0446,0.0768
716,6/15/18 6:29,52.466,0.0446,0.0762
717,6/15/18 7:29,51.94,0.0454,0.0768
718,6/15/18 8:29,51.94,0.0454,0.0768
719,6/15/18 9:29,52.641,0.0462,0.0775
720,6/15/18 10:29,53.69,0.0462,0.0781
721,6/15/18 11:29,55.256,0.0474,0.0794
722,6/15/18 12:29,57.376,0.0482,0.0794
723,6/15/18 13:29,59.315,0.0482,0.0794
724,6/15/18 14:29,60.991,0.049,0.0797
725,6/15/18 15:29,62.276,0.049,0.0797
726,6/15/18 16:29,63.304,0.0494,0.0803
727,6/15/18 17:29,64.161,0.049,0.0794
728,6/15/18 18:29,64.418,0.0482,0.0794
729,6/15/18 19:29,63.903,0.0474,0.0781
730,6/15/18 20:29,62.962,0.047,0.0775
731,6/15/18 21:29,61.891,0.0462,0.0775
732,6/15/18 22:29,60.861,0.0454,0.0768
733,6/15/18 23:29,59.873,0.0454,0.0762
734,6/16/18 0:29,58.971,0.0454,0.0762
735,6/16/18 1:29,58.066,0.0446,0.0758
736,6/16/18 2:29,57.204,0.0446,0.0758
737,6/16/18 3:29,56.469,0.0446,0.0758
738,6/16/18 4:29,55.863,0.0442,0.0758
739,6/16/18 5:29,55.168,0.0442,0.0758
740,6/16/18 6:29,54.473,0.0442,0.0758
741,6/16/18 7:29,54.037,0.0442,0.0758
742,6/16/18 8:29,53.951,0.0442,0.0758
743,6/16/18 9:29,54.343,0.0442,0.0758
744,6/16/18 10:29,54.777,0.0446,0.0758
745,6/16/18 11:29,55.515,0.0446,0.0762
746,6/16/18 12:29,56.383,0.0446,0.0762
747,6/16/18 13:29,56.556,0.0363,0.081
748,6/16/18 14:29,56.815,0.0392,0.0829
749,6/16/18 15:29,57.463,0.0425,0.081
750,6/16/18 16:29,58.798,0.0454,0.0803
751,6/16/18 17:29,59.916,0.047,0.0797
752,6/16/18 18:29,60.003,0.0474,0.0797
753,6/16/18 19:29,59.659,0.047,0.0797
754,6/16/18 20:29,58.971,0.047,0.0797
755,6/16/18 21:29,58.195,0.0421,0.0816
756,6/16/18 22:29,57.42,0.0421,0.0816
757,6/16/18 23:29,56.772,0.0425,0.0816
758,6/17/18 0:29,56.165,0.0375,0.0822
759,6/17/18 1:29,55.602,0.0384,0.0816
760,6/17/18 2:29,55.081,0.0354,0.0829
761,6/17/18 3:29,54.604,0.0371,0.0841
762,6/17/18 4:29,54.169,0.0328,0.0829
763,6/17/18 5:29,53.602,0.0392,0.0908
764,6/17/18 6:29,53.078,0.0421,0.0926
765,6/17/18 7:29,52.772,0.0442,0.0949
766,6/17/18 8:29,52.903,0.0454,0.0963
767,6/17/18 9:29,53.209,0.0462,0.0992
768,6/17/18 10:29,53.602,0.049,0.1031
769,6/17/18 11:29,54.387,0.0509,0.1075
770,6/17/18 12:29,55.429,0.0547,0.1112
771,6/17/18 13:29,56.295,0.0599,0.1148
772,6/17/18 14:29,57.463,0.0632,0.1143
773,6/17/18 15:29,58.152,0.0653,0.1153
774,6/17/18 16:29,58.282,0.0621,0.1194
775,6/17/18 17:29,58.195,0.0664,0.1209
776,6/17/18 18:29,58.152,0.0702,0.1237
777,6/17/18 19:29,58.023,0.0725,0.1242
778,6/17/18 20:29,57.679,0.0758,0.1256
779,6/17/18 21:29,57.16,0.0775,0.1261
780,6/17/18 22:29,56.642,0.0787,0.1266
781,6/17/18 23:29,56.035,0.0781,0.1276
782,6/18/18 0:29,55.472,0.081,0.1302
783,6/18/18 1:29,54.909,0.0844,0.1321
784,6/18/18 2:29,54.255,0.0863,0.1331
785,6/18/18 3:29,53.515,0.0881,0.1347
786,6/18/18 4:29,52.817,0.0902,0.1357
787,6/18/18 5:29,52.246,0.092,0.1366
788,6/18/18 6:29,51.852,0.0932,0.137
789,6/18/18 7:29,51.633,0.0949,0.1375
790,6/18/18 8:29,51.852,0.0963,0.1391
791,6/18/18 9:29,52.597,0.102,0.1412
792,6/18/18 10:29,54.3,0.1014,0.1391
793,6/18/18 11:29,56.469,0.1025,0.1382
794,6/18/18 13:00,59.873,0.108,0.1405
795,6/18/18 14:00,61.59,0.1096,0.1412
796,6/18/18 15:00,62.875,0.1107,0.1416
797,6/18/18 16:00,64.288,0.1117,0.1412
798,6/18/18 17:00,65.145,0.1128,0.1412
799,6/18/18 18:00,65.359,0.1138,0.1412
800,6/18/18 19:00,64.888,0.1143,0.1396
801,6/18/18 20:00,63.862,0.1148,0.14
802,6/18/18 21:00,62.577,0.1153,0.1405
803,6/18/18 22:00,61.119,0.1159,0.1405
804,6/18/18 23:00,59.659,0.1159,0.1405
805,6/19/18 0:00,58.325,0.1164,0.1412
806,6/19/18 1:00,57.031,0.1169,0.1412
807,6/19/18 2:00,55.819,0.1169,0.1412
808,6/19/18 3:00,54.691,0.1174,0.1405
809,6/19/18 4:00,53.602,0.1174,0.1405
810,6/19/18 5:00,52.597,0.1179,0.1416
811,6/19/18 6:00,51.678,0.1179,0.1416
812,6/19/18 7:00,50.797,0.1179,0.1421
813,6/19/18 8:00,50.311,0.1174,0.1434
814,6/19/18 9:00,50.356,0.1174,0.143
815,6/19/18 10:00,51.105,0.1169,0.143
816,6/19/18 11:00,52.597,0.1164,0.1425
817,6/19/18 12:00,54.561,0.1153,0.1421
818,6/19/18 13:00,56.858,0.1143,0.1416
819,6/19/18 14:00,59.014,0.1143,0.1405
820,6/19/18 15:00,60.775,0.1143,0.14
821,6/19/18 16:00,62.191,0.1148,0.1396
822,6/19/18 17:00,63.219,0.1148,0.1396
823,6/19/18 18:00,63.648,0.1148,0.1387
824,6/19/18 19:00,63.39,0.1153,0.1387
825,6/19/18 20:00,62.49,0.1153,0.1375
826,6/19/18 21:00,61.29,0.1153,0.137
827,6/19/18 22:00,60.003,0.1159,0.137
828,6/19/18 23:00,58.626,0.1159,0.1375
829,6/20/18 0:00,57.333,0.1159,0.1375
830,6/20/18 1:00,56.122,0.1159,0.1375
831,6/20/18 2:00,54.909,0.1159,0.1375
832,6/20/18 3:00,53.865,0.1153,0.137
833,6/20/18 4:00,52.903,0.1153,0.1375
834,6/20/18 5:00,51.984,0.1159,0.1382
835,6/20/18 6:00,51.148,0.1153,0.1382
836,6/20/18 7:00,50.356,0.1153,0.1382
837,6/20/18 8:00,49.914,0.1148,0.1391
838,6/20/18 9:00,50.002,0.1143,0.1387
839,6/20/18 10:00,50.664,0.1133,0.1387
840,6/20/18 11:00,51.852,0.1117,0.1375
841,6/20/18 12:00,53.69,0.1107,0.1366
842,6/20/18 13:00,55.949,0.1096,0.1361
843,6/20/18 14:00,58.239,0.1091,0.1352
844,6/20/18 15:00,60.303,0.1091,0.1342
845,6/20/18 16:00,61.934,0.1091,0.1342
846,6/20/18 17:00,63.09,0.1091,0.1342
847,6/20/18 18:00,63.648,0.1085,0.1331
848,6/20/18 19:00,63.433,0.1085,0.1321
849,6/20/18 20:00,62.661,0.1085,0.1307
850,6/20/18 21:00,61.547,0.1085,0.1317
851,6/20/18 22:00,60.26,0.1085,0.1312
852,6/20/18 23:00,58.928,0.1085,0.1307
853,6/21/18 0:00,57.679,0.108,0.1312
854,6/21/18 1:00,56.469,0.1075,0.1302
855,6/21/18 2:00,55.386,0.1075,0.1302
856,6/21/18 3:00,54.343,0.1069,0.1302
857,6/21/18 4:00,53.341,0.1069,0.1307
858,6/21/18 5:00,52.466,0.1069,0.1302
859,6/21/18 6:00,51.589,0.1069,0.129
860,6/21/18 7:00,50.841,0.1064,0.129
861,6/21/18 8:00,50.445,0.1058,0.1302
862,6/21/18 9:00,50.576,0.1047,0.1312
863,6/21/18 10:00,51.458,0.1042,0.1302
864,6/21/18 11:00,52.992,0.1025,0.1285
865,6/21/18 12:00,55.038,0.1009,0.129
866,6/21/18 13:00,57.506,0.0998,0.1281
867,6/21/18 14:00,59.916,0.0998,0.1251
868,6/21/18 15:00,62.019,0.0992,0.1251
869,6/21/18 16:00,63.604,0.0975,0.1261
870,6/21/18 17:00,64.674,0.0975,0.1256
871,6/21/18 18:00,65.102,0.0975,0.1251
872,6/21/18 19:00,64.845,0.0963,0.1246
873,6/21/18 20:00,63.946,0.0961,0.1237
874,6/21/18 21:00,62.748,0.0955,0.1224
875,6/21/18 22:00,61.376,0.0955,0.1219
876,6/21/18 23:00,60.089,0.0949,0.1219
877,6/22/18 0:00,58.971,0.0943,0.1214
878,6/22/18 1:00,58.023,0.0937,0.1214
879,6/22/18 2:00,57.16,0.0932,0.1214
880,6/22/18 3:00,56.208,0.0926,0.1209
881,6/22/18 4:00,55.213,0.092,0.1204
882,6/22/18 5:00,54.212,0.0914,0.1199
883,6/22/18 6:00,53.253,0.0914,0.1199
884,6/22/18 7:00,52.423,0.0908,0.1204
885,6/22/18 8:00,52.072,0.0902,0.1214
886,6/22/18 9:00,52.291,0.0893,0.1229
887,6/22/18 10:00,52.817,0.0875,0.1219
888,6/22/18 11:00,53.733,0.0863,0.1214
889,6/22/18 12:00,55.472,0.0857,0.1204
890,6/22/18 13:00,57.549,0.0844,0.1189
891,6/22/18 14:00,59.358,0.0841,0.1184
892,6/22/18 15:00,60.69,0.0835,0.1184
893,6/22/18 16:00,61.547,0.0829,0.1174
894,6/22/18 17:00,61.848,0.0816,0.1179
895,6/22/18 18:00,61.72,0.081,0.1174
896,6/22/18 19:00,61.205,0.0797,0.1164
897,6/22/18 20:00,60.517,0.0794,0.1174
898,6/22/18 21:00,59.486,0.0787,0.1153
899,6/22/18 22:00,58.282,0.0781,0.1133
900,6/22/18 23:00,56.988,0.0781,0.1128
901,6/23/18 0:00,55.776,0.0768,0.1122
902,6/23/18 1:00,54.648,0.0768,0.1117
903,6/23/18 2:00,53.602,0.0762,0.1122
904,6/23/18 3:00,52.641,0.0758,0.1117
905,6/23/18 4:00,51.721,0.0752,0.1117
906,6/23/18 5:00,50.886,0.0745,0.1117
907,6/23/18 6:00,50.135,0.0745,0.1112
908,6/23/18 7:00,49.383,0.0738,0.1117
909,6/23/18 8:00,49.116,0.0738,0.1128
910,6/23/18 9:00,49.338,0.0732,0.1128
911,6/23/18 10:00,50.268,0.0725,0.1117
912,6/23/18 11:00,51.764,0.0715,0.1117
913,6/23/18 12:00,53.733,0.0715,0.1112
914,6/23/18 13:00,56.035,0.0708,0.1107
915,6/23/18 14:00,58.325,0.0708,0.1107
916,6/23/18 15:00,60.346,0.0702,0.1101
917,6/23/18 16:00,62.019,0.0702,0.1101
918,6/23/18 17:00,63.219,0.0695,0.1091
919,6/23/18 18:00,63.561,0.0691,0.1085
920,6/23/18 19:00,63.176,0.0684,0.108
921,6/23/18 20:00,62.319,0.0678,0.1064
922,6/23/18 21:00,61.205,0.0671,0.1064
923,6/23/18 22:00,60.003,0.0664,0.1053
924,6/23/18 23:00,58.885,0.066,0.1047
925,6/24/18 0:00,57.936,0.0653,0.1042
926,6/24/18 1:00,57.074,0.0646,0.1042
927,6/24/18 2:00,56.295,0.0639,0.1042
928,6/24/18 3:00,55.558,0.0632,0.1036
929,6/24/18 4:00,54.82,0.0628,0.1036
930,6/24/18 5:00,54.126,0.0621,0.1031
931,6/24/18 6:00,53.515,0.0621,0.1031
932,6/24/18 7:00,53.121,0.0621,0.1031
933,6/24/18 8:00,52.947,0.0614,0.1036
934,6/24/18 9:00,53.035,0.0614,0.1036
935,6/24/18 10:00,53.559,0.0607,0.1031
936,6/24/18 11:00,54.691,0.0607,0.1031
937,6/24/18 12:00,56.165,0.0607,0.1025
938,6/24/18 13:00,57.506,0.0599,0.1025
939,6/24/18 14:00,59.272,0.0607,0.1025
940,6/24/18 15:00,60.517,0.0599,0.1014
941,6/24/18 16:00,61.29,0.0599,0.1025
942,6/24/18 17:00,62.233,0.0599,0.102
943,6/24/18 18:00,62.748,0.0588,0.1009
944,6/24/18 19:00,62.62,0.0588,0.0998
945,6/24/18 20:00,61.804,0.0574,0.0986
946,6/24/18 21:00,60.561,0.0562,0.0981
947,6/24/18 22:00,59.229,0.0555,0.0975
948,6/24/18 23:00,57.979,0.0547,0.0975
949,6/25/18 0:00,56.772,0.0544,0.0969
950,6/25/18 1:00,55.515,0.0544,0.0961
951,6/25/18 2:00,54.343,0.0528,0.0963
952,6/25/18 3:00,53.253,0.0528,0.0961
953,6/25/18 4:00,52.291,0.0521,0.0955
954,6/25/18 5:00,51.325,0.0517,0.0955
955,6/25/18 6:00,50.488,0.0517,0.0955
956,6/25/18 7:00,49.737,0.0517,0.0955
957,6/25/18 8:00,49.471,0.0521,0.0963
958,6/25/18 9:00,49.737,0.0521,0.0969
959,6/25/18 10:00,50.709,0.0528,0.0969
960,6/25/18 11:00,52.246,0.0528,0.0969
961,6/25/18 12:00,54.255,0.0536,0.0969
962,6/25/18 13:00,56.772,0.0544,0.0975
963,6/25/18 14:00,59.185,0.0544,0.0963
964,6/25/18 15:00,61.506,0.0547,0.0975
965,6/25/18 16:00,63.262,0.0547,0.0969
966,6/25/18 17:00,64.503,0.0547,0.0963
967,6/25/18 18:00,65.059,0.0544,0.0961
968,6/25/18 19:00,64.845,0.0536,0.0955
969,6/25/18 20:00,63.946,0.0521,0.0943
970,6/25/18 21:00,62.577,0.0509,0.0937
971,6/25/18 22:00,61.032,0.0494,0.0926
972,6/25/18 23:00,59.572,0.049,0.092
973,6/26/18 0:00,58.109,0.0482,0.0914
974,6/26/18 1:00,56.815,0.0474,0.0914
975,6/26/18 2:00,55.602,0.047,0.0908
976,6/26/18 3:00,54.473,0.0462,0.0902
977,6/26/18 4:00,53.427,0.047,0.0902
978,6/26/18 5:00,52.466,0.0462,0.0902
979,6/26/18 6:00,51.589,0.0454,0.0902
980,6/26/18 7:00,50.797,0.0454,0.0902
981,6/26/18 8:00,50.533,0.047,0.0908
982,6/26/18 9:00,50.797,0.047,0.092
983,6/26/18 10:00,51.895,0.0474,0.092
984,6/26/18 11:00,53.69,0.0482,0.0926
985,6/26/18 12:00,55.906,0.049,0.0926
986,6/26/18 13:00,58.455,0.0494,0.0932
987,6/26/18 14:00,60.948,0.0501,0.0932
988,6/26/18 15:00,63.262,0.0509,0.0932
989,6/26/18 16:00,65.145,0.0517,0.0932
990,6/26/18 17:00,66.472,0.0509,0.0932
991,6/26/18 18:00,67.071,0.0509,0.092
992,6/26/18 19:00,66.9,0.0501,0.0914
993,6/26/18 20:00,65.959,0.049,0.0902
994,6/26/18 21:00,64.632,0.0474,0.0893
995,6/26/18 22:00,63.133,0.047,0.0887
996,6/26/18 23:00,61.59,0.0454,0.0881
997,6/27/18 0:00,60.089,0.0446,0.0875
998,6/27/18 1:00,58.712,0.0442,0.0875
999,6/27/18 2:00,57.42,0.0434,0.0869
1000,6/27/18 3:00,56.208,0.0434,0.0863
1001,6/27/18 4:00,55.081,0.0425,0.0857
1002,6/27/18 5:00,54.082,0.0425,0.0857
1003,6/27/18 6:00,53.121,0.0421,0.0857
1004,6/27/18 7:00,52.291,0.0421,0.0857
1005,6/27/18 8:00,52.029,0.0425,0.0869
1006,6/27/18 9:00,52.378,0.0434,0.0875
1007,6/27/18 10:00,53.384,0.0442,0.0887
1008,6/27/18 11:00,55.213,0.0446,0.0887
1009,6/27/18 12:00,57.463,0.0462,0.0893
1010,6/27/18 13:00,59.659,0.0462,0.0893
1011,6/27/18 14:00,61.72,0.047,0.0893
1012,6/27/18 15:00,63.819,0.0474,0.0902
1013,6/27/18 16:00,65.658,0.0482,0.0896
1014,6/27/18 17:00,66.985,0.0474,0.0893
1015,6/27/18 18:00,67.627,0.0474,0.0893
1016,6/27/18 19:00,67.413,0.0462,0.0875
1017,6/27/18 20:00,66.515,0.0446,0.0869
1018,6/27/18 21:00,65.188,0.0434,0.085
1019,6/27/18 22:00,63.689,0.0425,0.085
1020,6/27/18 23:00,62.148,0.0421,0.0844
1021,6/28/18 0:00,60.69,0.0413,0.0835
1022,6/28/18 1:00,59.315,0.0405,0.0829
1023,6/28/18 2:00,58.023,0.0401,0.0829
1024,6/28/18 3:00,56.858,0.0401,0.0822
1025,6/28/18 4:00,55.776,0.0392,0.0822
1026,6/28/18 5:00,54.734,0.0392,0.0816
1027,6/28/18 6:00,53.776,0.0392,0.0816
1028,6/28/18 7:00,52.903,0.0384,0.0816
1029,6/28/18 8:00,52.641,0.0392,0.0835
1030,6/28/18 9:00,52.903,0.0405,0.0841
1031,6/28/18 10:00,53.994,0.0413,0.0844
1032,6/28/18 11:00,55.733,0.0413,0.085
1033,6/28/18 12:00,57.936,0.0425,0.085
1034,6/28/18 13:00,60.174,0.0434,0.0857
1035,6/28/18 14:00,62.533,0.0442,0.0863
1036,6/28/18 15:00,64.717,0.0446,0.0863
1037,6/28/18 16:00,66.301,0.0446,0.0875
1038,6/28/18 17:00,67.199,0.0442,0.0857
1039,6/28/18 18:00,67.372,0.0442,0.085
1040,6/28/18 19:00,66.943,0.0425,0.0841
1041,6/28/18 20:00,66,0.0421,0.0835
1042,6/28/18 21:00,64.888,0.0413,0.0829
1043,6/28/18 22:00,63.604,0.0401,0.0822
1044,6/28/18 23:00,62.319,0.0392,0.081
1045,6/29/18 0:00,61.119,0.0392,0.081
1046,6/29/18 1:00,60.003,0.0384,0.0803
1047,6/29/18 2:00,58.755,0.0375,0.0803
1048,6/29/18 3:00,57.506,0.0371,0.0794
1049,6/29/18 4:00,56.251,0.0363,0.0794
1050,6/29/18 5:00,55.081,0.0354,0.0787
1051,6/29/18 6:00,53.951,0.035,0.0781
1052,6/29/18 7:00,52.992,0.035,0.0781
1053,6/29/18 8:00,52.641,0.0363,0.0797
1054,6/29/18 9:00,52.86,0.0371,0.0803
1055,6/29/18 10:00,53.776,0.0384,0.081
1056,6/29/18 11:00,55.342,0.0392,0.0816
1057,6/29/18 12:00,57.376,0.0405,0.081
1058,6/29/18 13:00,59.916,0.0421,0.081
1059,6/29/18 14:00,62.447,0.0421,0.0803
