Plot Title: 9735543_UpperMontaneB1,,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735543, SEN S/N: 2012369)","PAR, uE (LGR S/N: 9735543, SEN S/N: 9700887)","PAR, uE (LGR S/N: 9735543, SEN S/N: 9700895)","PAR, uE (LGR S/N: 9735543, SEN S/N: 9700903)","Temp, °F (LGR S/N: 9735543, SEN S/N: 9713844)","Temp, °F (LGR S/N: 9735543, SEN S/N: 9721336)","RH, % (LGR S/N: 9735543, SEN S/N: 9721336)","Voltage, V (LGR S/N: 9735543, SEN S/N: 9725493)","Solar Radiation, W/m² (LGR S/N: 9735543, SEN S/N: 9734401)","Solar Radiation, W/m² (LGR S/N: 9735543, SEN S/N: 9734413)","Solar Radiation, W/m² (LGR S/N: 9735543, SEN S/N: 9734414)","Water Content, m³/m³ (LGR S/N: 9735543, SEN S/N: 10769159)","Batt, V (LGR S/N: 9735543)"
77,5/5/18 4:40,0.1572,1.2,1.2,1.2,36.072,24.609,88.4,-0.1988,0.6,0.6,0.6,0.2218,4.333
78,5/5/18 4:50,0.1572,1.2,1.2,1.2,36.025,23.518,89.8,-0.1988,0.6,0.6,0.6,0.2218,4.333
79,5/5/18 5:00,0.1572,1.2,1.2,1.2,35.928,23.243,90,-0.1988,0.6,0.6,0.6,0.2218,4.333
80,5/5/18 5:10,0.1572,1.2,1.2,1.2,35.879,24.609,89.3,-0.1988,0.6,0.6,0.6,0.2218,4.333
81,5/5/18 5:20,0.1572,1.2,1.2,1.2,35.782,22.802,89.7,-0.1988,0.6,0.6,0.6,0.2218,4.351
82,5/5/18 5:30,0.1572,1.2,1.2,1.2,35.733,23.956,87.4,-0.1988,0.6,0.6,0.6,0.2211,4.333
83,5/5/18 5:40,0.1564,1.2,1.2,1.2,35.685,23.077,89.3,-0.1988,0.6,0.6,0.6,0.2211,4.333
84,5/5/18 5:50,0.1564,1.2,1.2,1.2,35.638,23.299,90.8,-0.1988,0.6,0.6,0.6,0.2211,4.333
85,5/5/18 6:00,0.1564,3.7,1.2,1.2,35.541,23.077,88.7,-0.1988,0.6,3.1,0.6,0.2211,4.333
86,5/5/18 6:10,0.1564,13.7,1.2,1.2,35.492,23.463,88.9,-0.1988,0.6,6.9,0.6,0.2211,4.333
87,5/5/18 6:20,0.1557,31.2,1.2,1.2,35.443,22.858,91.4,-0.1988,0.6,14.4,0.6,0.2211,4.333
88,5/5/18 6:30,0.1557,56.2,1.2,1.2,35.395,23.077,91.1,-0.1988,0.6,25.6,0.6,0.2211,4.351
89,5/5/18 6:40,0.1557,66.2,1.2,1.2,35.346,24.771,88.6,-0.1988,0.6,26.9,0.6,0.2211,4.381
90,5/5/18 6:50,0.1557,63.7,1.2,1.2,35.298,23.518,91.3,-0.1988,0.6,21.9,0.6,0.2204,4.393
91,5/5/18 7:00,0.155,78.7,1.2,1.2,35.249,24.337,90.7,-0.1988,0.6,25.6,0.6,0.2204,4.418
92,5/5/18 7:10,0.155,113.7,3.7,3.7,35.2,24.12,91.2,-0.1988,1.9,43.1,1.9,0.2204,4.393
93,5/5/18 7:20,0.1543,161.2,6.2,6.2,35.152,25.524,89.3,-0.1988,3.1,68.1,4.4,0.2204,4.46
94,5/5/18 7:30,0.1543,236.2,8.7,8.7,35.152,27.694,87,-0.1988,5.6,108.1,8.1,0.2204,4.393
95,5/5/18 7:40,0.1543,318.7,11.2,11.2,35.055,29.509,88.6,-0.1988,8.1,153.1,10.6,0.2204,4.393
96,5/5/18 7:50,0.1557,371.2,8.7,8.7,35.055,35.249,79.3,-0.1988,9.4,176.9,10.6,0.2204,4.393
97,5/5/18 8:00,0.1564,823.7,23.7,21.2,35.055,40.438,73.2,-0.1988,21.9,418.1,28.1,0.2211,4.393
98,5/5/18 8:10,0.1572,878.7,26.2,21.2,35.055,42.8,65.1,-0.1988,23.1,441.9,30.6,0.2218,4.4
99,5/5/18 8:20,0.1564,961.2,31.2,26.2,35.055,41.463,62,-0.1988,25.6,481.9,35.6,0.2211,4.393
100,5/5/18 8:30,0.1572,1033.7,33.7,28.7,35.006,45.127,59.2,-0.1988,28.1,516.9,38.1,0.2225,4.484
101,5/5/18 8:40,0.1586,1106.2,38.7,31.2,35.006,45.941,54.1,-0.1988,30.6,553.1,43.1,0.2225,4.393
102,5/5/18 8:50,0.1594,1173.7,41.2,33.7,35.006,47.647,53.3,-0.1988,33.1,586.9,45.6,0.2233,4.393
103,5/5/18 9:00,0.1594,1171.2,41.2,33.7,35.006,48.182,51.3,-0.1988,33.1,581.9,45.6,0.2233,4.4
104,5/5/18 9:10,0.1601,1268.7,46.2,38.7,35.055,49.204,50.9,-0.1988,36.9,631.9,49.4,0.224,4.393
105,5/5/18 9:20,0.1594,1333.7,48.7,41.2,35.055,51.017,46.6,-0.1988,38.1,666.9,53.1,0.224,4.393
106,5/5/18 9:30,0.1594,1388.7,51.2,43.7,35.103,53.341,43.1,-0.1988,40.6,693.1,54.4,0.2247,4.393
107,5/5/18 9:40,0.1594,1433.7,53.7,46.2,35.2,53.776,42.3,-0.1988,43.1,718.1,56.9,0.2247,4.393
108,5/5/18 9:50,0.1594,1488.7,53.7,46.2,35.346,50.268,40.1,-0.1988,44.4,741.9,58.1,0.2254,4.484
109,5/5/18 10:00,0.1601,1538.7,56.2,48.7,35.443,52.291,40.6,-0.1988,46.9,768.1,59.4,0.2247,4.393
110,5/5/18 10:10,0.1608,1586.2,56.2,51.2,35.638,52.16,41.1,-0.1988,48.1,793.1,61.9,0.2254,4.381
111,5/5/18 10:20,0.1608,1626.2,58.7,53.7,35.83,52.246,39.3,-0.1988,49.4,814.4,61.9,0.2262,4.393
112,5/5/18 10:30,0.1615,1666.2,58.7,56.2,36.025,49.471,38.5,-0.1988,50.6,835.6,63.1,0.2254,4.4
113,5/5/18 10:40,0.1615,1703.7,58.7,58.7,36.266,50.488,36.8,-0.1988,51.9,855.6,63.1,0.2262,4.393
114,5/5/18 10:50,0.1623,1743.7,61.2,58.7,36.505,56.079,37.8,-0.1988,54.4,884.4,64.4,0.2262,4.393
115,5/5/18 11:00,0.1623,1766.2,61.2,61.2,36.795,57.247,32,-0.1988,54.4,900.6,65.6,0.2262,4.381
116,5/5/18 11:10,0.1623,1788.7,61.2,61.2,37.081,60.174,32.1,-0.1988,55.6,921.9,65.6,0.2262,4.393
117,5/5/18 11:20,0.1623,1818.7,61.2,63.7,37.321,51.062,37.3,-0.1988,56.9,938.1,65.6,0.2269,4.43
118,5/5/18 11:30,0.163,1838.7,61.2,63.7,37.656,57.979,31.7,-0.1988,58.1,953.1,65.6,0.2262,4.393
119,5/5/18 11:40,0.163,1856.2,61.2,66.2,37.942,53.472,35,-0.1988,58.1,973.1,66.9,0.2262,4.393
120,5/5/18 11:50,0.163,1873.7,63.7,66.2,38.273,56.944,32.1,-0.1988,59.4,986.9,66.9,0.2269,4.381
121,5/5/18 12:00,0.163,1891.2,63.7,68.7,38.606,54.169,34,-0.1988,59.4,996.9,66.9,0.2269,4.393
122,5/5/18 12:10,0.1644,1908.7,63.7,68.7,38.937,55.168,33.2,-0.1988,60.6,1009.4,66.9,0.2269,4.393
123,5/5/18 12:20,0.1637,1926.2,63.7,68.7,39.22,53.645,36.2,-0.1988,60.6,1019.4,66.9,0.2269,4.381
124,5/5/18 12:30,0.1644,1928.7,63.7,68.7,39.596,57.29,36.4,-0.1988,60.6,1024.4,66.9,0.2276,4.393
125,5/5/18 12:40,0.1644,1936.2,63.7,68.7,39.924,53.865,35.8,-0.1988,60.6,1029.4,66.9,0.2276,4.381
126,5/5/18 12:50,0.1644,1941.2,63.7,68.7,40.251,55.472,37.2,-0.1988,60.6,1034.4,65.6,0.2276,4.393
127,5/5/18 13:00,0.1644,1928.7,63.7,68.7,40.579,58.152,33.4,-0.1988,60.6,1029.4,65.6,0.2269,4.381
128,5/5/18 13:10,0.1644,1931.2,63.7,68.7,40.951,58.195,30,-0.1988,60.6,1026.9,64.4,0.2276,4.478
129,5/5/18 13:20,0.1644,1876.2,61.2,66.2,41.277,57.29,31.6,-0.1988,59.4,998.1,61.9,0.2276,4.393
130,5/5/18 13:30,0.1644,1911.2,61.2,68.7,41.648,56.772,28,-0.1988,59.4,1014.4,63.1,0.2276,4.381
131,5/5/18 13:40,0.1637,1891.2,61.2,68.7,41.97,55.386,30.5,-0.1988,59.4,1001.9,61.9,0.2276,4.393
132,5/5/18 13:50,0.1637,1773.7,56.2,63.7,42.341,56.858,31.7,-0.1988,55.6,930.6,58.1,0.2276,4.381
133,5/5/18 14:00,0.1637,1778.7,58.7,63.7,42.663,55.647,32,-0.1988,55.6,930.6,58.1,0.2269,4.393
134,5/5/18 14:10,0.1637,1766.2,56.2,63.7,43.03,57.722,27.4,-0.1988,55.6,921.9,58.1,0.2269,4.381
135,5/5/18 14:20,0.1637,1696.2,53.7,58.7,43.351,52.772,31,-0.1988,51.9,876.9,55.6,0.2269,4.418
136,5/5/18 14:30,0.1637,1823.7,58.7,63.7,43.671,52.466,30.6,-0.1988,55.6,943.1,60.6,0.2269,4.393
137,5/5/18 14:40,0.163,1611.2,51.2,56.2,43.945,52.992,28.2,-0.1988,49.4,825.6,53.1,0.2269,4.381
138,5/5/18 14:50,0.163,1753.7,56.2,61.2,44.263,56.728,33.5,-0.1988,54.4,904.4,58.1,0.2269,4.393
139,5/5/18 15:00,0.163,1531.2,48.7,53.7,44.537,60.861,26.4,-0.1988,46.9,786.9,51.9,0.2269,4.381
140,5/5/18 15:10,0.163,1516.2,48.7,56.2,44.764,54.995,26.7,-0.1988,46.9,779.4,51.9,0.2269,4.393
141,5/5/18 15:20,0.1623,1583.7,51.2,58.7,44.991,56.469,25.8,-0.1988,50.6,816.9,54.4,0.2269,4.381
142,5/5/18 15:30,0.1623,1393.7,46.2,51.2,45.217,57.247,25.5,-0.1988,44.4,715.6,48.1,0.2269,4.418
143,5/5/18 15:40,0.1623,1378.7,46.2,51.2,45.444,52.992,26.7,-0.1988,44.4,706.9,48.1,0.2269,4.393
144,5/5/18 15:50,0.1623,1313.7,43.7,48.7,45.669,56.772,27.9,-0.1988,41.9,670.6,46.9,0.2269,4.381
145,5/5/18 16:00,0.1615,1263.7,43.7,46.2,45.851,53.427,30.1,-0.1988,40.6,643.1,45.6,0.2269,4.393
146,5/5/18 16:10,0.1615,1333.7,46.2,51.2,45.986,55.776,28.4,-0.1988,44.4,683.1,49.4,0.2269,4.381
147,5/5/18 16:20,0.1615,883.7,31.2,33.7,46.076,56.295,30.2,-0.1988,28.1,439.4,31.9,0.2269,4.393
148,5/5/18 16:30,0.1615,1261.2,43.7,48.7,46.166,57.506,26.3,-0.1988,43.1,646.9,48.1,0.2269,4.381
149,5/5/18 16:40,0.1608,1163.7,38.7,46.2,46.256,58.152,27.1,-0.1988,40.6,596.9,44.4,0.2269,4.393
150,5/5/18 16:50,0.1608,1051.2,36.2,41.2,46.256,59.788,25.9,-0.1988,36.9,535.6,40.6,0.2269,4.381
151,5/5/18 17:00,0.1608,981.2,33.7,41.2,46.301,56.122,26.9,-0.1988,35.6,499.4,38.1,0.2269,4.393
152,5/5/18 17:10,0.1608,988.7,33.7,41.2,46.301,56.988,27,-0.1988,36.9,505.6,38.1,0.2269,4.381
153,5/5/18 17:20,0.1608,913.7,31.2,38.7,46.256,54.604,28.5,-0.1988,34.4,465.6,35.6,0.2262,4.436
154,5/5/18 17:30,0.1601,916.2,31.2,38.7,46.256,54.3,29.8,-0.1988,34.4,471.9,36.9,0.2262,4.393
155,5/5/18 17:40,0.1594,1028.7,36.2,43.7,46.211,55.906,28.8,-0.1988,39.4,540.6,40.6,0.2262,4.381
156,5/5/18 17:50,0.1594,993.7,33.7,41.2,46.166,59.959,25.4,-0.1988,39.4,526.9,39.4,0.2262,4.418
157,5/5/18 18:00,0.1594,886.2,31.2,38.7,46.121,56.035,29.1,-0.1988,35.6,471.9,35.6,0.2262,4.381
158,5/5/18 18:10,0.1594,748.7,26.2,33.7,46.031,57.204,27.9,-0.1988,30.6,398.1,30.6,0.2262,4.393
159,5/5/18 18:20,0.1586,548.7,18.7,23.7,45.986,59.529,24.9,-0.1988,23.1,289.4,21.9,0.2262,4.381
160,5/5/18 18:30,0.1586,476.2,16.2,21.2,45.941,54.865,27.1,-0.1988,20.6,254.4,19.4,0.2262,4.393
161,5/5/18 18:40,0.1586,313.7,8.7,13.7,45.851,54.604,28.3,-0.1988,11.9,159.4,10.6,0.2254,4.381
162,5/5/18 18:50,0.1586,376.2,11.2,16.2,45.806,56.165,27.6,-0.1988,16.9,205.6,14.4,0.2262,4.418
163,5/5/18 19:00,0.1579,171.2,3.7,6.2,45.714,54.3,30.9,-0.1988,5.6,84.4,4.4,0.2254,4.393
164,5/5/18 19:10,0.1579,93.7,1.2,3.7,45.669,49.782,38.2,-0.1988,1.9,41.9,1.9,0.2254,4.393
165,5/5/18 19:20,0.1579,86.2,1.2,1.2,45.579,45.534,46.8,-0.1988,1.9,41.9,1.9,0.2254,4.393
166,5/5/18 19:30,0.1579,91.2,1.2,3.7,45.489,43.671,51,-0.1988,1.9,46.9,1.9,0.2247,4.393
167,5/5/18 19:40,0.1572,71.2,1.2,1.2,45.399,43.167,50.8,-0.1988,1.9,39.4,1.9,0.2247,4.4
168,5/5/18 19:50,0.1572,26.2,1.2,1.2,45.307,42.109,52.1,-0.1988,0.6,13.1,0.6,0.2247,4.393
169,5/5/18 20:00,0.1572,8.7,1.2,1.2,45.172,40.111,58.8,-0.1988,0.6,3.1,0.6,0.2247,4.393
170,5/5/18 20:10,0.1572,1.2,1.2,1.2,45.082,39.124,58.2,-0.1988,0.6,0.6,0.6,0.224,4.387
171,5/5/18 20:20,0.1572,1.2,1.2,1.2,44.946,36.986,65.2,-0.1988,0.6,0.6,0.6,0.224,4.381
172,5/5/18 20:30,0.1572,1.2,1.2,1.2,44.809,38.606,58.6,-0.1988,0.6,0.6,0.6,0.2247,4.381
173,5/5/18 20:40,0.1572,1.2,1.2,1.2,44.674,36.41,65.7,-0.1988,0.6,0.6,0.6,0.224,4.381
174,5/5/18 20:50,0.1572,1.2,1.2,1.2,44.537,35.298,67.6,-0.1988,0.6,0.6,0.6,0.224,4.393
175,5/5/18 21:00,0.1572,1.2,1.2,1.2,44.4,35.443,67.7,-0.1988,0.6,0.6,0.6,0.2233,4.375
176,5/5/18 21:10,0.1572,1.2,1.2,1.2,44.263,35.443,68.1,-0.1988,0.6,0.6,0.6,0.2233,4.369
177,5/5/18 21:20,0.1572,1.2,1.2,1.2,44.127,35.298,64.8,-0.1988,0.6,0.6,0.6,0.2233,4.369
178,5/5/18 21:30,0.1564,1.2,1.2,1.2,43.99,34.419,68.8,-0.1988,0.6,0.6,0.6,0.2225,4.369
179,5/5/18 21:40,0.1572,1.2,1.2,1.2,43.853,33.633,69.8,-0.1988,0.6,0.6,0.6,0.2233,4.369
180,5/5/18 21:50,0.1572,1.2,1.2,1.2,43.716,34.761,67.2,-0.1988,0.6,0.6,0.6,0.2233,4.369
181,5/5/18 22:00,0.1579,1.2,1.2,1.2,43.534,34.272,70.1,-0.1988,0.6,0.6,0.6,0.2233,4.363
182,5/5/18 22:10,0.1572,1.2,1.2,1.2,43.443,34.174,70.5,-0.1988,0.6,0.6,0.6,0.2233,4.363
183,5/5/18 22:20,0.1572,1.2,1.2,1.2,43.259,33.039,73.9,-0.1988,0.6,0.6,0.6,0.2225,4.363
184,5/5/18 22:30,0.1572,1.2,1.2,1.2,43.122,33.138,71,-0.1988,0.6,0.6,0.6,0.2225,4.363
185,5/5/18 22:40,0.1572,1.2,1.2,1.2,42.984,33.681,68,-0.1988,0.6,0.6,0.6,0.2225,4.363
186,5/5/18 22:50,0.1572,1.2,1.2,1.2,42.847,33.386,68.9,-0.1988,0.6,0.6,0.6,0.2225,4.363
187,5/5/18 23:00,0.1572,1.2,1.2,1.2,42.708,31.642,72,-0.1988,0.6,0.6,0.6,0.2225,4.363
188,5/5/18 23:10,0.1572,1.2,1.2,1.2,42.57,31.692,75.4,-0.1988,0.6,0.6,0.6,0.2225,4.363
189,5/5/18 23:20,0.1572,1.2,1.2,1.2,42.433,31.892,74.3,-0.1988,0.6,0.6,0.6,0.2225,4.363
190,5/5/18 23:30,0.1572,1.2,1.2,1.2,42.341,30.072,77.8,-0.1988,0.6,0.6,0.6,0.2218,4.363
191,5/5/18 23:40,0.1572,1.2,1.2,1.2,42.156,31.289,76.8,-0.1988,0.6,0.6,0.6,0.2218,4.363
