Plot Title: 20139116_UMC1,,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 20139116, SEN S/N: 20145938)","Water Content, m³/m³ (LGR S/N: 20139116, SEN S/N: 20152219)","Temp, °F (LGR S/N: 20139116, SEN S/N: 20391814, LBL: UM_Rmeadow)"
,7/26/18 17:00,0.1229,0.1194,75.204
,7/26/18 18:00,0.1229,0.1194,75.247
,7/26/18 19:00,0.1229,0.1189,74.467
,7/26/18 20:00,0.1224,0.1189,72.739
,7/26/18 21:00,0.1219,0.1194,70.63
,7/26/18 22:00,0.1219,0.1189,68.4
,7/26/18 23:00,0.1219,0.1184,66.385
,7/27/18 0:00,0.1214,0.1189,64.459
,7/27/18 1:00,0.1214,0.1184,62.748
,7/27/18 2:00,0.1214,0.1189,61.205
,7/27/18 3:00,0.1209,0.1189,59.745
,7/27/18 4:00,0.1209,0.1179,58.455
,7/27/18 5:00,0.1209,0.1184,57.29
,7/27/18 6:00,0.1209,0.1179,56.165
,7/27/18 7:00,0.1204,0.1184,55.213
,7/27/18 8:00,0.1209,0.1179,54.995
,7/27/18 9:00,0.1209,0.1179,57.204
,7/27/18 10:00,0.1209,0.1189,61.205
,7/27/18 11:00,0.1209,0.1179,65.53
,7/27/18 12:00,0.1204,0.1179,68.484
,7/27/18 13:00,0.1209,0.1184,69.3
,7/27/18 14:00,0.1209,0.1184,71.103
,7/27/18 15:00,0.1209,0.1184,74.163
,7/27/18 16:00,0.1209,0.1184,75.853
,7/27/18 17:00,0.1209,0.1179,75.029
,7/27/18 18:00,0.1204,0.1189,73.386
,7/27/18 19:00,0.1204,0.1199,71.877
,7/27/18 20:00,0.1204,0.1189,69.942
,7/27/18 21:00,0.1204,0.1194,67.798
,7/27/18 22:00,0.1204,0.1199,65.829
,7/27/18 23:00,0.1199,0.1194,64.033
,7/28/18 0:00,0.1199,0.1194,62.233
,7/28/18 1:00,0.1199,0.1189,60.561
,7/28/18 2:00,0.1194,0.1189,59.014
,7/28/18 3:00,0.1199,0.1194,57.592
,7/28/18 4:00,0.1199,0.1194,56.295
,7/28/18 5:00,0.1194,0.1184,55.168
,7/28/18 6:00,0.1194,0.1184,54.126
,7/28/18 7:00,0.1194,0.1184,53.253
,7/28/18 8:00,0.1189,0.1184,52.992
,7/28/18 9:00,0.1194,0.1194,54.952
,7/28/18 10:00,0.1199,0.1184,58.582
,7/28/18 11:00,0.1194,0.1179,61.891
,7/28/18 12:00,0.1194,0.1184,64.161
,7/28/18 13:00,0.1194,0.1179,64.674
,7/28/18 14:00,0.1194,0.1189,65.403
,7/28/18 15:00,0.1194,0.1184,67.627
,7/28/18 16:00,0.1194,0.1189,69.728
,7/28/18 17:00,0.1194,0.1189,70.803
,7/28/18 18:00,0.1194,0.1179,70.201
,7/28/18 19:00,0.1189,0.1184,68.484
,7/28/18 20:00,0.1189,0.1184,66.772
,7/28/18 21:00,0.1189,0.1184,65.145
,7/28/18 22:00,0.1189,0.1189,63.347
,7/28/18 23:00,0.1189,0.1184,61.547
,7/29/18 0:00,0.1184,0.1179,59.873
,7/29/18 1:00,0.1184,0.1184,58.325
,7/29/18 2:00,0.1179,0.1189,56.944
,7/29/18 3:00,0.1179,0.1179,55.647
,7/29/18 4:00,0.1179,0.1184,54.473
,7/29/18 5:00,0.1179,0.1184,53.384
,7/29/18 6:00,0.1174,0.1184,52.378
,7/29/18 7:00,0.1174,0.1179,51.544
,7/29/18 8:00,0.1174,0.1179,51.37
,7/29/18 9:00,0.1184,0.1184,53.515
,7/29/18 10:00,0.1184,0.1179,57.117
,7/29/18 11:00,0.1184,0.1179,61.032
,7/29/18 12:00,0.1184,0.1179,65.188
,7/29/18 13:00,0.1184,0.1184,69.256
,7/29/18 14:00,0.1184,0.1179,72.523
,7/29/18 15:00,0.1184,0.1179,74.597
,7/29/18 16:00,0.1174,0.1174,74.683
,7/29/18 17:00,0.1179,0.1189,73.04
,7/29/18 18:00,0.1184,0.1184,71.577
,7/29/18 19:00,0.1179,0.1189,69.985
,7/29/18 20:00,0.1174,0.1179,68.313
,7/29/18 21:00,0.1174,0.1184,66.515
,7/29/18 22:00,0.1174,0.1179,64.589
,7/29/18 23:00,0.1174,0.1179,62.791
,7/30/18 0:00,0.1169,0.1179,61.119
,7/30/18 1:00,0.1169,0.1184,59.616
,7/30/18 2:00,0.1169,0.1179,58.195
,7/30/18 3:00,0.1169,0.1174,56.901
,7/30/18 4:00,0.1164,0.1174,55.647
,7/30/18 5:00,0.1164,0.1174,54.43
,7/30/18 6:00,0.1164,0.1169,53.253
,7/30/18 7:00,0.1159,0.1174,52.291
,7/30/18 8:00,0.1164,0.1174,51.984
,7/30/18 9:00,0.1179,0.1164,54.082
,7/30/18 10:00,0.1179,0.1164,57.85
,7/30/18 11:00,0.1169,0.1169,61.848
,7/30/18 12:00,0.1179,0.1164,65.701
,7/30/18 13:00,0.1169,0.1174,69.085
,7/30/18 14:00,0.1164,0.1174,72.264
,7/30/18 15:00,0.1169,0.1169,74.683
,7/30/18 16:00,0.1179,0.1159,75.985
,7/30/18 17:00,0.1174,0.1169,76.203
,7/30/18 18:00,0.1174,0.1169,75.942
,7/30/18 19:00,0.1169,0.1174,74.77
,7/30/18 20:00,0.1164,0.1174,72.826
,7/30/18 21:00,0.1164,0.1169,70.372
,7/30/18 22:00,0.1159,0.1164,67.928
,7/30/18 23:00,0.1159,0.1153,65.701
,7/31/18 0:00,0.1153,0.1153,63.561
,7/31/18 1:00,0.1153,0.1174,61.633
,7/31/18 2:00,0.1153,0.1169,59.83
,7/31/18 3:00,0.1148,0.1169,58.109
,7/31/18 4:00,0.1153,0.1164,56.512
,7/31/18 5:00,0.1148,0.1153,55.038
,7/31/18 6:00,0.1148,0.1153,53.733
,7/31/18 7:00,0.1148,0.1159,52.597
,7/31/18 8:00,0.1148,0.1159,52.029
,7/31/18 9:00,0.1153,0.1164,54.255
,7/31/18 10:00,0.1153,0.1159,58.626
,7/31/18 11:00,0.1153,0.1164,63.219
,7/31/18 12:00,0.1153,0.1159,67.413
,7/31/18 13:00,0.1153,0.1164,71.274
,7/31/18 14:00,0.1153,0.1159,74.467
,7/31/18 15:00,0.1159,0.1164,76.593
,7/31/18 16:00,0.1153,0.1164,77.247
,7/31/18 17:00,0.1153,0.1164,76.899
,7/31/18 18:00,0.1153,0.1153,75.942
,7/31/18 19:00,0.1153,0.1159,74.554
,7/31/18 20:00,0.1153,0.1164,72.653
,7/31/18 21:00,0.1148,0.1159,70.372
,7/31/18 22:00,0.1148,0.1159,68.013
,7/31/18 23:00,0.1148,0.1159,65.829
,8/1/18 0:00,0.1148,0.1159,63.903
,8/1/18 1:00,0.1143,0.1159,62.191
,8/1/18 2:00,0.1143,0.1159,60.517
,8/1/18 3:00,0.1138,0.1148,59.014
,8/1/18 4:00,0.1138,0.1148,57.636
,8/1/18 5:00,0.1138,0.1143,56.383
,8/1/18 6:00,0.1138,0.1138,55.168
,8/1/18 7:00,0.1133,0.1143,54.212
,8/1/18 8:00,0.1133,0.1148,53.951
,8/1/18 9:00,0.1138,0.1148,55.515
,8/1/18 10:00,0.1138,0.1148,59.185
,8/1/18 11:00,0.1138,0.1153,63.262
,8/1/18 12:00,0.1143,0.1143,67.329
,8/1/18 13:00,0.1143,0.1148,71.103
,8/1/18 14:00,0.1138,0.1133,73.256
,8/1/18 15:00,0.1133,0.1133,73.342
,8/1/18 16:00,0.1133,0.1138,72.826
,8/1/18 17:00,0.1133,0.1138,72.739
,8/1/18 18:00,0.1133,0.1138,72.351
,8/1/18 19:00,0.1133,0.1143,71.231
,8/1/18 20:00,0.1128,0.1133,69.814
,8/1/18 21:00,0.1128,0.1138,68.056
,8/1/18 22:00,0.1122,0.1138,66.258
,8/1/18 23:00,0.1128,0.1133,64.76
,8/2/18 0:00,0.1122,0.1138,63.304
,8/2/18 1:00,0.1117,0.1128,61.761
,8/2/18 2:00,0.1117,0.1133,60.303
,8/2/18 3:00,0.1117,0.1133,58.971
,8/2/18 4:00,0.1117,0.1128,57.722
,8/2/18 5:00,0.1117,0.1122,56.512
,8/2/18 6:00,0.1117,0.1128,55.386
,8/2/18 7:00,0.1112,0.1128,54.473
,8/2/18 8:00,0.1117,0.1122,54.255
,8/2/18 9:00,0.1117,0.1122,56.295
,8/2/18 10:00,0.1122,0.1133,60.217
,8/2/18 11:00,0.1117,0.1128,64.288
,8/2/18 12:00,0.1117,0.1128,67.114
,8/2/18 13:00,0.1122,0.1128,68.227
,8/2/18 14:00,0.1122,0.1133,69.728
,8/2/18 15:00,0.1122,0.1128,71.577
,8/2/18 16:00,0.1122,0.1128,73.342
,8/2/18 17:00,0.1122,0.1133,73.861
,8/2/18 18:00,0.1122,0.1128,73.731
,8/2/18 19:00,0.1122,0.1133,72.997
,8/2/18 20:00,0.1117,0.1128,71.62
,8/2/18 21:00,0.1117,0.1128,69.728
,8/2/18 22:00,0.1112,0.1128,67.971
,8/2/18 23:00,0.1112,0.1128,66.472
,8/3/18 0:00,0.1117,0.1128,65.273
,8/3/18 1:00,0.1112,0.1122,64.247
,8/3/18 2:00,0.1112,0.1122,63.304
,8/3/18 3:00,0.1112,0.1122,62.447
,8/3/18 4:00,0.1112,0.1122,61.677
,8/3/18 5:00,0.1107,0.1117,60.991
,8/3/18 6:00,0.1107,0.1128,60.39
,8/3/18 7:00,0.1107,0.1122,59.873
,8/3/18 8:00,0.1107,0.1122,59.529
,8/3/18 9:00,0.1107,0.1122,59.401
,8/3/18 10:00,0.1107,0.1122,59.873
,8/3/18 11:00,0.1107,0.1128,60.561
,8/3/18 12:00,0.1107,0.1122,61.419
,8/3/18 13:00,0.1101,0.1122,61.547
,8/3/18 14:00,0.1107,0.1128,61.248
,8/3/18 15:00,0.1112,0.1138,61.677
,8/3/18 16:00,0.1112,0.1138,63.433
,8/3/18 17:00,0.1117,0.1138,64.674
,8/3/18 18:00,0.1112,0.1133,65.102
,8/3/18 19:00,0.1112,0.1138,64.589
,8/3/18 20:00,0.1107,0.1133,63.604
,8/3/18 21:00,0.1107,0.1138,62.191
,8/3/18 22:00,0.1101,0.1133,60.517
,8/3/18 23:00,0.1101,0.1128,58.928
,8/4/18 0:00,0.1101,0.1133,57.463
,8/4/18 1:00,0.1101,0.1133,56.079
,8/4/18 2:00,0.1096,0.1128,54.865
,8/4/18 3:00,0.1096,0.1128,53.69
,8/4/18 4:00,0.1096,0.1128,52.641
,8/4/18 5:00,0.1096,0.1128,51.809
,8/4/18 6:00,0.1091,0.1122,51.062
,8/4/18 7:00,0.1091,0.1122,50.4
,8/4/18 8:00,0.1091,0.1122,50.311
,8/4/18 9:00,0.1096,0.1128,52.423
,8/4/18 10:00,0.1096,0.1122,56.599
,8/4/18 11:00,0.1096,0.1122,60.303
,8/4/18 12:00,0.1096,0.1128,62.962
,8/4/18 13:00,0.1101,0.1128,64.845
,8/4/18 14:00,0.1101,0.1128,66.686
,8/4/18 15:00,0.1101,0.1128,69.129
,8/4/18 16:00,0.1101,0.1122,71.231
,8/4/18 17:00,0.1101,0.1122,71.661
,8/4/18 18:00,0.1101,0.1122,71.017
,8/4/18 19:00,0.1101,0.1122,69.643
,8/4/18 20:00,0.1101,0.1117,67.627
,8/4/18 21:00,0.1101,0.1128,65.403
,8/4/18 22:00,0.1096,0.1122,63.433
,8/4/18 23:00,0.1096,0.1128,61.506
,8/5/18 0:00,0.1096,0.1128,59.702
,8/5/18 1:00,0.1096,0.1128,58.195
,8/5/18 2:00,0.1096,0.1128,56.858
,8/5/18 3:00,0.1091,0.1122,55.602
,8/5/18 4:00,0.1091,0.1122,54.734
,8/5/18 5:00,0.1091,0.1122,54.387
,8/5/18 6:00,0.1091,0.1122,54.169
,8/5/18 7:00,0.1085,0.1138,53.82
,8/5/18 8:00,0.1085,0.1143,53.776
,8/5/18 9:00,0.1096,0.1143,54.734
,8/5/18 10:00,0.1096,0.1143,58.066
,8/5/18 11:00,0.1096,0.1138,61.248
,8/5/18 12:00,0.1101,0.1138,63.819
,8/5/18 13:00,0.1101,0.1133,65.788
,8/5/18 14:00,0.1101,0.1138,68.527
,8/5/18 15:00,0.1107,0.1138,71.146
,8/5/18 16:00,0.1107,0.1143,72.696
,8/5/18 17:00,0.1112,0.1143,73.429
,8/5/18 18:00,0.1107,0.1143,73.256
,8/5/18 19:00,0.1107,0.1143,72.221
,8/5/18 20:00,0.1107,0.1143,70.543
,8/5/18 21:00,0.1101,0.1138,68.527
,8/5/18 22:00,0.1101,0.1138,66.729
,8/5/18 23:00,0.1096,0.1143,64.931
,8/6/18 0:00,0.1096,0.1138,63.133
,8/6/18 1:00,0.1091,0.1138,61.419
,8/6/18 2:00,0.1096,0.1143,60.003
,8/6/18 3:00,0.1096,0.1133,58.626
,8/6/18 4:00,0.1096,0.1133,57.333
,8/6/18 5:00,0.1091,0.1133,56.251
,8/6/18 6:00,0.1091,0.1128,55.125
,8/6/18 7:00,0.1091,0.1133,54.037
,8/6/18 8:00,0.1091,0.1128,53.384
,8/6/18 9:00,0.1096,0.1128,55.299
,8/6/18 10:00,0.1096,0.1128,59.445
,8/6/18 11:00,0.1096,0.1128,64.074
,8/6/18 12:00,0.1096,0.1133,67.798
,8/6/18 13:00,0.1096,0.1133,70.803
,8/6/18 14:00,0.1101,0.1128,73.731
,8/6/18 15:00,0.1101,0.1138,76.246
,8/6/18 16:00,0.1101,0.1133,77.335
,8/6/18 17:00,0.1101,0.1117,77.203
,8/6/18 18:00,0.1107,0.1122,76.681
,8/6/18 19:00,0.1101,0.1117,75.42
,8/6/18 20:00,0.1096,0.1122,73.472
,8/6/18 21:00,0.1096,0.1122,71.103
,8/6/18 22:00,0.1096,0.1117,68.657
,8/6/18 23:00,0.1096,0.1133,66.429
,8/7/18 0:00,0.1091,0.1133,64.375
,8/7/18 1:00,0.1085,0.1122,62.49
,8/7/18 2:00,0.1085,0.1122,60.775
,8/7/18 3:00,0.1085,0.1128,59.185
,8/7/18 4:00,0.108,0.1122,57.679
,8/7/18 5:00,0.108,0.1117,56.383
,8/7/18 6:00,0.1085,0.1117,55.125
,8/7/18 7:00,0.108,0.1112,54.082
,8/7/18 8:00,0.1085,0.1122,53.472
,8/7/18 9:00,0.1085,0.1117,55.256
,8/7/18 10:00,0.1085,0.1117,59.315
,8/7/18 11:00,0.1091,0.1122,63.648
,8/7/18 12:00,0.1091,0.1117,67.714
,8/7/18 13:00,0.1091,0.1117,71.361
,8/7/18 14:00,0.1096,0.1117,74.381
,8/7/18 15:00,0.1096,0.1117,76.811
,8/7/18 16:00,0.1096,0.1122,78.076
,8/7/18 17:00,0.1096,0.1107,78.033
,8/7/18 18:00,0.1096,0.1122,77.247
,8/7/18 19:00,0.1096,0.1117,75.724
,8/7/18 20:00,0.1091,0.1117,73.558
,8/7/18 21:00,0.1085,0.1122,71.06
,8/7/18 22:00,0.1085,0.1117,68.657
,8/7/18 23:00,0.1085,0.1122,66.729
,8/8/18 0:00,0.1085,0.1112,64.974
,8/8/18 1:00,0.1085,0.1107,63.133
,8/8/18 2:00,0.108,0.1107,61.333
,8/8/18 3:00,0.1075,0.1096,59.659
,8/8/18 4:00,0.1075,0.1101,58.152
,8/8/18 5:00,0.1075,0.1101,56.728
,8/8/18 6:00,0.1075,0.1096,55.429
,8/8/18 7:00,0.1069,0.1096,54.3
,8/8/18 8:00,0.1069,0.1096,53.645
,8/8/18 9:00,0.1075,0.1091,55.429
,8/8/18 10:00,0.1075,0.1112,59.401
,8/8/18 11:00,0.108,0.1107,63.689
,8/8/18 12:00,0.108,0.1112,67.928
,8/8/18 13:00,0.108,0.1107,71.62
,8/8/18 14:00,0.108,0.1117,74.899
,8/8/18 15:00,0.1085,0.1117,77.421
,8/8/18 16:00,0.1085,0.1117,78.733
,8/8/18 17:00,0.1085,0.1112,78.865
,8/8/18 18:00,0.1085,0.1117,78.208
,8/8/18 19:00,0.108,0.1107,76.636
,8/8/18 20:00,0.1075,0.1107,74.424
,8/8/18 21:00,0.1075,0.1107,71.92
,8/8/18 22:00,0.1075,0.1107,69.386
,8/8/18 23:00,0.1075,0.1101,67.114
,8/9/18 0:00,0.1075,0.1101,65.102
,8/9/18 1:00,0.1069,0.1096,63.262
,8/9/18 2:00,0.1069,0.1101,61.59
,8/9/18 3:00,0.1064,0.1101,60.132
,8/9/18 4:00,0.1064,0.1107,58.798
,8/9/18 5:00,0.1069,0.1101,57.592
,8/9/18 6:00,0.1064,0.1101,56.469
,8/9/18 7:00,0.1058,0.1101,55.429
,8/9/18 8:00,0.1064,0.1091,54.82
,8/9/18 9:00,0.1064,0.1101,56.772
,8/9/18 10:00,0.1069,0.1091,60.818
,8/9/18 11:00,0.1069,0.1096,65.23
,8/9/18 12:00,0.1069,0.1085,68.313
,8/9/18 13:00,0.1069,0.1096,70.93
,8/9/18 14:00,0.1075,0.1101,73.213
,8/9/18 15:00,0.1069,0.1096,74.943
,8/9/18 16:00,0.1069,0.1096,75.594
,8/9/18 17:00,0.1075,0.1096,75.681
,8/9/18 18:00,0.1075,0.1096,75.029
,8/9/18 19:00,0.1075,0.1091,73.731
,8/9/18 20:00,0.1075,0.1101,72.178
,8/9/18 21:00,0.1069,0.1096,70.416
,8/9/18 22:00,0.1069,0.1096,68.443
,8/9/18 23:00,0.1064,0.1091,66.385
,8/10/18 0:00,0.1064,0.1096,64.459
,8/10/18 1:00,0.1064,0.1091,62.791
,8/10/18 2:00,0.1058,0.1091,61.462
,8/10/18 3:00,0.1058,0.1091,60.174
,8/10/18 4:00,0.1058,0.1091,58.842
,8/10/18 5:00,0.1053,0.1091,57.592
,8/10/18 6:00,0.1053,0.1091,56.469
,8/10/18 7:00,0.1053,0.1091,55.429
,8/10/18 8:00,0.1053,0.1091,54.691
,8/10/18 9:00,0.1053,0.1085,56.642
,8/10/18 10:00,0.1053,0.1075,60.775
,8/10/18 11:00,0.1058,0.1069,64.503
,8/10/18 12:00,0.1064,0.1091,66.429
,8/10/18 13:00,0.1064,0.1075,67.885
,8/10/18 14:00,0.1064,0.1075,69.942
,8/10/18 15:00,0.1064,0.1091,71.231
,8/10/18 16:00,0.1064,0.1085,70.93
,8/10/18 17:00,0.1064,0.1091,69.901
,8/10/18 18:00,0.1058,0.1085,69.343
,8/10/18 19:00,0.1064,0.1091,68.828
,8/10/18 20:00,0.1058,0.1096,67.757
,8/10/18 21:00,0.1058,0.1091,66.344
,8/10/18 22:00,0.1053,0.1091,64.76
,8/10/18 23:00,0.1053,0.1085,62.962
,8/11/18 0:00,0.1053,0.108,61.119
,8/11/18 1:00,0.1047,0.1069,59.486
,8/11/18 2:00,0.1047,0.1069,57.893
,8/11/18 3:00,0.1047,0.1075,56.469
,8/11/18 4:00,0.1042,0.1075,55.125
,8/11/18 5:00,0.1042,0.1064,53.865
,8/11/18 6:00,0.1036,0.1069,52.772
,8/11/18 7:00,0.1036,0.1069,51.764
,8/11/18 8:00,0.1036,0.1069,51.017
,8/11/18 9:00,0.1042,0.1069,52.992
,8/11/18 10:00,0.1042,0.1064,57.376
,8/11/18 11:00,0.1047,0.1075,62.019
,8/11/18 12:00,0.1047,0.108,66.472
,8/11/18 13:00,0.1053,0.108,70.502
,8/11/18 14:00,0.1053,0.1085,73.688
,8/11/18 15:00,0.1053,0.1091,75.942
,8/11/18 16:00,0.1058,0.1091,76.203
,8/11/18 17:00,0.1058,0.1085,75.724
,8/11/18 18:00,0.1058,0.1085,74.381
,8/11/18 19:00,0.1053,0.1091,72.869
,8/11/18 20:00,0.1053,0.1091,71.361
,8/11/18 21:00,0.1047,0.1091,69.557
,8/11/18 22:00,0.1047,0.108,67.5
,8/11/18 23:00,0.1047,0.1085,65.403
,8/12/18 0:00,0.1047,0.108,63.475
,8/12/18 1:00,0.1042,0.1085,61.677
,8/12/18 2:00,0.1042,0.1085,60.046
,8/12/18 3:00,0.1042,0.108,58.541
,8/12/18 4:00,0.1042,0.1075,57.16
,8/12/18 5:00,0.1036,0.108,55.906
,8/12/18 6:00,0.1036,0.1069,54.734
,8/12/18 7:00,0.1036,0.1075,53.69
,8/12/18 8:00,0.1036,0.1075,53.035
,8/12/18 9:00,0.1036,0.1064,55.081
,8/12/18 10:00,0.1042,0.1069,59.014
,8/12/18 11:00,0.1036,0.1069,63.433
,8/12/18 12:00,0.1042,0.1069,67.714
,8/12/18 13:00,0.1042,0.1085,70.329
,8/12/18 14:00,0.1042,0.1075,72.955
,8/12/18 15:00,0.1047,0.1085,75.074
,8/12/18 16:00,0.1053,0.1075,76.158
,8/12/18 17:00,0.1047,0.108,75.985
,8/12/18 18:00,0.1047,0.108,75.29
,8/12/18 19:00,0.1047,0.1075,74.034
,8/12/18 20:00,0.1047,0.1069,72.178
,8/12/18 21:00,0.1042,0.1075,70.243
,8/12/18 22:00,0.1042,0.1069,68.356
,8/12/18 23:00,0.1036,0.1075,66.344
,8/13/18 0:00,0.1036,0.1075,64.375
,8/13/18 1:00,0.1036,0.1075,62.62
,8/13/18 2:00,0.1031,0.1069,60.991
,8/13/18 3:00,0.1025,0.1064,59.486
,8/13/18 4:00,0.1025,0.1069,58.023
,8/13/18 5:00,0.1025,0.1064,56.728
,8/13/18 6:00,0.102,0.1058,55.472
,8/13/18 7:00,0.102,0.1064,54.43
,8/13/18 8:00,0.102,0.1064,53.82
,8/13/18 9:00,0.1031,0.1069,55.733
,8/13/18 10:00,0.1031,0.1053,59.616
,8/13/18 11:00,0.1031,0.1064,63.689
,8/13/18 12:00,0.1036,0.1069,67.543
,8/13/18 13:00,0.1036,0.1075,71.19
,8/13/18 14:00,0.1036,0.1064,73.774
,8/13/18 15:00,0.1042,0.1069,75.16
,8/13/18 16:00,0.1042,0.1064,75.81
,8/13/18 17:00,0.1042,0.1064,75.724
,8/13/18 18:00,0.1036,0.1075,74.899
,8/13/18 19:00,0.1036,0.1069,73.602
,8/13/18 20:00,0.1036,0.1069,72.007
,8/13/18 21:00,0.1031,0.1069,70.243
,8/13/18 22:00,0.1031,0.1069,68.698
,8/13/18 23:00,0.1036,0.1064,67.413
,8/14/18 0:00,0.1031,0.1069,65.872
,8/14/18 1:00,0.1025,0.1058,64.117
,8/14/18 2:00,0.1025,0.1058,62.406
,8/14/18 3:00,0.1025,0.1058,60.818
,8/14/18 4:00,0.1025,0.1064,59.358
,8/14/18 5:00,0.102,0.1058,57.979
,8/14/18 6:00,0.1014,0.1047,56.728
,8/14/18 7:00,0.1014,0.1042,55.602
,8/14/18 8:00,0.1014,0.1058,54.995
,8/14/18 9:00,0.1025,0.1064,56.685
,8/14/18 10:00,0.1025,0.1058,60.217
,8/14/18 11:00,0.1025,0.1058,64.288
,8/14/18 12:00,0.1025,0.1064,66.814
,8/14/18 13:00,0.1031,0.1058,69.471
,8/14/18 14:00,0.1031,0.1064,71.964
,8/14/18 15:00,0.1031,0.1069,73.947
,8/14/18 16:00,0.1036,0.1058,75.117
,8/14/18 17:00,0.1036,0.1069,75.333
,8/14/18 18:00,0.1031,0.1069,74.813
,8/14/18 19:00,0.1031,0.1064,73.731
,8/14/18 20:00,0.1025,0.1058,72.178
,8/14/18 21:00,0.1025,0.1064,70.372
,8/14/18 22:00,0.1025,0.1058,68.484
,8/14/18 23:00,0.1025,0.1053,66.6
,8/15/18 0:00,0.102,0.1058,64.76
,8/15/18 1:00,0.102,0.1058,63.09
,8/15/18 2:00,0.102,0.1047,61.547
,8/15/18 3:00,0.1014,0.1053,60.174
,8/15/18 4:00,0.1014,0.1053,58.971
,8/15/18 5:00,0.1014,0.1042,57.936
,8/15/18 6:00,0.1009,0.1042,56.901
,8/15/18 7:00,0.1014,0.1042,55.906
,8/15/18 8:00,0.1009,0.1047,55.256
,8/15/18 9:00,0.1014,0.1053,57.031
,8/15/18 10:00,0.1009,0.1058,60.561
,8/15/18 11:00,0.102,0.1053,63.518
,8/15/18 12:00,0.102,0.1053,66.385
,8/15/18 13:00,0.102,0.1058,68.227
,8/15/18 14:00,0.102,0.1053,70.115
,8/15/18 15:00,0.1025,0.1064,71.577
,8/15/18 16:00,0.102,0.1058,72.61
,8/15/18 17:00,0.1025,0.1064,72.997
,8/15/18 18:00,0.1025,0.1064,72.739
,8/15/18 19:00,0.102,0.1064,71.661
,8/15/18 20:00,0.102,0.1064,70.072
,8/15/18 21:00,0.102,0.1053,68.185
,8/15/18 22:00,0.1014,0.1053,66.258
,8/15/18 23:00,0.1014,0.1058,64.459
,8/16/18 0:00,0.1014,0.1058,62.834
,8/16/18 1:00,0.1009,0.1058,61.376
,8/16/18 2:00,0.1009,0.1053,60.26
,8/16/18 3:00,0.1009,0.1053,59.229
,8/16/18 4:00,0.1003,0.1047,58.282
,8/16/18 5:00,0.1009,0.1053,57.247
,8/16/18 6:00,0.1009,0.1042,56.599
,8/16/18 7:00,0.1003,0.1047,56.208
,8/16/18 8:00,0.1003,0.1042,56.251
,8/16/18 9:00,0.1003,0.1053,56.988
,8/16/18 10:00,0.1003,0.1053,58.885
,8/16/18 11:00,0.1009,0.1047,61.761
,8/16/18 12:00,0.1009,0.1053,63.561
,8/16/18 13:00,0.1009,0.1047,64.589
,8/16/18 14:00,0.1009,0.1058,64.974
,8/16/18 15:00,0.1009,0.1047,64.674
,8/16/18 16:00,0.1009,0.1058,65.273
,8/16/18 17:00,0.1014,0.1133,65.273
,8/16/18 18:00,0.1058,0.1112,64.888
,8/16/18 19:00,0.1058,0.1101,64.074
,8/16/18 20:00,0.1053,0.1101,62.875
,8/16/18 21:00,0.1053,0.1122,61.633
,8/16/18 22:00,0.1058,0.1138,60.474
,8/16/18 23:00,0.1064,0.1133,59.401
,8/17/18 0:00,0.1058,0.1128,58.239
,8/17/18 1:00,0.1053,0.1117,56.901
,8/17/18 2:00,0.1058,0.1117,55.429
,8/17/18 3:00,0.1058,0.1122,54.082
,8/17/18 4:00,0.1058,0.1122,52.817
,8/17/18 5:00,0.1053,0.1117,51.678
,8/17/18 6:00,0.1047,0.1117,50.621
,8/17/18 7:00,0.1047,0.1112,49.825
,8/17/18 8:00,0.1053,0.1112,49.737
,8/17/18 9:00,0.1053,0.1112,51.237
,8/17/18 10:00,0.1053,0.1112,54.777
,8/17/18 11:00,0.1058,0.1096,59.229
,8/17/18 12:00,0.1058,0.1091,63.732
,8/17/18 13:00,0.1058,0.1096,66.558
,8/17/18 14:00,0.1058,0.1085,67.543
,8/17/18 15:00,0.1058,0.1101,67.329
,8/17/18 16:00,0.1058,0.1107,66.814
,8/17/18 17:00,0.1064,0.1112,65.959
,8/17/18 18:00,0.1064,0.1107,65.53
,8/17/18 19:00,0.1069,0.1107,64.632
,8/17/18 20:00,0.1064,0.1107,63.561
,8/17/18 21:00,0.1064,0.1117,62.191
,8/17/18 22:00,0.1064,0.1107,60.474
,8/17/18 23:00,0.1064,0.1107,58.885
,8/18/18 0:00,0.1064,0.1107,57.463
,8/18/18 1:00,0.1064,0.1112,56.079
,8/18/18 2:00,0.1058,0.1112,54.777
,8/18/18 3:00,0.1058,0.1112,53.559
,8/18/18 4:00,0.1058,0.1107,52.466
,8/18/18 5:00,0.1053,0.1107,51.413
,8/18/18 6:00,0.1058,0.1112,50.841
,8/18/18 7:00,0.1053,0.1112,50.664
,8/18/18 8:00,0.1053,0.1128,50.797
,8/18/18 9:00,0.1064,0.1179,51.062
,8/18/18 10:00,0.1091,0.1179,51.37
,8/18/18 11:00,0.1091,0.1159,52.115
,8/18/18 12:00,0.1091,0.1159,56.642
,8/18/18 13:00,0.1091,0.1138,62.019
,8/18/18 14:00,0.1096,0.1153,65.615
,8/18/18 15:00,0.1096,0.1153,66.814
,8/18/18 16:00,0.1101,0.1143,67.199
,8/18/18 17:00,0.1101,0.1148,67.158
,8/18/18 18:00,0.1101,0.1153,66.344
,8/18/18 19:00,0.1096,0.1159,64.845
