#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20139115, SEN S/N: 9719156)","Temp, °F (LGR S/N: 20139115, SEN S/N: 9721338)","RH, % (LGR S/N: 20139115, SEN S/N: 9721338)","Water Content, m³/m³ (LGR S/N: 20139115, SEN S/N: 20145937)","Water Content, m³/m³ (LGR S/N: 20139115, SEN S/N: 20152215)"
1,5/16/18 11:25,48.004,68.227,22.8,0.149,0.1724
2,5/16/18 12:25,53.384,71.317,16.9,0.1503,0.1718
3,5/16/18 13:25,57.979,71.533,17.1,0.1508,0.1718
4,5/16/18 14:25,61.59,74.597,16.6,0.1519,0.1718
5,5/16/18 15:25,62.533,71.361,17.1,0.1519,0.1718
6,5/16/18 16:25,61.72,72.05,14.3,0.1523,0.1714
7,5/16/18 17:25,61.162,70.673,17.7,0.1523,0.1714
8,5/16/18 18:25,61.075,66.472,17.5,0.1523,0.1714
9,5/16/18 19:25,60.561,48.405,43.3,0.1527,0.1714
10,5/16/18 20:25,57.85,38.937,62,0.1532,0.1724
11,5/16/18 21:25,55.168,34.565,69.5,0.1532,0.1724
12,5/16/18 22:25,52.817,35.006,66,0.1538,0.1728
13,5/16/18 23:25,50.797,36.747,54.1,0.1547,0.1732
14,5/17/18 0:25,49.073,30.682,70,0.1547,0.1738
15,5/17/18 1:25,47.334,29.457,67.1,0.1551,0.1742
16,5/17/18 2:25,45.714,26.96,73.4,0.1558,0.1742
17,5/17/18 3:25,44.218,27.433,71.2,0.1558,0.1746
18,5/17/18 4:25,42.8,25.952,72.1,0.1562,0.1752
19,5/17/18 5:25,41.601,23.902,77.9,0.1566,0.1756
20,5/17/18 6:25,40.485,24.879,76.1,0.1566,0.1756
21,5/17/18 7:25,39.643,34.761,75.7,0.1577,0.1756
22,5/17/18 8:25,39.97,52.729,31.7,0.1581,0.1762
23,5/17/18 9:25,41.97,61.248,25.6,0.1585,0.1762
24,5/17/18 10:25,45.217,66.344,21.3,0.1581,0.1752
25,5/17/18 11:25,49.204,66.943,20.8,0.1581,0.1746
26,5/17/18 12:25,53.645,68.871,19.7,0.157,0.1746
27,5/17/18 13:25,57.636,71.146,16.1,0.1566,0.1738
28,5/17/18 14:25,60.991,73.04,14.7,0.1562,0.1728
29,5/17/18 15:25,62.062,71.62,17.5,0.1558,0.1724
30,5/17/18 16:25,61.506,64.204,18.7,0.1558,0.1718
31,5/17/18 17:25,60.991,56.772,21.7,0.1551,0.1714
32,5/17/18 18:25,60.818,62.148,17.9,0.1551,0.1714
33,5/17/18 19:25,60.39,53.733,21.8,0.1551,0.1714
34,5/17/18 20:25,58.066,49.604,24.2,0.1547,0.1714
35,5/17/18 21:25,55.429,38.368,48.9,0.1551,0.1718
36,5/17/18 22:25,53.209,35.685,60.4,0.1551,0.1724
37,5/17/18 23:25,51.237,30.884,66.8,0.1558,0.1728
38,5/18/18 0:25,49.294,29.817,68.6,0.1558,0.1728
39,5/18/18 1:25,47.512,27.064,70.9,0.1562,0.1738
40,5/18/18 2:25,45.986,26.854,67.8,0.1562,0.1738
41,5/18/18 3:25,44.537,26.218,76.6,0.1566,0.1742
42,5/18/18 4:25,43.214,26.006,70.4,0.157,0.1742
43,5/18/18 5:25,41.97,24.228,82.4,0.157,0.1746
44,5/18/18 6:25,40.905,24.283,78,0.1577,0.1752
45,5/18/18 7:25,40.111,35.83,72.2,0.1581,0.1756
46,5/18/18 8:25,40.485,53.994,33,0.1585,0.1756
47,5/18/18 9:25,42.433,61.119,23.3,0.1585,0.1752
48,5/18/18 10:25,45.624,64.974,21,0.1581,0.1752
49,5/18/18 11:25,50.092,68.443,17.8,0.1581,0.1742
50,5/18/18 12:25,54.604,67.242,17.4,0.1566,0.1738
51,5/18/18 13:25,55.647,58.023,23.2,0.1562,0.1732
52,5/18/18 14:25,55.472,57.29,21.8,0.1558,0.1728
53,5/18/18 15:25,56.599,67.798,18.3,0.1562,0.1724
54,5/18/18 16:25,57.765,60.647,22.3,0.1558,0.1718
55,5/18/18 17:25,57.936,58.885,23.7,0.1558,0.1718
56,5/18/18 18:25,57.463,54.516,26.6,0.1551,0.1714
57,5/18/18 19:25,56.295,49.516,29.8,0.1551,0.1714
58,5/18/18 20:25,54.734,46.346,34.1,0.1551,0.1714
59,5/18/18 21:25,53.078,37.893,54.7,0.1551,0.1718
60,5/18/18 22:25,51.193,33.78,62,0.1558,0.1718
61,5/18/18 23:25,49.471,37.942,49.5,0.1558,0.1724
62,5/19/18 0:25,47.871,30.834,72.4,0.1558,0.1724
63,5/19/18 1:25,46.436,30.783,75.9,0.1558,0.1724
64,5/19/18 2:25,45.172,28.476,81.4,0.1558,0.1728
65,5/19/18 3:25,43.99,27.851,86.5,0.1562,0.1732
66,5/19/18 4:25,42.984,26.058,92.4,0.1562,0.1732
67,5/19/18 5:25,41.97,23.133,92.6,0.1562,0.1738
68,5/19/18 6:25,40.951,24.609,94.2,0.1562,0.1738
69,5/19/18 7:25,40.392,35.928,83.6,0.157,0.1738
70,5/19/18 8:25,41.09,54.212,43.4,0.1577,0.1738
71,5/19/18 9:25,43.351,59.529,33.7,0.1577,0.1732
72,5/19/18 10:25,46.571,63.133,27.4,0.157,0.1732
73,5/19/18 11:25,49.516,51.852,35.2,0.1558,0.1728
74,5/19/18 12:25,51.94,49.737,41.8,0.1558,0.1724
75,5/19/18 13:25,53.209,55.256,39.5,0.1558,0.1718
76,5/19/18 14:25,53.994,61.891,29.9,0.1558,0.1714
77,5/19/18 15:25,55.647,66.729,23.8,0.1558,0.1709
78,5/19/18 16:25,56.988,62.105,22.4,0.1551,0.1703
79,5/19/18 17:25,57.247,53.253,36.3,0.1551,0.1699
80,5/19/18 18:25,56.685,52.641,41.2,0.1547,0.1695
81,5/19/18 19:25,55.992,44.991,59.3,0.1542,0.1695
82,5/19/18 20:25,54.212,39.267,84.4,0.1542,0.1699
83,5/19/18 21:25,52.378,35.733,96.7,0.1581,0.1648
84,5/19/18 22:25,50.709,37.035,97.7,0.157,0.1648
85,5/19/18 23:25,49.294,31.642,97.8,0.1577,0.1652
86,5/20/18 0:25,47.647,30.987,98.6,0.1581,0.1648
87,5/20/18 1:25,46.076,27.327,96.2,0.1581,0.1663
88,5/20/18 2:25,44.719,26.112,95.9,0.1581,0.1671
89,5/20/18 3:25,43.443,25.898,96,0.1577,0.1677
90,5/20/18 4:25,42.247,25.309,95.2,0.1581,0.1681
91,5/20/18 5:25,41.184,24.174,95.5,0.1585,0.1681
92,5/20/18 6:25,40.298,28.476,97.4,0.159,0.1685
93,5/20/18 7:25,39.736,32.193,96.9,0.1596,0.1671
94,5/20/18 8:25,39.97,42.017,94,0.159,0.1677
95,5/20/18 9:25,41.925,49.516,74,0.1585,0.1709
96,5/20/18 10:25,45.217,59.873,45.1,0.1585,0.1718
97,5/20/18 11:25,49.737,62.533,46,0.1577,0.1718
98,5/20/18 12:25,54.255,60.303,35.4,0.1566,0.1709
99,5/20/18 13:25,55.819,53.645,45.9,0.1562,0.1709
100,5/20/18 14:25,54.691,51.062,39.2,0.1551,0.1703
101,5/20/18 15:25,53.078,46.166,50.1,0.1558,0.1699
102,5/20/18 16:25,51.633,47.289,57.2,0.1562,0.1699
103,5/20/18 17:25,51.413,48.36,58.1,0.1562,0.1699
104,5/20/18 18:25,51.589,46.706,63.6,0.1558,0.1699
105,5/20/18 19:25,50.974,42.847,70.7,0.1558,0.1699
106,5/20/18 20:25,49.737,33.831,92.9,0.1551,0.1699
107,5/20/18 21:25,47.871,28.632,94.9,0.1558,0.1699
108,5/20/18 22:25,46.166,27.747,96.2,0.1562,0.1703
109,5/20/18 23:25,44.719,28.269,97.2,0.1562,0.1709
110,5/21/18 0:25,43.534,26.164,97.1,0.1562,0.1709
111,5/21/18 1:25,42.341,25.363,94.7,0.1566,0.1714
112,5/21/18 2:25,41.23,25.524,96.5,0.157,0.1714
113,5/21/18 3:25,40.204,24.499,94.3,0.1566,0.1718
114,5/21/18 4:25,39.313,24.228,95.7,0.157,0.1718
115,5/21/18 5:25,38.557,23.846,94.7,0.157,0.1724
116,5/21/18 6:25,37.846,24.771,95.7,0.1577,0.1724
117,5/21/18 7:25,37.416,32.542,96.5,0.1581,0.1718
118,5/21/18 8:25,37.798,45.534,81.2,0.1585,0.1728
119,5/21/18 9:25,39.97,56.556,52.7,0.1581,0.1732
120,5/21/18 10:25,43.306,60.904,44,0.1577,0.1728
121,5/21/18 11:25,47.914,57.42,42.9,0.1566,0.1728
122,5/21/18 12:25,52.072,69.343,29,0.1562,0.1718
123,5/21/18 13:25,55.558,61.205,30.6,0.1551,0.1709
124,5/21/18 14:25,55.906,59.529,30.2,0.1547,0.1703
125,5/21/18 15:25,55.863,52.509,50,0.1542,0.1695
126,5/21/18 16:25,56.122,70.543,25.1,0.1547,0.1685
127,5/21/18 17:25,56.642,55.647,35.4,0.1538,0.1685
128,5/21/18 18:25,55.602,48.628,58.3,0.1532,0.1685
129,5/21/18 19:25,53.994,46.436,68.1,0.1542,0.1685
130,5/21/18 20:25,52.817,39.502,83.4,0.1538,0.1689
131,5/21/18 21:25,51.062,33.879,93.1,0.1532,0.1685
132,5/21/18 22:25,49.249,31.642,94.6,0.1532,0.1689
133,5/21/18 23:25,47.647,30.376,95,0.1542,0.1689
134,5/22/18 0:25,46.166,30.326,96.3,0.1542,0.1695
135,5/22/18 1:25,44.856,28.008,96.4,0.1547,0.1695
136,5/22/18 2:25,43.671,28.008,97.4,0.1547,0.1695
137,5/22/18 3:25,42.525,25.846,95.9,0.1547,0.1699
138,5/22/18 4:25,41.463,25.846,96.3,0.1558,0.1703
139,5/22/18 5:25,40.579,25.363,96.3,0.1558,0.1703
140,5/22/18 6:25,39.736,25.632,96.4,0.1558,0.1703
141,5/22/18 7:25,39.173,33.534,96.3,0.1558,0.1703
142,5/22/18 8:25,39.69,50.223,79.1,0.1566,0.1709
143,5/22/18 9:25,41.878,55.213,50.3,0.1566,0.1714
144,5/22/18 10:25,45.217,60.517,42.5,0.1562,0.1709
145,5/22/18 11:25,49.516,68.27,33.6,0.1558,0.1703
146,5/22/18 12:25,53.209,56.512,39.3,0.1542,0.1699
147,5/22/18 13:25,55.038,60.991,37.7,0.1538,0.1689
148,5/22/18 14:25,56.772,61.419,42.5,0.1538,0.1685
149,5/22/18 15:25,57.117,54.777,39.7,0.1532,0.1677
150,5/22/18 16:25,56.426,55.906,39.7,0.1532,0.1677
151,5/22/18 17:25,55.906,60.904,37.2,0.1527,0.1677
152,5/22/18 18:25,55.558,55.213,52.6,0.1527,0.1671
153,5/22/18 19:25,55.69,48.405,58,0.1532,0.1671
154,5/22/18 20:25,53.908,34.272,89.9,0.1527,0.1671
155,5/22/18 21:25,51.544,29.917,94.4,0.1527,0.1677
156,5/22/18 22:25,49.471,31.791,95.1,0.1532,0.1677
157,5/22/18 23:25,47.736,28.891,95.6,0.1532,0.1681
158,5/23/18 0:25,46.211,27.538,97.3,0.1532,0.1681
159,5/23/18 1:25,44.856,26.483,97.5,0.1538,0.1685
160,5/23/18 2:25,43.624,27.486,96.7,0.1538,0.1685
161,5/23/18 3:25,42.755,30.326,97.5,0.1542,0.1685
162,5/23/18 4:25,41.97,26.802,96.4,0.1542,0.1689
163,5/23/18 5:25,41.137,27.747,96.1,0.1542,0.1689
164,5/23/18 6:25,40.532,30.123,97.4,0.1547,0.1695
165,5/23/18 7:25,40.579,41.787,93.5,0.1547,0.1695
166,5/23/18 8:25,41.925,51.105,59.1,0.1547,0.1695
167,5/23/18 9:25,43.9,58.368,44.6,0.1551,0.1695
168,5/23/18 10:25,46.751,65.403,30.9,0.1542,0.1689
169,5/23/18 11:25,50.929,56.208,32.8,0.1532,0.1685
170,5/23/18 12:25,55.168,61.633,27.3,0.1532,0.1677
171,5/23/18 13:25,57.807,67.798,23.6,0.1527,0.1671
172,5/23/18 14:25,60.904,70.543,24.4,0.1527,0.1663
173,5/23/18 15:25,62.148,68.313,25.2,0.1519,0.1652
174,5/23/18 16:25,62.105,64.632,24.3,0.1519,0.1648
175,5/23/18 17:25,61.891,63.475,26.1,0.1519,0.1642
176,5/23/18 18:25,61.848,62.406,29.3,0.1514,0.1642
177,5/23/18 19:25,61.29,56.079,33.6,0.1514,0.1642
178,5/23/18 20:25,59.185,42.616,48.3,0.1514,0.1648
179,5/23/18 21:25,56.556,38.984,55,0.1514,0.1648
180,5/23/18 22:25,54.343,37.942,56.8,0.1514,0.1652
181,5/23/18 23:25,52.378,31.39,69.8,0.1514,0.1652
182,5/24/18 0:25,50.445,28.632,80,0.1519,0.1656
183,5/24/18 1:25,48.672,27.59,83.2,0.1519,0.1656
184,5/24/18 2:25,47.154,26.431,85.4,0.1519,0.1663
185,5/24/18 3:25,45.714,25.471,83,0.1523,0.1663
186,5/24/18 4:25,44.4,24.499,91.2,0.1523,0.1667
187,5/24/18 5:25,43.167,23.846,91.9,0.1527,0.1667
188,5/24/18 6:25,42.109,24.283,90.1,0.1527,0.1671
189,5/24/18 7:25,41.369,42.433,71.2,0.1532,0.1671
190,5/24/18 8:25,41.97,54.473,42.3,0.1542,0.1677
191,5/24/18 9:25,43.99,60.433,32.7,0.1538,0.1671
192,5/24/18 10:25,46.751,64.204,26.3,0.1532,0.1663
193,5/24/18 11:25,50.4,65.745,26.3,0.1527,0.1656
194,5/24/18 12:25,55.168,68.227,25.7,0.1519,0.1648
195,5/24/18 13:25,60.046,70.543,22.1,0.1514,0.1638
196,5/24/18 14:25,64.033,71.361,19.1,0.1508,0.1629
197,5/24/18 15:25,65.273,72.653,18.5,0.1503,0.1596
198,5/24/18 16:25,64.931,72.093,19.1,0.149,0.159
199,5/24/18 17:25,64.546,68.484,20.1,0.1484,0.1585
200,5/24/18 18:25,64.803,65.788,20.4,0.1484,0.1596
201,5/24/18 19:25,64.632,57.117,34.4,0.1479,0.1596
202,5/24/18 20:25,62.406,39.643,67.6,0.1475,0.159
203,5/24/18 21:25,59.486,37.416,65.2,0.1479,0.1596
204,5/24/18 22:25,56.858,33.435,80.4,0.1475,0.1596
205,5/24/18 23:25,54.561,32.092,80.7,0.1479,0.16
206,5/25/18 0:25,52.641,30.276,82.8,0.1484,0.16
207,5/25/18 1:25,50.886,30.376,79,0.1484,0.1604
208,5/25/18 2:25,49.294,28.632,86.6,0.1484,0.1608
209,5/25/18 3:25,47.871,26.906,87.3,0.1484,0.1608
210,5/25/18 4:25,46.571,26.802,85.3,0.149,0.1608
211,5/25/18 5:25,45.354,26.483,90.4,0.1484,0.1615
212,5/25/18 6:25,44.263,25.846,91.2,0.149,0.1615
213,5/25/18 7:25,43.443,44.537,69.3,0.1495,0.1619
214,5/25/18 8:25,44.082,56.208,40,0.1499,0.1615
215,5/25/18 9:25,46.076,65.059,34.7,0.1499,0.1615
216,5/25/18 10:25,48.983,68.185,26.6,0.1495,0.1608
217,5/25/18 11:25,52.992,72.05,25.1,0.1484,0.16
218,5/25/18 12:25,57.722,73.731,20.7,0.1479,0.1596
219,5/25/18 13:25,62.49,76.419,19.7,0.1475,0.1585
220,5/25/18 14:25,66.385,78.121,18.8,0.147,0.157
221,5/25/18 15:25,67.842,77.203,16.9,0.147,0.1562
222,5/25/18 16:25,67.456,75.724,18,0.1466,0.1551
223,5/25/18 17:25,66.985,74.381,18.5,0.1459,0.1547
224,5/25/18 18:25,67.199,70.716,18.6,0.1459,0.1547
225,5/25/18 19:25,66.814,62.834,22.1,0.1455,0.1542
226,5/25/18 20:25,64.632,43.9,50.5,0.145,0.1542
227,5/25/18 21:25,61.59,37.081,60.3,0.145,0.1547
228,5/25/18 22:25,58.842,35.928,58.7,0.1455,0.1547
229,5/25/18 23:25,56.469,32.491,65.2,0.1459,0.1551
230,5/26/18 0:25,54.343,30.834,65.6,0.1459,0.1551
231,5/26/18 1:25,52.378,30.783,62.4,0.1459,0.1558
232,5/26/18 2:25,50.664,29.097,69.4,0.1459,0.1558
233,5/26/18 3:25,49.073,27.064,72.9,0.1459,0.1562
234,5/26/18 4:25,47.602,26.112,77.9,0.1466,0.1562
235,5/26/18 5:25,46.301,27.171,71.6,0.1466,0.1566
236,5/26/18 6:25,45.127,26.164,76.7,0.1466,0.1566
237,5/26/18 7:25,44.263,46.256,54.8,0.1475,0.157
238,5/26/18 8:25,44.901,58.971,32.3,0.1475,0.157
239,5/26/18 9:25,46.974,66.6,21.1,0.1479,0.1566
240,5/26/18 10:25,49.825,68.484,18.7,0.1475,0.1562
241,5/26/18 11:25,53.733,74.986,18.4,0.1466,0.1551
242,5/26/18 12:25,57.936,67.586,16.7,0.1455,0.1542
243,5/26/18 13:25,59.401,66.857,17.7,0.145,0.1532
244,5/26/18 14:25,60.217,69.427,16.8,0.145,0.1523
245,5/26/18 15:25,60.904,66.043,13.8,0.1446,0.1519
246,5/26/18 16:25,60.561,62.791,17.5,0.1446,0.1514
247,5/26/18 17:25,59.83,61.29,21,0.1441,0.1508
248,5/26/18 18:25,59.185,64.888,21.5,0.1441,0.1503
249,5/26/18 19:25,59.229,58.109,23.7,0.1441,0.1503
250,5/26/18 20:25,57.765,53.733,25.8,0.1441,0.1503
251,5/26/18 21:25,55.992,43.03,40.1,0.1434,0.1499
252,5/26/18 22:25,54.169,39.078,55.4,0.1434,0.1503
253,5/26/18 23:25,52.509,36.025,63.4,0.1434,0.1508
254,5/27/18 0:25,51.282,38.984,61.7,0.1434,0.1508
255,5/27/18 1:25,50.18,37.081,61.1,0.1434,0.1508
256,5/27/18 2:25,48.983,36.41,69.3,0.1441,0.1508
257,5/27/18 3:25,48.094,32.94,81.6,0.1441,0.1508
258,5/27/18 4:25,47.019,28.942,87.3,0.1434,0.1508
259,5/27/18 5:25,45.806,28.942,86.6,0.1434,0.1514
260,5/27/18 6:25,44.719,28.216,85.1,0.1441,0.1514
261,5/27/18 7:25,43.945,45.262,63.2,0.1446,0.1514
262,5/27/18 8:25,44.627,61.804,29.6,0.145,0.1519
263,5/27/18 9:25,46.661,63.433,28.1,0.145,0.1514
264,5/27/18 10:25,49.471,67.329,19.2,0.1441,0.1503
265,5/27/18 11:25,53.166,69.685,17.3,0.1434,0.1499
266,5/27/18 12:25,58.066,71.834,15.6,0.1425,0.1484
267,5/27/18 13:25,62.962,74.986,15.8,0.1421,0.147
268,5/27/18 14:25,67.028,74.683,12.8,0.1421,0.1459
269,5/27/18 15:25,68.185,74.206,11.7,0.1416,0.145
270,5/27/18 16:25,67.842,67.071,16.4,0.1412,0.1441
271,5/27/18 17:25,67.242,72.869,18.3,0.1412,0.143
272,5/27/18 18:25,67.199,66.301,21.1,0.1405,0.1425
273,5/27/18 19:25,66.472,60.69,23.6,0.14,0.1425
274,5/27/18 20:25,64.418,51.633,27.3,0.14,0.1425
275,5/27/18 21:25,61.633,39.549,52,0.14,0.1421
276,5/27/18 22:25,59.056,37.56,52.9,0.1396,0.1425
277,5/27/18 23:25,56.642,32.142,70.5,0.1396,0.1425
278,5/28/18 0:25,54.516,30.225,72.5,0.14,0.1425
279,5/28/18 1:25,52.641,30.429,68.5,0.14,0.143
280,5/28/18 2:25,50.886,27.433,79.6,0.14,0.143
281,5/28/18 3:25,49.383,26.643,75.2,0.14,0.1434
282,5/28/18 4:25,47.959,25.041,81.2,0.14,0.1434
283,5/28/18 5:25,46.571,23.846,83.2,0.14,0.1434
284,5/28/18 6:25,45.307,23.902,86.3,0.1405,0.1441
285,5/28/18 7:25,44.445,42.8,63.6,0.1405,0.1441
286,5/28/18 8:25,45.127,53.121,36.1,0.1412,0.1441
287,5/28/18 9:25,47.244,62.019,31.9,0.1412,0.1441
288,5/28/18 10:25,50.223,60.174,27.6,0.14,0.1434
289,5/28/18 11:25,53.035,58.626,24.6,0.1405,0.1405
290,5/28/18 12:25,54.952,57.807,28.1,0.14,0.14
291,5/28/18 13:25,56.469,60.948,24.7,0.1396,0.1391
292,5/28/18 14:25,58.885,57.16,27.3,0.1391,0.1382
293,5/28/18 15:25,60.217,71.447,20.5,0.1396,0.137
294,5/28/18 16:25,60.474,55.558,27.4,0.1387,0.1366
295,5/28/18 17:25,60.39,54.734,33.6,0.1387,0.1361
296,5/28/18 18:25,59.83,53.645,40.5,0.1387,0.1357
297,5/28/18 19:25,58.798,48.895,41.8,0.1375,0.1352
298,5/28/18 20:25,57.16,45.896,45.6,0.1375,0.1357
299,5/28/18 21:25,55.429,45.262,50,0.1382,0.1352
300,5/28/18 22:25,53.908,36.313,70.1,0.1375,0.1357
301,5/28/18 23:25,52.203,31.491,87.4,0.1375,0.1357
302,5/29/18 0:25,50.709,28.269,92.6,0.1375,0.1361
303,5/29/18 1:25,49.294,28.684,92.8,0.1375,0.1357
304,5/29/18 2:25,47.959,28.425,93.8,0.1382,0.1361
305,5/29/18 3:25,46.706,27.064,93.4,0.1382,0.1366
306,5/29/18 4:25,45.579,27.012,94.9,0.1382,0.1366
307,5/29/18 5:25,44.627,24.987,94.8,0.1382,0.1366
308,5/29/18 6:25,43.671,25.578,95.1,0.1382,0.137
309,5/29/18 7:25,43.122,41.416,84.5,0.1387,0.1366
310,5/29/18 8:25,43.9,52.378,52,0.1391,0.137
311,5/29/18 9:25,45.806,59.659,42.2,0.1391,0.137
312,5/29/18 10:25,48.182,60.346,37.8,0.1382,0.1361
313,5/29/18 11:25,51.193,62.233,37,0.1375,0.1352
314,5/29/18 12:25,54.604,54.648,40.8,0.137,0.1342
315,5/29/18 13:25,56.772,63.604,35.7,0.1366,0.1335
316,5/29/18 14:25,59.616,64.074,33.4,0.1366,0.1326
317,5/29/18 15:25,61.376,66,36.2,0.1366,0.1312
318,5/29/18 16:25,62.276,67.757,31.9,0.1361,0.1302
319,5/29/18 17:25,62.791,64.418,33,0.1357,0.1297
320,5/29/18 18:25,63.518,63.648,32.9,0.1352,0.1285
321,5/29/18 19:25,63.433,59.401,39,0.1357,0.1281
322,5/29/18 20:25,61.761,42.386,66.8,0.1357,0.1281
323,5/29/18 21:25,58.971,34.027,89.1,0.1347,0.1281
324,5/29/18 22:25,56.512,33.435,85.4,0.1352,0.1281
325,5/29/18 23:25,54.387,30.682,92.2,0.1347,0.1281
326,5/30/18 0:25,52.466,28.735,95.1,0.1347,0.1285
327,5/30/18 1:25,50.886,29.251,96.2,0.1352,0.129
328,5/30/18 2:25,49.383,28.269,97.2,0.1352,0.129
329,5/30/18 3:25,48.049,28.008,97,0.1352,0.1297
330,5/30/18 4:25,46.886,27.327,96.1,0.1352,0.129
331,5/30/18 5:25,45.714,26.589,95.8,0.1357,0.1297
332,5/30/18 6:25,44.764,27.381,96.5,0.1357,0.1297
333,5/30/18 7:25,44.082,43.488,86.8,0.1352,0.1297
334,5/30/18 8:25,44.946,57.247,49.8,0.1352,0.1297
335,5/30/18 9:25,47.019,61.677,43.2,0.1352,0.1297
336,5/30/18 10:25,49.692,66.472,33.1,0.1347,0.1285
337,5/30/18 11:25,52.686,61.248,31.6,0.1335,0.1276
338,5/30/18 12:25,56.858,70.158,30.1,0.1331,0.1261
339,5/30/18 13:25,61.119,70.115,26.5,0.1326,0.1251
340,5/30/18 14:25,64.117,75.81,27.2,0.1326,0.1237
341,5/30/18 15:25,65.359,62.406,33.9,0.1317,0.1224
342,5/30/18 16:25,64.117,51.984,49.2,0.1312,0.1219
343,5/30/18 17:25,61.075,41.416,97.9,0.1331,0.1224
344,5/30/18 18:25,58.626,50.18,90.4,0.1342,0.1224
345,5/30/18 19:25,58.239,52.597,71,0.1342,0.1204
346,5/30/18 20:25,57.117,37.609,96.3,0.1335,0.1184
347,5/30/18 21:25,54.82,34.075,95.6,0.1335,0.1184
348,5/30/18 22:25,52.686,32.542,97.8,0.1342,0.1184
349,5/30/18 23:25,50.886,31.642,98.4,0.1335,0.1189
350,5/31/18 0:25,49.294,30.376,98.3,0.1335,0.1184
351,5/31/18 1:25,47.871,29.867,98.2,0.1335,0.1184
352,5/31/18 2:25,46.751,29.917,98,0.1335,0.1189
353,5/31/18 3:25,45.669,28.994,98.2,0.1342,0.1209
354,5/31/18 4:25,44.627,28.164,97.7,0.1342,0.1214
355,5/31/18 5:25,43.716,27.851,98.2,0.1342,0.1219
356,5/31/18 6:25,42.939,28.787,97.6,0.1342,0.1219
357,5/31/18 7:25,42.478,39.173,90.4,0.1347,0.1209
358,5/31/18 8:25,43.259,51.852,81.4,0.1347,0.1214
359,5/31/18 9:25,45.669,59.745,59.7,0.1342,0.1229
360,5/31/18 10:25,49.116,64.546,42.7,0.1331,0.1224
361,5/31/18 11:25,53.209,69.17,36.3,0.1321,0.1209
362,5/31/18 12:25,57.807,70.759,26.8,0.1317,0.1194
363,5/31/18 13:25,62.748,75.42,20.4,0.1307,0.1184
364,5/31/18 14:25,66.558,75.81,19.1,0.1302,0.1169
365,5/31/18 15:25,67.671,72.523,25.1,0.1302,0.1153
366,5/31/18 16:25,66.772,73.17,19.8,0.1297,0.1143
367,5/31/18 17:25,66.301,74.12,20,0.129,0.1133
368,5/31/18 18:25,66.385,69.514,16.6,0.1285,0.1122
369,5/31/18 19:25,66.13,61.462,30.6,0.1285,0.1117
370,5/31/18 20:25,63.862,43.443,47.7,0.1285,0.1112
371,5/31/18 21:25,60.775,41.74,46.6,0.1281,0.1112
372,5/31/18 22:25,58.023,34.615,60.2,0.1276,0.1107
373,5/31/18 23:25,55.602,35.395,58.9,0.1276,0.1112
374,6/1/18 0:25,53.602,36.313,55.9,0.1281,0.1112
375,6/1/18 1:25,52.203,44.492,31.8,0.1285,0.1112
376,6/1/18 2:25,51.458,48.85,21.7,0.1281,0.1112
377,6/1/18 3:25,50.886,50.664,17,0.1281,0.1117
378,6/1/18 4:25,50.268,48.717,18.4,0.1281,0.1107
379,6/1/18 5:25,49.471,45.896,20.9,0.1281,0.1107
380,6/1/18 6:25,48.583,41.508,26,0.1276,0.1107
381,6/1/18 7:25,47.781,53.472,21.5,0.1281,0.1107
382,6/1/18 8:25,48.182,59.83,21,0.1281,0.1107
383,6/1/18 9:25,49.383,60.39,20.7,0.1281,0.1101
384,6/1/18 10:25,51.193,61.59,25.3,0.1276,0.1091
385,6/1/18 11:25,53.865,64.161,26.9,0.1271,0.108
386,6/1/18 12:25,58.152,67.285,20.4,0.1266,0.1064
387,6/1/18 13:25,63.09,67.627,22.7,0.1256,0.1053
388,6/1/18 14:25,66.857,69.901,21.6,0.1256,0.1047
389,6/1/18 15:25,67.842,62.233,22.2,0.1251,0.1031
390,6/1/18 16:25,67.329,67.928,18.7,0.1251,0.1031
391,6/1/18 17:25,67.158,66.772,17.6,0.1246,0.1025
392,6/1/18 18:25,66.643,57.893,22.8,0.1242,0.1014
393,6/1/18 19:25,66.173,58.798,20.8,0.1242,0.1009
394,6/1/18 20:25,64.247,48.938,28.8,0.1242,0.0998
395,6/1/18 21:25,61.462,39.407,45.4,0.1242,0.0998
396,6/1/18 22:25,58.971,38.464,46.2,0.1242,0.0992
397,6/1/18 23:25,56.772,36.12,50.8,0.1237,0.0992
398,6/2/18 0:25,54.648,28.787,78.6,0.1229,0.0986
399,6/2/18 1:25,52.729,28.216,80.2,0.1229,0.0986
400,6/2/18 2:25,50.974,27.223,76.7,0.1229,0.0981
401,6/2/18 3:25,49.294,25.846,80.8,0.1224,0.0986
402,6/2/18 4:25,47.871,25.417,82.2,0.1229,0.0981
403,6/2/18 5:25,46.526,23.299,85.9,0.1224,0.0981
404,6/2/18 6:25,45.262,24.879,88.1,0.1229,0.0975
405,6/2/18 7:25,44.445,44.809,59.2,0.1229,0.0986
406,6/2/18 8:25,45.217,57.679,35.9,0.1242,0.0986
407,6/2/18 9:25,47.289,62.577,31,0.1237,0.0986
408,6/2/18 10:25,50.268,67.372,18.1,0.1229,0.0975
409,6/2/18 11:25,53.994,69.814,18.4,0.1224,0.0963
410,6/2/18 12:25,59.185,73.645,17.9,0.1214,0.0955
