#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20139115, SEN S/N: 9719156)","Temp, °F (LGR S/N: 20139115, SEN S/N: 9721338)","RH, % (LGR S/N: 20139115, SEN S/N: 9721338)","Water Content, m³/m³ (LGR S/N: 20139115, SEN S/N: 20145937)","Water Content, m³/m³ (LGR S/N: 20139115, SEN S/N: 20152215)"
1857,8/1/18 20:00,68.227,57.592,45.1,-0.0025,0.0071
1858,8/1/18 21:00,66.13,47.422,60.3,-0.0025,0.0066
1859,8/1/18 22:00,64.161,47.602,65.2,-0.0036,0.0056
1860,8/1/18 23:00,62.661,49.073,60.2,-0.0036,0.0056
1861,8/2/18 0:00,61.075,42.892,72.9,-0.0047,0.005
1862,8/2/18 1:00,59.315,39.173,81.4,-0.0047,0.0029
1863,8/2/18 2:00,57.679,39.22,82.4,-0.0052,0.0024
1864,8/2/18 3:00,56.383,39.267,80.2,-0.0052,0.0024
1865,8/2/18 4:00,55.081,37.56,83.5,-0.0052,0.0013
1866,8/2/18 5:00,53.82,35.638,87.8,-0.0063,0.0013
1867,8/2/18 6:00,52.641,34.516,92.4,-0.0063,0.0008
1868,8/2/18 7:00,51.678,36.698,91,-0.0063,-0.0003
1869,8/2/18 8:00,51.589,54.082,64.4,-0.0063,0.0008
1870,8/2/18 9:00,53.253,69.6,40.1,-0.0052,0.0008
1871,8/2/18 10:00,56.469,74.856,33.2,-0.0036,0.0024
1872,8/2/18 11:00,60.604,75.16,29.2,-0.0036,0.0029
1873,8/2/18 12:00,63.903,82.575,24.5,-0.0025,0.004
1874,8/2/18 13:00,65.701,70.158,32.3,-0.0025,0.005
1875,8/2/18 14:00,68.099,76.854,25.3,-0.0019,0.0056
1876,8/2/18 15:00,71.146,81.775,24.3,-0.0019,0.0056
1877,8/2/18 16:00,73.731,78.514,26.1,-0.0008,0.0081
1878,8/2/18 17:00,73.731,77.464,27.9,-0.0008,0.0081
1879,8/2/18 18:00,73.17,80.404,24.3,-0.0019,0.0081
1880,8/2/18 19:00,72.307,67.199,35,-0.0019,0.0081
1881,8/2/18 20:00,70.63,59.014,44.2,-0.0025,0.0081
1882,8/2/18 21:00,68.443,53.559,56.8,-0.0036,0.0071
1883,8/2/18 22:00,66.472,51.282,66,-0.0036,0.0056
1884,8/2/18 23:00,64.931,52.597,62.9,-0.0036,0.0056
1885,8/3/18 0:00,63.819,52.992,67.8,-0.0047,0.005
1886,8/3/18 1:00,62.875,56.34,58,-0.0047,0.005
1887,8/3/18 2:00,61.934,52.029,67.6,-0.0047,0.004
1888,8/3/18 3:00,61.075,50.356,74.3,-0.0052,0.004
1889,8/3/18 4:00,60.346,50.709,74.4,-0.0047,0.0029
1890,8/3/18 5:00,59.616,53.645,70.2,-0.0052,0.0029
1891,8/3/18 6:00,59.014,52.378,71.4,-0.0052,0.0029
1892,8/3/18 7:00,58.498,50.445,83.4,-0.0052,0.0029
1893,8/3/18 8:00,58.239,52.029,82.9,-0.0052,0.0029
1894,8/3/18 9:00,58.325,54.473,81.1,-0.0063,0.0024
1895,8/3/18 10:00,59.142,58.109,69.7,-0.0052,0.0029
1896,8/3/18 11:00,60.132,63.304,59.1,-0.0047,0.0029
1897,8/3/18 12:00,61.162,61.633,57.2,-0.0047,0.004
1898,8/3/18 13:00,60.904,53.166,66,-0.0052,0.0029
1899,8/3/18 14:00,60.346,52.115,85.7,-0.0052,0.0024
1900,8/3/18 15:00,60.69,64.288,71.6,-0.0052,0.004
1901,8/3/18 16:00,63.946,71.533,44.6,-0.0047,0.005
1902,8/3/18 17:00,65.53,72.869,41.3,-0.0047,0.005
1903,8/3/18 18:00,65.487,69.814,42.7,-0.0047,0.0056
1904,8/3/18 19:00,64.247,59.529,59,-0.0047,0.005
1905,8/3/18 20:00,62.875,53.951,74.4,-0.0052,0.005
1906,8/3/18 21:00,61.119,44.719,86.5,-0.0052,0.004
1907,8/3/18 22:00,59.142,41.277,87.6,-0.0063,0.0029
1908,8/3/18 23:00,57.29,40.111,91.1,-0.0069,0.0024
1909,8/4/18 0:00,55.69,39.97,88.4,-0.0063,0.0024
1910,8/4/18 1:00,54.212,35.928,95.8,-0.0069,0.0013
1911,8/4/18 2:00,52.817,35.589,95.4,-0.0069,0.0008
1912,8/4/18 3:00,51.589,33.732,96.2,-0.008,-0.0003
1913,8/4/18 4:00,50.445,34.124,97.3,-0.008,-0.0003
1914,8/4/18 5:00,49.649,35.976,97.4,-0.008,-0.0008
1915,8/4/18 6:00,48.983,33.978,97.6,-0.0086,-0.0008
1916,8/4/18 7:00,48.227,37.465,98.2,-0.0086,-0.0019
1917,8/4/18 8:00,48.272,52.992,81.2,-0.0086,-0.0008
1918,8/4/18 9:00,50.002,64.76,48.7,-0.0069,-0.0003
1919,8/4/18 10:00,53.209,71.834,41.1,-0.0063,0.0008
1920,8/4/18 11:00,57.031,77.335,34.6,-0.0047,0.0013
1921,8/4/18 12:00,60.647,75.767,29,-0.0036,0.0024
1922,8/4/18 13:00,63.262,70.887,31.9,-0.0036,0.0024
1923,8/4/18 14:00,65.487,80.58,26.1,-0.0025,0.004
1924,8/4/18 15:00,70.072,85.849,21.1,-0.0025,0.0056
1925,8/4/18 16:00,72.61,77.029,26.7,-0.0019,0.0056
1926,8/4/18 17:00,71.704,72.523,29,-0.0036,0.0071
1927,8/4/18 18:00,70.286,66.344,34.7,-0.0025,0.0066
1928,8/4/18 19:00,68.4,61.59,43.2,-0.0036,0.0066
1929,8/4/18 20:00,65.615,51.984,72.2,-0.0047,0.005
1930,8/4/18 21:00,62.875,47.826,78.9,-0.0052,0.004
1931,8/4/18 22:00,60.733,42.294,86.6,-0.0052,0.0029
1932,8/4/18 23:00,58.712,37.989,91.8,-0.0063,0.0024
1933,8/5/18 0:00,56.901,37.702,92.9,-0.0063,0.0024
1934,8/5/18 1:00,55.472,39.267,95.5,-0.0063,0.0013
1935,8/5/18 2:00,54.169,35.879,94.5,-0.0069,0.0008
1936,8/5/18 3:00,52.903,37.225,97,-0.0069,-0.0003
1937,8/5/18 4:00,52.378,47.377,89.4,-0.0069,-0.0003
1938,8/5/18 5:00,52.291,45.534,96.2,-0.0069,-0.0003
1939,8/5/18 6:00,52.203,44.263,97.4,-0.0069,-0.0003
1940,8/5/18 7:00,51.94,45.489,96.4,-0.008,-0.0008
1941,8/5/18 8:00,52.072,49.516,95.1,-0.008,-0.0003
1942,8/5/18 9:00,52.772,57.636,82.3,-0.0069,0.0008
1943,8/5/18 10:00,55.125,66.087,61,-0.0063,0.0013
1944,8/5/18 11:00,58.669,69.643,57.5,-0.0052,0.0024
1945,8/5/18 12:00,62.191,67.5,54.9,-0.0047,0.0029
1946,8/5/18 13:00,65.102,75.594,36.4,-0.0025,0.004
1947,8/5/18 14:00,68.828,79.304,29.3,-0.0025,0.0056
1948,8/5/18 15:00,72.48,80.537,27.8,-0.0019,0.0071
1949,8/5/18 16:00,73.688,78.91,25.2,-0.0019,0.0071
1950,8/5/18 17:00,73.558,79.743,25.6,-0.0019,0.0081
1951,8/5/18 18:00,72.48,76.028,25.5,-0.0025,0.0081
1952,8/5/18 19:00,70.93,75.551,27.9,-0.0025,0.0081
1953,8/5/18 20:00,68.999,56.901,50.7,-0.0025,0.0081
1954,8/5/18 21:00,66.729,54.343,60,-0.0036,0.0071
1955,8/5/18 22:00,64.931,49.428,72.9,-0.0036,0.0066
1956,8/5/18 23:00,62.875,46.121,73.2,-0.0047,0.005
1957,8/6/18 0:00,60.991,47.914,66.5,-0.0047,0.005
1958,8/6/18 1:00,59.185,41.832,84.1,-0.0052,0.004
1959,8/6/18 2:00,57.765,41.463,84.9,-0.0052,0.0029
1960,8/6/18 3:00,56.295,40.392,84.3,-0.0063,0.0024
1961,8/6/18 4:00,54.995,39.502,86.8,-0.0063,0.0024
1962,8/6/18 5:00,53.994,39.173,84.7,-0.0063,0.0013
1963,8/6/18 6:00,52.686,34.81,89.9,-0.0063,0.0013
1964,8/6/18 7:00,51.544,36.361,92.3,-0.0069,0.0008
1965,8/6/18 8:00,51.017,53.384,67.6,-0.0069,0.0008
1966,8/6/18 9:00,52.509,70.072,36.2,-0.0063,0.0008
1967,8/6/18 10:00,55.819,76.332,30.6,-0.0047,0.0013
1968,8/6/18 11:00,60.39,79.48,22.2,-0.0036,0.0024
1969,8/6/18 12:00,64.589,78.165,20.8,-0.0025,0.004
1970,8/6/18 13:00,68.742,79.216,20.6,-0.0019,0.0056
1971,8/6/18 14:00,73.645,83.422,11.4,-0.0008,0.0071
1972,8/6/18 15:00,77.335,81.775,11,-0.0008,0.0081
1973,8/6/18 16:00,78.514,80.89,14.1,-0.0008,0.0087
1974,8/6/18 17:00,77.902,71.404,22.6,-0.0019,0.0097
1975,8/6/18 18:00,76.464,70.887,21.4,-0.0019,0.0087
1976,8/6/18 19:00,74.554,70.887,20.9,-0.0019,0.0087
1977,8/6/18 20:00,72.221,53.427,49.5,-0.0025,0.0081
1978,8/6/18 21:00,69.386,56.988,30.8,-0.0025,0.0071
1979,8/6/18 22:00,66.686,44.537,49.6,-0.0047,0.0066
1980,8/6/18 23:00,64.247,45.624,46.4,-0.0047,0.0056
1981,8/7/18 0:00,62.105,40.392,60.6,-0.0047,0.005
1982,8/7/18 1:00,60.089,39.643,60.1,-0.0047,0.0029
1983,8/7/18 2:00,58.239,35.976,72.5,-0.0052,0.0024
1984,8/7/18 3:00,56.556,35.298,71.8,-0.0063,0.0024
1985,8/7/18 4:00,54.909,33.831,77.7,-0.0063,0.0013
1986,8/7/18 5:00,53.472,33.089,85.8,-0.0063,0.0008
1987,8/7/18 6:00,52.115,32.142,91.6,-0.0069,-0.0003
1988,8/7/18 7:00,50.974,33.879,91.4,-0.008,-0.0008
1989,8/7/18 8:00,50.664,49.825,72,-0.008,-0.0003
1990,8/7/18 9:00,52.291,66.258,34.7,-0.0063,-0.0003
1991,8/7/18 10:00,55.515,73.299,31.5,-0.0052,0.0008
1992,8/7/18 11:00,60.003,79.128,22.8,-0.0047,0.0013
1993,8/7/18 12:00,64.589,78.339,16.2,-0.0036,0.0029
1994,8/7/18 13:00,69.901,82.396,16.6,-0.0019,0.004
1995,8/7/18 14:00,74.986,82.62,11.5,-0.0019,0.0056
1996,8/7/18 15:00,78.91,83.287,11.7,-0.0019,0.0071
1997,8/7/18 16:00,80.096,80.404,13.8,-0.0019,0.0081
1998,8/7/18 17:00,79.435,81.154,11.9,-0.0019,0.0087
1999,8/7/18 18:00,77.859,76.289,14.4,-0.0025,0.0087
2000,8/7/18 19:00,75.594,71.92,14.7,-0.0025,0.0081
2001,8/7/18 20:00,72.912,55.515,27.5,-0.0036,0.0071
2002,8/7/18 21:00,69.858,45.986,46.8,-0.0047,0.0066
2003,8/7/18 22:00,67.071,48.272,38.8,-0.0052,0.0056
2004,8/7/18 23:00,65.102,57.85,23.7,-0.0047,0.005
2005,8/8/18 0:00,63.304,48.583,36.6,-0.0052,0.005
2006,8/8/18 1:00,61.119,37.989,52.6,-0.0063,0.0029
2007,8/8/18 2:00,59.099,35.443,59.6,-0.0069,0.0024
2008,8/8/18 3:00,57.247,34.957,67.3,-0.0069,0.0024
2009,8/8/18 4:00,55.558,32.891,73.2,-0.0069,0.0008
2010,8/8/18 5:00,53.994,32.691,75,-0.008,0.0008
2011,8/8/18 6:00,52.597,32.443,70.3,-0.008,-0.0003
2012,8/8/18 7:00,51.413,33.287,72.9,-0.008,-0.0008
2013,8/8/18 8:00,50.974,50.268,49.1,-0.008,-0.0008
2014,8/8/18 9:00,52.509,66.258,25.5,-0.0069,-0.0008
2015,8/8/18 10:00,55.733,74.727,22.2,-0.0063,-0.0003
2016,8/8/18 11:00,60.303,80.051,17.4,-0.0052,0.0008
2017,8/8/18 12:00,65.403,77.945,14.9,-0.0047,0.0024
2018,8/8/18 13:00,70.63,83.109,9.7,-0.0036,0.004
2019,8/8/18 14:00,75.81,84.094,10.1,-0.0036,0.0056
2020,8/8/18 15:00,79.524,83.824,9.3,-0.0025,0.0071
2021,8/8/18 16:00,80.757,84.767,10.3,-0.0025,0.0081
2022,8/8/18 17:00,80.361,79.347,14.5,-0.0025,0.0087
2023,8/8/18 18:00,78.733,78.559,15.6,-0.0025,0.0087
2024,8/8/18 19:00,76.375,69.256,18.4,-0.0036,0.0081
2025,8/8/18 20:00,73.515,54.691,33.5,-0.0047,0.0071
2026,8/8/18 21:00,70.459,45.941,46.4,-0.0047,0.0066
2027,8/8/18 22:00,67.543,44.492,50.1,-0.0052,0.0056
2028,8/8/18 23:00,65.059,41.601,60.9,-0.0052,0.005
2029,8/9/18 0:00,62.834,37.989,77.9,-0.0063,0.004
2030,8/9/18 1:00,60.818,38.7,75.9,-0.0069,0.0024
2031,8/9/18 2:00,59.056,36.747,84,-0.0069,0.0013
2032,8/9/18 3:00,57.506,37.035,92.6,-0.008,0.0008
2033,8/9/18 4:00,56.122,37.798,92.6,-0.008,0.0008
2034,8/9/18 5:00,54.909,35.395,94,-0.008,-0.0003
2035,8/9/18 6:00,53.776,34.664,94.2,-0.008,-0.0003
2036,8/9/18 7:00,52.729,36.505,96,-0.0086,-0.0008
2037,8/9/18 8:00,52.378,51.282,80,-0.0086,-0.0008
2038,8/9/18 9:00,54.037,67.329,42.2,-0.008,-0.0008
2039,8/9/18 10:00,57.29,74.206,33.9,-0.0063,0.0008
2040,8/9/18 11:00,61.761,78.822,28.3,-0.0052,0.0013
2041,8/9/18 12:00,65.574,75.942,25.9,-0.0063,0.0024
2042,8/9/18 13:00,69.901,84.049,19,-0.0047,0.004
2043,8/9/18 14:00,73.688,77.553,20.6,-0.0047,0.005
2044,8/9/18 15:00,75.942,76.289,22.2,-0.0047,0.0066
2045,8/9/18 16:00,75.81,81.199,19.2,-0.0047,0.0066
2046,8/9/18 17:00,75.724,76.071,20.4,-0.0047,0.0071
2047,8/9/18 18:00,74.727,69.471,27.5,-0.0047,0.0066
2048,8/9/18 19:00,72.997,66,32.1,-0.0052,0.0066
2049,8/9/18 20:00,71.146,61.804,41.4,-0.0052,0.0066
2050,8/9/18 21:00,69.042,56.728,49,-0.0063,0.0056
2051,8/9/18 22:00,66.686,45.307,73.1,-0.0069,0.005
2052,8/9/18 23:00,64.332,41.508,81.3,-0.0069,0.004
2053,8/10/18 0:00,62.148,38.984,86.8,-0.008,0.0029
2054,8/10/18 1:00,60.433,40.345,86.2,-0.008,0.0024
2055,8/10/18 2:00,59.142,40.811,87.6,-0.008,0.0013
2056,8/10/18 3:00,57.765,37.942,87.8,-0.0086,0.0008
2057,8/10/18 4:00,56.295,35.782,95,-0.0086,0.0008
2058,8/10/18 5:00,54.909,35.152,96.6,-0.0086,-0.0003
2059,8/10/18 6:00,53.602,35.395,96.9,-0.0097,-0.0008
2060,8/10/18 7:00,52.466,36.698,98.2,-0.0097,-0.0019
2061,8/10/18 8:00,52.029,49.073,94.5,-0.0097,-0.0019
2062,8/10/18 9:00,53.733,67.028,49.8,-0.0086,-0.0008
2063,8/10/18 10:00,57.031,75.16,35.8,-0.0069,-0.0003
2064,8/10/18 11:00,61.075,72.437,35,-0.0069,0.0008
2065,8/10/18 12:00,63.99,68.657,35.2,-0.0063,0.0013
2066,8/10/18 13:00,66.472,75.029,28.5,-0.0063,0.0029
2067,8/10/18 14:00,70.459,69.557,31.8,-0.0063,0.004
2068,8/10/18 15:00,72.48,66.857,31.1,-0.0063,0.005
2069,8/10/18 16:00,71.19,61.677,46.7,-0.0069,0.005
2070,8/10/18 17:00,69.471,64.503,34.6,-0.0069,0.005
2071,8/10/18 18:00,68.871,68.142,32,-0.0063,0.005
2072,8/10/18 19:00,68.443,66.344,32.3,-0.0063,0.005
2073,8/10/18 20:00,67.158,57.376,45.9,-0.0069,0.005
2074,8/10/18 21:00,65.444,52.203,57.9,-0.0069,0.004
2075,8/10/18 22:00,63.604,43.534,72.6,-0.008,0.0029
2076,8/10/18 23:00,61.29,37.609,85.7,-0.008,0.0024
2077,8/11/18 0:00,59.142,35.346,87.3,-0.0086,0.0013
2078,8/11/18 1:00,57.204,37.513,84.1,-0.0097,0.0008
2079,8/11/18 2:00,55.429,33.534,91.5,-0.0097,-0.0003
2080,8/11/18 3:00,53.865,31.791,94.1,-0.0097,-0.0019
2081,8/11/18 4:00,52.378,32.293,96.6,-0.0103,-0.0019
2082,8/11/18 5:00,50.974,30.072,97.1,-0.0103,-0.0025
2083,8/11/18 6:00,49.737,30.987,97.7,-0.0115,-0.0036
2084,8/11/18 7:00,48.672,31.289,98.2,-0.0115,-0.0036
2085,8/11/18 8:00,48.137,43.488,98.8,-0.0115,-0.0036
2086,8/11/18 9:00,49.959,64.459,46.6,-0.0103,-0.0025
2087,8/11/18 10:00,53.515,71.964,35.4,-0.0097,-0.0008
2088,8/11/18 11:00,58.325,78.645,29.2,-0.008,-0.0008
2089,8/11/18 12:00,64.074,82.798,23.7,-0.0069,0.0013
2090,8/11/18 13:00,70.115,83.467,19.9,-0.0063,0.0024
2091,8/11/18 14:00,75.508,84.812,18.8,-0.0052,0.004
2092,8/11/18 15:00,77.727,83.646,17.6,-0.0052,0.005
2093,8/11/18 16:00,77.77,74.511,20.1,-0.0052,0.0066
2094,8/11/18 17:00,76.203,75.029,23,-0.0063,0.0066
2095,8/11/18 18:00,73.818,66.385,31.2,-0.0063,0.0066
2096,8/11/18 19:00,71.748,66.729,32.5,-0.0069,0.0056
2097,8/11/18 20:00,70.158,57.807,53.5,-0.0063,0.005
2098,8/11/18 21:00,68.056,52.992,50.6,-0.0069,0.005
2099,8/11/18 22:00,65.574,48.628,57.3,-0.008,0.004
2100,8/11/18 23:00,63.262,41.23,74.9,-0.0086,0.0029
2101,8/12/18 0:00,61.075,39.078,76.2,-0.0086,0.0024
2102,8/12/18 1:00,59.056,37.081,76.4,-0.0097,0.0013
2103,8/12/18 2:00,57.29,36.12,82.6,-0.0097,-0.0003
2104,8/12/18 3:00,55.69,35.928,78.8,-0.0103,-0.0008
2105,8/12/18 4:00,54.212,34.371,86.8,-0.0103,-0.0008
2106,8/12/18 5:00,52.86,33.732,84,-0.0103,-0.0019
2107,8/12/18 6:00,51.589,32.592,88.5,-0.0115,-0.0019
2108,8/12/18 7:00,50.533,34.027,89.4,-0.0115,-0.0025
2109,8/12/18 8:00,50.18,48.805,67.8,-0.0115,-0.0025
2110,8/12/18 9:00,51.895,66.385,34.1,-0.0103,-0.0019
2111,8/12/18 10:00,55.299,74.077,27.7,-0.0097,-0.0008
2112,8/12/18 11:00,59.959,81.597,22.5,-0.008,-0.0003
2113,8/12/18 12:00,65.316,84.004,20.2,-0.0069,0.0013
2114,8/12/18 13:00,69.213,75.81,23.5,-0.0069,0.0029
2115,8/12/18 14:00,73.299,84.362,15,-0.0063,0.004
2116,8/12/18 15:00,76.899,79.876,13.4,-0.0052,0.0056
2117,8/12/18 16:00,77.684,81.376,12.4,-0.0052,0.0056
2118,8/12/18 17:00,76.986,72.61,23.3,-0.0063,0.0066
2119,8/12/18 18:00,75.767,68.227,28.3,-0.0063,0.0066
2120,8/12/18 19:00,73.688,62.748,33.9,-0.0069,0.0056
2121,8/12/18 20:00,71.231,58.669,40.8,-0.008,0.0056
2122,8/12/18 21:00,68.913,53.341,53.6,-0.008,0.005
2123,8/12/18 22:00,66.772,46.661,61.4,-0.0086,0.004
2124,8/12/18 23:00,64.418,42.616,68.7,-0.0086,0.0029
2125,8/13/18 0:00,62.148,38.795,80.5,-0.0097,0.0024
2126,8/13/18 1:00,60.303,40.298,77,-0.0097,0.0013
2127,8/13/18 2:00,58.541,35.879,87.6,-0.0103,0.0008
2128,8/13/18 3:00,56.901,35.249,87.2,-0.0103,-0.0003
2129,8/13/18 4:00,55.342,33.237,87.7,-0.0115,-0.0008
2130,8/13/18 5:00,53.951,33.386,88.7,-0.0115,-0.0008
2131,8/13/18 6:00,52.641,32.891,89.6,-0.0115,-0.0019
2132,8/13/18 7:00,51.589,34.371,91.3,-0.0115,-0.0025
2133,8/13/18 8:00,51.237,48.538,71.3,-0.0115,-0.0019
2134,8/13/18 9:00,52.947,66.344,40,-0.0103,-0.0019
2135,8/13/18 10:00,55.992,72.48,29.7,-0.0097,-0.0008
2136,8/13/18 11:00,59.659,76.289,26.4,-0.0086,-0.0003
2137,8/13/18 12:00,63.862,79.041,23.6,-0.008,0.0008
2138,8/13/18 13:00,68.527,83.109,20.7,-0.0069,0.0013
2139,8/13/18 14:00,72.567,83.779,20.4,-0.0063,0.0029
2140,8/13/18 15:00,74.77,75.463,18.5,-0.0063,0.004
2141,8/13/18 16:00,75.508,77.77,20.3,-0.0063,0.005
2142,8/13/18 17:00,75.247,70.587,22.5,-0.0069,0.0056
2143,8/13/18 18:00,73.774,69.942,22.5,-0.0069,0.005
2144,8/13/18 19:00,71.964,64.888,27.1,-0.008,0.005
2145,8/13/18 20:00,70.158,63.39,30.5,-0.008,0.004
2146,8/13/18 21:00,68.27,60.046,38.3,-0.008,0.004
2147,8/13/18 22:00,66.729,60.089,40.8,-0.0086,0.0029
2148,8/13/18 23:00,65.487,57.592,44.5,-0.0086,0.0029
2149,8/14/18 0:00,63.732,44.492,68.2,-0.0097,0.0013
2150,8/14/18 1:00,61.677,39.69,79,-0.0103,0.0008
2151,8/14/18 2:00,59.702,37.942,83.2,-0.0103,-0.0003
2152,8/14/18 3:00,57.893,36.986,86.7,-0.0103,-0.0003
2153,8/14/18 4:00,56.295,36.603,88.5,-0.0115,-0.0008
2154,8/14/18 5:00,54.909,34.272,90.9,-0.0115,-0.0019
2155,8/14/18 6:00,53.559,33.928,93.5,-0.0115,-0.0019
2156,8/14/18 7:00,52.423,36.313,93,-0.012,-0.0019
2157,8/14/18 8:00,52.072,45.489,82.6,-0.012,-0.0025
2158,8/14/18 9:00,53.559,65.916,41.2,-0.0103,-0.0025
2159,8/14/18 10:00,56.685,73.342,31.8,-0.0097,-0.0019
2160,8/14/18 11:00,61.075,76.986,28.7,-0.0086,-0.0008
2161,8/14/18 12:00,64.418,74.554,24.2,-0.0086,0.0008
2162,8/14/18 13:00,68.614,74.25,23.7,-0.008,0.0013
2163,8/14/18 14:00,72.178,78.296,21.4,-0.008,0.0024
2164,8/14/18 15:00,74.554,83.422,18.9,-0.0069,0.004
2165,8/14/18 16:00,76.854,69.427,27.9,-0.0069,0.005
2166,8/14/18 17:00,75.898,73.256,23.9,-0.0069,0.005
2167,8/14/18 18:00,74.64,69.514,29.8,-0.0069,0.005
2168,8/14/18 19:00,73.17,68.313,32.3,-0.008,0.005
2169,8/14/18 20:00,71.361,58.755,39.9,-0.0086,0.004
2170,8/14/18 21:00,69.129,55.949,45.7,-0.0086,0.0029
2171,8/14/18 22:00,66.985,50.797,56.4,-0.0097,0.0029
2172,8/14/18 23:00,64.888,44.809,66.2,-0.0097,0.0024
2173,8/15/18 0:00,62.834,43.306,70.7,-0.0103,0.0013
2174,8/15/18 1:00,60.991,39.924,80.5,-0.0103,0.0008
2175,8/15/18 2:00,59.272,38.131,83.2,-0.0115,-0.0003
2176,8/15/18 3:00,57.85,40.579,83.4,-0.0115,-0.0008
2177,8/15/18 4:00,56.642,39.549,82.8,-0.0115,-0.0008
2178,8/15/18 5:00,55.602,37.416,85.7,-0.0115,-0.0019
2179,8/15/18 6:00,54.473,35.976,90.1,-0.012,-0.0019
2180,8/15/18 7:00,53.384,38.226,86.9,-0.0132,-0.0025
2181,8/15/18 8:00,52.817,46.661,81.6,-0.0132,-0.0025
2182,8/15/18 9:00,54.516,66.814,39.4,-0.0115,-0.0025
2183,8/15/18 10:00,57.765,75.898,30.2,-0.0103,-0.0019
2184,8/15/18 11:00,61.376,70.803,32.6,-0.0103,-0.0008
2185,8/15/18 12:00,64.845,74.813,21.7,-0.0086,0.0008
2186,8/15/18 13:00,67.071,75.074,23.6,-0.0086,0.0008
2187,8/15/18 14:00,69.471,76.071,22.3,-0.008,0.0013
2188,8/15/18 15:00,71.274,74.727,22.5,-0.008,0.0024
2189,8/15/18 16:00,72.739,70.372,26.5,-0.008,0.0029
2190,8/15/18 17:00,72.869,73.558,25.8,-0.008,0.0029
2191,8/15/18 18:00,72.351,71.791,27.8,-0.008,0.0029
2192,8/15/18 19:00,70.846,65.745,32.2,-0.0097,0.004
2193,8/15/18 20:00,68.913,56.728,45.7,-0.0086,0.0029
2194,8/15/18 21:00,66.686,55.299,47,-0.0097,0.0024
2195,8/15/18 22:00,64.546,47.109,61.6,-0.0097,0.0013
2196,8/15/18 23:00,62.577,43.853,71.5,-0.0103,0.0008
2197,8/16/18 0:00,60.818,42.847,74.5,-0.0115,-0.0003
2198,8/16/18 1:00,59.272,42.984,75.4,-0.0115,-0.0003
2199,8/16/18 2:00,58.152,42.663,78.6,-0.0115,-0.0008
2200,8/16/18 3:00,57.247,44.809,73.9,-0.012,-0.0019
2201,8/16/18 4:00,56.208,38.606,86,-0.012,-0.0019
2202,8/16/18 5:00,55.038,40.298,86.3,-0.0132,-0.0025
2203,8/16/18 6:00,54.561,45.307,77.1,-0.0132,-0.0025
2204,8/16/18 7:00,54.343,46.974,74.7,-0.012,-0.0025
2205,8/16/18 8:00,54.604,52.466,69.5,-0.0132,-0.0025
2206,8/16/18 9:00,55.602,60.003,50.8,-0.012,-0.0025
2207,8/16/18 10:00,57.722,66.814,38.8,-0.0115,-0.0019
2208,8/16/18 11:00,60.647,72.351,30.7,-0.0103,-0.0008
2209,8/16/18 12:00,62.533,70.459,31.3,-0.0097,-0.0003
2210,8/16/18 13:00,63.862,70.502,32,-0.0103,-0.0003
2211,8/16/18 14:00,64.418,64.546,50.4,-0.0103,-0.0003
2212,8/16/18 15:00,63.819,68.142,53.9,-0.0103,-0.0003
2213,8/16/18 16:00,65.701,73.083,36.7,-0.0097,0.0008
2214,8/16/18 17:00,65.959,53.865,77.2,-0.012,0.0008
2215,8/16/18 18:00,64.76,57.204,80.7,-0.0115,0.0013
2216,8/16/18 19:00,63.518,52.772,88.3,-0.012,0.0008
2217,8/16/18 20:00,61.848,50.709,93.4,-0.0115,-0.0003
2218,8/16/18 21:00,60.346,49.516,95.5,-0.012,0.0008
2219,8/16/18 22:00,58.971,48.983,96.5,-0.0103,-0.0003
2220,8/16/18 23:00,57.893,47.512,96.7,-0.0115,-0.0008
2221,8/17/18 0:00,56.599,42.755,97.1,-0.0115,-0.0008
2222,8/17/18 1:00,55.038,39.643,98.1,-0.0115,-0.0019
2223,8/17/18 2:00,53.472,38.131,98.2,-0.0115,-0.0025
2224,8/17/18 3:00,52.072,38.084,99,-0.012,-0.0025
2225,8/17/18 4:00,50.752,35.589,98.8,-0.012,-0.0036
2226,8/17/18 5:00,49.604,37.609,99.3,-0.0132,-0.0036
2227,8/17/18 6:00,48.538,35.782,99.4,-0.0132,-0.0047
2228,8/17/18 7:00,47.871,40.438,99.3,-0.0138,-0.0047
2229,8/17/18 8:00,48.004,45.941,99.2,-0.0138,-0.0047
2230,8/17/18 9:00,49.294,58.066,83.2,-0.012,-0.0036
2231,8/17/18 10:00,52.291,64.76,69,-0.0115,-0.0025
2232,8/17/18 11:00,56.858,74.034,49.9,-0.0103,-0.0008
2233,8/17/18 12:00,62.019,74.813,37.5,-0.0086,0.0008
2234,8/17/18 13:00,65.788,68.956,45,-0.0086,0.0024
2235,8/17/18 14:00,65.959,76.028,38.8,-0.008,0.0024
2236,8/17/18 15:00,66.643,66.6,70,-0.008,0.0029
2237,8/17/18 16:00,66.087,68.013,45.6,-0.0069,0.0029
2238,8/17/18 17:00,65.574,65.658,54.3,-0.0069,0.004
2239,8/17/18 18:00,65.273,71.49,43.5,-0.0069,0.004
2240,8/17/18 19:00,64.033,59.142,68.5,-0.008,0.0029
2241,8/17/18 20:00,62.791,54.604,83.7,-0.008,0.0029
2242,8/17/18 21:00,61.162,48.315,88.8,-0.008,0.0024
