"Plot Title: 20139115_SM_UM_A1_trmt"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 20139115, SEN S/N: 9719156, LBL: A1_L)","Temp, °F (LGR S/N: 20139115, SEN S/N: 9721338, LBL: A1_L)","RH, % (LGR S/N: 20139115, SEN S/N: 9721338)","Water Content, m³/m³ (LGR S/N: 20139115, SEN S/N: 20145937, LBL: A1_R)","Water Content, m³/m³ (LGR S/N: 20139115, SEN S/N: 20152215, LBL: A1_L)"
908,06/24/19 04:00:01 AM,42.064,24.066,96.000,0.2035,0.1990
909,06/24/19 05:00:01 AM,41.322,24.283,96.800,0.2035,0.1990
910,06/24/19 06:00:01 AM,40.579,23.956,96.700,0.2035,0.1990
911,06/24/19 07:00:01 AM,39.924,25.792,97.400,0.2035,0.1990
912,06/24/19 08:00:01 AM,39.830,43.763,76.800,0.2047,0.1999
913,06/24/19 09:00:01 AM,40.998,52.554,55.300,0.2047,0.1999
914,06/24/19 10:00:01 AM,43.122,56.556,51.300,0.2043,0.1994
915,06/24/19 11:00:01 AM,45.307,57.636,47.100,0.2020,0.1972
916,06/24/19 12:00:01 PM,48.004,60.948,47.500,0.2017,0.1963
917,06/24/19 01:00:01 PM,51.370,61.590,42.100,0.2017,0.1963
918,06/24/19 02:00:01 PM,54.734,60.861,45.900,0.2003,0.1945
919,06/24/19 03:00:01 PM,57.247,66.173,44.800,0.1994,0.1935
920,06/24/19 04:00:01 PM,57.850,61.977,41.000,0.1990,0.1926
921,06/24/19 05:00:01 PM,57.893,64.717,35.500,0.1990,0.1923
922,06/24/19 06:00:01 PM,57.979,63.475,32.500,0.1985,0.1923
923,06/24/19 07:00:01 PM,57.333,58.669,35.200,0.1985,0.1923
924,06/24/19 08:00:01 PM,56.469,50.445,53.900,0.1985,0.1923
925,06/24/19 09:00:01 PM,55.125,39.549,79.600,0.1981,0.1926
926,06/24/19 10:00:01 PM,53.515,35.443,85.300,0.1990,0.1932
927,06/24/19 11:00:01 PM,51.984,32.940,89.200,0.1985,0.1935
928,06/25/19 12:00:01 AM,50.621,35.976,88.600,0.1990,0.1939
929,06/25/19 01:00:01 AM,49.561,32.592,90.000,0.1990,0.1939
930,06/25/19 02:00:01 AM,48.405,31.037,91.200,0.1990,0.1945
931,06/25/19 03:00:01 AM,47.289,29.917,91.400,0.1990,0.1948
932,06/25/19 04:00:01 AM,46.256,28.528,92.300,0.1994,0.1948
933,06/25/19 05:00:01 AM,45.307,27.694,94.000,0.1994,0.1948
934,06/25/19 06:00:01 AM,44.400,28.164,92.000,0.2003,0.1954
935,06/25/19 07:00:01 AM,43.671,29.970,94.700,0.1999,0.1954
936,06/25/19 08:00:01 AM,43.624,50.356,67.100,0.2003,0.1958
937,06/25/19 09:00:01 AM,44.764,58.066,44.200,0.2003,0.1954
938,06/25/19 10:00:01 AM,46.661,64.931,46.800,0.1994,0.1945
939,06/25/19 11:00:01 AM,49.338,67.028,45.800,0.1985,0.1932
940,06/25/19 12:00:01 PM,52.686,68.871,41.500,0.1972,0.1917
941,06/25/19 01:00:01 PM,55.602,63.732,38.700,0.1958,0.1904
942,06/25/19 02:00:01 PM,57.074,70.416,30.300,0.1945,0.1885
943,06/25/19 03:00:01 PM,58.971,65.745,40.800,0.1932,0.1872
944,06/25/19 04:00:01 PM,59.659,71.661,29.800,0.1923,0.1853
945,06/25/19 05:00:01 PM,60.303,60.174,40.300,0.1913,0.1849
946,06/25/19 06:00:01 PM,59.959,61.419,42.600,0.1913,0.1849
947,06/25/19 07:00:01 PM,59.056,54.604,56.000,0.1913,0.1853
948,06/25/19 08:00:01 PM,57.979,49.516,74.300,0.1908,0.1853
949,06/25/19 09:00:01 PM,56.512,39.643,85.300,0.1908,0.1859
950,06/25/19 10:00:01 PM,54.820,37.369,88.900,0.1908,0.1862
951,06/25/19 11:00:01 PM,53.209,34.565,92.200,0.1913,0.1872
952,06/26/19 12:00:01 AM,51.764,33.831,90.600,0.1908,0.1876
953,06/26/19 01:00:01 AM,50.445,32.443,91.500,0.1917,0.1876
954,06/26/19 02:00:01 AM,49.249,32.742,92.400,0.1923,0.1881
955,06/26/19 03:00:01 AM,48.315,32.990,93.700,0.1923,0.1885
956,06/26/19 04:00:01 AM,47.467,32.443,92.800,0.1923,0.1885
957,06/26/19 05:00:01 AM,46.616,31.440,93.700,0.1926,0.1885
958,06/26/19 06:00:01 AM,45.714,30.783,93.500,0.1926,0.1891
959,06/26/19 07:00:01 AM,45.036,32.641,92.900,0.1926,0.1891
960,06/26/19 08:00:01 AM,45.127,55.038,58.300,0.1932,0.1891
961,06/26/19 09:00:01 AM,46.391,63.648,46.900,0.1926,0.1885
962,06/26/19 10:00:01 AM,48.272,64.674,51.700,0.1917,0.1881
963,06/26/19 11:00:01 AM,51.017,67.285,49.700,0.1904,0.1866
964,06/26/19 12:00:01 PM,54.255,70.201,33.800,0.1891,0.1853
965,06/26/19 01:00:01 PM,57.936,68.999,32.200,0.1872,0.1830
966,06/26/19 02:00:01 PM,60.775,70.846,33.900,0.1859,0.1807
967,06/26/19 03:00:01 PM,62.362,70.803,32.600,0.1840,0.1793
968,06/26/19 04:00:01 PM,62.148,70.587,29.200,0.1826,0.1775
969,06/26/19 05:00:01 PM,61.891,72.826,29.000,0.1816,0.1762
970,06/26/19 06:00:01 PM,61.934,69.985,26.700,0.1813,0.1762
971,06/26/19 07:00:01 PM,61.290,67.199,26.500,0.1807,0.1756
972,06/26/19 08:00:01 PM,60.390,52.686,49.600,0.1797,0.1762
973,06/26/19 09:00:01 PM,58.712,42.433,65.600,0.1793,0.1762
974,06/26/19 10:00:01 PM,56.815,38.842,74.800,0.1797,0.1765
975,06/26/19 11:00:01 PM,55.125,38.937,74.900,0.1803,0.1769
976,06/27/19 12:00:01 AM,53.602,34.516,82.800,0.1807,0.1779
977,06/27/19 01:00:01 AM,52.115,33.584,82.200,0.1813,0.1783
978,06/27/19 02:00:01 AM,50.797,31.591,85.800,0.1807,0.1783
979,06/27/19 03:00:01 AM,49.561,33.978,79.600,0.1807,0.1789
980,06/27/19 04:00:01 AM,48.538,33.780,81.100,0.1813,0.1793
981,06/27/19 05:00:01 AM,47.691,32.990,84.900,0.1813,0.1793
982,06/27/19 06:00:01 AM,46.974,35.589,85.700,0.1820,0.1793
983,06/27/19 07:00:01 AM,46.526,38.179,86.100,0.1820,0.1797
984,06/27/19 08:00:01 AM,46.931,58.368,47.300,0.1826,0.1797
985,06/27/19 09:00:01 AM,48.583,59.315,44.500,0.1816,0.1793
986,06/27/19 10:00:01 AM,50.047,61.376,46.700,0.1807,0.1779
987,06/27/19 11:00:01 AM,51.940,69.858,42.100,0.1797,0.1769
988,06/27/19 12:00:01 PM,55.429,67.285,43.500,0.1779,0.1752
989,06/27/19 01:00:01 PM,58.368,69.427,40.300,0.1762,0.1728
990,06/27/19 02:00:01 PM,60.260,68.999,42.700,0.1742,0.1714
991,06/27/19 03:00:01 PM,63.262,74.683,39.300,0.1728,0.1689
992,06/27/19 04:00:01 PM,63.390,72.480,38.700,0.1714,0.1677
993,06/27/19 05:00:01 PM,64.074,74.727,36.000,0.1699,0.1656
994,06/27/19 06:00:01 PM,63.946,71.964,36.400,0.1685,0.1652
995,06/27/19 07:00:01 PM,63.262,71.231,35.200,0.1681,0.1648
996,06/27/19 08:00:01 PM,62.362,56.035,60.700,0.1671,0.1648
997,06/27/19 09:00:01 PM,60.647,43.396,80.600,0.1671,0.1652
998,06/27/19 10:00:01 PM,58.669,39.267,84.500,0.1671,0.1656
999,06/27/19 11:00:01 PM,56.815,38.842,84.300,0.1677,0.1663
1000,06/28/19 12:00:01 AM,55.256,37.893,85.600,0.1681,0.1667
1001,06/28/19 01:00:01 AM,53.865,36.795,85.600,0.1677,0.1667
1002,06/28/19 02:00:01 AM,52.554,35.103,88.500,0.1681,0.1671
1003,06/28/19 03:00:01 AM,51.325,33.485,90.900,0.1681,0.1671
1004,06/28/19 04:00:01 AM,50.180,33.584,91.700,0.1685,0.1671
1005,06/28/19 05:00:01 AM,49.116,32.891,92.900,0.1689,0.1681
1006,06/28/19 06:00:01 AM,48.182,31.491,92.500,0.1685,0.1681
1007,06/28/19 07:00:01 AM,47.334,33.534,93.100,0.1689,0.1671
1008,06/28/19 08:00:01 AM,47.422,57.160,64.400,0.1695,0.1677
1009,06/28/19 09:00:01 AM,48.850,66.385,44.900,0.1685,0.1667
1010,06/28/19 10:00:01 AM,51.148,71.620,45.300,0.1671,0.1652
1011,06/28/19 11:00:01 AM,53.645,71.404,43.100,0.1652,0.1634
1012,06/28/19 12:00:01 PM,56.426,72.221,45.900,0.1629,0.1604
1013,06/28/19 01:00:01 PM,60.474,73.558,37.700,0.1604,0.1577
1014,06/28/19 02:00:01 PM,64.418,68.785,41.300,0.1577,0.1551
1015,06/28/19 03:00:01 PM,65.359,74.683,41.500,0.1562,0.1527
1016,06/28/19 04:00:01 PM,65.615,74.943,41.500,0.1547,0.1508
1017,06/28/19 05:00:01 PM,66.043,73.774,38.200,0.1527,0.1490
1018,06/28/19 06:00:01 PM,66.173,77.727,39.300,0.1519,0.1479
1019,06/28/19 07:00:01 PM,65.658,66.214,43.900,0.1503,0.1475
1020,06/28/19 08:00:01 PM,64.247,56.901,55.100,0.1495,0.1470
1021,06/28/19 09:00:01 PM,62.490,54.343,57.100,0.1495,0.1479
1022,06/28/19 10:00:01 PM,61.119,55.515,53.000,0.1499,0.1479
1023,06/28/19 11:00:01 PM,59.916,51.895,66.100,0.1495,0.1490
1024,06/29/19 12:00:01 AM,58.712,47.334,78.000,0.1495,0.1495
1025,06/29/19 01:00:01 AM,57.636,44.991,81.600,0.1499,0.1495
1026,06/29/19 02:00:01 AM,56.685,44.263,83.200,0.1499,0.1499
1027,06/29/19 03:00:01 AM,55.690,42.017,90.700,0.1499,0.1499
1028,06/29/19 04:00:01 AM,54.865,43.808,87.800,0.1503,0.1499
1029,06/29/19 05:00:01 AM,54.082,41.970,89.400,0.1503,0.1499
1030,06/29/19 06:00:01 AM,53.209,39.454,93.500,0.1503,0.1503
1031,06/29/19 07:00:01 AM,52.554,43.808,90.000,0.1508,0.1503
1032,06/29/19 08:00:01 AM,52.729,61.891,60.700,0.1508,0.1499
1033,06/29/19 09:00:01 AM,54.082,60.690,62.900,0.1503,0.1495
1034,06/29/19 10:00:01 AM,55.558,64.717,46.600,0.1490,0.1484
1035,06/29/19 11:00:01 AM,56.772,66.043,49.700,0.1475,0.1466
1036,06/29/19 12:00:01 PM,58.842,72.050,41.500,0.1455,0.1441
1037,06/29/19 01:00:01 PM,62.233,74.295,39.300,0.1425,0.1416
1038,06/29/19 02:00:01 PM,64.974,72.955,39.700,0.1405,0.1387
1039,06/29/19 03:00:01 PM,67.158,73.386,38.200,0.1382,0.1361
1040,06/29/19 04:00:01 PM,67.329,68.313,39.800,0.1352,0.1335
1041,06/29/19 05:00:01 PM,66.558,68.443,47.200,0.1342,0.1331
1042,06/29/19 06:00:01 PM,66.087,67.071,52.700,0.1331,0.1326
1043,06/29/19 07:00:01 PM,65.615,65.829,61.900,0.1326,0.1326
1044,06/29/19 08:00:01 PM,65.188,62.148,63.200,0.1321,0.1321
1045,06/29/19 09:00:01 PM,63.819,49.870,80.200,0.1317,0.1331
1046,06/29/19 10:00:01 PM,62.105,47.019,83.100,0.1317,0.1331
1047,06/29/19 11:00:01 PM,60.433,42.616,90.500,0.1317,0.1342
1048,06/30/19 12:00:01 AM,58.842,41.369,92.600,0.1321,0.1347
1049,06/30/19 01:00:01 AM,57.679,45.534,89.300,0.1326,0.1347
1050,06/30/19 02:00:01 AM,56.901,44.764,88.200,0.1321,0.1357
1051,06/30/19 03:00:01 AM,55.776,39.596,94.200,0.1326,0.1357
1052,06/30/19 04:00:01 AM,54.777,42.202,94.400,0.1326,0.1357
1053,06/30/19 05:00:01 AM,53.908,39.078,94.200,0.1326,0.1357
1054,06/30/19 06:00:01 AM,52.947,37.846,97.100,0.1326,0.1366
1055,06/30/19 07:00:01 AM,52.291,44.991,96.400,0.1331,0.1366
1056,06/30/19 08:00:01 AM,52.817,53.733,77.800,0.1331,0.1366
1057,06/30/19 09:00:01 AM,53.427,61.506,69.000,0.1335,0.1361
1058,06/30/19 10:00:01 AM,54.952,66.214,61.800,0.1321,0.1352
1059,06/30/19 11:00:01 AM,57.290,74.640,51.700,0.1307,0.1331
1060,06/30/19 12:00:01 PM,59.616,70.846,50.800,0.1281,0.1312
1061,06/30/19 01:00:01 PM,62.791,76.636,46.300,0.1256,0.1281
1062,06/30/19 02:00:01 PM,64.931,73.947,47.400,0.1229,0.1256
1063,06/30/19 03:00:01 PM,67.413,76.550,40.900,0.1204,0.1237
1064,06/30/19 04:00:01 PM,67.842,70.286,42.100,0.1179,0.1209
1065,06/30/19 05:00:01 PM,67.885,61.848,56.400,0.1159,0.1199
1066,06/30/19 06:00:01 PM,66.214,51.237,88.900,0.1159,0.1204
1067,06/30/19 07:00:01 PM,64.546,52.203,91.300,0.1159,0.1209
1068,06/30/19 08:00:01 PM,63.262,53.121,88.400,0.1164,0.1214
1069,06/30/19 09:00:01 PM,62.105,49.959,94.200,0.1169,0.1224
1070,06/30/19 10:00:01 PM,60.604,47.602,94.500,0.1224,0.1251
1071,06/30/19 11:00:01 PM,59.014,44.856,95.800,0.1199,0.1266
1072,07/01/19 12:00:01 AM,57.850,45.172,97.900,0.1204,0.1266
1073,07/01/19 01:00:01 AM,56.988,45.896,98.100,0.1204,0.1271
1074,07/01/19 02:00:01 AM,56.251,45.354,98.300,0.1204,0.1271
1075,07/01/19 03:00:01 AM,55.515,42.616,97.900,0.1204,0.1276
1076,07/01/19 04:00:01 AM,54.473,41.416,98.900,0.1204,0.1276
1077,07/01/19 05:00:01 AM,53.472,37.560,98.900,0.1209,0.1276
1078,07/01/19 06:00:01 AM,52.509,38.464,99.200,0.1204,0.1276
1079,07/01/19 07:00:01 AM,51.678,39.407,99.500,0.1204,0.1281
1080,07/01/19 08:00:01 AM,51.413,54.126,90.600,0.1209,0.1285
1081,07/01/19 09:00:01 AM,52.291,63.689,72.700,0.1214,0.1281
1082,07/01/19 10:00:01 AM,54.430,68.956,59.000,0.1204,0.1276
1083,07/01/19 11:00:01 AM,56.685,68.999,57.500,0.1184,0.1261
1084,07/01/19 12:00:01 PM,58.066,69.771,54.600,0.1169,0.1242
1085,07/01/19 01:00:01 PM,61.333,70.716,52.700,0.1148,0.1214
1086,07/01/19 02:00:01 PM,64.931,73.947,48.700,0.1122,0.1194
1087,07/01/19 03:00:01 PM,67.028,71.231,49.100,0.1101,0.1174
1088,07/01/19 04:00:01 PM,66.814,71.490,41.900,0.1085,0.1159
1089,07/01/19 05:00:01 PM,66.729,72.136,42.500,0.1064,0.1148
1090,07/01/19 06:00:01 PM,65.872,60.517,55.900,0.1053,0.1138
1091,07/01/19 07:00:01 PM,64.375,58.455,54.100,0.1053,0.1133
1092,07/01/19 08:00:01 PM,63.561,64.161,53.500,0.1053,0.1138
1093,07/01/19 09:00:01 PM,62.406,46.481,80.000,0.1047,0.1138
1094,07/01/19 10:00:01 PM,60.604,41.137,89.500,0.1047,0.1143
1095,07/01/19 11:00:01 PM,58.842,39.220,91.800,0.1047,0.1143
1096,07/02/19 12:00:01 AM,57.247,36.842,93.400,0.1047,0.1148
1097,07/02/19 01:00:01 AM,55.733,35.638,96.100,0.1053,0.1148
1098,07/02/19 02:00:01 AM,54.387,35.055,96.200,0.1047,0.1153
1099,07/02/19 03:00:01 AM,53.121,34.713,97.500,0.1053,0.1153
1100,07/02/19 04:00:01 AM,51.984,34.027,97.500,0.1053,0.1159
1101,07/02/19 05:00:01 AM,51.017,34.371,96.900,0.1053,0.1159
1102,07/02/19 06:00:01 AM,50.002,33.780,98.500,0.1053,0.1159
1103,07/02/19 07:00:01 AM,49.294,41.043,98.600,0.1053,0.1164
1104,07/02/19 08:00:01 AM,50.002,51.589,83.100,0.1058,0.1164
1105,07/02/19 09:00:01 AM,51.458,60.561,58.800,0.1053,0.1153
1106,07/02/19 10:00:01 AM,52.992,58.712,59.400,0.1036,0.1138
1107,07/02/19 11:00:01 AM,54.691,66.900,52.900,0.1025,0.1133
1108,07/02/19 12:00:01 PM,57.807,72.136,51.300,0.1009,0.1112
1109,07/02/19 01:00:01 PM,61.376,72.050,46.700,0.0986,0.1091
1110,07/02/19 02:00:01 PM,65.188,72.480,42.200,0.0963,0.1069
1111,07/02/19 03:00:01 PM,67.199,70.502,37.100,0.0949,0.1042
1112,07/02/19 04:00:01 PM,67.158,71.877,37.100,0.0932,0.1025
1113,07/02/19 05:00:01 PM,67.114,73.947,35.500,0.0920,0.1009
1114,07/02/19 06:00:01 PM,67.199,71.704,37.800,0.0908,0.0998
1115,07/02/19 07:00:01 PM,66.173,63.862,57.400,0.0902,0.0992
1116,07/02/19 08:00:01 PM,65.444,57.893,69.400,0.0896,0.0992
1117,07/02/19 09:00:01 PM,63.862,46.031,87.000,0.0896,0.0992
1118,07/02/19 10:00:01 PM,61.891,42.616,90.300,0.0896,0.0998
1119,07/02/19 11:00:01 PM,60.217,42.109,91.600,0.0896,0.0998
1120,07/03/19 12:00:01 AM,58.712,40.951,92.100,0.0896,0.0998
1121,07/03/19 01:00:01 AM,57.333,39.407,94.400,0.0896,0.0998
1122,07/03/19 02:00:01 AM,56.165,40.345,95.500,0.0896,0.1003
1123,07/03/19 03:00:01 AM,55.038,36.554,96.800,0.0896,0.1003
1124,07/03/19 04:00:01 AM,53.820,35.733,97.100,0.0893,0.1003
1125,07/03/19 05:00:01 AM,52.641,34.957,98.200,0.0893,0.1003
1126,07/03/19 06:00:01 AM,51.589,34.858,98.500,0.0893,0.1003
1127,07/03/19 07:00:01 AM,50.709,35.103,98.800,0.0893,0.1009
1128,07/03/19 08:00:01 AM,50.664,56.122,76.500,0.0896,0.1009
1129,07/03/19 09:00:01 AM,51.984,65.444,56.300,0.0896,0.0998
1130,07/03/19 10:00:01 AM,54.169,69.942,52.100,0.0887,0.0992
1131,07/03/19 11:00:01 AM,56.858,72.178,47.200,0.0869,0.0981
1132,07/03/19 12:00:01 PM,58.842,72.437,39.000,0.0857,0.0961
1133,07/03/19 01:00:01 PM,61.119,72.307,38.800,0.0844,0.0943
1134,07/03/19 02:00:01 PM,64.332,70.716,41.800,0.0829,0.0926
1135,07/03/19 03:00:01 PM,66.985,73.386,39.500,0.0816,0.0908
1136,07/03/19 04:00:01 PM,67.071,73.256,38.800,0.0797,0.0893
1137,07/03/19 05:00:01 PM,67.329,74.120,37.700,0.0787,0.0881
1138,07/03/19 06:00:01 PM,67.500,70.072,37.300,0.0781,0.0869
1139,07/03/19 07:00:01 PM,66.686,68.270,33.100,0.0768,0.0863
1140,07/03/19 08:00:01 PM,65.615,57.204,53.200,0.0762,0.0857
1141,07/03/19 09:00:01 PM,63.775,45.579,72.100,0.0758,0.0850
1142,07/03/19 10:00:01 PM,61.804,40.438,79.900,0.0752,0.0850
1143,07/03/19 11:00:01 PM,60.003,38.511,81.600,0.0752,0.0850
1144,07/04/19 12:00:01 AM,58.239,36.120,82.500,0.0745,0.0850
1145,07/04/19 01:00:01 AM,56.599,35.152,83.100,0.0745,0.0850
1146,07/04/19 02:00:01 AM,55.081,32.990,87.500,0.0745,0.0850
1147,07/04/19 03:00:01 AM,53.690,32.542,86.600,0.0745,0.0850
1148,07/04/19 04:00:01 AM,52.466,32.092,87.600,0.0752,0.0850
1149,07/04/19 05:00:01 AM,51.325,30.326,90.000,0.0752,0.0850
1150,07/04/19 06:00:01 AM,50.223,30.834,89.500,0.0745,0.0850
1151,07/04/19 07:00:01 AM,49.294,32.243,93.300,0.0752,0.0850
1152,07/04/19 08:00:01 AM,49.338,56.165,61.600,0.0752,0.0857
1153,07/04/19 09:00:01 AM,50.752,65.487,44.400,0.0752,0.0844
1154,07/04/19 10:00:01 AM,52.992,69.557,45.900,0.0745,0.0841
1155,07/04/19 11:00:01 AM,55.776,72.050,37.200,0.0738,0.0835
1156,07/04/19 12:00:01 PM,58.928,71.748,37.700,0.0725,0.0816
1157,07/04/19 01:00:01 PM,61.891,69.728,39.100,0.0715,0.0803
1158,07/04/19 02:00:01 PM,65.102,69.386,34.900,0.0702,0.0787
1159,07/04/19 03:00:01 PM,66.472,72.351,35.300,0.0691,0.0781
1160,07/04/19 04:00:01 PM,66.643,71.361,36.200,0.0684,0.0768
1161,07/04/19 05:00:01 PM,66.729,73.083,32.700,0.0671,0.0758
1162,07/04/19 06:00:01 PM,67.242,69.427,30.900,0.0664,0.0752
1163,07/04/19 07:00:01 PM,66.344,69.042,30.200,0.0660,0.0738
1164,07/04/19 08:00:01 PM,65.316,56.079,45.600,0.0653,0.0732
1165,07/04/19 09:00:01 PM,63.518,44.310,64.900,0.0646,0.0725
1166,07/04/19 10:00:01 PM,61.462,41.230,69.400,0.0639,0.0725
1167,07/04/19 11:00:01 PM,59.616,38.937,78.100,0.0639,0.0725
1168,07/05/19 12:00:01 AM,57.850,36.025,82.500,0.0639,0.0722
1169,07/05/19 01:00:01 AM,56.295,33.633,87.400,0.0639,0.0722
1170,07/05/19 02:00:01 AM,54.865,34.468,82.600,0.0632,0.0722
1171,07/05/19 03:00:01 AM,53.515,32.891,87.700,0.0632,0.0722
1172,07/05/19 04:00:01 AM,52.291,32.043,88.200,0.0639,0.0722
1173,07/05/19 05:00:01 AM,51.148,30.632,94.000,0.0632,0.0722
1174,07/05/19 06:00:01 AM,50.092,30.479,91.700,0.0632,0.0722
1175,07/05/19 07:00:01 AM,49.249,32.542,93.100,0.0632,0.0715
1176,07/05/19 08:00:01 AM,49.204,55.386,58.600,0.0639,0.0722
1177,07/05/19 09:00:01 AM,50.533,65.145,43.900,0.0639,0.0715
1178,07/05/19 10:00:01 AM,52.729,69.213,43.900,0.0639,0.0708
1179,07/05/19 11:00:01 AM,55.602,72.136,34.400,0.0632,0.0702
1180,07/05/19 12:00:01 PM,58.239,70.587,34.000,0.0632,0.0695
1181,07/05/19 01:00:01 PM,61.590,73.515,32.700,0.0628,0.0684
1182,07/05/19 02:00:01 PM,65.615,74.467,29.500,0.0614,0.0678
1183,07/05/19 03:00:01 PM,67.842,73.256,29.200,0.0607,0.0664
1184,07/05/19 04:00:01 PM,67.798,72.523,30.300,0.0596,0.0660
1185,07/05/19 05:00:01 PM,67.971,74.250,32.900,0.0588,0.0660
1186,07/05/19 06:00:01 PM,68.056,69.814,29.900,0.0581,0.0653
1187,07/05/19 07:00:01 PM,67.242,69.600,34.000,0.0581,0.0639
1188,07/05/19 08:00:01 PM,66.130,56.556,45.000,0.0570,0.0632
1189,07/05/19 09:00:01 PM,64.247,42.892,72.300,0.0562,0.0628
1190,07/05/19 10:00:01 PM,62.105,39.360,74.900,0.0562,0.0621
1191,07/05/19 11:00:01 PM,60.089,37.081,78.300,0.0555,0.0628
1192,07/06/19 12:00:01 AM,58.239,36.795,76.600,0.0562,0.0621
1193,07/06/19 01:00:01 AM,56.599,34.272,82.600,0.0555,0.0621
1194,07/06/19 02:00:01 AM,55.081,32.790,89.200,0.0555,0.0614
1195,07/06/19 03:00:01 AM,53.776,31.993,89.300,0.0555,0.0614
1196,07/06/19 04:00:01 AM,52.554,31.138,88.500,0.0555,0.0614
1197,07/06/19 05:00:01 AM,51.413,31.138,90.900,0.0555,0.0614
1198,07/06/19 06:00:01 AM,50.400,31.138,92.500,0.0555,0.0607
1199,07/06/19 07:00:01 AM,49.604,34.419,94.800,0.0555,0.0607
1200,07/06/19 08:00:01 AM,49.692,56.469,66.000,0.0562,0.0607
1201,07/06/19 09:00:01 AM,51.062,63.219,53.700,0.0562,0.0607
1202,07/06/19 10:00:01 AM,53.121,67.714,50.400,0.0570,0.0599
1203,07/06/19 11:00:01 AM,55.733,69.728,41.200,0.0562,0.0607
1204,07/06/19 12:00:01 PM,58.669,65.745,42.400,0.0562,0.0596
1205,07/06/19 01:00:01 PM,60.046,65.959,57.600,0.0562,0.0596
1206,07/06/19 02:00:01 PM,62.620,65.745,49.000,0.0555,0.0596
1207,07/06/19 03:00:01 PM,64.459,74.077,41.000,0.0555,0.0588
1208,07/06/19 04:00:01 PM,65.316,73.515,40.200,0.0555,0.0581
1209,07/06/19 05:00:01 PM,66.043,74.554,39.800,0.0544,0.0574
1210,07/06/19 06:00:01 PM,66.043,60.561,50.700,0.0536,0.0574
1211,07/06/19 07:00:01 PM,64.674,56.295,60.000,0.0536,0.0570
1212,07/06/19 08:00:01 PM,63.304,53.645,68.200,0.0528,0.0562
1213,07/06/19 09:00:01 PM,61.848,46.751,79.200,0.0521,0.0562
1214,07/06/19 10:00:01 PM,60.089,39.313,90.100,0.0521,0.0562
1215,07/06/19 11:00:01 PM,58.325,38.179,91.300,0.0517,0.0562
1216,07/07/19 12:00:01 AM,56.815,37.225,92.600,0.0521,0.0555
1217,07/07/19 01:00:01 AM,55.429,35.638,95.300,0.0517,0.0555
1218,07/07/19 02:00:01 AM,54.169,35.152,96.800,0.0517,0.0547
1219,07/07/19 03:00:01 AM,53.035,34.664,97.300,0.0517,0.0547
1220,07/07/19 04:00:01 AM,52.115,34.810,98.100,0.0517,0.0547
1221,07/07/19 05:00:01 AM,51.237,37.081,98.600,0.0517,0.0547
1222,07/07/19 06:00:01 AM,50.709,36.459,98.200,0.0517,0.0547
1223,07/07/19 07:00:01 AM,50.445,42.616,97.500,0.0521,0.0547
1224,07/07/19 08:00:01 AM,50.752,48.493,95.600,0.0521,0.0547
1225,07/07/19 09:00:01 AM,51.544,57.074,78.600,0.0521,0.0547
1226,07/07/19 10:00:01 AM,53.559,67.028,58.900,0.0536,0.0544
1227,07/07/19 11:00:01 AM,56.165,69.858,53.400,0.0528,0.0547
1228,07/07/19 12:00:01 PM,58.928,73.170,49.400,0.0536,0.0547
1229,07/07/19 01:00:01 PM,60.303,63.005,54.400,0.0521,0.0544
1230,07/07/19 02:00:01 PM,61.162,65.916,47.100,0.0521,0.0536
1231,07/07/19 03:00:01 PM,63.903,70.329,45.600,0.0521,0.0536
1232,07/07/19 04:00:01 PM,63.946,65.059,56.200,0.0517,0.0536
1233,07/07/19 05:00:01 PM,63.347,65.359,52.300,0.0517,0.0536
1234,07/07/19 06:00:01 PM,62.661,56.079,66.900,0.0509,0.0528
1235,07/07/19 07:00:01 PM,61.934,54.909,75.300,0.0501,0.0528
1236,07/07/19 08:00:01 PM,61.075,53.559,76.100,0.0501,0.0521
1237,07/07/19 09:00:01 PM,59.702,42.755,94.400,0.0501,0.0521
1238,07/07/19 10:00:01 PM,58.066,39.830,96.800,0.0494,0.0521
1239,07/07/19 11:00:01 PM,56.599,39.736,97.700,0.0494,0.0521
1240,07/08/19 12:00:01 AM,55.558,42.478,95.800,0.0494,0.0517
1241,07/08/19 01:00:01 AM,54.561,38.226,97.800,0.0494,0.0517
1242,07/08/19 02:00:01 AM,53.515,37.893,98.600,0.0501,0.0517
1243,07/08/19 03:00:01 AM,52.509,36.169,98.800,0.0494,0.0517
1244,07/08/19 04:00:01 AM,51.678,37.942,99.100,0.0501,0.0509
1245,07/08/19 05:00:01 AM,51.193,40.579,99.200,0.0501,0.0509
1246,07/08/19 06:00:01 AM,50.886,40.951,99.100,0.0501,0.0509
1247,07/08/19 07:00:01 AM,50.709,43.900,99.200,0.0501,0.0517
1248,07/08/19 08:00:01 AM,50.709,45.444,95.700,0.0528,0.0521
1249,07/08/19 09:00:01 AM,50.841,48.672,94.900,0.0528,0.0528
1250,07/08/19 10:00:01 AM,52.246,56.858,82.500,0.0536,0.0521
1251,07/08/19 11:00:01 AM,53.733,58.023,75.800,0.0536,0.0521
1252,07/08/19 12:00:01 PM,55.819,64.589,63.200,0.0536,0.0528
1253,07/08/19 01:00:01 PM,57.679,68.614,57.900,0.0536,0.0528
