"Plot Title: 20139115_SM_UM_A1_trmt"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 20139115, SEN S/N: 9719156, LBL: A1_L)","Temp, °F (LGR S/N: 20139115, SEN S/N: 9721338, LBL: A1_L)","RH, % (LGR S/N: 20139115, SEN S/N: 9721338)","Water Content, m³/m³ (LGR S/N: 20139115, SEN S/N: 20145937, LBL: A1_R)","Water Content, m³/m³ (LGR S/N: 20139115, SEN S/N: 20152215, LBL: A1_L)"
1,05/17/19 09:00:01 AM,40.345,32.491,90.500,0.2516,0.2615
2,05/17/19 10:00:01 AM,40.764,33.089,87.700,0.2528,0.2607
3,05/17/19 11:00:01 AM,41.090,33.681,88.400,0.2528,0.2607
4,05/17/19 12:00:01 PM,42.156,36.795,85.500,0.2532,0.2604
5,05/17/19 01:00:01 PM,44.127,36.891,76.000,0.2532,0.2596
6,05/17/19 02:00:01 PM,45.172,34.957,79.700,0.2528,0.2589
7,05/17/19 03:00:01 PM,46.526,40.017,70.000,0.2532,0.2589
8,05/17/19 04:00:01 PM,48.049,39.549,59.300,0.2532,0.2582
9,05/17/19 05:00:01 PM,48.182,39.830,69.700,0.2532,0.2579
10,05/17/19 06:00:01 PM,47.557,39.220,55.800,0.2532,0.2575
11,05/17/19 07:00:01 PM,46.436,28.994,90.800,0.2528,0.2571
12,05/17/19 08:00:01 PM,44.856,26.325,92.600,0.2532,0.2575
13,05/17/19 09:00:01 PM,43.763,26.164,95.500,0.2528,0.2571
14,05/17/19 10:00:01 PM,42.939,26.748,95.400,0.2534,0.2571
15,05/17/19 11:00:01 PM,42.156,27.171,96.200,0.2532,0.2571
16,05/18/19 12:00:01 AM,41.554,27.694,96.300,0.2532,0.2567
17,05/18/19 01:00:01 AM,40.905,24.445,96.400,0.2532,0.2567
18,05/18/19 02:00:01 AM,40.204,21.238,96.000,0.2532,0.2564
19,05/18/19 03:00:01 AM,39.596,25.952,97.400,0.2532,0.2564
20,05/18/19 04:00:01 AM,39.078,25.255,97.100,0.2532,0.2564
21,05/18/19 05:00:01 AM,38.889,24.717,97.100,0.2534,0.2560
22,05/18/19 06:00:01 AM,38.606,24.010,96.400,0.2534,0.2557
23,05/18/19 07:00:01 AM,38.415,28.008,94.200,0.2534,0.2560
24,05/18/19 08:00:01 AM,38.273,32.193,83.000,0.2538,0.2553
25,05/18/19 09:00:01 AM,38.179,33.978,75.900,0.2538,0.2557
26,05/18/19 10:00:01 AM,38.084,31.390,79.000,0.2542,0.2557
27,05/18/19 11:00:01 AM,38.084,37.179,74.600,0.2542,0.2560
28,05/18/19 12:00:01 PM,38.889,33.336,82.300,0.2564,0.2589
29,05/18/19 01:00:01 PM,42.616,38.226,76.600,0.2560,0.2571
30,05/18/19 02:00:01 PM,45.941,39.173,68.800,0.2557,0.2560
31,05/18/19 03:00:01 PM,47.289,31.591,84.900,0.2550,0.2553
32,05/18/19 04:00:01 PM,45.806,29.199,90.800,0.2550,0.2546
33,05/18/19 05:00:01 PM,43.945,29.559,91.700,0.2550,0.2546
34,05/18/19 06:00:01 PM,43.167,32.092,88.000,0.2557,0.2553
35,05/18/19 07:00:01 PM,42.570,31.239,91.700,0.2557,0.2550
36,05/18/19 08:00:01 PM,41.925,30.123,88.200,0.2557,0.2546
37,05/18/19 09:00:01 PM,40.998,22.746,94.300,0.2546,0.2542
38,05/18/19 10:00:01 PM,39.736,22.525,95.700,0.2546,0.2534
39,05/18/19 11:00:01 PM,38.748,22.802,93.300,0.2546,0.2538
40,05/19/19 12:00:01 AM,37.846,17.481,94.700,0.2542,0.2532
41,05/19/19 01:00:01 AM,37.081,20.784,96.500,0.2542,0.2532
42,05/19/19 02:00:01 AM,36.603,20.044,92.400,0.2538,0.2528
43,05/19/19 03:00:01 AM,36.120,20.955,94.700,0.2534,0.2524
44,05/19/19 04:00:01 AM,35.830,18.657,93.000,0.2532,0.2520
45,05/19/19 05:00:01 AM,35.443,16.885,95.300,0.2528,0.2520
46,05/19/19 06:00:01 AM,35.200,17.541,93.600,0.2528,0.2512
47,05/19/19 07:00:01 AM,35.006,21.632,94.600,0.2528,0.2509
48,05/19/19 08:00:01 AM,34.907,27.118,86.600,0.2532,0.2512
49,05/19/19 09:00:01 AM,34.957,34.027,81.800,0.2542,0.2516
50,05/19/19 10:00:01 AM,35.589,33.681,82.400,0.2542,0.2524
51,05/19/19 11:00:01 AM,37.846,35.055,78.800,0.2542,0.2524
52,05/19/19 12:00:01 PM,40.532,43.671,63.600,0.2538,0.2520
53,05/19/19 01:00:01 PM,43.900,39.924,65.200,0.2538,0.2516
54,05/19/19 02:00:01 PM,45.444,38.653,69.000,0.2534,0.2505
55,05/19/19 03:00:01 PM,44.809,35.249,84.100,0.2532,0.2498
56,05/19/19 04:00:01 PM,45.262,39.502,77.000,0.2532,0.2494
57,05/19/19 05:00:01 PM,45.534,42.616,63.600,0.2528,0.2494
58,05/19/19 06:00:01 PM,45.217,39.643,62.300,0.2524,0.2494
59,05/19/19 07:00:01 PM,44.355,38.984,60.500,0.2524,0.2490
60,05/19/19 08:00:01 PM,43.075,37.609,61.700,0.2520,0.2490
61,05/19/19 09:00:01 PM,41.693,35.928,65.000,0.2520,0.2487
62,05/19/19 10:00:01 PM,40.485,33.732,71.900,0.2516,0.2487
63,05/19/19 11:00:01 PM,39.454,33.780,74.300,0.2516,0.2487
64,05/20/19 12:00:01 AM,38.795,31.642,81.100,0.2516,0.2483
65,05/20/19 01:00:01 AM,38.322,32.092,80.900,0.2516,0.2483
66,05/20/19 02:00:01 AM,37.942,30.783,82.100,0.2516,0.2483
67,05/20/19 03:00:01 AM,37.560,32.342,79.700,0.2516,0.2483
68,05/20/19 04:00:01 AM,37.179,32.243,79.000,0.2512,0.2483
69,05/20/19 05:00:01 AM,36.891,30.072,91.100,0.2512,0.2483
70,05/20/19 06:00:01 AM,36.554,28.994,97.100,0.2512,0.2483
71,05/20/19 07:00:01 AM,36.410,29.149,97.500,0.2512,0.2483
72,05/20/19 08:00:01 AM,36.410,28.373,96.100,0.2509,0.2479
73,05/20/19 09:00:01 AM,36.361,28.994,96.200,0.2512,0.2483
74,05/20/19 10:00:01 AM,36.313,30.123,94.800,0.2512,0.2479
75,05/20/19 11:00:01 AM,36.217,43.808,81.700,0.2516,0.2479
76,05/20/19 12:00:01 PM,36.120,40.392,72.600,0.2516,0.2479
77,05/20/19 01:00:01 PM,36.025,35.006,84.800,0.2520,0.2487
78,05/20/19 02:00:01 PM,35.928,33.780,87.400,0.2528,0.2490
79,05/20/19 03:00:01 PM,35.830,41.508,80.100,0.2534,0.2487
80,05/20/19 04:00:01 PM,35.685,43.624,78.400,0.2546,0.2494
81,05/20/19 05:00:01 PM,35.589,29.867,90.500,0.2560,0.2502
82,05/20/19 06:00:01 PM,35.443,30.276,92.900,0.2567,0.2502
83,05/20/19 07:00:01 PM,35.395,31.138,88.500,0.2571,0.2505
84,05/20/19 08:00:01 PM,35.298,28.216,90.300,0.2571,0.2502
85,05/20/19 09:00:01 PM,35.249,26.431,93.900,0.2571,0.2502
86,05/20/19 10:00:01 PM,35.152,21.182,97.100,0.2564,0.2498
87,05/20/19 11:00:01 PM,35.103,25.846,90.600,0.2560,0.2494
88,05/21/19 12:00:01 AM,35.055,25.309,88.600,0.2557,0.2494
89,05/21/19 01:00:01 AM,35.006,24.499,88.100,0.2557,0.2490
90,05/21/19 02:00:01 AM,34.957,24.933,89.400,0.2553,0.2490
91,05/21/19 03:00:01 AM,34.858,25.147,90.300,0.2550,0.2490
92,05/21/19 04:00:01 AM,34.858,24.283,94.000,0.2546,0.2487
93,05/21/19 05:00:01 AM,34.810,23.846,94.800,0.2542,0.2483
94,05/21/19 06:00:01 AM,34.761,23.738,96.400,0.2538,0.2483
95,05/21/19 07:00:01 AM,34.761,25.417,95.800,0.2538,0.2483
96,05/21/19 08:00:01 AM,34.761,27.327,91.300,0.2534,0.2479
97,05/21/19 09:00:01 AM,34.810,28.216,91.100,0.2538,0.2479
98,05/21/19 10:00:01 AM,34.810,34.272,86.300,0.2534,0.2475
99,05/21/19 11:00:01 AM,34.810,36.842,76.300,0.2532,0.2471
100,05/21/19 12:00:01 PM,34.858,38.415,71.900,0.2532,0.2471
101,05/21/19 01:00:01 PM,34.858,38.606,69.000,0.2524,0.2475
102,05/21/19 02:00:01 PM,34.957,34.615,76.400,0.2538,0.2479
103,05/21/19 03:00:01 PM,35.006,33.485,81.300,0.2560,0.2494
104,05/21/19 04:00:01 PM,35.055,36.120,72.700,0.2582,0.2509
105,05/21/19 05:00:01 PM,35.055,33.584,72.400,0.2600,0.2524
106,05/21/19 06:00:01 PM,35.006,38.322,65.000,0.2611,0.2524
107,05/21/19 07:00:01 PM,34.907,30.783,85.100,0.2607,0.2520
108,05/21/19 08:00:01 PM,34.761,28.839,94.600,0.2600,0.2516
109,05/21/19 09:00:01 PM,34.664,27.747,95.800,0.2592,0.2512
110,05/21/19 10:00:01 PM,34.565,27.012,96.900,0.2589,0.2509
111,05/21/19 11:00:01 PM,34.468,28.269,88.100,0.2582,0.2505
112,05/22/19 12:00:01 AM,34.468,26.906,95.500,0.2579,0.2505
113,05/22/19 01:00:01 AM,34.419,26.695,96.700,0.2571,0.2502
114,05/22/19 02:00:01 AM,34.371,26.748,96.100,0.2571,0.2494
115,05/22/19 03:00:01 AM,34.371,26.431,93.100,0.2564,0.2502
116,05/22/19 04:00:01 AM,34.320,25.952,95.700,0.2560,0.2498
117,05/22/19 05:00:01 AM,34.272,25.524,97.200,0.2557,0.2498
118,05/22/19 06:00:01 AM,34.272,23.792,97.400,0.2553,0.2494
119,05/22/19 07:00:01 AM,34.223,26.537,91.700,0.2550,0.2490
120,05/22/19 08:00:01 AM,34.223,31.239,83.200,0.2546,0.2487
121,05/22/19 09:00:01 AM,34.272,35.541,72.100,0.2542,0.2487
122,05/22/19 10:00:01 AM,34.371,38.179,57.200,0.2550,0.2483
123,05/22/19 11:00:01 AM,34.565,43.396,52.100,0.2546,0.2483
124,05/22/19 12:00:01 PM,34.907,45.082,54.200,0.2546,0.2498
125,05/22/19 01:00:01 PM,35.492,47.647,56.100,0.2557,0.2528
126,05/22/19 02:00:01 PM,36.410,42.386,70.800,0.2567,0.2557
127,05/22/19 03:00:01 PM,37.513,47.199,54.200,0.2582,0.2579
128,05/22/19 04:00:01 PM,39.877,47.781,54.800,0.2589,0.2571
129,05/22/19 05:00:01 PM,41.184,35.589,74.400,0.2582,0.2560
130,05/22/19 06:00:01 PM,41.322,41.508,61.400,0.2582,0.2550
131,05/22/19 07:00:01 PM,41.463,39.360,57.600,0.2575,0.2542
132,05/22/19 08:00:01 PM,40.672,35.298,74.900,0.2567,0.2534
133,05/22/19 09:00:01 PM,39.736,33.089,88.000,0.2564,0.2524
134,05/22/19 10:00:01 PM,38.795,32.293,92.500,0.2560,0.2520
135,05/22/19 11:00:01 PM,38.084,31.642,95.500,0.2557,0.2520
136,05/23/19 12:00:01 AM,37.560,31.289,96.500,0.2553,0.2516
137,05/23/19 01:00:01 AM,37.081,29.662,95.600,0.2550,0.2512
138,05/23/19 02:00:01 AM,36.603,30.682,97.300,0.2546,0.2509
139,05/23/19 03:00:01 AM,36.217,30.834,94.700,0.2546,0.2509
140,05/23/19 04:00:01 AM,35.733,28.060,96.000,0.2542,0.2505
141,05/23/19 05:00:01 AM,35.249,27.118,96.200,0.2538,0.2498
142,05/23/19 06:00:01 AM,34.907,30.632,92.700,0.2534,0.2490
143,05/23/19 07:00:01 AM,34.761,36.217,77.500,0.2534,0.2490
144,05/23/19 08:00:01 AM,34.713,38.511,72.100,0.2532,0.2490
145,05/23/19 09:00:01 AM,35.685,40.158,62.200,0.2532,0.2490
146,05/23/19 10:00:01 AM,36.795,40.064,63.000,0.2528,0.2487
147,05/23/19 11:00:01 AM,37.274,41.878,60.300,0.2528,0.2483
148,05/23/19 12:00:01 PM,38.464,42.109,60.700,0.2524,0.2483
149,05/23/19 01:00:01 PM,39.078,37.942,71.300,0.2520,0.2475
150,05/23/19 02:00:01 PM,40.111,39.313,69.600,0.2516,0.2471
151,05/23/19 03:00:01 PM,39.549,29.149,92.700,0.2512,0.2464
152,05/23/19 04:00:01 PM,38.415,29.046,86.700,0.2516,0.2468
153,05/23/19 05:00:01 PM,37.846,33.386,80.700,0.2520,0.2468
154,05/23/19 06:00:01 PM,37.751,32.841,74.400,0.2520,0.2483
155,05/23/19 07:00:01 PM,37.465,29.917,84.200,0.2520,0.2487
156,05/23/19 08:00:01 PM,36.986,28.112,79.600,0.2516,0.2483
157,05/23/19 09:00:01 PM,36.505,27.327,72.300,0.2512,0.2483
158,05/23/19 10:00:01 PM,36.025,27.381,73.400,0.2509,0.2479
159,05/23/19 11:00:01 PM,35.541,28.060,73.700,0.2509,0.2471
160,05/24/19 12:00:01 AM,35.200,28.580,71.600,0.2505,0.2471
161,05/24/19 01:00:01 AM,34.858,26.589,81.900,0.2505,0.2471
162,05/24/19 02:00:01 AM,34.565,22.858,87.100,0.2498,0.2468
163,05/24/19 03:00:01 AM,34.272,20.158,92.100,0.2494,0.2460
164,05/24/19 04:00:01 AM,34.075,22.357,89.500,0.2490,0.2460
165,05/24/19 05:00:01 AM,33.879,19.756,89.300,0.2487,0.2456
166,05/24/19 06:00:01 AM,33.780,20.102,91.500,0.2479,0.2452
167,05/24/19 07:00:01 AM,33.681,23.409,86.300,0.2479,0.2430
168,05/24/19 08:00:01 AM,33.681,30.072,77.400,0.2483,0.2425
169,05/24/19 09:00:01 AM,33.681,34.565,68.800,0.2502,0.2425
170,05/24/19 10:00:01 AM,33.831,36.313,62.900,0.2494,0.2437
171,05/24/19 11:00:01 AM,35.638,39.736,61.300,0.2498,0.2445
172,05/24/19 12:00:01 PM,40.064,41.693,57.100,0.2494,0.2445
173,05/24/19 01:00:01 PM,44.627,42.341,55.700,0.2490,0.2437
174,05/24/19 02:00:01 PM,47.959,46.166,52.900,0.2490,0.2430
175,05/24/19 03:00:01 PM,49.649,41.832,57.300,0.2487,0.2421
176,05/24/19 04:00:01 PM,48.983,44.037,50.700,0.2483,0.2418
177,05/24/19 05:00:01 PM,48.583,44.719,51.500,0.2483,0.2410
178,05/24/19 06:00:01 PM,48.004,44.582,55.200,0.2479,0.2406
179,05/24/19 07:00:01 PM,46.526,38.984,63.800,0.2475,0.2406
180,05/24/19 08:00:01 PM,44.946,33.633,76.900,0.2471,0.2403
181,05/24/19 09:00:01 PM,43.443,32.940,82.600,0.2471,0.2403
182,05/24/19 10:00:01 PM,42.202,30.072,87.400,0.2468,0.2399
183,05/24/19 11:00:01 PM,40.951,28.839,87.900,0.2468,0.2399
184,05/25/19 12:00:01 AM,39.643,25.471,91.300,0.2468,0.2399
185,05/25/19 01:00:01 AM,38.511,23.463,93.000,0.2464,0.2403
186,05/25/19 02:00:01 AM,37.513,23.023,94.000,0.2460,0.2403
187,05/25/19 03:00:01 AM,36.698,22.690,91.900,0.2456,0.2403
188,05/25/19 04:00:01 AM,36.025,21.182,92.700,0.2452,0.2403
189,05/25/19 05:00:01 AM,35.589,19.296,94.700,0.2452,0.2394
190,05/25/19 06:00:01 AM,35.200,19.238,95.300,0.2449,0.2394
191,05/25/19 07:00:01 AM,34.858,20.784,94.300,0.2449,0.2390
192,05/25/19 08:00:01 AM,34.858,37.321,75.300,0.2460,0.2394
193,05/25/19 09:00:01 AM,34.810,41.740,62.500,0.2464,0.2390
194,05/25/19 10:00:01 AM,36.891,50.002,43.500,0.2460,0.2394
195,05/25/19 11:00:01 AM,41.322,52.686,33.800,0.2460,0.2394
196,05/25/19 12:00:01 PM,45.941,51.062,37.100,0.2452,0.2394
197,05/25/19 01:00:01 PM,50.047,51.984,34.000,0.2449,0.2387
198,05/25/19 02:00:01 PM,52.203,52.860,32.600,0.2445,0.2383
199,05/25/19 03:00:01 PM,53.121,51.282,36.100,0.2441,0.2374
200,05/25/19 04:00:01 PM,53.121,51.940,38.800,0.2437,0.2374
201,05/25/19 05:00:01 PM,52.335,50.180,42.000,0.2434,0.2367
202,05/25/19 06:00:01 PM,51.544,49.249,39.900,0.2434,0.2367
203,05/25/19 07:00:01 PM,50.886,46.706,44.700,0.2430,0.2363
204,05/25/19 08:00:01 PM,49.294,38.748,62.700,0.2425,0.2363
205,05/25/19 09:00:01 PM,47.422,33.287,73.900,0.2425,0.2363
206,05/25/19 10:00:01 PM,45.534,30.276,80.900,0.2425,0.2358
207,05/25/19 11:00:01 PM,43.853,28.839,80.200,0.2421,0.2363
208,05/26/19 12:00:01 AM,42.341,27.694,79.300,0.2425,0.2367
209,05/26/19 01:00:01 AM,41.043,27.381,82.600,0.2421,0.2371
210,05/26/19 02:00:01 AM,39.877,25.524,81.400,0.2421,0.2371
211,05/26/19 03:00:01 AM,38.889,25.201,80.400,0.2418,0.2379
212,05/26/19 04:00:01 AM,38.037,27.012,76.800,0.2421,0.2374
213,05/26/19 05:00:01 AM,37.321,23.956,84.900,0.2414,0.2379
214,05/26/19 06:00:01 AM,36.698,22.690,87.100,0.2418,0.2379
215,05/26/19 07:00:01 AM,36.217,25.095,84.700,0.2414,0.2379
216,05/26/19 08:00:01 AM,36.120,41.693,58.800,0.2425,0.2379
217,05/26/19 09:00:01 AM,36.939,51.764,44.700,0.2421,0.2379
218,05/26/19 10:00:01 AM,40.064,47.647,41.100,0.2418,0.2379
219,05/26/19 11:00:01 AM,43.534,49.649,37.700,0.2414,0.2379
220,05/26/19 12:00:01 PM,46.436,49.249,36.500,0.2414,0.2379
221,05/26/19 01:00:01 PM,47.199,49.782,34.700,0.2410,0.2374
222,05/26/19 02:00:01 PM,47.602,53.690,28.100,0.2410,0.2371
223,05/26/19 03:00:01 PM,47.154,48.360,40.300,0.2406,0.2367
224,05/26/19 04:00:01 PM,47.109,47.826,44.800,0.2406,0.2367
225,05/26/19 05:00:01 PM,46.661,44.674,51.400,0.2403,0.2367
226,05/26/19 06:00:01 PM,45.806,41.970,62.400,0.2403,0.2367
227,05/26/19 07:00:01 PM,45.082,40.485,68.600,0.2399,0.2367
228,05/26/19 08:00:01 PM,44.537,38.842,75.300,0.2399,0.2367
229,05/26/19 09:00:01 PM,43.443,31.087,89.700,0.2399,0.2371
230,05/26/19 10:00:01 PM,41.970,29.046,93.200,0.2399,0.2374
231,05/26/19 11:00:01 PM,40.672,27.433,94.800,0.2399,0.2374
232,05/27/19 12:00:01 AM,39.643,27.955,95.100,0.2403,0.2379
233,05/27/19 01:00:01 AM,38.748,25.578,95.900,0.2399,0.2383
234,05/27/19 02:00:01 AM,37.942,24.825,96.800,0.2399,0.2387
235,05/27/19 03:00:01 AM,37.274,26.643,96.300,0.2403,0.2390
236,05/27/19 04:00:01 AM,36.795,26.431,96.600,0.2406,0.2394
237,05/27/19 05:00:01 AM,36.505,27.799,96.600,0.2403,0.2394
238,05/27/19 06:00:01 AM,36.217,28.942,95.300,0.2406,0.2399
239,05/27/19 07:00:01 AM,36.025,28.632,88.600,0.2406,0.2399
240,05/27/19 08:00:01 AM,35.928,34.124,63.000,0.2410,0.2399
241,05/27/19 09:00:01 AM,36.361,38.889,58.000,0.2410,0.2403
242,05/27/19 10:00:01 AM,37.702,38.273,60.300,0.2410,0.2403
243,05/27/19 11:00:01 AM,39.549,42.525,52.000,0.2410,0.2406
244,05/27/19 12:00:01 PM,41.090,42.525,63.400,0.2410,0.2406
245,05/27/19 01:00:01 PM,45.307,42.294,55.400,0.2410,0.2403
246,05/27/19 02:00:01 PM,47.422,40.905,59.200,0.2410,0.2399
247,05/27/19 03:00:01 PM,47.959,44.218,50.900,0.2406,0.2394
248,05/27/19 04:00:01 PM,47.334,47.959,44.000,0.2406,0.2394
249,05/27/19 05:00:01 PM,46.796,41.230,53.100,0.2406,0.2394
250,05/27/19 06:00:01 PM,45.714,43.214,61.600,0.2406,0.2394
251,05/27/19 07:00:01 PM,45.399,39.124,60.200,0.2406,0.2394
252,05/27/19 08:00:01 PM,44.445,33.681,76.300,0.2403,0.2394
253,05/27/19 09:00:01 PM,43.167,31.993,82.800,0.2406,0.2394
254,05/27/19 10:00:01 PM,42.156,30.733,86.800,0.2406,0.2399
255,05/27/19 11:00:01 PM,41.090,28.580,89.100,0.2410,0.2403
256,05/28/19 12:00:01 AM,40.017,27.064,91.600,0.2410,0.2403
257,05/28/19 01:00:01 AM,39.454,25.417,94.500,0.2414,0.2406
258,05/28/19 02:00:01 AM,39.031,21.799,95.400,0.2414,0.2410
259,05/28/19 03:00:01 AM,38.606,15.741,95.700,0.2414,0.2410
260,05/28/19 04:00:01 AM,38.226,14.702,94.100,0.2414,0.2414
261,05/28/19 05:00:01 AM,37.846,18.129,94.300,0.2418,0.2414
262,05/28/19 06:00:01 AM,37.560,22.024,95.700,0.2421,0.2418
263,05/28/19 07:00:01 AM,37.369,26.431,92.900,0.2421,0.2418
264,05/28/19 08:00:01 AM,37.225,32.392,86.700,0.2425,0.2418
265,05/28/19 09:00:01 AM,37.179,34.761,71.200,0.2445,0.2421
266,05/28/19 10:00:01 AM,37.369,31.993,76.400,0.2434,0.2430
267,05/28/19 11:00:01 AM,39.078,34.516,73.400,0.2441,0.2437
268,05/28/19 12:00:01 PM,42.156,39.267,68.000,0.2437,0.2437
269,05/28/19 01:00:01 PM,45.354,38.748,60.200,0.2441,0.2430
270,05/28/19 02:00:01 PM,48.895,42.478,59.600,0.2437,0.2425
271,05/28/19 03:00:01 PM,50.400,39.736,70.400,0.2434,0.2418
272,05/28/19 04:00:01 PM,50.223,38.984,68.500,0.2434,0.2414
273,05/28/19 05:00:01 PM,49.604,40.345,69.700,0.2434,0.2410
274,05/28/19 06:00:01 PM,48.850,39.360,67.600,0.2434,0.2410
275,05/28/19 07:00:01 PM,47.959,36.554,71.500,0.2434,0.2406
276,05/28/19 08:00:01 PM,46.526,34.810,78.900,0.2434,0.2410
277,05/28/19 09:00:01 PM,45.082,34.027,80.200,0.2434,0.2410
278,05/28/19 10:00:01 PM,43.900,34.027,82.800,0.2430,0.2414
279,05/28/19 11:00:01 PM,42.663,31.390,96.300,0.2437,0.2418
280,05/29/19 12:00:01 AM,41.878,30.834,97.800,0.2437,0.2421
281,05/29/19 01:00:01 AM,41.277,28.839,97.900,0.2441,0.2425
282,05/29/19 02:00:01 AM,40.764,29.714,98.600,0.2445,0.2430
283,05/29/19 03:00:01 AM,40.345,29.970,99.000,0.2449,0.2434
284,05/29/19 04:00:01 AM,39.970,29.611,99.000,0.2452,0.2437
285,05/29/19 05:00:01 AM,39.643,28.528,99.100,0.2452,0.2437
286,05/29/19 06:00:01 AM,39.360,30.123,99.400,0.2456,0.2441
287,05/29/19 07:00:01 AM,39.078,30.376,97.900,0.2452,0.2441
288,05/29/19 08:00:01 AM,38.889,38.322,83.300,0.2460,0.2445
289,05/29/19 09:00:01 AM,38.748,40.204,84.600,0.2464,0.2449
290,05/29/19 10:00:01 AM,38.842,46.841,74.100,0.2456,0.2471
291,05/29/19 11:00:01 AM,39.924,36.120,89.300,0.2528,0.2505
292,05/29/19 12:00:01 PM,41.970,43.351,87.600,0.2538,0.2509
293,05/29/19 01:00:01 PM,45.761,41.137,85.800,0.2534,0.2498
294,05/29/19 02:00:01 PM,47.736,40.298,84.000,0.2528,0.2487
295,05/29/19 03:00:01 PM,48.805,34.858,89.400,0.2528,0.2479
296,05/29/19 04:00:01 PM,49.338,47.019,71.200,0.2524,0.2479
297,05/29/19 05:00:01 PM,50.047,43.624,63.400,0.2520,0.2471
298,05/29/19 06:00:01 PM,48.938,33.386,91.700,0.2520,0.2464
299,05/29/19 07:00:01 PM,47.602,34.761,88.600,0.2516,0.2468
300,05/29/19 08:00:01 PM,46.436,37.130,83.100,0.2516,0.2464
301,05/29/19 09:00:01 PM,45.579,32.742,94.200,0.2512,0.2464
302,05/29/19 10:00:01 PM,44.400,29.251,95.600,0.2512,0.2464
303,05/29/19 11:00:01 PM,42.939,27.012,96.200,0.2505,0.2464
304,05/30/19 12:00:01 AM,41.601,25.471,96.800,0.2502,0.2464
305,05/30/19 01:00:01 AM,40.438,24.609,97.600,0.2498,0.2464
306,05/30/19 02:00:01 AM,39.407,22.968,96.900,0.2498,0.2468
307,05/30/19 03:00:01 AM,38.511,24.228,97.500,0.2494,0.2464
308,05/30/19 04:00:01 AM,37.751,21.688,97.600,0.2494,0.2464
309,05/30/19 05:00:01 AM,37.081,22.192,97.100,0.2490,0.2464
310,05/30/19 06:00:01 AM,36.603,21.632,96.800,0.2490,0.2464
311,05/30/19 07:00:01 AM,36.217,24.391,96.600,0.2487,0.2460
312,05/30/19 08:00:01 AM,36.120,36.169,83.800,0.2498,0.2464
313,05/30/19 09:00:01 AM,36.554,42.939,75.000,0.2502,0.2468
314,05/30/19 10:00:01 AM,39.549,49.737,62.300,0.2498,0.2471
315,05/30/19 11:00:01 AM,43.488,51.633,49.000,0.2498,0.2464
316,05/30/19 12:00:01 PM,46.616,51.721,49.800,0.2490,0.2460
317,05/30/19 01:00:01 PM,49.870,50.047,47.100,0.2487,0.2452
318,05/30/19 02:00:01 PM,52.246,54.473,45.200,0.2483,0.2445
319,05/30/19 03:00:01 PM,54.126,53.776,45.500,0.2479,0.2437
320,05/30/19 04:00:01 PM,54.516,54.430,46.900,0.2483,0.2430
321,05/30/19 05:00:01 PM,54.516,50.974,43.500,0.2475,0.2430
322,05/30/19 06:00:01 PM,53.384,48.405,45.900,0.2471,0.2425
323,05/30/19 07:00:01 PM,51.984,44.355,61.000,0.2471,0.2425
324,05/30/19 08:00:01 PM,50.445,39.970,71.900,0.2471,0.2434
325,05/30/19 09:00:01 PM,48.938,35.395,84.600,0.2471,0.2437
326,05/30/19 10:00:01 PM,47.377,33.138,88.400,0.2471,0.2445
327,05/30/19 11:00:01 PM,45.896,29.509,93.500,0.2468,0.2449
328,05/31/19 12:00:01 AM,44.445,28.008,94.400,0.2471,0.2456
329,05/31/19 01:00:01 AM,43.122,27.381,94.800,0.2471,0.2460
330,05/31/19 02:00:01 AM,41.970,26.112,96.600,0.2475,0.2464
331,05/31/19 03:00:01 AM,40.905,26.164,96.900,0.2475,0.2468
332,05/31/19 04:00:01 AM,39.970,25.309,97.700,0.2475,0.2471
333,05/31/19 05:00:01 AM,39.173,24.663,97.200,0.2475,0.2471
334,05/31/19 06:00:01 AM,38.415,23.628,96.500,0.2475,0.2471
335,05/31/19 07:00:01 AM,37.846,25.255,97.500,0.2479,0.2471
336,05/31/19 08:00:01 AM,37.751,39.454,83.400,0.2487,0.2471
337,05/31/19 09:00:01 AM,39.267,48.538,64.700,0.2487,0.2479
338,05/31/19 10:00:01 AM,42.247,56.772,52.200,0.2487,0.2475
339,05/31/19 11:00:01 AM,46.211,57.074,41.900,0.2483,0.2468
340,05/31/19 12:00:01 PM,48.938,55.776,43.100,0.2483,0.2464
341,05/31/19 01:00:01 PM,50.621,50.664,44.600,0.2475,0.2460
342,05/31/19 02:00:01 PM,52.554,50.311,50.400,0.2475,0.2456
343,05/31/19 03:00:01 PM,54.952,54.516,43.500,0.2475,0.2452
344,05/31/19 04:00:01 PM,54.604,46.616,70.300,0.2475,0.2449
345,05/31/19 05:00:01 PM,53.994,54.648,48.500,0.2475,0.2449
346,05/31/19 06:00:01 PM,53.690,59.014,39.600,0.2475,0.2452
347,05/31/19 07:00:01 PM,52.772,55.863,45.200,0.2475,0.2460
348,05/31/19 08:00:01 PM,51.501,40.251,67.100,0.2471,0.2464
349,05/31/19 09:00:01 PM,49.692,35.541,78.800,0.2475,0.2468
350,05/31/19 10:00:01 PM,47.914,33.780,81.700,0.2475,0.2475
351,05/31/19 11:00:01 PM,46.346,31.842,85.100,0.2479,0.2483
352,06/01/19 12:00:01 AM,44.991,30.123,87.000,0.2479,0.2487
