Plot Title: 20290165_C2,,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 20290165, SEN S/N: 20145933)","Water Content, m³/m³ (LGR S/N: 20290165, SEN S/N: 20152221)","Temp, °F (LGR S/N: 20290165, SEN S/N: 20399282, LBL: UM_Lmeadow)"
,8/25/18 17:00,0.2139,0.0306,64.033
,8/25/18 18:00,0.2126,0.0306,63.518
,8/25/18 19:00,0.2131,0.0306,62.791
,8/25/18 20:00,0.2131,0.0297,61.977
,8/25/18 21:00,0.2126,0.0297,61.032
,8/25/18 22:00,0.2126,0.0297,60.132
,8/25/18 23:00,0.2126,0.0288,59.229
,8/26/18 0:00,0.2122,0.0288,58.455
,8/26/18 1:00,0.2117,0.0288,57.679
,8/26/18 2:00,0.2112,0.0283,56.944
,8/26/18 3:00,0.2109,0.0283,56.122
,8/26/18 4:00,0.2109,0.0274,55.256
,8/26/18 5:00,0.2109,0.0274,54.387
,8/26/18 6:00,0.2104,0.027,53.515
,8/26/18 7:00,0.2104,0.027,52.641
,8/26/18 8:00,0.2126,0.027,52.072
,8/26/18 9:00,0.2109,0.0288,52.115
,8/26/18 10:00,0.2095,0.0297,53.559
,8/26/18 11:00,0.2083,0.0306,56.208
,8/26/18 12:00,0.2073,0.0306,59.358
,8/26/18 13:00,0.2064,0.0306,62.019
,8/26/18 14:00,0.2064,0.0306,63.903
,8/26/18 15:00,0.2056,0.0297,65.403
,8/26/18 16:00,0.2047,0.0306,66.429
,8/26/18 17:00,0.2047,0.0306,66.344
,8/26/18 18:00,0.2161,0.0392,65.53
,8/26/18 19:00,0.2143,0.0371,63.862
,8/26/18 20:00,0.2139,0.0363,62.533
,8/26/18 21:00,0.2164,0.0425,61.29
,8/26/18 22:00,0.3037,0.057,59.659
,8/26/18 23:00,0.2946,0.0547,58.282
,8/27/18 0:00,0.2904,0.0536,57.204
,8/27/18 1:00,0.2877,0.0528,56.295
,8/27/18 2:00,0.2857,0.0517,55.472
,8/27/18 3:00,0.284,0.0517,54.734
,8/27/18 4:00,0.2827,0.0501,54.126
,8/27/18 5:00,0.2817,0.0494,53.559
,8/27/18 6:00,0.2803,0.0494,52.992
,8/27/18 7:00,0.2796,0.049,52.554
,8/27/18 8:00,0.2786,0.049,52.203
,8/27/18 9:00,0.2783,0.0494,52.203
,8/27/18 10:00,0.278,0.049,52.86
,8/27/18 11:00,0.2773,0.0494,54.169
,8/27/18 12:00,0.2766,0.049,56.035
,8/27/18 13:00,0.2753,0.0494,57.679
,8/27/18 14:00,0.2753,0.0474,59.529
,8/27/18 15:00,0.2736,0.047,61.547
,8/27/18 16:00,0.2729,0.047,62.748
,8/27/18 17:00,0.2722,0.0474,63.133
,8/27/18 18:00,0.2715,0.047,62.962
,8/27/18 19:00,0.2705,0.0446,62.362
,8/27/18 20:00,0.2698,0.0454,61.506
,8/27/18 21:00,0.2694,0.0446,60.517
,8/27/18 22:00,0.2691,0.0446,59.401
,8/27/18 23:00,0.2684,0.0442,58.282
,8/28/18 0:00,0.2684,0.0442,57.074
,8/28/18 1:00,0.2677,0.0434,55.863
,8/28/18 2:00,0.2677,0.0434,54.691
,8/28/18 3:00,0.2673,0.0421,53.559
,8/28/18 4:00,0.267,0.0421,52.466
,8/28/18 5:00,0.2666,0.0413,51.458
,8/28/18 6:00,0.2664,0.0413,50.488
,8/28/18 7:00,0.266,0.0405,49.604
,8/28/18 8:00,0.266,0.0405,48.762
,8/28/18 9:00,0.266,0.0413,48.493
,8/28/18 10:00,0.2653,0.0413,49.782
,8/28/18 11:00,0.2642,0.0413,52.335
,8/28/18 12:00,0.2639,0.0405,55.299
,8/28/18 13:00,0.2624,0.0392,58.282
,8/28/18 14:00,0.2618,0.0392,60.991
,8/28/18 15:00,0.2611,0.0384,63.005
,8/28/18 16:00,0.26,0.0384,64.161
,8/28/18 17:00,0.2592,0.0375,64.288
,8/28/18 18:00,0.2585,0.0371,63.689
,8/28/18 19:00,0.2582,0.0371,62.62
,8/28/18 20:00,0.2579,0.0363,61.29
,8/28/18 21:00,0.2579,0.0354,59.873
,8/28/18 22:00,0.2567,0.0363,58.411
,8/28/18 23:00,0.2567,0.0354,57.031
,8/29/18 0:00,0.2564,0.035,55.733
,8/29/18 1:00,0.256,0.035,54.473
,8/29/18 2:00,0.2557,0.0341,53.298
,8/29/18 3:00,0.2557,0.0341,52.16
,8/29/18 4:00,0.2553,0.0332,51.105
,8/29/18 5:00,0.2557,0.0332,50.092
,8/29/18 6:00,0.2557,0.0328,49.116
,8/29/18 7:00,0.2557,0.0328,48.227
,8/29/18 8:00,0.2553,0.0319,47.422
,8/29/18 9:00,0.2557,0.0328,47.199
,8/29/18 10:00,0.255,0.0332,48.538
,8/29/18 11:00,0.2528,0.0341,51.325
,8/29/18 12:00,0.2516,0.0341,54.777
,8/29/18 13:00,0.2498,0.0341,58.195
,8/29/18 14:00,0.2505,0.0341,61.032
,8/29/18 15:00,0.2494,0.0341,62.919
,8/29/18 16:00,0.2487,0.0341,64.074
,8/29/18 17:00,0.2483,0.0332,64.418
,8/29/18 18:00,0.2479,0.0332,63.903
,8/29/18 19:00,0.2471,0.0328,63.005
,8/29/18 20:00,0.2471,0.0328,61.804
,8/29/18 21:00,0.2468,0.0319,60.604
,8/29/18 22:00,0.2464,0.0319,59.401
,8/29/18 23:00,0.2464,0.031,58.195
,8/30/18 0:00,0.2452,0.031,57.031
,8/30/18 1:00,0.2449,0.031,55.906
,8/30/18 2:00,0.2449,0.031,54.82
,8/30/18 3:00,0.2445,0.0306,53.776
,8/30/18 4:00,0.2441,0.0297,52.772
,8/30/18 5:00,0.2441,0.0297,51.852
,8/30/18 6:00,0.2437,0.0288,51.017
,8/30/18 7:00,0.2437,0.0288,50.223
,8/30/18 8:00,0.2437,0.0288,49.471
,8/30/18 9:00,0.2441,0.0297,49.294
,8/30/18 10:00,0.2437,0.0306,50.488
,8/30/18 11:00,0.2425,0.0306,53.121
,8/30/18 12:00,0.2414,0.031,56.599
,8/30/18 13:00,0.2403,0.0319,59.745
,8/30/18 14:00,0.239,0.0319,62.49
,8/30/18 15:00,0.2379,0.0319,64.418
,8/30/18 16:00,0.2374,0.031,65.316
,8/30/18 17:00,0.2363,0.031,65.444
,8/30/18 18:00,0.2355,0.0306,65.102
,8/30/18 19:00,0.2347,0.0306,64.247
,8/30/18 20:00,0.2347,0.0306,63.09
,8/30/18 21:00,0.2344,0.0297,61.891
,8/30/18 22:00,0.2339,0.0288,60.604
,8/30/18 23:00,0.2335,0.0288,59.358
,8/31/18 0:00,0.233,0.0288,58.239
,8/31/18 1:00,0.233,0.0283,57.247
,8/31/18 2:00,0.2323,0.0283,56.34
,8/31/18 3:00,0.2323,0.0274,55.429
,8/31/18 4:00,0.2318,0.0274,54.516
,8/31/18 5:00,0.2315,0.0274,53.602
,8/31/18 6:00,0.2311,0.0274,52.729
,8/31/18 7:00,0.2315,0.027,51.94
,8/31/18 8:00,0.2315,0.0274,51.37
,8/31/18 9:00,0.2306,0.0274,51.325
,8/31/18 10:00,0.2299,0.0283,51.678
,8/31/18 11:00,0.2294,0.0288,52.903
,8/31/18 12:00,0.2274,0.0288,54.777
,8/31/18 13:00,0.2274,0.0288,57.117
,8/31/18 14:00,0.2257,0.0297,59.358
,8/31/18 15:00,0.2245,0.0288,61.032
,8/31/18 16:00,0.2232,0.0297,62.148
,8/31/18 17:00,0.2216,0.0288,62.577
,8/31/18 18:00,0.2203,0.0288,62.533
,8/31/18 19:00,0.2208,0.0283,62.019
,8/31/18 20:00,0.2195,0.0283,60.991
,8/31/18 21:00,0.2195,0.0274,59.788
,8/31/18 22:00,0.219,0.0274,58.582
,8/31/18 23:00,0.2185,0.027,57.463
,9/1/18 0:00,0.2182,0.027,56.426
,9/1/18 1:00,0.2177,0.0261,55.429
,9/1/18 2:00,0.2177,0.0261,54.473
,9/1/18 3:00,0.2174,0.0261,53.515
,9/1/18 4:00,0.2169,0.0252,52.597
,9/1/18 5:00,0.2164,0.0252,51.764
,9/1/18 6:00,0.2161,0.0252,50.974
,9/1/18 7:00,0.2156,0.0247,50.356
,9/1/18 8:00,0.2161,0.0247,49.87
,9/1/18 9:00,0.2143,0.0261,49.959
,9/1/18 10:00,0.2134,0.0261,50.886
,9/1/18 11:00,0.2131,0.027,52.729
,9/1/18 12:00,0.2143,0.027,55.342
,9/1/18 13:00,0.2095,0.027,57.765
,9/1/18 14:00,0.2109,0.0274,60.303
,9/1/18 15:00,0.207,0.0283,62.49
,9/1/18 16:00,0.2064,0.0274,64.117
,9/1/18 17:00,0.2052,0.0274,64.503
,9/1/18 18:00,0.2038,0.0274,64.247
,9/1/18 19:00,0.2029,0.0274,63.39
,9/1/18 20:00,0.2029,0.027,62.319
,9/1/18 21:00,0.2026,0.0261,61.248
,9/1/18 22:00,0.2017,0.0261,60.089
,9/1/18 23:00,0.2029,0.0252,58.928
,9/2/18 0:00,0.2017,0.0247,57.722
,9/2/18 1:00,0.202,0.0247,56.556
,9/2/18 2:00,0.202,0.0247,55.472
,9/2/18 3:00,0.202,0.0238,54.516
,9/2/18 4:00,0.2012,0.0238,53.602
,9/2/18 5:00,0.2017,0.0228,52.817
,9/2/18 6:00,0.202,0.0224,52.029
,9/2/18 7:00,0.202,0.0224,51.237
,9/2/18 8:00,0.2017,0.0224,50.533
,9/2/18 9:00,0.202,0.0228,50.576
,9/2/18 10:00,0.2012,0.0238,51.94
,9/2/18 11:00,0.2003,0.0252,54.691
,9/2/18 12:00,0.199,0.0252,57.936
,9/2/18 13:00,0.1976,0.0247,59.616
,9/2/18 14:00,0.1963,0.0247,60.046
,9/2/18 15:00,0.1954,0.0252,60.69
,9/2/18 16:00,0.1948,0.0247,61.119
,9/2/18 17:00,0.1945,0.0247,61.075
,9/2/18 18:00,0.1967,0.0247,60.433
,9/2/18 19:00,0.1958,0.0238,59.702
,9/2/18 20:00,0.1963,0.0238,58.842
,9/2/18 21:00,0.1958,0.0238,57.936
,9/2/18 22:00,0.1954,0.0228,56.988
,9/2/18 23:00,0.1948,0.0228,55.949
,9/3/18 0:00,0.1948,0.0224,54.82
,9/3/18 1:00,0.1948,0.0224,53.82
,9/3/18 2:00,0.1948,0.0224,52.86
,9/3/18 3:00,0.1945,0.0224,52.072
,9/3/18 4:00,0.1945,0.0214,51.458
,9/3/18 5:00,0.1939,0.0214,50.974
,9/3/18 6:00,0.1939,0.0214,50.533
,9/3/18 7:00,0.1935,0.0214,50.092
,9/3/18 8:00,0.1935,0.0214,49.782
,9/3/18 9:00,0.1932,0.0214,49.782
,9/3/18 10:00,0.1932,0.0214,50.092
,9/3/18 11:00,0.1923,0.0214,50.709
,9/3/18 12:00,0.1913,0.0224,51.895
,9/3/18 13:00,0.1898,0.0228,53.427
,9/3/18 14:00,0.1891,0.0224,54.734
,9/3/18 15:00,0.1881,0.0228,55.647
,9/3/18 16:00,0.1876,0.0224,56.122
,9/3/18 17:00,0.1872,0.0228,56.599
,9/3/18 18:00,0.1862,0.0224,56.901
,9/3/18 19:00,0.1866,0.0224,56.728
,9/3/18 20:00,0.1866,0.0214,56.122
,9/3/18 21:00,0.1862,0.0214,55.213
,9/3/18 22:00,0.1866,0.0205,54.169
,9/3/18 23:00,0.1866,0.0205,53.166
,9/4/18 0:00,0.1862,0.02,52.203
,9/4/18 1:00,0.1862,0.02,51.282
,9/4/18 2:00,0.1866,0.02,50.576
,9/4/18 3:00,0.1862,0.02,50.002
,9/4/18 4:00,0.1862,0.02,49.649
,9/4/18 5:00,0.1859,0.019,49.294
,9/4/18 6:00,0.1859,0.019,48.938
,9/4/18 7:00,0.1859,0.019,48.45
,9/4/18 8:00,0.184,0.02,47.781
,9/4/18 9:00,0.1836,0.02,47.826
,9/4/18 10:00,0.183,0.0214,49.471
,9/4/18 11:00,0.182,0.0214,52.554
,9/4/18 12:00,0.1807,0.0228,55.647
,9/4/18 13:00,0.1793,0.0224,57.42
,9/4/18 14:00,0.1793,0.0224,58.152
,9/4/18 15:00,0.1789,0.0228,58.195
,9/4/18 16:00,0.1779,0.0228,58.152
,9/4/18 17:00,0.1783,0.0228,58.195
,9/4/18 18:00,0.1775,0.0228,58.023
,9/4/18 19:00,0.1775,0.0228,57.636
,9/4/18 20:00,0.1775,0.0224,56.944
,9/4/18 21:00,0.1769,0.0214,56.122
,9/4/18 22:00,0.1769,0.0214,55.299
,9/4/18 23:00,0.1769,0.0205,54.516
,9/5/18 0:00,0.1769,0.0205,53.82
,9/5/18 1:00,0.1765,0.02,53.121
,9/5/18 2:00,0.1765,0.02,52.509
,9/5/18 3:00,0.1762,0.02,51.984
,9/5/18 4:00,0.1762,0.02,51.589
,9/5/18 5:00,0.1762,0.019,51.193
,9/5/18 6:00,0.1762,0.019,50.841
,9/5/18 7:00,0.1762,0.019,50.576
,9/5/18 8:00,0.1762,0.02,50.4
,9/5/18 9:00,0.1866,0.0297,50.135
,9/5/18 10:00,0.1881,0.057,50.311
,9/5/18 11:00,0.1876,0.0544,50.135
,9/5/18 12:00,0.1876,0.0536,50.356
,9/5/18 13:00,0.1876,0.0536,51.37
,9/5/18 14:00,0.1876,0.0536,52.772
,9/5/18 15:00,0.1891,0.0528,53.384
,9/5/18 16:00,0.1898,0.0562,53.253
,9/5/18 17:00,0.1917,0.0702,53.035
,9/5/18 18:00,0.1917,0.0671,52.992
,9/5/18 19:00,0.1917,0.0646,52.817
,9/5/18 20:00,0.1913,0.0628,52.203
,9/5/18 21:00,0.1917,0.0621,51.37
,9/5/18 22:00,0.1913,0.0607,50.445
,9/5/18 23:00,0.1913,0.0599,49.604
,9/6/18 0:00,0.1917,0.0588,48.805
,9/6/18 1:00,0.1917,0.0581,48.094
,9/6/18 2:00,0.1913,0.0574,47.422
,9/6/18 3:00,0.1913,0.057,46.796
,9/6/18 4:00,0.1917,0.0562,46.166
,9/6/18 5:00,0.1917,0.0562,45.579
,9/6/18 6:00,0.1917,0.0555,44.946
,9/6/18 7:00,0.1917,0.0555,44.355
,9/6/18 8:00,0.1923,0.0547,44.037
,9/6/18 9:00,0.1923,0.0555,44.263
,9/6/18 10:00,0.1908,0.0547,45.806
,9/6/18 11:00,0.1913,0.0544,48.272
,9/6/18 12:00,0.1908,0.0528,50.488
,9/6/18 13:00,0.1904,0.0528,52.772
,9/6/18 14:00,0.1898,0.0521,54.691
,9/6/18 15:00,0.1898,0.0521,56.295
,9/6/18 16:00,0.1898,0.0509,57.807
,9/6/18 17:00,0.1898,0.0509,58.325
,9/6/18 18:00,0.1898,0.0501,58.195
,9/6/18 19:00,0.1898,0.0494,57.592
,9/6/18 20:00,0.1898,0.0482,56.815
,9/6/18 21:00,0.1904,0.0482,55.776
,9/6/18 22:00,0.1904,0.0482,54.604
,9/6/18 23:00,0.1904,0.0474,53.384
,9/7/18 0:00,0.1913,0.0474,52.203
,9/7/18 1:00,0.1908,0.047,51.105
,9/7/18 2:00,0.1913,0.0462,50.047
,9/7/18 3:00,0.1908,0.0454,49.028
,9/7/18 4:00,0.1908,0.0462,48.137
,9/7/18 5:00,0.1908,0.0454,47.244
,9/7/18 6:00,0.1913,0.0446,46.391
,9/7/18 7:00,0.1908,0.0446,45.579
,9/7/18 8:00,0.1913,0.0442,44.856
,9/7/18 9:00,0.1917,0.0446,44.627
,9/7/18 10:00,0.1913,0.0454,46.121
,9/7/18 11:00,0.1898,0.0454,48.983
,9/7/18 12:00,0.1885,0.0454,52.029
,9/7/18 13:00,0.1881,0.0454,54.865
,9/7/18 14:00,0.1881,0.0442,56.988
,9/7/18 15:00,0.1881,0.0442,58.541
,9/7/18 16:00,0.1881,0.0425,59.486
,9/7/18 17:00,0.1876,0.0425,59.702
,9/7/18 18:00,0.1872,0.0425,59.056
,9/7/18 19:00,0.1881,0.0413,57.979
,9/7/18 20:00,0.1881,0.0405,56.858
,9/7/18 21:00,0.1881,0.0405,55.69
,9/7/18 22:00,0.1885,0.0401,54.516
,9/7/18 23:00,0.1881,0.0401,53.341
,9/8/18 0:00,0.1885,0.0401,52.203
,9/8/18 1:00,0.1885,0.0392,51.148
,9/8/18 2:00,0.1891,0.0392,50.135
,9/8/18 3:00,0.1891,0.0384,49.161
,9/8/18 4:00,0.1891,0.0384,48.227
,9/8/18 5:00,0.1891,0.0384,47.377
,9/8/18 6:00,0.1891,0.0375,46.526
,9/8/18 7:00,0.1891,0.0375,45.761
,9/8/18 8:00,0.1895,0.0371,45.082
,9/8/18 9:00,0.1891,0.0375,44.946
,9/8/18 10:00,0.1881,0.0384,46.481
,9/8/18 11:00,0.1876,0.0384,49.428
,9/8/18 12:00,0.1866,0.0384,52.903
,9/8/18 13:00,0.1859,0.0392,56.642
,9/8/18 14:00,0.1853,0.0392,60.046
,9/8/18 15:00,0.1853,0.0384,62.406
,9/8/18 16:00,0.1843,0.0384,63.39
,9/8/18 17:00,0.1849,0.0375,63.475
,9/8/18 18:00,0.1843,0.0371,62.962
,9/8/18 19:00,0.1849,0.0371,61.977
,9/8/18 20:00,0.1849,0.0371,60.69
,9/8/18 21:00,0.1853,0.0371,59.401
,9/8/18 22:00,0.1853,0.0363,58.239
,9/8/18 23:00,0.1853,0.0354,57.16
,9/9/18 0:00,0.1859,0.0354,56.165
,9/9/18 1:00,0.1853,0.0354,55.386
,9/9/18 2:00,0.1872,0.0354,54.734
,9/9/18 3:00,0.1872,0.0354,54.082
,9/9/18 4:00,0.1881,0.0354,53.472
,9/9/18 5:00,0.1885,0.0363,52.903
,9/9/18 6:00,0.1885,0.0354,52.378
,9/9/18 7:00,0.1881,0.0354,51.764
,9/9/18 8:00,0.1885,0.0354,51.017
,9/9/18 9:00,0.1885,0.0363,50.621
,9/9/18 10:00,0.1876,0.0363,51.809
,9/9/18 11:00,0.1866,0.0371,54.343
,9/9/18 12:00,0.1853,0.0363,57.333
,9/9/18 13:00,0.1849,0.0371,59.745
,9/9/18 14:00,0.1836,0.0375,61.804
,9/9/18 15:00,0.183,0.0363,62.319
,9/9/18 16:00,0.183,0.0371,62.577
,9/9/18 17:00,0.183,0.0354,62.49
,9/9/18 18:00,0.182,0.035,61.804
,9/9/18 19:00,0.182,0.035,60.69
,9/9/18 20:00,0.183,0.0341,59.401
,9/9/18 21:00,0.1826,0.0332,58.023
,9/9/18 22:00,0.183,0.0332,56.728
,9/9/18 23:00,0.183,0.0328,55.429
,9/10/18 0:00,0.183,0.0328,54.212
,9/10/18 1:00,0.183,0.0319,53.035
,9/10/18 2:00,0.183,0.031,51.94
,9/10/18 3:00,0.183,0.031,50.929
,9/10/18 4:00,0.183,0.0306,50.002
,9/10/18 5:00,0.183,0.0306,49.161
,9/10/18 6:00,0.1836,0.0306,48.36
,9/10/18 7:00,0.183,0.0306,47.602
,9/10/18 8:00,0.1836,0.0297,46.931
,9/10/18 9:00,0.183,0.031,46.796
,9/10/18 10:00,0.1826,0.031,47.959
,9/10/18 11:00,0.182,0.0319,49.561
,9/10/18 12:00,0.1816,0.0328,51.764
,9/10/18 13:00,0.1813,0.0328,55.256
,9/10/18 14:00,0.1793,0.0328,58.282
,9/10/18 15:00,0.1775,0.0332,59.788
,9/10/18 16:00,0.1769,0.0341,60.517
,9/10/18 17:00,0.1775,0.0332,60.775
,9/10/18 18:00,0.1789,0.0328,60.604
,9/10/18 19:00,0.1783,0.0328,59.83
,9/10/18 20:00,0.1789,0.0328,58.885
,9/10/18 21:00,0.1783,0.0328,57.936
,9/10/18 22:00,0.1789,0.0319,56.901
,9/10/18 23:00,0.1797,0.031,55.819
,9/11/18 0:00,0.1797,0.0319,54.82
,9/11/18 1:00,0.1793,0.0306,53.908
,9/11/18 2:00,0.1797,0.0288,52.947
,9/11/18 3:00,0.1797,0.0288,51.94
,9/11/18 4:00,0.1797,0.0288,50.974
,9/11/18 5:00,0.1797,0.0283,50.092
,9/11/18 6:00,0.1797,0.0283,49.204
,9/11/18 7:00,0.1797,0.0274,48.45
,9/11/18 8:00,0.1797,0.0283,48.004
,9/11/18 9:00,0.1793,0.0288,48.094
,9/11/18 10:00,0.1793,0.0297,49.338
,9/11/18 11:00,0.1783,0.0306,51.852
,9/11/18 12:00,0.1769,0.0306,54.473
,9/11/18 13:00,0.1762,0.0319,56.815
,9/11/18 14:00,0.1765,0.031,58.928
,9/11/18 15:00,0.1746,0.0319,60.69
,9/11/18 16:00,0.1742,0.0319,61.633
,9/11/18 17:00,0.1728,0.031,61.934
,9/11/18 18:00,0.1746,0.031,61.419
,9/11/18 19:00,0.1756,0.031,60.433
,9/11/18 20:00,0.1756,0.0306,59.185
,9/11/18 21:00,0.1756,0.0297,57.979
,9/11/18 22:00,0.1762,0.0297,56.815
,9/11/18 23:00,0.1762,0.0297,55.776
,9/12/18 0:00,0.1738,0.0288,54.691
,9/12/18 1:00,0.1742,0.0283,53.69
,9/12/18 2:00,0.1732,0.0283,52.686
,9/12/18 3:00,0.1742,0.0274,51.678
,9/12/18 4:00,0.1738,0.0274,50.709
,9/12/18 5:00,0.1752,0.027,49.782
,9/12/18 6:00,0.1756,0.0261,48.85
,9/12/18 7:00,0.1756,0.027,48.004
,9/12/18 8:00,0.1756,0.027,47.244
,9/12/18 9:00,0.1738,0.027,47.199
,9/12/18 10:00,0.1756,0.0283,48.805
,9/12/18 11:00,0.1742,0.0283,51.764
,9/12/18 12:00,0.1732,0.0288,54.909
,9/12/18 13:00,0.1724,0.0288,58.023
,9/12/18 14:00,0.1718,0.0288,60.647
,9/12/18 15:00,0.1709,0.0297,62.533
,9/12/18 16:00,0.1703,0.0288,63.433
,9/12/18 17:00,0.1699,0.0288,63.433
,9/12/18 18:00,0.1718,0.0288,62.577
,9/12/18 19:00,0.1724,0.0288,61.29
,9/12/18 20:00,0.1718,0.0283,59.788
,9/12/18 21:00,0.1724,0.0283,58.455
,9/12/18 22:00,0.1724,0.0283,57.16
,9/12/18 23:00,0.1718,0.0283,55.949
,9/13/18 0:00,0.1724,0.0283,54.777
,9/13/18 1:00,0.1724,0.0274,53.733
,9/13/18 2:00,0.1724,0.0274,52.729
,9/13/18 3:00,0.1724,0.027,51.895
,9/13/18 4:00,0.1718,0.0274,51.062
,9/13/18 5:00,0.1724,0.0274,50.311
,9/13/18 6:00,0.1718,0.027,49.604
,9/13/18 7:00,0.1724,0.027,48.895
,9/13/18 8:00,0.1718,0.0261,48.137
,9/13/18 9:00,0.1728,0.0247,48.049
,9/13/18 10:00,0.1728,0.0252,49.604
,9/13/18 11:00,0.1718,0.0261,52.641
,9/13/18 12:00,0.1714,0.027,55.949
,9/13/18 13:00,0.1703,0.027,59.056
,9/13/18 14:00,0.1699,0.0274,61.59
,9/13/18 15:00,0.1689,0.027,63.304
,9/13/18 16:00,0.1689,0.027,64.117
,9/13/18 17:00,0.1689,0.0283,64.033
,9/13/18 18:00,0.1685,0.0261,63.09
,9/13/18 19:00,0.1685,0.0274,61.677
,9/13/18 20:00,0.1681,0.0283,60.174
,9/13/18 21:00,0.1681,0.0274,58.669
,9/13/18 22:00,0.1681,0.0274,57.247
,9/13/18 23:00,0.1681,0.027,55.863
,9/14/18 0:00,0.1681,0.0247,54.604
,9/14/18 1:00,0.1677,0.0261,53.298
,9/14/18 2:00,0.1681,0.0252,52.072
,9/14/18 3:00,0.1681,0.0247,50.886
,9/14/18 4:00,0.1677,0.0238,49.737
,9/14/18 5:00,0.1677,0.0228,48.672
,9/14/18 6:00,0.1677,0.0228,47.602
,9/14/18 7:00,0.1677,0.0224,46.661
,9/14/18 8:00,0.1677,0.0224,45.761
,9/14/18 9:00,0.1671,0.0224,45.761
,9/14/18 10:00,0.1681,0.0247,47.467
,9/14/18 11:00,0.1677,0.0252,50.621
,9/14/18 12:00,0.1671,0.0252,53.994
,9/14/18 13:00,0.1667,0.0247,57.333
,9/14/18 14:00,0.1663,0.0261,60.089
,9/14/18 15:00,0.1652,0.0261,62.105
,9/14/18 16:00,0.1629,0.027,63.133
,9/14/18 17:00,0.1638,0.027,63.262
,9/14/18 18:00,0.1623,0.0261,62.49
,9/14/18 19:00,0.1629,0.0261,61.205
,9/14/18 20:00,0.1629,0.0261,59.659
,9/14/18 21:00,0.1634,0.0247,58.152
,9/14/18 22:00,0.1638,0.0228,56.772
,9/14/18 23:00,0.1638,0.0252,55.429
,9/15/18 0:00,0.1638,0.0247,54.212
,9/15/18 1:00,0.1638,0.0247,53.035
,9/15/18 2:00,0.1638,0.0214,51.94
,9/15/18 3:00,0.1642,0.0205,50.886
,9/15/18 4:00,0.1638,0.0205,49.87
,9/15/18 5:00,0.1638,0.0205,48.938
,9/15/18 6:00,0.1638,0.0205,48.049
,9/15/18 7:00,0.1634,0.0205,47.199
,9/15/18 8:00,0.1634,0.0205,46.481
,9/15/18 9:00,0.1634,0.0228,46.616
,9/15/18 10:00,0.1638,0.0238,48.405
,9/15/18 11:00,0.1638,0.0238,51.633
,9/15/18 12:00,0.1634,0.0247,55.038
,9/15/18 13:00,0.1629,0.0238,58.282
,9/15/18 14:00,0.1619,0.0247,61.075
,9/15/18 15:00,0.1615,0.0252,63.133
,9/15/18 16:00,0.1615,0.0228,64.161
,9/15/18 17:00,0.1604,0.0252,64.247
,9/15/18 18:00,0.16,0.0252,63.518
,9/15/18 19:00,0.1604,0.0247,62.233
,9/15/18 20:00,0.159,0.0247,60.733
,9/15/18 21:00,0.1596,0.0247,59.358
,9/15/18 22:00,0.1581,0.0238,58.195
,9/15/18 23:00,0.16,0.0238,57.247
,9/16/18 0:00,0.159,0.0247,56.295
,9/16/18 1:00,0.159,0.0238,55.386
,9/16/18 2:00,0.1596,0.0205,54.473
,9/16/18 3:00,0.16,0.0205,53.515
,9/16/18 4:00,0.16,0.0214,52.554
,9/16/18 5:00,0.16,0.02,51.678
,9/16/18 6:00,0.16,0.02,50.841
,9/16/18 7:00,0.16,0.019,50.002
,9/16/18 8:00,0.1596,0.019,49.294
,9/16/18 9:00,0.1585,0.0224,49.428
,9/16/18 10:00,0.16,0.0214,51.148
,9/16/18 11:00,0.16,0.0228,53.865
,9/16/18 12:00,0.1577,0.0228,56.383
,9/16/18 13:00,0.1558,0.0228,58.842
,9/16/18 14:00,0.1547,0.0238,60.861
,9/16/18 15:00,0.1542,0.0247,62.105
,9/16/18 16:00,0.1538,0.0247,63.39
,9/16/18 17:00,0.1538,0.0247,63.561
,9/16/18 18:00,0.1542,0.0247,62.919
,9/16/18 19:00,0.1551,0.0247,61.72
,9/16/18 20:00,0.1542,0.0228,60.303
,9/16/18 21:00,0.1542,0.0214,58.885
,9/16/18 22:00,0.1551,0.0214,57.506
,9/16/18 23:00,0.1558,0.0228,56.295
,9/17/18 0:00,0.1558,0.0228,55.213
,9/17/18 1:00,0.1562,0.0228,54.212
,9/17/18 2:00,0.1558,0.0224,53.209
,9/17/18 3:00,0.1562,0.0205,52.291
,9/17/18 4:00,0.1558,0.02,51.413
,9/17/18 5:00,0.1562,0.019,50.576
,9/17/18 6:00,0.1566,0.0186,49.825
,9/17/18 7:00,0.1566,0.0186,49.073
,9/17/18 8:00,0.1566,0.0186,48.45
,9/17/18 9:00,0.1532,0.0205,48.628
,9/17/18 10:00,0.1532,0.0214,50.4
,9/17/18 11:00,0.1558,0.0214,53.427
,9/17/18 12:00,0.1523,0.0224,55.949
,9/17/18 13:00,0.1519,0.0228,58.325
,9/17/18 14:00,0.1514,0.0228,60.733
,9/17/18 15:00,0.1508,0.0224,62.704
,9/17/18 16:00,0.1508,0.0228,63.732
,9/17/18 17:00,0.1503,0.0238,64.033
,9/17/18 18:00,0.1499,0.0228,63.475
,9/17/18 19:00,0.1499,0.0228,62.406
,9/17/18 20:00,0.1503,0.0228,61.032
,9/17/18 21:00,0.1508,0.0205,59.572
,9/17/18 22:00,0.1523,0.0224,58.195
,9/17/18 23:00,0.1523,0.02,56.944
