"Plot Title: 20393604_SM_A_C1_ctrl"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 20393604, SEN S/N: 20391817, LBL: C1_R)","Water Content, m³/m³ (LGR S/N: 20393604, SEN S/N: 20399028, LBL: C1_R)"
666,09/03/19 07:00:01 AM,49.825,0.0306
667,09/03/19 08:00:01 AM,49.428,0.0310
668,09/03/19 09:00:01 AM,50.135,0.0332
669,09/03/19 10:00:01 AM,51.764,0.0332
670,09/03/19 11:00:01 AM,54.691,0.0341
671,09/03/19 12:00:01 PM,58.928,0.0341
672,09/03/19 01:00:01 PM,63.819,0.0354
673,09/03/19 02:00:01 PM,67.671,0.0363
674,09/03/19 03:00:01 PM,69.985,0.0354
675,09/03/19 04:00:01 PM,69.685,0.0350
676,09/03/19 05:00:01 PM,68.484,0.0341
677,09/03/19 06:00:01 PM,67.158,0.0341
678,09/03/19 07:00:01 PM,65.530,0.0332
679,09/03/19 08:00:01 PM,63.862,0.0319
680,09/03/19 09:00:01 PM,62.191,0.0319
681,09/03/19 10:00:01 PM,60.775,0.0310
682,09/03/19 11:00:01 PM,59.486,0.0306
683,09/04/19 12:00:01 AM,58.411,0.0306
684,09/04/19 01:00:01 AM,57.420,0.0306
685,09/04/19 02:00:01 AM,56.512,0.0306
686,09/04/19 03:00:01 AM,55.690,0.0306
687,09/04/19 04:00:01 AM,55.038,0.0306
688,09/04/19 05:00:01 AM,54.473,0.0306
689,09/04/19 06:00:01 AM,53.865,0.0306
690,09/04/19 07:00:01 AM,53.253,0.0310
691,09/04/19 08:00:01 AM,52.772,0.0310
692,09/04/19 09:00:01 AM,52.641,0.0310
693,09/04/19 10:00:01 AM,53.209,0.0319
694,09/04/19 11:00:01 AM,55.299,0.0328
695,09/04/19 12:00:01 PM,57.936,0.0328
696,09/04/19 01:00:01 PM,60.474,0.0328
697,09/04/19 02:00:01 PM,62.791,0.0328
698,09/04/19 03:00:01 PM,64.074,0.0332
699,09/04/19 04:00:01 PM,64.674,0.0332
700,09/04/19 05:00:01 PM,64.161,0.0328
701,09/04/19 06:00:01 PM,62.962,0.0319
702,09/04/19 07:00:01 PM,61.506,0.0306
703,09/04/19 08:00:01 PM,60.046,0.0306
704,09/04/19 09:00:01 PM,58.582,0.0288
705,09/04/19 10:00:01 PM,57.204,0.0288
706,09/04/19 11:00:01 PM,56.251,0.0288
707,09/05/19 12:00:01 AM,55.472,0.0297
708,09/05/19 01:00:01 AM,54.777,0.0288
709,09/05/19 02:00:01 AM,54.169,0.0297
710,09/05/19 03:00:01 AM,53.559,0.0297
711,09/05/19 04:00:01 AM,53.035,0.0297
712,09/05/19 05:00:01 AM,52.597,0.0297
713,09/05/19 06:00:01 AM,52.072,0.0288
714,09/05/19 07:00:01 AM,51.370,0.0288
715,09/05/19 08:00:01 AM,50.929,0.0283
716,09/05/19 09:00:01 AM,51.413,0.0306
717,09/05/19 10:00:01 AM,52.860,0.0310
718,09/05/19 11:00:01 AM,55.515,0.0328
719,09/05/19 12:00:01 PM,59.529,0.0328
720,09/05/19 01:00:01 PM,62.704,0.0328
721,09/05/19 02:00:01 PM,64.288,0.0332
722,09/05/19 03:00:01 PM,64.204,0.0319
723,09/05/19 04:00:01 PM,62.661,0.0392
724,09/05/19 05:00:01 PM,58.842,0.0653
725,09/05/19 06:00:01 PM,57.117,0.0632
726,09/05/19 07:00:01 PM,56.340,0.0628
727,09/05/19 08:00:01 PM,55.558,0.0614
728,09/05/19 09:00:01 PM,54.387,0.0607
729,09/05/19 10:00:01 PM,53.209,0.0596
730,09/05/19 11:00:01 PM,52.160,0.0588
731,09/06/19 12:00:01 AM,51.237,0.0588
732,09/06/19 01:00:01 AM,50.356,0.0581
733,09/06/19 02:00:01 AM,49.561,0.0574
734,09/06/19 03:00:01 AM,48.805,0.0574
735,09/06/19 04:00:01 AM,48.137,0.0574
736,09/06/19 05:00:01 AM,47.557,0.0570
737,09/06/19 06:00:01 AM,47.019,0.0570
738,09/06/19 07:00:01 AM,46.526,0.0570
739,09/06/19 08:00:01 AM,46.391,0.0570
740,09/06/19 09:00:01 AM,47.019,0.0574
741,09/06/19 10:00:01 AM,48.094,0.0570
742,09/06/19 11:00:01 AM,50.664,0.0570
743,09/06/19 12:00:01 PM,54.734,0.0562
744,09/06/19 01:00:01 PM,58.282,0.0555
745,09/06/19 02:00:01 PM,59.916,0.0547
746,09/06/19 03:00:01 PM,62.148,0.0544
747,09/06/19 04:00:01 PM,62.661,0.0528
748,09/06/19 05:00:01 PM,61.506,0.0528
749,09/06/19 06:00:01 PM,59.959,0.0517
750,09/06/19 07:00:01 PM,58.455,0.0501
751,09/06/19 08:00:01 PM,56.944,0.0494
752,09/06/19 09:00:01 PM,55.602,0.0494
753,09/06/19 10:00:01 PM,54.430,0.0494
754,09/06/19 11:00:01 PM,53.427,0.0494
755,09/07/19 12:00:01 AM,52.509,0.0494
756,09/07/19 01:00:01 AM,51.544,0.0490
757,09/07/19 02:00:01 AM,50.709,0.0490
758,09/07/19 03:00:01 AM,50.047,0.0517
759,09/07/19 04:00:01 AM,49.338,0.0528
760,09/07/19 05:00:01 AM,48.628,0.0536
761,09/07/19 06:00:01 AM,47.914,0.0536
762,09/07/19 07:00:01 AM,47.199,0.0536
763,09/07/19 08:00:01 AM,46.661,0.0536
764,09/07/19 09:00:01 AM,47.019,0.0547
765,09/07/19 10:00:01 AM,48.360,0.0547
766,09/07/19 11:00:01 AM,50.752,0.0555
767,09/07/19 12:00:01 PM,53.559,0.0547
768,09/07/19 01:00:01 PM,56.079,0.0547
769,09/07/19 02:00:01 PM,57.807,0.0555
770,09/07/19 03:00:01 PM,58.755,0.0547
771,09/07/19 04:00:01 PM,58.971,0.0536
772,09/07/19 05:00:01 PM,58.541,0.0536
773,09/07/19 06:00:01 PM,57.333,0.0521
774,09/07/19 07:00:01 PM,55.992,0.0521
775,09/07/19 08:00:01 PM,54.516,0.0517
776,09/07/19 09:00:01 PM,52.947,0.0517
777,09/07/19 10:00:01 PM,51.458,0.0509
778,09/07/19 11:00:01 PM,50.135,0.0501
779,09/08/19 12:00:01 AM,48.983,0.0501
780,09/08/19 01:00:01 AM,47.914,0.0494
781,09/08/19 02:00:01 AM,47.019,0.0494
782,09/08/19 03:00:01 AM,46.301,0.0494
783,09/08/19 04:00:01 AM,45.624,0.0494
784,09/08/19 05:00:01 AM,45.036,0.0494
785,09/08/19 06:00:01 AM,44.537,0.0494
786,09/08/19 07:00:01 AM,44.127,0.0494
787,09/08/19 08:00:01 AM,43.990,0.0494
788,09/08/19 09:00:01 AM,44.400,0.0494
789,09/08/19 10:00:01 AM,45.941,0.0509
790,09/08/19 11:00:01 AM,48.360,0.0501
791,09/08/19 12:00:01 PM,50.047,0.0501
792,09/08/19 01:00:01 PM,52.641,0.0494
793,09/08/19 02:00:01 PM,53.515,0.0501
794,09/08/19 03:00:01 PM,53.121,0.0501
795,09/08/19 04:00:01 PM,52.597,0.0517
796,09/08/19 05:00:01 PM,51.940,0.0521
797,09/08/19 06:00:01 PM,51.589,0.0521
798,09/08/19 07:00:01 PM,50.886,0.0521
799,09/08/19 08:00:01 PM,50.135,0.0521
800,09/08/19 09:00:01 PM,49.073,0.0581
801,09/08/19 10:00:01 PM,48.182,0.0588
802,09/08/19 11:00:01 PM,47.422,0.0599
803,09/09/19 12:00:01 AM,46.661,0.0607
804,09/09/19 01:00:01 AM,45.896,0.0607
805,09/09/19 02:00:01 AM,45.127,0.0614
806,09/09/19 03:00:01 AM,44.310,0.0614
807,09/09/19 04:00:01 AM,43.488,0.0614
808,09/09/19 05:00:01 AM,42.755,0.0614
809,09/09/19 06:00:01 AM,41.970,0.0614
810,09/09/19 07:00:01 AM,41.230,0.0614
811,09/09/19 08:00:01 AM,40.719,0.0621
812,09/09/19 09:00:01 AM,40.998,0.0621
813,09/09/19 10:00:01 AM,42.294,0.0621
814,09/09/19 11:00:01 AM,45.127,0.0628
815,09/09/19 12:00:01 PM,49.383,0.0628
816,09/09/19 01:00:01 PM,54.037,0.0621
817,09/09/19 02:00:01 PM,58.109,0.0614
818,09/09/19 03:00:01 PM,60.604,0.0614
819,09/09/19 04:00:01 PM,61.506,0.0607
820,09/09/19 05:00:01 PM,60.904,0.0599
821,09/09/19 06:00:01 PM,59.272,0.0588
822,09/09/19 07:00:01 PM,57.160,0.0574
823,09/09/19 08:00:01 PM,55.081,0.0562
824,09/09/19 09:00:01 PM,53.121,0.0555
825,09/09/19 10:00:01 PM,51.325,0.0547
826,09/09/19 11:00:01 PM,49.782,0.0544
827,09/10/19 12:00:01 AM,48.360,0.0536
828,09/10/19 01:00:01 AM,47.109,0.0536
829,09/10/19 02:00:01 AM,45.941,0.0528
830,09/10/19 03:00:01 AM,45.036,0.0528
831,09/10/19 04:00:01 AM,44.218,0.0528
832,09/10/19 05:00:01 AM,43.396,0.0528
833,09/10/19 06:00:01 AM,42.616,0.0521
834,09/10/19 07:00:01 AM,41.925,0.0528
835,09/10/19 08:00:01 AM,41.463,0.0528
836,09/10/19 09:00:01 AM,41.832,0.0528
837,09/10/19 10:00:01 AM,43.259,0.0528
838,09/10/19 11:00:01 AM,46.076,0.0528
839,09/10/19 12:00:01 PM,49.516,0.0521
840,09/10/19 01:00:01 PM,53.298,0.0517
841,09/10/19 02:00:01 PM,57.506,0.0509
842,09/10/19 03:00:01 PM,60.346,0.0509
843,09/10/19 04:00:01 PM,60.775,0.0517
844,09/10/19 05:00:01 PM,59.873,0.0501
845,09/10/19 06:00:01 PM,57.979,0.0490
846,09/10/19 07:00:01 PM,56.208,0.0490
847,09/10/19 08:00:01 PM,54.300,0.0490
848,09/10/19 09:00:01 PM,52.554,0.0474
849,09/10/19 10:00:01 PM,51.105,0.0474
850,09/10/19 11:00:01 PM,50.002,0.0470
851,09/11/19 12:00:01 AM,48.938,0.0470
852,09/11/19 01:00:01 AM,47.557,0.0482
853,09/11/19 02:00:01 AM,46.481,0.0490
854,09/11/19 03:00:01 AM,45.761,0.0509
855,09/11/19 04:00:01 AM,45.307,0.0521
856,09/11/19 05:00:01 AM,44.901,0.0528
857,09/11/19 06:00:01 AM,44.537,0.0528
858,09/11/19 07:00:01 AM,44.263,0.0528
859,09/11/19 08:00:01 AM,43.716,0.0544
860,09/11/19 09:00:01 AM,42.939,0.0574
861,09/11/19 10:00:01 AM,42.939,0.0599
862,09/11/19 11:00:01 AM,43.853,0.0614
863,09/11/19 12:00:01 PM,44.627,0.0628
864,09/11/19 01:00:01 PM,45.851,0.0632
865,09/11/19 02:00:01 PM,46.706,0.0653
866,09/11/19 03:00:01 PM,47.377,0.0660
867,09/11/19 04:00:01 PM,48.049,0.0653
868,09/11/19 05:00:01 PM,47.914,0.0660
869,09/11/19 06:00:01 PM,47.467,0.0653
870,09/11/19 07:00:01 PM,46.661,0.0646
871,09/11/19 08:00:01 PM,45.579,0.0646
872,09/11/19 09:00:01 PM,44.627,0.0646
873,09/11/19 10:00:01 PM,43.808,0.0646
874,09/11/19 11:00:01 PM,42.984,0.0639
875,09/12/19 12:00:01 AM,42.247,0.0646
876,09/12/19 01:00:01 AM,41.601,0.0646
877,09/12/19 02:00:01 AM,40.998,0.0653
878,09/12/19 03:00:01 AM,40.485,0.0653
879,09/12/19 04:00:01 AM,40.064,0.0653
880,09/12/19 05:00:01 AM,39.596,0.0660
881,09/12/19 06:00:01 AM,39.173,0.0660
882,09/12/19 07:00:01 AM,38.842,0.0660
883,09/12/19 08:00:01 AM,38.511,0.0671
884,09/12/19 09:00:01 AM,38.322,0.0660
885,09/12/19 10:00:01 AM,38.700,0.0732
886,09/12/19 11:00:01 AM,40.626,0.0752
887,09/12/19 12:00:01 PM,44.764,0.0752
888,09/12/19 01:00:01 PM,49.737,0.0745
889,09/12/19 02:00:01 PM,53.951,0.0745
890,09/12/19 03:00:01 PM,56.815,0.0738
891,09/12/19 04:00:01 PM,58.109,0.0732
892,09/12/19 05:00:01 PM,58.109,0.0725
893,09/12/19 06:00:01 PM,56.858,0.0715
894,09/12/19 07:00:01 PM,54.777,0.0702
895,09/12/19 08:00:01 PM,52.641,0.0695
896,09/12/19 09:00:01 PM,50.664,0.0684
897,09/12/19 10:00:01 PM,48.850,0.0684
898,09/12/19 11:00:01 PM,47.199,0.0678
899,09/13/19 12:00:01 AM,45.761,0.0678
900,09/13/19 01:00:01 AM,44.445,0.0671
901,09/13/19 02:00:01 AM,43.306,0.0671
902,09/13/19 03:00:01 AM,42.294,0.0671
903,09/13/19 04:00:01 AM,41.463,0.0671
904,09/13/19 05:00:01 AM,40.719,0.0671
905,09/13/19 06:00:01 AM,40.064,0.0671
906,09/13/19 07:00:01 AM,39.502,0.0671
907,09/13/19 08:00:01 AM,39.031,0.0671
908,09/13/19 09:00:01 AM,38.984,0.0678
909,09/13/19 10:00:01 AM,39.783,0.0678
910,09/13/19 11:00:01 AM,42.341,0.0671
911,09/13/19 12:00:01 PM,46.616,0.0664
912,09/13/19 01:00:01 PM,51.678,0.0653
913,09/13/19 02:00:01 PM,56.122,0.0639
914,09/13/19 03:00:01 PM,59.099,0.0639
915,09/13/19 04:00:01 PM,60.517,0.0632
916,09/13/19 05:00:01 PM,60.517,0.0632
917,09/13/19 06:00:01 PM,59.099,0.0614
918,09/13/19 07:00:01 PM,56.901,0.0596
919,09/13/19 08:00:01 PM,54.648,0.0588
920,09/13/19 09:00:01 PM,52.509,0.0588
921,09/13/19 10:00:01 PM,50.576,0.0574
922,09/13/19 11:00:01 PM,48.850,0.0574
923,09/14/19 12:00:01 AM,47.377,0.0570
924,09/14/19 01:00:01 AM,45.986,0.0570
925,09/14/19 02:00:01 AM,44.719,0.0562
926,09/14/19 03:00:01 AM,43.579,0.0562
927,09/14/19 04:00:01 AM,42.525,0.0562
928,09/14/19 05:00:01 AM,41.648,0.0562
929,09/14/19 06:00:01 AM,40.858,0.0562
930,09/14/19 07:00:01 AM,40.158,0.0562
931,09/14/19 08:00:01 AM,39.596,0.0562
932,09/14/19 09:00:01 AM,39.643,0.0570
933,09/14/19 10:00:01 AM,41.043,0.0562
934,09/14/19 11:00:01 AM,44.082,0.0562
935,09/14/19 12:00:01 PM,48.717,0.0555
936,09/14/19 01:00:01 PM,53.865,0.0547
937,09/14/19 02:00:01 PM,58.368,0.0544
938,09/14/19 03:00:01 PM,61.333,0.0536
939,09/14/19 04:00:01 PM,62.577,0.0544
940,09/14/19 05:00:01 PM,62.447,0.0536
941,09/14/19 06:00:01 PM,61.162,0.0528
942,09/14/19 07:00:01 PM,59.056,0.0517
943,09/14/19 08:00:01 PM,56.858,0.0501
944,09/14/19 09:00:01 PM,54.865,0.0494
945,09/14/19 10:00:01 PM,53.078,0.0494
946,09/14/19 11:00:01 PM,51.544,0.0482
947,09/15/19 12:00:01 AM,50.180,0.0482
948,09/15/19 01:00:01 AM,49.073,0.0474
949,09/15/19 02:00:01 AM,48.094,0.0474
950,09/15/19 03:00:01 AM,47.109,0.0470
951,09/15/19 04:00:01 AM,46.166,0.0470
952,09/15/19 05:00:01 AM,45.307,0.0470
953,09/15/19 06:00:01 AM,44.492,0.0470
954,09/15/19 07:00:01 AM,43.763,0.0462
955,09/15/19 08:00:01 AM,43.214,0.0470
956,09/15/19 09:00:01 AM,43.534,0.0470
957,09/15/19 10:00:01 AM,44.946,0.0474
958,09/15/19 11:00:01 AM,47.602,0.0470
959,09/15/19 12:00:01 PM,51.544,0.0470
960,09/15/19 01:00:01 PM,55.213,0.0462
961,09/15/19 02:00:01 PM,57.160,0.0454
962,09/15/19 03:00:01 PM,57.807,0.0446
963,09/15/19 04:00:01 PM,57.420,0.0442
964,09/15/19 05:00:01 PM,56.383,0.0442
965,09/15/19 06:00:01 PM,55.256,0.0434
966,09/15/19 07:00:01 PM,54.212,0.0434
967,09/15/19 08:00:01 PM,53.078,0.0425
968,09/15/19 09:00:01 PM,52.029,0.0425
969,09/15/19 10:00:01 PM,51.105,0.0421
970,09/15/19 11:00:01 PM,50.268,0.0421
971,09/16/19 12:00:01 AM,49.561,0.0421
972,09/16/19 01:00:01 AM,48.938,0.0421
973,09/16/19 02:00:01 AM,48.272,0.0413
974,09/16/19 03:00:01 AM,47.647,0.0413
975,09/16/19 04:00:01 AM,47.109,0.0413
976,09/16/19 05:00:01 AM,46.706,0.0421
977,09/16/19 06:00:01 AM,46.301,0.0421
978,09/16/19 07:00:01 AM,46.031,0.0421
979,09/16/19 08:00:01 AM,45.761,0.0421
980,09/16/19 09:00:01 AM,45.624,0.0421
981,09/16/19 10:00:01 AM,45.851,0.0425
982,09/16/19 11:00:01 AM,46.751,0.0434
983,09/16/19 12:00:01 PM,48.405,0.0442
984,09/16/19 01:00:01 PM,52.291,0.0446
985,09/16/19 02:00:01 PM,55.386,0.0446
986,09/16/19 03:00:01 PM,58.023,0.0454
987,09/16/19 04:00:01 PM,59.916,0.0454
988,09/16/19 05:00:01 PM,60.089,0.0462
989,09/16/19 06:00:01 PM,59.014,0.0442
990,09/16/19 07:00:01 PM,57.376,0.0434
991,09/16/19 08:00:01 PM,55.776,0.0421
992,09/16/19 09:00:01 PM,54.255,0.0413
993,09/16/19 10:00:01 PM,52.817,0.0405
994,09/16/19 11:00:01 PM,51.413,0.0405
995,09/17/19 12:00:01 AM,50.180,0.0401
996,09/17/19 01:00:01 AM,49.073,0.0392
997,09/17/19 02:00:01 AM,48.272,0.0392
998,09/17/19 03:00:01 AM,47.602,0.0392
999,09/17/19 04:00:01 AM,46.974,0.0392
1000,09/17/19 05:00:01 AM,46.436,0.0392
1001,09/17/19 06:00:01 AM,45.986,0.0413
1002,09/17/19 07:00:01 AM,45.399,0.0413
1003,09/17/19 08:00:01 AM,44.991,0.0421
1004,09/17/19 09:00:01 AM,44.719,0.0434
1005,09/17/19 10:00:01 AM,44.674,0.0434
1006,09/17/19 11:00:01 AM,44.764,0.0494
1007,09/17/19 12:00:01 PM,45.489,0.0544
1008,09/17/19 01:00:01 PM,45.761,0.0684
1009,09/17/19 02:00:01 PM,45.262,0.0715
1010,09/17/19 03:00:01 PM,45.806,0.0708
1011,09/17/19 04:00:01 PM,46.751,0.0708
1012,09/17/19 05:00:01 PM,47.244,0.0695
1013,09/17/19 06:00:01 PM,47.334,0.0695
1014,09/17/19 07:00:01 PM,47.019,0.0691
1015,09/17/19 08:00:01 PM,46.391,0.0684
1016,09/17/19 09:00:01 PM,45.806,0.0684
1017,09/17/19 10:00:01 PM,45.354,0.0684
1018,09/17/19 11:00:01 PM,44.946,0.0684
1019,09/18/19 12:00:01 AM,44.582,0.0691
1020,09/18/19 01:00:01 AM,44.127,0.0691
1021,09/18/19 02:00:01 AM,43.624,0.0691
1022,09/18/19 03:00:01 AM,43.167,0.0691
1023,09/18/19 04:00:01 AM,42.847,0.0691
1024,09/18/19 05:00:01 AM,42.433,0.0691
1025,09/18/19 06:00:01 AM,42.017,0.0691
1026,09/18/19 07:00:01 AM,41.601,0.0691
1027,09/18/19 08:00:01 AM,41.322,0.0691
1028,09/18/19 09:00:01 AM,41.369,0.0695
1029,09/18/19 10:00:01 AM,42.017,0.0691
1030,09/18/19 11:00:01 AM,43.396,0.0695
1031,09/18/19 12:00:01 PM,45.669,0.0691
1032,09/18/19 01:00:01 PM,49.249,0.0695
1033,09/18/19 02:00:01 PM,52.903,0.0695
1034,09/18/19 03:00:01 PM,55.429,0.0695
1035,09/18/19 04:00:01 PM,55.863,0.0684
1036,09/18/19 05:00:01 PM,55.386,0.0671
1037,09/18/19 06:00:01 PM,54.343,0.0664
1038,09/18/19 07:00:01 PM,52.947,0.0660
1039,09/18/19 08:00:01 PM,51.501,0.0653
1040,09/18/19 09:00:01 PM,49.959,0.0646
1041,09/18/19 10:00:01 PM,48.538,0.0646
1042,09/18/19 11:00:01 PM,47.289,0.0639
1043,09/19/19 12:00:01 AM,46.166,0.0639
1044,09/19/19 01:00:01 AM,45.217,0.0639
1045,09/19/19 02:00:01 AM,44.400,0.0639
1046,09/19/19 03:00:01 AM,43.716,0.0632
1047,09/19/19 04:00:01 AM,42.984,0.0632
1048,09/19/19 05:00:01 AM,42.294,0.0632
1049,09/19/19 06:00:01 AM,41.601,0.0628
1050,09/19/19 07:00:01 AM,40.998,0.0632
1051,09/19/19 08:00:01 AM,40.485,0.0628
1052,09/19/19 09:00:01 AM,40.719,0.0639
1053,09/19/19 10:00:01 AM,42.017,0.0632
1054,09/19/19 11:00:01 AM,44.582,0.0632
1055,09/19/19 12:00:01 PM,47.109,0.0621
1056,09/19/19 01:00:01 PM,48.805,0.0614
1057,09/19/19 02:00:01 PM,50.445,0.0599
1058,09/19/19 03:00:01 PM,52.291,0.0599
1059,09/19/19 04:00:01 PM,53.035,0.0596
1060,09/19/19 05:00:01 PM,52.903,0.0596
1061,09/19/19 06:00:01 PM,52.246,0.0588
1062,09/19/19 07:00:01 PM,51.237,0.0574
1063,09/19/19 08:00:01 PM,50.135,0.0574
1064,09/19/19 09:00:01 PM,48.895,0.0570
1065,09/19/19 10:00:01 PM,47.781,0.0570
1066,09/19/19 11:00:01 PM,46.841,0.0570
1067,09/20/19 12:00:01 AM,45.986,0.0570
1068,09/20/19 01:00:01 AM,45.307,0.0570
1069,09/20/19 02:00:01 AM,44.719,0.0570
1070,09/20/19 03:00:01 AM,44.173,0.0562
1071,09/20/19 04:00:01 AM,43.579,0.0562
1072,09/20/19 05:00:01 AM,42.939,0.0562
1073,09/20/19 06:00:01 AM,42.294,0.0562
1074,09/20/19 07:00:01 AM,41.693,0.0555
1075,09/20/19 08:00:01 AM,41.230,0.0562
1076,09/20/19 09:00:01 AM,41.277,0.0570
1077,09/20/19 10:00:01 AM,42.478,0.0570
1078,09/20/19 11:00:01 AM,44.537,0.0562
1079,09/20/19 12:00:01 PM,46.301,0.0562
1080,09/20/19 01:00:01 PM,48.672,0.0562
1081,09/20/19 02:00:01 PM,51.984,0.0555
1082,09/20/19 03:00:01 PM,53.690,0.0544
1083,09/20/19 04:00:01 PM,53.515,0.0544
1084,09/20/19 05:00:01 PM,52.509,0.0528
1085,09/20/19 06:00:01 PM,51.413,0.0528
1086,09/20/19 07:00:01 PM,50.223,0.0521
1087,09/20/19 08:00:01 PM,48.983,0.0517
1088,09/20/19 09:00:01 PM,47.691,0.0517
1089,09/20/19 10:00:01 PM,46.391,0.0517
1090,09/20/19 11:00:01 PM,45.354,0.0509
1091,09/21/19 12:00:01 AM,44.355,0.0509
1092,09/21/19 01:00:01 AM,43.396,0.0509
1093,09/21/19 02:00:01 AM,42.386,0.0501
1094,09/21/19 03:00:01 AM,41.416,0.0501
1095,09/21/19 04:00:01 AM,40.485,0.0501
1096,09/21/19 05:00:01 AM,39.690,0.0501
1097,09/21/19 06:00:01 AM,38.984,0.0501
1098,09/21/19 07:00:01 AM,38.368,0.0509
1099,09/21/19 08:00:01 AM,37.893,0.0517
1100,09/21/19 09:00:01 AM,37.702,0.0517
1101,09/21/19 10:00:01 AM,38.226,0.0517
1102,09/21/19 11:00:01 AM,40.438,0.0517
1103,09/21/19 12:00:01 PM,44.218,0.0517
1104,09/21/19 01:00:01 PM,48.895,0.0501
1105,09/21/19 02:00:01 PM,53.253,0.0501
1106,09/21/19 03:00:01 PM,56.165,0.0509
1107,09/21/19 04:00:01 PM,57.506,0.0509
1108,09/21/19 05:00:01 PM,57.420,0.0501
1109,09/21/19 06:00:01 PM,56.079,0.0494
1110,09/21/19 07:00:01 PM,54.082,0.0482
1111,09/21/19 08:00:01 PM,51.984,0.0474
1112,09/21/19 09:00:01 PM,50.002,0.0470
1113,09/21/19 10:00:01 PM,48.182,0.0462
1114,09/21/19 11:00:01 PM,46.526,0.0462
1115,09/22/19 12:00:01 AM,45.082,0.0454
1116,09/22/19 01:00:01 AM,43.853,0.0454
1117,09/22/19 02:00:01 AM,42.663,0.0454
1118,09/22/19 03:00:01 AM,41.601,0.0454
1119,09/22/19 04:00:01 AM,40.579,0.0454
1120,09/22/19 05:00:01 AM,39.690,0.0446
1121,09/22/19 06:00:01 AM,38.889,0.0446
1122,09/22/19 07:00:01 AM,38.273,0.0446
1123,09/22/19 08:00:01 AM,37.751,0.0446
1124,09/22/19 09:00:01 AM,37.609,0.0462
1125,09/22/19 10:00:01 AM,38.368,0.0470
1126,09/22/19 11:00:01 AM,40.998,0.0470
1127,09/22/19 12:00:01 PM,45.172,0.0470
1128,09/22/19 01:00:01 PM,50.092,0.0462
1129,09/22/19 02:00:01 PM,54.430,0.0470
1130,09/22/19 03:00:01 PM,57.592,0.0470
1131,09/22/19 04:00:01 PM,59.142,0.0474
1132,09/22/19 05:00:01 PM,59.142,0.0474
1133,09/22/19 06:00:01 PM,57.636,0.0454
1134,09/22/19 07:00:01 PM,55.342,0.0446
1135,09/22/19 08:00:01 PM,53.121,0.0442
1136,09/22/19 09:00:01 PM,51.148,0.0425
1137,09/22/19 10:00:01 PM,49.428,0.0425
1138,09/22/19 11:00:01 PM,47.914,0.0421
1139,09/23/19 12:00:01 AM,46.526,0.0413
1140,09/23/19 01:00:01 AM,45.307,0.0413
1141,09/23/19 02:00:01 AM,44.127,0.0405
1142,09/23/19 03:00:01 AM,42.984,0.0405
1143,09/23/19 04:00:01 AM,41.925,0.0405
1144,09/23/19 05:00:01 AM,41.090,0.0405
1145,09/23/19 06:00:01 AM,40.438,0.0405
1146,09/23/19 07:00:01 AM,39.877,0.0405
1147,09/23/19 08:00:01 AM,39.549,0.0405
1148,09/23/19 09:00:01 AM,39.643,0.0413
1149,09/23/19 10:00:01 AM,40.626,0.0421
1150,09/23/19 11:00:01 AM,42.663,0.0425
1151,09/23/19 12:00:01 PM,46.301,0.0425
1152,09/23/19 01:00:01 PM,50.886,0.0421
1153,09/23/19 02:00:01 PM,54.387,0.0425
1154,09/23/19 03:00:01 PM,55.342,0.0421
1155,09/23/19 04:00:01 PM,55.256,0.0413
1156,09/23/19 05:00:01 PM,54.952,0.0413
1157,09/23/19 06:00:01 PM,54.169,0.0405
1158,09/23/19 07:00:01 PM,52.947,0.0401
1159,09/23/19 08:00:01 PM,51.501,0.0401
1160,09/23/19 09:00:01 PM,50.002,0.0384
1161,09/23/19 10:00:01 PM,48.628,0.0384
1162,09/23/19 11:00:01 PM,47.199,0.0375
1163,09/24/19 12:00:01 AM,45.806,0.0375
1164,09/24/19 01:00:01 AM,44.537,0.0371
1165,09/24/19 02:00:01 AM,43.396,0.0371
1166,09/24/19 03:00:01 AM,42.478,0.0371
1167,09/24/19 04:00:01 AM,41.693,0.0371
1168,09/24/19 05:00:01 AM,40.998,0.0371
1169,09/24/19 06:00:01 AM,40.298,0.0371
1170,09/24/19 07:00:01 AM,39.596,0.0371
1171,09/24/19 08:00:01 AM,38.984,0.0371
1172,09/24/19 09:00:01 AM,39.267,0.0384
1173,09/24/19 10:00:01 AM,40.811,0.0392
1174,09/24/19 11:00:01 AM,43.763,0.0401
1175,09/24/19 12:00:01 PM,48.049,0.0401
1176,09/24/19 01:00:01 PM,52.992,0.0405
1177,09/24/19 02:00:01 PM,57.463,0.0405
1178,09/24/19 03:00:01 PM,60.474,0.0413
1179,09/24/19 04:00:01 PM,61.720,0.0421
1180,09/24/19 05:00:01 PM,61.376,0.0413
1181,09/24/19 06:00:01 PM,59.659,0.0392
1182,09/24/19 07:00:01 PM,57.376,0.0384
1183,09/24/19 08:00:01 PM,55.125,0.0375
1184,09/24/19 09:00:01 PM,53.078,0.0371
1185,09/24/19 10:00:01 PM,51.237,0.0354
1186,09/24/19 11:00:01 PM,49.604,0.0354
1187,09/25/19 12:00:01 AM,48.137,0.0350
1188,09/25/19 01:00:01 AM,46.841,0.0341
1189,09/25/19 02:00:01 AM,45.714,0.0341
1190,09/25/19 03:00:01 AM,44.674,0.0332
1191,09/25/19 04:00:01 AM,43.624,0.0332
