"Plot Title: 20393604_SM_A_C1_ctrl"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 20393604, SEN S/N: 20391817, LBL: C1_R)","Water Content, m³/m³ (LGR S/N: 20393604, SEN S/N: 20399028, LBL: C1_R)"
1192,09/25/19 05:00:01 AM,42.708,0.0332
1193,09/25/19 06:00:01 AM,41.878,0.0332
1194,09/25/19 07:00:01 AM,41.090,0.0332
1195,09/25/19 08:00:01 AM,40.485,0.0332
1196,09/25/19 09:00:01 AM,40.858,0.0354
1197,09/25/19 10:00:01 AM,42.570,0.0354
1198,09/25/19 11:00:01 AM,45.669,0.0354
1199,09/25/19 12:00:01 PM,50.135,0.0371
1200,09/25/19 01:00:01 PM,55.168,0.0371
1201,09/25/19 02:00:01 PM,59.529,0.0375
1202,09/25/19 03:00:01 PM,62.276,0.0384
1203,09/25/19 04:00:01 PM,63.433,0.0375
1204,09/25/19 05:00:01 PM,63.133,0.0384
1205,09/25/19 06:00:01 PM,61.590,0.0363
1206,09/25/19 07:00:01 PM,59.486,0.0354
1207,09/25/19 08:00:01 PM,57.290,0.0350
1208,09/25/19 09:00:01 PM,55.168,0.0332
1209,09/25/19 10:00:01 PM,53.384,0.0328
1210,09/25/19 11:00:01 PM,51.809,0.0328
1211,09/26/19 12:00:01 AM,50.400,0.0328
1212,09/26/19 01:00:01 AM,49.028,0.0310
1213,09/26/19 02:00:01 AM,47.826,0.0310
1214,09/26/19 03:00:01 AM,46.661,0.0310
1215,09/26/19 04:00:01 AM,45.669,0.0306
1216,09/26/19 05:00:01 AM,44.719,0.0306
1217,09/26/19 06:00:01 AM,43.808,0.0306
1218,09/26/19 07:00:01 AM,43.030,0.0306
1219,09/26/19 08:00:01 AM,42.386,0.0306
1220,09/26/19 09:00:01 AM,42.708,0.0310
1221,09/26/19 10:00:01 AM,44.127,0.0332
1222,09/26/19 11:00:01 AM,46.751,0.0332
1223,09/26/19 12:00:01 PM,50.135,0.0341
1224,09/26/19 01:00:01 PM,53.559,0.0341
1225,09/26/19 02:00:01 PM,55.949,0.0341
1226,09/26/19 03:00:01 PM,57.463,0.0350
1227,09/26/19 04:00:01 PM,58.712,0.0350
1228,09/26/19 05:00:01 PM,59.099,0.0350
1229,09/26/19 06:00:01 PM,58.282,0.0332
1230,09/26/19 07:00:01 PM,56.858,0.0332
1231,09/26/19 08:00:01 PM,55.429,0.0328
1232,09/26/19 09:00:01 PM,54.082,0.0319
1233,09/26/19 10:00:01 PM,52.686,0.0319
1234,09/26/19 11:00:01 PM,51.589,0.0310
1235,09/27/19 12:00:01 AM,50.709,0.0310
1236,09/27/19 01:00:01 AM,49.870,0.0306
1237,09/27/19 02:00:01 AM,49.073,0.0306
1238,09/27/19 03:00:01 AM,48.360,0.0306
1239,09/27/19 04:00:01 AM,47.736,0.0306
1240,09/27/19 05:00:01 AM,46.931,0.0297
1241,09/27/19 06:00:01 AM,46.211,0.0297
1242,09/27/19 07:00:01 AM,45.761,0.0297
1243,09/27/19 08:00:01 AM,45.399,0.0306
1244,09/27/19 09:00:01 AM,45.307,0.0306
1245,09/27/19 10:00:01 AM,45.941,0.0310
1246,09/27/19 11:00:01 AM,47.602,0.0328
1247,09/27/19 12:00:01 PM,49.737,0.0319
1248,09/27/19 01:00:01 PM,52.903,0.0328
1249,09/27/19 02:00:01 PM,56.642,0.0341
1250,09/27/19 03:00:01 PM,59.315,0.0341
1251,09/27/19 04:00:01 PM,60.474,0.0341
1252,09/27/19 05:00:01 PM,59.788,0.0341
1253,09/27/19 06:00:01 PM,58.239,0.0328
1254,09/27/19 07:00:01 PM,56.469,0.0310
1255,09/27/19 08:00:01 PM,54.820,0.0310
1256,09/27/19 09:00:01 PM,53.253,0.0310
1257,09/27/19 10:00:01 PM,51.895,0.0306
1258,09/27/19 11:00:01 PM,50.886,0.0306
1259,09/28/19 12:00:01 AM,49.959,0.0306
1260,09/28/19 01:00:01 AM,49.116,0.0297
1261,09/28/19 02:00:01 AM,48.272,0.0297
1262,09/28/19 03:00:01 AM,47.557,0.0297
1263,09/28/19 04:00:01 AM,46.841,0.0297
1264,09/28/19 05:00:01 AM,46.121,0.0297
1265,09/28/19 06:00:01 AM,45.534,0.0297
1266,09/28/19 07:00:01 AM,45.127,0.0297
1267,09/28/19 08:00:01 AM,44.856,0.0306
1268,09/28/19 09:00:01 AM,45.036,0.0310
1269,09/28/19 10:00:01 AM,45.851,0.0319
1270,09/28/19 11:00:01 AM,47.914,0.0319
1271,09/28/19 12:00:01 PM,50.929,0.0319
1272,09/28/19 01:00:01 PM,54.648,0.0328
1273,09/28/19 02:00:01 PM,57.592,0.0332
1274,09/28/19 03:00:01 PM,58.712,0.0328
1275,09/28/19 04:00:01 PM,59.401,0.0332
1276,09/28/19 05:00:01 PM,59.272,0.0319
1277,09/28/19 06:00:01 PM,57.893,0.0319
1278,09/28/19 07:00:01 PM,56.035,0.0306
1279,09/28/19 08:00:01 PM,54.387,0.0306
1280,09/28/19 09:00:01 PM,52.947,0.0297
1281,09/28/19 10:00:01 PM,51.678,0.0288
1282,09/28/19 11:00:01 PM,50.576,0.0288
1283,09/29/19 12:00:01 AM,49.604,0.0283
1284,09/29/19 01:00:01 AM,48.717,0.0283
1285,09/29/19 02:00:01 AM,48.004,0.0283
1286,09/29/19 03:00:01 AM,47.377,0.0283
1287,09/29/19 04:00:01 AM,46.841,0.0283
1288,09/29/19 05:00:01 AM,46.211,0.0283
1289,09/29/19 06:00:01 AM,45.669,0.0283
1290,09/29/19 07:00:01 AM,45.172,0.0283
1291,09/29/19 08:00:01 AM,44.719,0.0283
1292,09/29/19 09:00:01 AM,44.719,0.0288
1293,09/29/19 10:00:01 AM,45.534,0.0288
1294,09/29/19 11:00:01 AM,47.467,0.0288
1295,09/29/19 12:00:01 PM,49.338,0.0297
1296,09/29/19 01:00:01 PM,50.797,0.0297
1297,09/29/19 02:00:01 PM,52.378,0.0306
1298,09/29/19 03:00:01 PM,54.082,0.0297
1299,09/29/19 04:00:01 PM,54.648,0.0297
1300,09/29/19 05:00:01 PM,53.865,0.0288
1301,09/29/19 06:00:01 PM,52.729,0.0283
1302,09/29/19 07:00:01 PM,51.633,0.0288
1303,09/29/19 08:00:01 PM,50.621,0.0274
1304,09/29/19 09:00:01 PM,49.692,0.0274
1305,09/29/19 10:00:01 PM,48.805,0.0274
1306,09/29/19 11:00:01 PM,48.094,0.0274
1307,09/30/19 12:00:01 AM,47.334,0.0274
1308,09/30/19 01:00:01 AM,46.571,0.0270
1309,09/30/19 02:00:01 AM,45.761,0.0270
1310,09/30/19 03:00:01 AM,44.946,0.0270
1311,09/30/19 04:00:01 AM,44.218,0.0270
1312,09/30/19 05:00:01 AM,43.488,0.0261
1313,09/30/19 06:00:01 AM,42.847,0.0261
1314,09/30/19 07:00:01 AM,42.202,0.0261
1315,09/30/19 08:00:01 AM,41.601,0.0261
1316,09/30/19 09:00:01 AM,41.693,0.0274
1317,09/30/19 10:00:01 AM,42.847,0.0283
1318,09/30/19 11:00:01 AM,45.172,0.0288
1319,09/30/19 12:00:01 PM,48.583,0.0297
1320,09/30/19 01:00:01 PM,52.641,0.0306
1321,09/30/19 02:00:01 PM,55.992,0.0306
1322,09/30/19 03:00:01 PM,58.282,0.0310
1323,09/30/19 04:00:01 PM,59.358,0.0319
1324,09/30/19 05:00:01 PM,59.014,0.0310
1325,09/30/19 06:00:01 PM,57.376,0.0297
1326,09/30/19 07:00:01 PM,55.299,0.0288
1327,09/30/19 08:00:01 PM,53.384,0.0283
1328,09/30/19 09:00:01 PM,51.633,0.0283
1329,09/30/19 10:00:01 PM,50.180,0.0270
1330,09/30/19 11:00:01 PM,48.895,0.0270
1331,10/01/19 12:00:01 AM,47.781,0.0270
1332,10/01/19 01:00:01 AM,46.706,0.0261
1333,10/01/19 02:00:01 AM,45.761,0.0261
1334,10/01/19 03:00:01 AM,44.809,0.0261
1335,10/01/19 04:00:01 AM,43.945,0.0252
1336,10/01/19 05:00:01 AM,43.075,0.0252
1337,10/01/19 06:00:01 AM,42.247,0.0252
1338,10/01/19 07:00:01 AM,41.508,0.0252
1339,10/01/19 08:00:01 AM,40.811,0.0252
1340,10/01/19 09:00:01 AM,40.905,0.0261
1341,10/01/19 10:00:01 AM,42.109,0.0274
1342,10/01/19 11:00:01 AM,44.674,0.0283
1343,10/01/19 12:00:01 PM,48.360,0.0283
1344,10/01/19 01:00:01 PM,52.509,0.0288
1345,10/01/19 02:00:01 PM,56.122,0.0288
1346,10/01/19 03:00:01 PM,58.582,0.0306
1347,10/01/19 04:00:01 PM,59.616,0.0310
1348,10/01/19 05:00:01 PM,59.229,0.0288
1349,10/01/19 06:00:01 PM,57.376,0.0283
1350,10/01/19 07:00:01 PM,55.125,0.0274
1351,10/01/19 08:00:01 PM,53.035,0.0274
1352,10/01/19 09:00:01 PM,51.282,0.0270
1353,10/01/19 10:00:01 PM,49.692,0.0261
1354,10/01/19 11:00:01 PM,48.360,0.0252
1355,10/02/19 12:00:01 AM,47.109,0.0252
1356,10/02/19 01:00:01 AM,46.031,0.0247
1357,10/02/19 02:00:01 AM,45.036,0.0247
1358,10/02/19 03:00:01 AM,44.037,0.0247
1359,10/02/19 04:00:01 AM,43.122,0.0247
1360,10/02/19 05:00:01 AM,42.247,0.0247
1361,10/02/19 06:00:01 AM,41.369,0.0238
1362,10/02/19 07:00:01 AM,40.485,0.0238
1363,10/02/19 08:00:01 AM,39.690,0.0247
1364,10/02/19 09:00:01 AM,39.502,0.0247
1365,10/02/19 10:00:01 AM,40.438,0.0228
1366,10/02/19 11:00:01 AM,42.847,0.0228
1367,10/02/19 12:00:01 PM,46.571,0.0261
1368,10/02/19 01:00:01 PM,50.797,0.0247
1369,10/02/19 02:00:01 PM,54.430,0.0270
1370,10/02/19 03:00:01 PM,57.031,0.0270
1371,10/02/19 04:00:01 PM,58.239,0.0297
1372,10/02/19 05:00:01 PM,57.850,0.0274
1373,10/02/19 06:00:01 PM,55.819,0.0283
1374,10/02/19 07:00:01 PM,53.209,0.0261
1375,10/02/19 08:00:01 PM,50.664,0.0261
1376,10/02/19 09:00:01 PM,48.405,0.0247
1377,10/02/19 10:00:01 PM,46.391,0.0247
1378,10/02/19 11:00:01 PM,44.674,0.0238
1379,10/03/19 12:00:01 AM,43.122,0.0228
1380,10/03/19 01:00:01 AM,41.832,0.0228
1381,10/03/19 02:00:01 AM,40.764,0.0238
1382,10/03/19 03:00:01 AM,39.736,0.0228
1383,10/03/19 04:00:01 AM,38.795,0.0228
1384,10/03/19 05:00:01 AM,38.037,0.0228
1385,10/03/19 06:00:01 AM,37.416,0.0228
1386,10/03/19 07:00:01 AM,36.891,0.0228
1387,10/03/19 08:00:01 AM,36.459,0.0238
1388,10/03/19 09:00:01 AM,36.842,0.0228
1389,10/03/19 10:00:01 AM,38.464,0.0252
1390,10/03/19 11:00:01 AM,41.832,0.0270
1391,10/03/19 12:00:01 PM,46.571,0.0283
1392,10/03/19 01:00:01 PM,51.852,0.0297
1393,10/03/19 02:00:01 PM,56.208,0.0297
1394,10/03/19 03:00:01 PM,58.885,0.0310
1395,10/03/19 04:00:01 PM,60.046,0.0319
1396,10/03/19 05:00:01 PM,59.659,0.0306
1397,10/03/19 06:00:01 PM,57.765,0.0283
1398,10/03/19 07:00:01 PM,55.429,0.0283
1399,10/03/19 08:00:01 PM,53.253,0.0270
1400,10/03/19 09:00:01 PM,51.325,0.0270
1401,10/03/19 10:00:01 PM,49.737,0.0261
1402,10/03/19 11:00:01 PM,48.360,0.0252
1403,10/04/19 12:00:01 AM,47.019,0.0247
1404,10/04/19 01:00:01 AM,45.851,0.0247
1405,10/04/19 02:00:01 AM,44.809,0.0247
1406,10/04/19 03:00:01 AM,44.127,0.0247
1407,10/04/19 04:00:01 AM,43.671,0.0247
1408,10/04/19 05:00:01 AM,43.351,0.0247
1409,10/04/19 06:00:01 AM,43.030,0.0247
1410,10/04/19 07:00:01 AM,42.755,0.0252
1411,10/04/19 08:00:01 AM,42.433,0.0247
1412,10/04/19 09:00:01 AM,42.064,0.0261
1413,10/04/19 10:00:01 AM,41.740,0.0261
1414,10/04/19 11:00:01 AM,42.017,0.0274
1415,10/04/19 12:00:01 PM,43.624,0.0274
1416,10/04/19 01:00:01 PM,46.211,0.0283
1417,10/04/19 02:00:01 PM,48.983,0.0288
1418,10/04/19 03:00:01 PM,50.709,0.0288
1419,10/04/19 04:00:01 PM,51.721,0.0297
1420,10/04/19 05:00:01 PM,51.764,0.0288
1421,10/04/19 06:00:01 PM,50.709,0.0274
1422,10/04/19 07:00:01 PM,49.294,0.0270
1423,10/04/19 08:00:01 PM,47.871,0.0270
1424,10/04/19 09:00:01 PM,46.616,0.0261
1425,10/04/19 10:00:01 PM,45.534,0.0261
1426,10/04/19 11:00:01 PM,44.627,0.0252
1427,10/05/19 12:00:01 AM,43.763,0.0252
1428,10/05/19 01:00:01 AM,42.939,0.0247
1429,10/05/19 02:00:01 AM,41.970,0.0247
1430,10/05/19 03:00:01 AM,40.905,0.0247
1431,10/05/19 04:00:01 AM,39.924,0.0247
1432,10/05/19 05:00:01 AM,38.984,0.0238
1433,10/05/19 06:00:01 AM,38.037,0.0238
1434,10/05/19 07:00:01 AM,37.130,0.0228
1435,10/05/19 08:00:01 AM,36.313,0.0247
1436,10/05/19 09:00:01 AM,36.169,0.0252
1437,10/05/19 10:00:01 AM,37.225,0.0261
1438,10/05/19 11:00:01 AM,40.251,0.0283
1439,10/05/19 12:00:01 PM,44.400,0.0288
1440,10/05/19 01:00:01 PM,48.538,0.0297
1441,10/05/19 02:00:01 PM,51.940,0.0306
1442,10/05/19 03:00:01 PM,54.126,0.0306
1443,10/05/19 04:00:01 PM,55.081,0.0310
1444,10/05/19 05:00:01 PM,54.604,0.0297
1445,10/05/19 06:00:01 PM,52.686,0.0283
1446,10/05/19 07:00:01 PM,50.488,0.0270
1447,10/05/19 08:00:01 PM,48.493,0.0261
1448,10/05/19 09:00:01 PM,46.796,0.0261
1449,10/05/19 10:00:01 PM,45.262,0.0252
1450,10/05/19 11:00:01 PM,43.945,0.0247
1451,10/06/19 12:00:01 AM,42.755,0.0247
1452,10/06/19 01:00:01 AM,41.740,0.0247
1453,10/06/19 02:00:01 AM,40.764,0.0247
1454,10/06/19 03:00:01 AM,39.924,0.0238
1455,10/06/19 04:00:01 AM,39.313,0.0238
1456,10/06/19 05:00:01 AM,38.937,0.0238
1457,10/06/19 06:00:01 AM,38.606,0.0238
1458,10/06/19 07:00:01 AM,38.084,0.0238
1459,10/06/19 08:00:01 AM,37.465,0.0238
1460,10/06/19 09:00:01 AM,37.416,0.0247
1461,10/06/19 10:00:01 AM,38.700,0.0270
1462,10/06/19 11:00:01 AM,41.554,0.0270
1463,10/06/19 12:00:01 PM,45.534,0.0288
1464,10/06/19 01:00:01 PM,50.047,0.0306
1465,10/06/19 02:00:01 PM,54.037,0.0306
1466,10/06/19 03:00:01 PM,56.815,0.0319
1467,10/06/19 04:00:01 PM,58.066,0.0319
1468,10/06/19 05:00:01 PM,57.592,0.0310
1469,10/06/19 06:00:01 PM,55.386,0.0288
1470,10/06/19 07:00:01 PM,52.686,0.0274
1471,10/06/19 08:00:01 PM,50.047,0.0270
1472,10/06/19 09:00:01 PM,47.647,0.0261
1473,10/06/19 10:00:01 PM,45.489,0.0247
1474,10/06/19 11:00:01 PM,43.579,0.0238
1475,10/07/19 12:00:01 AM,41.878,0.0228
1476,10/07/19 01:00:01 AM,40.251,0.0228
1477,10/07/19 02:00:01 AM,38.795,0.0247
1478,10/07/19 03:00:01 AM,37.609,0.0228
1479,10/07/19 04:00:01 AM,36.603,0.0224
1480,10/07/19 05:00:01 AM,35.733,0.0224
1481,10/07/19 06:00:01 AM,35.006,0.0224
1482,10/07/19 07:00:01 AM,34.371,0.0224
1483,10/07/19 08:00:01 AM,33.831,0.0214
1484,10/07/19 09:00:01 AM,34.027,0.0238
1485,10/07/19 10:00:01 AM,35.298,0.0261
1486,10/07/19 11:00:01 AM,38.795,0.0270
1487,10/07/19 12:00:01 PM,43.716,0.0283
1488,10/07/19 01:00:01 PM,48.717,0.0297
1489,10/07/19 02:00:01 PM,52.947,0.0306
1490,10/07/19 03:00:01 PM,55.992,0.0319
1491,10/07/19 04:00:01 PM,57.333,0.0319
1492,10/07/19 05:00:01 PM,56.944,0.0306
1493,10/07/19 06:00:01 PM,54.820,0.0288
1494,10/07/19 07:00:01 PM,52.160,0.0274
1495,10/07/19 08:00:01 PM,49.604,0.0261
1496,10/07/19 09:00:01 PM,47.244,0.0252
1497,10/07/19 10:00:01 PM,45.217,0.0252
1498,10/07/19 11:00:01 PM,43.579,0.0247
1499,10/08/19 12:00:01 AM,42.202,0.0247
1500,10/08/19 01:00:01 AM,41.137,0.0238
1501,10/08/19 02:00:01 AM,40.158,0.0238
1502,10/08/19 03:00:01 AM,39.267,0.0238
1503,10/08/19 04:00:01 AM,38.511,0.0238
1504,10/08/19 05:00:01 AM,37.846,0.0238
1505,10/08/19 06:00:01 AM,37.179,0.0238
1506,10/08/19 07:00:01 AM,36.361,0.0238
1507,10/08/19 08:00:01 AM,35.638,0.0247
1508,10/08/19 09:00:01 AM,35.928,0.0252
1509,10/08/19 10:00:01 AM,37.656,0.0274
1510,10/08/19 11:00:01 AM,40.998,0.0270
1511,10/08/19 12:00:01 PM,45.534,0.0283
1512,10/08/19 01:00:01 PM,50.400,0.0297
1513,10/08/19 02:00:01 PM,54.604,0.0306
1514,10/08/19 03:00:01 PM,57.376,0.0319
1515,10/08/19 04:00:01 PM,58.626,0.0319
1516,10/08/19 05:00:01 PM,58.239,0.0306
1517,10/08/19 06:00:01 PM,56.208,0.0297
1518,10/08/19 07:00:01 PM,53.645,0.0283
1519,10/08/19 08:00:01 PM,51.282,0.0274
1520,10/08/19 09:00:01 PM,49.161,0.0261
1521,10/08/19 10:00:01 PM,47.377,0.0261
1522,10/08/19 11:00:01 PM,45.851,0.0252
1523,10/09/19 12:00:01 AM,44.445,0.0247
1524,10/09/19 01:00:01 AM,43.122,0.0247
1525,10/09/19 02:00:01 AM,42.017,0.0247
1526,10/09/19 03:00:01 AM,41.184,0.0247
1527,10/09/19 04:00:01 AM,40.438,0.0238
1528,10/09/19 05:00:01 AM,39.690,0.0238
1529,10/09/19 06:00:01 AM,39.031,0.0238
1530,10/09/19 07:00:01 AM,38.415,0.0238
1531,10/09/19 08:00:01 AM,37.846,0.0238
1532,10/09/19 09:00:01 AM,38.037,0.0252
1533,10/09/19 10:00:01 AM,39.407,0.0261
1534,10/09/19 11:00:01 AM,42.017,0.0270
1535,10/09/19 12:00:01 PM,45.761,0.0283
1536,10/09/19 01:00:01 PM,49.782,0.0283
1537,10/09/19 02:00:01 PM,53.253,0.0297
1538,10/09/19 03:00:01 PM,55.299,0.0297
1539,10/09/19 04:00:01 PM,55.515,0.0297
1540,10/09/19 05:00:01 PM,54.691,0.0283
1541,10/09/19 06:00:01 PM,53.035,0.0274
1542,10/09/19 07:00:01 PM,51.193,0.0270
1543,10/09/19 08:00:01 PM,49.561,0.0261
1544,10/09/19 09:00:01 PM,48.227,0.0252
1545,10/09/19 10:00:01 PM,47.064,0.0252
1546,10/09/19 11:00:01 PM,46.076,0.0247
1547,10/10/19 12:00:01 AM,45.217,0.0247
1548,10/10/19 01:00:01 AM,44.355,0.0238
1549,10/10/19 02:00:01 AM,43.488,0.0238
1550,10/10/19 03:00:01 AM,42.800,0.0238
1551,10/10/19 04:00:01 AM,42.202,0.0238
1552,10/10/19 05:00:01 AM,41.648,0.0238
1553,10/10/19 06:00:01 AM,41.277,0.0247
1554,10/10/19 07:00:01 AM,40.998,0.0247
1555,10/10/19 08:00:01 AM,40.764,0.0252
1556,10/10/19 09:00:01 AM,40.532,0.0247
1557,10/10/19 10:00:01 AM,40.298,0.0252
1558,10/10/19 11:00:01 AM,40.064,0.0252
1559,10/10/19 12:00:01 PM,39.877,0.0252
1560,10/10/19 01:00:01 PM,39.690,0.0288
1561,10/10/19 02:00:01 PM,39.502,0.0283
1562,10/10/19 03:00:01 PM,39.407,0.0270
1563,10/10/19 04:00:01 PM,39.220,0.0274
1564,10/10/19 05:00:01 PM,39.078,0.0274
1565,10/10/19 06:00:01 PM,38.937,0.0270
1566,10/10/19 07:00:01 PM,38.795,0.0270
1567,10/10/19 08:00:01 PM,38.700,0.0261
1568,10/10/19 09:00:01 PM,38.557,0.0270
1569,10/10/19 10:00:01 PM,38.368,0.0270
1570,10/10/19 11:00:01 PM,38.131,0.0270
1571,10/11/19 12:00:01 AM,37.893,0.0270
1572,10/11/19 01:00:01 AM,37.656,0.0261
1573,10/11/19 02:00:01 AM,37.416,0.0270
1574,10/11/19 03:00:01 AM,37.179,0.0261
1575,10/11/19 04:00:01 AM,36.986,0.0261
1576,10/11/19 05:00:01 AM,36.747,0.0270
1577,10/11/19 06:00:01 AM,36.505,0.0261
1578,10/11/19 07:00:01 AM,36.313,0.0261
1579,10/11/19 08:00:01 AM,36.072,0.0261
1580,10/11/19 09:00:01 AM,35.782,0.0274
1581,10/11/19 10:00:01 AM,35.541,0.0283
1582,10/11/19 11:00:01 AM,35.443,0.0274
1583,10/11/19 12:00:01 PM,35.443,0.0288
1584,10/11/19 01:00:01 PM,35.443,0.0297
1585,10/11/19 02:00:01 PM,35.492,0.0306
1586,10/11/19 03:00:01 PM,35.589,0.0288
1587,10/11/19 04:00:01 PM,35.830,0.0306
1588,10/11/19 05:00:01 PM,36.120,0.0306
1589,10/11/19 06:00:01 PM,36.266,0.0297
1590,10/11/19 07:00:01 PM,36.169,0.0297
1591,10/11/19 08:00:01 PM,36.025,0.0297
1592,10/11/19 09:00:01 PM,35.830,0.0288
1593,10/11/19 10:00:01 PM,35.638,0.0283
1594,10/11/19 11:00:01 PM,35.492,0.0288
1595,10/12/19 12:00:01 AM,35.298,0.0288
1596,10/12/19 01:00:01 AM,35.103,0.0283
1597,10/12/19 02:00:01 AM,34.957,0.0283
1598,10/12/19 03:00:01 AM,34.761,0.0270
1599,10/12/19 04:00:01 AM,34.565,0.0274
1600,10/12/19 05:00:01 AM,34.419,0.0274
1601,10/12/19 06:00:01 AM,34.223,0.0261
1602,10/12/19 07:00:01 AM,34.027,0.0270
1603,10/12/19 08:00:01 AM,33.780,0.0261
1604,10/12/19 09:00:01 AM,33.534,0.0261
1605,10/12/19 10:00:01 AM,33.386,0.0274
1606,10/12/19 11:00:01 AM,33.336,0.0283
1607,10/12/19 12:00:01 PM,33.336,0.0306
