Plot Title: 20393604_SM_A_C1_ctrl,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20393604, SEN S/N: 20391817, LBL: C1_R)","Water Content, m³/m³ (LGR S/N: 20393604, SEN S/N: 20399028, LBL: C1_R)"
2498,9/26/18 14:00,54.82,0.0752
2499,9/26/18 15:00,57.204,0.081
2500,9/26/18 16:00,58.368,0.0803
2501,9/26/18 17:00,58.109,0.0803
2502,9/26/18 18:00,56.556,0.0794
2503,9/26/18 19:00,54.516,0.0794
2504,9/26/18 20:00,52.466,0.0787
2505,9/26/18 21:00,50.621,0.0787
2506,9/26/18 22:00,48.983,0.0781
2507,9/26/18 23:00,47.377,0.0781
2508,9/27/18 0:00,45.941,0.0787
2509,9/27/18 1:00,44.719,0.0781
2510,9/27/18 2:00,43.716,0.0722
2511,9/27/18 3:00,42.8,0.0775
2512,9/27/18 4:00,41.97,0.0768
2513,9/27/18 5:00,41.184,0.0768
2514,9/27/18 6:00,40.438,0.0775
2515,9/27/18 7:00,39.877,0.0781
2516,9/27/18 8:00,39.407,0.0787
2517,9/27/18 9:00,39.549,0.0781
2518,9/27/18 10:00,41.369,0.0768
2519,9/27/18 11:00,44.674,0.0762
2520,9/27/18 12:00,49.028,0.0762
2521,9/27/18 13:00,53.69,0.0768
2522,9/27/18 14:00,57.592,0.0738
2523,9/27/18 15:00,59.916,0.0738
2524,9/27/18 16:00,60.904,0.0768
2525,9/27/18 17:00,60.561,0.0725
2526,9/27/18 18:00,58.971,0.0732
2527,9/27/18 19:00,56.858,0.0758
2528,9/27/18 20:00,54.82,0.0745
2529,9/27/18 21:00,52.947,0.0745
2530,9/27/18 22:00,51.237,0.0738
2531,9/27/18 23:00,49.692,0.0738
2532,9/28/18 0:00,48.272,0.0732
2533,9/28/18 1:00,46.974,0.0738
2534,9/28/18 2:00,45.761,0.0738
2535,9/28/18 3:00,44.674,0.0732
2536,9/28/18 4:00,43.671,0.0722
2537,9/28/18 5:00,42.755,0.0722
2538,9/28/18 6:00,41.925,0.0732
2539,9/28/18 7:00,41.043,0.0732
2540,9/28/18 8:00,40.345,0.0732
2541,9/28/18 9:00,40.672,0.0725
2542,9/28/18 10:00,42.663,0.0725
2543,9/28/18 11:00,45.896,0.0678
2544,9/28/18 12:00,50.135,0.0715
2545,9/28/18 13:00,54.734,0.0725
2546,9/28/18 14:00,58.712,0.0684
2547,9/28/18 15:00,61.162,0.0738
2548,9/28/18 16:00,62.191,0.0732
2549,9/28/18 17:00,61.804,0.0732
2550,9/28/18 18:00,60.089,0.0725
2551,9/28/18 19:00,57.893,0.0708
2552,9/28/18 20:00,55.776,0.0708
2553,9/28/18 21:00,53.865,0.0702
2554,9/28/18 22:00,52.16,0.0695
2555,9/28/18 23:00,50.664,0.0702
2556,9/29/18 0:00,49.428,0.0691
2557,9/29/18 1:00,48.315,0.0691
2558,9/29/18 2:00,47.377,0.0691
2559,9/29/18 3:00,46.526,0.0684
2560,9/29/18 4:00,45.761,0.0684
2561,9/29/18 5:00,45.082,0.0632
2562,9/29/18 6:00,44.492,0.0684
2563,9/29/18 7:00,43.9,0.0684
2564,9/29/18 8:00,43.396,0.0684
2565,9/29/18 9:00,43.624,0.0684
2566,9/29/18 10:00,45.127,0.0684
2567,9/29/18 11:00,47.871,0.0684
2568,9/29/18 12:00,51.633,0.0639
2569,9/29/18 13:00,55.776,0.0684
2570,9/29/18 14:00,59.358,0.0691
2571,9/29/18 15:00,61.633,0.0695
2572,9/29/18 16:00,62.533,0.0653
2573,9/29/18 17:00,62.191,0.0684
2574,9/29/18 18:00,60.647,0.0684
2575,9/29/18 19:00,58.842,0.0678
2576,9/29/18 20:00,56.944,0.0671
2577,9/29/18 21:00,55.125,0.0664
2578,9/29/18 22:00,53.645,0.0646
2579,9/29/18 23:00,52.335,0.066
2580,9/30/18 0:00,51.193,0.0653
2581,9/30/18 1:00,50.047,0.0653
2582,9/30/18 2:00,49.028,0.0653
2583,9/30/18 3:00,48.137,0.0653
2584,9/30/18 4:00,47.377,0.0653
2585,9/30/18 5:00,46.661,0.0646
2586,9/30/18 6:00,45.986,0.0646
2587,9/30/18 7:00,45.307,0.0646
2588,9/30/18 8:00,44.809,0.0646
2589,9/30/18 9:00,45.082,0.0596
2590,9/30/18 10:00,46.526,0.0599
2591,9/30/18 11:00,49.249,0.0646
2592,9/30/18 12:00,52.86,0.0646
2593,9/30/18 13:00,56.599,0.0639
2594,9/30/18 14:00,59.572,0.0614
2595,9/30/18 15:00,61.205,0.0653
2596,9/30/18 16:00,61.72,0.0653
2597,9/30/18 17:00,60.991,0.0646
2598,9/30/18 18:00,59.358,0.0632
2599,9/30/18 19:00,57.463,0.0628
2600,9/30/18 20:00,55.69,0.0614
2601,9/30/18 21:00,54.082,0.0621
2602,9/30/18 22:00,52.686,0.0621
2603,9/30/18 23:00,51.458,0.057
2604,10/1/18 0:00,50.445,0.0596
2605,10/1/18 1:00,49.782,0.0607
2606,10/1/18 2:00,49.294,0.0614
2607,10/1/18 3:00,48.805,0.0614
2608,10/1/18 4:00,48.272,0.0581
2609,10/1/18 5:00,47.781,0.0607
2610,10/1/18 6:00,47.334,0.0599
2611,10/1/18 7:00,46.886,0.0547
2612,10/1/18 8:00,46.571,0.0547
2613,10/1/18 9:00,46.481,0.0562
2614,10/1/18 10:00,47.199,0.0614
2615,10/1/18 11:00,47.826,0.0607
2616,10/1/18 12:00,48.094,0.0607
2617,10/1/18 13:00,48.094,0.0574
2618,10/1/18 14:00,48.004,0.0607
2619,10/1/18 15:00,48.182,0.0632
2620,10/1/18 16:00,48.182,0.0632
2621,10/1/18 17:00,48.049,0.0632
2622,10/1/18 18:00,47.691,0.0632
2623,10/1/18 19:00,47.244,0.0632
2624,10/1/18 20:00,46.751,0.0632
2625,10/1/18 21:00,46.346,0.0639
2626,10/1/18 22:00,45.986,0.0632
2627,10/1/18 23:00,45.669,0.0632
2628,10/2/18 0:00,45.354,0.0632
2629,10/2/18 1:00,44.991,0.0632
2630,10/2/18 2:00,44.674,0.0632
2631,10/2/18 3:00,44.445,0.0628
2632,10/2/18 4:00,44.218,0.0628
2633,10/2/18 5:00,43.99,0.0628
2634,10/2/18 6:00,43.9,0.0614
2635,10/2/18 7:00,43.763,0.0664
2636,10/2/18 8:00,43.579,0.0949
2637,10/2/18 9:00,43.396,0.1053
2638,10/2/18 10:00,43.214,0.1058
2639,10/2/18 11:00,43.03,0.1375
2640,10/2/18 12:00,43.03,0.145
2641,10/2/18 13:00,43.214,0.1581
2642,10/2/18 14:00,43.579,0.1826
2643,10/2/18 15:00,43.716,0.182
2644,10/2/18 16:00,43.763,0.1699
2645,10/2/18 17:00,43.763,0.1714
2646,10/2/18 18:00,43.579,0.1718
2647,10/2/18 19:00,43.351,0.1756
2648,10/2/18 20:00,43.075,0.1714
2649,10/2/18 21:00,42.892,0.1797
2650,10/2/18 22:00,42.755,0.1789
2651,10/2/18 23:00,42.663,0.1769
2652,10/3/18 0:00,42.616,0.1756
2653,10/3/18 1:00,42.525,0.1732
2654,10/3/18 2:00,42.478,0.1826
2655,10/3/18 3:00,42.478,0.182
2656,10/3/18 4:00,42.478,0.21
2657,10/3/18 5:00,42.294,0.2117
2658,10/3/18 6:00,41.97,0.1939
2659,10/3/18 7:00,41.648,0.1859
2660,10/3/18 8:00,41.463,0.1881
2661,10/3/18 9:00,40.532,0.2245
2662,10/3/18 10:00,38.842,0.2143
2663,10/3/18 11:00,37.702,0.2143
2664,10/3/18 12:00,37.035,0.2139
2665,10/3/18 13:00,36.554,0.2148
