"Plot Title: 20393605_SM_A_B1_ctrl"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 20393605, SEN S/N: 20391818, LBL: B1_L)","Water Content, m³/m³ (LGR S/N: 20393605, SEN S/N: 20399026, LBL: B1_L)"
1,08/06/19 02:00:01 PM,62.620,0.2589
2,08/06/19 03:00:01 PM,62.962,0.2592
3,08/06/19 04:00:01 PM,63.262,0.2585
4,08/06/19 05:00:01 PM,62.533,0.2585
5,08/06/19 06:00:01 PM,61.333,0.2585
6,08/06/19 07:00:01 PM,59.959,0.2589
7,08/06/19 08:00:01 PM,58.325,0.2592
8,08/06/19 09:00:01 PM,56.772,0.2585
9,08/06/19 10:00:01 PM,55.386,0.2596
10,08/06/19 11:00:01 PM,53.951,0.2592
11,08/07/19 12:00:01 AM,52.641,0.2596
12,08/07/19 01:00:01 AM,51.413,0.2600
13,08/07/19 02:00:01 AM,50.488,0.2592
14,08/07/19 03:00:01 AM,49.649,0.2596
15,08/07/19 04:00:01 AM,48.805,0.2600
16,08/07/19 05:00:01 AM,47.959,0.2600
17,08/07/19 06:00:01 AM,47.199,0.2604
18,08/07/19 07:00:01 AM,46.751,0.2607
19,08/07/19 08:00:01 AM,47.064,0.2592
20,08/07/19 09:00:01 AM,48.137,0.2592
21,08/07/19 10:00:01 AM,49.914,0.2589
22,08/07/19 11:00:01 AM,51.764,0.2582
23,08/07/19 12:00:01 PM,54.430,0.2567
24,08/07/19 01:00:01 PM,57.979,0.2560
25,08/07/19 02:00:01 PM,60.733,0.2553
26,08/07/19 03:00:01 PM,62.362,0.2542
27,08/07/19 04:00:01 PM,63.219,0.2542
28,08/07/19 05:00:01 PM,62.019,0.2538
29,08/07/19 06:00:01 PM,60.132,0.2571
30,08/07/19 07:00:01 PM,58.368,0.2575
31,08/07/19 08:00:01 PM,57.031,0.2571
32,08/07/19 09:00:01 PM,55.776,0.2575
33,08/07/19 10:00:01 PM,54.561,0.2579
34,08/07/19 11:00:01 PM,53.472,0.2579
35,08/08/19 12:00:01 AM,52.423,0.2579
36,08/08/19 01:00:01 AM,51.325,0.2582
37,08/08/19 02:00:01 AM,50.268,0.2585
38,08/08/19 03:00:01 AM,49.428,0.2585
39,08/08/19 04:00:01 AM,48.717,0.2585
40,08/08/19 05:00:01 AM,48.004,0.2589
41,08/08/19 06:00:01 AM,47.467,0.2589
42,08/08/19 07:00:01 AM,47.109,0.2589
43,08/08/19 08:00:01 AM,47.199,0.2585
44,08/08/19 09:00:01 AM,48.315,0.2571
45,08/08/19 10:00:01 AM,50.356,0.2564
46,08/08/19 11:00:01 AM,52.772,0.2553
47,08/08/19 12:00:01 PM,56.079,0.2542
48,08/08/19 01:00:01 PM,59.486,0.2532
49,08/08/19 02:00:01 PM,61.720,0.2520
50,08/08/19 03:00:01 PM,63.903,0.2512
51,08/08/19 04:00:01 PM,65.059,0.2509
52,08/08/19 05:00:01 PM,64.974,0.2509
53,08/08/19 06:00:01 PM,63.561,0.2509
54,08/08/19 07:00:01 PM,61.506,0.2509
55,08/08/19 08:00:01 PM,59.659,0.2512
56,08/08/19 09:00:01 PM,57.850,0.2516
57,08/08/19 10:00:01 PM,56.035,0.2516
58,08/08/19 11:00:01 PM,54.516,0.2524
59,08/09/19 12:00:01 AM,53.384,0.2528
60,08/09/19 01:00:01 AM,52.466,0.2532
61,08/09/19 02:00:01 AM,51.678,0.2542
62,08/09/19 03:00:01 AM,50.311,0.2646
63,08/09/19 04:00:01 AM,49.338,0.2632
64,08/09/19 05:00:01 AM,48.672,0.2621
65,08/09/19 06:00:01 AM,47.959,0.2618
66,08/09/19 07:00:01 AM,47.289,0.2615
67,08/09/19 08:00:01 AM,47.377,0.2604
68,08/09/19 09:00:01 AM,48.493,0.2589
69,08/09/19 10:00:01 AM,50.621,0.2579
70,08/09/19 11:00:01 AM,53.733,0.2557
71,08/09/19 12:00:01 PM,57.420,0.2542
72,08/09/19 01:00:01 PM,60.861,0.2534
73,08/09/19 02:00:01 PM,63.518,0.2520
74,08/09/19 03:00:01 PM,65.316,0.2509
75,08/09/19 04:00:01 PM,66.258,0.2502
76,08/09/19 05:00:01 PM,65.316,0.2502
77,08/09/19 06:00:01 PM,63.648,0.2502
78,08/09/19 07:00:01 PM,61.848,0.2502
79,08/09/19 08:00:01 PM,60.003,0.2494
80,08/09/19 09:00:01 PM,58.325,0.2498
81,08/09/19 10:00:01 PM,56.858,0.2505
82,08/09/19 11:00:01 PM,55.602,0.2498
83,08/10/19 12:00:01 AM,54.430,0.2512
84,08/10/19 01:00:01 AM,53.472,0.2516
85,08/10/19 02:00:01 AM,52.597,0.2516
86,08/10/19 03:00:01 AM,51.764,0.2516
87,08/10/19 04:00:01 AM,51.062,0.2516
88,08/10/19 05:00:01 AM,50.488,0.2520
89,08/10/19 06:00:01 AM,50.002,0.2516
90,08/10/19 07:00:01 AM,49.604,0.2524
91,08/10/19 08:00:01 AM,49.073,0.2585
92,08/10/19 09:00:01 AM,49.338,0.2575
93,08/10/19 10:00:01 AM,50.929,0.2557
94,08/10/19 11:00:01 AM,53.384,0.2532
95,08/10/19 12:00:01 PM,55.819,0.2524
96,08/10/19 01:00:01 PM,58.239,0.2516
97,08/10/19 02:00:01 PM,59.616,0.2505
98,08/10/19 03:00:01 PM,60.346,0.2505
99,08/10/19 04:00:01 PM,60.991,0.2502
100,08/10/19 05:00:01 PM,61.547,0.2494
101,08/10/19 06:00:01 PM,61.119,0.2487
102,08/10/19 07:00:01 PM,60.046,0.2490
103,08/10/19 08:00:01 PM,58.582,0.2490
104,08/10/19 09:00:01 PM,57.074,0.2494
105,08/10/19 10:00:01 PM,55.690,0.2494
106,08/10/19 11:00:01 PM,54.604,0.2494
107,08/11/19 12:00:01 AM,53.602,0.2498
108,08/11/19 01:00:01 AM,52.729,0.2502
109,08/11/19 02:00:01 AM,51.852,0.2502
110,08/11/19 03:00:01 AM,51.148,0.2502
111,08/11/19 04:00:01 AM,50.488,0.2502
112,08/11/19 05:00:01 AM,49.959,0.2505
113,08/11/19 06:00:01 AM,49.516,0.2512
114,08/11/19 07:00:01 AM,49.161,0.2516
115,08/11/19 08:00:01 AM,48.895,0.2528
116,08/11/19 09:00:01 AM,48.938,0.2528
117,08/11/19 10:00:01 AM,49.338,0.2542
118,08/11/19 11:00:01 AM,48.493,0.2908
119,08/11/19 12:00:01 PM,48.360,0.2919
120,08/11/19 01:00:01 PM,48.938,0.2864
121,08/11/19 02:00:01 PM,50.223,0.2810
122,08/11/19 03:00:01 PM,52.597,0.2776
123,08/11/19 04:00:01 PM,55.299,0.2743
124,08/11/19 05:00:01 PM,56.642,0.2722
125,08/11/19 06:00:01 PM,56.728,0.2701
126,08/11/19 07:00:01 PM,55.819,0.2687
127,08/11/19 08:00:01 PM,54.561,0.2680
128,08/11/19 09:00:01 PM,53.253,0.2673
129,08/11/19 10:00:01 PM,52.029,0.2670
130,08/11/19 11:00:01 PM,50.886,0.2666
131,08/12/19 12:00:01 AM,49.649,0.2712
132,08/12/19 01:00:01 AM,48.493,0.2719
133,08/12/19 02:00:01 AM,47.736,0.2715
134,08/12/19 03:00:01 AM,47.109,0.2712
135,08/12/19 04:00:01 AM,46.661,0.2712
136,08/12/19 05:00:01 AM,46.301,0.2705
137,08/12/19 06:00:01 AM,45.851,0.2701
138,08/12/19 07:00:01 AM,45.489,0.2698
139,08/12/19 08:00:01 AM,45.669,0.2691
140,08/12/19 09:00:01 AM,46.661,0.2680
141,08/12/19 10:00:01 AM,48.628,0.2670
142,08/12/19 11:00:01 AM,51.062,0.2657
143,08/12/19 12:00:01 PM,53.341,0.2650
144,08/12/19 01:00:01 PM,55.949,0.2635
145,08/12/19 02:00:01 PM,58.928,0.2621
146,08/12/19 03:00:01 PM,61.248,0.2611
147,08/12/19 04:00:01 PM,62.233,0.2604
148,08/12/19 05:00:01 PM,61.804,0.2596
149,08/12/19 06:00:01 PM,60.474,0.2592
150,08/12/19 07:00:01 PM,58.669,0.2589
151,08/12/19 08:00:01 PM,56.772,0.2596
152,08/12/19 09:00:01 PM,54.865,0.2596
153,08/12/19 10:00:01 PM,53.166,0.2600
154,08/12/19 11:00:01 PM,51.721,0.2600
155,08/13/19 12:00:01 AM,50.445,0.2600
156,08/13/19 01:00:01 AM,49.338,0.2596
157,08/13/19 02:00:01 AM,48.360,0.2600
158,08/13/19 03:00:01 AM,47.377,0.2600
159,08/13/19 04:00:01 AM,46.481,0.2596
160,08/13/19 05:00:01 AM,45.579,0.2596
161,08/13/19 06:00:01 AM,44.719,0.2596
162,08/13/19 07:00:01 AM,43.945,0.2600
163,08/13/19 08:00:01 AM,43.990,0.2596
164,08/13/19 09:00:01 AM,44.991,0.2582
165,08/13/19 10:00:01 AM,46.931,0.2560
166,08/13/19 11:00:01 AM,49.737,0.2553
167,08/13/19 12:00:01 PM,52.772,0.2546
168,08/13/19 01:00:01 PM,55.992,0.2538
169,08/13/19 02:00:01 PM,59.142,0.2524
170,08/13/19 03:00:01 PM,61.333,0.2498
171,08/13/19 04:00:01 PM,62.148,0.2509
172,08/13/19 05:00:01 PM,61.977,0.2494
173,08/13/19 06:00:01 PM,60.991,0.2502
174,08/13/19 07:00:01 PM,59.616,0.2502
175,08/13/19 08:00:01 PM,57.807,0.2498
176,08/13/19 09:00:01 PM,56.079,0.2509
177,08/13/19 10:00:01 PM,54.516,0.2498
178,08/13/19 11:00:01 PM,53.078,0.2520
179,08/14/19 12:00:01 AM,51.721,0.2524
180,08/14/19 01:00:01 AM,50.488,0.2512
181,08/14/19 02:00:01 AM,49.471,0.2512
182,08/14/19 03:00:01 AM,48.583,0.2516
183,08/14/19 04:00:01 AM,47.781,0.2532
184,08/14/19 05:00:01 AM,46.974,0.2532
185,08/14/19 06:00:01 AM,46.211,0.2532
186,08/14/19 07:00:01 AM,45.579,0.2528
187,08/14/19 08:00:01 AM,45.761,0.2516
188,08/14/19 09:00:01 AM,46.886,0.2516
189,08/14/19 10:00:01 AM,48.850,0.2494
190,08/14/19 11:00:01 AM,51.458,0.2460
191,08/14/19 12:00:01 PM,54.037,0.2441
192,08/14/19 01:00:01 PM,56.469,0.2434
193,08/14/19 02:00:01 PM,58.798,0.2441
194,08/14/19 03:00:01 PM,60.433,0.2430
195,08/14/19 04:00:01 PM,60.904,0.2421
196,08/14/19 05:00:01 PM,59.873,0.2410
197,08/14/19 06:00:01 PM,58.455,0.2425
198,08/14/19 07:00:01 PM,56.988,0.2430
199,08/14/19 08:00:01 PM,55.472,0.2430
200,08/14/19 09:00:01 PM,53.951,0.2434
201,08/14/19 10:00:01 PM,52.509,0.2441
202,08/14/19 11:00:01 PM,51.193,0.2445
203,08/15/19 12:00:01 AM,50.047,0.2449
204,08/15/19 01:00:01 AM,49.116,0.2449
205,08/15/19 02:00:01 AM,48.227,0.2449
206,08/15/19 03:00:01 AM,47.422,0.2449
207,08/15/19 04:00:01 AM,46.661,0.2449
208,08/15/19 05:00:01 AM,45.986,0.2456
209,08/15/19 06:00:01 AM,45.354,0.2456
210,08/15/19 07:00:01 AM,44.856,0.2452
211,08/15/19 08:00:01 AM,45.127,0.2452
212,08/15/19 09:00:01 AM,46.481,0.2437
213,08/15/19 10:00:01 AM,48.583,0.2406
214,08/15/19 11:00:01 AM,51.237,0.2383
215,08/15/19 12:00:01 PM,54.604,0.2374
216,08/15/19 01:00:01 PM,57.549,0.2355
217,08/15/19 02:00:01 PM,59.486,0.2339
218,08/15/19 03:00:01 PM,60.861,0.2327
219,08/15/19 04:00:01 PM,60.948,0.2311
220,08/15/19 05:00:01 PM,60.003,0.2311
221,08/15/19 06:00:01 PM,59.099,0.2318
222,08/15/19 07:00:01 PM,57.636,0.2327
223,08/15/19 08:00:01 PM,56.035,0.2330
224,08/15/19 09:00:01 PM,54.387,0.2330
225,08/15/19 10:00:01 PM,52.860,0.2335
226,08/15/19 11:00:01 PM,51.501,0.2335
227,08/16/19 12:00:01 AM,50.356,0.2335
228,08/16/19 01:00:01 AM,49.338,0.2347
229,08/16/19 02:00:01 AM,48.405,0.2347
230,08/16/19 03:00:01 AM,47.602,0.2355
231,08/16/19 04:00:01 AM,46.841,0.2355
232,08/16/19 05:00:01 AM,46.256,0.2371
233,08/16/19 06:00:01 AM,45.761,0.2371
234,08/16/19 07:00:01 AM,45.399,0.2358
235,08/16/19 08:00:01 AM,45.761,0.2347
236,08/16/19 09:00:01 AM,46.931,0.2323
237,08/16/19 10:00:01 AM,48.895,0.2311
238,08/16/19 11:00:01 AM,51.544,0.2277
239,08/16/19 12:00:01 PM,55.125,0.2254
240,08/16/19 01:00:01 PM,58.282,0.2224
241,08/16/19 02:00:01 PM,60.948,0.2203
242,08/16/19 03:00:01 PM,62.490,0.2203
243,08/16/19 04:00:01 PM,61.677,0.2195
244,08/16/19 05:00:01 PM,60.690,0.2185
245,08/16/19 06:00:01 PM,59.445,0.2195
246,08/16/19 07:00:01 PM,58.023,0.2195
247,08/16/19 08:00:01 PM,56.599,0.2195
248,08/16/19 09:00:01 PM,55.168,0.2208
249,08/16/19 10:00:01 PM,53.908,0.2208
250,08/16/19 11:00:01 PM,52.686,0.2216
251,08/17/19 12:00:01 AM,51.458,0.2229
252,08/17/19 01:00:01 AM,50.311,0.2224
253,08/17/19 02:00:01 AM,49.383,0.2232
254,08/17/19 03:00:01 AM,48.717,0.2232
255,08/17/19 04:00:01 AM,48.094,0.2232
256,08/17/19 05:00:01 AM,47.422,0.2237
257,08/17/19 06:00:01 AM,46.706,0.2241
258,08/17/19 07:00:01 AM,46.076,0.2241
259,08/17/19 08:00:01 AM,46.301,0.2229
260,08/17/19 09:00:01 AM,47.377,0.2208
261,08/17/19 10:00:01 AM,49.249,0.2190
262,08/17/19 11:00:01 AM,51.940,0.2156
263,08/17/19 12:00:01 PM,55.256,0.2131
264,08/17/19 01:00:01 PM,58.109,0.2104
265,08/17/19 02:00:01 PM,60.174,0.2087
266,08/17/19 03:00:01 PM,61.720,0.2064
267,08/17/19 04:00:01 PM,61.891,0.2064
268,08/17/19 05:00:01 PM,61.075,0.2056
269,08/17/19 06:00:01 PM,59.659,0.2052
270,08/17/19 07:00:01 PM,57.850,0.2073
271,08/17/19 08:00:01 PM,56.079,0.2070
272,08/17/19 09:00:01 PM,54.430,0.2078
273,08/17/19 10:00:01 PM,52.947,0.2078
274,08/17/19 11:00:01 PM,51.589,0.2092
275,08/18/19 12:00:01 AM,50.400,0.2100
276,08/18/19 01:00:01 AM,49.338,0.2100
277,08/18/19 02:00:01 AM,48.450,0.2112
278,08/18/19 03:00:01 AM,47.602,0.2117
279,08/18/19 04:00:01 AM,46.886,0.2122
280,08/18/19 05:00:01 AM,46.211,0.2122
281,08/18/19 06:00:01 AM,45.624,0.2122
282,08/18/19 07:00:01 AM,45.127,0.2126
283,08/18/19 08:00:01 AM,45.534,0.2109
284,08/18/19 09:00:01 AM,47.019,0.2078
285,08/18/19 10:00:01 AM,49.383,0.2052
286,08/18/19 11:00:01 AM,52.378,0.2020
287,08/18/19 12:00:01 PM,55.949,0.1985
288,08/18/19 01:00:01 PM,59.229,0.1954
289,08/18/19 02:00:01 PM,62.019,0.1935
290,08/18/19 03:00:01 PM,63.475,0.1917
291,08/18/19 04:00:01 PM,63.561,0.1923
292,08/18/19 05:00:01 PM,62.620,0.1913
293,08/18/19 06:00:01 PM,60.818,0.1908
294,08/18/19 07:00:01 PM,58.755,0.1917
295,08/18/19 08:00:01 PM,56.815,0.1948
296,08/18/19 09:00:01 PM,54.995,0.1935
297,08/18/19 10:00:01 PM,53.384,0.1939
298,08/18/19 11:00:01 PM,51.984,0.1948
299,08/19/19 12:00:01 AM,50.841,0.1976
300,08/19/19 01:00:01 AM,49.914,0.1981
301,08/19/19 02:00:01 AM,49.073,0.1994
302,08/19/19 03:00:01 AM,48.227,0.1999
303,08/19/19 04:00:01 AM,47.467,0.1981
304,08/19/19 05:00:01 AM,46.796,0.1981
305,08/19/19 06:00:01 AM,46.166,0.1985
306,08/19/19 07:00:01 AM,45.624,0.1990
307,08/19/19 08:00:01 AM,46.031,0.1981
308,08/19/19 09:00:01 AM,47.422,0.1967
309,08/19/19 10:00:01 AM,49.825,0.1923
310,08/19/19 11:00:01 AM,52.772,0.1885
311,08/19/19 12:00:01 PM,56.295,0.1840
312,08/19/19 01:00:01 PM,58.971,0.1807
313,08/19/19 02:00:01 PM,61.720,0.1783
314,08/19/19 03:00:01 PM,63.005,0.1775
315,08/19/19 04:00:01 PM,63.304,0.1769
316,08/19/19 05:00:01 PM,62.577,0.1769
317,08/19/19 06:00:01 PM,61.032,0.1775
318,08/19/19 07:00:01 PM,59.099,0.1769
319,08/19/19 08:00:01 PM,57.204,0.1779
320,08/19/19 09:00:01 PM,55.386,0.1836
321,08/19/19 10:00:01 PM,53.820,0.1807
322,08/19/19 11:00:01 PM,52.466,0.1830
323,08/20/19 12:00:01 AM,51.282,0.1849
324,08/20/19 01:00:01 AM,50.223,0.1840
325,08/20/19 02:00:01 AM,49.294,0.1859
326,08/20/19 03:00:01 AM,48.450,0.1853
327,08/20/19 04:00:01 AM,47.736,0.1853
328,08/20/19 05:00:01 AM,47.154,0.1866
329,08/20/19 06:00:01 AM,46.661,0.1862
330,08/20/19 07:00:01 AM,46.211,0.1862
331,08/20/19 08:00:01 AM,46.661,0.1872
332,08/20/19 09:00:01 AM,48.094,0.1836
333,08/20/19 10:00:01 AM,50.752,0.1783
334,08/20/19 11:00:01 AM,53.951,0.1742
335,08/20/19 12:00:01 PM,57.506,0.1703
336,08/20/19 01:00:01 PM,60.948,0.1677
337,08/20/19 02:00:01 PM,63.648,0.1663
338,08/20/19 03:00:01 PM,64.931,0.1642
339,08/20/19 04:00:01 PM,64.717,0.1652
340,08/20/19 05:00:01 PM,63.604,0.1648
341,08/20/19 06:00:01 PM,61.633,0.1642
342,08/20/19 07:00:01 PM,59.358,0.1667
343,08/20/19 08:00:01 PM,57.333,0.1681
344,08/20/19 09:00:01 PM,55.429,0.1695
345,08/20/19 10:00:01 PM,53.820,0.1689
346,08/20/19 11:00:01 PM,52.423,0.1699
347,08/21/19 12:00:01 AM,51.237,0.1695
348,08/21/19 01:00:01 AM,50.268,0.1695
349,08/21/19 02:00:01 AM,49.428,0.1728
350,08/21/19 03:00:01 AM,48.717,0.1728
351,08/21/19 04:00:01 AM,47.959,0.1752
352,08/21/19 05:00:01 AM,47.377,0.1756
353,08/21/19 06:00:01 AM,46.841,0.1762
354,08/21/19 07:00:01 AM,46.391,0.1765
355,08/21/19 08:00:01 AM,46.841,0.1742
356,08/21/19 09:00:01 AM,48.360,0.1714
357,08/21/19 10:00:01 AM,50.974,0.1663
358,08/21/19 11:00:01 AM,53.820,0.1634
359,08/21/19 12:00:01 PM,57.979,0.1581
360,08/21/19 01:00:01 PM,60.517,0.1566
361,08/21/19 02:00:01 PM,60.647,0.1570
362,08/21/19 03:00:01 PM,61.590,0.1532
363,08/21/19 04:00:01 PM,62.276,0.1523
364,08/21/19 05:00:01 PM,61.590,0.1547
365,08/21/19 06:00:01 PM,60.260,0.1547
366,08/21/19 07:00:01 PM,58.541,0.1566
367,08/21/19 08:00:01 PM,57.031,0.1570
368,08/21/19 09:00:01 PM,55.472,0.1562
369,08/21/19 10:00:01 PM,54.082,0.1566
370,08/21/19 11:00:01 PM,52.729,0.1570
371,08/22/19 12:00:01 AM,51.501,0.1577
372,08/22/19 01:00:01 AM,50.445,0.1619
373,08/22/19 02:00:01 AM,49.516,0.1600
374,08/22/19 03:00:01 AM,48.672,0.1623
375,08/22/19 04:00:01 AM,47.914,0.1642
376,08/22/19 05:00:01 AM,47.199,0.1648
377,08/22/19 06:00:01 AM,46.571,0.1656
378,08/22/19 07:00:01 AM,46.076,0.1663
379,08/22/19 08:00:01 AM,46.211,0.1648
380,08/22/19 09:00:01 AM,47.557,0.1619
381,08/22/19 10:00:01 AM,49.959,0.1577
382,08/22/19 11:00:01 AM,53.035,0.1527
383,08/22/19 12:00:01 PM,56.815,0.1490
384,08/22/19 01:00:01 PM,60.174,0.1455
385,08/22/19 02:00:01 PM,62.704,0.1455
386,08/22/19 03:00:01 PM,63.732,0.1446
387,08/22/19 04:00:01 PM,62.577,0.1446
388,08/22/19 05:00:01 PM,60.861,0.1455
389,08/22/19 06:00:01 PM,58.669,0.1490
390,08/22/19 07:00:01 PM,56.944,0.1490
391,08/22/19 08:00:01 PM,55.386,0.1503
392,08/22/19 09:00:01 PM,53.865,0.1519
393,08/22/19 10:00:01 PM,52.423,0.1519
394,08/22/19 11:00:01 PM,51.105,0.1523
395,08/23/19 12:00:01 AM,50.002,0.1523
396,08/23/19 01:00:01 AM,49.116,0.1532
397,08/23/19 02:00:01 AM,48.360,0.1542
398,08/23/19 03:00:01 AM,47.691,0.1547
399,08/23/19 04:00:01 AM,47.019,0.1562
400,08/23/19 05:00:01 AM,46.436,0.1547
401,08/23/19 06:00:01 AM,45.896,0.1566
402,08/23/19 07:00:01 AM,45.399,0.1551
403,08/23/19 08:00:01 AM,45.489,0.1551
404,08/23/19 09:00:01 AM,46.121,0.1566
405,08/23/19 10:00:01 AM,47.557,0.1532
406,08/23/19 11:00:01 AM,49.782,0.1508
407,08/23/19 12:00:01 PM,53.298,0.1466
408,08/23/19 01:00:01 PM,52.903,0.1466
409,08/23/19 02:00:01 PM,55.081,0.1455
410,08/23/19 03:00:01 PM,56.944,0.1441
411,08/23/19 04:00:01 PM,57.807,0.1421
412,08/23/19 05:00:01 PM,57.204,0.1430
413,08/23/19 06:00:01 PM,56.208,0.1430
414,08/23/19 07:00:01 PM,54.648,0.1441
415,08/23/19 08:00:01 PM,53.121,0.1446
416,08/23/19 09:00:01 PM,51.589,0.1459
417,08/23/19 10:00:01 PM,50.268,0.1470
418,08/23/19 11:00:01 PM,49.161,0.1490
419,08/24/19 12:00:01 AM,48.094,0.1495
420,08/24/19 01:00:01 AM,47.109,0.1499
421,08/24/19 02:00:01 AM,46.301,0.1503
422,08/24/19 03:00:01 AM,45.579,0.1523
423,08/24/19 04:00:01 AM,44.856,0.1527
424,08/24/19 05:00:01 AM,44.263,0.1547
425,08/24/19 06:00:01 AM,43.763,0.1562
426,08/24/19 07:00:01 AM,43.396,0.1562
427,08/24/19 08:00:01 AM,43.900,0.1532
428,08/24/19 09:00:01 AM,45.307,0.1499
429,08/24/19 10:00:01 AM,47.557,0.1470
430,08/24/19 11:00:01 AM,50.356,0.1430
431,08/24/19 12:00:01 PM,53.733,0.1396
432,08/24/19 01:00:01 PM,57.765,0.1366
433,08/24/19 02:00:01 PM,60.474,0.1331
434,08/24/19 03:00:01 PM,60.733,0.1342
435,08/24/19 04:00:01 PM,60.089,0.1326
436,08/24/19 05:00:01 PM,59.185,0.1326
437,08/24/19 06:00:01 PM,57.807,0.1317
438,08/24/19 07:00:01 PM,56.165,0.1321
439,08/24/19 08:00:01 PM,54.516,0.1335
440,08/24/19 09:00:01 PM,52.947,0.1391
441,08/24/19 10:00:01 PM,51.589,0.1396
442,08/24/19 11:00:01 PM,50.400,0.1400
443,08/25/19 12:00:01 AM,49.383,0.1366
444,08/25/19 01:00:01 AM,48.583,0.1375
445,08/25/19 02:00:01 AM,47.959,0.1391
446,08/25/19 03:00:01 AM,47.467,0.1382
447,08/25/19 04:00:01 AM,47.109,0.1430
448,08/25/19 05:00:01 AM,46.796,0.1400
449,08/25/19 06:00:01 AM,46.571,0.1421
450,08/25/19 07:00:01 AM,46.346,0.1446
451,08/25/19 08:00:01 AM,46.661,0.1400
452,08/25/19 09:00:01 AM,47.871,0.1405
453,08/25/19 10:00:01 AM,50.223,0.1335
454,08/25/19 11:00:01 AM,53.820,0.1302
455,08/25/19 12:00:01 PM,57.463,0.1271
456,08/25/19 01:00:01 PM,58.455,0.1256
457,08/25/19 02:00:01 PM,58.928,0.1251
458,08/25/19 03:00:01 PM,59.830,0.1242
459,08/25/19 04:00:01 PM,59.616,0.1251
460,08/25/19 05:00:01 PM,58.712,0.1256
461,08/25/19 06:00:01 PM,57.636,0.1237
462,08/25/19 07:00:01 PM,56.383,0.1251
463,08/25/19 08:00:01 PM,54.952,0.1242
464,08/25/19 09:00:01 PM,53.515,0.1251
465,08/25/19 10:00:01 PM,52.335,0.1256
466,08/25/19 11:00:01 PM,51.325,0.1261
467,08/26/19 12:00:01 AM,50.576,0.1271
468,08/26/19 01:00:01 AM,49.825,0.1271
469,08/26/19 02:00:01 AM,49.161,0.1281
470,08/26/19 03:00:01 AM,48.583,0.1281
471,08/26/19 04:00:01 AM,48.094,0.1271
472,08/26/19 05:00:01 AM,47.602,0.1302
473,08/26/19 06:00:01 AM,47.199,0.1297
474,08/26/19 07:00:01 AM,46.796,0.1302
475,08/26/19 08:00:01 AM,46.974,0.1302
476,08/26/19 09:00:01 AM,48.049,0.1271
477,08/26/19 10:00:01 AM,50.135,0.1246
478,08/26/19 11:00:01 AM,53.341,0.1224
479,08/26/19 12:00:01 PM,57.290,0.1189
480,08/26/19 01:00:01 PM,60.861,0.1169
481,08/26/19 02:00:01 PM,63.304,0.1153
482,08/26/19 03:00:01 PM,64.332,0.1138
483,08/26/19 04:00:01 PM,64.161,0.1122
484,08/26/19 05:00:01 PM,62.875,0.1112
485,08/26/19 06:00:01 PM,60.904,0.1112
486,08/26/19 07:00:01 PM,58.669,0.1107
487,08/26/19 08:00:01 PM,56.599,0.1112
488,08/26/19 09:00:01 PM,54.691,0.1117
489,08/26/19 10:00:01 PM,52.947,0.1122
490,08/26/19 11:00:01 PM,51.458,0.1128
491,08/27/19 12:00:01 AM,50.180,0.1133
492,08/27/19 01:00:01 AM,49.028,0.1138
493,08/27/19 02:00:01 AM,48.004,0.1153
494,08/27/19 03:00:01 AM,47.064,0.1153
495,08/27/19 04:00:01 AM,46.121,0.1159
496,08/27/19 05:00:01 AM,45.307,0.1169
497,08/27/19 06:00:01 AM,44.492,0.1174
498,08/27/19 07:00:01 AM,43.716,0.1179
499,08/27/19 08:00:01 AM,44.037,0.1189
500,08/27/19 09:00:01 AM,45.489,0.1174
501,08/27/19 10:00:01 AM,47.959,0.1153
502,08/27/19 11:00:01 AM,51.544,0.1138
503,08/27/19 12:00:01 PM,55.690,0.1101
504,08/27/19 01:00:01 PM,59.486,0.1080
505,08/27/19 02:00:01 PM,62.062,0.1064
506,08/27/19 03:00:01 PM,63.219,0.1036
507,08/27/19 04:00:01 PM,63.304,0.1020
508,08/27/19 05:00:01 PM,62.233,0.1014
509,08/27/19 06:00:01 PM,60.132,0.0998
510,08/27/19 07:00:01 PM,57.893,0.1003
511,08/27/19 08:00:01 PM,55.819,0.1003
512,08/27/19 09:00:01 PM,53.820,0.1009
513,08/27/19 10:00:01 PM,51.984,0.1009
514,08/27/19 11:00:01 PM,50.445,0.1014
515,08/28/19 12:00:01 AM,49.073,0.1020
516,08/28/19 01:00:01 AM,47.871,0.1020
517,08/28/19 02:00:01 AM,46.841,0.1053
518,08/28/19 03:00:01 AM,45.896,0.1075
519,08/28/19 04:00:01 AM,45.217,0.1085
520,08/28/19 05:00:01 AM,44.582,0.1085
521,08/28/19 06:00:01 AM,43.763,0.1085
522,08/28/19 07:00:01 AM,42.984,0.1101
523,08/28/19 08:00:01 AM,43.306,0.1080
524,08/28/19 09:00:01 AM,44.674,0.1107
525,08/28/19 10:00:01 AM,47.199,0.1047
526,08/28/19 11:00:01 AM,50.886,0.1025
527,08/28/19 12:00:01 PM,55.038,0.0998
528,08/28/19 01:00:01 PM,58.669,0.0986
529,08/28/19 02:00:01 PM,61.506,0.0975
530,08/28/19 03:00:01 PM,62.834,0.0943
531,08/28/19 04:00:01 PM,62.834,0.0943
532,08/28/19 05:00:01 PM,61.720,0.0920
533,08/28/19 06:00:01 PM,59.745,0.0908
