"Plot Title: 20393605_SM_A_B1_ctrl"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 20393605, SEN S/N: 20391818, LBL: B1_L)","Water Content, m³/m³ (LGR S/N: 20393605, SEN S/N: 20399026, LBL: B1_L)"
1502,10/08/19 03:00:01 AM,34.468,0.0570
1503,10/08/19 04:00:01 AM,33.978,0.0570
1504,10/08/19 05:00:01 AM,33.534,0.0555
1505,10/08/19 06:00:01 AM,32.990,0.0599
1506,10/08/19 07:00:01 AM,32.542,0.0555
1507,10/08/19 08:00:01 AM,32.243,0.0547
1508,10/08/19 09:00:01 AM,33.039,0.0588
1509,10/08/19 10:00:01 AM,35.346,0.0599
1510,10/08/19 11:00:01 AM,39.454,0.0664
1511,10/08/19 12:00:01 PM,44.310,0.0646
1512,10/08/19 01:00:01 PM,48.672,0.0639
1513,10/08/19 02:00:01 PM,51.325,0.0671
1514,10/08/19 03:00:01 PM,53.298,0.0628
1515,10/08/19 04:00:01 PM,53.209,0.0596
1516,10/08/19 05:00:01 PM,51.237,0.0588
1517,10/08/19 06:00:01 PM,48.895,0.0581
1518,10/08/19 07:00:01 PM,46.661,0.0570
1519,10/08/19 08:00:01 PM,44.627,0.0570
1520,10/08/19 09:00:01 PM,42.800,0.0570
1521,10/08/19 10:00:01 PM,41.322,0.0570
1522,10/08/19 11:00:01 PM,39.970,0.0562
1523,10/09/19 12:00:01 AM,38.748,0.0555
1524,10/09/19 01:00:01 AM,37.656,0.0555
1525,10/09/19 02:00:01 AM,36.795,0.0562
1526,10/09/19 03:00:01 AM,36.169,0.0547
1527,10/09/19 04:00:01 AM,35.638,0.0547
1528,10/09/19 05:00:01 AM,35.055,0.0547
1529,10/09/19 06:00:01 AM,34.664,0.0544
1530,10/09/19 07:00:01 AM,34.124,0.0544
1531,10/09/19 08:00:01 AM,33.831,0.0562
1532,10/09/19 09:00:01 AM,35.103,0.0570
1533,10/09/19 10:00:01 AM,37.416,0.0588
1534,10/09/19 11:00:01 AM,40.626,0.0646
1535,10/09/19 12:00:01 PM,44.445,0.0695
1536,10/09/19 01:00:01 PM,48.004,0.0664
1537,10/09/19 02:00:01 PM,50.664,0.0660
1538,10/09/19 03:00:01 PM,51.017,0.0653
1539,10/09/19 04:00:01 PM,50.752,0.0691
1540,10/09/19 05:00:01 PM,48.895,0.0632
1541,10/09/19 06:00:01 PM,47.109,0.0639
1542,10/09/19 07:00:01 PM,45.534,0.0628
1543,10/09/19 08:00:01 PM,44.173,0.0628
1544,10/09/19 09:00:01 PM,43.030,0.0628
1545,10/09/19 10:00:01 PM,42.064,0.0639
1546,10/09/19 11:00:01 PM,41.277,0.0621
1547,10/10/19 12:00:01 AM,40.532,0.0632
1548,10/10/19 01:00:01 AM,39.690,0.0678
1549,10/10/19 02:00:01 AM,39.031,0.0671
1550,10/10/19 03:00:01 AM,38.464,0.0646
1551,10/10/19 04:00:01 AM,37.846,0.0684
1552,10/10/19 05:00:01 AM,37.369,0.0691
1553,10/10/19 06:00:01 AM,37.225,0.0702
1554,10/10/19 07:00:01 AM,37.225,0.0702
1555,10/10/19 08:00:01 AM,37.225,0.0702
1556,10/10/19 09:00:01 AM,37.225,0.0702
1557,10/10/19 10:00:01 AM,37.274,0.0708
1558,10/10/19 11:00:01 AM,37.274,0.0715
1559,10/10/19 12:00:01 PM,37.274,0.0715
1560,10/10/19 01:00:01 PM,37.274,0.0722
1561,10/10/19 02:00:01 PM,37.225,0.0722
1562,10/10/19 03:00:01 PM,37.179,0.0722
1563,10/10/19 04:00:01 PM,37.130,0.0722
1564,10/10/19 05:00:01 PM,37.081,0.0722
1565,10/10/19 06:00:01 PM,37.035,0.0722
1566,10/10/19 07:00:01 PM,36.939,0.0745
1567,10/10/19 08:00:01 PM,36.891,0.0722
1568,10/10/19 09:00:01 PM,36.842,0.0725
1569,10/10/19 10:00:01 PM,36.795,0.0722
1570,10/10/19 11:00:01 PM,36.698,0.0725
1571,10/11/19 12:00:01 AM,36.459,0.0752
1572,10/11/19 01:00:01 AM,36.217,0.0725
1573,10/11/19 02:00:01 AM,35.879,0.0528
1574,10/11/19 03:00:01 AM,35.589,0.0722
1575,10/11/19 04:00:01 AM,35.298,0.0722
1576,10/11/19 05:00:01 AM,35.055,0.0722
1577,10/11/19 06:00:01 AM,34.810,0.0732
1578,10/11/19 07:00:01 AM,34.565,0.0725
1579,10/11/19 08:00:01 AM,34.320,0.0732
1580,10/11/19 09:00:01 AM,34.027,0.0725
1581,10/11/19 10:00:01 AM,33.928,0.0732
1582,10/11/19 11:00:01 AM,33.928,0.0725
1583,10/11/19 12:00:01 PM,34.075,0.0715
1584,10/11/19 01:00:01 PM,34.223,0.0708
1585,10/11/19 02:00:01 PM,34.371,0.0695
1586,10/11/19 03:00:01 PM,34.516,0.0702
1587,10/11/19 04:00:01 PM,34.713,0.0725
1588,10/11/19 05:00:01 PM,34.810,0.0732
1589,10/11/19 06:00:01 PM,34.907,0.0732
1590,10/11/19 07:00:01 PM,34.907,0.0738
1591,10/11/19 08:00:01 PM,34.810,0.0738
1592,10/11/19 09:00:01 PM,34.713,0.0738
1593,10/11/19 10:00:01 PM,34.565,0.0738
1594,10/11/19 11:00:01 PM,34.419,0.0738
1595,10/12/19 12:00:01 AM,34.223,0.0646
1596,10/12/19 01:00:01 AM,34.027,0.0775
1597,10/12/19 02:00:01 AM,33.831,0.0768
1598,10/12/19 03:00:01 AM,33.485,0.0732
1599,10/12/19 04:00:01 AM,33.138,0.0762
1600,10/12/19 05:00:01 AM,32.790,0.0758
1601,10/12/19 06:00:01 AM,32.491,0.0738
1602,10/12/19 07:00:01 AM,32.193,0.0745
1603,10/12/19 08:00:01 AM,31.942,0.0738
1604,10/12/19 09:00:01 AM,31.842,0.0745
1605,10/12/19 10:00:01 AM,31.942,0.0745
1606,10/12/19 11:00:01 AM,32.142,0.0725
1607,10/12/19 12:00:01 PM,32.392,0.0708
