Plot Title: 20393601_SM_A_A1_ctrl,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 20393601, SEN S/N: 20399027, LBL: A1_R)","Temp, °F (LGR S/N: 20393601, SEN S/N: 20399269, LBL: A1_R)"
696,7/13/18 10:00,0.0844,55.647
697,7/13/18 11:00,0.0949,57.636
698,7/13/18 12:00,0.0893,59.014
699,7/13/18 13:00,0.0841,59.702
700,7/13/18 14:00,0.0908,59.916
701,7/13/18 15:00,0.0914,59.659
702,7/13/18 16:00,0.0803,59.315
703,7/13/18 17:00,0.0857,59.229
704,7/13/18 18:00,0.0896,59.014
705,7/13/18 19:00,0.085,58.455
706,7/13/18 20:00,0.0794,57.807
707,7/13/18 21:00,0.0745,57.117
708,7/13/18 22:00,0.0738,56.34
709,7/13/18 23:00,0.0725,55.558
710,7/14/18 0:00,0.0722,54.734
711,7/14/18 1:00,0.0722,53.951
712,7/14/18 2:00,0.0722,53.166
713,7/14/18 3:00,0.0725,52.466
714,7/14/18 4:00,0.0732,51.895
715,7/14/18 5:00,0.0738,51.282
716,7/14/18 6:00,0.0752,50.621
717,7/14/18 7:00,0.0752,50.223
718,7/14/18 8:00,0.0732,51.062
719,7/14/18 9:00,0.0835,53.341
720,7/14/18 10:00,0.081,56.512
721,7/14/18 11:00,0.0797,60.003
722,7/14/18 12:00,0.0695,62.447
723,7/14/18 13:00,0.0671,63.903
724,7/14/18 14:00,0.066,64.674
725,7/14/18 15:00,0.0646,64.717
726,7/14/18 16:00,0.0596,64.161
727,7/14/18 17:00,0.0581,63.219
728,7/14/18 18:00,0.0562,62.362
729,7/14/18 19:00,0.0517,61.462
730,7/14/18 20:00,0.0501,60.433
731,7/14/18 21:00,0.0494,59.445
732,7/14/18 22:00,0.0454,58.455
733,7/14/18 23:00,0.0454,57.549
734,7/15/18 0:00,0.0462,56.772
735,7/15/18 1:00,0.0454,56.035
736,7/15/18 2:00,0.047,55.429
737,7/15/18 3:00,0.047,54.865
738,7/15/18 4:00,0.0462,54.343
739,7/15/18 5:00,0.0454,53.865
740,7/15/18 6:00,0.0462,53.427
741,7/15/18 7:00,0.049,53.035
742,7/15/18 8:00,0.0482,52.86
743,7/15/18 9:00,0.0462,52.86
744,7/15/18 10:00,0.0446,53.035
745,7/15/18 11:00,0.0442,53.166
746,7/15/18 12:00,0.0462,53.472
747,7/15/18 13:00,0.0474,54.212
748,7/15/18 14:00,0.047,55.386
749,7/15/18 15:00,0.0425,56.642
750,7/15/18 16:00,0.0405,57.376
751,7/15/18 17:00,0.0787,57.074
752,7/15/18 18:00,0.092,55.992
753,7/15/18 19:00,0.0943,55.256
754,7/15/18 20:00,0.0926,54.691
755,7/15/18 21:00,0.0887,54.169
756,7/15/18 22:00,0.0875,53.472
757,7/15/18 23:00,0.0887,52.772
758,7/16/18 0:00,0.0887,52.115
759,7/16/18 1:00,0.0896,51.458
760,7/16/18 2:00,0.0896,50.929
761,7/16/18 3:00,0.0914,50.4
762,7/16/18 4:00,0.0893,49.782
763,7/16/18 5:00,0.0893,49.161
764,7/16/18 6:00,0.0893,48.628
765,7/16/18 7:00,0.0887,48.36
766,7/16/18 8:00,0.0841,49.471
767,7/16/18 9:00,0.0803,51.764
768,7/16/18 10:00,0.0762,54.82
769,7/16/18 11:00,0.0715,58.152
770,7/16/18 12:00,0.0691,59.916
771,7/16/18 13:00,0.0775,60.174
772,7/16/18 14:00,0.0684,61.032
773,7/16/18 15:00,0.0691,61.59
774,7/16/18 16:00,0.0646,61.506
775,7/16/18 17:00,0.0639,61.075
776,7/16/18 18:00,0.0621,60.604
777,7/16/18 19:00,0.1014,59.401
778,7/16/18 20:00,0.0998,58.239
779,7/16/18 21:00,0.1031,57.247
780,7/16/18 22:00,0.1053,56.208
781,7/16/18 23:00,0.1064,55.256
782,7/17/18 0:00,0.1064,54.387
783,7/17/18 1:00,0.1069,53.69
784,7/17/18 2:00,0.1075,53.035
785,7/17/18 3:00,0.1075,52.423
786,7/17/18 4:00,0.1069,51.895
787,7/17/18 5:00,0.1075,51.37
788,7/17/18 6:00,0.108,50.841
789,7/17/18 7:00,0.1064,50.356
790,7/17/18 8:00,0.1009,50.533
791,7/17/18 9:00,0.0949,52.291
792,7/17/18 10:00,0.0932,54.516
793,7/17/18 11:00,0.0887,57.636
794,7/17/18 12:00,0.0863,60.861
795,7/17/18 13:00,0.0835,62.791
796,7/17/18 14:00,0.081,63.732
797,7/17/18 15:00,0.0787,63.518
798,7/17/18 16:00,0.0762,62.962
799,7/17/18 17:00,0.0732,62.233
800,7/17/18 18:00,0.0775,61.333
801,7/17/18 19:00,0.0775,60.26
802,7/17/18 20:00,0.0768,59.272
803,7/17/18 21:00,0.0762,58.152
804,7/17/18 22:00,0.0758,57.031
805,7/17/18 23:00,0.0768,55.906
806,7/18/18 0:00,0.0775,54.82
807,7/18/18 1:00,0.0768,53.865
808,7/18/18 2:00,0.0762,52.992
809,7/18/18 3:00,0.0762,52.203
810,7/18/18 4:00,0.0762,51.501
811,7/18/18 5:00,0.0768,50.841
812,7/18/18 6:00,0.0762,50.311
813,7/18/18 7:00,0.0781,49.959
814,7/18/18 8:00,0.0752,50.709
815,7/18/18 9:00,0.0725,52.423
816,7/18/18 10:00,0.0702,55.038
817,7/18/18 11:00,0.0684,58.239
818,7/18/18 12:00,0.0653,61.162
819,7/18/18 13:00,0.0621,63.048
820,7/18/18 14:00,0.0599,63.518
821,7/18/18 15:00,0.0581,63.262
822,7/18/18 16:00,0.0574,62.791
823,7/18/18 17:00,0.0547,62.148
824,7/18/18 18:00,0.0501,61.462
825,7/18/18 19:00,0.0474,60.69
826,7/18/18 20:00,0.047,59.659
827,7/18/18 21:00,0.0434,58.626
828,7/18/18 22:00,0.0434,57.463
829,7/18/18 23:00,0.0425,56.383
830,7/19/18 0:00,0.0434,55.386
831,7/19/18 1:00,0.0425,54.516
832,7/19/18 2:00,0.0434,53.69
833,7/19/18 3:00,0.0425,52.992
834,7/19/18 4:00,0.0425,52.291
835,7/19/18 5:00,0.0425,51.678
836,7/19/18 6:00,0.0421,51.105
837,7/19/18 7:00,0.0446,50.664
838,7/19/18 8:00,0.0494,51.325
839,7/19/18 9:00,0.0494,53.253
840,7/19/18 10:00,0.047,56.079
841,7/19/18 11:00,0.0434,59.486
842,7/19/18 12:00,0.0405,62.233
843,7/19/18 13:00,0.0375,63.732
844,7/19/18 14:00,0.0341,64.074
845,7/19/18 15:00,0.0363,63.775
846,7/19/18 16:00,0.0306,63.219
847,7/19/18 17:00,0.0283,62.533
848,7/19/18 18:00,0.0228,61.804
849,7/19/18 19:00,0.02,61.032
850,7/19/18 20:00,0.0161,60.089
851,7/19/18 21:00,0.0137,58.928
852,7/19/18 22:00,0.0122,57.807
853,7/19/18 23:00,0.0112,56.728
854,7/20/18 0:00,0.0122,55.776
855,7/20/18 1:00,0.0122,54.952
856,7/20/18 2:00,0.0112,54.3
857,7/20/18 3:00,0.0097,53.602
858,7/20/18 4:00,0.0087,52.947
859,7/20/18 5:00,0.0087,52.291
860,7/20/18 6:00,0.0081,51.764
861,7/20/18 7:00,0.0152,51.544
862,7/20/18 8:00,0.0137,52.335
863,7/20/18 9:00,0.019,53.645
864,7/20/18 10:00,0.0205,55.69
865,7/20/18 11:00,0.0214,58.798
866,7/20/18 12:00,0.0186,60.991
867,7/20/18 13:00,0.02,62.834
868,7/20/18 14:00,0.0112,63.648
869,7/20/18 15:00,0.005,63.518
870,7/20/18 16:00,0.0024,62.791
871,7/20/18 17:00,-0.0036,61.804
872,7/20/18 18:00,-0.0047,60.818
873,7/20/18 19:00,-0.0036,60.132
874,7/20/18 20:00,-0.0069,59.401
875,7/20/18 21:00,-0.0097,58.455
876,7/20/18 22:00,-0.0103,57.333
877,7/20/18 23:00,-0.0103,56.34
878,7/21/18 0:00,-0.0132,55.472
879,7/21/18 1:00,-0.0132,54.604
880,7/21/18 2:00,-0.0132,53.82
881,7/21/18 3:00,-0.012,53.121
882,7/21/18 4:00,-0.0132,52.466
883,7/21/18 5:00,-0.015,51.852
884,7/21/18 6:00,-0.015,51.282
885,7/21/18 7:00,-0.0097,51.062
886,7/21/18 8:00,-0.0008,52.16
887,7/21/18 9:00,0.0013,54.561
888,7/21/18 10:00,0.0029,57.807
889,7/21/18 11:00,0.0013,60.604
890,7/21/18 12:00,0.0071,63.176
891,7/21/18 13:00,0.0066,65.444
892,7/21/18 14:00,0.0071,66.558
893,7/21/18 15:00,-0.0003,66.515
894,7/21/18 16:00,-0.0069,65.916
895,7/21/18 17:00,-0.0097,65.188
896,7/21/18 18:00,-0.0191,64.161
897,7/21/18 19:00,-0.0222,63.048
898,7/21/18 20:00,-0.0228,61.934
899,7/21/18 21:00,-0.0259,60.861
900,7/21/18 22:00,-0.0284,59.745
901,7/21/18 23:00,-0.0303,58.669
902,7/22/18 0:00,-0.0284,57.679
903,7/22/18 1:00,-0.0284,56.901
904,7/22/18 2:00,-0.0278,56.295
905,7/22/18 3:00,-0.0284,55.819
906,7/22/18 4:00,-0.0284,55.342
907,7/22/18 5:00,-0.0329,54.777
908,7/22/18 6:00,-0.0323,54.082
909,7/22/18 7:00,-0.0203,53.733
910,7/22/18 8:00,-0.0167,54.82
911,7/22/18 9:00,-0.008,57.031
912,7/22/18 10:00,-0.0069,60.303
913,7/22/18 11:00,-0.0063,63.903
914,7/22/18 12:00,-0.0047,66.985
915,7/22/18 13:00,-0.0063,68.956
916,7/22/18 14:00,-0.0097,69.471
917,7/22/18 15:00,-0.0069,68.999
918,7/22/18 16:00,-0.012,68.142
919,7/22/18 17:00,-0.024,66.943
920,7/22/18 18:00,-0.0284,65.701
921,7/22/18 19:00,-0.0349,64.674
922,7/22/18 20:00,-0.0362,63.648
923,7/22/18 21:00,-0.0362,62.533
924,7/22/18 22:00,-0.0086,61.419
925,7/22/18 23:00,0.0081,60.089
926,7/23/18 0:00,0.0097,59.014
927,7/23/18 1:00,0.0087,58.023
928,7/23/18 2:00,0.0097,57.204
929,7/23/18 3:00,0.0087,56.426
930,7/23/18 4:00,0.0087,55.602
931,7/23/18 5:00,0.0081,54.777
932,7/23/18 6:00,0.0081,53.994
933,7/23/18 7:00,0.0107,53.645
934,7/23/18 8:00,0.0122,54.604
935,7/23/18 9:00,0.0127,56.772
936,7/23/18 10:00,0.0127,59.873
937,7/23/18 11:00,0.0137,63.347
938,7/23/18 12:00,0.0122,65.788
939,7/23/18 13:00,0.0137,67.372
940,7/23/18 14:00,0.0122,68.099
941,7/23/18 15:00,0.0097,67.757
942,7/23/18 16:00,0.0029,66.814
943,7/23/18 17:00,-0.0019,65.745
944,7/23/18 18:00,-0.0115,64.76
945,7/23/18 19:00,-0.0132,63.775
946,7/23/18 20:00,-0.0167,62.791
947,7/23/18 21:00,-0.0191,61.633
948,7/23/18 22:00,-0.0203,60.517
949,7/23/18 23:00,-0.0222,59.445
950,7/24/18 0:00,-0.024,58.411
951,7/24/18 1:00,-0.024,57.42
952,7/24/18 2:00,-0.0247,56.599
953,7/24/18 3:00,-0.0265,55.863
954,7/24/18 4:00,-0.0265,55.168
955,7/24/18 5:00,-0.0265,54.648
956,7/24/18 6:00,-0.0259,54.169
957,7/24/18 7:00,-0.0222,53.865
958,7/24/18 8:00,-0.015,54.734
959,7/24/18 9:00,-0.008,56.944
960,7/24/18 10:00,0.0224,59.702
961,7/24/18 11:00,-0.0103,61.419
962,7/24/18 12:00,-0.0047,64.033
963,7/24/18 13:00,-0.0103,65.701
964,7/24/18 14:00,-0.0086,66.6
965,7/24/18 15:00,-0.0222,66.429
966,7/24/18 16:00,-0.0247,65.701
967,7/24/18 17:00,-0.0247,64.931
968,7/24/18 18:00,-0.0329,63.946
969,7/24/18 19:00,-0.0349,62.791
970,7/24/18 20:00,-0.0362,61.677
971,7/24/18 21:00,-0.0389,60.561
972,7/24/18 22:00,-0.0382,59.445
973,7/24/18 23:00,-0.0402,58.455
974,7/25/18 0:00,-0.0402,57.636
975,7/25/18 1:00,-0.0402,56.944
976,7/25/18 2:00,-0.043,56.208
977,7/25/18 3:00,-0.0436,55.429
978,7/25/18 4:00,-0.045,54.604
979,7/25/18 5:00,-0.045,53.82
980,7/25/18 6:00,-0.045,53.078
981,7/25/18 7:00,-0.0349,52.772
982,7/25/18 8:00,-0.0342,53.776
983,7/25/18 9:00,-0.0362,54.777
984,7/25/18 10:00,-0.0323,55.472
985,7/25/18 11:00,-0.0191,57.117
986,7/25/18 12:00,-0.0222,59.873
987,7/25/18 13:00,-0.0156,60.991
988,7/25/18 14:00,0.0152,61.848
989,7/25/18 15:00,0.02,62.49
990,7/25/18 16:00,0.0081,62.362
991,7/25/18 17:00,-0.0173,61.59
992,7/25/18 18:00,-0.0228,60.775
993,7/25/18 19:00,-0.0259,59.916
994,7/25/18 20:00,-0.0228,58.885
995,7/25/18 21:00,-0.0097,57.85
996,7/25/18 22:00,-0.0069,56.858
997,7/25/18 23:00,-0.0069,56.122
998,7/26/18 0:00,-0.0222,55.342
999,7/26/18 1:00,-0.0297,54.516
1000,7/26/18 2:00,-0.0303,53.733
1001,7/26/18 3:00,-0.0316,52.992
1002,7/26/18 4:00,-0.0349,52.335
1003,7/26/18 5:00,-0.0342,51.721
1004,7/26/18 6:00,-0.0349,51.193
1005,7/26/18 7:00,-0.0297,51.017
1006,7/26/18 8:00,-0.0036,51.94
1007,7/26/18 9:00,-0.0003,54.169
1008,7/26/18 10:00,0.0087,56.988
1009,7/26/18 11:00,0.0107,59.916
1010,7/26/18 12:00,0.0152,62.577
1011,7/26/18 13:00,-0.0052,63.219
1012,7/26/18 14:00,0.0166,63.648
1013,7/26/18 15:00,0.0137,63.433
1014,7/26/18 16:00,-0.0185,63.005
1015,7/26/18 17:00,-0.021,62.362
1016,7/26/18 18:00,-0.0297,61.376
1017,7/26/18 19:00,-0.0265,60.217
1018,7/26/18 20:00,0.0066,59.056
1019,7/26/18 21:00,0.004,57.765
1020,7/26/18 22:00,-0.0052,56.556
1021,7/26/18 23:00,0.0013,55.472
1022,7/27/18 0:00,-0.0003,54.473
1023,7/27/18 1:00,-0.0103,53.602
1024,7/27/18 2:00,-0.015,52.729
1025,7/27/18 3:00,-0.0156,51.94
1026,7/27/18 4:00,-0.0247,51.237
1027,7/27/18 5:00,-0.0019,50.488
1028,7/27/18 6:00,-0.0019,49.87
1029,7/27/18 7:00,0.004,49.737
1030,7/27/18 8:00,0.004,50.974
1031,7/27/18 9:00,0.0107,53.472
1032,7/27/18 10:00,-0.0132,56.642
1033,7/27/18 11:00,0.0127,60.217
1034,7/27/18 12:00,0.0097,61.075
1035,7/27/18 13:00,0.004,61.761
1036,7/27/18 14:00,0.0024,62.834
1037,7/27/18 15:00,0.0107,63.048
1038,7/27/18 16:00,0.005,62.319
1039,7/27/18 17:00,-0.015,61.075
1040,7/27/18 18:00,-0.012,60.089
1041,7/27/18 19:00,-0.0167,59.014
1042,7/27/18 20:00,-0.0132,57.765
1043,7/27/18 21:00,0.0024,56.685
1044,7/27/18 22:00,-0.0025,55.69
1045,7/27/18 23:00,-0.0167,54.691
1046,7/28/18 0:00,-0.0173,53.69
1047,7/28/18 1:00,-0.0173,52.772
1048,7/28/18 2:00,-0.0191,51.895
1049,7/28/18 3:00,-0.0203,51.105
1050,7/28/18 4:00,-0.0203,50.356
1051,7/28/18 5:00,-0.021,49.692
1052,7/28/18 6:00,-0.021,49.161
1053,7/28/18 7:00,-0.0185,48.85
1054,7/28/18 8:00,-0.0103,49.649
1055,7/28/18 9:00,0.0186,52.029
1056,7/28/18 10:00,0.02,55.213
1057,7/28/18 11:00,0.0186,58.368
1058,7/28/18 12:00,0.0186,60.561
1059,7/28/18 13:00,0.0152,60.089
1060,7/28/18 14:00,0.031,59.745
1061,7/28/18 15:00,0.031,60.089
1062,7/28/18 16:00,-0.0052,59.916
1063,7/28/18 17:00,-0.0138,59.486
1064,7/28/18 18:00,-0.0003,58.755
1065,7/28/18 19:00,-0.0097,56.901
1066,7/28/18 20:00,-0.008,55.602
1067,7/28/18 21:00,-0.0086,54.691
1068,7/28/18 22:00,-0.0086,53.69
1069,7/28/18 23:00,-0.008,52.641
1070,7/29/18 0:00,-0.008,51.721
1071,7/29/18 1:00,-0.0069,50.886
1072,7/29/18 2:00,-0.0086,50.135
1073,7/29/18 3:00,-0.0069,49.338
1074,7/29/18 4:00,-0.008,48.628
1075,7/29/18 5:00,-0.0069,48.004
1076,7/29/18 6:00,-0.008,47.467
1077,7/29/18 7:00,-0.0047,47.109
1078,7/29/18 8:00,-0.0003,47.914
1079,7/29/18 9:00,0.0008,50.356
1080,7/29/18 10:00,0.0087,53.602
1081,7/29/18 11:00,0.0122,57.16
1082,7/29/18 12:00,0.0071,60.217
1083,7/29/18 13:00,0.0056,60.861
1084,7/29/18 14:00,0.0081,60.604
1085,7/29/18 15:00,0.0024,59.959
1086,7/29/18 16:00,-0.0003,59.142
1087,7/29/18 17:00,0.0013,58.282
1088,7/29/18 18:00,-0.0025,57.463
1089,7/29/18 19:00,-0.0036,56.512
1090,7/29/18 20:00,-0.0063,55.647
1091,7/29/18 21:00,-0.008,54.691
1092,7/29/18 22:00,-0.008,53.69
1093,7/29/18 23:00,-0.0086,52.729
1094,7/30/18 0:00,-0.0097,51.852
1095,7/30/18 1:00,-0.0103,51.017
1096,7/30/18 2:00,-0.0103,50.223
1097,7/30/18 3:00,-0.0115,49.471
1098,7/30/18 4:00,-0.012,48.805
1099,7/30/18 5:00,-0.0132,48.227
1100,7/30/18 6:00,-0.0132,47.647
1101,7/30/18 7:00,-0.0103,47.377
1102,7/30/18 8:00,-0.0063,48.272
1103,7/30/18 9:00,-0.0047,50.533
1104,7/30/18 10:00,0.0166,53.733
1105,7/30/18 11:00,0.0161,57.117
1106,7/30/18 12:00,0.0122,60.089
1107,7/30/18 13:00,0.0152,62.233
1108,7/30/18 14:00,0.0152,63.347
1109,7/30/18 15:00,0.0081,63.133
1110,7/30/18 16:00,0.0056,62.148
1111,7/30/18 17:00,0.0013,61.032
1112,7/30/18 18:00,-0.0025,59.873
1113,7/30/18 19:00,-0.0052,58.626
1114,7/30/18 20:00,-0.0063,57.333
1115,7/30/18 21:00,-0.008,56.035
1116,7/30/18 22:00,-0.0086,54.777
1117,7/30/18 23:00,-0.0086,53.602
1118,7/31/18 0:00,-0.0103,52.509
1119,7/31/18 1:00,-0.0115,51.458
1120,7/31/18 2:00,-0.012,50.4
1121,7/31/18 3:00,-0.012,49.383
1122,7/31/18 4:00,-0.0115,48.538
1123,7/31/18 5:00,-0.012,47.871
1124,7/31/18 6:00,-0.012,47.334
1125,7/31/18 7:00,-0.008,47.199
1126,7/31/18 8:00,-0.0047,48.272
1127,7/31/18 9:00,-0.0008,51.017
1128,7/31/18 10:00,0.0008,54.82
1129,7/31/18 11:00,0.0008,58.842
1130,7/31/18 12:00,-0.0003,62.49
1131,7/31/18 13:00,0.0056,64.632
1132,7/31/18 14:00,0.0056,65.359
1133,7/31/18 15:00,0.0056,64.888
1134,7/31/18 16:00,-0.0132,63.903
1135,7/31/18 17:00,-0.0115,62.704
1136,7/31/18 18:00,-0.0025,61.506
1137,7/31/18 19:00,-0.0052,60.39
1138,7/31/18 20:00,-0.0069,59.142
1139,7/31/18 21:00,-0.008,57.765
1140,7/31/18 22:00,-0.0097,56.469
1141,7/31/18 23:00,-0.0097,55.299
1142,8/1/18 0:00,-0.0097,54.212
1143,8/1/18 1:00,-0.0103,53.166
1144,8/1/18 2:00,-0.0103,52.203
1145,8/1/18 3:00,-0.0115,51.282
1146,8/1/18 4:00,-0.0115,50.488
1147,8/1/18 5:00,-0.0115,49.737
1148,8/1/18 6:00,-0.0115,49.028
1149,8/1/18 7:00,-0.0086,48.717
1150,8/1/18 8:00,-0.0259,49.561
1151,8/1/18 9:00,-0.0402,51.721
1152,8/1/18 10:00,-0.0362,55.213
1153,8/1/18 11:00,-0.0316,59.014
1154,8/1/18 12:00,-0.0323,62.191
1155,8/1/18 13:00,-0.0191,63.732
1156,8/1/18 14:00,-0.0278,63.518
1157,8/1/18 15:00,-0.0278,62.49
1158,8/1/18 16:00,-0.024,61.804
1159,8/1/18 17:00,-0.0265,61.162
1160,8/1/18 18:00,-0.0297,60.39
1161,8/1/18 19:00,-0.0316,59.401
1162,8/1/18 20:00,-0.0329,58.282
1163,8/1/18 21:00,-0.0329,57.117
1164,8/1/18 22:00,-0.0329,56.079
1165,8/1/18 23:00,-0.0329,55.213
1166,8/2/18 0:00,-0.0329,54.387
1167,8/2/18 1:00,-0.0329,53.559
1168,8/2/18 2:00,-0.0329,52.817
1169,8/2/18 3:00,-0.0342,52.115
1170,8/2/18 4:00,-0.0342,51.458
1171,8/2/18 5:00,-0.0342,50.886
1172,8/2/18 6:00,-0.0342,50.356
1173,8/2/18 7:00,-0.0303,50.135
1174,8/2/18 8:00,-0.0203,51.105
1175,8/2/18 9:00,-0.015,53.645
1176,8/2/18 10:00,-0.0369,57.463
1177,8/2/18 11:00,-0.0409,61.376
1178,8/2/18 12:00,-0.0471,63.09
1179,8/2/18 13:00,-0.0019,63.648
1180,8/2/18 14:00,-0.0047,63.604
1181,8/2/18 15:00,0.0029,63.304
1182,8/2/18 16:00,-0.0132,62.748
1183,8/2/18 17:00,-0.0103,62.191
1184,8/2/18 18:00,-0.0086,61.462
1185,8/2/18 19:00,-0.0167,60.517
1186,8/2/18 20:00,-0.0115,59.401
1187,8/2/18 21:00,-0.008,58.239
1188,8/2/18 22:00,-0.0047,57.204
1189,8/2/18 23:00,-0.008,56.34
1190,8/3/18 0:00,-0.0086,55.647
1191,8/3/18 1:00,-0.0086,54.995
1192,8/3/18 2:00,-0.008,54.43
1193,8/3/18 3:00,-0.0063,53.908
1194,8/3/18 4:00,-0.0052,53.472
1195,8/3/18 5:00,-0.012,53.035
1196,8/3/18 6:00,-0.0063,52.641
1197,8/3/18 7:00,-0.0036,52.246
1198,8/3/18 8:00,-0.0036,51.895
1199,8/3/18 9:00,0.0008,51.764
1200,8/3/18 10:00,0.0013,51.895
1201,8/3/18 11:00,0.0013,52.378
1202,8/3/18 12:00,0.0008,52.686
1203,8/3/18 13:00,0.0147,52.335
1204,8/3/18 14:00,0.1746,49.959
1205,8/3/18 15:00,0.0943,51.017
1206,8/3/18 16:00,0.0893,51.764
1207,8/3/18 17:00,0.0908,52.246
1208,8/3/18 18:00,0.0893,52.246
1209,8/3/18 19:00,0.0896,52.029
1210,8/3/18 20:00,0.0932,51.809
1211,8/3/18 21:00,0.0975,51.325
1212,8/3/18 22:00,0.0998,50.664
1213,8/3/18 23:00,0.102,49.959
1214,8/4/18 0:00,0.1053,49.294
1215,8/4/18 1:00,0.1058,48.583
1216,8/4/18 2:00,0.1064,47.914
1217,8/4/18 3:00,0.1069,47.244
1218,8/4/18 4:00,0.1075,46.661
1219,8/4/18 5:00,0.1042,46.166
1220,8/4/18 6:00,0.1042,45.761
1221,8/4/18 7:00,0.1009,45.444
1222,8/4/18 8:00,0.0992,46.166
1223,8/4/18 9:00,0.0869,48.405
1224,8/4/18 10:00,0.0844,51.501
1225,8/4/18 11:00,0.0829,54.952
1226,8/4/18 12:00,0.0835,58.239
1227,8/4/18 13:00,0.0794,60.303
1228,8/4/18 14:00,0.081,60.818
1229,8/4/18 15:00,0.0738,60.904
1230,8/4/18 16:00,0.0738,60.733
1231,8/4/18 17:00,0.0732,60.26
1232,8/4/18 18:00,0.0725,59.486
1233,8/4/18 19:00,0.0738,58.498
1234,8/4/18 20:00,0.0943,57.247
1235,8/4/18 21:00,0.092,55.949
1236,8/4/18 22:00,0.0932,54.734
1237,8/4/18 23:00,0.0943,53.645
1238,8/5/18 0:00,0.0949,52.641
1239,8/5/18 1:00,0.0955,51.764
1240,8/5/18 2:00,0.0961,50.929
1241,8/5/18 3:00,0.0961,50.223
1242,8/5/18 4:00,0.1117,49.383
1243,8/5/18 5:00,0.1112,49.116
1244,8/5/18 6:00,0.1085,48.85
1245,8/5/18 7:00,0.129,47.736
1246,8/5/18 8:00,0.1261,48.004
1247,8/5/18 9:00,0.1237,48.583
1248,8/5/18 10:00,0.1169,51.237
1249,8/5/18 11:00,0.1096,53.951
1250,8/5/18 12:00,0.1036,56.035
1251,8/5/18 13:00,0.1014,57.765
1252,8/5/18 14:00,0.0975,58.971
1253,8/5/18 15:00,0.0986,59.745
1254,8/5/18 16:00,0.0908,59.873
1255,8/5/18 17:00,0.0902,59.486
1256,8/5/18 18:00,0.0908,58.885
1257,8/5/18 19:00,0.0914,57.979
1258,8/5/18 20:00,0.0926,57.074
1259,8/5/18 21:00,0.0937,56.079
1260,8/5/18 22:00,0.0943,55.168
1261,8/5/18 23:00,0.0955,54.343
1262,8/6/18 0:00,0.0961,53.427
1263,8/6/18 1:00,0.0963,52.509
1264,8/6/18 2:00,0.0963,51.809
1265,8/6/18 3:00,0.0975,51.105
1266,8/6/18 4:00,0.0975,50.4
1267,8/6/18 5:00,0.0975,49.782
1268,8/6/18 6:00,0.0975,49.161
1269,8/6/18 7:00,0.0963,48.672
1270,8/6/18 8:00,0.0937,49.383
1271,8/6/18 9:00,0.0822,51.413
1272,8/6/18 10:00,0.0844,54.255
1273,8/6/18 11:00,0.0829,57.29
1274,8/6/18 12:00,0.0794,60.174
1275,8/6/18 13:00,0.0762,62.49
1276,8/6/18 14:00,0.0745,63.604
1277,8/6/18 15:00,0.0725,63.689
1278,8/6/18 16:00,0.0722,63.219
1279,8/6/18 17:00,0.0702,62.447
1280,8/6/18 18:00,0.0691,61.633
1281,8/6/18 19:00,0.0684,60.647
1282,8/6/18 20:00,0.0684,59.401
1283,8/6/18 21:00,0.0695,58.109
1284,8/6/18 22:00,0.0702,56.772
1285,8/6/18 23:00,0.0708,55.558
1286,8/7/18 0:00,0.0715,54.43
1287,8/7/18 1:00,0.0715,53.384
1288,8/7/18 2:00,0.0722,52.423
1289,8/7/18 3:00,0.0725,51.458
1290,8/7/18 4:00,0.0732,50.621
1291,8/7/18 5:00,0.0732,49.914
1292,8/7/18 6:00,0.0732,49.204
1293,8/7/18 7:00,0.0725,48.717
1294,8/7/18 8:00,0.0715,49.383
1295,8/7/18 9:00,0.0691,51.501
1296,8/7/18 10:00,0.0671,54.604
1297,8/7/18 11:00,0.0632,57.979
1298,8/7/18 12:00,0.0596,61.075
1299,8/7/18 13:00,0.0581,63.347
1300,8/7/18 14:00,0.0555,64.332
1301,8/7/18 15:00,0.0544,64.204
1302,8/7/18 16:00,0.0536,63.604
1303,8/7/18 17:00,0.0501,62.577
1304,8/7/18 18:00,0.0462,61.333
1305,8/7/18 19:00,0.0446,60.003
1306,8/7/18 20:00,0.0442,58.712
1307,8/7/18 21:00,0.0425,57.463
1308,8/7/18 22:00,0.0421,56.251
1309,8/7/18 23:00,0.0413,55.168
1310,8/8/18 0:00,0.0405,54.126
1311,8/8/18 1:00,0.0405,53.209
1312,8/8/18 2:00,0.0401,52.378
1313,8/8/18 3:00,0.0392,51.544
1314,8/8/18 4:00,0.0392,50.841
1315,8/8/18 5:00,0.0384,50.18
1316,8/8/18 6:00,0.0384,49.471
1317,8/8/18 7:00,0.0401,48.983
1318,8/8/18 8:00,0.0421,49.692
1319,8/8/18 9:00,0.0421,52.029
1320,8/8/18 10:00,0.0392,55.299
1321,8/8/18 11:00,0.0363,58.885
1322,8/8/18 12:00,0.0328,61.977
1323,8/8/18 13:00,0.0328,64.161
1324,8/8/18 14:00,0.0319,65.188
1325,8/8/18 15:00,0.0306,65.017
1326,8/8/18 16:00,0.0288,64.204
1327,8/8/18 17:00,0.0224,63.176
1328,8/8/18 18:00,0.0166,62.105
1329,8/8/18 19:00,0.0147,60.904
1330,8/8/18 20:00,0.0122,59.616
