Year,Site,Location_ID,PlotPair,Plot_ID,Subplot_ID,Block,Plot,Block/Plot,Subplot,Treatment,Veg type,Species,functional type,DOYsf,SG,FBB,NL,NL2,FLE,FLE2,FLB,FOF,FLD,FLCC
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Erigeron speciosus,Forb,110,,,128,,134,,172,189,155,213
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Geum triflorum,Forb,110,1,,113,,134,,155,165,162,210
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Helianthella quinquenervis,Forb,110,,,128,,134,,,,193,207
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Heliomeris multiflora,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Ipomopsis aggregata,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Linum lewisii,Forb,110,,,119,,121,,165,174,165,207
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Lupinus argenteus,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Mertensia fusiformis,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Potentilla gracilis,Forb,110,,,123,,131,,170,,165,226
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Taraxacum officinale,Forb,110,,,113,,121,,,151,165,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Thalictrum fendleri,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Tragopogon dubius,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Valeriana occidentalis,Forb,110,,,115,,121,,,148,165,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Vicia americana,Forb,110,,,124,,137,,,,198,201
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Achnatherum nelsonii,Graminoid,110,1,,121,,131,,,,,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Bromopsis lanatipes,Graminoid,110,,,119,,124,,187,,201,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Elymus lanceolatus,Graminoid,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Festuca idahoensis,Graminoid,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Festuca thurberi,Graminoid,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Phleum pratense,Graminoid,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Poa pratensis,Graminoid,110,,,121,,131,,170,,155,
2018,Lower Montane,ER-LMC1L17,LM_C,LM_C_1,LM_C_1_L_17,C,1,C1,Left,Early,Meadow,Artemisia tridentata,Shrub,110,1,,121,,134,,170,213,162,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Achillea millefolium,Forb,110,,,119,,134,,,,155,207
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Agoseris glauca,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Calochortus gunnisonii,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Delphinium nuttallianum,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Erigeron speciosus,Forb,110,,,131,,137,,170,189,165,223
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Geum triflorum,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Helianthella quinquenervis,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Heliomeris multiflora,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Ipomopsis aggregata,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Linum lewisii,Forb,110,,,124,,131,,170,180,165,225
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Lupinus argenteus,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Mertensia fusiformis,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Potentilla gracilis,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Taraxacum officinale,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Thalictrum fendleri,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Tragopogon dubius,Forb,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Valeriana occidentalis,Forb,110,,,113,,121,,,153,165,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Vicia americana,Forb,110,,,134,,142,,,,165,207
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Achnatherum nelsonii,Graminoid,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Bromopsis lanatipes,Graminoid,110,,,,,,,193,210,,223
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Elymus lanceolatus,Graminoid,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Festuca idahoensis,Graminoid,110,,,121,,134,,170,198,207,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Festuca thurberi,Graminoid,110,1,,113,,131,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Phleum pratense,Graminoid,110,,,,,,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Poa pratensis,Graminoid,110,,,121,,128,,,,,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_R_17,C,1,C1,Right,Early,Shrub,Artemisia tridentata,Shrub,110,1,,121,,148,,170,213,155,
2018,Lower Montane,ER-LMC1R17,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Achillea millefolium,Forb,103,,,114,,134,,,,177,207
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Agoseris glauca,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Calochortus gunnisonii,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Delphinium nuttallianum,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Erigeron speciosus,Forb,103,,,121,,131,,170,189,165,207
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Geum triflorum,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Helianthella quinquenervis,Forb,103,,,121,,137,,172,186,165,207
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Heliomeris multiflora,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Ipomopsis aggregata,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Linum lewisii,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Lupinus argenteus,Forb,103,,,139,,148,,,162,207,218
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Mertensia fusiformis,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Potentilla gracilis,Forb,103,,,114,,134,,170,174,165,218
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Taraxacum officinale,Forb,103,,,115,,121,,,,158,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Thalictrum fendleri,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Tragopogon dubius,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Valeriana occidentalis,Forb,103,,,119,,128,,,146,155,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Vicia americana,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Achnatherum nelsonii,Graminoid,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Bromopsis lanatipes,Graminoid,103,1,,117,,124,,201,213,207,221
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Elymus lanceolatus,Graminoid,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Festuca idahoensis,Graminoid,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Festuca thurberi,Graminoid,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Phleum pratense,Graminoid,103,,,117,,124,,177,193,,226
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Poa pratensis,Graminoid,103,1,,121,,131,,,,165,
2018,Lower Montane,ER-LMC1L,LM_C,LM_C_1,LM_C_1_L,C,1,C1 2018,Left,Early,Meadow,Artemisia tridentata,Shrub,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Achillea millefolium,Forb,103,,,114,,137,,,,158,240
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Agoseris glauca,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Calochortus gunnisonii,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Delphinium nuttallianum,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Erigeron speciosus,Forb,103,,,128,,134,,170,193,201,236
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Geum triflorum,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Helianthella quinquenervis,Forb,103,,,121,,142,,177,186,187,207
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Heliomeris multiflora,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Ipomopsis aggregata,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Linum lewisii,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Lupinus argenteus,Forb,103,,,148,,148,,,158,207,236
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Mertensia fusiformis,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Potentilla gracilis,Forb,103,,,121,,134,,,,165,236
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Taraxacum officinale,Forb,103,,,115,,124,,,,155,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Thalictrum fendleri,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Tragopogon dubius,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Valeriana occidentalis,Forb,103,,,117,,128,,,153,165,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Vicia americana,Forb,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Achnatherum nelsonii,Graminoid,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Bromopsis lanatipes,Graminoid,103,1,,117,,121,,187,207,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Elymus lanceolatus,Graminoid,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Festuca idahoensis,Graminoid,103,1,,121,,134,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Festuca thurberi,Graminoid,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Phleum pratense,Graminoid,103,,,,,,,187,193,,222
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Poa pratensis,Graminoid,103,,,,,,,,,,
2018,Lower Montane,ER-LMC1R,LM_C,LM_C_1,LM_C_1_R,C,1,C1 2018,Right,Early,Shrub,Artemisia tridentata,Shrub,103,1,,124,,142,,170,218,162,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Achillea millefolium,Forb,112,,,128,,134,,,,165,207
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Agoseris glauca,Forb,112,,,128,,134,,,,201,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Calochortus gunnisonii,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Delphinium nuttallianum,Forb,112,,,134,,137,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Erigeron speciosus,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Geum triflorum,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Helianthella quinquenervis,Forb,112,,,124,,128,,,186,201,207
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Heliomeris multiflora,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Ipomopsis aggregata,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Linum lewisii,Forb,112,,,115,,121,,165,168,165,207
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Lupinus argenteus,Forb,112,,,148,,155,,,162,218,236
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Mertensia fusiformis,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Potentilla gracilis,Forb,112,,,115,,131,,,170,158,207
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Taraxacum officinale,Forb,112,,,113,,128,,,,172,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Thalictrum fendleri,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Tragopogon dubius,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Valeriana occidentalis,Forb,112,,,113,,124,,,145,155,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Vicia americana,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Achnatherum nelsonii,Graminoid,112,,,115,,131,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Bromopsis lanatipes,Graminoid,112,1,,113,,124,,177,213,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Elymus lanceolatus,Graminoid,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Festuca idahoensis,Graminoid,112,1,,,,,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Festuca thurberi,Graminoid,112,1,,121,,139,,201,207,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Phleum pratense,Graminoid,112,,,,,,,,213,,221
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Poa pratensis,Graminoid,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2L,LM_C,LM_C_2,LM_C_2_L,C,2,C2,Left,Control,Meadow,Artemisia tridentata,Shrub,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Achillea millefolium,Forb,112,,,128,,145,,,,148,245
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Agoseris glauca,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Calochortus gunnisonii,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Delphinium nuttallianum,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Erigeron speciosus,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Geum triflorum,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Helianthella quinquenervis,Forb,112,,,124,,128,,,186,187,213
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Heliomeris multiflora,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Ipomopsis aggregata,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Linum lewisii,Forb,112,,,124,,137,,165,172,177,207
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Lupinus argenteus,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Mertensia fusiformis,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Potentilla gracilis,Forb,112,,,115,,137,,,,165,207
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Taraxacum officinale,Forb,112,,,117,,124,,,,165,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Thalictrum fendleri,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Tragopogon dubius,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Valeriana occidentalis,Forb,112,,,113,,128,,,,165,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Vicia americana,Forb,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Achnatherum nelsonii,Graminoid,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Bromopsis lanatipes,Graminoid,112,1,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Elymus lanceolatus,Graminoid,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Festuca idahoensis,Graminoid,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Festuca thurberi,Graminoid,112,1,,113,,124,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Phleum pratense,Graminoid,112,,,,,,,,,,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Poa pratensis,Graminoid,112,,,119,,124,,,,201,
2018,Lower Montane,ER-LMC2R,LM_C,LM_C_2,LM_C_2_R,C,2,C2,Right,Control,Shrub,Artemisia tridentata,Shrub,112,,,124,,197,,172,213,155,225
2018,Upper Montane,WG-UMA1L,UM_A,UM_A_1,UM_A_1_L,A,1,A1,Left,Early,Meadow,Achillea millefolium,Forb,117,,,117,230,131,240,,,155,
2018,Upper Montane,WG-UMA1L,UM_A,UM_A_1,UM_A_1_L,A,1,A1,Left,Early,Meadow,Agoseris aurantiaca,Forb,117,,,122,,128,,,,155,201
2018,Upper Montane,WG-UMA1L,UM_A,UM_A_1,UM_A_1_L,A,1,A1,Left,Early,Meadow,Boechera stricta,Forb,117,1,,126,,138,,,156,153,210
2018,Upper Montane,WG-UMA1L,UM_A,UM_A_1,UM_A_1_L,A,1,A1,Left,Early,Meadow,Castilleja sulphurea,Forb,117,,,,,,,,,,
