Year,Site,Location_ID,PlotPair,Plot_ID,Subplot_ID,Block,Plot,Block/Plot,Subplot,Treatment,Veg type,Species,functional type,DOYsf,SG,FBB,NL,NL2,FLE,FLE2,FLB,FOF,FLD,FLCC
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Achillea millefolium,Forb,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Agoseris glauca,Forb,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Arnica perryi ,Forb,186,188,,188,,198,,,198,,229
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Bistorta bistortoides,Forb,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Boechera stricta,Forb,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Castilleja sulphurea,Forb,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Draba aurea,Forb,186,,,193,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Erigeron coulteri,Forb,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Erigeron glacialis,Forb,186,,,188,,188,,,193,,213
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Erythronium grandiflorum,Forb,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Gentianella acuta,Forb,186,,,188,,193,,,215,,229
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Hieracium gracilis,Forb,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Lupinus sp.,Forb,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Pseudocymopterus montanus,Forb,186,,,,,215,,,244,,229
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Senecio crassulus,Forb,186,188,,188,,193,,,198,,221
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Sibaldia procumbens,Forb,186,,,193,,206,,,215,,229
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Veronica wormskjoldii,Forb,186,,,193,,188,,,208,,244
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Viola adunca,Forb,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Carex sp.,Gram,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Juncus articus,Gram,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Phleum alpinum,Gram,186,186,,188,,198,,,229,,244
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Danthonia intermedia,Grass,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Deschampsia cespitosa,Grass,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Elymus canadensis,Grass,186,,193,198,,206,,,215,,244
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Festuca sp.,Grass,186,,,,,198,,,,,244
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Poa cusickii,Grass,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Trisetum spicatum,Grass,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1L,USA_A,USA_A_1,USA_A_1_L,A,1,A1,Left,Early,Meadow,Vaccinium cespitosum,Shrub,186,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Achillea millefolium,Forb,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Agoseris glauca,Forb,193,,,,,206,,,,,229
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Arnica perryi ,Forb,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Bistorta bistortoides,Forb,193,,,,,215,,,221,,229
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Boechera stricta,Forb,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Castilleja sulphurea,Forb,193,,,193,,198,,,215,,229
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Draba aurea,Forb,193,198,,,277,198,,,206,,244
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Erigeron coulteri,Forb,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Erigeron glacialis,Forb,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Erythronium grandiflorum,Forb,193,,,,,,,,193,,221
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Gentianella acuta,Forb,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Hieracium gracilis,Forb,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Lupinus sp.,Forb,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Pseudocymopterus montanus,Forb,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Senecio crassulus,Forb,193,,,193,,198,,,221,,229
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Sibaldia procumbens,Forb,193,,,,,198,,,206,,229
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Veronica wormskjoldii,Forb,193,,,198,,206,,,221,,229
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Viola adunca,Forb,193,193,,198,,206,,,208,,244
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Carex sp.,Gram,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Juncus articus,Gram,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Phleum alpinum,Gram,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Danthonia intermedia,Grass,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Deschampsia cespitosa,Grass,193,,,,,,,,244,,229
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Elymus canadensis,Grass,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Festuca sp.,Grass,193,,,193,,221,,,215,,229
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Poa cusickii,Grass,193,,,,,198,,,229,,244
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Trisetum spicatum,Grass,193,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA1R,USA_A,USA_A_1,USA_A_1_R,A,1,A1,Right,Early,Meadow,Vaccinium cespitosum,Shrub,193,,198,206,,208,,,,,229
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Achillea millefolium,Forb,196,,,206,,215,,,,,244
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Agoseris glauca,Forb,196,,,183,,215,,,229,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Arnica perryi ,Forb,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Bistorta bistortoides,Forb,196,,,215,,221,,,,,244
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Boechera stricta,Forb,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Castilleja sulphurea,Forb,196,,,206,,208,,,221,,263
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Draba aurea,Forb,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Erigeron coulteri,Forb,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Erigeron glacialis,Forb,196,,,206,,215,,,221,,263
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Erythronium grandiflorum,Forb,196,,,198,,,,,,,244
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Gentianella acuta,Forb,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Hieracium gracilis,Forb,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Lupinus sp.,Forb,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Pseudocymopterus montanus,Forb,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Senecio crassulus,Forb,196,,,198,,208,,,229,,244
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Sibaldia procumbens,Forb,196,,,206,,208,,,221,,244
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Veronica wormskjoldii,Forb,196,,,206,,206,,,229,,229
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Viola adunca,Forb,196,,,206,,215,,,215,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Carex sp.,Gram,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Juncus articus,Gram,196,,,198,,206,,,229,,263
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Phleum alpinum,Gram,196,,,,,208,,,,,263
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Danthonia intermedia,Grass,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Deschampsia cespitosa,Grass,196,,,,,206,,,244,,263
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Elymus canadensis,Grass,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Festuca sp.,Grass,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Poa cusickii,Grass,196,,,,,208,,,229,,244
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Trisetum spicatum,Grass,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2L,USA_A,USA_A_2,USA_A_2_L,A,2,A2,Left,Control,Meadow,Vaccinium cespitosum,Shrub,196,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Achillea millefolium,Forb,206,,,206,,215,,,,,244
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Agoseris glauca,Forb,206,,,206,,208,,,244,,244
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Arnica perryi ,Forb,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Bistorta bistortoides,Forb,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Boechera stricta,Forb,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Castilleja sulphurea,Forb,206,,,,,215,,,244,,263
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Draba aurea,Forb,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Erigeron coulteri,Forb,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Erigeron glacialis,Forb,206,,,,,206,,,221,,244
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Erythronium grandiflorum,Forb,206,,,,,,,,206,,244
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Gentianella acuta,Forb,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Hieracium gracilis,Forb,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Lupinus sp.,Forb,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Pseudocymopterus montanus,Forb,206,,,206,,215,,,,,263
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Senecio crassulus,Forb,206,,,,,206,,,221,,244
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Sibaldia procumbens,Forb,206,,,206,,208,,,215,,244
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Veronica wormskjoldii,Forb,206,,,206,,208,,,229,,244
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Viola adunca,Forb,206,,,206,,,,,215,,244
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Carex sp.,Gram,206,,,,,215,,,221,,263
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Juncus articus,Gram,206,,,206,,208,,,221,,244
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Phleum alpinum,Gram,206,,,,,208,,,244,,263
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Danthonia intermedia,Grass,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Deschampsia cespitosa,Grass,206,,,,,206,,,244,,263
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Elymus canadensis,Grass,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Festuca sp.,Grass,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Poa cusickii,Grass,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Trisetum spicatum,Grass,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USA2R,USA_A,USA_A_2,USA_A_2_R,A,2,A2,Right,Control,Meadow,Vaccinium cespitosum,Shrub,206,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Achillea millefolium,Forb,175,,,178,,188,,,221,,229
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Agoseris glauca,Forb,175,,,,,188,,,215,,229
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Arnica perryi ,Forb,175,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Bistorta bistortoides,Forb,175,,,,,,,,193,,198
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Boechera stricta,Forb,175,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Castilleja sulphurea,Forb,175,,,178,,184,,,208,,229
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Draba aurea,Forb,175,175,,184,,188,,,193,,229
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Erigeron coulteri,Forb,175,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Erigeron glacialis,Forb,175,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Erythronium grandiflorum,Forb,175,,,178,,184,,,188,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Gentianella acuta,Forb,175,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Hieracium gracilis,Forb,175,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Lupinus sp.,Forb,175,,,184,,188,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Pseudocymopterus montanus,Forb,175,,,178,,188,,,193,,229
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Senecio crassulus,Forb,175,,,178,,184,,,215,,244
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Sibaldia procumbens,Forb,175,175,,178,,184,,,188,,229
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Veronica wormskjoldii,Forb,175,175,,178,,184,,,206,,229
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Viola adunca,Forb,175,178,,184,,188,,,193,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Carex sp.,Gram,175,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Juncus articus,Gram,175,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Phleum alpinum,Gram,175,,,,,,,,229,,244
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Danthonia intermedia,Grass,175,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Deschampsia cespitosa,Grass,175,,,178,,188,,,208,,244
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Elymus canadensis,Grass,175,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Festuca sp.,Grass,175,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Poa cusickii,Grass,175,,,,,,,,206,,229
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Trisetum spicatum,Grass,175,,,178,,188,,,,,
2017,Upper Sub-alpine,WG-USB1L,USA_B,USA_B_1,USA_B_1_L,B,1,B1,Left,Early,Meadow,Vaccinium cespitosum,Shrub,175,,178,188,,193,,,198,,229
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Achillea millefolium,Forb,178,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Agoseris glauca,Forb,178,,,184,,188,,,208,,229
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Arnica perryi ,Forb,178,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Bistorta bistortoides,Forb,178,,,,,,,,206,,229
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Boechera stricta,Forb,178,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Castilleja sulphurea,Forb,178,,,188,,193,,,215,,
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Draba aurea,Forb,178,175,,178,,188,,,193,,229
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Erigeron coulteri,Forb,178,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Erigeron glacialis,Forb,178,,,,,,,,,,
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Erythronium grandiflorum,Forb,178,,,178,,188,,,188,,229
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Gentianella acuta,Forb,178,,,,,,,,229,,244
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Hieracium gracilis,Forb,178,,,,,206,,,215,,244
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Lupinus sp.,Forb,178,,,188,,193,,,,,
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Pseudocymopterus montanus,Forb,178,,,178,,184,,,188,,244
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Senecio crassulus,Forb,178,,,178,,184,,,206,,244
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Sibaldia procumbens,Forb,178,175,,178,,184,,,188,,229
2017,Upper Sub-alpine,WG-USB1R,USA_B,USA_B_1,USA_B_1_R,B,1,B1,Right,Early,Meadow,Veronica wormskjoldii,Forb,178,175,,178,,188,,,206,,229
